batch_id	batch_rank	regulator_key	display_symbols	species_scope	primary_role_category	role_subcategory	source_registry	source_version	source_record_id	raw_tf_symbol	target_symbol	target_rank	target_membership_count	target_in_current_mechanism_graph	target_graph_modules	candidate_membership_status	target_cell_presence_status	downstream_activation_status	upstream_relay_status	review_status	source_locator	source_snapshot	raw_record_sha256	search_scope	limitations
public_tf_evidence_batch_027	10	rai1	Rai1	mouse	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:mouse:001030:40201ca03b04	Rai1	Adam22	4	5075	yes	20B;23B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	40201ca03b0487c1dcef305c8da93b02e359ed8ec98e4c0e46da7b376ba48305	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	11	mettl3	METTL3	human	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:human:001133:79ada3952a08	METTL3	ACVR1	1	2641	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	79ada3952a080724ddf2e4a6b2c458ef1772cccf0b96bf7817bc63fd34bef581	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	11	mettl3	METTL3	human	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:human:001133:79ada3952a08	METTL3	ADA	2	2641	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	79ada3952a080724ddf2e4a6b2c458ef1772cccf0b96bf7817bc63fd34bef581	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	11	mettl3	METTL3	human	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:human:001133:79ada3952a08	METTL3	ADAM10	3	2641	yes	23B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	79ada3952a080724ddf2e4a6b2c458ef1772cccf0b96bf7817bc63fd34bef581	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	11	mettl3	METTL3	human	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:human:001133:79ada3952a08	METTL3	ADGRL1	4	2641	yes	20B;23B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	79ada3952a080724ddf2e4a6b2c458ef1772cccf0b96bf7817bc63fd34bef581	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	12	htatsf1	Htatsf1	mouse	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000904:446dd114bfb9	Htatsf1	Actr2	1	3342	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	446dd114bfb90eb9853f94786493bdd8567971f49b857e7ffba8fda6a445631f	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	12	htatsf1	Htatsf1	mouse	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000904:446dd114bfb9	Htatsf1	Ada	2	3342	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	446dd114bfb90eb9853f94786493bdd8567971f49b857e7ffba8fda6a445631f	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	12	htatsf1	Htatsf1	mouse	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000904:446dd114bfb9	Htatsf1	Adam10	3	3342	yes	23B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	446dd114bfb90eb9853f94786493bdd8567971f49b857e7ffba8fda6a445631f	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	12	htatsf1	Htatsf1	mouse	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000904:446dd114bfb9	Htatsf1	Adgrb1	4	3342	yes	23B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	446dd114bfb90eb9853f94786493bdd8567971f49b857e7ffba8fda6a445631f	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	13	dux	Dux	mouse	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:mouse:001015:89e7abd24563	Dux	Acvr1	1	2530	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	89e7abd2456366ac2865cc784a9486330b2577759502b0f89751cb691c68d6ae	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	13	dux	Dux	mouse	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:mouse:001015:89e7abd24563	Dux	Adam22	2	2530	yes	20B;23B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	89e7abd2456366ac2865cc784a9486330b2577759502b0f89751cb691c68d6ae	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	13	dux	Dux	mouse	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:mouse:001015:89e7abd24563	Dux	Adgrl1	3	2530	yes	20B;23B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	89e7abd2456366ac2865cc784a9486330b2577759502b0f89751cb691c68d6ae	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	13	dux	Dux	mouse	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:mouse:001015:89e7abd24563	Dux	Adgrl2	4	2530	yes	20B;23B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	89e7abd2456366ac2865cc784a9486330b2577759502b0f89751cb691c68d6ae	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	14	tbxt	TBXT;Tbxt	mouse	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:mouse:001028:696a09b71ea6	Tbxt	Adam17	1	2521	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	696a09b71ea68ce9ad6fd2cfd25a12808eb8bd5949d89eb3a3d5201ac263f538	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	14	tbxt	TBXT;Tbxt	mouse	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:mouse:001028:696a09b71ea6	Tbxt	Adgrb3	2	2521	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	696a09b71ea68ce9ad6fd2cfd25a12808eb8bd5949d89eb3a3d5201ac263f538	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	14	tbxt	TBXT;Tbxt	mouse	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:mouse:001028:696a09b71ea6	Tbxt	Adgre5	3	2521	yes	23B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	696a09b71ea68ce9ad6fd2cfd25a12808eb8bd5949d89eb3a3d5201ac263f538	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	14	tbxt	TBXT;Tbxt	mouse	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:mouse:001028:696a09b71ea6	Tbxt	Adgrl2	4	2521	yes	20B;23B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	696a09b71ea68ce9ad6fd2cfd25a12808eb8bd5949d89eb3a3d5201ac263f538	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	15	insr	INSR	human	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:human:001240:2f8bca44dcf4	INSR	ACKR2	1	4057	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	2f8bca44dcf43ab5305ed50b8dbd293e305d8b2a7b7e1e7459cb2dd464941e0c	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	15	insr	INSR	human	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:human:001240:2f8bca44dcf4	INSR	ADAM17	2	4057	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	2f8bca44dcf43ab5305ed50b8dbd293e305d8b2a7b7e1e7459cb2dd464941e0c	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	15	insr	INSR	human	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:human:001240:2f8bca44dcf4	INSR	ADGRB3	3	4057	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	2f8bca44dcf43ab5305ed50b8dbd293e305d8b2a7b7e1e7459cb2dd464941e0c	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	15	insr	INSR	human	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:human:001240:2f8bca44dcf4	INSR	ADIPOR1	4	4057	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	2f8bca44dcf43ab5305ed50b8dbd293e305d8b2a7b7e1e7459cb2dd464941e0c	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	16	tox	TOX;Tox	mouse	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:mouse:001027:07ba6692dde9	Tox	Actr2	1	5009	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	07ba6692dde94d9753fcf6df065bc3eace2ff0285bb840a7e9f81354bdbcfa7f	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	16	tox	TOX;Tox	mouse	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:mouse:001027:07ba6692dde9	Tox	Acvr1c	2	5009	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	07ba6692dde94d9753fcf6df065bc3eace2ff0285bb840a7e9f81354bdbcfa7f	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	16	tox	TOX;Tox	mouse	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:mouse:001027:07ba6692dde9	Tox	Adam10	3	5009	yes	23B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	07ba6692dde94d9753fcf6df065bc3eace2ff0285bb840a7e9f81354bdbcfa7f	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	16	tox	TOX;Tox	mouse	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:mouse:001027:07ba6692dde9	Tox	Adam17	4	5009	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	07ba6692dde94d9753fcf6df065bc3eace2ff0285bb840a7e9f81354bdbcfa7f	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	17	capg	Capg	mouse	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000968:77f9f0203eb8	Capg	Adam17	1	3863	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	77f9f0203eb8b4dc899bb03e5b2c60cddeae8c8e404915898846b8dc631e56e2	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	17	capg	Capg	mouse	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000968:77f9f0203eb8	Capg	Adam22	2	3863	yes	20B;23B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	77f9f0203eb8b4dc899bb03e5b2c60cddeae8c8e404915898846b8dc631e56e2	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	17	capg	Capg	mouse	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000968:77f9f0203eb8	Capg	Adipor2	3	3863	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	77f9f0203eb8b4dc899bb03e5b2c60cddeae8c8e404915898846b8dc631e56e2	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	17	capg	Capg	mouse	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000968:77f9f0203eb8	Capg	Adm2	4	3863	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	77f9f0203eb8b4dc899bb03e5b2c60cddeae8c8e404915898846b8dc631e56e2	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	18	phrf1	Phrf1	mouse	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:mouse:001017:9a6d2b7e8263	Phrf1	Actr2	1	2364	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	9a6d2b7e82639a1580ca334fc6132d30b2af99b9a1d404d0a876e9afd35fb8fe	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	18	phrf1	Phrf1	mouse	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:mouse:001017:9a6d2b7e8263	Phrf1	Acvr1	2	2364	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	9a6d2b7e82639a1580ca334fc6132d30b2af99b9a1d404d0a876e9afd35fb8fe	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	18	phrf1	Phrf1	mouse	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:mouse:001017:9a6d2b7e8263	Phrf1	Adam23	3	2364	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	9a6d2b7e82639a1580ca334fc6132d30b2af99b9a1d404d0a876e9afd35fb8fe	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	18	phrf1	Phrf1	mouse	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:mouse:001017:9a6d2b7e8263	Phrf1	Adm	4	2364	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	9a6d2b7e82639a1580ca334fc6132d30b2af99b9a1d404d0a876e9afd35fb8fe	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	19	asf1a	ASF1A	human	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:human:001112:57bf41a345d1	ASF1A	ACKR2	1	3684	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	57bf41a345d1eee4a78b9f94a8bda7d0b100ade503a863a2af210ef91e0e2c6a	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	19	asf1a	ASF1A	human	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:human:001112:57bf41a345d1	ASF1A	ADAM10	2	3684	yes	23B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	57bf41a345d1eee4a78b9f94a8bda7d0b100ade503a863a2af210ef91e0e2c6a	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	19	asf1a	ASF1A	human	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:human:001112:57bf41a345d1	ASF1A	ADM	3	3684	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	57bf41a345d1eee4a78b9f94a8bda7d0b100ade503a863a2af210ef91e0e2c6a	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	19	asf1a	ASF1A	human	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:human:001112:57bf41a345d1	ASF1A	ADO	4	3684	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	57bf41a345d1eee4a78b9f94a8bda7d0b100ade503a863a2af210ef91e0e2c6a	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	20	mier1	MIER1;Mier1	human	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:human:001180:f809872982fc	MIER1	ACKR2	1	3033	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	f809872982fc89e7ed2d15b70dfc3977e4d4934bfa18a2a175b5cbe953bde561	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
public_tf_evidence_batch_027	20	mier1	MIER1;Mier1	human	regulon_lead_unclassified	aggregated_tf_link_target_lead	TFLink	TFLink_v1.0_snapshot	tflink:human:001180:f809872982fc	MIER1	ACVRL1	2	3033	yes	20B	database_attributed_candidate_not_verified	not_assessed	not_assessed	not_assessed	queued_exact_pair_literature_review	https://tflink.net/download/#interaction-gmt	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	f809872982fc89e7ed2d15b70dfc3977e4d4934bfa18a2a175b5cbe953bde561	exact regulator-target pair; species-specific; primary literature first; target-cell context separate	TFLink GMT membership is a search lead without target-level assay, effect direction, or PMID; no activation or signaling relay is inferred.
