edge_source_id	edge_id	paper_id	observation_id	claim_id	support_kind	species_support	source_scope	confidence_tier	citation_note	notes
REGSRC02274	EDGE03639		REGISTER:M22B-EVID-000733		review_statement	mixed	contextual_support	uncertain	M22A-HANDOFF-000531	register_edge_id=M22B-E000051; register_evidence_id=M22B-EVID-000733; source_kind=reviewed_program_association; source_locator=PMID:21474450; PMCID:PMC3122223; DOI:10.1074/jbc.M110.201582; PMID:24965890; DOI:10.1111/jnc.12801; source_locator_status=stable; register_evidence_id=M22B-EVID-000733; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable; 
REGSRC02275	EDGE03640		REGISTER:M22B-EVID-000216		review_statement	both	contextual_support	uncertain	M22A-HANDOFF-003608	register_edge_id=M22B-E000052; register_evidence_id=M22B-EVID-000216; source_kind=reviewed_phenotype_only; source_locator=PMID:20693566; PMCID:PMC2952555; PMID:35192688; PMCID:PMC7612781; source_locator_status=stable; register_evidence_id=M22B-EVID-000216; original_source_kind=reviewed_phenotype_only; original_support_kind=review_statement; source_locator_status=stable; 
REGSRC02276	EDGE03641		REGISTER:M22B-EVID-000213		review_statement	human	contextual_support	uncertain	M22A-HANDOFF-003527	register_edge_id=M22B-E000053; register_evidence_id=M22B-EVID-000213; source_kind=reviewed_regulatory_support; source_locator=PMID:17889508; DOI:10.1016/j.cellsig.2007.08.016; PMID:30115027; PMCID:PMC6097285; source_locator_status=stable; register_evidence_id=M22B-EVID-000213; original_source_kind=reviewed_regulatory_support; original_support_kind=review_statement; source_locator_status=stable; 
REGSRC02277	EDGE03642		REGISTER:M22B-EVID-000214		review_statement	both	contextual_support	uncertain	M22A-HANDOFF-003527	register_edge_id=M22B-E000054; register_evidence_id=M22B-EVID-000214; source_kind=reviewed_phenotype_only; source_locator=PMID:17889508; PMID:30115027; PMCID:PMC6097285; source_locator_status=stable; register_evidence_id=M22B-EVID-000214; original_source_kind=reviewed_phenotype_only; original_support_kind=review_statement; source_locator_status=stable; 
REGSRC02278	EDGE03643		REGISTER:M22B-EVID-001068		review_statement	mouse	contextual_support	uncertain	M22A-HANDOFF-000845	register_edge_id=M22B-E000055; register_evidence_id=M22B-EVID-001068; source_kind=reviewed_program_association; source_locator=PMID:17234586; PMCID:PMC6672795; DOI:10.1523/JNEUROSCI.3607-06.2007; PMID:9581763; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001068; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02279	EDGE03644		REGISTER:M22B-EVID-001072		review_statement	mixed	contextual_support	uncertain	M22A-HANDOFF-000849	register_edge_id=M22B-E000056; register_evidence_id=M22B-EVID-001072; source_kind=reviewed_program_association; source_locator=PMID:22553039; PMID:18351459; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001072; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02280	EDGE03645		REGISTER:M22B-EVID-001073		review_statement	both	contextual_support	uncertain	M22A-HANDOFF-000850	register_edge_id=M22B-E000057; register_evidence_id=M22B-EVID-001073; source_kind=reviewed_program_association; source_locator=PMID:29946167; PMCID:PMC6461959; DOI:10.1038/s41401-018-0033-7; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001073; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02281	EDGE03646		REGISTER:M22B-EVID-001094		review_statement	mouse	contextual_support	uncertain	M22A-HANDOFF-000870	register_edge_id=M22B-E000058; register_evidence_id=M22B-EVID-001094; source_kind=reviewed_program_association; source_locator=PMID:7476914; PMID:9463421; PMID:9625862; PMID:17234586; PMCID:PMC6672795; PMID:3745357; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001094; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02282	EDGE03647		REGISTER:M22B-EVID-001098		review_statement	mixed	contextual_support	uncertain	M22A-HANDOFF-000874	register_edge_id=M22B-E000059; register_evidence_id=M22B-EVID-001098; source_kind=reviewed_program_association; source_locator=PMID:37546908; PMID:25193666; PMID:22553039; PMID:18351459; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001098; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02283	EDGE03648		REGISTER:M22B-EVID-001099		review_statement	both	contextual_support	uncertain	M22A-HANDOFF-000875	register_edge_id=M22B-E000060; register_evidence_id=M22B-EVID-001099; source_kind=reviewed_program_association; source_locator=PMID:37546908; PMID:25193666; PMID:29946167; PMCID:PMC6461959; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001099; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02284	EDGE03649		REGISTER:M22B-EVID-001119		review_statement	mouse	contextual_support	uncertain	M22A-HANDOFF-000895	register_edge_id=M22B-E000061; register_evidence_id=M22B-EVID-001119; source_kind=reviewed_program_association; source_locator=PMID:17234586; PMCID:PMC6672795; DOI:10.1523/JNEUROSCI.3607-06.2007; PMID:9581763; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001119; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02285	EDGE03650		REGISTER:M22B-EVID-001123		review_statement	mixed	contextual_support	uncertain	M22A-HANDOFF-000899	register_edge_id=M22B-E000062; register_evidence_id=M22B-EVID-001123; source_kind=reviewed_program_association; source_locator=PMID:22553039; PMID:18351459; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001123; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02286	EDGE03651		REGISTER:M22B-EVID-001124		review_statement	both	contextual_support	uncertain	M22A-HANDOFF-000900	register_edge_id=M22B-E000063; register_evidence_id=M22B-EVID-001124; source_kind=reviewed_program_association; source_locator=PMID:29946167; PMCID:PMC6461959; DOI:10.1038/s41401-018-0033-7; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001124; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02287	EDGE03652		REGISTER:M22B-EVID-001145		review_statement	mouse	contextual_support	uncertain	M22A-HANDOFF-000920	register_edge_id=M22B-E000064; register_evidence_id=M22B-EVID-001145; source_kind=reviewed_program_association; source_locator=PMID:17234586; PMCID:PMC6672795; DOI:10.1523/JNEUROSCI.3607-06.2007; PMID:9581763; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001145; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02288	EDGE03653		REGISTER:M22B-EVID-001149		review_statement	mixed	contextual_support	uncertain	M22A-HANDOFF-000924	register_edge_id=M22B-E000065; register_evidence_id=M22B-EVID-001149; source_kind=reviewed_program_association; source_locator=PMID:22553039; PMID:18351459; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001149; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02289	EDGE03654		REGISTER:M22B-EVID-001150		review_statement	both	contextual_support	uncertain	M22A-HANDOFF-000925	register_edge_id=M22B-E000066; register_evidence_id=M22B-EVID-001150; source_kind=reviewed_program_association; source_locator=PMID:29946167; PMCID:PMC6461959; DOI:10.1038/s41401-018-0033-7; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001150; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02290	EDGE03655		REGISTER:M22B-EVID-001171		review_statement	mouse	contextual_support	uncertain	M22A-HANDOFF-000945	register_edge_id=M22B-E000067; register_evidence_id=M22B-EVID-001171; source_kind=reviewed_program_association; source_locator=PMID:17234586; PMCID:PMC6672795; DOI:10.1523/JNEUROSCI.3607-06.2007; PMID:9581763; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001171; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02291	EDGE03656		REGISTER:M22B-EVID-001175		review_statement	mixed	contextual_support	uncertain	M22A-HANDOFF-000949	register_edge_id=M22B-E000068; register_evidence_id=M22B-EVID-001175; source_kind=reviewed_program_association; source_locator=PMID:22553039; PMID:19446601; PMID:18351459; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001175; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02292	EDGE03657		REGISTER:M22B-EVID-001176		review_statement	mouse	contextual_support	uncertain	M22A-HANDOFF-000950	register_edge_id=M22B-E000069; register_evidence_id=M22B-EVID-001176; source_kind=reviewed_program_association; source_locator=PMID:29946167; PMCID:PMC6461959; DOI:10.1038/s41401-018-0033-7; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001176; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02293	EDGE03658		REGISTER:M22B-EVID-001197		review_statement	mouse	contextual_support	uncertain	M22A-HANDOFF-000970	register_edge_id=M22B-E000070; register_evidence_id=M22B-EVID-001197; source_kind=reviewed_program_association; source_locator=PMID:17234586; PMCID:PMC6672795; DOI:10.1523/JNEUROSCI.3607-06.2007; PMID:20145658; PMCID:PMC2949236; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001197; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02294	EDGE03659		REGISTER:M22B-EVID-001201		review_statement	mixed	contextual_support	uncertain	M22A-HANDOFF-000974	register_edge_id=M22B-E000071; register_evidence_id=M22B-EVID-001201; source_kind=reviewed_program_association; source_locator=PMID:22553039; PMID:18351459; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001201; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02295	EDGE03660		REGISTER:M22B-EVID-001202		review_statement	both	contextual_support	uncertain	M22A-HANDOFF-000975	register_edge_id=M22B-E000072; register_evidence_id=M22B-EVID-001202; source_kind=reviewed_program_association; source_locator=PMID:29946167; PMCID:PMC6461959; DOI:10.1038/s41401-018-0033-7; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001202; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02296	EDGE03661		REGISTER:M22B-EVID-001222		review_statement	mouse	contextual_support	uncertain	M22A-HANDOFF-000995	register_edge_id=M22B-E000073; register_evidence_id=M22B-EVID-001222; source_kind=reviewed_program_association; source_locator=PMID:17234586; PMCID:PMC6672795; DOI:10.1523/JNEUROSCI.3607-06.2007; PMID:9581763; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001222; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02297	EDGE03662		REGISTER:M22B-EVID-001226		review_statement	mixed	contextual_support	uncertain	M22A-HANDOFF-000999	register_edge_id=M22B-E000074; register_evidence_id=M22B-EVID-001226; source_kind=reviewed_program_association; source_locator=PMID:22553039; PMID:18351459; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001226; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02298	EDGE03663		REGISTER:M22B-EVID-001227		review_statement	both	contextual_support	uncertain	M22A-HANDOFF-001000	register_edge_id=M22B-E000075; register_evidence_id=M22B-EVID-001227; source_kind=reviewed_program_association; source_locator=PMID:29946167; PMCID:PMC6461959; DOI:10.1038/s41401-018-0033-7; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001227; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02299	EDGE03664		REGISTER:M22B-EVID-001248		review_statement	mouse	contextual_support	uncertain	M22A-HANDOFF-001020	register_edge_id=M22B-E000076; register_evidence_id=M22B-EVID-001248; source_kind=reviewed_program_association; source_locator=PMID:17234586; PMCID:PMC6672795; DOI:10.1523/JNEUROSCI.3607-06.2007; PMID:9581763; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001248; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02300	EDGE03665		REGISTER:M22B-EVID-001252		review_statement	mixed	contextual_support	uncertain	M22A-HANDOFF-001024	register_edge_id=M22B-E000077; register_evidence_id=M22B-EVID-001252; source_kind=reviewed_program_association; source_locator=PMID:22553039; PMID:18351459; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001252; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02301	EDGE03666		REGISTER:M22B-EVID-001253		review_statement	both	contextual_support	uncertain	M22A-HANDOFF-001025	register_edge_id=M22B-E000078; register_evidence_id=M22B-EVID-001253; source_kind=reviewed_program_association; source_locator=PMID:29946167; PMCID:PMC6461959; DOI:10.1038/s41401-018-0033-7; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001253; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02302	EDGE03667		REGISTER:M22B-EVID-001274		review_statement	mouse	contextual_support	uncertain	M22A-HANDOFF-001045	register_edge_id=M22B-E000079; register_evidence_id=M22B-EVID-001274; source_kind=reviewed_program_association; source_locator=PMID:17234586; PMCID:PMC6672795; DOI:10.1523/JNEUROSCI.3607-06.2007; PMID:9581763; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001274; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02303	EDGE03668		REGISTER:M22B-EVID-001278		review_statement	mixed	contextual_support	uncertain	M22A-HANDOFF-001049	register_edge_id=M22B-E000080; register_evidence_id=M22B-EVID-001278; source_kind=reviewed_program_association; source_locator=PMID:22553039; PMID:18351459; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001278; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02304	EDGE03669		REGISTER:M22B-EVID-001279		review_statement	both	contextual_support	uncertain	M22A-HANDOFF-001050	register_edge_id=M22B-E000081; register_evidence_id=M22B-EVID-001279; source_kind=reviewed_program_association; source_locator=PMID:29946167; PMCID:PMC6461959; DOI:10.1038/s41401-018-0033-7; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001279; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02305	EDGE03670		REGISTER:M22B-EVID-001300		review_statement	mouse	contextual_support	uncertain	M22A-HANDOFF-001070	register_edge_id=M22B-E000082; register_evidence_id=M22B-EVID-001300; source_kind=reviewed_program_association; source_locator=PMID:17234586; PMCID:PMC6672795; DOI:10.1523/JNEUROSCI.3607-06.2007; PMID:9581763; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001300; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02306	EDGE03671		REGISTER:M22B-EVID-001304		review_statement	mixed	contextual_support	uncertain	M22A-HANDOFF-001074	register_edge_id=M22B-E000083; register_evidence_id=M22B-EVID-001304; source_kind=reviewed_program_association; source_locator=PMID:22553039; PMID:18351459; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001304; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02307	EDGE03672		REGISTER:M22B-EVID-001305		review_statement	both	contextual_support	uncertain	M22A-HANDOFF-001075	register_edge_id=M22B-E000084; register_evidence_id=M22B-EVID-001305; source_kind=reviewed_program_association; source_locator=PMID:29946167; PMCID:PMC6461959; DOI:10.1038/s41401-018-0033-7; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001305; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02308	EDGE03673		REGISTER:M22B-EVID-001325		review_statement	mouse	contextual_support	uncertain	M22A-HANDOFF-001095	register_edge_id=M22B-E000085; register_evidence_id=M22B-EVID-001325; source_kind=reviewed_program_association; source_locator=PMID:17234586; PMCID:PMC6672795; DOI:10.1523/JNEUROSCI.3607-06.2007; PMID:9581763; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001325; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02309	EDGE03674		REGISTER:M22B-EVID-001329		review_statement	mixed	contextual_support	uncertain	M22A-HANDOFF-001099	register_edge_id=M22B-E000086; register_evidence_id=M22B-EVID-001329; source_kind=reviewed_program_association; source_locator=PMID:22553039; PMCID:PMC6622143; PMID:18351459; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001329; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02310	EDGE03675		REGISTER:M22B-EVID-001330		review_statement	both	contextual_support	uncertain	M22A-HANDOFF-001100	register_edge_id=M22B-E000087; register_evidence_id=M22B-EVID-001330; source_kind=reviewed_program_association; source_locator=PMID:29946167; PMCID:PMC6461959; DOI:10.1038/s41401-018-0033-7; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001330; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02311	EDGE03676		REGISTER:M22B-EVID-001350		review_statement	mouse	contextual_support	uncertain	M22A-HANDOFF-001120	register_edge_id=M22B-E000088; register_evidence_id=M22B-EVID-001350; source_kind=reviewed_program_association; source_locator=PMID:17234586; PMCID:PMC6672795; DOI:10.1523/JNEUROSCI.3607-06.2007; PMID:9581763; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001350; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02312	EDGE03677		REGISTER:M22B-EVID-001354		review_statement	mixed	contextual_support	uncertain	M22A-HANDOFF-001124	register_edge_id=M22B-E000089; register_evidence_id=M22B-EVID-001354; source_kind=reviewed_program_association; source_locator=PMID:22553039; PMID:18351459; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001354; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02313	EDGE03678		REGISTER:M22B-EVID-001355		review_statement	both	contextual_support	uncertain	M22A-HANDOFF-001125	register_edge_id=M22B-E000090; register_evidence_id=M22B-EVID-001355; source_kind=reviewed_program_association; source_locator=PMID:29946167; PMCID:PMC6461959; DOI:10.1038/s41401-018-0033-7; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001355; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02314	EDGE03679		REGISTER:M22B-EVID-001375		review_statement	mouse	contextual_support	uncertain	M22A-HANDOFF-001145	register_edge_id=M22B-E000091; register_evidence_id=M22B-EVID-001375; source_kind=reviewed_program_association; source_locator=PMID:17234586; PMCID:PMC6672795; DOI:10.1523/JNEUROSCI.3607-06.2007; PMID:9581763; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001375; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02315	EDGE03680		REGISTER:M22B-EVID-001379		review_statement	mixed	contextual_support	uncertain	M22A-HANDOFF-001149	register_edge_id=M22B-E000092; register_evidence_id=M22B-EVID-001379; source_kind=reviewed_program_association; source_locator=PMID:22553039; PMID:18351459; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001379; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02316	EDGE03681		REGISTER:M22B-EVID-001380		review_statement	mouse	contextual_support	uncertain	M22A-HANDOFF-001150	register_edge_id=M22B-E000093; register_evidence_id=M22B-EVID-001380; source_kind=reviewed_program_association; source_locator=PMID:29946167; PMCID:PMC6461959; DOI:10.1038/s41401-018-0033-7; PMID:19909793; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001380; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02317	EDGE03682		REGISTER:M22B-EVID-000348		review_statement	mouse	contextual_support	uncertain	M22A-HANDOFF-000075	register_edge_id=M22B-E000094; register_evidence_id=M22B-EVID-000348; source_kind=reviewed_program_association; source_locator=PMID:20952540; PMCID:PMC2956211; DOI:10.1101/gad.1977210; source_locator_status=stable; register_evidence_id=M22B-EVID-000348; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable; 
REGSRC02318	EDGE03682		REGISTER:M22B-EVID-000355		review_statement	mouse	contextual_support	uncertain	M22A-HANDOFF-000088;M22A-HANDOFF-000101	register_edge_id=M22B-E000094; register_evidence_id=M22B-EVID-000355; source_kind=reviewed_program_association; source_locator=PMID:20952540; PMCID:PMC2956211; DOI:10.1101/gad.1977210; source_locator_status=stable; register_evidence_id=M22B-EVID-000355; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable; 
REGSRC02319	EDGE03683		REGISTER:M22B-EVID-000215		review_statement	both	direct_edge	uncertain	M22A-HANDOFF-003608	register_edge_id=M22B-E000095; register_evidence_id=M22B-EVID-000215; source_kind=reviewed_direct_target; source_locator=PMID:20693566; PMCID:PMC2952555; PMID:35192688; PMCID:PMC7612781; source_locator_status=stable; register_evidence_id=M22B-EVID-000215; original_source_kind=reviewed_direct_target; original_support_kind=review_statement; source_locator_status=stable; 
REGSRC02320	EDGE03684		REGISTER:M22B-EVID-000942		review_statement	mouse	direct_edge	uncertain	M22A-HANDOFF-000720	register_edge_id=M22B-E000096; register_evidence_id=M22B-EVID-000942; source_kind=reviewed_direct_target; source_locator=PMID:24147136; DOI:10.1002/jcp.24336; PMID:20133702; PMCID:PMC2840317; DOI:10.1073/pnas.0914897107; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-000942; original_source_kind=reviewed_direct_target; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02321	EDGE03685		REGISTER:M22B-EVID-001017		review_statement	mouse	contextual_support	uncertain	M22A-HANDOFF-000795	register_edge_id=M22B-E000097; register_evidence_id=M22B-EVID-001017; source_kind=reviewed_program_association; source_locator=PMID:17234586; PMCID:PMC6672795; PMID:11953750; DOI:10.1038/nn835; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-001017; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02322	EDGE03686		REGISTER:M22B-EVID-000227		review_statement	human	contextual_support	uncertain	M22A-HANDOFF-004584	register_edge_id=M22B-E000098; register_evidence_id=M22B-EVID-000227; source_kind=reviewed_phenotype_only; source_locator=PMID:21185342; PMCID:PMC1572376; PMID:23467899; source_locator_status=stable; register_evidence_id=M22B-EVID-000227; original_source_kind=reviewed_phenotype_only; original_support_kind=review_statement; source_locator_status=stable; 
REGSRC02323	EDGE03687		REGISTER:M22B-EVID-000226		review_statement	human	contextual_support	uncertain	M22A-HANDOFF-004584	register_edge_id=M22B-E000099; register_evidence_id=M22B-EVID-000226; source_kind=reviewed_program_association; source_locator=PMID:21185342; PMCID:PMC1572376; PMID:23467899; source_locator_status=stable; register_evidence_id=M22B-EVID-000226; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable; 
REGSRC02324	EDGE03688		REGISTER:M22B-EVID-000616		review_statement	mixed	direct_edge	uncertain	M22A-HANDOFF-000430	register_edge_id=M22B-E000100; register_evidence_id=M22B-EVID-000616; source_kind=reviewed_direct_target; source_locator=PMID:7718243; PMCID:PMC4207064; source_locator_status=stable; register_evidence_id=M22B-EVID-000616; original_source_kind=reviewed_direct_target; original_support_kind=review_statement; source_locator_status=stable; 
REGSRC02325	EDGE03689		REGISTER:M22B-EVID-000618		review_statement	mouse	contextual_support	uncertain	M22A-HANDOFF-000432	register_edge_id=M22B-E000101; register_evidence_id=M22B-EVID-000618; source_kind=reviewed_regulatory_support; source_locator=DOI:10.1016/j.bbrc.2025.151470; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-000618; original_source_kind=reviewed_regulatory_support; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02326	EDGE03690		REGISTER:M22B-EVID-000235		review_statement	both	contextual_support	uncertain	M22A-HANDOFF-004706	register_edge_id=M22B-E000102; register_evidence_id=M22B-EVID-000235; source_kind=reviewed_program_association; source_locator=PMID:12506116; PMID:25389293; PMID:37081311; PMCID:PMC2814924; DOI:10.1038/s41589-023-01321-6; source_locator_status=stable; register_evidence_id=M22B-EVID-000235; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable; 
REGSRC02327	EDGE03691		REGISTER:M22B-EVID-000236		review_statement	both	contextual_support	uncertain	M22A-HANDOFF-004706	register_edge_id=M22B-E000103; register_evidence_id=M22B-EVID-000236; source_kind=reviewed_phenotype_only; source_locator=PMID:12506116; PMID:25389293; PMID:37081311; PMCID:PMC2814924; source_locator_status=stable; register_evidence_id=M22B-EVID-000236; original_source_kind=reviewed_phenotype_only; original_support_kind=review_statement; source_locator_status=stable; 
REGSRC02328	EDGE03692		REGISTER:M22B-EVID-000281		review_statement	human	contextual_support	uncertain	M22A-HANDOFF-005277	register_edge_id=M22B-E000104; register_evidence_id=M22B-EVID-000281; source_kind=reviewed_program_association; source_locator=PMID:22403610; PMCID:PMC3293865; DOI:10.1371/journal.pone.0031127; source_locator_status=stable; register_evidence_id=M22B-EVID-000281; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable; 
REGSRC02329	EDGE03693		REGISTER:M22B-EVID-000282		review_statement	both	contextual_support	uncertain	M22A-HANDOFF-005277	register_edge_id=M22B-E000105; register_evidence_id=M22B-EVID-000282; source_kind=reviewed_phenotype_only; source_locator=PMID:22403610; PMCID:PMC3293865; DOI:10.1371/journal.pone.0031127; source_locator_status=stable; register_evidence_id=M22B-EVID-000282; original_source_kind=reviewed_phenotype_only; original_support_kind=review_statement; source_locator_status=stable; 
REGSRC02330	EDGE03694		REGISTER:M22B-EVID-000396		review_statement	mixed	contextual_support	uncertain	M22A-HANDOFF-000178	register_edge_id=M22B-E000106; register_evidence_id=M22B-EVID-000396; source_kind=reviewed_program_association; source_locator=PMID:17680988; DOI:10.1111/j.1471-4159.2007.04852.x; source_locator_status=stable; register_evidence_id=M22B-EVID-000396; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable; 
REGSRC02331	EDGE03695		REGISTER:M22B-EVID-000962		review_statement	mouse	contextual_support	uncertain	M22A-HANDOFF-000741	register_edge_id=M22B-E000107; register_evidence_id=M22B-EVID-000962; source_kind=reviewed_program_association; source_locator=PMID:27156839; PMCID:PMC4899183; DOI:10.1016/j.cellsig.2016.04.014; source_locator_status=stable_plus_local; register_evidence_id=M22B-EVID-000962; original_source_kind=reviewed_program_association; original_support_kind=review_statement; source_locator_status=stable_plus_local; 
REGSRC02332	EDGE03696		REGISTER:M22B-EVID-000332		review_statement	mouse	direct_edge	uncertain	M22A-HANDOFF-000034;M22A-HANDOFF-000047	register_edge_id=M22B-E000108; register_evidence_id=M22B-EVID-000332; source_kind=reviewed_direct_target; source_locator=PMCID:PMC8739224; DOI:10.3389/fnmol.2021.790213; source_locator_status=stable; register_evidence_id=M22B-EVID-000332; original_source_kind=reviewed_direct_target; original_support_kind=review_statement; source_locator_status=stable; 
