layer_record_id	layer_membership	traversal_status	decision_id	integration_id	promotion_id	module	module_route	queue_key	regulator_symbol	raw_tf_symbol	target_symbol	species_scope	target_graph_modules	promotion_class	promotion_confidence	evidence_confidence_tier	evidence_weight_tier	evidence_weight_rank	evidence_tier_basis	independent_literature_support_status	independent_literature_source_count	exact_pair_status	effect_polarity	binding_or_association_status	downstream_expression_or_perturbation_status	downstream_activation_status	upstream_relay_status	primary_citation	corroborating_citation	additional_corroborating_citation	primary_and_corroborating_citations	source_registry	source_record_id	source_registries	source_record_ids	tflink_source_database	tflink_detection_method	tflink_pubmed_id	tflink_source_url	tflink_raw_snapshot_path	tflink_raw_snapshot_sha256	source_review_file	review_notes	near_match_exclusions	source_exportable	module_stage_status	module_materialization_allowed	screening_decision	module_owner_review_status	materialization_status	regulator_role_class	canonical_role_status	sci_context_status	materialization_lane	mechanism_evidence_type	mechanism_evidence_definition	context_level_regulator	context_level_target	context_level_exact_pair	context_evidence_scope	context_evidence_basis	context_promotion_lane	candidate_for_later_materialization	canonical_materialization_allowed	decision_basis
PTF-SCREEN-PTF-MODULE-20B-001671	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-20B-001671	PTF-MODULE-20B-001671	public_tf_comprehensive_1924	20B	20B_target_interaction	smc1a/smc1a|ackr3|mouse	SMC1A/Smc1a	Smc1a	Ackr3	mouse	20B	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:mouse:000900:f5e194fd1ad0	TFLink	tflink:mouse:000900:f5e194fd1ad0	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9CU62.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9CU62_targets.tsv	051505950695869a3b5ad9af73bdacf08b283db6d3184d3d4f5a6839e5786b46	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	staged_review_only	false	module_fit_candidate	pending_module_owner_approval	pending_module_owner_approval	unresolved_regulator_role	unresolved	unresolved_sci_context	external_regulatory_evidence_candidate	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	no_qualifying_context_found	The C-tier record is source-table-only and the current record is (not_assessed_in_tflink_source_table); no authoritative CNS, spinal-cord-tissue, or SCI context can be verified from this evidence packet. The relationship is therefore resolved as context-unverifiable at L0 for this pass. This does not claim exhaustive literature absence and does not change the original C evidence tier.	context_reviewed_no_qualifying_context	true	false	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.
PTF-SCREEN-PTF-MODULE-20B-001672	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-20B-001672	PTF-MODULE-20B-001672	public_tf_comprehensive_1925	20B	20B_target_interaction	smc1a|abca1|human	SMC1A	SMC1A	ABCA1	human	20B	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=ReMap; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/29126285/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:human:000841:15e846006c3d	TFLink	tflink:human:000841:15e846006c3d	ReMap	chromatin immunoprecipitation assay	29126285	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q14683.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q14683_targets.tsv	50b9017d0f478a008f2010ef7e8a4d686b8d3010d3a926d5cb81b89f726b18a5	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	staged_review_only	false	module_fit_candidate	pending_module_owner_approval	pending_module_owner_approval	unresolved_regulator_role	unresolved	unresolved_sci_context	external_regulatory_evidence_candidate	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	no_qualifying_context_found	The C-tier record is source-table-only and the current record is (not_assessed_in_tflink_source_table); no authoritative CNS, spinal-cord-tissue, or SCI context can be verified from this evidence packet. The relationship is therefore resolved as context-unverifiable at L0 for this pass. This does not claim exhaustive literature absence and does not change the original C evidence tier.	context_reviewed_no_qualifying_context	true	false	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.
PTF-SCREEN-PTF-MODULE-20B-001673	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-20B-001673	PTF-MODULE-20B-001673	public_tf_comprehensive_1926	20B	20B_target_interaction	smc1a|ackr2|human	SMC1A	SMC1A	ACKR2	human	20B	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=ReMap; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/29126285/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:human:000841:15e846006c3d	TFLink	tflink:human:000841:15e846006c3d	ReMap	chromatin immunoprecipitation assay	29126285	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q14683.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q14683_targets.tsv	50b9017d0f478a008f2010ef7e8a4d686b8d3010d3a926d5cb81b89f726b18a5	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	staged_review_only	false	module_fit_candidate	pending_module_owner_approval	pending_module_owner_approval	unresolved_regulator_role	unresolved	unresolved_sci_context	external_regulatory_evidence_candidate	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	no_qualifying_context_found	The C-tier record is source-table-only and the current record is (not_assessed_in_tflink_source_table); no authoritative CNS, spinal-cord-tissue, or SCI context can be verified from this evidence packet. The relationship is therefore resolved as context-unverifiable at L0 for this pass. This does not claim exhaustive literature absence and does not change the original C evidence tier.	context_reviewed_no_qualifying_context	true	false	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.
PTF-SCREEN-PTF-MODULE-20B-001674	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-20B-001674	PTF-MODULE-20B-001674	public_tf_comprehensive_1927	20B	20B_target_interaction	smc1a|ackr3|human	SMC1A	SMC1A	ACKR3	human	20B	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:human:000841:15e846006c3d	TFLink	tflink:human:000841:15e846006c3d	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q14683.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q14683_targets.tsv	50b9017d0f478a008f2010ef7e8a4d686b8d3010d3a926d5cb81b89f726b18a5	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	staged_review_only	false	module_fit_candidate	pending_module_owner_approval	pending_module_owner_approval	unresolved_regulator_role	unresolved	unresolved_sci_context	external_regulatory_evidence_candidate	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	no_qualifying_context_found	The C-tier record is source-table-only and the current record is (not_assessed_in_tflink_source_table); no authoritative CNS, spinal-cord-tissue, or SCI context can be verified from this evidence packet. The relationship is therefore resolved as context-unverifiable at L0 for this pass. This does not claim exhaustive literature absence and does not change the original C evidence tier.	context_reviewed_no_qualifying_context	true	false	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.
PTF-SCREEN-PTF-MODULE-20B-001675	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-20B-001675	PTF-MODULE-20B-001675	public_tf_comprehensive_1928	20B	20B_target_interaction	smc1a|actr2|human	SMC1A	SMC1A	ACTR2	human	20B	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD;ReMap; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/29126285/;https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:human:000841:15e846006c3d	TFLink	tflink:human:000841:15e846006c3d	GTRD;ReMap	chromatin immunoprecipitation assay	29126285;27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q14683.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q14683_targets.tsv	50b9017d0f478a008f2010ef7e8a4d686b8d3010d3a926d5cb81b89f726b18a5	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	staged_review_only	false	module_fit_candidate	pending_module_owner_approval	pending_module_owner_approval	unresolved_regulator_role	unresolved	unresolved_sci_context	external_regulatory_evidence_candidate	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	no_qualifying_context_found	The C-tier record is source-table-only and the current record is (not_assessed_in_tflink_source_table); no authoritative CNS, spinal-cord-tissue, or SCI context can be verified from this evidence packet. The relationship is therefore resolved as context-unverifiable at L0 for this pass. This does not claim exhaustive literature absence and does not change the original C evidence tier.	context_reviewed_no_qualifying_context	true	false	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.
PTF-SCREEN-PTF-MODULE-20B-001676	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-20B-001676	PTF-MODULE-20B-001676	public_tf_comprehensive_1929	20B	20B_target_interaction	smc3|a2m|human	SMC3	SMC3	A2M	human	20B	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=ReMap; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/29126285/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:human:000869:8700cd96f6d7	TFLink	tflink:human:000869:8700cd96f6d7	ReMap	chromatin immunoprecipitation assay	29126285	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9UQE7.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9UQE7_targets.tsv	9c881ba2766c51265ebfc4c537efb9d3377694ddd098ecbef281c26bafcd3263	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	staged_review_only	false	module_fit_candidate	pending_module_owner_approval	pending_module_owner_approval	unresolved_regulator_role	unresolved	unresolved_sci_context	external_regulatory_evidence_candidate	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	no_qualifying_context_found	The C-tier record is source-table-only and the current record is (not_assessed_in_tflink_source_table); no authoritative CNS, spinal-cord-tissue, or SCI context can be verified from this evidence packet. The relationship is therefore resolved as context-unverifiable at L0 for this pass. This does not claim exhaustive literature absence and does not change the original C evidence tier.	context_reviewed_no_qualifying_context	true	false	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.
PTF-SCREEN-PTF-MODULE-20B-001677	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-20B-001677	PTF-MODULE-20B-001677	public_tf_comprehensive_1930	20B	20B_target_interaction	smc3|abca1|human	SMC3	SMC3	ABCA1	human	20B	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD;ReMap; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/29126285/;https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:human:000869:8700cd96f6d7	TFLink	tflink:human:000869:8700cd96f6d7	GTRD;ReMap	chromatin immunoprecipitation assay	29126285;27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9UQE7.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9UQE7_targets.tsv	9c881ba2766c51265ebfc4c537efb9d3377694ddd098ecbef281c26bafcd3263	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	staged_review_only	false	module_fit_candidate	pending_module_owner_approval	pending_module_owner_approval	unresolved_regulator_role	unresolved	unresolved_sci_context	external_regulatory_evidence_candidate	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	no_qualifying_context_found	The C-tier record is source-table-only and the current record is (not_assessed_in_tflink_source_table); no authoritative CNS, spinal-cord-tissue, or SCI context can be verified from this evidence packet. The relationship is therefore resolved as context-unverifiable at L0 for this pass. This does not claim exhaustive literature absence and does not change the original C evidence tier.	context_reviewed_no_qualifying_context	true	false	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.
PTF-SCREEN-PTF-MODULE-20B-001678	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-20B-001678	PTF-MODULE-20B-001678	public_tf_comprehensive_1931	20B	20B_target_interaction	smc3|abca1|mouse	SMC3	Smc3	Abca1	mouse	20B	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:mouse:000989:62d556d20652	TFLink	tflink:mouse:000989:62d556d20652	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9CW03.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9CW03_targets.tsv	5417d974576bba6dc30be722db16161ea7af9beb07d2225b4822ff25b6453907	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	staged_review_only	false	module_fit_candidate	pending_module_owner_approval	pending_module_owner_approval	unresolved_regulator_role	unresolved	unresolved_sci_context	external_regulatory_evidence_candidate	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	no_qualifying_context_found	The C-tier record is source-table-only and the current record is (not_assessed_in_tflink_source_table); no authoritative CNS, spinal-cord-tissue, or SCI context can be verified from this evidence packet. The relationship is therefore resolved as context-unverifiable at L0 for this pass. This does not claim exhaustive literature absence and does not change the original C evidence tier.	context_reviewed_no_qualifying_context	true	false	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.
PTF-SCREEN-PTF-MODULE-20B-001679	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-20B-001679	PTF-MODULE-20B-001679	public_tf_comprehensive_1932	20B	20B_target_interaction	smc3|ackr1|human	SMC3	SMC3	ACKR1	human	20B	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:human:000869:8700cd96f6d7	TFLink	tflink:human:000869:8700cd96f6d7	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9UQE7.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9UQE7_targets.tsv	9c881ba2766c51265ebfc4c537efb9d3377694ddd098ecbef281c26bafcd3263	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	staged_review_only	false	module_fit_candidate	pending_module_owner_approval	pending_module_owner_approval	unresolved_regulator_role	unresolved	unresolved_sci_context	external_regulatory_evidence_candidate	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	no_qualifying_context_found	The C-tier record is source-table-only and the current record is (not_assessed_in_tflink_source_table); no authoritative CNS, spinal-cord-tissue, or SCI context can be verified from this evidence packet. The relationship is therefore resolved as context-unverifiable at L0 for this pass. This does not claim exhaustive literature absence and does not change the original C evidence tier.	context_reviewed_no_qualifying_context	true	false	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.
PTF-SCREEN-PTF-MODULE-20B-001680	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-20B-001680	PTF-MODULE-20B-001680	public_tf_comprehensive_1933	20B	20B_target_interaction	smc3|ackr2|human	SMC3	SMC3	ACKR2	human	20B	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD;ReMap; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/29126285/;https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:human:000869:8700cd96f6d7	TFLink	tflink:human:000869:8700cd96f6d7	GTRD;ReMap	chromatin immunoprecipitation assay	29126285;27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9UQE7.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9UQE7_targets.tsv	9c881ba2766c51265ebfc4c537efb9d3377694ddd098ecbef281c26bafcd3263	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	staged_review_only	false	module_fit_candidate	pending_module_owner_approval	pending_module_owner_approval	unresolved_regulator_role	unresolved	unresolved_sci_context	external_regulatory_evidence_candidate	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	no_qualifying_context_found	The C-tier record is source-table-only and the current record is (not_assessed_in_tflink_source_table); no authoritative CNS, spinal-cord-tissue, or SCI context can be verified from this evidence packet. The relationship is therefore resolved as context-unverifiable at L0 for this pass. This does not claim exhaustive literature absence and does not change the original C evidence tier.	context_reviewed_no_qualifying_context	true	false	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.
PTF-SCREEN-PTF-MODULE-20B-001681	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-20B-001681	PTF-MODULE-20B-001681	public_tf_comprehensive_1934	20B	20B_target_interaction	smc3|ackr3|mouse	SMC3	Smc3	Ackr3	mouse	20B	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:mouse:000989:62d556d20652	TFLink	tflink:mouse:000989:62d556d20652	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9CW03.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q9CW03_targets.tsv	5417d974576bba6dc30be722db16161ea7af9beb07d2225b4822ff25b6453907	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	staged_review_only	false	module_fit_candidate	pending_module_owner_approval	pending_module_owner_approval	unresolved_regulator_role	unresolved	unresolved_sci_context	external_regulatory_evidence_candidate	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	no_qualifying_context_found	The C-tier record is source-table-only and the current record is (not_assessed_in_tflink_source_table); no authoritative CNS, spinal-cord-tissue, or SCI context can be verified from this evidence packet. The relationship is therefore resolved as context-unverifiable at L0 for this pass. This does not claim exhaustive literature absence and does not change the original C evidence tier.	context_reviewed_no_qualifying_context	true	false	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.
