ligand	receptor	ligand_components	receptor_components	resource	source_record_id	pathway_name	annotation	evidence	cofactor_annotations	version	direct_lr_candidate
Ifnl2	Ifnlr1_Il10rb	Ifnl2	Ifnlr1|Il10rb	CellChatDB.mouse	IFNL2_IFNLR1_IL10RB	IFN-lII	Secreted Signaling	PMID: 28293236		CellChatDB v1	true
Ifnl3	Ifnlr1_Il10rb	Ifnl3	Ifnlr1|Il10rb	CellChatDB.mouse	IFNL3_IFNLR1_IL10RB	IFN-lII	Secreted Signaling	PMID: 28293236		CellChatDB v1	true
Tnf	Tnfrsf1a	Tnf	Tnfrsf1a	CellChatDB.mouse	TNF_TNFRSF1A	TNF	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Tnf	Tnfrsf1b	Tnf	Tnfrsf1b	CellChatDB.mouse	TNF_TNFRSF1B	TNF	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Lta	Tnfrsf1a	Lta	Tnfrsf1a	CellChatDB.mouse	LTA_TNFRSF1A	LT	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Lta	Tnfrsf1b	Lta	Tnfrsf1b	CellChatDB.mouse	LTA_TNFRSF1B	LT	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Lta	Tnfrsf14	Lta	Tnfrsf14	CellChatDB.mouse	LTA_TNFRSF14	LT	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Lta_Ltb	Ltbr	Lta|Ltb	Ltbr	CellChatDB.mouse	LTA_LTB_LTBR	LT	Secreted Signaling	PMID: 24248355		CellChatDB v1	true
Tnfsf14	Ltbr	Tnfsf14	Ltbr	CellChatDB.mouse	TNFSF14_LTBR	LIGHT	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Tnfsf14	Tnfrsf14	Tnfsf14	Tnfrsf14	CellChatDB.mouse	TNFSF14_TNFRSF14	LIGHT	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Fasl	Fas	Fasl	Fas	CellChatDB.mouse	FASL_FAS	FASLG	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Tnfsf15	Tnfrsf25	Tnfsf15	Tnfrsf25	CellChatDB.mouse	TNFSF15_TNFRSF25	VEGI	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Tnfsf10	Tnfrsf10b	Tnfsf10	Tnfrsf10b	CellChatDB.mouse	TNFSF10_TNFRSF10B	TRAIL	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Eda	Edar	Eda	Edar	CellChatDB.mouse	EDA_EDAR	EDA	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Eda	Eda2r	Eda	Eda2r	CellChatDB.mouse	EDA_EDA2R	EDA	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Ngf	Ngfr	Ngf	Ngfr	CellChatDB.mouse	NGF_NGFR	NGF	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Klk1b4	Ngfr	Klk1b4	Ngfr	CellChatDB.mouse	KLK1B4_NGFR	NGF	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Tnfsf11	Tnfrsf11a	Tnfsf11	Tnfrsf11a	CellChatDB.mouse	TNFSF11_TNFRSF11A	RANKL	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Tnfsf11	Tnfrsf11b	Tnfsf11	Tnfrsf11b	CellChatDB.mouse	TNFSF11_TNFRSF11B	RANKL	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Tnfsf12	Tnfrsf12a	Tnfsf12	Tnfrsf12a	CellChatDB.mouse	TNFSF12_TNFRSF12A	TWEAK	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Cd70	Cd27	Cd70	Cd27	CellChatDB.mouse	CD70_CD27	CD70	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Tnfsf8	Tnfrsf8	Tnfsf8	Tnfrsf8	CellChatDB.mouse	TNFSF8_TNFRSF8	CD30	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Tnfsf9	Tnfrsf9	Tnfsf9	Tnfrsf9	CellChatDB.mouse	TNFSF9_TNFRSF9	CD137	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Tnfsf4	Tnfrsf4	Tnfsf4	Tnfrsf4	CellChatDB.mouse	TNFSF4_TNFRSF4	OX40	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Tnfsf18	Tnfrsf18	Tnfsf18	Tnfrsf18	CellChatDB.mouse	TNFSF18_TNFRSF18	GITRL	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Tnfsf13	Tnfrsf17	Tnfsf13	Tnfrsf17	CellChatDB.mouse	TNFSF13_TNFRSF17	APRIL	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Tnfsf13	Tnfrsf13b	Tnfsf13	Tnfrsf13b	CellChatDB.mouse	TNFSF13_TNFRSF13B	APRIL	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Tnfsf13b	Tnfrsf17	Tnfsf13b	Tnfrsf17	CellChatDB.mouse	TNFSF13B_TNFRSF17	BAFF	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Tnfsf13b	Tnfrsf13b	Tnfsf13b	Tnfrsf13b	CellChatDB.mouse	TNFSF13B_TNFRSF13B	BAFF	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Tnfsf13b	Tnfrsf13c	Tnfsf13b	Tnfrsf13c	CellChatDB.mouse	TNFSF13B_TNFRSF13C	BAFF	Secreted Signaling	KEGG: mmu04060		CellChatDB v1	true
Cd40lg	Itga2b_Itgb3	Cd40lg	Itga2b|Itgb3	CellChatDB.mouse	CD40LG_ITGA2B_ITGB3	CD40	Secreted Signaling	PMID: 28676852		CellChatDB v1	true
Cd40lg	Itga5_Itgb1	Cd40lg	Itga5|Itgb1	CellChatDB.mouse	CD40LG_ITGA5_ITGB1	CD40	Secreted Signaling	PMID: 28676852		CellChatDB v1	true
Cd40lg	Itgam_Itgb2	Cd40lg	Itgam|Itgb2	CellChatDB.mouse	CD40LG_ITGAM_ITGB2	CD40	Secreted Signaling	PMID: 28676852		CellChatDB v1	true
Spp1	Cd44	Spp1	Cd44	CellChatDB.mouse	SPP1_CD44	SPP1	Secreted Signaling	PMID: 21907263		CellChatDB v1	true
Spp1	Itgav_Itgb3	Spp1	Itgav|Itgb3	CellChatDB.mouse	SPP1_ITGAV_ITGB3	SPP1	Secreted Signaling	PMID: 21907263		CellChatDB v1	true
Spp1	Itgav_Itgb1	Spp1	Itgav|Itgb1	CellChatDB.mouse	SPP1_ITGAV_ITGB1	SPP1	Secreted Signaling	PMID: 21907263		CellChatDB v1	true
Spp1	Itgav_Itgb5	Spp1	Itgav|Itgb5	CellChatDB.mouse	SPP1_ITGAV_ITGB5	SPP1	Secreted Signaling	PMID: 21907263		CellChatDB v1	true
Spp1	Itgav_Itgb6	Spp1	Itgav|Itgb6	CellChatDB.mouse	SPP1_ITGAV_ITGB6	SPP1	Secreted Signaling	PMID: 21907263		CellChatDB v1	true
Spp1	Itga4_Itgb1	Spp1	Itga4|Itgb1	CellChatDB.mouse	SPP1_ITGA4_ITGB1	SPP1	Secreted Signaling	PMID: 21907263		CellChatDB v1	true
Spp1	Itga9_Itgb1	Spp1	Itga9|Itgb1	CellChatDB.mouse	SPP1_ITGA9_ITGB1	SPP1	Secreted Signaling	PMID: 21907263		CellChatDB v1	true
Spp1	Itga8_Itgb1	Spp1	Itga8|Itgb1	CellChatDB.mouse	SPP1_ITGA8_ITGB1	SPP1	Secreted Signaling	PMID: 21907263		CellChatDB v1	true
Spp1	Itga5_Itgb1	Spp1	Itga5|Itgb1	CellChatDB.mouse	SPP1_ITGA5_ITGB1	SPP1	Secreted Signaling	PMID: 21907263		CellChatDB v1	true
Adipoq	Adipor1	Adipoq	Adipor1	CellChatDB.mouse	ADIPOQ_ADIPOR1	ADIPONECTIN	Secreted Signaling	PMID: 21284979		CellChatDB v1	true
Adipoq	Adipor2	Adipoq	Adipor2	CellChatDB.mouse	ADIPOQ_ADIPOR2	ADIPONECTIN	Secreted Signaling	PMID: 21284979		CellChatDB v1	true
Retn	Tlr4	Retn	Tlr4	CellChatDB.mouse	RETN_TLR4	RESISTIN	Secreted Signaling	PMID: 30809105		CellChatDB v1	true
Retn	Cap1	Retn	Cap1	CellChatDB.mouse	RETN_CAP1	RESISTIN	Secreted Signaling	PMID: 30809105		CellChatDB v1	true
Nampt	Itga5_Itgb1	Nampt	Itga5|Itgb1	CellChatDB.mouse	NAMPT_ITGA5_ITGB1	VISFATIN	Secreted Signaling	PMID: 28490838		CellChatDB v1	true
Angptl1	Itga1_Itgb1	Angptl1	Itga1|Itgb1	CellChatDB.mouse	ANGPTL1_ITGA1_ITGB1	ANGPTL	Secreted Signaling	PMID: 24478758		CellChatDB v1	true
Angptl2	Itga5_Itgb1	Angptl2	Itga5|Itgb1	CellChatDB.mouse	ANGPTL2_ITGA5_ITGB1	ANGPTL	Secreted Signaling	PMID: 24478758		CellChatDB v1	true
Angptl2	Tlr4	Angptl2	Tlr4	CellChatDB.mouse	ANGPTL2_TLR4	ANGPTL	Secreted Signaling	PMID: 24478758		CellChatDB v1	true
Angptl2	Pirb	Angptl2	Pirb	CellChatDB.mouse	ANGPTL2_PIRB	ANGPTL	Secreted Signaling	PMID: 24478758		CellChatDB v1	true
Angptl1	Pirb	Angptl1	Pirb	CellChatDB.mouse	ANGPTL1_PIRB	ANGPTL	Secreted Signaling	PMID: 24478758		CellChatDB v1	true
Angptl7	Pirb	Angptl7	Pirb	CellChatDB.mouse	ANGPTL7_PIRB	ANGPTL	Secreted Signaling	PMID: 24478758		CellChatDB v1	true
Angptl4	Itga5_Itgb1	Angptl4	Itga5|Itgb1	CellChatDB.mouse	ANGPTL4_ITGA5_ITGB1	ANGPTL	Secreted Signaling	PMID: 30049845		CellChatDB v1	true
Angptl4	Itgav_Itgb3	Angptl4	Itgav|Itgb3	CellChatDB.mouse	ANGPTL4_ITGAV_ITGB3	ANGPTL	Secreted Signaling	PMID: 30049845		CellChatDB v1	true
Angptl4	Cdh5	Angptl4	Cdh5	CellChatDB.mouse	ANGPTL4_CDH5	ANGPTL	Secreted Signaling	PMID: 30049845		CellChatDB v1	true
Angptl4	Cdh11	Angptl4	Cdh11	CellChatDB.mouse	ANGPTL4_CDH11	ANGPTL	Secreted Signaling	PMID: 30049845		CellChatDB v1	true
Angptl4	Sdc1	Angptl4	Sdc1	CellChatDB.mouse	ANGPTL4_SDC1	ANGPTL	Secreted Signaling	PMID: 29017031		CellChatDB v1	true
Angptl4	Sdc2	Angptl4	Sdc2	CellChatDB.mouse	ANGPTL4_SDC2	ANGPTL	Secreted Signaling	PMID: 29017031		CellChatDB v1	true
Angptl4	Sdc3	Angptl4	Sdc3	CellChatDB.mouse	ANGPTL4_SDC3	ANGPTL	Secreted Signaling	PMID: 29017031		CellChatDB v1	true
Angptl4	Sdc4	Angptl4	Sdc4	CellChatDB.mouse	ANGPTL4_SDC4	ANGPTL	Secreted Signaling	PMID: 29017031		CellChatDB v1	true
Angptl3	Itgav_Itgb3	Angptl3	Itgav|Itgb3	CellChatDB.mouse	ANGPTL3_ITGAV_ITGB3	ANGPTL	Secreted Signaling	PMID: 11877390		CellChatDB v1	true
Angpt1	Tek	Angpt1	Tek	CellChatDB.mouse	ANGPT1_TEK	ANGPT	Secreted Signaling	PMID: 20651738	ANGPT inhibition receptor 1	CellChatDB v1	true
Angpt2	Tek	Angpt2	Tek	CellChatDB.mouse	ANGPT2_TEK	ANGPT	Secreted Signaling	PMID: 20651738	ANGPT inhibition receptor 1	CellChatDB v1	true
Angpt2	Itga5_Itgb1	Angpt2	Itga5|Itgb1	CellChatDB.mouse	ANGPT2_ITGA5_ITGB1	ANGPT	Secreted Signaling	PMID: 20651738; PMID: 25635707	ANGPT inhibition receptor 2	CellChatDB v1	true
Mdk	Sdc1	Mdk	Sdc1	CellChatDB.mouse	MDK_SDC1	MK	Secreted Signaling	PMID: 28356350		CellChatDB v1	true
Mdk	Sdc2	Mdk	Sdc2	CellChatDB.mouse	MDK_SDC2	MK	Secreted Signaling	PMID: 28356350		CellChatDB v1	true
Mdk	Sdc4	Mdk	Sdc4	CellChatDB.mouse	MDK_SDC4	MK	Secreted Signaling	PMID: 28356350		CellChatDB v1	true
Mdk	Ptprz1	Mdk	Ptprz1	CellChatDB.mouse	MDK_PTPRZ1	MK	Secreted Signaling	PMID: 28356350		CellChatDB v1	true
Mdk	Itga4_Itgb1	Mdk	Itga4|Itgb1	CellChatDB.mouse	MDK_ITGA4_ITGB1	MK	Secreted Signaling	PMID: 28356350		CellChatDB v1	true
Mdk	Itga6_Itgb1	Mdk	Itga6|Itgb1	CellChatDB.mouse	MDK_ITGA6_ITGB1	MK	Secreted Signaling	PMID: 28356350		CellChatDB v1	true
Mdk	Lrp1	Mdk	Lrp1	CellChatDB.mouse	MDK_LRP1	MK	Secreted Signaling	PMID: 28356350		CellChatDB v1	true
Mdk	Ncl	Mdk	Ncl	CellChatDB.mouse	MDK_NCL	MK	Secreted Signaling	PMID: 28356350		CellChatDB v1	true
Mdk	Alk	Mdk	Alk	CellChatDB.mouse	MDK_ALK	MK	Secreted Signaling	PMID: 19459784		CellChatDB v1	true
Ptn	Ptprz1	Ptn	Ptprz1	CellChatDB.mouse	PTN_PTPRZ1	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911		CellChatDB v1	true
Ptn	Sdc1	Ptn	Sdc1	CellChatDB.mouse	PTN_SDC1	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911		CellChatDB v1	true
Ptn	Sdc2	Ptn	Sdc2	CellChatDB.mouse	PTN_SDC2	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911		CellChatDB v1	true
Ptn	Sdc3	Ptn	Sdc3	CellChatDB.mouse	PTN_SDC3	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911		CellChatDB v1	true
Ptn	Sdc4	Ptn	Sdc4	CellChatDB.mouse	PTN_SDC4	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911		CellChatDB v1	true
Ptn	Itgav_Itgb3	Ptn	Itgav|Itgb3	CellChatDB.mouse	PTN_ITGAV_ITGB3	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911		CellChatDB v1	true
Ptn	Ncl	Ptn	Ncl	CellChatDB.mouse	PTN_NCL	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911		CellChatDB v1	true
Ptn	Alk	Ptn	Alk	CellChatDB.mouse	PTN_ALK	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911		CellChatDB v1	true
Postn	Itgav_Itgb3	Postn	Itgav|Itgb3	CellChatDB.mouse	POSTN_ITGAV_ITGB3	PERIOSTIN	Secreted Signaling	PMID: 26721738		CellChatDB v1	true
Postn	Itgav_Itgb5	Postn	Itgav|Itgb5	CellChatDB.mouse	POSTN_ITGAV_ITGB5	PERIOSTIN	Secreted Signaling	PMID: 26721738		CellChatDB v1	true
Agt	Agtr1a	Agt	Agtr1a	CellChatDB.mouse	AGT_AGTR1A	AGT	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Agt	Agtr1b	Agt	Agtr1b	CellChatDB.mouse	AGT_AGTR1B	AGT	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Grp	Grpr	Grp	Grpr	CellChatDB.mouse	GRP_GRPR	GPR	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Nmb	Nmbr	Nmb	Nmbr	CellChatDB.mouse	NMB_NMBR	GPR	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Kng1	Bdkrb1	Kng1	Bdkrb1	CellChatDB.mouse	KNG1_BDKRB1	BRADYKININ	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Kng1	Bdkrb2	Kng1	Bdkrb2	CellChatDB.mouse	KNG1_BDKRB2	BRADYKININ	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Kng2	Bdkrb1	Kng2	Bdkrb1	CellChatDB.mouse	KNG2_BDKRB1	BRADYKININ	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Kng2	Bdkrb2	Kng2	Bdkrb2	CellChatDB.mouse	KNG2_BDKRB2	BRADYKININ	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
C3	C3ar1	C3	C3ar1	CellChatDB.mouse	C3_C3AR1	COMPLEMENT	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
C3	Cr2	C3	Cr2	CellChatDB.mouse	C3_CR2	COMPLEMENT	Secreted Signaling	PMID: 16234578		CellChatDB v1	true
C3	Itgam_Itgb2	C3	Itgam|Itgb2	CellChatDB.mouse	C3_ITGAM_ITGB2	COMPLEMENT	Secreted Signaling	PMID: 16234578		CellChatDB v1	true
C3	Itgax_Itgb2	C3	Itgax|Itgb2	CellChatDB.mouse	C3_ITGAX_ITGB2	COMPLEMENT	Secreted Signaling	PMID: 16234578		CellChatDB v1	true
C4a	C3ar1	C4a	C3ar1	CellChatDB.mouse	C4A_C3AR1	COMPLEMENT	Secreted Signaling	PMID: 16234578		CellChatDB v1	true
C4b	Cr2	C4b	Cr2	CellChatDB.mouse	C4B_CR2	COMPLEMENT	Secreted Signaling	PMID: 16234578		CellChatDB v1	true
Hc	C5ar1	Hc	C5ar1	CellChatDB.mouse	HC_C5AR1	COMPLEMENT	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Cck	Cckar	Cck	Cckar	CellChatDB.mouse	CCK_CCKAR	CCK	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Cck	Cckbr	Cck	Cckbr	CellChatDB.mouse	CCK_CCKBR	CCK	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Edn1	Ednra	Edn1	Ednra	CellChatDB.mouse	EDN1_EDNRA	EDN	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Edn2	Ednra	Edn2	Ednra	CellChatDB.mouse	EDN2_EDNRA	EDN	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Edn3	Ednra	Edn3	Ednra	CellChatDB.mouse	EDN3_EDNRA	EDN	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Edn1	Ednrb	Edn1	Ednrb	CellChatDB.mouse	EDN1_EDNRB	EDN	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Edn2	Ednrb	Edn2	Ednrb	CellChatDB.mouse	EDN2_EDNRB	EDN	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Edn3	Ednrb	Edn3	Ednrb	CellChatDB.mouse	EDN3_EDNRB	EDN	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Gal	Galr1	Gal	Galr1	CellChatDB.mouse	GAL_GALR1	GALANIN	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Gal	Galr2	Gal	Galr2	CellChatDB.mouse	GAL_GALR2	GALANIN	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Gal	Galr3	Gal	Galr3	CellChatDB.mouse	GAL_GALR3	GALANIN	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Galp	Galr1	Galp	Galr1	CellChatDB.mouse	GALP_GALR1	GALANIN	Secreted Signaling	PMID: 23233848		CellChatDB v1	true
Galp	Galr2	Galp	Galr2	CellChatDB.mouse	GALP_GALR2	GALANIN	Secreted Signaling	PMID: 23233848		CellChatDB v1	true
Ghrl	Ghsr	Ghrl	Ghsr	CellChatDB.mouse	GHRL_GHSR	GHRELIN	Secreted Signaling	KEGG: mmu04080; PMID: 29233536	GHRL antagonist	CellChatDB v1	true
Kiss1	Kiss1r	Kiss1	Kiss1r	CellChatDB.mouse	KISS1_KISS1R	KISS1	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Pomc	Mc1r	Pomc	Mc1r	CellChatDB.mouse	POMC_MC1R	MELANOCORTIN	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Pomc	Mc2r	Pomc	Mc2r	CellChatDB.mouse	POMC_MC2R	MELANOCORTIN	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Pomc	Mc3r	Pomc	Mc3r	CellChatDB.mouse	POMC_MC3R	MELANOCORTIN	Secreted Signaling	KEGG: mmu04080; PMID: 11024027	POMC antagonist	CellChatDB v1	true
Pomc	Mc4r	Pomc	Mc4r	CellChatDB.mouse	POMC_MC4R	MELANOCORTIN	Secreted Signaling	KEGG: mmu04080; PMID: 11024027	POMC antagonist	CellChatDB v1	true
Pomc	Mc5r	Pomc	Mc5r	CellChatDB.mouse	POMC_MC5R	MELANOCORTIN	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Nmu	Nmur1	Nmu	Nmur1	CellChatDB.mouse	NMU_NMUR1	NMU	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Nmu	Nmur2	Nmu	Nmur2	CellChatDB.mouse	NMU_NMUR2	NMU	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Nms	Nmur1	Nms	Nmur1	CellChatDB.mouse	NMS_NMUR1	NMU	Secreted Signaling	PMID: 29288685		CellChatDB v1	true
Nms	Nmur2	Nms	Nmur2	CellChatDB.mouse	NMS_NMUR2	NMU	Secreted Signaling	PMID: 29288685		CellChatDB v1	true
Npff	Npffr1	Npff	Npffr1	CellChatDB.mouse	NPFF_NPFFR1	NPFF	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Npff	Npffr2	Npff	Npffr2	CellChatDB.mouse	NPFF_NPFFR2	NPFF	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Npy	Npy1r	Npy	Npy1r	CellChatDB.mouse	NPY_NPY1R	NPY	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Npy	Npy2r	Npy	Npy2r	CellChatDB.mouse	NPY_NPY2R	NPY	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Npy	Npy4r	Npy	Npy4r	CellChatDB.mouse	NPY_NPY4R	NPY	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Npy	Npy5r	Npy	Npy5r	CellChatDB.mouse	NPY_NPY5R	NPY	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Npy	Npy6r	Npy	Npy6r	CellChatDB.mouse	NPY_NPY6R	NPY	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Npy	Gpr83	Npy	Gpr83	CellChatDB.mouse	NPY_GPR83	NPY	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Npy	Pgr15l	Npy	Pgr15l	CellChatDB.mouse	NPY_PGR15L	NPY	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Ppy	Npy1r	Ppy	Npy1r	CellChatDB.mouse	PPY_NPY1R	NPY	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Ppy	Npy2r	Ppy	Npy2r	CellChatDB.mouse	PPY_NPY2R	NPY	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Ppy	Npy4r	Ppy	Npy4r	CellChatDB.mouse	PPY_NPY4R	NPY	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Ppy	Npy5r	Ppy	Npy5r	CellChatDB.mouse	PPY_NPY5R	NPY	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Ppy	Npy6r	Ppy	Npy6r	CellChatDB.mouse	PPY_NPY6R	NPY	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Ppy	Gpr83	Ppy	Gpr83	CellChatDB.mouse	PPY_GPR83	NPY	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Ppy	Pgr15l	Ppy	Pgr15l	CellChatDB.mouse	PPY_PGR15L	NPY	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Pyy	Npy1r	Pyy	Npy1r	CellChatDB.mouse	PYY_NPY1R	NPY	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Pyy	Npy2r	Pyy	Npy2r	CellChatDB.mouse	PYY_NPY2R	NPY	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Pyy	Npy4r	Pyy	Npy4r	CellChatDB.mouse	PYY_NPY4R	NPY	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Pyy	Npy5r	Pyy	Npy5r	CellChatDB.mouse	PYY_NPY5R	NPY	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Pyy	Npy6r	Pyy	Npy6r	CellChatDB.mouse	PYY_NPY6R	NPY	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Pyy	Gpr83	Pyy	Gpr83	CellChatDB.mouse	PYY_GPR83	NPY	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Pyy	Pgr15l	Pyy	Pgr15l	CellChatDB.mouse	PYY_PGR15L	NPY	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Npb	Npbwr1	Npb	Npbwr1	CellChatDB.mouse	NPB_NPBWR1	NPW-B	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Npw	Npbwr1	Npw	Npbwr1	CellChatDB.mouse	NPW_NPBWR1	NPW-B	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Nts	Ntsr1	Nts	Ntsr1	CellChatDB.mouse	NTS_NTSR1	NTS	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Nts	Ntsr2	Nts	Ntsr2	CellChatDB.mouse	NTS_NTSR2	NTS	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Pdyn	Oprd1	Pdyn	Oprd1	CellChatDB.mouse	PDYN_OPRD1	OPIOID	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Pdyn	Oprk1	Pdyn	Oprk1	CellChatDB.mouse	PDYN_OPRK1	OPIOID	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Pdyn	Oprl1	Pdyn	Oprl1	CellChatDB.mouse	PDYN_OPRL1	OPIOID	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Pdyn	Oprm1	Pdyn	Oprm1	CellChatDB.mouse	PDYN_OPRM1	OPIOID	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Penk	Oprd1	Penk	Oprd1	CellChatDB.mouse	PENK_OPRD1	OPIOID	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Penk	Oprk1	Penk	Oprk1	CellChatDB.mouse	PENK_OPRK1	OPIOID	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Penk	Oprl1	Penk	Oprl1	CellChatDB.mouse	PENK_OPRL1	OPIOID	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Penk	Oprm1	Penk	Oprm1	CellChatDB.mouse	PENK_OPRM1	OPIOID	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Pomc	Oprd1	Pomc	Oprd1	CellChatDB.mouse	POMC_OPRD1	OPIOID	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Pomc	Oprk1	Pomc	Oprk1	CellChatDB.mouse	POMC_OPRK1	OPIOID	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Pomc	Oprl1	Pomc	Oprl1	CellChatDB.mouse	POMC_OPRL1	OPIOID	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Pomc	Oprm1	Pomc	Oprm1	CellChatDB.mouse	POMC_OPRM1	OPIOID	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Hcrt	Hcrtr1	Hcrt	Hcrtr1	CellChatDB.mouse	HCRT_HCRTR1	HCRT	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
Hcrt	Hcrtr2	Hcrt	Hcrtr2	CellChatDB.mouse	HCRT_HCRTR2	HCRT	Secreted Signaling	KEGG: mmu04080		CellChatDB v1	true
