evidence_id	edge_id	source_kind	source_locator	support_kind	species_support	source_species_detail	source_scope	assay_or_perturbation	relation_type	pathway_or_branch	confidence_tier	citation_note	evidence_summary	limitations
M24A-B004-EVID-037	M24A-E001;M24A-E002	primary_research_paper	PMID:41390852; PMCID:PMC12717188	downstream_function	mouse	Mouse T10 forceps-clamp SCI; foam-cell macrophages and microglia	foam-cell lipid to C1q functional context	scRNA-seq; macrophage depletion; bazedoxifene; anti-C1q blockade	downstream_pathway_or_cellular_function	Lipid-loaded foam cells increase C1q and contribute to microglial synaptic engulfment and impaired motor recovery	high	Primary SCI complement/lipid study	The batch-004 queue target is supported by the existing foam-cell lipid to C1q evidence record and edge.	No C1q receptor or direct lipid-sensor edge established.
M24A-B004-EVID-038	M24A-E004	primary_research_paper	PMID:15258577; DOI:10.1038/nm1082; PMCID:PMC2718350; PMID:19666625	ligand_receptor_pharmacology	rat; mouse	Rat and mouse traumatic SCI	ATP/P2X7R pharmacologic injury context	ATP/P2X antagonists OxATP, PPADS, and Brilliant Blue G	ligand_receptor_activation	Extracellular ATP/P2X7R contributes to neuronal calcium overload, gliosis, inflammation, and tissue loss	medium-high	Primary SCI purinergic pharmacology	The batch-004 queue target is supported by existing ATP/P2X7R evidence and edges.	Antagonists have selectivity limitations; BBG is not receptor-exclusive.
M24A-B004-EVID-039	M24A-E006	primary_research_paper	PMID:42002569; PMCID:PMC13221473; DOI:10.1038/s41419-026-08596-2	receptor_proximal_relay	mouse	Mouse T10 contusion SCI; microglia-neuron co-culture	P2Y12R to CD39/CD73 to adenosine/A1R relay	P2Y12R restoration; CD39/CD73 and A1R blockade; PINK1/Parkin assays	receptor_proximal_activation	P2Y12R-associated ATP-to-adenosine relay promotes neuronal mitophagy and repair	high	Primary SCI multi-step purinergic study	The batch-004 queue target is supported by the existing P2Y12R relay evidence and edge.	Multi-step nanoparticle/restoration system; not a direct ATP-to-P2Y12 binding experiment.
M24A-B004-EVID-040	M24A-E003	primary_research_paper	PMID:41660680; PMCID:PMC12884443	sensor_engagement_and_function	mouse	Female mouse T10 crush SCI; myelin-debris and macrophage/microglia compartments	myelin debris/TREM2 timing-dependent repair context	TREM2 knockout; COG1410 short- versus long-term activation; phagocytosis and PI3K-AKT assays	engages_and_modulates	TREM2 supports myelin-debris clearance and DAM activation but can worsen chronic fibrosis/inflammation	high	Primary SCI TREM2 study	The batch-004 queue target is supported by the existing myelin-debris/TREM2 evidence and edge.	No purified debris-TREM2 binding; effects are timing dependent.
M24A-B004-NE-010		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:30257241; PMID:37475184	no_evidence_boundary	unresolved	Queue target M24A-Q0155; CXCL10-CCR3	Module 24A Batch 004 chemokine receptor boundary	exact-pair PubMed/PMC search	no_direct_molecular_edge	CXCL10 to CCR3	unresolved	Batch 004 bounded primary search	No qualifying SCI evidence was validated for CXCL10-CCR3 activation or relay.	CXCL10-CXCR3 is supported; CCR3 substitution is not.
M24A-B004-NE-011		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:29712506	no_evidence_boundary	unresolved	Queue targets M24A-Q0157-Q0158; CXCL11-CCR3 and CXCL11-CXCR3	Module 24A Batch 004 chemokine receptor boundary	exact-pair PubMed/PMC search	no_direct_molecular_edge	CXCL11 receptor candidates	unresolved	Batch 004 bounded primary search	No qualifying causal SCI receptor/function edge was validated for CXCL11-CCR3 or CXCL11-CXCR3.	CXCL11 increased in nerve injury, but the cited perturbations did not establish the queued causal relay.
M24A-B004-NE-012		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:29712506; PMID:23302888	no_evidence_boundary	unresolved	Queue targets M24A-Q0162-Q0163; CXCL9-CCR3 and CXCL9-CXCR3	Module 24A Batch 004 chemokine receptor boundary	exact-pair PubMed/PMC search	no_direct_molecular_edge	CXCL9 receptor candidates	unresolved	Batch 004 bounded primary search	No qualifying traumatic-SCI causal edge was validated for CXCL9-CCR3 or CXCL9-CXCR3.	Related CXCL9/CXCR3 CNS context does not support these exact queued edges.
M24A-B001-EVID-041	M24A-E036	primary_research_paper	PMID:22106258; PMCID:PMC3250136; DOI:10.1073/pnas.1112482108	receptor_proximal_relay	human comparator	Human endothelial cells	APC/EPCR occupancy and PAR1 biased signaling	PAR1 cleavage; beta-arrestin/Dvl-2; Rac1; barrier-permeability assays	receptor_proximal_activation	EPCR-beta-arrestin-Dvl2-Rac1 endothelial barrier protection	high	Primary APC-PAR1 mechanistic study	APC engages EPCR and activates PAR1 in a biased receptor-complex relay that activates Rac1 and protects endothelial barrier function.	Comparator mechanism; not a purified SCI assay and EPCR was not independently blocked in the SCI study.
M24A-B001-EVID-042	M24A-E037	primary_research_paper	PMID:28122028; PMCID:PMC5266300; DOI:10.1371/journal.pone.0170512	receptor_functional_output	mouse	Mouse contusive SCI; lesion vasculature and reactive astrocytes	APC-PAR1 cytoprotective SCI relay	Acute APC treatment; PAR1-null mice; locomotor, barrier, neutrophil, white-matter, and glial-scar assays	downstream_pathway_or_cellular_function	APC treatment and PAR1 loss improved barrier, inflammation, and locomotor outcomes with PAR1 dependence	high	Primary contusive-SCI APC/PAR1 study	APC improved SCI outcomes in wild-type mice, while APC did not add benefit in PAR1-null mice, supporting PAR1-dependent functional signaling.	APC release was not measured endogenously; EPCR contribution and purified in vivo binding were not isolated.
M24A-B001-EVID-043	M24A-E038	primary_research_paper	PMID:26634895; PMCID:PMC4753273; DOI:10.1113/JP271152	receptor_proximal_relay	mouse	Neonatal mouse spinal-cord preparation and microglia culture	bradykinin-BDKRB2 spinal plasticity relay	Bradykinin exposure; B2R pharmacology; fictive locomotion; microglial GDNF assays	receptor_proximal_activation	BDKRB2-dependent bradykinin effects on motor networks and microglial GDNF expression	medium-high	Primary spinal kinin study	Bradykinin disrupted spinal motor-network activity and induced microglial GDNF expression through B2R-associated signaling in an SCI-related model.	Neonatal and microglial model; not adult lesion-core vascular signaling; BDKRB1 was not established in this record.
M24A-B001-EVID-044	M24A-E039	primary_research_paper	PMID:31045582; PMCID:PMC6538362; DOI:10.1172/jci.insight.98254	receptor_proximal_relay	mouse	Mouse traumatic SCI; bone-marrow neutrophils and injured cord	C3a-C3aR1-CXCR2 relay	C3a measurements; C3aR1 knockout; bone-marrow chimeras; CXCR2 blockade; PTEN/PI3K-AKT assays	receptor_proximal_activation	C3aR1 engages PTEN to restrain CXCR2-driven neutrophil mobilization after SCI	high	Primary SCI C3aR1 study	C3a/C3aR1 signaling was linked to PTEN-mediated restraint of CXCR2/PI3K-AKT neutrophil mobilization and improved recovery.	No purified binding assay; initiating convertase and complete cell-source attribution remain unresolved.
M24A-B001-EVID-045	M24A-E040	primary_research_paper	PMID:25904802; PMCID:PMC6605214; DOI:10.1523/JNEUROSCI.5218-14.2015	receptor_proximal_relay	mouse	Mouse contusive SCI; CNS-resident cells, astrocytes, and infiltrating leukocytes	C5a-C5aR1 phase-dependent injury/repair relay	C5aR1 knockout; selective antagonist; bone-marrow chimeras; astrocyte hyperplasia and glial-scar assays	receptor_proximal_activation	C5aR1 signaling is injurious acutely but supports later astrocyte and glial-scar repair	high	Primary SCI C5aR study	C5aR1 loss or early blockade improved acute recovery, whereas prolonged blockade impaired later repair, demonstrating time- and compartment-dependent C5a signaling.	No purified binding assay; C5aR2-specific SCI contribution and initiating convertase were not resolved.
M24A-B001-EVID-046	M24A-E041	primary_research_paper	PMID:35399122; PMCID:PMC8995373; DOI:10.1038/s41420-022-00997-4	receptor_proximal_relay	rat	Rat contusive SCI and primary rat astrocytes	thrombin-PAR1 astrocyte inflammatory relay	Thrombin exposure; PAR1 agonists/antagonists; MAPK/NF-kB and cytokine assays	receptor_proximal_activation	Thrombin-PAR1 signaling drives astrocyte reactivity and MAPK/NF-kB inflammatory responses after SCI	medium-high	Primary SCI thrombin/PAR1 astrocyte study	Thrombin and PAR1 increased at the lesion; thrombin induced astrocyte reactivity and inflammatory signaling through MAPK/NF-kB-associated pathways.	PAR1 specificity and upstream thrombin source are pharmacologically bounded; PAR3/PAR4 were not tested in this SCI study.
M24A-B001-EVID-047	M24A-E041	primary_research_paper	PMID:28122028; PMCID:PMC5266300; DOI:10.1371/journal.pone.0170512	functional_output	mouse	Mouse contusive SCI; neurons, vasculature, and reactive astrocytes	thrombin-PAR1 injury and recovery context	PAR1-null mice; APC rescue; locomotor, barrier, neutrophil, and glial-scar assays	functional_output	Thrombin-activated PAR1 contributes to secondary injury while APC-biased PAR1 signaling is protective	high	Primary contusive-SCI PAR1 study	PAR1 loss reduced acute inflammatory injury and improved recovery; APC produced a similar benefit in wild-type but not PAR1-null mice.	The study distinguishes biased PAR1 outcomes but does not purify thrombin-PAR1 binding in SCI.
M24A-B001-EVID-048	M24A-E042	primary_research_paper	PMID:10766244; DOI:10.1038/35007085	ligand_receptor_pharmacology	mouse comparator	Mouse platelets and recombinant PAR3/PAR4 systems	thrombin-PAR3/PAR4 comparator relay	PAR3 deletion; thrombin binding and platelet activation assays	ligand_receptor_activation	PAR3 functions as a cofactor for thrombin cleavage and activation of PAR4 in mouse platelets	medium molecular; low SCI relevance	Primary platelet thrombin-PAR3/PAR4 study	Thrombin-PAR3/PAR4 complex behavior is supported in mouse platelets, with PAR3 acting mainly as an accessory factor for PAR4 activation.	No traumatic-SCI model; do not project platelet-complex function to lesion tissue.
M24A-B001-NE-013		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:26634895; PMID:22862305; PMID:30580020; DOI:10.1016/j.lfs.2018.12.034	no_evidence_boundary	unresolved	Queue target M24A-Q0002; purified BDKRB1 binding and kallikrein-to-BDKRB1 processing	Module 24A Batch 001 kinin receptor boundary	BDKRB1-specific SCI receptor/relay search	no_direct_molecular_edge	purified BDKRB1 binding and exact kallikrein processing	unresolved	Batch 001 boundary narrowed by saturation batch 007	Des-Arg9-bradykinin/BDKRB1 pharmacologic and post-SCI bladder-function evidence plus SCII kinin-receptor induction are supported; purified BDKRB1 binding, endogenous kallikrein processing, and lesion-core receiver attribution remain unresolved.	Retain BDKRB1 pharmacology, B2R pharmacology, and receptor-induction context separately; do not infer a direct kallikrein-to-BDKRB1 molecular edge.
M24A-B001-NE-014		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:11073863; PMID:26596317; DOI:10.33549/physiolres.933104	no_evidence_boundary	unresolved	Queue target M24A-Q0004; factor Xa-to-PAR2 in SCI	Module 24A Batch 001 coagulation/PAR boundary	factor Xa/PAR2 primary SCI search	no_direct_molecular_edge	factor Xa-to-PAR2 SCI activation	unresolved	Batch 001 bounded primary search	Comparator endothelial studies support factor Xa-PAR2 activation and SCI studies support PAR2 function, but no exact factor Xa-to-PAR2 SCI edge was validated.	Do not infer the activating protease from PAR2 blockade or downstream pain/myelin phenotypes.
M24A-B001-NE-015		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:37852260; PMID:9476119; PMID:1472004	no_evidence_boundary	unresolved	Queue targets M24A-Q0006 and M24A-Q0008-Q0010; intact or noncognate complement fragment-receptor assignments	Module 24A Batch 001 complement-fragment boundary	C3/C4/C5 fragment receptor-selectivity and SCI search	no_direct_molecular_edge	unresolved complement fragment cross-receptor assignments	unresolved	Batch 001 bounded primary search	C3a-C3aR1 and C5a-C5aR1 are supported, but intact C3, C4a-C3aR1, C3a-C5aR1, and C5a-C3aR1 exact SCI edges were not validated.	High-concentration engineered cross-reactivity or indirect pathway crosstalk must not be promoted as cognate SCI receptor activation.
M24A-B001-EVID-049	M24A-E043	primary_research_paper	PMID:11062498; PMID:11786503; PMCID:PMC1573107; DOI:10.1038/80826; DOI:10.1038/sj.bjp.0704443	ligand_receptor_pharmacology	mouse;human comparator	Mouse hematopoietic cells; human recombinant NK1/NK2/NK3 systems	hemokinin-1/Tac4 tachykinin pharmacology	Recombinant binding and agonism; native tissue contractility; hematopoietic expression/function	ligand_receptor_activation	hemokinin-1-Tacr1 GPCR relay	high	Primary tachykinin pharmacology and hematopoietic studies	Hemokinin-1/Tac4-derived peptide directly activated Tacr1/NK1 in recombinant and native systems and was associated with hematopoietic function.	No SCI release or lesion-context experiment; endogenous precursor processing remains separate from receptor pharmacology.
M24A-B001-EVID-050	M24A-E044	primary_research_paper	PMID:11062498; PMID:11786503; PMCID:PMC1573107; DOI:10.1038/80826; DOI:10.1038/sj.bjp.0704443	ligand_receptor_pharmacology	human;rabbit;guinea-pig comparator	Recombinant human NK2 and rabbit/guinea-pig native tissues	hemokinin-1/Tac4 NK2 pharmacology	Agonist concentration-response and native tissue contractility	ligand_receptor_activation	hemokinin-1-Tacr2 GPCR relay	medium	Primary tachykinin pharmacology	Hemokinin-1 showed full but weaker Tacr2/NK2 agonism in comparator systems.	No endogenous SCI release or mouse Tacr2 lesion-function study.
M24A-B001-EVID-051	M24A-E045	primary_research_paper	PMID:11062498; PMID:11786503; PMCID:PMC1573107; DOI:10.1038/80826; DOI:10.1038/sj.bjp.0704443	ligand_receptor_pharmacology	guinea-pig comparator	Guinea-pig native tissue and recombinant tachykinin receptor systems	hemokinin-1/Tac4 NK3 pharmacology	Agonist concentration-response and native tissue assays	ligand_receptor_activation	hemokinin-1-Tacr3 GPCR relay	medium-low	Primary tachykinin pharmacology	Hemokinin-1 was a low-potency Tacr3/NK3 agonist in non-SCI comparator tissue.	Weak potency and no SCI release or function.
M24A-B001-EVID-052	M24A-E046	primary_research_paper	PMID:9276127; PMID:30359406; PMCID:PMC6201908	ligand_receptor_pharmacology	human;mouse comparator	Human recombinant NK1/CHO systems and mouse tissue	neurokinin A/Tac1 pharmacology	Binding; calcium; cAMP; native tissue assays	ligand_receptor_activation	neurokinin A-Tacr1 GPCR relay	high	Primary tachykinin receptor studies	Neurokinin A bound and activated Tacr1/NK1 in recombinant and native pharmacology.	Exogenous NKA pharmacology; injury-induced release not established.
M24A-B001-EVID-053	M24A-E047	primary_research_paper	PMID:9276127; PMID:30359406; PMCID:PMC6201908	ligand_receptor_pharmacology	human;mouse comparator	Human recombinant NK2/CHO systems and mouse tissue	neurokinin A/Tac1 pharmacology	Binding; calcium; cAMP; native tissue assays	ligand_receptor_activation	neurokinin A-Tacr2 GPCR relay	high	Primary tachykinin receptor studies	Neurokinin A directly bound and activated Tacr2/NK2, with preferred NK2 native-tissue activity.	No direct NKA-Tacr2 SCI intervention.
M24A-B001-EVID-054	M24A-E048	primary_research_paper	PMID:1374246; PMID:7688872	ligand_receptor_pharmacology	human comparator	Cloned human NK3 and recombinant receptor systems	neurokinin A/Tacr3 cross-reactivity	Receptor binding and second-messenger assays	ligand_receptor_activation	neurokinin A-Tacr3 weak cross-reactivity	medium-low	Primary tachykinin receptor pharmacology	Neurokinin A showed weak Tacr3/NK3 cross-reactivity relative to its preferred receptors.	Low potency and no SCI evidence.
M24A-B001-EVID-055	M24A-E049	primary_research_paper	PMID:1374246; PMID:7688872	ligand_receptor_pharmacology	human comparator	Cloned human NK1 and recombinant receptor systems	neurokinin B/Tac3 cross-reactivity	Binding and receptor-effector assays	ligand_receptor_binding	neurokinin B-Tacr1 weak cross-reactivity	low	Primary tachykinin receptor pharmacology	Neurokinin B showed weak Tacr1/NK1 binding relative to cognate tachykinin activity.	No strong functional NKB-Tacr1 evidence or SCI context.
M24A-B001-EVID-056	M24A-E050	primary_research_paper	PMID:9276127; PMID:7688872	ligand_receptor_pharmacology	mouse comparator	Mouse native tissue and tachykinin receptor comparator systems	neurokinin B/Tac3 cross-reactivity	Native tissue agonism and antagonist pharmacology	ligand_receptor_activation	neurokinin B-Tacr2 weak cross-reactivity	low-medium	Primary tachykinin pharmacology	Neurokinin B showed weak/nonpreferred Tacr2/NK2 activity in comparator assays.	Receptor attribution is indirect and not SCI-specific.
M24A-B001-EVID-057	M24A-E051	primary_research_paper	PMID:1374246; PMID:7688872	ligand_receptor_pharmacology	human comparator	Cloned human NK3 and recombinant receptor systems	neurokinin B/Tac3 cognate pharmacology	High-affinity binding and receptor-effector activation	ligand_receptor_activation	neurokinin B-Tacr3 GPCR relay	high	Primary cloned-receptor tachykinin studies	Neurokinin B was the highest-potency/high-affinity ligand for Tacr3/NK3 in recombinant assays.	No NKB release or perturbation after SCI.
M24A-B001-EVID-058	M24A-E052	primary_research_paper	PMID:9276127; PMID:12573718; DOI:10.1016/S0306-4522(02)00748-0	binding_site_pharmacology	rat comparator	Rat brain autoradiography and mouse native tissue	neuropeptide gamma/Tacr1 pharmacology	Autoradiographic binding and native tissue assays	ligand_receptor_binding	neuropeptide gamma-Tacr1 binding branch	medium-low	Primary tachykinin binding studies	Neuropeptide gamma identified Tacr1/NK1-sensitive binding sites, with limited functional attribution.	Binding-site evidence is not direct SCI pathway activation.
M24A-B001-EVID-059	M24A-E053	primary_research_paper	PMID:9276127; PMID:12573718; DOI:10.1016/S0306-4522(02)00748-0	ligand_receptor_pharmacology	mouse;rat comparator	Mouse bladder/stomach and rat brain comparator systems	neuropeptide gamma/Tacr2 pharmacology	Native tissue contractility and receptor mapping	ligand_receptor_activation	neuropeptide gamma-Tacr2 relay	medium	Primary tachykinin pharmacology	Neuropeptide gamma produced Tacr2/NK2-type native tissue activity in comparator systems.	Receptor assignment is indirect and no SCI evidence was located.
M24A-B001-EVID-060	M24A-E054	primary_research_paper	PMID:30359406; PMCID:PMC6201908; PMID:18945947; PMCID:PMC2685299; PMID:25921821	receptor_and_function	rat;human;mouse comparator	Recombinant NK1 systems; rat SCI; spinal progenitor and autonomic models	substance P/Tac1-NK1 relay	Binding; calcium/cAMP; NK1 blockade; ERK/p38; bladder and progenitor assays	receptor_proximal_activation	substance P-Tacr1/ERK-p38 SCI-relevant relay	high	Primary tachykinin receptor and SCI studies	Substance P directly activated Tacr1/NK1; SCI studies linked endogenous SP/NK1 signaling to post-injury bladder reflexes and progenitor proliferation.	SCI causality is partly pharmacological; Tac1 precursor processing and peptide release remain explicit.
M24A-B001-EVID-061	M24A-E055	primary_research_paper	PMID:30359406; PMCID:PMC6201908; PMID:9276127	ligand_receptor_pharmacology	human;mouse comparator	Human recombinant NK2 and mouse native tissue	substance P/NK1-NK2 pharmacology	Binding; calcium/cAMP; native tissue assays	ligand_receptor_activation	substance P-Tacr2 GPCR relay	high molecular; low SCI relevance	Primary tachykinin receptor studies	Substance P activated Tacr2/NK2 in recombinant and native comparator pharmacology.	No direct SP-Tacr2 SCI evidence.
M24A-B001-EVID-062	M24A-E056	primary_research_paper	PMID:30359406; PMCID:PMC6201908	ligand_receptor_pharmacology	human comparator	Human recombinant NK3 receptor systems	substance P/Tacr3 cross-reactivity	Receptor binding and second-messenger assays	ligand_receptor_activation	substance P-Tacr3 weak GPCR cross-reactivity	medium	Primary tachykinin receptor study	Substance P showed lower-potency Tacr3/NK3 agonism in recombinant assays.	No SCI-specific receptor-function evidence.
M24A-B001-EVID-063	M24A-E057	primary_research_paper	PMID:18945947; PMCID:PMC2685299; DOI:10.1152/ajpregu.90653.2008; PMID:25921821; DOI:10.1016/j.spinee.2015.04.032	receptor_functional_output	rat;mouse	Rat SCI autonomic model and spinal neural-progenitor model	Tac1-derived SP processing and NK1-associated SCI program	SP measurement; NK1 antagonist; ERK/p38 and progenitor assays	downstream_pathway_or_cellular_function	Tac1-derived substance P to NK1-associated bladder/progenitor program	high	Primary SCI tachykinin-function studies	Tac1-derived SP was linked to NK1-dependent post-injury bladder plasticity and ERK/p38-associated progenitor proliferation.	This is a peptide-derived pathway/function record, not direct Tac1-protein binding.
M24A-B001-EVID-064	M24A-E058	primary_research_paper	PMID:7686104; PMID:8137876; PMID:8836630	pathway_context	rat comparator	Rat spinalized preparation and intrathecal tachykinin pharmacology	Tac1-derived NKA and NK2 spinal sensitization	Intrathecal NKA; NK2-selective antagonists; flexor-reflex assays	downstream_pathway_or_cellular_function	Tac1-derived NKA to Tacr2-associated spinal sensitization	medium	Primary spinal tachykinin pharmacology	Tac1-derived NKA activates NK2-associated spinal reflex pathways in comparator preparations.	No direct Tac1 release-to-Tacr2 SCI experiment; precursor processing is inferred from known peptide biology and kept explicit.
M24A-B001-EVID-065	M24A-E059	primary_research_paper	PMID:11062498; PMID:11786503; PMCID:PMC1573107; DOI:10.1038/80826; DOI:10.1038/sj.bjp.0704443	ligand_receptor_pharmacology	mouse;human comparator	Mouse Tac4/hemokinin-1 expression and human recombinant NK1 systems	Tac4-derived hemokinin-1-Tacr1 relay	Tac4 expression; recombinant binding and agonism	ligand_receptor_activation	Tac4-derived hemokinin-1-Tacr1 GPCR relay	high molecular; medium SCI relevance	Primary Tac4/hemokinin-1 studies	Tac4-derived hemokinin-1 directly activates Tacr1/NK1 in comparator systems and is expressed in hematopoietic contexts.	No SCI release or lesion-function study.
M24A-B001-EVID-066	M24A-E060	primary_research_paper	PMID:18204471; PMCID:PMC2437904; DOI:10.1038/sj.bjp.0707692; PMID:22673622; PMCID:PMC3468347	ligand_receptor_pharmacology	human comparator	Recombinant P2Y14 and differentiated HL-60/neutrophil systems	UDP-N-acetylglucosamine-P2Y14 pharmacology	cAMP, RhoA, chemotaxis, and receptor assays	ligand_receptor_activation	P2Y14-Gi/PI3K-RhoA branch	medium	Primary P2Y14 pharmacology	UDP-N-acetylglucosamine activated P2Y14 and Rho-associated signaling in comparator systems.	No SCI release or lesion-context evidence.
M24A-B001-EVID-067	M24A-E061	primary_research_paper	PMID:18204471; PMCID:PMC2437904; DOI:10.1038/sj.bjp.0707692; PMID:22673622; PMCID:PMC3468347	ligand_receptor_pharmacology	human comparator	Recombinant P2Y14 and differentiated HL-60/neutrophil systems	UDP-galactose-P2Y14 pharmacology	cAMP, RhoA/Rho-kinase, and chemotaxis assays	ligand_receptor_activation	P2Y14-Gi/RhoA-Rho-kinase branch	medium-high	Primary P2Y14 pharmacology	UDP-galactose activated P2Y14-associated Gi/Rho signaling with cell-state-dependent efficacy.	No endogenous SCI release evidence.
M24A-B001-EVID-068	M24A-E062	primary_research_paper	PMID:18204471; PMCID:PMC2437904; DOI:10.1038/sj.bjp.0707692; PMID:22673622; PMCID:PMC3468347; PMID:16820147	receptor_proximal_relay	human comparator	Recombinant P2Y14, human neutrophils, and human astrocytoma comparator	UDP-glucose-P2Y14 and PAR1-associated release context	cAMP, ERK, RhoA, cytoskeletal, chemotaxis, and UDP release assays	receptor_proximal_activation	P2Y14-Gi/ERK/RhoA chemotaxis branch	high molecular; medium SCI relevance	Primary P2Y14 and UDP-release studies	UDP-glucose activated P2Y14, ERK/RhoA, cytoskeletal remodeling, and chemotaxis; UDP release was shown after PAR1 stimulation in astrocytoma comparator cells.	Release evidence is not from injured spinal cord.
M24A-B001-EVID-069	M24A-E063	primary_research_paper	PMID:18204471; PMCID:PMC2437904; DOI:10.1038/sj.bjp.0707692; PMID:22673622; PMCID:PMC3468347	ligand_receptor_pharmacology	human comparator	Recombinant P2Y14 and differentiated HL-60/neutrophil systems	UDP-glucuronic-acid-P2Y14 pharmacology	cAMP, RhoA, and neutrophil assays	ligand_receptor_activation	P2Y14-Gi/Rho branch	medium	Primary P2Y14 pharmacology	UDP-glucuronic acid activated P2Y14/Rho signaling in recombinant and differentiated HL-60 systems with weak primary-neutrophil activity.	No SCI release evidence and efficacy depends on assay/cell state.
M24A-B001-EVID-070	M24A-E064	primary_research_paper	PMID:26966188; DOI:10.1242/jcs.183053	ligand_receptor_binding	human;mouse comparator	Human FPR1-expressing HEK293 cells and mouse neutrophils	FAM3D-FPR1 inflammatory pharmacology	Binding, internalization, calcium, ERK/p38, chemotaxis, and recruitment assays	ligand_receptor_activation	FAM3D-FPR1-Gi/beta-arrestin-ERK/p38 relay	high	Primary FAM3D-FPR study	FAM3D directly activated FPR1 and induced ERK/p38-associated neutrophil chemotaxis and recruitment.	No SCI expression, release, or perturbation study.
M24A-B001-EVID-071	M24A-E065	primary_research_paper	PMID:26966188; DOI:10.1242/jcs.183053	ligand_receptor_pharmacology	human;mouse comparator	Human FPR2-expressing cells and mouse neutrophils	FAM3D-FPR2 inflammatory pharmacology	Receptor expression, antagonist-sensitive ERK/p38, chemotaxis, and recruitment assays	ligand_receptor_activation	FAM3D-FPR2-Gi/beta-arrestin-ERK/p38 relay	high	Primary FAM3D-FPR study	FAM3D activated FPR2 and promoted antagonist-sensitive neutrophil signaling and recruitment.	No SCI expression, release, or perturbation study.
M24A-B001-EVID-072	M24A-E066	primary_research_paper	PMID:29138422; PMCID:PMC5686125; DOI:10.1038/s41598-017-15586-0	receptor_proximal_relay	mouse comparator	Mouse BMDMs and osteoclast cultures	TAFA5/FAM19A5-FPR2 migration/osteoclastogenesis relay	FPR2 antagonist WRW4, pertussis toxin, Fpr2 knockout, chemotaxis, ERK/Akt, and osteoclast assays	receptor_proximal_activation	FPR2-Gi-ERK/Akt migration and osteoclastogenesis branch	medium-high	Primary TAFA5/FAM19A5-FPR2 study	TAFA5/FAM19A5 activated an FPR2-dependent BMDM chemotaxis and ERK/Akt program and suppressed osteoclastogenesis.	No SCI evidence; other receptor contexts for FAM19A5 exist in other models.
M24A-B001-NE-016		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; CellChat:HC_C5AR1	no_evidence_boundary	unresolved	Queue target M24A-Q0012; Hc-to-C5aR1	Module 24A Batch 001 complement-fragment boundary	Hc identity and exact receptor assignment search	no_direct_molecular_edge	Hc-to-C5aR1 activation or relay	unresolved	Batch 001 bounded primary search	No qualifying molecular, receptor-proximal, pathway, or SCI functional evidence was validated for Hc-to-C5aR1.	The database token Hc is unresolved; do not substitute C5a or another complement fragment.
M24A-B001-EVID-073	M24A-E039	primary_research_paper	PMID:37852260; PMCID:PMC7615941; DOI:10.1016/j.cell.2023.09.020; PMID:31045582; PMCID:PMC6538362	receptor_proximal_relay	human;mouse	Recombinant C3aR1 systems and mouse contusive SCI	C3a-C3aR1 duplicate pharmacology/SCI seed	Structural/transducer assays; C3aR1 knockout and PTEN/CXCR2 assays	ligand_receptor_activation	C3a-C3aR1 cognate relay	high	Primary receptor structure and SCI studies	The duplicate GtoPdb C3a-C3aR1 seed maps to the validated cognate C3aR1 edge and SCI PTEN/CXCR2 relay.	No new edge created; purified structural evidence and SCI functional evidence remain separate layers.
M24A-B001-EVID-074	M24A-E040	primary_research_paper	PMID:2007135; PMID:25904802; PMCID:PMC6605214; DOI:10.1523/JNEUROSCI.5218-14.2015	receptor_proximal_relay	human;mouse	C5a receptor systems and mouse contusive SCI	C5a-C5aR1 duplicate pharmacology/SCI seed	C5a binding/signaling; C5aR1 knockout/antagonist and timing assays	ligand_receptor_activation	C5a-C5aR1 cognate phase-dependent relay	high	Primary C5a receptor and SCI studies	The duplicate GtoPdb C5a-C5aR1 seed maps to the validated cognate C5aR1 edge and phase-dependent SCI relay.	C5aR2-specific SCI contribution remains unresolved.
M24A-B001-EVID-075	M24A-E043	primary_research_paper	PMID:11062498; PMID:11786503; PMCID:PMC1573107	ligand_receptor_pharmacology	mouse;human comparator	Hemokinin-1/Tac4 expression and recombinant NK1 systems	duplicate hemokinin-1-Tacr1 seed	Recombinant binding and agonism; hematopoietic expression/function	ligand_receptor_activation	hemokinin-1-Tacr1 comparator relay	high	Primary tachykinin pharmacology	Duplicate GtoPdb hemokinin-1-Tacr1 seed maps to existing M24A-E043.	No SCI release or injury-context evidence.
M24A-B001-EVID-076	M24A-E044	primary_research_paper	PMID:11062498; PMID:11786503; PMCID:PMC1573107	ligand_receptor_pharmacology	human;rabbit;guinea-pig comparator	Recombinant NK2 and native comparator tissues	duplicate hemokinin-1-Tacr2 seed	Agonist concentration-response and tissue contractility	ligand_receptor_activation	hemokinin-1-Tacr2 weak comparator relay	medium	Primary tachykinin pharmacology	Duplicate GtoPdb hemokinin-1-Tacr2 seed maps to existing M24A-E044.	No endogenous SCI release or function.
