route_evidence_id	route_status	route_tier	path_expression	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	target_output_form_id	output_node_id	output_label	output_form_id	bridge_id	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_queue_id	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	source_chain_id	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope
ROUTE:05746	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE06006	JAG1/Jagged1	M21B-E005489	NODE11676	VASN/vasorin															JAG1-VASN-surface-interactome-binding	ligand_receptor_edge		M21B-EVID-005432			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human recombinant JAG1 and VASN ectodomain surface-interactome screen; orthogonal receptor-transfected human-cell binding and SPR validation; human lymph-node spatial transcriptomics and smFISH show bordering JAG1/VASN expression.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05747	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE06014	JAG2/Jagged2	M21B-E005490	NODE11676	VASN/vasorin															JAG2-VASN-surface-interactome-binding	ligand_receptor_edge		M21B-EVID-005433			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human recombinant JAG2 and VASN ectodomain surface-interactome screen; orthogonal receptor-transfected human-cell binding and SPR validation.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05748	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE05270	IL-6Rα/IL6R	M21B-E005491	NODE01840	CD248															IL6R-CD248-surface-interactome-binding	ligand_receptor_edge		M21B-EVID-005434			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human recombinant IL6R and CD248 ectodomain screen with receptor-transfected cell-binding and SPR validation.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05749	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE03265	EPHA4	M21B-E005492	NODE03100	EFNB1/ephrin-B1															EPHA4-EFNB1-surface-interactome-binding	ligand_receptor_edge		M21B-EVID-005435			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human recombinant EPHA4 and EFNB1 ectodomain screen with receptor-transfected cell-binding and SPR validation.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05750	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE03546	FCER2/CD23	M21B-E005493	NODE03667	FGFR2															FCER2-FGFR2-surface-interactome-binding	ligand_receptor_edge		M21B-EVID-005436			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human recombinant FCER2/CD23 and FGFR2 ectodomain screen with receptor-transfected cell-binding and SPR validation.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05751	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01870	CD320	M21B-E005494	NODE06040	JAML/AMICA1															CD320-AMICA1-JAML-surface-interactome-binding	ligand_receptor_edge		M21B-EVID-005437			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human recombinant CD320 and AMICA1/JAML ectodomain screen with receptor-transfected cell-binding and SPR validation; recombinant-protein leukocyte phenotyping implicated adhesion/NK-cell context.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05752	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE06870	MCAM/CD146	M21B-E005495	NODE02293	CNTN1/contactin-1															MCAM-CNTN1-surface-interactome-binding	ligand_receptor_edge		M21B-EVID-005438			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human recombinant MCAM/CD146 and CNTN1/contactin-1 ectodomain screen with receptor-transfected cell-binding and SPR validation.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05753	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE03256	EPHA2	M21B-E005496	NODE03100	EFNB1/ephrin-B1															EPHA2-EFNB1-surface-interactome-binding	ligand_receptor_edge		M21B-EVID-005439			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human recombinant EPHA2 and EFNB1/ephrin-B1 ectodomain screen with receptor-transfected cell-binding and SPR validation.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05754	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE06125	KIR2DL5A	M21B-E005497	NODE09553	PVR/CD155															KIR2DL5A-PVR-surface-interactome-binding	ligand_receptor_edge		M21B-EVID-005440			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human recombinant KIR2DL5A and PVR/CD155 ectodomain screen with receptor-transfected cell-binding and SPR validation; human NK-cell receptor context.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05755	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE10207	SEMA4D	M21B-E005499	NODE09149	PLXNB3															SEMA4D-PLXNB3-surface-interactome-binding	ligand_receptor_edge		M21B-EVID-005442			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human recombinant SEMA4D and PLXNB3 ectodomain screen with receptor-transfected cell-binding and SPR validation.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05756	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE11328	TNR21/DR6	M21B-E005500	NODE08984	PI16															TNR21-PI16-surface-interactome-binding	ligand_receptor_edge		M21B-EVID-005443			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human recombinant TNR21/DR6 and PI16 ectodomain screen with receptor-transfected cell-binding and SPR validation.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05757	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08543	OLR1/LOX1	M21B-E005501	NODE10417	SLITRK4															OLR1-SLITRK4-surface-interactome-binding	ligand_receptor_edge		M21B-EVID-005444			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human recombinant OLR1/LOX1 and SLITRK4 ectodomain screen with receptor-transfected cell-binding and SPR validation; recombinant-protein leukocyte phenotyping implicated interaction-modulation context.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05758	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE09025	PIGR	M21B-E005502	NODE00636	APLP2/amyloid beta precursor-like protein 2															PIGR-APLP2-surface-interactome-binding	ligand_receptor_edge		M21B-EVID-005445			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human recombinant PIGR and APLP2 ectodomain screen with receptor-transfected cell-binding and SPR validation.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05759	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE03678	FGFR4	M21B-E005503	NODE11026	TGFBR3/betaglycan															FGFR4-TGFBR3-surface-interactome-binding	ligand_receptor_edge		M21B-EVID-005446			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human recombinant FGFR4 and TGFBR3/betaglycan ectodomain screen with receptor-transfected cell-binding and SPR validation.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05760	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE05007	IFNGR1	M21B-E005504	NODE01981	CD93															IFNGR1-CD93-surface-interactome-binding	ligand_receptor_edge		M21B-EVID-005447			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human recombinant IFNGR1 and CD93 ectodomain screen with receptor-transfected cell-binding and SPR validation.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05761	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE02118	CHL1/Close homolog of L1	M21B-E005505	NODE06196	L1CAM/L1															CHL1-L1CAM-surface-interactome-binding	ligand_receptor_edge		M21B-EVID-005448			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human recombinant CHL1 and L1CAM ectodomain screen with receptor-transfected cell-binding and SPR validation.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05762	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE00636	APLP2/amyloid beta precursor-like protein 2	M21B-E005506	NODE09142	PLXNA4/Plexin-A4															APLP2-PLXNA4-surface-interactome-binding	ligand_receptor_edge		M21B-EVID-005449			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human recombinant APLP2 and PLXNA4/Plexin-A4 ectodomain screen with receptor-transfected cell-binding and SPR validation.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05763	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE00720	APP/amyloid precursor protein	M21B-E005507	NODE09142	PLXNA4/Plexin-A4															APP-PLXNA4-surface-interactome-binding	ligand_receptor_edge		M21B-EVID-005450			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human recombinant APP and PLXNA4/Plexin-A4 ectodomain screen with receptor-transfected cell-binding and SPR validation.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05764	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01965	CD80/B7-1	M21B-E005508	NODE11302	TNFRSF16/p75NTR															CD80-TNFRSF16-surface-interactome-binding	ligand_receptor_edge		M21B-EVID-005451			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human recombinant CD80/B7-1 and TNFRSF16/p75NTR ectodomain screen with receptor-transfected cell-binding and SPR validation.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05765	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE03678	FGFR4	M21B-E005509	NODE10124	SDC2/syndecan-2															FGFR4-SDC2-surface-interactome-binding	ligand_receptor_edge		M21B-EVID-005452			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human recombinant FGFR4 and SDC2/syndecan-2 ectodomain screen with receptor-transfected cell-binding and SPR validation.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05766	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE03546	FCER2/CD23	M21B-E005510	NODE02019	CDH2/N-cadherin															FCER2-CDH2-surface-interactome-binding	ligand_receptor_edge		M21B-EVID-005453			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human recombinant FCER2/CD23 and CDH2/N-cadherin ectodomain screen with receptor-transfected cell-binding and SPR validation.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05767	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE03765	FNDC4/sFNDC4	M21B-E005512	NODE00281	ADGRF5/GPR116															FNDC4-ADGRF5-adipose-insulin-sensitization	ligand_receptor_edge		M21B-EVID-005455			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human; mouse	Recombinant human Fc-sFNDC4; HEK293T/HEK293A GPR116 overexpression and mock controls; NIH3T3 lysate pull-down and extracellular-antibody competition; mouse primary SVF preadipocytes with Gpr116 gene-dose controls; adipocyte-specific Gpr116 knockout and prediabetic mouse rescue with insulin-signaling, glucose-uptake and glucose-tolerance readouts.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	activating	direct_edge
ROUTE:05768	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE10958	TENM3/Teneurin-3	M21B-E005513	NODE00292	ADGRL2/Latrophilin-2															TENM3-ADGRL2-hippocampal-repulsion	ligand_receptor_edge		M21B-EVID-005456			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	mouse	Mouse hippocampal CA1/subiculum networks; complementary Tenm3/Lphn2 expression and gain/loss perturbations; K562 heterologous cell-aggregation assays; Latrophilin-2 lectin-domain deletion that abolishes Teneurin binding; axon-avoidance and circuit-assembly readouts.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05769	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE11801	Vstat120/BAI1 N-terminal TSRs	M21B-E005514	NODE05914	ITGAV:ITGB5 alphaVbeta5 integrin															BAI1-TSR-alphaVbeta5-antiangiogenic-function	ligand_receptor_edge		M21B-EVID-005457			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human HUVECs and U343 glioma-conditioned medium; secreted BAI1 extracellular cleavage products and purified BAI1 thrombospondin-repeat fragment; alphaV-integrin blockade; alphaVbeta5-transfected HEK293 susceptibility and BAI1-TSR binding/colocalization, with alphaVbeta3 negative comparison.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	inhibitory	direct_edge
ROUTE:05770	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE11078	THY1/CD90	M21B-E005515	NODE00279	ADGRE5/CD97															THY1-CD97-activated-endothelial-adhesion	ligand_receptor_edge		M21B-EVID-005458			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human PMNCs and CD97-expressing cell lines; activated human dermal endothelial cells, Thy-1-positive CHO cells, immobilized Thy-1 protein and soluble CD97 binding/adhesion assays; psoriasis-lesion colocalization context.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05771	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE05393	IL1RAPL1	M21B-E005516	NODE09531	PTPRS/PTPσ															IL1RAPL1-PTPRS-cell-surface-binding	ligand_receptor_edge		M21B-EVID-005459			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human recombinant IL1RAPL1 and PTPRS extracellular proteins; cell-surface IgSF interaction screen, affinity measurements and SPR validation of the IL1RAPL1-PTPRS pair; synaptic-adhesion interpretation remains splice/context dependent.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05772	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE02046	CEACAM4	M21B-E005517	NODE03753	FLT4/VEGFR3															CEACAM4-FLT4-surface-interactome-binding	ligand_receptor_edge		M21B-EVID-005460			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human recombinant CEACAM4 and FLT4/VEGFR3 ectodomains; SAVEXIS screen, receptor-transfected human-cell binding and SPR validation, with leukocyte expression/spatial context.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05773	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE02046	CEACAM4	M21B-E005518	NODE08821	PDCD1LG2/PD-L2															CEACAM4-PDCD1LG2-surface-interactome-binding	ligand_receptor_edge		M21B-EVID-005461			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human recombinant CEACAM4 and PDCD1LG2/PD-L2 ectodomains; SAVEXIS screen, receptor-transfected human-cell binding and SPR validation, with immune-cell expression context.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05774	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE02041	CEACAM1	M21B-E005519	NODE08816	PDCD1/PD-1															CEACAM1-PDCD1-surface-interactome-binding	ligand_receptor_edge		M21B-EVID-005462			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human recombinant CEACAM1 and PDCD1/PD-1 ectodomains; SAVEXIS screen, receptor-transfected human-cell binding and SPR validation, with immune-cell expression context.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05775	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08617	OSTN/osteocrin	M21B-E005520	NODE09535	PTPRU/PCP-2															OSTN-PTPRU-RPTP-deorphanization	ligand_receptor_edge		M21B-EVID-005463			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human OSTN and PTPRU ectodomains; CRISPRa enrichment screen, RPTP-family SPR panel and affinity analysis.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05776	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE03496	FAM19A2/TAFA2	M21B-E005521	NODE06132	KIR3DL1															TAFA2-KIR3DL1-D0-domain-binding	ligand_receptor_edge		M21B-EVID-005464			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human TAFA2 and KIR3DL1 ectodomains; CRISPRa enrichment, SPR, NKL/K562 full-length KIR cell-binding assays and KIR-family comparison.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05777	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE09473	PTN/pleiotrophin	M21B-E005522	NODE09815	RNF167															PTN-RNF167-surface-deorphanization	ligand_receptor_edge		M21B-EVID-005465			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human PTN and RNF167 ectodomains; CRISPRa shared-hit analysis and orthogonal SPR with RNF128 and unrelated-receptor controls.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05778	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE06894	MDK/midkine	M21B-E005523	NODE09815	RNF167															MDK-RNF167-surface-deorphanization	ligand_receptor_edge		M21B-EVID-005466			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human MDK and RNF167 ectodomains; CRISPRa shared-hit analysis and SPR validation with related-receptor and unrelated-receptor controls.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05779	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE03496	FAM19A2/TAFA2	M21B-E005524	NODE09815	RNF167															TAFA2-RNF167-surface-deorphanization	ligand_receptor_edge		M21B-EVID-005467			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human TAFA2 and RNF167 ectodomains; CRISPRa shared-hit analysis and SPR validation with RNF128 and unrelated-receptor controls.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05780	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE03499	FAM19A5/TAFA5	M21B-E005525	NODE09815	RNF167															TAFA5-RNF167-surface-deorphanization	ligand_receptor_edge		M21B-EVID-005468			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human TAFA5 and RNF167 ectodomains; CRISPRa shared-hit analysis and SPR validation with RNF128 and unrelated-receptor controls.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:05781	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE09473	PTN/pleiotrophin	M21B-E005526	NODE09848	ROR1															PTN-ROR1-FZD-domain-binding	ligand_receptor_edge		M21B-EVID-005469			graph_edge_linked	not_asserted	evidence_route_not_causal		mechanism_evidence_v1	supports	not_evaluated	explicit_exported_edge	unknown	human	Human PTN and ROR1 ectodomains; shared-hit CRISPRa screen, SPR binding and MDK negative comparison.	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
