boundary_id	source_a_evidence_id	source_a_edge_ids	boundary_type	source_locator	species_support	source_scope	summary	limitations
M20B-BOUNDARY-003479	M20A-EXT-1704	M20B-E003479	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003480	M20A-EXT-1705	M20B-E003480	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence. Hold-low expansion verdict=hold_low; retained low pending curator approval.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003481	M20A-EXT-1706	M20B-E003481	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003483	M20A-EXT-1708	M20B-E003483	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003484	M20A-EXT-1709	M20B-E003484	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003485	M20A-EXT-1710	M20B-E003485	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003486	M20A-EXT-1711	M20B-E003486	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003487	M20A-EXT-1712	M20B-E003487	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003488	M20A-EXT-1713	M20B-E003488	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003489	M20A-EXT-1714	M20B-E003489	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003490	M20A-EXT-1715	M20B-E003490	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003491	M20A-EXT-1716	M20B-E003491	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003492	M20A-EXT-1717	M20B-E003492	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003493	M20A-EXT-1718	M20B-E003493	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003494	M20A-EXT-1719	M20B-E003494	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003495	M20A-EXT-1720	M20B-E003495	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003497	M20A-EXT-1722	M20B-E003497	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003498	M20A-EXT-1723	M20B-E003498	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003499	M20A-EXT-1724	M20B-E003499	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003500	M20A-EXT-1725	M20B-E003500	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003501	M20A-EXT-1726	M20B-E003501	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003502	M20A-EXT-1727	M20B-E003502	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003503	M20A-EXT-1728	M20B-E003503	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003504	M20A-EXT-1729	M20B-E003504	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003505	M20A-EXT-1730	M20B-E003505	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003507	M20A-EXT-1732	M20B-E003507	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003508	M20A-EXT-1733	M20B-E003508	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003509	M20A-EXT-1734	M20B-E003509	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003510	M20A-EXT-1735	M20B-E003510	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003511	M20A-EXT-1736	M20B-E003511	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003512	M20A-EXT-1737	M20B-E003512	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003513	M20A-EXT-1738	M20B-E003513	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003514	M20A-EXT-1739	M20B-E003514	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003518	M20A-EXT-1743	M20B-E003518	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003519	M20A-EXT-1744	M20B-E003519	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003520	M20A-EXT-1745	M20B-E003520	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003528	M20A-EXT-1753	M20B-E003528	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003531	M20A-EXT-1756	M20B-E003531	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003536	M20A-EXT-1761	M20B-E003536	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003537	M20A-EXT-1762	M20B-E003537	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003538	M20A-EXT-1763	M20B-E003538	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003539	M20A-EXT-1764	M20B-E003539	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003544	M20A-EXT-1769	M20B-E003544	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003546	M20A-EXT-1771	M20B-E003546	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003547	M20A-EXT-1772	M20B-E003547	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003548	M20A-EXT-1773	M20B-E003548	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003549	M20A-EXT-1774	M20B-E003549	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003550	M20A-EXT-1775	M20B-E003550	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003551	M20A-EXT-1776	M20B-E003551	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003559	M20A-EXT-1784	M20B-E003559	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003572	M20A-EXT-1797	M20B-E003572	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003573	M20A-EXT-1798	M20B-E003573	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003574	M20A-EXT-1799	M20B-E003574	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Parallel worker packet retained the database candidate as biologically plausible, but did not provide enough pair-specific evidence for medium confidence.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003576	M20A-EXT-1801	M20B-E003576	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003577	M20A-EXT-1802	M20B-E003577	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003578	M20A-EXT-1803	M20B-E003578	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003580	M20A-EXT-1805	M20B-E003580	no_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003583	M20A-EXT-1808	M20B-E003583	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003584	M20A-EXT-1809	M20B-E003584	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003585	M20A-EXT-1810	M20B-E003585	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003586	M20A-EXT-1811	M20B-E003586	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003588	M20A-EXT-1813	M20B-E003588	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added. Independent non-LR audit confirmed invalid LR notation: GHRH binds GHRHR; GHSR is the ghrelin receptor, and VIPR1/VIPR2 are VPAC1/VPAC2 receptors for VIP/PACAP.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003589	M20A-EXT-1814	M20B-E003589	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003590	M20A-EXT-1815	M20B-E003590	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003591	M20A-EXT-1816	M20B-E003591	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003592	M20A-EXT-1817	M20B-E003592	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003593	M20A-EXT-1818	M20B-E003593	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003594	M20A-EXT-1819	M20B-E003594	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003595	M20A-EXT-1820	M20B-E003595	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added. Independent non-LR audit confirmed invalid LR notation: GHRH binds GHRHR; GHSR is the ghrelin receptor, and VIPR1/VIPR2 are VPAC1/VPAC2 receptors for VIP/PACAP.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003596	M20A-EXT-1821	M20B-E003596	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added. Independent non-LR audit confirmed invalid LR notation: GHRH binds GHRHR; GHSR is the ghrelin receptor, and VIPR1/VIPR2 are VPAC1/VPAC2 receptors for VIP/PACAP.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003597	M20A-EXT-1822	M20B-E003597	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003599	M20A-EXT-1824	M20B-E003599	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003600	M20A-EXT-1825	M20B-E003600	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003601	M20A-EXT-1826	M20B-E003601	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003602	M20A-EXT-1827	M20B-E003602	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003603	M20A-EXT-1828	M20B-E003603	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003604	M20A-EXT-1829	M20B-E003604	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003605	M20A-EXT-1830	M20B-E003605	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003606	M20A-EXT-1831	M20B-E003606	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-003607	M20A-EXT-1832	M20B-E003607	non_ligand_receptor	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	LIANA mouse consensus lists the pair, but no pair-specific audited primary packet was available for this closure pass. Assign low until an exact primary evidence packet is added.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
