external_regulon_id	external_record_key	target_normalized_symbol	target_normalized_symbol_key	membership_basis	regulatory_effect	membership_status	confidence_tier	export_priority
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011558:b421655f957c	GSN	gsn	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011559:075b877a42c1	GTF2IRD1	gtf2ird1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011560:941bd57b07cb	HIVEP2	hivep2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011561:f3b73a91164a	HLF	hlf	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011562:66fc9df2ce82	HPCAL1	hpcal1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011563:7fa0eb7b318b	HSD17B2	hsd17b2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011564:c5ae10410b76	IGF2BP3	igf2bp3	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011565:e41f38bb946f	IL1RAP	il1rap	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011566:1e992414159d	INSR	insr	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011567:df474c937462	IQGAP2	iqgap2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011568:7007dd1558f9	ITGB5	itgb5	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011569:cc4dc007c38b	ITPR1	itpr1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011570:dd4482031a36	ITPR2	itpr2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011571:458cca2f27f6	KALRN	kalrn	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011572:5b6c26cd0851	KAZN	kazn	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011573:3ef2a4af8583	KCNMA1	kcnma1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011574:797dd96eb01b	KHDRBS3	khdrbs3	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011575:a48ce9859b9f	KIAA1217	kiaa1217	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011576:c520c9d27d67	KSR1	ksr1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011577:efb803222d58	LAMA5	lama5	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011578:30fe64b2d63d	LARGE1	large1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011579:46dca1335995	LEKR1	lekr1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011580:04d3c9e6d1ac	LGALS2	lgals2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011581:8bfe67c17c0a	LHFPL2	lhfpl2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011582:76649cd777db	LHPP	lhpp	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011583:8a7f9a8ce18d	LINC00299	linc00299	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011584:d82d5139d27d	LMNA	lmna	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011585:30d09d07188a	LMO7	lmo7	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011586:a5d74e5e4677	LPP	lpp	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011587:8ce52c1b4cc8	LRIG1	lrig1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011588:14a800007915	LRP5	lrp5	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011589:804c5d82cb85	LRRC8D	lrrc8d	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011590:12f3885a44bc	LRRFIP1	lrrfip1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011591:d3a254874b69	LSM4	lsm4	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011592:ae85cb171039	MACF1	macf1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011593:0d19ad6b13c6	MACF1	macf1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011594:edb459b19a06	MAD1L1	mad1l1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011595:fe89e2e3e8c7	MAGI1	magi1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011596:3699ab076395	MAML2	maml2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011597:95d955472743	MAP4K4	map4k4	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011598:957f091aebf4	MARK2	mark2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011599:bc3559b89e2a	MAST4	mast4	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011600:350a9f915e08	MBNL2	mbnl2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011601:2c69c9438d2f	MBNL3	mbnl3	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011602:9bfaa3588e6f	MCF2L	mcf2l	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011603:cb9b37507eae	ME3	me3	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011604:8c8052b35dcf	TMT1B	tmt1b	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011605:30bfd8c51fe2	MGRN1	mgrn1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011606:70158ce29ab6	MICAL2	mical2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011607:7aaf7fdc8156	MICAL3	mical3	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011608:b14ad8fd28ab	MIDEAS	mideas	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011609:f74ff14c841c	MIDN	midn	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011610:c2ed9fb3db0c	MOGAT2	mogat2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011611:51652be6f074	MSI2	msi2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011612:088dc51d93c4	MTARC2	mtarc2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011613:9494255e9b79	MTMR12	mtmr12	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011614:029eb8f11f6b	MTSS1	mtss1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011615:a4aec80c238d	MTUS1	mtus1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011616:b0d25c75f11b	MUC13	muc13	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011617:416d95d4c766	MVK	mvk	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011618:49a1b553f185	MYBPC1	mybpc1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011619:453044169250	MYH9	myh9	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011620:5418464112e4	MYLK	mylk	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011621:46c5c411d5c6	MYO18A	myo18a	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011622:c90678c8547a	MYO18A	myo18a	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011623:79f5d1577694	MYO1B	myo1b	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011624:19c6a1392bb2	MYOM1	myom1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011625:eac550e54a87	N4BP1	n4bp1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011626:38314559050b	NAV2	nav2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011627:d79c5d6f92e6	NCOA4	ncoa4	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011628:c7b667f790b1	NDST1	ndst1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011629:341d0c384ce1	NDUFAF6	ndufaf6	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011630:0e5e9501e51e	NEDD4L	nedd4l	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011631:15a9689b5716	NEK6	nek6	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011632:fc7755c563c3	NFASC	nfasc	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011633:5b13d764898e	NFIA	nfia	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011634:59b6b72bd510	NFIB	nfib	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011635:995553cb688e	NFKBIZ	nfkbiz	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011636:897f54cec0df	NHSL1	nhsl1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011637:8b0bf03adc4e	NOL4L	nol4l	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011638:e16c58312e69	NPAS2	npas2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011639:8542ddf42096	NR2F6	nr2f6	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011640:427558fb5723	NRP1	nrp1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011641:2f06d34070d7	NUP210	nup210	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011642:2f4f13cb12aa	OSBPL10	osbpl10	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011643:e2b9f903b13e	OSBPL3	osbpl3	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011644:d373cdaea066	PACSIN2	pacsin2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011645:4c9183e687a2	PALM2AKAP2	palm2akap2	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011646:e8b6edee5450	PCBP1	pcbp1	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011647:c5f8045f50be	PCSK6	pcsk6	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011648:7f6556f9c55c	PDE4D	pde4d	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011649:de622f12485d	PDE8A	pde8a	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011650:bc98fa752923	PDLIM5	pdlim5	inferred_regulatory	unknown	candidate	uncertain	exclude
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|hnf4a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:011651:88c70246994d	PEMT	pemt	inferred_regulatory	unknown	candidate	uncertain	exclude
