mapping_id	source_registry	source_version	species_context	identity_role	source_symbol	normalized_symbol	normalized_symbol_key	identity_decision	identity_reason	mscidblit_entity_id	frozen_entity_match_status	frozen_canonical_name	frozen_gene_symbol	frozen_organism_scope	frozen_tf_role_present	frozen_target_role_present
3109	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	NUP98	NUP98	nup98	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3110	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	NUPR1	NUPR1	nupr1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3111	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	NUSAP1	NUSAP1	nusap1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3112	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	NXN	NXN	nxn	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3113	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	NXPH1	NXPH1	nxph1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	12913	mapped_unique	Nxph1	Nxph1	\N	f	f
3114	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	NXT1	NXT1	nxt1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3115	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OAS1	OAS1	oas1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3116	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OAS2	OAS2	oas2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3117	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OAS3	OAS3	oas3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3118	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OASL	OASL	oasl	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3119	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OAT	OAT	oat	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3120	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OAZ1	OAZ1	oaz1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3121	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OBSCN	OBSCN	obscn	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3122	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OCA2	OCA2	oca2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3123	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ODC1	ODC1	odc1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3124	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ODF2	ODF2	odf2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3125	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OFCC1	OFCC1	ofcc1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3126	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OGDH	OGDH	ogdh	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3127	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OGFR	OGFR	ogfr	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3128	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OGG1	OGG1	ogg1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3129	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OGN	OGN	ogn	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3130	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OIP5	OIP5	oip5	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3131	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OLA1	OLA1	ola1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3132	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OLFM2	OLFM2	olfm2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3133	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OLFM3	OLFM3	olfm3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3134	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ONECUT1	ONECUT1	onecut1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3135	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OPCML	OPCML	opcml	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3136	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OPRM1	OPRM1	oprm1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3137	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OPTN	OPTN	optn	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3138	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ORC1	ORC1	orc1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3139	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ORC3	ORC3	orc3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3140	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ORC6	ORC6	orc6	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3141	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ORM1	ORM1	orm1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3142	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ORM2	ORM2	orm2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3143	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OSBP2	OSBP2	osbp2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3144	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OSBPL10	OSBPL10	osbpl10	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3145	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OSBPL3	OSBPL3	osbpl3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3146	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OSBPL5	OSBPL5	osbpl5	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3147	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OSBPL6	OSBPL6	osbpl6	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3148	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OSBPL8	OSBPL8	osbpl8	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3149	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OSBPL9	OSBPL9	osbpl9	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3150	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OSM	OSM	osm	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	12925	mapped_unique	Osm	Osm	\N	f	f
3151	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OSR1	OSR1	osr1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3152	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OSR2	OSR2	osr2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3153	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OTOF	OTOF	otof	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3154	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OTUD5	OTUD5	otud5	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3155	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OTUD7B	OTUD7B	otud7b	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3156	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OTX1	OTX1	otx1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3157	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OXT	OXT	oxt	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	12927	mapped_unique	Oxt	Oxt	\N	f	f
3158	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	OXTR	OXTR	oxtr	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	12928	mapped_unique	Oxtr	Oxtr	\N	f	f
3159	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	P2RX6	P2RX6	p2rx6	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3160	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	P2RY10	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3161	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	P2RY6	P2RY6	p2ry6	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3162	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	P3H2	P3H2	p3h2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3163	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	P3H3	P3H3	p3h3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3164	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	P4HA1	P4HA1	p4ha1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3165	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	P4HA2	P4HA2	p4ha2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3166	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PABPC1	PABPC1	pabpc1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3167	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PACRG	PACRG	pacrg	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3168	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PACS1	PACS1	pacs1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3169	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PACS2	PACS2	pacs2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3170	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PACSIN1	PACSIN1	pacsin1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3171	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PACSIN2	PACSIN2	pacsin2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3172	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PADI1	PADI1	padi1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3173	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PADI2	PADI2	padi2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3174	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PADI3	PADI3	padi3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3175	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PAG1	PAG1	pag1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3176	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PAGE4	PAGE4	page4	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3177	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PAH	PAH	pah	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3178	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PAICS	PAICS	paics	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3179	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PAK4	PAK4	pak4	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3180	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PALD1	PALD1	pald1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3181	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PALLD	PALLD	palld	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3182	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PALM2AKAP2	PALM2AKAP2	palm2akap2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3183	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PAM	PAM	pam	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3184	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PANK1	PANK1	pank1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3185	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PANK2	PANK2	pank2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3186	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PAPPA	PAPPA	pappa	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3187	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PAPPA2	PAPPA2	pappa2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3188	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PAPSS1	PAPSS1	papss1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3189	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PARD3	PARD3	pard3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3190	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PARD3B	PARD3B	pard3b	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3191	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PARD6B	PARD6B	pard6b	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3192	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PARG	PARG	parg	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3193	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PARK7	PARK7	park7	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3194	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PARP1	PARP1	parp1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3195	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PARP10	PARP10	parp10	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3196	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PARP14	PARP14	parp14	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3197	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PARP9	PARP9	parp9	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3198	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PARVA	PARVA	parva	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3199	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PARVB	PARVB	parvb	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3200	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PATZ1	PATZ1	patz1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3201	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PAWR	PAWR	pawr	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3202	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PAX2	PAX2	pax2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3203	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PAX5	PAX5	pax5	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3204	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PAX6	PAX6	pax6	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3205	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PAX7	PAX7	pax7	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3206	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PAXX	PAXX	paxx	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3207	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PBDC1	PBDC1	pbdc1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3208	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PBK	PBK	pbk	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3209	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PBX1	PBX1	pbx1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3210	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PBX3	PBX3	pbx3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3211	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PBXIP1	PBXIP1	pbxip1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3212	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PC	PC	pc	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3213	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PCBD2	PCBD2	pcbd2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3214	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PCBP1	PCBP1	pcbp1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3215	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PCBP2	PCBP2	pcbp2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3216	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PCBP3	PCBP3	pcbp3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3217	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PCBP4	PCBP4	pcbp4	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3218	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PCCA	PCCA	pcca	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3219	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PCDH1	PCDH1	pcdh1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3220	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PCDH15	PCDH15	pcdh15	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3221	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PCDH9	PCDH9	pcdh9	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3222	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PCK1	PCK1	pck1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3223	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PCK2	PCK2	pck2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3224	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PCLAF	PCLAF	pclaf	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3225	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PCLO	PCLO	pclo	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
3226	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	PCNA	PCNA	pcna	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	absent_from_frozen_graph	\N	\N	\N	f	f
