verification_id	external_record_key	priority_tf_symbol	species_context	target_normalized_symbol	verification_scope	reference_pmid	reference_locator	reference_title	verification_status	evidence_class	verified_effect	cell_type_context	compartment_context	stimulus_context	confidence_tier	limitations	notes
RECORD:TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004197	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004197	MYC	human	HLA-C	tf_target_record	8206526	https://pubmed.ncbi.nlm.nih.gov/8206526/	Transcriptional suppression of HLA-B expression by c-Myc is mediated through the core promoter elements.	primary_reference_verified	direct_binding	repressing_target	human melanoma cell line and c-MYC transfectants	nucleus	c-MYC overexpression	medium	The selected paper is a human HLA-B promoter study; it does not validate all MYC rows or mouse ortholog effects.	The paper reports c-MYC-dependent suppression of HLA-B transcription through core promoter elements. This is a useful direction-conflict check against TRRUST rows that label HLA targets as activating.
RECORD:TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004198	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004198	MYC	human	HLA-E	tf_target_record	8206526	https://pubmed.ncbi.nlm.nih.gov/8206526/	Transcriptional suppression of HLA-B expression by c-Myc is mediated through the core promoter elements.	primary_reference_verified	direct_binding	repressing_target	human melanoma cell line and c-MYC transfectants	nucleus	c-MYC overexpression	medium	The selected paper is a human HLA-B promoter study; it does not validate all MYC rows or mouse ortholog effects.	The paper reports c-MYC-dependent suppression of HLA-B transcription through core promoter elements. This is a useful direction-conflict check against TRRUST rows that label HLA targets as activating.
RECORD:TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004199	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004199	MYC	human	HLA-F	tf_target_record	8206526	https://pubmed.ncbi.nlm.nih.gov/8206526/	Transcriptional suppression of HLA-B expression by c-Myc is mediated through the core promoter elements.	primary_reference_verified	direct_binding	repressing_target	human melanoma cell line and c-MYC transfectants	nucleus	c-MYC overexpression	medium	The selected paper is a human HLA-B promoter study; it does not validate all MYC rows or mouse ortholog effects.	The paper reports c-MYC-dependent suppression of HLA-B transcription through core promoter elements. This is a useful direction-conflict check against TRRUST rows that label HLA targets as activating.
RECORD:TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004200	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004200	MYC	human	HLA-G	tf_target_record	8206526	https://pubmed.ncbi.nlm.nih.gov/8206526/	Transcriptional suppression of HLA-B expression by c-Myc is mediated through the core promoter elements.	primary_reference_verified	direct_binding	repressing_target	human melanoma cell line and c-MYC transfectants	nucleus	c-MYC overexpression	medium	The selected paper is a human HLA-B promoter study; it does not validate all MYC rows or mouse ortholog effects.	The paper reports c-MYC-dependent suppression of HLA-B transcription through core promoter elements. This is a useful direction-conflict check against TRRUST rows that label HLA targets as activating.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004331:227a65f9dcc3	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004331:227a65f9dcc3	MYC	human	HLA-F	tf_target_record	8206526	https://pubmed.ncbi.nlm.nih.gov/8206526/	Transcriptional suppression of HLA-B expression by c-Myc is mediated through the core promoter elements.	primary_reference_verified	direct_binding	repressing_target	human melanoma cell line and c-MYC transfectants	nucleus	c-MYC overexpression	medium	The selected paper is a human HLA-B promoter study; it does not validate all MYC rows or mouse ortholog effects.	The paper reports c-MYC-dependent suppression of HLA-B transcription through core promoter elements. This is a useful direction-conflict check against TRRUST rows that label HLA targets as activating.
TF_IDENTITY:MYC:mouse	\N	MYC	mouse	\N	tf_identity	8206526	https://pubmed.ncbi.nlm.nih.gov/8206526/	Transcriptional suppression of HLA-B expression by c-Myc is mediated through the core promoter elements.	context_limited_reference	direct_binding	repressing_target	human melanoma cell line and c-MYC transfectants	nucleus	c-MYC overexpression	medium	The selected paper is a human HLA-B promoter study; it does not validate all MYC rows or mouse ortholog effects.	The paper reports c-MYC-dependent suppression of HLA-B transcription through core promoter elements. This is a useful direction-conflict check against TRRUST rows that label HLA targets as activating.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:004244:a3c2c14222e5	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:004244:a3c2c14222e5	MYC	mouse	\N	tf_target_record	8206526	https://pubmed.ncbi.nlm.nih.gov/8206526/	Transcriptional suppression of HLA-B expression by c-Myc is mediated through the core promoter elements.	context_limited_reference	direct_binding	repressing_target	human melanoma cell line and c-MYC transfectants	nucleus	c-MYC overexpression	medium	The selected paper is a human HLA-B promoter study; it does not validate all MYC rows or mouse ortholog effects.	The paper reports c-MYC-dependent suppression of HLA-B transcription through core promoter elements. This is a useful direction-conflict check against TRRUST rows that label HLA targets as activating.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:004245:0581d4eb9f67	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:004245:0581d4eb9f67	MYC	mouse	\N	tf_target_record	8206526	https://pubmed.ncbi.nlm.nih.gov/8206526/	Transcriptional suppression of HLA-B expression by c-Myc is mediated through the core promoter elements.	context_limited_reference	direct_binding	repressing_target	human melanoma cell line and c-MYC transfectants	nucleus	c-MYC overexpression	medium	The selected paper is a human HLA-B promoter study; it does not validate all MYC rows or mouse ortholog effects.	The paper reports c-MYC-dependent suppression of HLA-B transcription through core promoter elements. This is a useful direction-conflict check against TRRUST rows that label HLA targets as activating.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:004246:a516b2725aa2	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:004246:a516b2725aa2	MYC	mouse	\N	tf_target_record	8206526	https://pubmed.ncbi.nlm.nih.gov/8206526/	Transcriptional suppression of HLA-B expression by c-Myc is mediated through the core promoter elements.	context_limited_reference	direct_binding	repressing_target	human melanoma cell line and c-MYC transfectants	nucleus	c-MYC overexpression	medium	The selected paper is a human HLA-B promoter study; it does not validate all MYC rows or mouse ortholog effects.	The paper reports c-MYC-dependent suppression of HLA-B transcription through core promoter elements. This is a useful direction-conflict check against TRRUST rows that label HLA targets as activating.
TF_IDENTITY:STAT1:human	\N	STAT1	human	\N	tf_identity	16628196	https://pubmed.ncbi.nlm.nih.gov/16628196/	SOCS1-negative feedback of STAT1 activation is a key pathway in the dsRNA-induced innate immune response of human keratinocytes.	primary_reference_verified	perturbation_response	activating_target	human keratinocytes	nucleus	poly(I:C)/TLR3-induced innate immune response	medium	Dominant-negative STAT1 and SOCS1 perturbations support pathway-dependent target induction; they do not prove direct STAT1 binding for every public target.	The paper supports STAT1 mediation of poly(I:C)-induced CCL3/MIP-1alpha and regulation of IRF7/TLR3 responses.
RECORD:TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007819	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007819	STAT1	human	CCL3	tf_target_record	16628196	https://pubmed.ncbi.nlm.nih.gov/16628196/	SOCS1-negative feedback of STAT1 activation is a key pathway in the dsRNA-induced innate immune response of human keratinocytes.	primary_reference_verified	perturbation_response	activating_target	human keratinocytes	nucleus	poly(I:C)/TLR3-induced innate immune response	medium	Dominant-negative STAT1 and SOCS1 perturbations support pathway-dependent target induction; they do not prove direct STAT1 binding for every public target.	The paper supports STAT1 mediation of poly(I:C)-induced CCL3/MIP-1alpha and regulation of IRF7/TLR3 responses.
RECORD:TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007820	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007820	STAT1	human	CCR1	tf_target_record	16628196	https://pubmed.ncbi.nlm.nih.gov/16628196/	SOCS1-negative feedback of STAT1 activation is a key pathway in the dsRNA-induced innate immune response of human keratinocytes.	primary_reference_verified	perturbation_response	activating_target	human keratinocytes	nucleus	poly(I:C)/TLR3-induced innate immune response	medium	Dominant-negative STAT1 and SOCS1 perturbations support pathway-dependent target induction; they do not prove direct STAT1 binding for every public target.	The paper supports STAT1 mediation of poly(I:C)-induced CCL3/MIP-1alpha and regulation of IRF7/TLR3 responses.
RECORD:TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007869	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007869	STAT1	human	IRF7	tf_target_record	16628196	https://pubmed.ncbi.nlm.nih.gov/16628196/	SOCS1-negative feedback of STAT1 activation is a key pathway in the dsRNA-induced innate immune response of human keratinocytes.	primary_reference_verified	perturbation_response	activating_target	human keratinocytes	nucleus	poly(I:C)/TLR3-induced innate immune response	medium	Dominant-negative STAT1 and SOCS1 perturbations support pathway-dependent target induction; they do not prove direct STAT1 binding for every public target.	The paper supports STAT1 mediation of poly(I:C)-induced CCL3/MIP-1alpha and regulation of IRF7/TLR3 responses.
RECORD:TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007906	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007906	STAT1	human	TLR3	tf_target_record	16628196	https://pubmed.ncbi.nlm.nih.gov/16628196/	SOCS1-negative feedback of STAT1 activation is a key pathway in the dsRNA-induced innate immune response of human keratinocytes.	primary_reference_verified	perturbation_response	activating_target	human keratinocytes	nucleus	poly(I:C)/TLR3-induced innate immune response	medium	Dominant-negative STAT1 and SOCS1 perturbations support pathway-dependent target induction; they do not prove direct STAT1 binding for every public target.	The paper supports STAT1 mediation of poly(I:C)-induced CCL3/MIP-1alpha and regulation of IRF7/TLR3 responses.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000984:eba6fbe25aae	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000984:eba6fbe25aae	STAT1	human	IRF7	tf_target_record	16628196	https://pubmed.ncbi.nlm.nih.gov/16628196/	SOCS1-negative feedback of STAT1 activation is a key pathway in the dsRNA-induced innate immune response of human keratinocytes.	primary_reference_verified	perturbation_response	activating_target	human keratinocytes	nucleus	poly(I:C)/TLR3-induced innate immune response	medium	Dominant-negative STAT1 and SOCS1 perturbations support pathway-dependent target induction; they do not prove direct STAT1 binding for every public target.	The paper supports STAT1 mediation of poly(I:C)-induced CCL3/MIP-1alpha and regulation of IRF7/TLR3 responses.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004703:9b006d1155eb	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004703:9b006d1155eb	STAT1	human	CCL3	tf_target_record	16628196	https://pubmed.ncbi.nlm.nih.gov/16628196/	SOCS1-negative feedback of STAT1 activation is a key pathway in the dsRNA-induced innate immune response of human keratinocytes.	primary_reference_verified	perturbation_response	activating_target	human keratinocytes	nucleus	poly(I:C)/TLR3-induced innate immune response	medium	Dominant-negative STAT1 and SOCS1 perturbations support pathway-dependent target induction; they do not prove direct STAT1 binding for every public target.	The paper supports STAT1 mediation of poly(I:C)-induced CCL3/MIP-1alpha and regulation of IRF7/TLR3 responses.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004704:996a05bc13c2	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004704:996a05bc13c2	STAT1	human	CCR1	tf_target_record	16628196	https://pubmed.ncbi.nlm.nih.gov/16628196/	SOCS1-negative feedback of STAT1 activation is a key pathway in the dsRNA-induced innate immune response of human keratinocytes.	primary_reference_verified	perturbation_response	activating_target	human keratinocytes	nucleus	poly(I:C)/TLR3-induced innate immune response	medium	Dominant-negative STAT1 and SOCS1 perturbations support pathway-dependent target induction; they do not prove direct STAT1 binding for every public target.	The paper supports STAT1 mediation of poly(I:C)-induced CCL3/MIP-1alpha and regulation of IRF7/TLR3 responses.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004721:bc6bc2425249	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004721:bc6bc2425249	STAT1	human	TLR3	tf_target_record	16628196	https://pubmed.ncbi.nlm.nih.gov/16628196/	SOCS1-negative feedback of STAT1 activation is a key pathway in the dsRNA-induced innate immune response of human keratinocytes.	primary_reference_verified	perturbation_response	activating_target	human keratinocytes	nucleus	poly(I:C)/TLR3-induced innate immune response	medium	Dominant-negative STAT1 and SOCS1 perturbations support pathway-dependent target induction; they do not prove direct STAT1 binding for every public target.	The paper supports STAT1 mediation of poly(I:C)-induced CCL3/MIP-1alpha and regulation of IRF7/TLR3 responses.
TF_IDENTITY:STAT1:mouse	\N	STAT1	mouse	\N	tf_identity	16628196	https://pubmed.ncbi.nlm.nih.gov/16628196/	SOCS1-negative feedback of STAT1 activation is a key pathway in the dsRNA-induced innate immune response of human keratinocytes.	database_curated_unverified	perturbation_response	activating_target	human keratinocytes	nucleus	poly(I:C)/TLR3-induced innate immune response	medium	Dominant-negative STAT1 and SOCS1 perturbations support pathway-dependent target induction; they do not prove direct STAT1 binding for every public target.	The paper supports STAT1 mediation of poly(I:C)-induced CCL3/MIP-1alpha and regulation of IRF7/TLR3 responses.
TF_IDENTITY:HIF1A:human	\N	HIF1A	human	\N	tf_identity	8955077	https://pubmed.ncbi.nlm.nih.gov/8955077/	Hypoxia response elements in the aldolase A, enolase 1, and lactate dehydrogenase A gene promoters contain essential binding sites for hypoxia-inducible factor 1.	primary_reference_verified	direct_binding	activating_target	mammalian cultured cells and promoter constructs	nucleus	hypoxia	high	The paper establishes HIF-1 binding sites and hypoxia-responsive promoter activity for selected glycolytic genes; it is not a global HIF1A regulon validation.	Primary promoter and mutagenesis evidence supports HIF-1-dependent activation of ALDOA, ENO1 and LDHA-associated hypoxia response elements.
RECORD:TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002846	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002846	HIF1A	human	ALDOA	tf_target_record	8955077	https://pubmed.ncbi.nlm.nih.gov/8955077/	Hypoxia response elements in the aldolase A, enolase 1, and lactate dehydrogenase A gene promoters contain essential binding sites for hypoxia-inducible factor 1.	primary_reference_verified	direct_binding	activating_target	mammalian cultured cells and promoter constructs	nucleus	hypoxia	high	The paper establishes HIF-1 binding sites and hypoxia-responsive promoter activity for selected glycolytic genes; it is not a global HIF1A regulon validation.	Primary promoter and mutagenesis evidence supports HIF-1-dependent activation of ALDOA, ENO1 and LDHA-associated hypoxia response elements.
RECORD:TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002871	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002871	HIF1A	human	ENO1	tf_target_record	8955077	https://pubmed.ncbi.nlm.nih.gov/8955077/	Hypoxia response elements in the aldolase A, enolase 1, and lactate dehydrogenase A gene promoters contain essential binding sites for hypoxia-inducible factor 1.	primary_reference_verified	direct_binding	activating_target	mammalian cultured cells and promoter constructs	nucleus	hypoxia	high	The paper establishes HIF-1 binding sites and hypoxia-responsive promoter activity for selected glycolytic genes; it is not a global HIF1A regulon validation.	Primary promoter and mutagenesis evidence supports HIF-1-dependent activation of ALDOA, ENO1 and LDHA-associated hypoxia response elements.
RECORD:TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002883	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002883	HIF1A	human	LDHA	tf_target_record	8955077	https://pubmed.ncbi.nlm.nih.gov/8955077/	Hypoxia response elements in the aldolase A, enolase 1, and lactate dehydrogenase A gene promoters contain essential binding sites for hypoxia-inducible factor 1.	primary_reference_verified	direct_binding	activating_target	mammalian cultured cells and promoter constructs	nucleus	hypoxia	high	The paper establishes HIF-1 binding sites and hypoxia-responsive promoter activity for selected glycolytic genes; it is not a global HIF1A regulon validation.	Primary promoter and mutagenesis evidence supports HIF-1-dependent activation of ALDOA, ENO1 and LDHA-associated hypoxia response elements.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000091:a3820b6f06af	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000091:a3820b6f06af	HIF1A	human	EPO	tf_target_record	8955077	https://pubmed.ncbi.nlm.nih.gov/8955077/	Hypoxia response elements in the aldolase A, enolase 1, and lactate dehydrogenase A gene promoters contain essential binding sites for hypoxia-inducible factor 1.	primary_reference_verified	direct_binding	activating_target	mammalian cultured cells and promoter constructs	nucleus	hypoxia	high	The paper establishes HIF-1 binding sites and hypoxia-responsive promoter activity for selected glycolytic genes; it is not a global HIF1A regulon validation.	Primary promoter and mutagenesis evidence supports HIF-1-dependent activation of ALDOA, ENO1 and LDHA-associated hypoxia response elements.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000200:3b1542455374	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000200:3b1542455374	HIF1A	human	VEGFA	tf_target_record	8955077	https://pubmed.ncbi.nlm.nih.gov/8955077/	Hypoxia response elements in the aldolase A, enolase 1, and lactate dehydrogenase A gene promoters contain essential binding sites for hypoxia-inducible factor 1.	primary_reference_verified	direct_binding	activating_target	mammalian cultured cells and promoter constructs	nucleus	hypoxia	high	The paper establishes HIF-1 binding sites and hypoxia-responsive promoter activity for selected glycolytic genes; it is not a global HIF1A regulon validation.	Primary promoter and mutagenesis evidence supports HIF-1-dependent activation of ALDOA, ENO1 and LDHA-associated hypoxia response elements.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001743:1fd4891f81cd	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001743:1fd4891f81cd	HIF1A	human	LDHA	tf_target_record	8955077	https://pubmed.ncbi.nlm.nih.gov/8955077/	Hypoxia response elements in the aldolase A, enolase 1, and lactate dehydrogenase A gene promoters contain essential binding sites for hypoxia-inducible factor 1.	primary_reference_verified	direct_binding	activating_target	mammalian cultured cells and promoter constructs	nucleus	hypoxia	high	The paper establishes HIF-1 binding sites and hypoxia-responsive promoter activity for selected glycolytic genes; it is not a global HIF1A regulon validation.	Primary promoter and mutagenesis evidence supports HIF-1-dependent activation of ALDOA, ENO1 and LDHA-associated hypoxia response elements.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003248:df38da1a8a7e	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003248:df38da1a8a7e	HIF1A	human	ALDOA	tf_target_record	8955077	https://pubmed.ncbi.nlm.nih.gov/8955077/	Hypoxia response elements in the aldolase A, enolase 1, and lactate dehydrogenase A gene promoters contain essential binding sites for hypoxia-inducible factor 1.	primary_reference_verified	direct_binding	activating_target	mammalian cultured cells and promoter constructs	nucleus	hypoxia	high	The paper establishes HIF-1 binding sites and hypoxia-responsive promoter activity for selected glycolytic genes; it is not a global HIF1A regulon validation.	Primary promoter and mutagenesis evidence supports HIF-1-dependent activation of ALDOA, ENO1 and LDHA-associated hypoxia response elements.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004234:6ca12ba645d6	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004234:6ca12ba645d6	HIF1A	human	ENO1	tf_target_record	8955077	https://pubmed.ncbi.nlm.nih.gov/8955077/	Hypoxia response elements in the aldolase A, enolase 1, and lactate dehydrogenase A gene promoters contain essential binding sites for hypoxia-inducible factor 1.	primary_reference_verified	direct_binding	activating_target	mammalian cultured cells and promoter constructs	nucleus	hypoxia	high	The paper establishes HIF-1 binding sites and hypoxia-responsive promoter activity for selected glycolytic genes; it is not a global HIF1A regulon validation.	Primary promoter and mutagenesis evidence supports HIF-1-dependent activation of ALDOA, ENO1 and LDHA-associated hypoxia response elements.
TF_IDENTITY:HIF1A:mouse	\N	HIF1A	mouse	\N	tf_identity	8955077	https://pubmed.ncbi.nlm.nih.gov/8955077/	Hypoxia response elements in the aldolase A, enolase 1, and lactate dehydrogenase A gene promoters contain essential binding sites for hypoxia-inducible factor 1.	context_limited_reference	direct_binding	activating_target	mammalian cultured cells and promoter constructs	nucleus	hypoxia	high	The paper establishes HIF-1 binding sites and hypoxia-responsive promoter activity for selected glycolytic genes; it is not a global HIF1A regulon validation.	Primary promoter and mutagenesis evidence supports HIF-1-dependent activation of ALDOA, ENO1 and LDHA-associated hypoxia response elements.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000108:59e63ba4aa9e	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000108:59e63ba4aa9e	HIF1A	mouse	Epo	tf_target_record	8955077	https://pubmed.ncbi.nlm.nih.gov/8955077/	Hypoxia response elements in the aldolase A, enolase 1, and lactate dehydrogenase A gene promoters contain essential binding sites for hypoxia-inducible factor 1.	context_limited_reference	direct_binding	activating_target	mammalian cultured cells and promoter constructs	nucleus	hypoxia	high	The paper establishes HIF-1 binding sites and hypoxia-responsive promoter activity for selected glycolytic genes; it is not a global HIF1A regulon validation.	Primary promoter and mutagenesis evidence supports HIF-1-dependent activation of ALDOA, ENO1 and LDHA-associated hypoxia response elements.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:001723:377187ec0d9f	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:001723:377187ec0d9f	HIF1A	mouse	Ldha	tf_target_record	8955077	https://pubmed.ncbi.nlm.nih.gov/8955077/	Hypoxia response elements in the aldolase A, enolase 1, and lactate dehydrogenase A gene promoters contain essential binding sites for hypoxia-inducible factor 1.	context_limited_reference	direct_binding	activating_target	mammalian cultured cells and promoter constructs	nucleus	hypoxia	high	The paper establishes HIF-1 binding sites and hypoxia-responsive promoter activity for selected glycolytic genes; it is not a global HIF1A regulon validation.	Primary promoter and mutagenesis evidence supports HIF-1-dependent activation of ALDOA, ENO1 and LDHA-associated hypoxia response elements.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:003182:56ca94380a17	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:003182:56ca94380a17	HIF1A	mouse	Aldoa	tf_target_record	8955077	https://pubmed.ncbi.nlm.nih.gov/8955077/	Hypoxia response elements in the aldolase A, enolase 1, and lactate dehydrogenase A gene promoters contain essential binding sites for hypoxia-inducible factor 1.	context_limited_reference	direct_binding	activating_target	mammalian cultured cells and promoter constructs	nucleus	hypoxia	high	The paper establishes HIF-1 binding sites and hypoxia-responsive promoter activity for selected glycolytic genes; it is not a global HIF1A regulon validation.	Primary promoter and mutagenesis evidence supports HIF-1-dependent activation of ALDOA, ENO1 and LDHA-associated hypoxia response elements.
RECORD:OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:004141:7ee17abaf769	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:004141:7ee17abaf769	HIF1A	mouse	Eno1	tf_target_record	8955077	https://pubmed.ncbi.nlm.nih.gov/8955077/	Hypoxia response elements in the aldolase A, enolase 1, and lactate dehydrogenase A gene promoters contain essential binding sites for hypoxia-inducible factor 1.	context_limited_reference	direct_binding	activating_target	mammalian cultured cells and promoter constructs	nucleus	hypoxia	high	The paper establishes HIF-1 binding sites and hypoxia-responsive promoter activity for selected glycolytic genes; it is not a global HIF1A regulon validation.	Primary promoter and mutagenesis evidence supports HIF-1-dependent activation of ALDOA, ENO1 and LDHA-associated hypoxia response elements.
TF_IDENTITY:SP1:human	\N	SP1	human	\N	tf_identity	9574539	https://pubmed.ncbi.nlm.nih.gov/9574539/	Regulation of transcription of the TATA-less human complement component C4 gene.	primary_reference_verified	direct_binding	activating_target	human HepG2 and HeLa promoter assays	nucleus	basal promoter transcription	high	The selected promoter assay is human and gene-specific; it does not establish a universal SP1 activation rule.	EMSA, DNase footprinting and promoter mutagenesis support a critical SP1-binding site in the C4 promoter.
RECORD:TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007007	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007007	SP1	human	C4A	tf_target_record	9574539	https://pubmed.ncbi.nlm.nih.gov/9574539/	Regulation of transcription of the TATA-less human complement component C4 gene.	primary_reference_verified	direct_binding	activating_target	human HepG2 and HeLa promoter assays	nucleus	basal promoter transcription	high	The selected promoter assay is human and gene-specific; it does not establish a universal SP1 activation rule.	EMSA, DNase footprinting and promoter mutagenesis support a critical SP1-binding site in the C4 promoter.
RECORD:TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007008	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007008	SP1	human	C4B	tf_target_record	9574539	https://pubmed.ncbi.nlm.nih.gov/9574539/	Regulation of transcription of the TATA-less human complement component C4 gene.	primary_reference_verified	direct_binding	activating_target	human HepG2 and HeLa promoter assays	nucleus	basal promoter transcription	high	The selected promoter assay is human and gene-specific; it does not establish a universal SP1 activation rule.	EMSA, DNase footprinting and promoter mutagenesis support a critical SP1-binding site in the C4 promoter.
TF_IDENTITY:SP1:mouse	\N	SP1	mouse	\N	tf_identity	9574539	https://pubmed.ncbi.nlm.nih.gov/9574539/	Regulation of transcription of the TATA-less human complement component C4 gene.	database_curated_unverified	direct_binding	activating_target	human HepG2 and HeLa promoter assays	nucleus	basal promoter transcription	high	The selected promoter assay is human and gene-specific; it does not establish a universal SP1 activation rule.	EMSA, DNase footprinting and promoter mutagenesis support a critical SP1-binding site in the C4 promoter.
TF_IDENTITY:ETS1:human	\N	ETS1	human	\N	tf_identity	18381358	https://pubmed.ncbi.nlm.nih.gov/18381358/	Regulation of hypoxia-inducible genes by ETS1 transcription factor.	primary_reference_verified	perturbation_response	context_dependent	human lung epithelial cells and mouse fibroblasts	nucleus	high cell density and hypoxia-related gene induction	medium	The study supports ETS1 involvement in selected CA9/NDRG1 responses and shows cooperation with HIF-1; it does not make ETS1 a universal hypoxia regulator.	Reporter assays and ETS1 siRNA support context-dependent regulation of hypoxia-inducible genes in both species.
RECORD:TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001830	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001830	ETS1	human	CA9	tf_target_record	18381358	https://pubmed.ncbi.nlm.nih.gov/18381358/	Regulation of hypoxia-inducible genes by ETS1 transcription factor.	primary_reference_verified	perturbation_response	context_dependent	human lung epithelial cells and mouse fibroblasts	nucleus	high cell density and hypoxia-related gene induction	medium	The study supports ETS1 involvement in selected CA9/NDRG1 responses and shows cooperation with HIF-1; it does not make ETS1 a universal hypoxia regulator.	Reporter assays and ETS1 siRNA support context-dependent regulation of hypoxia-inducible genes in both species.
