source_registry	source_version	species_context	identity_role	source_symbol	normalized_symbol	normalized_symbol_key	identity_decision	identity_reason	mscidblit_entity_id	frozen_entity_match_status
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q810G2	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q810G3	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q810G5	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q810G6	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8BFT1	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8BFX2	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8BH80	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8BHW4	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8BIN6	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8BIS1	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8BKQ3	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8BMT0	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8BN51	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8BPQ2	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8BQ46	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8BV16	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8BWM3	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8C1N9	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8C4C9	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8C788	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8C845	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8CEC4	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8CG29	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8CGV8	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8K0A8	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8K196	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8K1K3	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8K469	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8R055	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8R084	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8R3X6	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8R5L1	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8VBU5	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q8VC77	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q91UZ1	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q91VB8	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q91XF2	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q91YN8	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q91YU7	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q91Z50	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q91ZZ2	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q922W6	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q923D1	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q923L6	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q923L7	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q924D1	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q924X4	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q99M20	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q99N18	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q9CQI1	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q9CQM1	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q9D2W5	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q9D2X8	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q9D405	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q9D566	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q9D8D6	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q9D976	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q9DAV6	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q9EP84	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q9EQI5	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q9ERL0	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q9ESU7	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q9JI95	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q9JKY7	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q9QUM5	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q9QWV1	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q9QZU3	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q9R0S0	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	target	Q9WUD0	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	tf	Q05BA5	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	tf	Q32NY6	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	tf	Q32NY8	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	tf	Q3U1Q3	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	tf	Q3U5D9	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	tf	Q3UQ17	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	tf	Q3V157	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	tf	Q60I23	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	tf	Q6P1H7	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	tf	Q8BNQ4	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	tf	Q8BPQ2	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	tf	Q8BRF1	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	tf	Q8K1Z8	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	tf	Q91VN7	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	tf	Q9QUM5	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	tf	Q9QX99	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
TRRUST	TRRUST_v2_snapshot_2026-08-25	human	target	P2RY10	\N	\N	non_symbol_identifier_unresolved	Value matches an accession-like identifier rather than a conservative gene-symbol pattern.	\N	not_evaluated
