external_regulon_id	source_registry	source_version	species_context	tf_normalized_symbol	tf_normalized_symbol_key	regulon_name	definition_status	membership_semantics	source_record_count	materialized_member_count	export_priority	limitations
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|e2f7	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	E2f7	e2f7	OmniPath_DoRothEA public regulon: E2f7 (mouse)	candidate	public_source_membership	4	4	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|e2f8	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	E2f8	e2f8	OmniPath_DoRothEA public regulon: E2f8 (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|e4f1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	E4f1	e4f1	OmniPath_DoRothEA public regulon: E4f1 (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|e9pvv1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	E9PVV1	e9pvv1	OmniPath_DoRothEA public regulon: E9PVV1 (mouse)	candidate	public_source_membership	12	12	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|e9pzj2	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	E9PZJ2	e9pzj2	OmniPath_DoRothEA public regulon: E9PZJ2 (mouse)	candidate	public_source_membership	11	11	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|e9q1a5	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	E9Q1A5	e9q1a5	OmniPath_DoRothEA public regulon: E9Q1A5 (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|e9q1a8	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	E9Q1A8	e9q1a8	OmniPath_DoRothEA public regulon: E9Q1A8 (mouse)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|e9q2d3	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	E9Q2D3	e9q2d3	OmniPath_DoRothEA public regulon: E9Q2D3 (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|e9qkt0	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	E9QKT0	e9qkt0	OmniPath_DoRothEA public regulon: E9QKT0 (mouse)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|e9qps1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	E9QPS1	e9qps1	OmniPath_DoRothEA public regulon: E9QPS1 (mouse)	candidate	public_source_membership	13	10	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|e9qq91	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	E9QQ91	e9qq91	OmniPath_DoRothEA public regulon: E9QQ91 (mouse)	candidate	public_source_membership	19	18	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ebf1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Ebf1	ebf1	OmniPath_DoRothEA public regulon: Ebf1 (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|egr1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Egr1	egr1	OmniPath_DoRothEA public regulon: Egr1 (mouse)	candidate	public_source_membership	523	509	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|egr2	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Egr2	egr2	OmniPath_DoRothEA public regulon: Egr2 (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|egr3	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Egr3	egr3	OmniPath_DoRothEA public regulon: Egr3 (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ehf	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Ehf	ehf	OmniPath_DoRothEA public regulon: Ehf (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|elf1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Elf1	elf1	OmniPath_DoRothEA public regulon: Elf1 (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|elf2	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Elf2	elf2	OmniPath_DoRothEA public regulon: Elf2 (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|elf3	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Elf3	elf3	OmniPath_DoRothEA public regulon: Elf3 (mouse)	candidate	public_source_membership	10	10	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|elk1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Elk1	elk1	OmniPath_DoRothEA public regulon: Elk1 (mouse)	candidate	public_source_membership	37	36	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|elk3	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Elk3	elk3	OmniPath_DoRothEA public regulon: Elk3 (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|elk4	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Elk4	elk4	OmniPath_DoRothEA public regulon: Elk4 (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|en1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	En1	en1	OmniPath_DoRothEA public regulon: En1 (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|epas1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Epas1	epas1	OmniPath_DoRothEA public regulon: Epas1 (mouse)	candidate	public_source_membership	46	46	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|erg	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Erg	erg	OmniPath_DoRothEA public regulon: Erg (mouse)	candidate	public_source_membership	21	19	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|esr1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Esr1	esr1	OmniPath_DoRothEA public regulon: Esr1 (mouse)	candidate	public_source_membership	480	466	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|esr2	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Esr2	esr2	OmniPath_DoRothEA public regulon: Esr2 (mouse)	candidate	public_source_membership	21	20	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|esrra	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Esrra	esrra	OmniPath_DoRothEA public regulon: Esrra (mouse)	candidate	public_source_membership	6	6	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Ets1	ets1	OmniPath_DoRothEA public regulon: Ets1 (mouse)	candidate	public_source_membership	474	457	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|ets2	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Ets2	ets2	OmniPath_DoRothEA public regulon: Ets2 (mouse)	candidate	public_source_membership	31	29	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|etv3	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Etv3	etv3	OmniPath_DoRothEA public regulon: Etv3 (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|f6y2t6	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	F6Y2T6	f6y2t6	OmniPath_DoRothEA public regulon: F6Y2T6 (mouse)	candidate	public_source_membership	30	29	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|f8vpv3	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	F8VPV3	f8vpv3	OmniPath_DoRothEA public regulon: F8VPV3 (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|fli1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Fli1	fli1	OmniPath_DoRothEA public regulon: Fli1 (mouse)	candidate	public_source_membership	13	12	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|fos	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Fos	fos	OmniPath_DoRothEA public regulon: Fos (mouse)	candidate	public_source_membership	406	389	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|fosl1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Fosl1	fosl1	OmniPath_DoRothEA public regulon: Fosl1 (mouse)	candidate	public_source_membership	15	15	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|fosl2	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Fosl2	fosl2	OmniPath_DoRothEA public regulon: Fosl2 (mouse)	candidate	public_source_membership	14	13	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|foxa1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Foxa1	foxa1	OmniPath_DoRothEA public regulon: Foxa1 (mouse)	candidate	public_source_membership	462	451	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|foxa2	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Foxa2	foxa2	OmniPath_DoRothEA public regulon: Foxa2 (mouse)	candidate	public_source_membership	11	11	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|foxa3	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Foxa3	foxa3	OmniPath_DoRothEA public regulon: Foxa3 (mouse)	candidate	public_source_membership	5	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|foxf1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Foxf1	foxf1	OmniPath_DoRothEA public regulon: Foxf1 (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|foxl2	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Foxl2	foxl2	OmniPath_DoRothEA public regulon: Foxl2 (mouse)	candidate	public_source_membership	24	22	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|foxo1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Foxo1	foxo1	OmniPath_DoRothEA public regulon: Foxo1 (mouse)	candidate	public_source_membership	46	46	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|foxo3	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Foxo3	foxo3	OmniPath_DoRothEA public regulon: Foxo3 (mouse)	candidate	public_source_membership	38	37	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|foxo4	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Foxo4	foxo4	OmniPath_DoRothEA public regulon: Foxo4 (mouse)	candidate	public_source_membership	14	14	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|foxp2	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Foxp2	foxp2	OmniPath_DoRothEA public regulon: Foxp2 (mouse)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|foxp3	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Foxp3	foxp3	OmniPath_DoRothEA public regulon: Foxp3 (mouse)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|g3uw90	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	G3UW90	g3uw90	OmniPath_DoRothEA public regulon: G3UW90 (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|g3uyv8	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	G3UYV8	g3uyv8	OmniPath_DoRothEA public regulon: G3UYV8 (mouse)	candidate	public_source_membership	4	4	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|g3x8q7	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	G3X8Q7	g3x8q7	OmniPath_DoRothEA public regulon: G3X8Q7 (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|gabpa	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Gabpa	gabpa	OmniPath_DoRothEA public regulon: Gabpa (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|gata1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Gata1	gata1	OmniPath_DoRothEA public regulon: Gata1 (mouse)	candidate	public_source_membership	16	15	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|gata2	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Gata2	gata2	OmniPath_DoRothEA public regulon: Gata2 (mouse)	candidate	public_source_membership	409	402	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|gata3	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Gata3	gata3	OmniPath_DoRothEA public regulon: Gata3 (mouse)	candidate	public_source_membership	441	431	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|gata4	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Gata4	gata4	OmniPath_DoRothEA public regulon: Gata4 (mouse)	candidate	public_source_membership	6	6	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|gata6	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Gata6	gata6	OmniPath_DoRothEA public regulon: Gata6 (mouse)	candidate	public_source_membership	4	4	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|gli1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Gli1	gli1	OmniPath_DoRothEA public regulon: Gli1 (mouse)	candidate	public_source_membership	6	6	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|gli2	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Gli2	gli2	OmniPath_DoRothEA public regulon: Gli2 (mouse)	candidate	public_source_membership	16	16	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|gli3	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Gli3	gli3	OmniPath_DoRothEA public regulon: Gli3 (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|grhl2	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Grhl2	grhl2	OmniPath_DoRothEA public regulon: Grhl2 (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|gtf2i	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Gtf2i	gtf2i	OmniPath_DoRothEA public regulon: Gtf2i (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|h3bj24	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	H3BJ24	h3bj24	OmniPath_DoRothEA public regulon: H3BJ24 (mouse)	candidate	public_source_membership	162	155	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|h3bkm3	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	H3BKM3	h3bkm3	OmniPath_DoRothEA public regulon: H3BKM3 (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|hes1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Hes1	hes1	OmniPath_DoRothEA public regulon: Hes1 (mouse)	candidate	public_source_membership	4	4	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|hey2	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Hey2	hey2	OmniPath_DoRothEA public regulon: Hey2 (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|hhex	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Hhex	hhex	OmniPath_DoRothEA public regulon: Hhex (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|hic1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Hic1	hic1	OmniPath_DoRothEA public regulon: Hic1 (mouse)	candidate	public_source_membership	7	7	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|hif1a	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Hif1a	hif1a	OmniPath_DoRothEA public regulon: Hif1a (mouse)	candidate	public_source_membership	194	189	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|hlf	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Hlf	hlf	OmniPath_DoRothEA public regulon: Hlf (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|hmga1	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Hmga1	hmga1	OmniPath_DoRothEA public regulon: Hmga1 (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|hnf4a	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Hnf4a	hnf4a	OmniPath_DoRothEA public regulon: Hnf4a (mouse)	candidate	public_source_membership	534	509	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|hoxa10	OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	mouse	Hoxa10	hoxa10	OmniPath_DoRothEA public regulon: Hoxa10 (mouse)	candidate	public_source_membership	4	4	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
