review_priority_rank	review_priority_score	ligand_label	receptor_label	route_record_count	unique_evidence_id_count	output_annotated_route_count	tf_annotated_route_count	intracellular_annotated_route_count	missing_intracellular_count	missing_tf_count	route_tiers	selection_note
912	54	Leukotriene E4/LTE4	OXGR1/GPR99	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
913	54	Lysophosphatidylcholine/LPC	GPR119	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
914	54	Murepavadin/POL7080	MRGPRX2	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
915	54	NECL2/TSLC1/SynCAM1	CRTAM	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
916	54	NRG2-beta	ERBB3/HER3	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
917	54	NRG2-beta	ERBB4/HER4	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
918	54	NSF/N-ethylmaleimide-sensitive factor	GABRB3/GABA-A receptor beta3 subunit	4	2	2	0	1	3	4	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
919	54	NTN1/netrin-1	UNC5D	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
920	54	Norepinephrine/noradrenaline	ADRB3/beta3 adrenergic receptor	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
921	54	P17 ant-venom peptide	MRGPRX2	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
922	54	PACAP1-38/pituitary adenylate cyclase-activating peptide	MRGPRX2	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
923	54	PAMP-12/proadrenomedullin N-terminal 9-20 peptide	MRGPRX2	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
924	54	PAMP-20/proadrenomedullin N-terminal 1-20 peptide	MRGPRX2	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
925	54	PDGFD/PDGF-DD	NCR2/NKp44	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
926	54	PRG4/lubricin	TLR2	4	3	1	0	2	2	4	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_output_annotation_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
927	54	PRG4/lubricin	TLR4	4	3	1	0	2	2	4	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_output_annotation_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
928	54	PTK7/protein tyrosine kinase 7	ADGRD1/GPR133	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
929	54	RSPO1/R-spondin 1	LGR4/GPR48	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
930	54	RSPO1/R-spondin 1	LGR5/GPR49	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
931	54	Renin	ATP6AP2/(pro)renin receptor	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
932	54	Resolvin E1/RvE1	CMKLR1/ChemR23	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
933	54	S100A12/EN-RAGE	TLR4	4	3	1	0	2	2	4	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_output_annotation_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
934	54	SAA1	TLR4/MD2	4	3	1	0	2	2	4	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
935	54	SCT/secretin	SCTR/secretin receptor	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
936	54	SVEP1/Polydom	TIE1	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
937	54	Sapt1/Candida tropicalis secreted aspartyl protease-1	COLEC11/collectin-11	4	4	0	0	3	1	4	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
938	54	Substance P/SP	MRGPRX2	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
939	54	TRH	TRHR/TRH receptor 1	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
940	54	TXNIP/thioredoxin-interacting protein	NLRP3/NLR family pyrin domain-containing 3 inflammasome scaffold	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
941	54	TcCRP/Gp160/Trypanosoma cruzi complement regulatory protein	C4b/complement C4 fragment	4	2	2	0	1	3	4	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
942	54	Urocortin-1	CRHR1/CRH receptor 1	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
943	54	Vancomycin	MRGPRX2	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
944	54	WNT11	FZD8	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
945	54	WNT3A	FZD3	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
946	54	WNT3A	GPC5	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
947	54	WNT5A	FZD3	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
948	54	WNT5B/Wnt5b	FZD2/Frizzled-2	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
949	54	WNT7A	FZD10	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
950	54	eCIRP	TLR4:MD2	4	3	1	0	2	2	4	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_output_annotation_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
951	54	factor Xa	PAR2	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
952	54	pro-cathepsin D/CTSD	LRP1beta/CD91	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
953	54	sPLA2-IIA/PLA2G2A	ITGA4:ITGB1 integrin	4	1	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
954	53	NAMPT/eNAMPT/PBEF	TLR4	4	3	0	1	2	2	3	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_tf_annotation_missing_intracellular_and_output:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
955	53	PLAP-1/asporin/ASPN	TLR2	4	3	0	1	2	2	3	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_tf_annotation_missing_intracellular_and_output:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
956	53	PLAP-1/asporin/ASPN	TLR4	4	3	0	1	2	2	3	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_tf_annotation_missing_intracellular_and_output:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
957	53	SAA1/Serum amyloid A1	TLR4:MD2 receptor complex	4	3	0	1	2	2	3	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_tf_annotation_missing_intracellular_and_output:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
958	53	WNT5A	TLR2	4	3	0	1	2	2	3	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_tf_annotation_missing_intracellular_and_output:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
959	53	WNT5A	TLR4	4	3	0	1	2	2	3	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_tf_annotation_missing_intracellular_and_output:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
960	52	ANGPTL4/Angiopoietin-like 4	ITGAV:ITGB3 integrin	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
961	52	APRIL/TNFSF13	TACI/TNFRSF13B	4	2	2	0	0	4	4	ligand_receptor_entry_only:2;ligand_receptor_output_annotation_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
962	52	Adenovirus type 2 penton base	ITGAV:ITGB3 integrin	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
963	52	Andes virus	ITGAV:ITGB3 integrin	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
964	52	COL3A1/collagen III	ADGRG1/GPR56	4	2	2	0	0	4	4	ligand_receptor_entry_only:2;ligand_receptor_output_annotation_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
965	52	CSPG/CS-GAG	RTN4R/NgR1	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
966	52	CirpA1/Rhipicephalus pulchellus salivary complement inhibitor	CFP/properdin	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
967	52	Collagen IX NC4 domain/COL9A1	C3/complement component 3	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
968	52	Coxsackievirus A9 VP1	ITGAV:ITGB3 integrin	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
969	52	Echovirus 9 Barty VP1	ITGAV:ITGB3 integrin	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
970	52	Extracellular HSP70/HSPA1A	SIGLEC14	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
971	52	FGF3	FGFR1	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
972	52	FGF8	FGFR1	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
973	52	Fibronectin/FN	ITGA5:ITGB1 integrin	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
974	52	Foot-and-mouth disease virus VP1	ITGA5:ITGB1 integrin	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
975	52	Foot-and-mouth disease virus VP1	ITGAV:ITGB3 integrin	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
976	52	Galectin-1/LGALS1	PTPRC/CD45	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
977	52	Haemaphysalin/Haemaphysalis longicornis contact-phase inhibitor	KNG1/high-molecular-weight kininogen	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
978	52	Hantaan virus	ITGAV:ITGB3 integrin	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
979	52	Human parechovirus 1 VP1	ITGAV:ITGB3 integrin	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
980	52	IGFBP3	TMEM219	4	2	2	0	0	4	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_output_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
981	52	IL17AF	IL17RA:IL17RC receptor complex	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
982	52	IL17F	IL17RA:IL17RC receptor complex	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
983	52	IL36A	IL1RL2:IL1RAP receptor complex	4	2	2	0	0	4	4	ligand_receptor_entry_only:2;ligand_receptor_output_annotation_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
984	52	IxACs/Ixodes ricinus anticomplement protein family	CFP/properdin	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
985	52	Ixolaris/Ixodes scapularis salivary TFPI-like protein	F10/factor X	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
986	52	Ixolaris/Ixodes scapularis salivary TFPI-like protein	Factor Xa/F10a	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
987	52	Ixonnexin/Ixodes scapularis salivary basic-tail protein	Factor Xa/F10a	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
988	52	LGALS9/galectin-9	CLEC7A/Dectin-1	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
989	52	LOTUS/Crtac1B	RTN4R/NgR1	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
990	52	NRG1-beta	ERBB2/HER2:ERBB3/HER3 receptor complex	4	2	2	0	0	4	4	ligand_receptor_entry_only:2;ligand_receptor_output_annotation_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
991	52	NTN1/netrin-1	MCAM/CD146	4	2	2	0	0	4	4	ligand_receptor_entry_only:2;ligand_receptor_output_annotation_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
992	52	New York-1 virus	ITGAV:ITGB3 integrin	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
993	52	PLTP/phospholipid transfer protein	ABCA1/ATP-binding cassette transporter A1	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
994	52	PRELP/proline-arginine-rich end leucine-rich repeat protein	C3/complement component 3	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
995	52	PRTN3/proteinase 3	CD177/NB1	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
996	52	PSPN/persephin	GFRA4:RET receptor complex	4	2	2	0	0	4	4	ligand_receptor_entry_only:2;ligand_receptor_output_annotation_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
997	52	PVRL2/Nectin-2	CDH2/N-cadherin	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
998	52	PX-RICS/ARHGAP32	GABARAP/GABA-A receptor-associated protein	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
999	52	Penthalaris/Ixodes scapularis five-Kunitz TFPI-like protein	Factor Xa/F10a	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
1000	52	Phosphatidylserine/PtdSer	RAGE/AGER	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
1001	52	Puumala virus	ITGAV:ITGB3 integrin	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
1002	52	RELN/Reelin	ApoER2/LRP8	4	2	2	0	0	4	4	ligand_receptor_entry_only:2;ligand_receptor_output_annotation_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1003	52	Rotavirus VP7	ITGAV:ITGB3 integrin	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
1004	52	Salp20/Ixodes scapularis salivary protein 20	CFP/properdin	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
1005	52	Seoul virus	ITGAV:ITGB3 integrin	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
1006	52	Sin Nombre virus	ITGAV:ITGB3 integrin	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
1007	52	TAP/Ornithodoros moubata tick anticoagulant peptide	Factor Xa/F10a	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
1008	52	TNF	TNFR2 receptor complex	4	2	2	0	0	4	4	ligand_receptor_entry_only:2;ligand_receptor_output_annotation_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1009	52	Yersinia pseudotuberculosis invasin	ITGA5:ITGB1 integrin	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
1010	52	gB/KSHV (HHV-8)	ITGAV:ITGB3 integrin	4	2	1	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
1011	50	C1q/complement component 1q	LRP1/CD91	4	2	0	0	3	1	4	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
1012	50	C4BP/C4b-binding protein	LRP1/CD91	4	2	0	0	3	1	4	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
1013	50	CALR/calreticulin	LRP1/CD91	4	2	0	0	3	1	4	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
1014	50	CCN1/CYR61	TLR2	4	3	0	0	2	2	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
