ordinal	review_id	pair_key	verdict	source_locators	species_support	assay_or_result	limitations
179	M20A-CELLCHAT-REMAINING-1622	pyy npy4r	medium	https://pubmed.ncbi.nlm.nih.gov/8700103/;https://pubmed.ncbi.nlm.nih.gov/9417917/	human;mouse ortholog	PYY binds cloned Y4/PPYR1 in transfected CHO cells with nanomolar affinity.	8700103 is human receptor binding; 9417917 is mapping rather than interaction evidence.
180	M20A-CELLCHAT-REMAINING-1657	raet1b nkg2d_hcst	medium	https://pubmed.ncbi.nlm.nih.gov/10894171/;https://pubmed.ncbi.nlm.nih.gov/11825567/	mouse	The 1JFM/11825567 structure directly identifies mouse RAE-1beta binding to NKG2D; NKG2D signals through DAP10/HCST.	HCST is not part of the extracellular binding interface and is a downstream adaptor.
181	M20A-CELLCHAT-REMAINING-1662	rtn4r adgrb1	high	https://pubmed.ncbi.nlm.nih.gov/34758294/;https://pmc.ncbi.nlm.nih.gov/articles/PMC8620742/;https://www.rcsb.org/structure/7R86	mouse;human	RTN4R binds the ADGRB1/BAI1 TSR3 domain; the solved mouse complex, mutagenesis, adhesion, and neuronal-development assays support the axis.	Affinity and activity depend on RTN4R isoform and BAI extracellular domain context.
182	M20A-CELLCHAT-REMAINING-1663	sct sctr	high	https://pubmed.ncbi.nlm.nih.gov/7700244/;https://pubmed.ncbi.nlm.nih.gov/21542831/	human;rat;mouse ortholog	Secretin binds cloned SCTR and elicits cAMP/calcium signaling; receptor-domain studies confirm ligand binding and Gs activation.	The receptor is a class-B GPCR homodimer; species and assay systems differ.
183	M20A-CELLCHAT-REMAINING-1666	sell cd34	high	https://pubmed.ncbi.nlm.nih.gov/7692600/;https://pubmed.ncbi.nlm.nih.gov/8977216/	mouse;human	L-selectin binds glycosylated CD34 and supports leukocyte rolling/homing assays.	Binding requires appropriate glycosylation and shear/vascular context.
184	M20A-CELLCHAT-REMAINING-1672	sema3c plxnd1	medium	https://pubmed.ncbi.nlm.nih.gov/25808871/;https://pubmed.ncbi.nlm.nih.gov/18723443/	human;mouse	Full-length Sema3C induces endothelial collapse in a PLXND1- and neuropilin-dependent assay; Sema3C also drives PLXND1-dependent cellular responses.	PLXND1 functions with neuropilin co-receptors and furin processing changes Sema3C activity.
185	M20A-CELLCHAT-REMAINING-1673	sema4a timd2	high	https://www.nature.com/articles/nature01037	human;mouse ortholog	Expression cloning, Sema4A-Fc binding/blockade, and Tim-2 phosphorylation identify mouse Tim-2 as a Sema4A receptor and link it to T-cell activation.	TIMD2/Tim-2 is mouse-specific in the cited system; human orthology is not equivalent.
186	M20A-CELLCHAT-REMAINING-1674	sema6d plxna1	high	https://pubmed.ncbi.nlm.nih.gov/14977921/	chick;mouse ortholog	Sema6D binds Plexin-A1 and Plexin-A1-dependent cardiac morphogenesis assays establish receptor-dependent function.	The principal developmental assay is chick and receptor complexes vary by tissue.
187	M20A-CELLCHAT-REMAINING-1675	sema6d plxna1_kdr	manual_review	https://pubmed.ncbi.nlm.nih.gov/14977921/	chick	Sema6D signaling uses a Plexin-A1/VEGFR2-KDR complex in the conotruncal segment, with developmental effects.	KDR is a co-receptor in the complex, not the demonstrated direct Sema6D-binding chain.
188	M20A-CELLCHAT-REMAINING-1679	siglec1 spn	medium	https://pubmed.ncbi.nlm.nih.gov/11238599/	human;mouse	Siglec-1/sialoadhesin binds sialylated lymphocyte counter-receptors including CD43/Spn in cell-adhesion assays.	Recognition depends on terminal sialylation and glycan presentation, not only the Spn polypeptide.
189	M20A-CELLCHAT-REMAINING-1695	slurp2 chrna3	manual_review	https://pmc.ncbi.nlm.nih.gov/articles/PMC4971505/	human	SLURP2 binds nicotinic receptor subunits and modulates alpha3beta2 nAChR currents in oocyte electrophysiology.	CHRNA3 is a chain within the alpha3beta2 holoreceptor, not a standalone functional receptor.
190	M20A-CELLCHAT-REMAINING-1696	slurp2 chrna4	manual_review	https://pmc.ncbi.nlm.nih.gov/articles/PMC4971505/	human	SLURP2 modulates alpha4beta2 nAChR currents and interacts with the corresponding receptor subunits.	CHRNA4 is a chain within the alpha4beta2 holoreceptor.
191	M20A-CELLCHAT-REMAINING-1702	slurp2 chrnb2	manual_review	https://pmc.ncbi.nlm.nih.gov/articles/PMC4971505/	human	SLURP2 modulates alpha3beta2 and alpha4beta2 nAChR currents, both containing beta2.	CHRNB2 is a chain within the tested holoreceptors; chain-only CellChat encoding is a simplification.
192	M20A-CELLCHAT-REMAINING-1717	tenm2 adgrl1	high	https://pubmed.ncbi.nlm.nih.gov/24273166/;https://pubmed.ncbi.nlm.nih.gov/32358586/	mouse;human	Ten2 binds ADGRL1/latrophilin-1 in nanomolar and cell-aggregation assays.	Affinity depends on extracellular fragments, splicing, and synaptic presentation.
193	M20A-CELLCHAT-REMAINING-1718	tenm2 adgrl2	medium	https://pubmed.ncbi.nlm.nih.gov/24273166/;https://pubmed.ncbi.nlm.nih.gov/32358586/	mouse;human	Ten2 binds ADGRL2/latrophilin-2 in cell aggregation and receptor-binding assays.	The structural paper focuses on Ten2-ADGRL3, while ADGRL2 support is from the earlier combination assay.
194	M20A-CELLCHAT-REMAINING-1719	tenm2 adgrl3	high	https://pubmed.ncbi.nlm.nih.gov/24273166/;https://pubmed.ncbi.nlm.nih.gov/32358586/	mouse;human	Ten2-ADGRL3 is directly resolved structurally and functionally, with binding, mutagenesis, and artificial synapse assays.	Constructs and species differ between the structural and aggregation experiments.
195	M20A-CELLCHAT-REMAINING-1728	tenm4 adgrl1	medium	https://pubmed.ncbi.nlm.nih.gov/24273166/	mouse;human	Ten4 binds ADGRL1/latrophilin-1 in the teneurin-latrophilin combination and cell-aggregation assays.	Affinity varies with extracellular construct and synaptic context.
196	M20A-CELLCHAT-REMAINING-1729	tenm4 adgrl2	medium	https://pubmed.ncbi.nlm.nih.gov/24273166/	mouse;human	Ten4 binds ADGRL2/latrophilin-2 in the cited heterophilic adhesion assays.	The cited study is not a high-resolution structure for this combination.
197	M20A-CELLCHAT-REMAINING-1730	tenm4 adgrl3	high	https://pubmed.ncbi.nlm.nih.gov/24273166/;https://doi.org/10.1038/s41467-026-71619-1	mouse;human	Ten4 binds latrophilin-3 in the earlier combination assay and in the newer Ten4-latrophilin structural/cell-association work.	The newest source is DOI-indexed/in press and assay isoforms vary.
198	M20A-CELLCHAT-REMAINING-1738	tgfb1 tgfbr1_r2	high	https://pubmed.ncbi.nlm.nih.gov/7693660/;https://pubmed.ncbi.nlm.nih.gov/1700790/;https://pubmed.ncbi.nlm.nih.gov/40011426/	human;mouse	TGF-beta1 binds TGFBR2, recruits TGFBR1, and signals through the heteromeric receptor complex in crosslinking, reconstitution, and structural studies.	Betaglycan/type-III receptor and stoichiometry vary by isoform and assay.
199	M20A-CELLCHAT-REMAINING-1740	tgfb2 tgfbr1_r2	high	https://pubmed.ncbi.nlm.nih.gov/7693660/;https://pubmed.ncbi.nlm.nih.gov/1700790/;https://pubmed.ncbi.nlm.nih.gov/40011426/	human;mouse	TGF-beta2 receptor binding and signaling through TGFBR1/TGFBR2 are supported by isoform comparison and structural/reconstitution studies.	TGF-beta2 has distinctive receptor affinity and may rely more on type-III/coreceptor context.
200	M20A-CELLCHAT-REMAINING-1742	tgfb3 tgfbr1_r2	high	https://pubmed.ncbi.nlm.nih.gov/1700790/;https://pubmed.ncbi.nlm.nih.gov/40011426/	human;mouse	TGF-beta3 engages the TGFBR2/TGFBR1 signaling complex in isoform receptor-binding and structural studies.	Stoichiometry and coreceptor contributions vary by assay.
201	M20A-CELLCHAT-REMAINING-1743	tgm2 adgrg1	high	https://pubmed.ncbi.nlm.nih.gov/33037308/;https://pubmed.ncbi.nlm.nih.gov/38397010/	human;mouse	Purified TG2 binds the ADGRG1/GPR56 extracellular region, and cell studies show TG2-dependent ADGRG1/ADAM17/EGFR signaling.	Extracellular TG2 processing and cell context affect activity.
202	M20A-CELLCHAT-REMAINING-1745	tnfsf9 tnfrsf9	high	https://pubmed.ncbi.nlm.nih.gov/29720398/	human;mouse	The 4-1BBL/TNFSF9-4-1BB/TNFRSF9 complex is resolved structurally and linked to receptor binding and signaling.	Membrane presentation and oligomerization affect affinity and activation.
203	M20A-CELLCHAT-REMAINING-1746	trh trhr2	medium	https://doi.org/10.1006/bbrc.1998.9268;https://pubmed.ncbi.nlm.nih.gov/9735333/	rat	The cloned rat TRHR2 binds TRH in transfected cells and supports receptor signaling.	Input PMIDs 11181534 and 17035026 are unrelated/miscited; evidence is rat-specific.
204	M20A-CELLCHAT-REMAINING-1747	tslp il7r_crlf2	high	https://pubmed.ncbi.nlm.nih.gov/10881176/;https://pubmed.ncbi.nlm.nih.gov/38862034/;https://pubmed.ncbi.nlm.nih.gov/32849527/	human;mouse	TSLP binds the IL7R-alpha/CRLF2 heteromeric receptor and activates STAT5/proliferation in reconstituted systems.	Subunit stoichiometry and affinity are species-dependent.
205	M20A-CELLCHAT-REMAINING-1748	tub mertk	medium	https://pubmed.ncbi.nlm.nih.gov/20978472/;https://pmc.ncbi.nlm.nih.gov/articles/PMC3020645/	mouse	Tubby binds MerTK, induces MerTK phosphorylation, and supports MerTK-dependent phagocytosis.	Unconventional secreted/extracellular tubby context and tissue specificity apply.
206	M20A-CELLCHAT-REMAINING-1750	tulp1 mertk	medium	https://pubmed.ncbi.nlm.nih.gov/20978472/;https://pmc.ncbi.nlm.nih.gov/articles/PMC3020645/	mouse	Tulp1 binds MerTK, induces MerTK phosphorylation, and supports MerTK-dependent phagocytosis.	Tulp1 is an unconventional secreted TAM ligand and activity is tissue-context dependent.
207	M20A-CELLCHAT-REMAINING-1754	ulbp1 klrk1	high	https://pubmed.ncbi.nlm.nih.gov/11513139/;https://pubmed.ncbi.nlm.nih.gov/21464092/;https://pmc.ncbi.nlm.nih.gov/articles/PMC3865715/	human;mouse	ULBP1 is a GPI-linked NKG2D/KLRK1 ligand; ULBP1 membrane presentation drives NK cytotoxicity and degranulation.	NK activation requires the DAP10/HCST adaptor and ligand membrane organization.
208	M20A-CELLCHAT-REMAINING-1757	vegfa flt1	high	https://pubmed.ncbi.nlm.nih.gov/9099677/;https://pubmed.ncbi.nlm.nih.gov/8573716/	human;mouse	VEGF-A/VEGF165 binds FLT1/VEGFR1 and receptor studies establish high-affinity ligand engagement and signaling.	Isoform and soluble-receptor context affect affinity.
209	M20A-CELLCHAT-REMAINING-1758	vegfa kdr	high	https://pubmed.ncbi.nlm.nih.gov/7929439/;https://pubmed.ncbi.nlm.nih.gov/9207067/	human;mouse	VEGF-A binds KDR/VEGFR2; receptor identification, binding-site mapping, and structural studies support the interaction.	VEGF isoform and receptor dimer state affect measurements.
210	M20A-CELLCHAT-REMAINING-1759	vegfb flt1	medium	https://pubmed.ncbi.nlm.nih.gov/23319572/;https://pmc.ncbi.nlm.nih.gov/articles/PMC3385940/	human;mouse	VEGF-B induces FLT1/VEGFR1 phosphorylation and downstream endothelial signaling; receptor specificity is established for FLT1.	The primary assay emphasizes cellular activation more than purified affinity.
211	M20A-CELLCHAT-REMAINING-1760	vegfc flt4	high	https://pubmed.ncbi.nlm.nih.gov/8630024/;https://pmc.ncbi.nlm.nih.gov/articles/PMC3385940/	human;mouse	Processed VEGF-C binds and activates FLT4/VEGFR3 in endothelial receptor assays.	Proteolytic maturation changes receptor selectivity and potency.
212	M20A-CELLCHAT-REMAINING-1761	vegfc kdr	high	https://pubmed.ncbi.nlm.nih.gov/20224550/;https://pmc.ncbi.nlm.nih.gov/articles/PMC449944/;https://pmc.ncbi.nlm.nih.gov/articles/PMC6556587/	human;mouse	Processed VEGF-C binds/activates KDR and can induce VEGFR2/VEGFR3 heterodimer signaling.	Proteolytic processing and concurrent FLT4 recruitment are important.
213	M20A-CELLCHAT-REMAINING-1762	vegfd flt4	high	https://pmc.ncbi.nlm.nih.gov/articles/PMC18457/	human;mouse	Processed VEGF-D binds and activates FLT4/VEGFR3 in endothelial assays.	Proteolytic maturation changes affinity and receptor preference.
214	M20A-CELLCHAT-REMAINING-1764	vegfd kdr	high	https://pmc.ncbi.nlm.nih.gov/articles/PMC18457/;https://pmc.ncbi.nlm.nih.gov/articles/PMC3385940/	human;mouse	Processed VEGF-D is a KDR/VEGFR2 ligand and activates endothelial receptor signaling.	Proteolytic maturation is required for substantial VEGFR2 activity.
