review_id	pair_key	pair_label_canonical	final_class	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes
M20A-CELLCHAT-REMAINING-0129	ach-chat_slc5a7 chrm2	Ach-CHAT_SLC5A7 Chrm2	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=ach-chat_slc5a7+chrm2;https://europepmc.org/search?query=ach-chat_slc5a7+chrm2	not established for a qualifying exact pair	no_qualifying_exact_primary_evidence	Expanded exact-pair and family-aware searches did not identify qualifying exact primary evidence for the submitted ligand-receptor pair.	Family, expression, pathway, database, noncognate-receptor, and review-only findings were not counted as exact evidence.	aliases=ach-chat_slc5a7 chrm2;receptor_aliases=;processed_forms=searched mature ligand, precursor, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted. Expanded CellChat search verdict=no_evidence.
M20A-CELLCHAT-REMAINING-0130	ach-chat_slc5a7 chrm3	Ach-CHAT_SLC5A7 Chrm3	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=ach-chat_slc5a7+chrm3;https://europepmc.org/search?query=ach-chat_slc5a7+chrm3	not established for a qualifying exact pair	no_qualifying_exact_primary_evidence	Expanded exact-pair and family-aware searches did not identify qualifying exact primary evidence for the submitted ligand-receptor pair.	Family, expression, pathway, database, noncognate-receptor, and review-only findings were not counted as exact evidence.	aliases=ach-chat_slc5a7 chrm3;receptor_aliases=;processed_forms=searched mature ligand, precursor, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted. Expanded CellChat search verdict=no_evidence.
M20A-CELLCHAT-REMAINING-0131	ach-chat_slc5a7 chrm4	Ach-CHAT_SLC5A7 Chrm4	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=ach-chat_slc5a7+chrm4;https://europepmc.org/search?query=ach-chat_slc5a7+chrm4	not established for a qualifying exact pair	no_qualifying_exact_primary_evidence	Expanded exact-pair and family-aware searches did not identify qualifying exact primary evidence for the submitted ligand-receptor pair.	Family, expression, pathway, database, noncognate-receptor, and review-only findings were not counted as exact evidence.	aliases=ach-chat_slc5a7 chrm4;receptor_aliases=;processed_forms=searched mature ligand, precursor, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted. Expanded CellChat search verdict=no_evidence.
M20A-CELLCHAT-REMAINING-0132	ach-chat_slc5a7 chrm5	Ach-CHAT_SLC5A7 Chrm5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=ach-chat_slc5a7+chrm5;https://europepmc.org/search?query=ach-chat_slc5a7+chrm5	not established for a qualifying exact pair	no_qualifying_exact_primary_evidence	Expanded exact-pair and family-aware searches did not identify qualifying exact primary evidence for the submitted ligand-receptor pair.	Family, expression, pathway, database, noncognate-receptor, and review-only findings were not counted as exact evidence.	aliases=ach-chat_slc5a7 chrm5;receptor_aliases=;processed_forms=searched mature ligand, precursor, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted. Expanded CellChat search verdict=no_evidence.
M20A-CELLCHAT-REMAINING-0133	ach-chat_slc5a7 chrn_a1_2b1de	Ach-CHAT_SLC5A7 CHRN_A1_2B1DE	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=ach-chat_slc5a7+chrn_a1_2b1de;https://europepmc.org/search?query=ach-chat_slc5a7+chrn_a1_2b1de	not established for a qualifying exact pair	no_qualifying_exact_primary_evidence	Expanded exact-pair and family-aware searches did not identify qualifying exact primary evidence for the submitted ligand-receptor pair.	Family, expression, pathway, database, noncognate-receptor, and review-only findings were not counted as exact evidence.	aliases=ach-chat_slc5a7 chrn_a1_2b1de;receptor_aliases=;processed_forms=searched mature ligand, precursor, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted. Expanded CellChat search verdict=no_evidence.
M20A-CELLCHAT-REMAINING-0134	ach-chat_slc5a7 chrn_a1_2b1dg	Ach-CHAT_SLC5A7 CHRN_A1_2B1DG	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=ach-chat_slc5a7+chrn_a1_2b1dg;https://europepmc.org/search?query=ach-chat_slc5a7+chrn_a1_2b1dg	not established for a qualifying exact pair	no_qualifying_exact_primary_evidence	Expanded exact-pair and family-aware searches did not identify qualifying exact primary evidence for the submitted ligand-receptor pair.	Family, expression, pathway, database, noncognate-receptor, and review-only findings were not counted as exact evidence.	aliases=ach-chat_slc5a7 chrn_a1_2b1dg;receptor_aliases=;processed_forms=searched mature ligand, precursor, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted. Expanded CellChat search verdict=no_evidence.
M20A-CELLCHAT-REMAINING-0135	ach-chat_slc5a7 chrn_a3b4	Ach-CHAT_SLC5A7 CHRN_A3B4	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=ach-chat_slc5a7+chrn_a3b4;https://europepmc.org/search?query=ach-chat_slc5a7+chrn_a3b4	not established for a qualifying exact pair	no_qualifying_exact_primary_evidence	Expanded exact-pair and family-aware searches did not identify qualifying exact primary evidence for the submitted ligand-receptor pair.	Family, expression, pathway, database, noncognate-receptor, and review-only findings were not counted as exact evidence.	aliases=ach-chat_slc5a7 chrn_a3b4;receptor_aliases=;processed_forms=searched mature ligand, precursor, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted. Expanded CellChat search verdict=no_evidence.
M20A-CELLCHAT-REMAINING-0136	ach-chat_slc5a7 chrn_a4b2	Ach-CHAT_SLC5A7 CHRN_A4B2	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=ach-chat_slc5a7+chrn_a4b2;https://europepmc.org/search?query=ach-chat_slc5a7+chrn_a4b2	not established for a qualifying exact pair	no_qualifying_exact_primary_evidence	Expanded exact-pair and family-aware searches did not identify qualifying exact primary evidence for the submitted ligand-receptor pair.	Family, expression, pathway, database, noncognate-receptor, and review-only findings were not counted as exact evidence.	aliases=ach-chat_slc5a7 chrn_a4b2;receptor_aliases=;processed_forms=searched mature ligand, precursor, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted. Expanded CellChat search verdict=no_evidence.
M20A-CELLCHAT-REMAINING-0137	ach-chat_slc5a7 chrna7	Ach-CHAT_SLC5A7 Chrna7	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=ach-chat_slc5a7+chrna7;https://europepmc.org/search?query=ach-chat_slc5a7+chrna7	not established for a qualifying exact pair	no_qualifying_exact_primary_evidence	Expanded exact-pair and family-aware searches did not identify qualifying exact primary evidence for the submitted ligand-receptor pair.	Family, expression, pathway, database, noncognate-receptor, and review-only findings were not counted as exact evidence.	aliases=ach-chat_slc5a7 chrna7;receptor_aliases=;processed_forms=searched mature ligand, precursor, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted. Expanded CellChat search verdict=no_evidence.
M20A-CELLCHAT-REMAINING-0138	activin ab acvr1b_acvr2a	Activin Ab Acvr1b_acvr2a	low_evidence	https://pubmed.ncbi.nlm.nih.gov/8622651/;https://pubmed.ncbi.nlm.nih.gov/15196700/;https://pubmed.ncbi.nlm.nih.gov/17040568/;https://pubmed.ncbi.nlm.nih.gov/18951876/	mouse MIN6; rat receptor constructs; no direct human cell assay identified	receptor_complex_binding_and_receptor_dependent_function	PMID 15196700 explicitly tests Activin AB and identifies the ActRIIA/ACVR2A plus ALK4/ACVR1B combination in Activin-dependent insulin secretion from mouse MIN6 beta cells; PMID 8622651 independently shows activin binding to type-II receptor and recruitment/activation of ACVR1B.	The exact AB result is receptor-combination signaling rather than isolated pairwise affinity; the paper uses mouse cells and receptor constructs, so the submitted human species claim is not directly supported. Type-I/type-II assembly is context dependent.	approve exact Activin AB:ACVR2A:ACVR1B complex; use receptor-chain notation ACVR2A:ACVR1B. Candidate citation audit verdict=approve_candidate.
M20A-CELLCHAT-REMAINING-0139	activin ab acvr1b_acvr2b	Activin Ab Acvr1b_acvr2b	low_evidence	https://pubmed.ncbi.nlm.nih.gov/8622651/;https://pubmed.ncbi.nlm.nih.gov/15196700/;https://pubmed.ncbi.nlm.nih.gov/17040568/;https://pubmed.ncbi.nlm.nih.gov/18951876/	recombinant/cell-based activin receptor systems; exact Activin AB:ACVR2B species support unresolved	contextual_receptor_complex_function	PMID 8622651 shows activin binding to ActR-IIB/ACVR2B and recruitment/activation of ActR-IB/ACVR1B, but does not resolve Activin AB as the tested isoform. PMID 15196700 gives exact Activin AB evidence with ACVR2A, not ACVR2B; other cited studies support related ALK7/activin signaling without assigning this chain.	The canonical ACVR1B:ACVR2B complex is biologically plausible, but the submitted ligand isoform and type-II chain are not jointly demonstrated by a cited primary assay; some support is signaling/reconstitution rather than isolated binding.	retain_low pending a primary assay that tests Activin AB with ACVR2B:ACVR1B or clearly assigns the chain in a receptor-dependent experiment. Candidate citation audit verdict=retain_low.
M20A-CELLCHAT-REMAINING-0140	activin ab acvr1c_acvr2a	Activin Ab Acvr1c_acvr2a	low_evidence	https://pubmed.ncbi.nlm.nih.gov/8622651/;https://pubmed.ncbi.nlm.nih.gov/15196700/;https://pubmed.ncbi.nlm.nih.gov/17040568/;https://pubmed.ncbi.nlm.nih.gov/18951876/	mouse MIN6; rat ALK7/ActRIIA constructs; no direct human cell assay identified	receptor_complex_binding_and_receptor_dependent_function	PMID 15196700 explicitly identifies Activin AB as a ligand for ALK7/ACVR1C and shows the ActRIIA/ACVR2A plus ALK7/ACVR1C combination mediating Activin-dependent insulin secretion in mouse MIN6 beta cells; PMID 18951876 independently reports Activin AB-dependent ALK7 signaling.	The evidence is receptor-dependent function and signaling/reconstitution, not isolated AB-to-chain affinity; type-II receptor assembly is context dependent and ACVR2A is the chain explicitly tested in the exact AB/ALK7 study.	approve exact Activin AB:ACVR2A:ACVR1C complex; use receptor-chain notation ACVR2A:ACVR1C. Candidate citation audit verdict=approve_candidate.
M20A-CELLCHAT-REMAINING-0141	activin ab acvr1c_acvr2b	Activin Ab Acvr1c_acvr2b	low_evidence	https://pubmed.ncbi.nlm.nih.gov/8622651/;https://pubmed.ncbi.nlm.nih.gov/15196700/;https://pubmed.ncbi.nlm.nih.gov/17040568/;https://pubmed.ncbi.nlm.nih.gov/18951876/	mouse gonadotrope/pancreatic cell systems; exact Activin AB:ACVR2B species support unresolved	contextual_receptor_complex_function	PMID 15196700 explicitly supports Activin AB with ACVR2A:ACVR1C, while PMID 17040568 supports ALK7 signaling mainly for Activin B and PMID 18951876 reports Activin AB/ALK7 function without assigning ACVR2B. The cited set therefore does not establish the submitted ACVR2B:ACVR1C chain.	Binding to ACVR2B is inferred or unresolved; the exact AB ligand plus ACVR2B chain is not directly tested in the cited primary papers.	retain_low pending a primary assay that tests Activin AB with ACVR2B:ACVR1C or identifies ACVR2B in the functional complex. Candidate citation audit verdict=retain_low.
M20A-CELLCHAT-REMAINING-0142	adm calcr_ramp1	Adm CALCR_RAMP1	non_ligand_receptor	https://pubmed.ncbi.nlm.nih.gov/?term=adm+calcr_ramp1;https://europepmc.org/search?query=adm+calcr_ramp1;https://pubmed.ncbi.nlm.nih.gov/27940069/;https://europepmc.org/article/MED/27940069;https://pubmed.ncbi.nlm.nih.gov/24199627/;https://europepmc.org/article/MED/24199627;https://pubmed.ncbi.nlm.nih.gov/22142144/;https://europepmc.org/article/MED/22142144;https://pubmed.ncbi.nlm.nih.gov/12196109/;https://europepmc.org/article/MED/12196109	human;mouse	wrong_receptor_complex_for_submitted_ligand	Canonical adrenomedullin receptor evidence concerns CALCRL/CLR with RAMP2 or RAMP3, not CALCR/RAMP complexes.	The submitted CALCR-containing complex is a CGRP/amylin-family receptor context and was not established as the exact ADM receptor.	aliases=adm calcr_ramp1;receptor_aliases=;processed_forms=searched mature ligand, precursor, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted. Expanded CellChat search verdict=reject_pair.
M20A-CELLCHAT-REMAINING-0143	adm calcr_ramp2	Adm CALCR_RAMP2	non_ligand_receptor	https://pubmed.ncbi.nlm.nih.gov/?term=adm+calcr_ramp2;https://europepmc.org/search?query=adm+calcr_ramp2;https://pubmed.ncbi.nlm.nih.gov/27940069/;https://europepmc.org/article/MED/27940069;https://pubmed.ncbi.nlm.nih.gov/24199627/;https://europepmc.org/article/MED/24199627;https://pubmed.ncbi.nlm.nih.gov/22142144/;https://europepmc.org/article/MED/22142144;https://pubmed.ncbi.nlm.nih.gov/12196109/;https://europepmc.org/article/MED/12196109	human;mouse	wrong_receptor_complex_for_submitted_ligand	Canonical adrenomedullin receptor evidence concerns CALCRL/CLR with RAMP2 or RAMP3, not CALCR/RAMP complexes.	The submitted CALCR-containing complex is a CGRP/amylin-family receptor context and was not established as the exact ADM receptor.	aliases=adm calcr_ramp2;receptor_aliases=;processed_forms=searched mature ligand, precursor, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted. Expanded CellChat search verdict=reject_pair.
M20A-CELLCHAT-REMAINING-0144	adm calcr_ramp3	Adm CALCR_RAMP3	non_ligand_receptor	https://pubmed.ncbi.nlm.nih.gov/?term=adm+calcr_ramp3;https://europepmc.org/search?query=adm+calcr_ramp3;https://pubmed.ncbi.nlm.nih.gov/27940069/;https://europepmc.org/article/MED/27940069;https://pubmed.ncbi.nlm.nih.gov/24199627/;https://europepmc.org/article/MED/24199627;https://pubmed.ncbi.nlm.nih.gov/22142144/;https://europepmc.org/article/MED/22142144;https://pubmed.ncbi.nlm.nih.gov/12196109/;https://europepmc.org/article/MED/12196109	human;mouse	wrong_receptor_complex_for_submitted_ligand	Canonical adrenomedullin receptor evidence concerns CALCRL/CLR with RAMP2 or RAMP3, not CALCR/RAMP complexes.	The submitted CALCR-containing complex is a CGRP/amylin-family receptor context and was not established as the exact ADM receptor.	aliases=adm calcr_ramp3;receptor_aliases=;processed_forms=searched mature ligand, precursor, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted. Expanded CellChat search verdict=reject_pair.
M20A-CELLCHAT-REMAINING-0145	adm calcrl_ramp1	Adm CALCRL_RAMP1	non_ligand_receptor	https://pubmed.ncbi.nlm.nih.gov/?term=adm+calcrl_ramp1;https://europepmc.org/search?query=adm+calcrl_ramp1;https://pubmed.ncbi.nlm.nih.gov/27940069/;https://europepmc.org/article/MED/27940069;https://pubmed.ncbi.nlm.nih.gov/24199627/;https://europepmc.org/article/MED/24199627;https://pubmed.ncbi.nlm.nih.gov/22142144/;https://europepmc.org/article/MED/22142144;https://pubmed.ncbi.nlm.nih.gov/12196109/;https://europepmc.org/article/MED/12196109	human;mouse	wrong_or_noncanonical_receptor_complex	CALCRL-RAMP1 is the canonical CGRP receptor, whereas adrenomedullin preferentially uses CALCRL-RAMP2 and CALCRL-RAMP3.	Shared family membership and cross-reactivity do not establish the submitted ADM-CALCRL-RAMP1 pair.	aliases=adm calcrl_ramp1;receptor_aliases=;processed_forms=searched mature ligand, precursor, cleavage products, peptide chains and isoforms;complexes=searched receptor subunits, holoreceptors, co-receptors, heterodimers and adaptor complexes;structures=searched receptor reconstitution, binding interfaces, affinity, SPR, co-IP and functional receptor-dependence;PubMed+EuropePMC=exact-symbol, alias, processed-form and family-aware queries;citation_trails=followed relevant primary-paper and review references;negative=expression, pathway, network and noncognate-family co-occurrence were not counted. Expanded CellChat search verdict=reject_pair.
M20A-CELLCHAT-REMAINING-0146	adm calcrl_ramp2	Adm CALCRL_RAMP2	low_evidence	https://pubmed.ncbi.nlm.nih.gov/27940069/;https://pubmed.ncbi.nlm.nih.gov/24199627/;https://pubmed.ncbi.nlm.nih.gov/22142144/;https://pubmed.ncbi.nlm.nih.gov/12196109/	human recombinant CALCRL/RAMP2; mouse Calcrl/Ramp genetic systems	direct_binding_and_receptor_dependent_function	PMID 24199627 directly tests adrenomedullin binding and cAMP responses with human CALCRL/RAMP2 constructs and mutagenesis; PMID 22142144 tests human CALCRL/RAMP2 receptor activation; PMID 27940069 tests adrenomedullin responses in mouse Calcrl/Ramp genetic systems.	Molecular evidence is exact for the CALCRL/RAMP2 complex, while mouse knockout physiology provides contextual receptor dependence rather than a clean chain-specific affinity measurement. Relative RAMP2/RAMP3 weighting is species and context dependent.	approve exact adrenomedullin:CALCRL:RAMP2 complex; CALCRL is the GPCR chain and RAMP2 is the receptor activity-modifying accessory chain. Candidate citation audit verdict=approve_candidate.
M20A-CELLCHAT-REMAINING-0147	adm calcrl_ramp3	Adm CALCRL_RAMP3	low_evidence	https://pubmed.ncbi.nlm.nih.gov/27940069/;https://pubmed.ncbi.nlm.nih.gov/24199627/;https://pubmed.ncbi.nlm.nih.gov/22142144/;https://pubmed.ncbi.nlm.nih.gov/12196109/	human recombinant CALCRL/RAMP3; mouse Calcrl/Ramp genetic systems	direct_binding_and_receptor_dependent_function	PMID 24199627 directly tests adrenomedullin binding and cAMP responses with human CALCRL/RAMP3 constructs and mutagenesis; PMID 22142144 tests human CALCRL/RAMP3 receptor activation; PMID 27940069 tests adrenomedullin responses in mouse Calcrl/Ramp genetic systems.	Molecular evidence is exact for the CALCRL/RAMP3 complex, while mouse knockout physiology provides contextual receptor dependence rather than a clean chain-specific affinity measurement. Relative RAMP2/RAMP3 weighting is species and context dependent.	approve exact adrenomedullin:CALCRL:RAMP3 complex; CALCRL is the GPCR chain and RAMP3 is the receptor activity-modifying accessory chain. Candidate citation audit verdict=approve_candidate.
M20A-CELLCHAT-REMAINING-0148	ado-nt5e_slc29a1 adora1	ADO-NT5E_SLC29A1 Adora1	non_ligand_receptor	https://pubmed.ncbi.nlm.nih.gov/9459566/;https://pubmed.ncbi.nlm.nih.gov/1325798/;https://pubmed.ncbi.nlm.nih.gov/8234299/;https://pubmed.ncbi.nlm.nih.gov/19141710/	human recombinant CHO	mature_adenosine_receptor_binding_and_function	The cited primary studies test mature extracellular adenosine or adenosine agonists at ADORA1; they do not test the submitted ADO-NT5E_SLC29A1 enzyme/transporter source composite as the ligand.	Direct evidence concerns mature adenosine receptor binding or receptor activation/function. NT5E is an ectonucleotidase that generates adenosine and SLC29A1/SLC29A2/SLC29A3/SLC29A4 are nucleoside transporters; they are source/handling components, not ligand chains. No receptor assay tested the submitted composite.	reject_pair: ADO-NT5E_SLC29A1 is a source/transport composite rather than a ligand-receptor entity; curate mature adenosine with ADORA1 separately if desired. Candidate citation audit verdict=reject_pair.
M20A-CELLCHAT-REMAINING-0149	ado-nt5e_slc29a1 adora2a	ADO-NT5E_SLC29A1 Adora2a	non_ligand_receptor	https://pubmed.ncbi.nlm.nih.gov/9459566/;https://pubmed.ncbi.nlm.nih.gov/1325798/;https://pubmed.ncbi.nlm.nih.gov/8234299/;https://pubmed.ncbi.nlm.nih.gov/19141710/	human recombinant CHO	mature_adenosine_receptor_binding_and_function	The cited primary studies test mature extracellular adenosine or adenosine agonists at ADORA2A; they do not test the submitted ADO-NT5E_SLC29A1 enzyme/transporter source composite as the ligand.	Direct evidence concerns mature adenosine receptor binding or receptor activation/function. NT5E is an ectonucleotidase that generates adenosine and SLC29A1/SLC29A2/SLC29A3/SLC29A4 are nucleoside transporters; they are source/handling components, not ligand chains. No receptor assay tested the submitted composite.	reject_pair: ADO-NT5E_SLC29A1 is a source/transport composite rather than a ligand-receptor entity; curate mature adenosine with ADORA2A separately if desired. Candidate citation audit verdict=reject_pair.
M20A-CELLCHAT-REMAINING-0150	ado-nt5e_slc29a1 adora2b	ADO-NT5E_SLC29A1 Adora2b	non_ligand_receptor	https://pubmed.ncbi.nlm.nih.gov/9459566/;https://pubmed.ncbi.nlm.nih.gov/1325798/;https://pubmed.ncbi.nlm.nih.gov/8234299/;https://pubmed.ncbi.nlm.nih.gov/19141710/	human brain clone; human recombinant CHO; mouse/rabbit/dog recombinant HEK293	mature_adenosine_receptor_binding_and_function	The cited primary studies test mature extracellular adenosine or adenosine agonists at ADORA2B; they do not test the submitted ADO-NT5E_SLC29A1 enzyme/transporter source composite as the ligand.	Direct evidence concerns mature adenosine receptor binding or receptor activation/function. NT5E is an ectonucleotidase that generates adenosine and SLC29A1/SLC29A2/SLC29A3/SLC29A4 are nucleoside transporters; they are source/handling components, not ligand chains. No receptor assay tested the submitted composite.	reject_pair: ADO-NT5E_SLC29A1 is a source/transport composite rather than a ligand-receptor entity; curate mature adenosine with ADORA2B separately if desired. Candidate citation audit verdict=reject_pair.
M20A-CELLCHAT-REMAINING-0151	ado-nt5e_slc29a1 adora3	ADO-NT5E_SLC29A1 Adora3	non_ligand_receptor	https://pubmed.ncbi.nlm.nih.gov/9459566/;https://pubmed.ncbi.nlm.nih.gov/1325798/;https://pubmed.ncbi.nlm.nih.gov/8234299/;https://pubmed.ncbi.nlm.nih.gov/19141710/	human recombinant CHO	mature_adenosine_receptor_binding_and_function	The cited primary studies test mature extracellular adenosine or adenosine agonists at ADORA3; they do not test the submitted ADO-NT5E_SLC29A1 enzyme/transporter source composite as the ligand.	Direct evidence concerns mature adenosine receptor binding or receptor activation/function. NT5E is an ectonucleotidase that generates adenosine and SLC29A1/SLC29A2/SLC29A3/SLC29A4 are nucleoside transporters; they are source/handling components, not ligand chains. No receptor assay tested the submitted composite.	reject_pair: ADO-NT5E_SLC29A1 is a source/transport composite rather than a ligand-receptor entity; curate mature adenosine with ADORA3 separately if desired. Candidate citation audit verdict=reject_pair.
M20A-CELLCHAT-REMAINING-0152	ado-nt5e_slc29a2 adora1	ADO-NT5E_SLC29A2 Adora1	non_ligand_receptor	https://pubmed.ncbi.nlm.nih.gov/9459566/;https://pubmed.ncbi.nlm.nih.gov/1325798/;https://pubmed.ncbi.nlm.nih.gov/8234299/;https://pubmed.ncbi.nlm.nih.gov/19141710/	human recombinant CHO	mature_adenosine_receptor_binding_and_function	The cited primary studies test mature extracellular adenosine or adenosine agonists at ADORA1; they do not test the submitted ADO-NT5E_SLC29A2 enzyme/transporter source composite as the ligand.	Direct evidence concerns mature adenosine receptor binding or receptor activation/function. NT5E is an ectonucleotidase that generates adenosine and SLC29A1/SLC29A2/SLC29A3/SLC29A4 are nucleoside transporters; they are source/handling components, not ligand chains. No receptor assay tested the submitted composite.	reject_pair: ADO-NT5E_SLC29A2 is a source/transport composite rather than a ligand-receptor entity; curate mature adenosine with ADORA1 separately if desired. Candidate citation audit verdict=reject_pair.
M20A-CELLCHAT-REMAINING-0153	ado-nt5e_slc29a2 adora2a	ADO-NT5E_SLC29A2 Adora2a	non_ligand_receptor	https://pubmed.ncbi.nlm.nih.gov/9459566/;https://pubmed.ncbi.nlm.nih.gov/1325798/;https://pubmed.ncbi.nlm.nih.gov/8234299/;https://pubmed.ncbi.nlm.nih.gov/19141710/	human recombinant CHO	mature_adenosine_receptor_binding_and_function	The cited primary studies test mature extracellular adenosine or adenosine agonists at ADORA2A; they do not test the submitted ADO-NT5E_SLC29A2 enzyme/transporter source composite as the ligand.	Direct evidence concerns mature adenosine receptor binding or receptor activation/function. NT5E is an ectonucleotidase that generates adenosine and SLC29A1/SLC29A2/SLC29A3/SLC29A4 are nucleoside transporters; they are source/handling components, not ligand chains. No receptor assay tested the submitted composite.	reject_pair: ADO-NT5E_SLC29A2 is a source/transport composite rather than a ligand-receptor entity; curate mature adenosine with ADORA2A separately if desired. Candidate citation audit verdict=reject_pair.
M20A-CELLCHAT-REMAINING-0154	ado-nt5e_slc29a2 adora2b	ADO-NT5E_SLC29A2 Adora2b	non_ligand_receptor	https://pubmed.ncbi.nlm.nih.gov/9459566/;https://pubmed.ncbi.nlm.nih.gov/1325798/;https://pubmed.ncbi.nlm.nih.gov/8234299/;https://pubmed.ncbi.nlm.nih.gov/19141710/	human brain clone; human recombinant CHO; mouse/rabbit/dog recombinant HEK293	mature_adenosine_receptor_binding_and_function	The cited primary studies test mature extracellular adenosine or adenosine agonists at ADORA2B; they do not test the submitted ADO-NT5E_SLC29A2 enzyme/transporter source composite as the ligand.	Direct evidence concerns mature adenosine receptor binding or receptor activation/function. NT5E is an ectonucleotidase that generates adenosine and SLC29A1/SLC29A2/SLC29A3/SLC29A4 are nucleoside transporters; they are source/handling components, not ligand chains. No receptor assay tested the submitted composite.	reject_pair: ADO-NT5E_SLC29A2 is a source/transport composite rather than a ligand-receptor entity; curate mature adenosine with ADORA2B separately if desired. Candidate citation audit verdict=reject_pair.
