review_id	pair_key	pair_label_canonical	final_class	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes
M20A-EXT-0885	arpc5 adrb2	Arpc5 Adrb2	non_ligand_receptor	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=arpc5%20AND%20adrb2;EuropePMC:https://europepmc.org/search?query=arpc5%20AND%20adrb2;PMID:17956998 (PubMed/Europe PMC);PMID:23722663 (PubMed/Europe PMC);PMID:26607731 (PubMed/Europe PMC);PMID:32394971 (PubMed/Europe PMC)	not applicable for exact pair	noncognate_or_non_ligand_receptor_relationship	Searches support a protein complex, intracellular regulator, adhesion partner, antagonist, or noncognate family relationship rather than the submitted extracellular ligand-receptor edge.	The relation may be biologically associated, but it is not the submitted ligand-receptor relationship.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=18; PubMed_hits=0; composite_component_search=no Expanded search verdict=reject_pair.
M20A-EXT-0886	arpc5 ldlr	Arpc5 Ldlr	non_ligand_receptor	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=arpc5%20AND%20ldlr;EuropePMC:https://europepmc.org/search?query=arpc5%20AND%20ldlr;PMID:20374639 (PubMed/Europe PMC);PMID:30151880 (PubMed/Europe PMC);PMID:18302766 (PubMed/Europe PMC);PMID:33036956 (PubMed/Europe PMC)	not applicable for exact pair	noncognate_or_non_ligand_receptor_relationship	Searches support a protein complex, intracellular regulator, adhesion partner, antagonist, or noncognate family relationship rather than the submitted extracellular ligand-receptor edge.	The relation may be biologically associated, but it is not the submitted ligand-receptor relationship.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=29; PubMed_hits=0; composite_component_search=no Expanded search verdict=reject_pair.
M20A-EXT-0887	arpc5 lrp2	Arpc5 Lrp2	non_ligand_receptor	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=arpc5%20AND%20lrp2;EuropePMC:https://europepmc.org/search?query=arpc5%20AND%20lrp2;PMID:23911686 (PubMed/Europe PMC);PMID:26487969 (PubMed/Europe PMC);PMID:32891007 (PubMed/Europe PMC);PMID:29721020 (PubMed/Europe PMC)	not applicable for exact pair	noncognate_or_non_ligand_receptor_relationship	Searches support a protein complex, intracellular regulator, adhesion partner, antagonist, or noncognate family relationship rather than the submitted extracellular ligand-receptor edge.	The relation may be biologically associated, but it is not the submitted ligand-receptor relationship.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=13; PubMed_hits=0; composite_component_search=no Expanded search verdict=reject_pair.
M20A-EXT-0889	avp adcyap1r1	Avp Adcyap1r1	no_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=avp%20AND%20adcyap1r1;EuropePMC:https://europepmc.org/search?query=avp%20AND%20adcyap1r1;PMID:40950196 (PubMed/Europe PMC);PMID:42552960 (PubMed/Europe PMC);PMID:26878891 (PubMed/Europe PMC);PMID:29055040 (PubMed/Europe PMC)	none established for exact pair	no_exact_pair_primary_evidence	No pair-specific primary binding, activation, adhesion, or receptor-dependent function was recovered after expanded searches.	Hits, when present, were broad co-occurrence, family, pathway, expression, or database leads without exact-pair primary validation.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=89; PubMed_hits=2; composite_component_search=no Expanded search verdict=no_evidence.
M20A-EXT-0890	avp adrb2	Avp Adrb2	no_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=avp%20AND%20adrb2;EuropePMC:https://europepmc.org/search?query=avp%20AND%20adrb2;PMID:35023097 (PubMed/Europe PMC);PMID:29055040 (PubMed/Europe PMC);PMID:24517644 (PubMed/Europe PMC);PMID:26650439 (PubMed/Europe PMC)	none established for exact pair	no_exact_pair_primary_evidence	No pair-specific primary binding, activation, adhesion, or receptor-dependent function was recovered after expanded searches.	Hits, when present, were broad co-occurrence, family, pathway, expression, or database leads without exact-pair primary validation.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=144; PubMed_hits=1; composite_component_search=no Expanded search verdict=no_evidence.
M20A-EXT-0891	avp adrb3	Avp Adrb3	no_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=avp%20AND%20adrb3;EuropePMC:https://europepmc.org/search?query=avp%20AND%20adrb3;PMID:29055040 (PubMed/Europe PMC);PMID:24517644 (PubMed/Europe PMC);PMID:26650439 (PubMed/Europe PMC);PMID:32978039 (PubMed/Europe PMC)	none established for exact pair	no_exact_pair_primary_evidence	No pair-specific primary binding, activation, adhesion, or receptor-dependent function was recovered after expanded searches.	Hits, when present, were broad co-occurrence, family, pathway, expression, or database leads without exact-pair primary validation.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=56; PubMed_hits=0; composite_component_search=no Expanded search verdict=no_evidence.
M20A-EXT-0895	avp gpr20	Avp Gpr20	no_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=avp%20AND%20gpr20;EuropePMC:https://europepmc.org/search?query=avp%20AND%20gpr20;PMID:31710717 (PubMed/Europe PMC);PMID:29055040 (PubMed/Europe PMC);PMID:24517644 (PubMed/Europe PMC);PMID:26650439 (PubMed/Europe PMC)	none established for exact pair	no_exact_pair_primary_evidence	No pair-specific primary binding, activation, adhesion, or receptor-dependent function was recovered after expanded searches.	Hits, when present, were broad co-occurrence, family, pathway, expression, or database leads without exact-pair primary validation.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=10; PubMed_hits=0; composite_component_search=no Expanded search verdict=no_evidence.
M20A-EXT-0896	avp gpr84	Avp Gpr84	no_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=avp%20AND%20gpr84;EuropePMC:https://europepmc.org/search?query=avp%20AND%20gpr84;PMID:31710717 (PubMed/Europe PMC);PMID:29055040 (PubMed/Europe PMC);PMID:24517644 (PubMed/Europe PMC);PMID:26650439 (PubMed/Europe PMC)	none established for exact pair	no_exact_pair_primary_evidence	No pair-specific primary binding, activation, adhesion, or receptor-dependent function was recovered after expanded searches.	Hits, when present, were broad co-occurrence, family, pathway, expression, or database leads without exact-pair primary validation.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=18; PubMed_hits=0; composite_component_search=no Expanded search verdict=no_evidence.
M20A-EXT-0899	avp oxtr	Avp Oxtr	low_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=avp%20AND%20oxtr;EuropePMC:https://europepmc.org/search?query=avp%20AND%20oxtr;PMID:30378258 (PubMed/Europe PMC);PMID:29487501 (PubMed/Europe PMC);PMID:28283809 (PubMed/Europe PMC);PMID:36113782 (PubMed/Europe PMC)	mixed or unresolved; exact submitted species/pair not fully established	fragment_specific_or_complex_context_or_indirect_primary	Concrete alias-expanded co-occurrence or indirect receptor-function evidence was found, but exact pair binding/activation was not established.	Family/database/expression evidence was not treated as exact-pair proof; fragment, co-receptor, precursor, or heteromeric identity remains material.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=1208; PubMed_hits=70; composite_component_search=no Expanded search verdict=hold_low.
M20A-EXT-0900	avp pth1r	Avp Pth1r	no_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=avp%20AND%20pth1r;EuropePMC:https://europepmc.org/search?query=avp%20AND%20pth1r;PMID:29055040 (PubMed/Europe PMC);PMID:24517644 (PubMed/Europe PMC);PMID:26650439 (PubMed/Europe PMC);PMID:22535891 (PubMed/Europe PMC)	none established for exact pair	no_exact_pair_primary_evidence	No pair-specific primary binding, activation, adhesion, or receptor-dependent function was recovered after expanded searches.	Hits, when present, were broad co-occurrence, family, pathway, expression, or database leads without exact-pair primary validation.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=52; PubMed_hits=0; composite_component_search=no Expanded search verdict=no_evidence.
M20A-EXT-0903	avp tshr	Avp Tshr	low_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=avp%20AND%20tshr;EuropePMC:https://europepmc.org/search?query=avp%20AND%20tshr;PMID:21713996 (PubMed/Europe PMC);PMID:19131502 (PubMed/Europe PMC);PMID:37569429 (PubMed/Europe PMC);PMID:16984239 (PubMed/Europe PMC)	mixed or unresolved; exact submitted species/pair not fully established	fragment_specific_or_complex_context_or_indirect_primary	Concrete alias-expanded co-occurrence or indirect receptor-function evidence was found, but exact pair binding/activation was not established.	Family/database/expression evidence was not treated as exact-pair proof; fragment, co-receptor, precursor, or heteromeric identity remains material.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=294; PubMed_hits=4; composite_component_search=no Expanded search verdict=hold_low.
M20A-EXT-0904	avp vipr1	Avp Vipr1	no_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=avp%20AND%20vipr1;EuropePMC:https://europepmc.org/search?query=avp%20AND%20vipr1;PMID:30385464 (PubMed/Europe PMC);PMID:29055040 (PubMed/Europe PMC);PMID:24517644 (PubMed/Europe PMC);PMID:26650439 (PubMed/Europe PMC)	none established for exact pair	no_exact_pair_primary_evidence	No pair-specific primary binding, activation, adhesion, or receptor-dependent function was recovered after expanded searches.	Hits, when present, were broad co-occurrence, family, pathway, expression, or database leads without exact-pair primary validation.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=74; PubMed_hits=0; composite_component_search=no Expanded search verdict=no_evidence.
M20A-EXT-0906	b2m cd247	B2m Cd247	non_ligand_receptor	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=b2m%20AND%20cd247;EuropePMC:https://europepmc.org/search?query=b2m%20AND%20cd247;PMID:36276947 (PubMed/Europe PMC);PMID:31096062 (PubMed/Europe PMC);PMID:40227387 (PubMed/Europe PMC);PMID:29033130 (PubMed/Europe PMC)	not applicable for exact pair	noncognate_or_non_ligand_receptor_relationship	Searches support a protein complex, intracellular regulator, adhesion partner, antagonist, or noncognate family relationship rather than the submitted extracellular ligand-receptor edge.	The relation may be biologically associated, but it is not the submitted ligand-receptor relationship.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=189; PubMed_hits=3; composite_component_search=no Expanded search verdict=reject_pair.
M20A-EXT-0907	b2m cd3d	B2m Cd3d	non_ligand_receptor	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=b2m%20AND%20cd3d;EuropePMC:https://europepmc.org/search?query=b2m%20AND%20cd3d;PMID:36276947 (PubMed/Europe PMC);PMID:29977931 (PubMed/Europe PMC);PMID:40227387 (PubMed/Europe PMC);PMID:32657201 (PubMed/Europe PMC)	not applicable for exact pair	noncognate_or_non_ligand_receptor_relationship	Searches support a protein complex, intracellular regulator, adhesion partner, antagonist, or noncognate family relationship rather than the submitted extracellular ligand-receptor edge.	The relation may be biologically associated, but it is not the submitted ligand-receptor relationship.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=462; PubMed_hits=4; composite_component_search=no Expanded search verdict=reject_pair.
M20A-EXT-0908	b2m cd3g	B2m Cd3g	non_ligand_receptor	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=b2m%20AND%20cd3g;EuropePMC:https://europepmc.org/search?query=b2m%20AND%20cd3g;PMID:36276947 (PubMed/Europe PMC);PMID:35818398 (PubMed/Europe PMC);PMID:38396726 (PubMed/Europe PMC);PMID:29977931 (PubMed/Europe PMC)	not applicable for exact pair	noncognate_or_non_ligand_receptor_relationship	Searches support a protein complex, intracellular regulator, adhesion partner, antagonist, or noncognate family relationship rather than the submitted extracellular ligand-receptor edge.	The relation may be biologically associated, but it is not the submitted ligand-receptor relationship.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=269; PubMed_hits=5; composite_component_search=no Expanded search verdict=reject_pair.
M20A-EXT-0909	b2m hfe	B2m Hfe	non_ligand_receptor	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=b2m%20AND%20hfe;EuropePMC:https://europepmc.org/search?query=b2m%20AND%20hfe;PMID:10791995 (PubMed/Europe PMC);PMID:41277739 (PubMed/Europe PMC);PMID:22624560 (PubMed/Europe PMC);PMID:11159549 (PubMed/Europe PMC)	not applicable for exact pair	noncognate_or_non_ligand_receptor_relationship	Searches support a protein complex, intracellular regulator, adhesion partner, antagonist, or noncognate family relationship rather than the submitted extracellular ligand-receptor edge.	The relation may be biologically associated, but it is not the submitted ligand-receptor relationship.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=239; PubMed_hits=4; composite_component_search=no Expanded search verdict=reject_pair.
M20A-EXT-0910	b2m klrc1	B2m Klrc1	non_ligand_receptor	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=b2m%20AND%20klrc1;EuropePMC:https://europepmc.org/search?query=b2m%20AND%20klrc1;PMID:30778252 (PubMed/Europe PMC);PMID:34493872 (PubMed/Europe PMC);PMID:30332631 (PubMed/Europe PMC);PMID:37635168 (PubMed/Europe PMC)	not applicable for exact pair	noncognate_or_non_ligand_receptor_relationship	Searches support a protein complex, intracellular regulator, adhesion partner, antagonist, or noncognate family relationship rather than the submitted extracellular ligand-receptor edge.	The relation may be biologically associated, but it is not the submitted ligand-receptor relationship.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=176; PubMed_hits=0; composite_component_search=no Expanded search verdict=reject_pair.
M20A-EXT-0911	b2m klrd1	B2m Klrd1	non_ligand_receptor	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=b2m%20AND%20klrd1;EuropePMC:https://europepmc.org/search?query=b2m%20AND%20klrd1;PMID:41126263 (PubMed/Europe PMC);PMID:30778252 (PubMed/Europe PMC);PMID:31633216 (PubMed/Europe PMC);PMID:30332631 (PubMed/Europe PMC)	not applicable for exact pair	noncognate_or_non_ligand_receptor_relationship	Searches support a protein complex, intracellular regulator, adhesion partner, antagonist, or noncognate family relationship rather than the submitted extracellular ligand-receptor edge.	The relation may be biologically associated, but it is not the submitted ligand-receptor relationship.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=201; PubMed_hits=1; composite_component_search=no Expanded search verdict=reject_pair.
M20A-EXT-0912	b2m tfrc	B2m Tfrc	non_ligand_receptor	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=b2m%20AND%20tfrc;EuropePMC:https://europepmc.org/search?query=b2m%20AND%20tfrc;PMID:37558778 (PubMed/Europe PMC);PMID:40444832 (PubMed/Europe PMC);PMID:22624560 (PubMed/Europe PMC);PMID:35792778 (PubMed/Europe PMC)	not applicable for exact pair	noncognate_or_non_ligand_receptor_relationship	Searches support a protein complex, intracellular regulator, adhesion partner, antagonist, or noncognate family relationship rather than the submitted extracellular ligand-receptor edge.	The relation may be biologically associated, but it is not the submitted ligand-receptor relationship.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=728; PubMed_hits=30; composite_component_search=no Expanded search verdict=reject_pair.
M20A-EXT-0913	bcan egfr	Bcan Egfr	no_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=bcan%20AND%20egfr;EuropePMC:https://europepmc.org/search?query=bcan%20AND%20egfr;PMID:39424455 (PubMed/Europe PMC);PMID:38965505 (PubMed/Europe PMC);PMID:37088298 (PubMed/Europe PMC);PMID:41879092 (PubMed/Europe PMC)	none established for exact pair	no_exact_pair_primary_evidence	No pair-specific primary binding, activation, adhesion, or receptor-dependent function was recovered after expanded searches.	Hits, when present, were broad co-occurrence, family, pathway, expression, or database leads without exact-pair primary validation.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=360; PubMed_hits=4; composite_component_search=no Expanded search verdict=no_evidence.
M20A-LIANA-REMAINING-0007	bdnf ngfr	Bdnf Ngfr	low_evidence	PMID:36834612 https://pubmed.ncbi.nlm.nih.gov/36834612/; PMID:39027123 https://pubmed.ncbi.nlm.nih.gov/39027123/; PMID:41142167 https://pubmed.ncbi.nlm.nih.gov/41142167/	human and mouse review/expression literature	contextual receptor_activation	The cited NGFR review identifies p75NTR as a low-affinity receptor for mammalian neurotrophins including BDNF; the other cited studies are expression or biomarker studies.	No cited primary record tests BDNF or proBDNF binding to NGFR in a defined assay; p75NTR signaling is also context- and co-receptor-dependent.	Real pair, but cited evidence does not meet the exact-pair primary-evidence threshold for approval. Candidate audit verdict=retain_low.
M20A-EXT-0918	bgn ly96	Bgn Ly96	low_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=bgn%20AND%20ly96;EuropePMC:https://europepmc.org/search?query=bgn%20AND%20ly96;PMID:25904789 (PubMed/Europe PMC);PMID:21047417 (PubMed/Europe PMC);PMID:31300040 (PubMed/Europe PMC);PMID:23468608 (PubMed/Europe PMC)	mixed or unresolved; exact submitted species/pair not fully established	fragment_specific_or_complex_context_or_indirect_primary	Concrete alias-expanded co-occurrence or indirect receptor-function evidence was found, but exact pair binding/activation was not established.	Family/database/expression evidence was not treated as exact-pair proof; fragment, co-receptor, precursor, or heteromeric identity remains material.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=40; PubMed_hits=0; composite_component_search=no Expanded search verdict=hold_low.
M20A-EXT-0919	bgn tlr1	Bgn Tlr1	low_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=bgn%20AND%20tlr1;EuropePMC:https://europepmc.org/search?query=bgn%20AND%20tlr1;PMID:17853945 (PubMed/Europe PMC);PMID:20629986 (PubMed/Europe PMC);PMID:22677551 (PubMed/Europe PMC);PMID:18408889 (PubMed/Europe PMC)	mixed or unresolved; exact submitted species/pair not fully established	fragment_specific_or_complex_context_or_indirect_primary	Concrete alias-expanded co-occurrence or indirect receptor-function evidence was found, but exact pair binding/activation was not established.	Family/database/expression evidence was not treated as exact-pair proof; fragment, co-receptor, precursor, or heteromeric identity remains material.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=126; PubMed_hits=0; composite_component_search=no Expanded search verdict=hold_low.
M20A-EXT-0920	bgn tlr2	Bgn Tlr2	low_evidence	PMID:27849015 https://pubmed.ncbi.nlm.nih.gov/27849015/; PMID:32050430 https://pubmed.ncbi.nlm.nih.gov/32050430/; PMID:36632455 https://pubmed.ncbi.nlm.nih.gov/36632455/	human primary cells and mixed review/cancer contexts	receptor_activation	Human testicular peritubular cells treated with recombinant BGN showed inflammatory outputs and the paper proposed BGN as a TLR2 ligand; other citations provide pathway or review context.	The cited human study did not demonstrate direct BGN-TLR2 binding or a TLR2-specific loss-of-function for the BGN response.	Retain low: exact relationship is plausible and supported functionally only at an unresolved receptor level. Candidate audit verdict=retain_low.
M20A-EXT-0921	bgn tlr4	Bgn Tlr4	low_evidence	PMID:41465449 https://pubmed.ncbi.nlm.nih.gov/41465449/; PMID:32050430 https://pubmed.ncbi.nlm.nih.gov/32050430/	human ESCC cell lines, human MSC-derived CAF-like cells	 receptor-dependent_function	Recombinant human BGN increased ESCC proliferation and migration, and TLR4 blockade abrogated the effects; the study also used BGN knockdown and TLR4 readouts.	Evidence is receptor-dependent activation rather than purified-protein binding, and the cancer-stroma assay does not define a universal TLR4 complex.	Exact BGN-TLR4 functional evidence is present in a primary study; approve under the contract's receptor-function criterion. Candidate audit verdict=approve_candidate.
M20A-EXT-0925	bmp10 acvr2a_acvrl1	Bmp10 Acvr2a_Acvrl1	low_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=bmp10%20AND%20acvr2a_acvrl1;EuropePMC:https://europepmc.org/search?query=bmp10%20AND%20acvr2a_acvrl1	mixed or unresolved; exact submitted species/pair not fully established	fragment_specific_or_complex_context_or_indirect_primary	Component-wise BMP/TGF-beta receptor literature was recovered, but exact ligand-specific assignment to this composite remains unresolved.	Family/database/expression evidence was not treated as exact-pair proof; fragment, co-receptor, precursor, or heteromeric identity remains material.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=61; PubMed_hits=0; composite_component_search=yes Expanded search verdict=hold_low.
M20A-EXT-0926	bmp10 acvr2b_acvrl1	Bmp10 Acvr2b_Acvrl1	low_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=bmp10%20AND%20acvr2b_acvrl1;EuropePMC:https://europepmc.org/search?query=bmp10%20AND%20acvr2b_acvrl1	mixed or unresolved; exact submitted species/pair not fully established	fragment_specific_or_complex_context_or_indirect_primary	Component-wise BMP/TGF-beta receptor literature was recovered, but exact ligand-specific assignment to this composite remains unresolved.	Family/database/expression evidence was not treated as exact-pair proof; fragment, co-receptor, precursor, or heteromeric identity remains material.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=70; PubMed_hits=0; composite_component_search=yes Expanded search verdict=hold_low.
M20A-EXT-0929	bmp10 eng	Bmp10 Eng	no_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=bmp10%20AND%20eng;EuropePMC:https://europepmc.org/search?query=bmp10%20AND%20eng;PMID:37422716 (PubMed/Europe PMC);PMID:37490341 (PubMed/Europe PMC);PMID:41476036 (PubMed/Europe PMC);PMID:36348215 (PubMed/Europe PMC)	none established for exact pair	no_exact_pair_primary_evidence	No pair-specific primary binding, activation, adhesion, or receptor-dependent function was recovered after expanded searches.	Hits, when present, were broad co-occurrence, family, pathway, expression, or database leads without exact-pair primary validation.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=341; PubMed_hits=17; composite_component_search=no Expanded search verdict=no_evidence.
M20A-EXT-0930	bmp10 ffar2	Bmp10 Ffar2	no_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=bmp10%20AND%20ffar2;EuropePMC:https://europepmc.org/search?query=bmp10%20AND%20ffar2;PMID:35202246 (PubMed/Europe PMC);PMID:22771707 (PubMed/Europe PMC);PMID:28153015 (PubMed/Europe PMC);PMID:40207138 (PubMed/Europe PMC)	none established for exact pair	no_exact_pair_primary_evidence	No pair-specific primary binding, activation, adhesion, or receptor-dependent function was recovered after expanded searches.	Hits, when present, were broad co-occurrence, family, pathway, expression, or database leads without exact-pair primary validation.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=4; PubMed_hits=0; composite_component_search=no Expanded search verdict=no_evidence.
