review_id	pair_key	pair_label_canonical	final_class	source_locators	species_support	support_kind	evidence_summary	limitations	review_notes
M20A-CELLCHAT-REMAINING-0171	adr-pnmt_slc18a1 adrb2	ADR-PNMT_SLC18A1 Adrb2	restore_low	https://pubmed.ncbi.nlm.nih.gov/9605427/;https://europepmc.org/article/MED/9605427;https://www.guidetopharmacology.org/GRAC/FamilyDisplayForward?familyId=4	human;mouse;rat;recombinant	mature_epinephrine_adrenergic_receptor_function_not_composite	PNMT participates in epinephrine biosynthesis and SLC18A1/SLC18A2 store monoamines; mature adrenaline/epinephrine and, at several subtypes, noradrenaline directly activate ADRB2 receptors. The submitted source is biosynthesis/storage context, not the ligand chain.	No receptor assay tested the PNMT-SLC18A1/2 composite; low confidence reflects the contextual source notation.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0172	adr-pnmt_slc18a1 adrb3	ADR-PNMT_SLC18A1 Adrb3	restore_low	https://pubmed.ncbi.nlm.nih.gov/9605427/;https://europepmc.org/article/MED/9605427;https://www.guidetopharmacology.org/GRAC/FamilyDisplayForward?familyId=4	human;mouse;rat;recombinant	mature_epinephrine_adrenergic_receptor_function_not_composite	PNMT participates in epinephrine biosynthesis and SLC18A1/SLC18A2 store monoamines; mature adrenaline/epinephrine and, at several subtypes, noradrenaline directly activate ADRB3 receptors. The submitted source is biosynthesis/storage context, not the ligand chain.	No receptor assay tested the PNMT-SLC18A1/2 composite; low confidence reflects the contextual source notation.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0173	adr-pnmt_slc18a2 adra1a	ADR-PNMT_SLC18A2 Adra1a	restore_low	https://pubmed.ncbi.nlm.nih.gov/9605427/;https://europepmc.org/article/MED/9605427;https://www.guidetopharmacology.org/GRAC/FamilyDisplayForward?familyId=4	human;mouse;rat;recombinant	mature_epinephrine_adrenergic_receptor_function_not_composite	PNMT participates in epinephrine biosynthesis and SLC18A1/SLC18A2 store monoamines; mature adrenaline/epinephrine and, at several subtypes, noradrenaline directly activate ADRA1A receptors. The submitted source is biosynthesis/storage context, not the ligand chain.	No receptor assay tested the PNMT-SLC18A1/2 composite; low confidence reflects the contextual source notation.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0174	adr-pnmt_slc18a2 adra1b	ADR-PNMT_SLC18A2 Adra1b	restore_low	https://pubmed.ncbi.nlm.nih.gov/9605427/;https://europepmc.org/article/MED/9605427;https://www.guidetopharmacology.org/GRAC/FamilyDisplayForward?familyId=4	human;mouse;rat;recombinant	mature_epinephrine_adrenergic_receptor_function_not_composite	PNMT participates in epinephrine biosynthesis and SLC18A1/SLC18A2 store monoamines; mature adrenaline/epinephrine and, at several subtypes, noradrenaline directly activate ADRA1B receptors. The submitted source is biosynthesis/storage context, not the ligand chain.	No receptor assay tested the PNMT-SLC18A1/2 composite; low confidence reflects the contextual source notation.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0175	adr-pnmt_slc18a2 adra1d	ADR-PNMT_SLC18A2 Adra1d	restore_low	https://pubmed.ncbi.nlm.nih.gov/9605427/;https://europepmc.org/article/MED/9605427;https://www.guidetopharmacology.org/GRAC/FamilyDisplayForward?familyId=4	human;mouse;rat;recombinant	mature_epinephrine_adrenergic_receptor_function_not_composite	PNMT participates in epinephrine biosynthesis and SLC18A1/SLC18A2 store monoamines; mature adrenaline/epinephrine and, at several subtypes, noradrenaline directly activate ADRA1D receptors. The submitted source is biosynthesis/storage context, not the ligand chain.	No receptor assay tested the PNMT-SLC18A1/2 composite; low confidence reflects the contextual source notation.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0176	adr-pnmt_slc18a2 adra2a	ADR-PNMT_SLC18A2 Adra2a	restore_low	https://pubmed.ncbi.nlm.nih.gov/9605427/;https://europepmc.org/article/MED/9605427;https://www.guidetopharmacology.org/GRAC/FamilyDisplayForward?familyId=4	human;mouse;rat;recombinant	mature_epinephrine_adrenergic_receptor_function_not_composite	PNMT participates in epinephrine biosynthesis and SLC18A1/SLC18A2 store monoamines; mature adrenaline/epinephrine and, at several subtypes, noradrenaline directly activate ADRA2A receptors. The submitted source is biosynthesis/storage context, not the ligand chain.	No receptor assay tested the PNMT-SLC18A1/2 composite; low confidence reflects the contextual source notation.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0177	adr-pnmt_slc18a2 adra2b	ADR-PNMT_SLC18A2 Adra2b	restore_low	https://pubmed.ncbi.nlm.nih.gov/9605427/;https://europepmc.org/article/MED/9605427;https://www.guidetopharmacology.org/GRAC/FamilyDisplayForward?familyId=4	human;mouse;rat;recombinant	mature_epinephrine_adrenergic_receptor_function_not_composite	PNMT participates in epinephrine biosynthesis and SLC18A1/SLC18A2 store monoamines; mature adrenaline/epinephrine and, at several subtypes, noradrenaline directly activate ADRA2B receptors. The submitted source is biosynthesis/storage context, not the ligand chain.	No receptor assay tested the PNMT-SLC18A1/2 composite; low confidence reflects the contextual source notation.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0178	adr-pnmt_slc18a2 adra2c	ADR-PNMT_SLC18A2 Adra2c	restore_low	https://pubmed.ncbi.nlm.nih.gov/9605427/;https://europepmc.org/article/MED/9605427;https://www.guidetopharmacology.org/GRAC/FamilyDisplayForward?familyId=4	human;mouse;rat;recombinant	mature_epinephrine_adrenergic_receptor_function_not_composite	PNMT participates in epinephrine biosynthesis and SLC18A1/SLC18A2 store monoamines; mature adrenaline/epinephrine and, at several subtypes, noradrenaline directly activate ADRA2C receptors. The submitted source is biosynthesis/storage context, not the ligand chain.	No receptor assay tested the PNMT-SLC18A1/2 composite; low confidence reflects the contextual source notation.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0179	adr-pnmt_slc18a2 adrb1	ADR-PNMT_SLC18A2 Adrb1	restore_low	https://pubmed.ncbi.nlm.nih.gov/9605427/;https://europepmc.org/article/MED/9605427;https://www.guidetopharmacology.org/GRAC/FamilyDisplayForward?familyId=4	human;mouse;rat;recombinant	mature_epinephrine_adrenergic_receptor_function_not_composite	PNMT participates in epinephrine biosynthesis and SLC18A1/SLC18A2 store monoamines; mature adrenaline/epinephrine and, at several subtypes, noradrenaline directly activate ADRB1 receptors. The submitted source is biosynthesis/storage context, not the ligand chain.	No receptor assay tested the PNMT-SLC18A1/2 composite; low confidence reflects the contextual source notation.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0180	adr-pnmt_slc18a2 adrb2	ADR-PNMT_SLC18A2 Adrb2	restore_low	https://pubmed.ncbi.nlm.nih.gov/9605427/;https://europepmc.org/article/MED/9605427;https://www.guidetopharmacology.org/GRAC/FamilyDisplayForward?familyId=4	human;mouse;rat;recombinant	mature_epinephrine_adrenergic_receptor_function_not_composite	PNMT participates in epinephrine biosynthesis and SLC18A1/SLC18A2 store monoamines; mature adrenaline/epinephrine and, at several subtypes, noradrenaline directly activate ADRB2 receptors. The submitted source is biosynthesis/storage context, not the ligand chain.	No receptor assay tested the PNMT-SLC18A1/2 composite; low confidence reflects the contextual source notation.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0181	adr-pnmt_slc18a2 adrb3	ADR-PNMT_SLC18A2 Adrb3	restore_low	https://pubmed.ncbi.nlm.nih.gov/9605427/;https://europepmc.org/article/MED/9605427;https://www.guidetopharmacology.org/GRAC/FamilyDisplayForward?familyId=4	human;mouse;rat;recombinant	mature_epinephrine_adrenergic_receptor_function_not_composite	PNMT participates in epinephrine biosynthesis and SLC18A1/SLC18A2 store monoamines; mature adrenaline/epinephrine and, at several subtypes, noradrenaline directly activate ADRB3 receptors. The submitted source is biosynthesis/storage context, not the ligand chain.	No receptor assay tested the PNMT-SLC18A1/2 composite; low confidence reflects the contextual source notation.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-EXT-0752	agt agtr1a	Agt Agtr1a	restore_low	https://pubmed.ncbi.nlm.nih.gov/30413906/;https://pubmed.ncbi.nlm.nih.gov/12829792/;https://europepmc.org/article/PMC/PMC166216;https://www.guidetopharmacology.org/GRAC/FamilyDisplayForward?familyId=6;https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?familyId=1114&objectId=150	human;mouse;rat	processed_angiotensin_peptide_receptor_function_not_precursor	AGT/angiotensinogen is processed by renin and downstream peptidases: angiotensin II is the mature ligand for AGTR1A in the corresponding renin-angiotensin axis. Direct receptor pharmacology supports the processed peptide, not intact angiotensinogen.	The submitted gene-level precursor label does not encode the proteolytic processing step or distinguish all angiotensin products; restoration is therefore low rather than medium.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0182	agt agtr1b	Agt Agtr1b	restore_low	https://pubmed.ncbi.nlm.nih.gov/30413906/;https://pubmed.ncbi.nlm.nih.gov/12829792/;https://europepmc.org/article/PMC/PMC166216;https://www.guidetopharmacology.org/GRAC/FamilyDisplayForward?familyId=6;https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?familyId=1114&objectId=150	human;mouse;rat	processed_angiotensin_peptide_receptor_function_not_precursor	AGT/angiotensinogen is processed by renin and downstream peptidases: angiotensin II is the mature ligand for AGTR1B in the corresponding renin-angiotensin axis. Direct receptor pharmacology supports the processed peptide, not intact angiotensinogen.	The submitted gene-level precursor label does not encode the proteolytic processing step or distinguish all angiotensin products; restoration is therefore low rather than medium.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-EXT-0753	agt agtr2	Agt Agtr2	restore_low	https://pubmed.ncbi.nlm.nih.gov/30413906/;https://pubmed.ncbi.nlm.nih.gov/12829792/;https://europepmc.org/article/PMC/PMC166216;https://www.guidetopharmacology.org/GRAC/FamilyDisplayForward?familyId=6;https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?familyId=1114&objectId=150	human;mouse;rat	processed_angiotensin_peptide_receptor_function_not_precursor	AGT/angiotensinogen is processed by renin and downstream peptidases: angiotensin II is the mature ligand for AGTR2 in the corresponding renin-angiotensin axis. Direct receptor pharmacology supports the processed peptide, not intact angiotensinogen.	The submitted gene-level precursor label does not encode the proteolytic processing step or distinguish all angiotensin products; restoration is therefore low rather than medium.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-EXT-0757	agt mas1	Agt Mas1	restore_low	https://pubmed.ncbi.nlm.nih.gov/30413906/;https://pubmed.ncbi.nlm.nih.gov/12829792/;https://europepmc.org/article/PMC/PMC166216;https://www.guidetopharmacology.org/GRAC/FamilyDisplayForward?familyId=6;https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?familyId=1114&objectId=150	human;mouse;rat	processed_angiotensin_peptide_receptor_function_not_precursor	AGT/angiotensinogen is processed by renin and downstream peptidases: angiotensin-(1-7) is the mature ligand for MAS1 in the corresponding renin-angiotensin axis. Direct receptor pharmacology supports the processed peptide, not intact angiotensinogen.	The submitted gene-level precursor label does not encode the proteolytic processing step or distinguish all angiotensin products; restoration is therefore low rather than medium.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0184	aldo-cyp11b2 nr3c2	Aldo-CYP11B2 Nr3c2	restore_low	https://pubmed.ncbi.nlm.nih.gov/28116713/;https://europepmc.org/article/MED/28116713;https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=626	human;mouse;rat	mature_aldosterone_NR3C2_binding_not_biosynthetic_composite	Aldosterone directly binds and activates NR3C2/mineralocorticoid receptor; CYP11B2 is aldosterone synthase and is not part of the steroid ligand.	The source label includes a biosynthetic enzyme; no CYP11B2-containing ligand was tested.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0186	androstenedione-cyp17a1 ar	Androstenedione-CYP17A1 Ar	restore_low	https://pubmed.ncbi.nlm.nih.gov/15336702/;https://europepmc.org/article/MED/15336702;https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?familyId=98&objectId=628	human;mouse;rat	mature_androstenedione_AR_binding_not_biosynthetic_composite	Mature androstenedione is a weak/partial androgen-receptor ligand with direct binding and transcriptional activity; CYP17A1 is the biosynthetic enzyme and is not part of the ligand.	Evidence supports androstenedione→AR, not an androstenedione-CYP17A1 protein composite.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0187	androsterone-hsd17b6 nr1h4	Androsterone-HSD17B6 Nr1h4	restore_low	https://pubmed.ncbi.nlm.nih.gov/16675527/;https://europepmc.org/article/MED/16675527;https://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=603	human;mouse;rat	mature_androsterone_NR1H4_binding_and_activation_not_enzyme_composite	Androsterone directly binds the FXR/NR1H4 ligand-binding domain and activates FXR-dependent transcription; HSD17B6 is a steroid-metabolism enzyme, not part of the ligand.	The direct study used mature androsterone and purified/recombinant FXR; the HSD17B6 source context was not assayed.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0193	anxa1 fpr2_lxa4	Anxa1 FPR2_LXA4	restore_low	https://pubmed.ncbi.nlm.nih.gov/12368905/;https://pubmed.ncbi.nlm.nih.gov/21398608/;https://europepmc.org/article/PMC/PMC2777269;https://pubmed.ncbi.nlm.nih.gov/35797341/	human;mouse;rat	ANXA1_FPR2_function_with_alias_limited_receptor_notation	ANXA1 and lipoxin A4 are distinct endogenous ligands converging on FPR2/ALX; recombinant binding and receptor-dependent inflammatory functions support ANXA1/FPR2 signaling. FPR2_LXA4 is an alias/context notation for the FPR2 lipoxin receptor rather than a receptor chain.	Evidence is strongest for ANXA1-derived Ac2-26 and FPR2/ALX; the submitted token conflates an FPR2 receptor alias with LXA4 and does not specify ligand form or receptor stoichiometry.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0208	bag6 ncr3-ps	Bag6 Ncr3-ps	retain_non_ligand_receptor	https://pubmed.ncbi.nlm.nih.gov/24133212/;https://pubmed.ncbi.nlm.nih.gov/28782088/;https://europepmc.org/article/MED/28782088	human;mouse	pseudogene_or_species_invalid_receptor_notation	BAG6 is a direct human NKp30/NCR3 ligand, but the submitted receptor is Ncr3-ps. Mouse NKp30/Ncr3 is a species-specific pseudogene/loss-of-function context, and the pseudogene is not an exact functional receptor chain.	Human BAG6-NKp30 evidence cannot restore mouse Bag6-Ncr3-ps; the submitted receptor identity is nonfunctional in the target species.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0233	cadm3 epb41l1	Cadm3 Epb41l1	retain_non_ligand_receptor	https://pubmed.ncbi.nlm.nih.gov/?term=CADM3+EPB41L1;https://europepmc.org/search?query=CADM3%20EPB41L1	human;mouse	intracellular_adhesion_scaffold_not_LR	CADM3 is a cell-adhesion molecule, whereas EPB41L1 is an intracellular cytoskeletal/scaffold protein; no exact extracellular ligand-receptor binding, receptor activation, or receptor-dependent function was established for CADM3-EPB41L1.	Cell-adhesion/cytoskeletal association or family co-expression is not a canonical ligand-receptor edge.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0255	ccl27a ccr3	Ccl27a Ccr3	retain_non_ligand_receptor	https://pubmed.ncbi.nlm.nih.gov/10725697/;https://pubmed.ncbi.nlm.nih.gov/40975172/;https://europepmc.org/article/MED/10725697	human;mouse;recombinant	wrong_chemokine_receptor	Primary receptor assays establish CCL27 binding and chemotaxis through CCR10, whereas CCR3 is associated with CCL28 specificity in direct structure-function literature. No exact CCL27→CCR3 activation or binding was established.	CCL27 family evidence and CCR3 expression cannot substitute for the cognate CCL27-CCR10 relationship.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-EXT-1167	cga fshr	Cga Fshr	retain_manual	https://pubmed.ncbi.nlm.nih.gov/15728794/;https://pubmed.ncbi.nlm.nih.gov/26018249/;https://europepmc.org/article/MED/15728794	human;mouse;recombinant	glycoprotein_hormone_common_alpha_chain_not_complete_ligand	The submitted CGA is the common alpha subunit of glycoprotein hormones; FSH receptor activation requires the intact alpha/beta heterodimer (FSHB, LHB/CGHB, or TSHB with CGA). CGA alone was not established as the receptor ligand.	The missing beta chain and intact hormone identity prevent exact restoration; nearby family or expression evidence was not transferred.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted. Held manual because the exact ligand complex is incomplete.
M20A-EXT-1170	cga lhcgr	Cga Lhcgr	retain_manual	https://pubmed.ncbi.nlm.nih.gov/15728794/;https://pubmed.ncbi.nlm.nih.gov/26018249/;https://europepmc.org/article/MED/15728794	human;mouse;recombinant	glycoprotein_hormone_common_alpha_chain_not_complete_ligand	The submitted CGA is the common alpha subunit of glycoprotein hormones; LH/hCG receptor activation requires the intact alpha/beta heterodimer (FSHB, LHB/CGHB, or TSHB with CGA). CGA alone was not established as the receptor ligand.	The missing beta chain and intact hormone identity prevent exact restoration; nearby family or expression evidence was not transferred.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted. Held manual because the exact ligand complex is incomplete.
M20A-EXT-1174	cga tshr	Cga Tshr	retain_manual	https://pubmed.ncbi.nlm.nih.gov/15728794/;https://pubmed.ncbi.nlm.nih.gov/26018249/;https://europepmc.org/article/MED/15728794	human;mouse;recombinant	glycoprotein_hormone_common_alpha_chain_not_complete_ligand	The submitted CGA is the common alpha subunit of glycoprotein hormones; TSH receptor activation requires the intact alpha/beta heterodimer (FSHB, LHB/CGHB, or TSHB with CGA). CGA alone was not established as the receptor ligand.	The missing beta chain and intact hormone identity prevent exact restoration; nearby family or expression evidence was not transferred.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted. Held manual because the exact ligand complex is incomplete.
M20A-CELLCHAT-REMAINING-0388	ctsg pard3	Ctsg Pard3	retain_non_ligand_receptor	https://pubmed.ncbi.nlm.nih.gov/?term=CTSG+PARD3;https://europepmc.org/search?query=CTSG%20PARD3	human;mouse	gene_symbol_identity_error	PARD3 is partitioning-defective-3 polarity/scaffold protein, not PAR3/F2RL2. Protease-activated receptor evidence for CTSG or thrombin/F2 concerns PAR-family receptor genes (for example F2R/F2RL2), not PARD3.	The submitted receptor symbol is not a PAR receptor; cleavage/activation evidence for a nearby family member cannot be transferred.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0420	dopa-ddc_slc18a1 drd1	DOPA-DDC_SLC18A1 Drd1	restore_low	https://pubmed.ncbi.nlm.nih.gov/33750903/;https://europepmc.org/article/MED/33750903;https://www.guidetopharmacology.org/GRAC/FamilyDisplayForward?familyId=20	human;mouse;rat;recombinant	mature_dopamine_binding_and_function_not_composite	DOPA is converted to mature dopamine by DDC; SLC18A1/SLC18A2 provide vesicular monoamine transport and SLC6A3 mediates dopamine reuptake. Dopamine directly binds and activates DRD1; the source composite is production/handling context rather than a ligand chain.	The primary and structural evidence is for mature dopamine and the DRD protein, not DOPA-DDC-SLC18A1/2 or DOPA-DDC-SLC6A3 as a physical ligand. Low is appropriate because the source notation is contextual, not an exact protein-ligand assay.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0421	dopa-ddc_slc18a1 drd2	DOPA-DDC_SLC18A1 Drd2	restore_low	https://pubmed.ncbi.nlm.nih.gov/33750903/;https://europepmc.org/article/MED/33750903;https://www.guidetopharmacology.org/GRAC/FamilyDisplayForward?familyId=20	human;mouse;rat;recombinant	mature_dopamine_binding_and_function_not_composite	DOPA is converted to mature dopamine by DDC; SLC18A1/SLC18A2 provide vesicular monoamine transport and SLC6A3 mediates dopamine reuptake. Dopamine directly binds and activates DRD2; the source composite is production/handling context rather than a ligand chain.	The primary and structural evidence is for mature dopamine and the DRD protein, not DOPA-DDC-SLC18A1/2 or DOPA-DDC-SLC6A3 as a physical ligand. Low is appropriate because the source notation is contextual, not an exact protein-ligand assay.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0422	dopa-ddc_slc18a1 drd3	DOPA-DDC_SLC18A1 Drd3	restore_low	https://pubmed.ncbi.nlm.nih.gov/33750903/;https://europepmc.org/article/MED/33750903;https://www.guidetopharmacology.org/GRAC/FamilyDisplayForward?familyId=20	human;mouse;rat;recombinant	mature_dopamine_binding_and_function_not_composite	DOPA is converted to mature dopamine by DDC; SLC18A1/SLC18A2 provide vesicular monoamine transport and SLC6A3 mediates dopamine reuptake. Dopamine directly binds and activates DRD3; the source composite is production/handling context rather than a ligand chain.	The primary and structural evidence is for mature dopamine and the DRD protein, not DOPA-DDC-SLC18A1/2 or DOPA-DDC-SLC6A3 as a physical ligand. Low is appropriate because the source notation is contextual, not an exact protein-ligand assay.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0423	dopa-ddc_slc18a1 drd4	DOPA-DDC_SLC18A1 Drd4	restore_low	https://pubmed.ncbi.nlm.nih.gov/33750903/;https://europepmc.org/article/MED/33750903;https://www.guidetopharmacology.org/GRAC/FamilyDisplayForward?familyId=20	human;mouse;rat;recombinant	mature_dopamine_binding_and_function_not_composite	DOPA is converted to mature dopamine by DDC; SLC18A1/SLC18A2 provide vesicular monoamine transport and SLC6A3 mediates dopamine reuptake. Dopamine directly binds and activates DRD4; the source composite is production/handling context rather than a ligand chain.	The primary and structural evidence is for mature dopamine and the DRD protein, not DOPA-DDC-SLC18A1/2 or DOPA-DDC-SLC6A3 as a physical ligand. Low is appropriate because the source notation is contextual, not an exact protein-ligand assay.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0424	dopa-ddc_slc18a1 drd5	DOPA-DDC_SLC18A1 Drd5	restore_low	https://pubmed.ncbi.nlm.nih.gov/33750903/;https://europepmc.org/article/MED/33750903;https://www.guidetopharmacology.org/GRAC/FamilyDisplayForward?familyId=20	human;mouse;rat;recombinant	mature_dopamine_binding_and_function_not_composite	DOPA is converted to mature dopamine by DDC; SLC18A1/SLC18A2 provide vesicular monoamine transport and SLC6A3 mediates dopamine reuptake. Dopamine directly binds and activates DRD5; the source composite is production/handling context rather than a ligand chain.	The primary and structural evidence is for mature dopamine and the DRD protein, not DOPA-DDC-SLC18A1/2 or DOPA-DDC-SLC6A3 as a physical ligand. Low is appropriate because the source notation is contextual, not an exact protein-ligand assay.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0425	dopa-ddc_slc18a2 drd1	DOPA-DDC_SLC18A2 Drd1	restore_low	https://pubmed.ncbi.nlm.nih.gov/33750903/;https://europepmc.org/article/MED/33750903;https://www.guidetopharmacology.org/GRAC/FamilyDisplayForward?familyId=20	human;mouse;rat;recombinant	mature_dopamine_binding_and_function_not_composite	DOPA is converted to mature dopamine by DDC; SLC18A1/SLC18A2 provide vesicular monoamine transport and SLC6A3 mediates dopamine reuptake. Dopamine directly binds and activates DRD1; the source composite is production/handling context rather than a ligand chain.	The primary and structural evidence is for mature dopamine and the DRD protein, not DOPA-DDC-SLC18A1/2 or DOPA-DDC-SLC6A3 as a physical ligand. Low is appropriate because the source notation is contextual, not an exact protein-ligand assay.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0426	dopa-ddc_slc18a2 drd2	DOPA-DDC_SLC18A2 Drd2	restore_low	https://pubmed.ncbi.nlm.nih.gov/33750903/;https://europepmc.org/article/MED/33750903;https://www.guidetopharmacology.org/GRAC/FamilyDisplayForward?familyId=20	human;mouse;rat;recombinant	mature_dopamine_binding_and_function_not_composite	DOPA is converted to mature dopamine by DDC; SLC18A1/SLC18A2 provide vesicular monoamine transport and SLC6A3 mediates dopamine reuptake. Dopamine directly binds and activates DRD2; the source composite is production/handling context rather than a ligand chain.	The primary and structural evidence is for mature dopamine and the DRD protein, not DOPA-DDC-SLC18A1/2 or DOPA-DDC-SLC6A3 as a physical ligand. Low is appropriate because the source notation is contextual, not an exact protein-ligand assay.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
M20A-CELLCHAT-REMAINING-0427	dopa-ddc_slc18a2 drd3	DOPA-DDC_SLC18A2 Drd3	restore_low	https://pubmed.ncbi.nlm.nih.gov/33750903/;https://europepmc.org/article/MED/33750903;https://www.guidetopharmacology.org/GRAC/FamilyDisplayForward?familyId=20	human;mouse;rat;recombinant	mature_dopamine_binding_and_function_not_composite	DOPA is converted to mature dopamine by DDC; SLC18A1/SLC18A2 provide vesicular monoamine transport and SLC6A3 mediates dopamine reuptake. Dopamine directly binds and activates DRD3; the source composite is production/handling context rather than a ligand chain.	The primary and structural evidence is for mature dopamine and the DRD protein, not DOPA-DDC-SLC18A1/2 or DOPA-DDC-SLC6A3 as a physical ligand. Low is appropriate because the source notation is contextual, not an exact protein-ligand assay.	PubMed and Europe PMC exact-symbol/alias searches were opened and checked; authoritative receptor or complex nomenclature was checked; family/pathway/expression-only evidence was not counted.
