review_id	pair_key	pair_label_canonical	final_class	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes	manual_reason
M20A-EXT-0219	col4a4 itga9_itgb1	Col4a4 ITGA9_ITGB1	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a4+itga9_itgb1;https://pubmed.ncbi.nlm.nih.gov/35806283/;https://europepmc.org/search?query=col4a4+itga9_itgb1;https://europepmc.org/article/MED/35806283	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a4,COL4A4,alpha4 IV  collagen,collagen IV alpha 4; receptor_aliases=itga9 itgb1,ITGA9 ITGB1,alpha beta,heterodimer,alpha9 beta1; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-EXT-0220	col4a4 itgav_itgb8	Col4a4 ITGAV_ITGB8	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a4+itgav_itgb8;https://pubmed.ncbi.nlm.nih.gov/35806283/;https://europepmc.org/search?query=col4a4+itgav_itgb8;https://europepmc.org/article/MED/35806283	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a4,COL4A4,alpha4 IV  collagen,collagen IV alpha 4; receptor_aliases=itgav itgb8,ITGAV ITGB8,alpha beta,heterodimer,alphav beta8; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-EXT-0221	col4a4 sdc1	Col4a4 Sdc1	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a4+sdc1;https://europepmc.org/search?query=col4a4+sdc1	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a4,COL4A4,alpha4 IV  collagen,collagen IV alpha 4; receptor_aliases=sdc1,SDC1; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-LIANA-REMAINING-0053	cx3cl1 cx3cr1	Cx3cl1 Cx3cr1	manual_review	PMID:42575419 https://pubmed.ncbi.nlm.nih.gov/42575419/; PMID:42570240 https://pubmed.ncbi.nlm.nih.gov/42570240/; PMID:42556863 https://pubmed.ncbi.nlm.nih.gov/42556863/	recent human/mouse systems reported by the candidate	unresolved_recent_citations	The three cited recent records were not available for reliable assay-level verification in this audit.	The canonical CX3CL1-CX3CR1 pair is not enough to infer the species, membrane-versus-soluble ligand form, or assay from unverified citations.	Manual retrieval is required before approval. Candidate audit verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-LIANA-REMAINING-0054	cxcl1 cxcr1	Cxcl1 Cxcr1	manual_review	PMID:42367809 https://pubmed.ncbi.nlm.nih.gov/42367809/; PMID:42292374 https://pubmed.ncbi.nlm.nih.gov/42292374/; PMID:42222593 https://pubmed.ncbi.nlm.nih.gov/42222593/	recent human/mouse systems reported by the candidate	unresolved_recent_citations	The cited records were not available for reliable source-level verification in this audit.	CXCL1-CXCR1 is a known chemokine relationship, but the submitted citations must still be opened to confirm ligand specificity and assay.	Manual retrieval required before approval. Candidate audit verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-LIANA-REMAINING-0055	cxcl1 cxcr2	Cxcl1 Cxcr2	manual_review	PMID:42567964 https://pubmed.ncbi.nlm.nih.gov/42567964/; PMID:42538204 https://pubmed.ncbi.nlm.nih.gov/42538204/; PMID:42517511 https://pubmed.ncbi.nlm.nih.gov/42517511/	recent human/mouse systems reported by the candidate	unresolved_recent_citations	The cited records were not available for reliable source-level verification in this audit.	The canonical CXCL1-CXCR2 relationship cannot replace exact review of the submitted papers and their assays.	Manual retrieval required before approval. Candidate audit verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-LIANA-REMAINING-0056	cxcl10 ccr3	Cxcl10 Ccr3	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=cxcl10+ccr3;https://pubmed.ncbi.nlm.nih.gov/41057958/;https://pubmed.ncbi.nlm.nih.gov/37758745/;https://pubmed.ncbi.nlm.nih.gov/37371997/;https://europepmc.org/search?query=cxcl10+ccr3;https://europepmc.org/article/MED/41057958;https://europepmc.org/article/MED/37758745;https://europepmc.org/article/MED/37371997	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=cxcl10,CXCL10,IP 10,interferon gamma induced protein 10; receptor_aliases=ccr3,CCR3; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-LIANA-REMAINING-0057	cxcl10 cxcr3	Cxcl10 Cxcr3	manual_review	PMID:42587795 https://pubmed.ncbi.nlm.nih.gov/42587795/; PMID:42571982 https://pubmed.ncbi.nlm.nih.gov/42571982/; PMID:42550366 https://pubmed.ncbi.nlm.nih.gov/42550366/	recent human/mouse systems reported by the candidate	unresolved_recent_citations	The cited records were not available for reliable source-level verification in this audit.	Species, assay, and direct-versus-contextual support remain unknown.	Manual retrieval required before approval. Candidate audit verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-LIANA-REMAINING-0058	cxcl12 ackr3	Cxcl12 Ackr3	manual_review	PMID:42588455 https://pubmed.ncbi.nlm.nih.gov/42588455/; PMID:42458598 https://pubmed.ncbi.nlm.nih.gov/42458598/; PMID:42422081 https://pubmed.ncbi.nlm.nih.gov/42422081/	recent human/mouse systems reported by the candidate	unresolved_recent_citations	The cited records were not available for reliable source-level verification in this audit.	ACKR3 is a scavenging/signaling receptor with context-dependent CXCL12 handling; exact assay and receptor function must be checked in the cited sources.	Manual retrieval required before approval. Candidate audit verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-LIANA-REMAINING-0059	cxcl12 cxcr4	Cxcl12 Cxcr4	manual_review	PMID:42585000 https://pubmed.ncbi.nlm.nih.gov/42585000/; PMID:42583760 https://pubmed.ncbi.nlm.nih.gov/42583760/; PMID:42550609 https://pubmed.ncbi.nlm.nih.gov/42550609/	recent human/mouse systems reported by the candidate	unresolved_recent_citations	The cited records were not available for reliable source-level verification in this audit.	Canonical CXCL12-CXCR4 biology does not establish the submitted papers' species or assay details.	Manual retrieval required before approval. Candidate audit verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-LIANA-REMAINING-0061	cxcl13 cxcr5	Cxcl13 Cxcr5	manual_review	PMID:42589645 https://pubmed.ncbi.nlm.nih.gov/42589645/; PMID:42575388 https://pubmed.ncbi.nlm.nih.gov/42575388/; PMID:42566543 https://pubmed.ncbi.nlm.nih.gov/42566543/	recent human/mouse systems reported by the candidate	unresolved_recent_citations	The cited records were not available for reliable source-level verification in this audit.	Species, assay, and whether the evidence is direct chemotaxis or inferred cell-cell communication remain unresolved.	Manual retrieval required before approval. Candidate audit verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-LIANA-REMAINING-0062	cxcl16 cxcr6	Cxcl16 Cxcr6	manual_review	PMID:42548611 https://pubmed.ncbi.nlm.nih.gov/42548611/; PMID:42390544 https://pubmed.ncbi.nlm.nih.gov/42390544/; PMID:42377256 https://pubmed.ncbi.nlm.nih.gov/42377256/	recent human/mouse systems reported by the candidate	unresolved_recent_citations	The cited records were not available for reliable source-level verification in this audit.	The canonical pair is not sufficient to confirm membrane-bound versus soluble CXCL16 or exact CXCR6 assay scope.	Manual retrieval required before approval. Candidate audit verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-LIANA-REMAINING-0063	cxcl2 cxcr1	Cxcl2 Cxcr1	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=cxcl2+cxcr1;https://pubmed.ncbi.nlm.nih.gov/42519390/;https://pubmed.ncbi.nlm.nih.gov/42367809/;https://pubmed.ncbi.nlm.nih.gov/42335172/;https://europepmc.org/search?query=cxcl2+cxcr1;https://europepmc.org/article/MED/42519390;https://europepmc.org/article/MED/42367809;https://europepmc.org/article/MED/42335172	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=cxcl2,CXCL2,MIP 2,GRO beta; receptor_aliases=cxcr1,CXCR1; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-LIANA-REMAINING-0064	cxcl2 cxcr2	Cxcl2 Cxcr2	manual_review	PMID:42547081 https://pubmed.ncbi.nlm.nih.gov/42547081/; PMID:42486363 https://pubmed.ncbi.nlm.nih.gov/42486363/; PMID:42469250 https://pubmed.ncbi.nlm.nih.gov/42469250/	recent human/mouse systems reported by the candidate	unresolved_recent_citations	The cited records were not available for reliable source-level verification in this audit.	Exact ligand specificity and receptor assay remain unresolved.	Manual retrieval required before approval. Candidate audit verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-LIANA-REMAINING-0065	cxcl5 cxcr1	Cxcl5 Cxcr1	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=cxcl5+cxcr1;https://pubmed.ncbi.nlm.nih.gov/41903444/;https://pubmed.ncbi.nlm.nih.gov/41454414/;https://pubmed.ncbi.nlm.nih.gov/41290091/;https://europepmc.org/search?query=cxcl5+cxcr1;https://europepmc.org/article/MED/41903444;https://europepmc.org/article/MED/41454414;https://europepmc.org/article/MED/41290091	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=cxcl5,CXCL5,LIX,ENA 78; receptor_aliases=cxcr1,CXCR1; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-LIANA-REMAINING-0066	cxcl5 cxcr2	Cxcl5 Cxcr2	manual_review	PMID:42580139 https://pubmed.ncbi.nlm.nih.gov/42580139/; PMID:42579274 https://pubmed.ncbi.nlm.nih.gov/42579274/; PMID:42450242 https://pubmed.ncbi.nlm.nih.gov/42450242/	recent human/mouse systems reported by the candidate	unresolved_recent_citations	The cited records were not available for reliable source-level verification in this audit.	Canonical CXCL5-CXCR2 biology does not establish the submitted papers' assay or species.	Manual retrieval required before approval. Candidate audit verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-LIANA-REMAINING-0076	edil3 itgav	Edil3 Itgav	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=edil3+itgav;https://pubmed.ncbi.nlm.nih.gov/38873925/;https://europepmc.org/search?query=edil3+itgav;https://europepmc.org/article/MED/38873925	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=edil3,EDIL3,DEL1,EGF like repeats and discoidin I like domains 3; receptor_aliases=itgav,ITGAV; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-LIANA-REMAINING-0077	edil3 itgb3	Edil3 Itgb3	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=edil3+itgb3;https://pubmed.ncbi.nlm.nih.gov/38873925/;https://pubmed.ncbi.nlm.nih.gov/32817592/;https://pubmed.ncbi.nlm.nih.gov/28846069/;https://europepmc.org/search?query=edil3+itgb3;https://europepmc.org/article/MED/38873925;https://europepmc.org/article/MED/32817592;https://europepmc.org/article/MED/28846069	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=edil3,EDIL3,DEL1,EGF like repeats and discoidin I like domains 3; receptor_aliases=itgb3,ITGB3; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-LIANA-REMAINING-0082	efna2 epha6	Efna2 Epha6	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=efna2+epha6;https://europepmc.org/search?query=efna2+epha6	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=efna2,EFNA2; receptor_aliases=epha6,EPHA6; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-LIANA-REMAINING-0112	fbln2 itgb3	Fbln2 Itgb3	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=fbln2+itgb3;https://europepmc.org/search?query=fbln2+itgb3	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=fbln2,FBLN2,fibulin 2; receptor_aliases=itgb3,ITGB3; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-LIANA-REMAINING-0113	fga itga2b	Fga Itga2b	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=fga+itga2b;https://pubmed.ncbi.nlm.nih.gov/42356442/;https://pubmed.ncbi.nlm.nih.gov/42025768/;https://pubmed.ncbi.nlm.nih.gov/41503871/;https://europepmc.org/search?query=fga+itga2b;https://europepmc.org/article/MED/42356442;https://europepmc.org/article/MED/42025768;https://europepmc.org/article/MED/41503871	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=fga,FGA,fibrinogen alpha chain,fibrinogen; receptor_aliases=itga2b,ITGA2B; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-LIANA-REMAINING-0114	fga itgb3	Fga Itgb3	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=fga+itgb3;https://pubmed.ncbi.nlm.nih.gov/42502144/;https://pubmed.ncbi.nlm.nih.gov/42025768/;https://pubmed.ncbi.nlm.nih.gov/41893727/;https://europepmc.org/search?query=fga+itgb3;https://europepmc.org/article/MED/42502144;https://europepmc.org/article/MED/42025768;https://europepmc.org/article/MED/41893727	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=fga,FGA,fibrinogen alpha chain,fibrinogen; receptor_aliases=itgb3,ITGB3; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-LIANA-REMAINING-0115	fgb itga2b	Fgb Itga2b	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=fgb+itga2b;https://pubmed.ncbi.nlm.nih.gov/42356442/;https://pubmed.ncbi.nlm.nih.gov/42045916/;https://pubmed.ncbi.nlm.nih.gov/42025768/;https://europepmc.org/search?query=fgb+itga2b;https://europepmc.org/article/MED/42356442;https://europepmc.org/article/MED/42045916;https://europepmc.org/article/MED/42025768	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=fgb,FGB,fibrinogen beta chain,fibrinogen; receptor_aliases=itga2b,ITGA2B; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-LIANA-REMAINING-0116	fgb itgb3	Fgb Itgb3	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=fgb+itgb3;https://pubmed.ncbi.nlm.nih.gov/42502144/;https://pubmed.ncbi.nlm.nih.gov/42045916/;https://pubmed.ncbi.nlm.nih.gov/42025768/;https://europepmc.org/search?query=fgb+itgb3;https://europepmc.org/article/MED/42502144;https://europepmc.org/article/MED/42045916;https://europepmc.org/article/MED/42025768	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=fgb,FGB,fibrinogen beta chain,fibrinogen; receptor_aliases=itgb3,ITGB3; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-LIANA-REMAINING-0124	fgf21 klb	Fgf21 Klb	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=fgf21+klb;https://pubmed.ncbi.nlm.nih.gov/42583386/;https://pubmed.ncbi.nlm.nih.gov/42434120/;https://pubmed.ncbi.nlm.nih.gov/42424049/;https://europepmc.org/search?query=fgf21+klb;https://europepmc.org/article/MED/42583386;https://europepmc.org/article/MED/42434120;https://europepmc.org/article/MED/42424049	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=fgf21,FGF21,fibroblast growth factor 21; receptor_aliases=klb,KLB; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-LIANA-REMAINING-0125	fgf23 fgfr3	Fgf23 Fgfr3	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=fgf23+fgfr3;https://pubmed.ncbi.nlm.nih.gov/42558716/;https://pubmed.ncbi.nlm.nih.gov/42143526/;https://pubmed.ncbi.nlm.nih.gov/40138723/;https://europepmc.org/search?query=fgf23+fgfr3;https://europepmc.org/article/MED/42558716;https://europepmc.org/article/MED/42143526;https://europepmc.org/article/MED/40138723	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=fgf23,FGF23,fibroblast growth factor 23; receptor_aliases=fgfr3,FGFR3; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-LIANA-REMAINING-0131	fgg itga2b	Fgg Itga2b	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=fgg+itga2b;https://pubmed.ncbi.nlm.nih.gov/42025768/;https://pubmed.ncbi.nlm.nih.gov/41503871/;https://pubmed.ncbi.nlm.nih.gov/41281951/;https://europepmc.org/search?query=fgg+itga2b;https://europepmc.org/article/MED/42025768;https://europepmc.org/article/MED/41503871;https://europepmc.org/article/MED/41281951	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=fgg,FGG,fibrinogen gamma chain,fibrinogen; receptor_aliases=itga2b,ITGA2B; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
