species	tf_symbol	target_symbol	external_record_keys	decision	module_assignment	evidence_status	support_kind	effect_polarity	primary_pmids	corroborating_pmids	shared_paper_status	cross_module_status	cell_type_context	stimulus_context	limitations	notes
human	NR1H2	ABCA1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001585:1df07e3b4c4;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005050	promote_to_22B	22B	primary_exact_verified	direct_promoter_binding+activation_response	activating_target	11035776	11287605	independent_primary_papers	no_verified_cross_module_claim	macrophages/monocyte-derived cells	LXR agonist/oxysterol stimulation	lipid-homeostasis context; nuclear-receptor cofactor dependence	primary exact pair verified; independent corroboration verified; no transfer by citation overlap
human	EP300	PTGS2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001637;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001638	database_only_unverified	22B	database_curated_unverified	database_assertion	context_dependent	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	\N	inflammatory stimulation	coactivator role and mixed/unknown source polarity; exact pair not independently verified	source_lead_pmids=12057991,12471036; no transfer by citation overlap
human	TP63	CDKN1A	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000178:ad70f9e86e53;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008674	database_only_unverified	22B	database_curated_unverified	database_assertion	activating_target	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	\N	DNA damage/stress	classic lead pair retained conservatively pending independent pair-level verification	source_lead_pmids=9405685,10383130; no transfer by citation overlap
human	ERG	TMPRSS2	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004117:3dbce36f72d5;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001699	database_only_unverified	22B	database_curated_unverified	database_assertion	context_dependent	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	prostate epithelial cells	androgen signaling	mixed/unknown source polarity; exact pair not independently verified	source_lead_pmids=17334351,18165275; no transfer by citation overlap
mouse	Smad2	Il9	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:005167	database_only_unverified	22B	database_curated_unverified	database_assertion	activating_target	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	\N	T-cell polarization	only two source PMIDs; no independent exact-pair corroboration verified	source_lead_pmids=23913959,24108699; no transfer by citation overlap
mouse	Myod1	Myog	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003006;TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003007	database_only_unverified	22B	database_curated_unverified	database_assertion	context_dependent	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	myoblasts/myotubes	myogenic differentiation	mixed activating/repressing source polarity; exact pair not independently verified	source_lead_pmids=1659574,17194702; no transfer by citation overlap
human	CREM	IL2	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000336:412296a30621;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000976;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000977	database_only_unverified	22B	database_curated_unverified	database_assertion	context_dependent	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	T cells	T-cell activation	source polarity includes repression and unknown; exact pair not independently verified	source_lead_pmids=8622971,9545284; no transfer by citation overlap
mouse	Fosl1	Mmp9	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:001572:a36a3a4ec04e	database_only_unverified	22B	database_curated_unverified	database_assertion	activating_target	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	\N	inflammatory stimulation	single source record despite many linked PMIDs; no independent exact-pair verification	source_lead_pmids=14565943; no transfer by citation overlap
human	NFKBIA	RELA	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004920;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004921;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004922	database_only_unverified	22B	database_curated_unverified	database_assertion	context_dependent	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	\N	NF-kB/inflammatory stimulation	NFKBIA is an inhibitor rather than a TF; mixed/unknown source polarity; exact pair not verified	source_lead_pmids=9500973,11278471; no transfer by citation overlap
human	REST	BDNF	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000936:8150c6a68bee;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006358	database_only_unverified	22B	database_curated_unverified	database_assertion	repressing_target	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	neuronal cells	neuronal differentiation	no independent exact-pair corroboration verified	source_lead_pmids=11779185,17041593; no transfer by citation overlap
human	BRCA1	CDKN1A	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000461;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000462	database_only_unverified	22B	database_curated_unverified	database_assertion	context_dependent	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	\N	DNA damage/stress	mixed/unknown source polarity; exact pair not independently verified	source_lead_pmids=10196224,11394910; no transfer by citation overlap
human	NANOG	POU5F1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001762:8a3e2c285dcd;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004344	database_only_unverified	22B	database_curated_unverified	database_assertion	context_dependent	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	pluripotent stem cells	self-renewal/differentiation	mixed/unknown source polarity; exact pair not independently verified	source_lead_pmids=16790525,16846370; no transfer by citation overlap
mouse	Rora	Nr1d1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:002804:34b62c3c933d	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=5; ref_head=12114512;12377782;20300063;21818335;22024429; no promotion asserted.
mouse	Bcl6	Prdm1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:001078:2cf30f56af3f	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=33; ref_head=10981963;11120780;12165517;12524387;12953803; no promotion asserted.
mouse	Klf2	Nos3	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:001696:791e0d600176	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=48; ref_head=15718498;15834135;16043642;16049344;16945356; no promotion asserted.
mouse	Nfic	Gfap	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:001923:aeb9b86ba2e8	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=6; ref_head=16565071;16606365;19540848;21189253;23832770; no promotion asserted.
mouse	Ppard	Angptl4	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:001508:9ec953e1c97d	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=41; ref_head=15102088;15190076;18054822;18701617;18950674; no promotion asserted.
mouse	Dnmt1	Esr1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:001274:4a0d9cb77909	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=25; ref_head=12789259;14614325;14614326;15746193;15870696; no promotion asserted.
mouse	Fli1	Itga2b	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000100:797a9df46b5c	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=11; ref_head=8502483;10194443;10772879;12356738;15232614; no promotion asserted.
human	NFATC1	IL2	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001193:d12e5d80ad8a	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=33; ref_head=7730629;7739550;8202141;8543769;8631809; no promotion asserted.
human	STAT2	STAT1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004719:7b6b3d365b84	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=12; ref_head=9121453;9804758;9933596;11316742;12509459; no promotion asserted.
mouse	Maf	Il4	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:001004:4d1c21c349ef	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=41; ref_head=8674125;8943202;9442389;9686601;9815263; no promotion asserted.
mouse	Znf263	Trappc9	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:014053:c1010078c01c	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=1; ref_head=19887448; no promotion asserted.
human	NR3C2	ATP1B1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003494:79c913453b22	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=3; ref_head=9694812;10329476;11216640; no promotion asserted.
mouse	Smad7	Vegfa	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:005290	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=17053163; no promotion asserted.
human	ZFP36	VEGFA	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:009325	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=2; ref_head=21507959;21656745; no promotion asserted.
mouse	Hoxd3	Itgb3	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:004173:4337909dfe41	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=7; ref_head=7742539;11850808;14610084;17187229;21200152; no promotion asserted.
mouse	Id1	Tnf	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002051	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=17012234; no promotion asserted.
mouse	Nkx2-1	Sftpb	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000696:19052e6c49e1	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=32; ref_head=7559607;7900819;8065304;8928820;9006959; no promotion asserted.
mouse	Foxl2	Cyp19a1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:001621:713f70b8573b	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=22; ref_head=15517586;16720712;17192407;17360647;18805419; no promotion asserted.
mouse	Id3	Vcam1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002070	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=23042815; no promotion asserted.
mouse	Per1	Scnn1a	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:004148	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=2; ref_head=20868778;23824961; no promotion asserted.
mouse	Atf3	Ddit3	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000086:85d9614d34f7	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=13; ref_head=9343434;10085237;14729979;21109939;21801305; no promotion asserted.
human	FOXP1	CSF1R	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:005169:5a6d7090ba8a	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=3; ref_head=15286807;16781947;18799727; no promotion asserted.
mouse	Nr4a1	Star	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:002318:90edf8fd6eb2	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=19; ref_head=8703908;15615861;18596066;18599618;18987158; no promotion asserted.
mouse	Etv5	Ptgs2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001218	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=18492810; no promotion asserted.
mouse	Nhlh2	Pcsk1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003585	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=2; ref_head=17485352;18356286; no promotion asserted.
mouse	Notch3	Ptcra	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003674	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=17332745; no promotion asserted.
human	PAX3	MITF	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000252:375a366c7fa1	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=39; ref_head=9500554;10480898;10536986;10644012;10938265; no promotion asserted.
mouse	Nr1i3	Ugt1a1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:001063:6290d3f3e40d	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=41; ref_head=11343253;12114525;12566446;12896978;14705859; no promotion asserted.
mouse	Sirt1	Mmp9	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:005071	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=3; ref_head=19376817;20812964;23161884; no promotion asserted.
mouse	Tcf3	Nanog	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:006413	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=3; ref_head=16894029;18483421;21402155; no promotion asserted.
mouse	Thra	Cga	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:002598:9fb650c0bf18	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=2; ref_head=9709914;20352046; no promotion asserted.
mouse	Tnfaip3	Ppara	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:006529	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=19877201; no promotion asserted.
mouse	Crebbp	Socs3	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000484	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=2; ref_head=17947670;18571793; no promotion asserted.
mouse	Ybx1	Egfr	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:001943:067c3b002bcc	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=23; ref_head=15735691;16651443;17595327;17875215;18316615; no promotion asserted.
mouse	Irf8	Il12a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:001612:1576b84f78d6	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=6; ref_head=15489234;16622221;19164128;19487420;20709027; no promotion asserted.
human	KLF6	CDH1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001975:051b19d02234	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=7; ref_head=16702959;17196295;20844588;21538018;22277651; no promotion asserted.
human	MEF2C	JUN	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000292:9c478fb79f8a	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=12; ref_head=7760790;9069290;9252389;10207130;10330170; no promotion asserted.
human	PRDM14	POU5F1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005798	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=1; ref_head=20953172; no promotion asserted.
mouse	Atf1	Bcl2	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:003218:d8a443086f6a	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=4; ref_head=10542244;18199533;22479460;28032861; no promotion asserted.
human	RUNX3	RUNX1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002020:d213b906dcfb	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=11; ref_head=15688019;16584381;17488194;19403666;19603429; no promotion asserted.
mouse	Smad1	D3Z4N2	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000366:93e190483627	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=7; ref_head=10625647;14672939;19664780;20965237;21276840; no promotion asserted.
human	EZH2	RUNX3	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002027	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=TRRUST; database_ref_count=3; ref_head=18430739;20631058;22222375; no promotion asserted.
mouse	Nr2f2	Pou5f1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:002899:9a203f65c8bd	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=6; ref_head=7823919;8152920;8289793;21151097;23136034; no promotion asserted.
mouse	Nfya	Abcb1a	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:001816:7d23f131b9df	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=8; ref_head=7961962;9187262;16223781;18234965;22154511; no promotion asserted.
mouse	Foxo4	Cdkn1b	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000480:fde79bd943e6	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=11; ref_head=10783894;11689711;12964026;15688030;15905404; no promotion asserted.
human	E2F3	E2F1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001042:5064475ed2cd	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			none_identified	none_claimed	not verified; source database only	not verified	Database presence and linked PMIDs do not establish exact-pair direct binding or perturbation, effect direction, or species/context scope.	Conservative source lead only; source_registry=OmniPath_DoRothEA; database_ref_count=6; ref_head=7958836;12063292;14576826;17135268;19917728; no promotion asserted.
