edge_id	source_entity	relation_type	target_entity	pathway_name	effect_polarity	directionality	upstream_feature_context	receptor_or_adhesion_context	cell_type_context	compartment_context	species_context	injury_context	evidence_layer	evidence_status	context_scope	confidence_tier	export_priority	curator_decision
M23A-E220	IL34	activates	FAK/paxillin relay	IL34-PTPRZ1 signaling	activating	directed	IL34 engagement	PTPRZ1	glioblastoma and immune cells	membrane/cytosol	human; mouse	non-SCI comparator	receptor-proximal relay	reviewed_supported	primary comparator	medium-high	P1	RETAIN_RELAY
M23A-E221	INSL5	activates	RXFP4	GPCR activation	activating	directed	INSL5 presentation	RXFP4	CHO and enteroendocrine cells	plasma membrane	human; mouse	non-SCI comparator	binding or activation	reviewed_supported	primary pharmacology	high	P1	RETAIN_DIRECT_ACTIVATION
M23A-E222	INSL5	activates	Gi/o-Src-PI3K-MEK-ERK relay	RXFP4 downstream signaling	activating	directed	INSL5 stimulation	RXFP4	CHO and endocrine cells	membrane/cytosol	human; mouse	non-SCI comparator	receptor-proximal relay	reviewed_supported	primary pharmacology	medium-high	P1	RETAIN_RELAY
M23A-E223	VCAM1	binds	ITGA9:ITGB1	VCAM1-alpha9beta1 adhesion	activating	directed	VCAM1 presentation	alpha9beta1	neutrophils/endothelium	plasma membrane	human; mouse	stroke/DVT comparator	binding or activation	reviewed_supported	primary adhesion comparator	medium-high	P1	RETAIN_HETERODIMER
M23A-E224	VCAM1	activates	FAK/Src/ERK chemotaxis relay	alpha9beta1 outside-in signaling	activating	directed	VCAM1 engagement	alpha9beta1	neutrophils	membrane/cytosol	human; mouse	stroke/DVT comparator	receptor-proximal relay	reviewed_supported	primary disease comparator	medium	P1	RETAIN_RELAY
M23A-E225	THY1	binds	ITGAV:ITGB3-SDC4	THY1 integrin adhesion	activating	directed	THY1 membrane presentation	alphaVbeta3 and syndecan4	astrocytes/neuron co-culture	plasma membrane	rat	neural comparator	binding or activation	reviewed_supported	primary neural comparator	medium	P1	RETAIN_COMPLEX
M23A-E226	THY1	activates	FAK/PI3K/Rac1/RhoA relay	THY1 integrin cytoskeletal signaling	activating	directed	THY1 engagement	alphaVbeta3-SDC4	astrocytes/neuron co-culture	membrane/cytosol	rat	neural comparator	receptor-proximal relay	reviewed_supported	primary neural comparator	medium	P1	RETAIN_RELAY
M23A-E227	KITL	activates	KIT	KIT RTK signaling	activating	directed	SCF/KITL presentation	KIT	hematopoietic progenitors	plasma membrane	human; mouse	hematopoietic comparator	binding or activation	reviewed_supported	primary hematopoietic comparator	high	P1	RETAIN_DIRECT_ACTIVATION
M23A-E228	KITL	activates	Src/PI3K-AKT and RAS-RAF-MEK-ERK	KIT proximal signaling	activating	directed	SCF/KITL engagement	KIT	progenitors and mast/erythroid cells	membrane/cytosol	human; mouse	hematopoietic comparator	receptor-proximal relay	reviewed_supported	primary hematopoietic comparator	high	P1	RETAIN_RELAY
M23A-E229	LAMA5/laminin-511/521	modulates	TAZ/TEAD-associated function	alpha6beta1 matrix mechanotransduction	activating	directed	laminin matrix presentation	ITGA6:ITGB1	breast cancer stem cells	extracellular matrix	human	non-SCI epithelial comparator	downstream pathway or cellular function	reviewed_supported	primary comparator	high	P2	DOWNSTREAM_ONLY_NO_DIRECT_EDGE
M23A-E230	LAMB3/laminin-332	modulates	CD151-organized integrin-FAK/Src relay	laminin-332 adhesion signaling	activating	directed	laminin-332 matrix presentation	CD151-integrin complex	epithelial cells	extracellular matrix/membrane	human; mouse	non-SCI comparator	receptor-proximal relay	reviewed_supported	primary comparator	medium	P1	RETAIN_COMPLEX_NOT_DIRECT_LAMB3_CD151
M23A-E231	LAMC2/laminin-332	modulates	CD151-integrin/syndecan receptor-complex relay	laminin-332 gamma2 signaling	activating	directed	laminin-332 short-arm presentation	CD151-integrin and syndecan1	epithelial cells	extracellular matrix/membrane	human; mouse	non-SCI comparator	receptor-proximal relay	reviewed_supported	primary comparator	medium	P1	RETAIN_SEPARATE_COMPLEX_BRANCHES
M23A-E232	LGALS1	binds	ITGB1-containing integrin	LGALS1-integrin binding	activating	directed	galectin-1 presentation	beta1-containing integrin	vascular smooth muscle	extracellular/membrane	human	non-SCI comparator	binding or activation	reviewed_supported	primary binding comparator	medium-high	P1	RETAIN_ALPHA_UNRESOLVED
M23A-E233	LGALS1	activates	FAK/cytoskeletal adhesion relay	galectin-integrin outside-in signaling	activating	directed	galectin-1 engagement	beta1-containing integrin	vascular smooth muscle	membrane/cytosol	human	non-SCI comparator	receptor-proximal relay	reviewed_supported	primary comparator	medium-high	P1	RETAIN_RELAY
M23A-E234	LGI3	associates_with	ADAM22-containing complex	LGI3-ADAM22 signaling	activating	directed	LGI3 presentation	ADAM22 with ADAM23/Syntaxin1 context	keratinocytes/neural cells	extracellular/membrane	human; mouse; rat	non-SCI comparator	receptor-proximal relay	reviewed_supported	primary comparator	medium	P2	RETAIN_COMPLEX_CONTEXT
M23A-E235	MAdCAM1	binds	ITGA4:ITGB7	MAdCAM1-alpha4beta7 adhesion	activating	directed	MAdCAM1 presentation	alpha4beta7	lymphocytes/endothelium	plasma membrane	mouse; human	non-SCI comparator	binding or activation	reviewed_supported	primary adhesion comparator	medium-high	P1	RETAIN_HETERODIMER
M23A-E236	MAdCAM1	activates	FAK/paxillin homing relay	alpha4beta7 outside-in signaling	activating	directed	MAdCAM1 engagement	alpha4beta7	lymphocytes	plasma membrane/cytosol	mouse; human	non-SCI comparator	receptor-proximal relay	reviewed_supported	primary comparator	medium	P1	RETAIN_RELAY
M23A-E237	MDK	activates	TSPAN1-associated ITGA6:ITGB1 complex	MDK-integrin receptor-complex relay	activating	directed	MDK matrix presentation	TSPAN1-alpha6beta1	HNSCC cells	extracellular/membrane	human	non-SCI cancer comparator	receptor-proximal relay	reviewed_supported	primary comparator	high	P1	RETAIN_COMPLEX
M23A-E238	MFGE8	activates	alphaV-integrin-PDGFRB complex	MFGE8 focal-adhesion relay	activating	directed	MFGE8 matrix presentation	alphaV integrin-PDGFRB	vascular cells	extracellular/membrane	human; mouse	non-SCI comparator	receptor-proximal relay	reviewed_supported	primary comparator	medium-high	P1	RETAIN_COMPLEX
M23A-E239	MIF	binds	CD74:CD44	MIF receptor-complex binding	activating	directed	MIF presentation	CD74-CD44	immune/epithelial cells	extracellular/membrane	human; mouse	non-SCI comparator	binding or activation	reviewed_supported	primary comparator	high	P1	RETAIN_COMPLEX
M23A-E240	MIF	activates	Src/ERK/Akt survival-migration relay	MIF-CD74-CD44 signaling	activating	directed	MIF engagement	CD74-CD44	immune/epithelial cells	membrane/cytosol	human; mouse	non-SCI comparator	receptor-proximal relay	reviewed_supported	primary comparator	medium-high	P1	RETAIN_RELAY
M23A-E241	MMP9	modulates	EphB2 ectodomain/proteolytic relay	MMP9-EphB2 cleavage signaling	context-dependent	directed	MMP9 proteolysis	EphB2	vascular/epithelial cells	extracellular/membrane	human; mouse	non-SCI comparator	receptor-proximal relay	reviewed_supported	primary comparator	high	P1	RETAIN_PROTEOLYTIC_NOT_LIGAND
M23A-E242	MST1/MSP	activates	MST1R/RON	MST1R RTK activation	activating	directed	processed MSP presentation	MST1R/RON	epithelial/macrophage cells	plasma membrane	human; mouse	non-SCI comparator	binding or activation	reviewed_supported	primary RTK comparator	high	P1	RETAIN_PROCESSED_LIGAND
M23A-E243	MST1/MSP	activates	Src/PI3K/ERK motility relay	MST1R/RON signaling	activating	directed	processed MSP engagement	MST1R/RON	epithelial/macrophage cells	membrane/cytosol	human; mouse	non-SCI comparator	receptor-proximal relay	reviewed_supported	primary RTK comparator	medium-high	P1	RETAIN_RELAY
M23A-E244	NCAM1	activates	FGFR1 co-receptor relay	NCAM1-FGFR1 signaling	activating	directed	NCAM1 cell-surface presentation	FGFR1 co-receptor	neural cells	plasma membrane	human; mouse	neural comparator	receptor-proximal relay	reviewed_supported	primary neural comparator	high	P1	RETAIN_CORECEPTOR
M23A-E245	NCAM1	modulates	GFRA1/NCAM1 GDNF receptor complex	NCAM1-GDNF receptor signaling	activating	directed	NCAM1 presentation	GFRA1/NCAM1 complex	neurons	plasma membrane	human; mouse	neural comparator	receptor-proximal relay	reviewed_supported	primary neural comparator	medium-high	P1	RETAIN_COMPLEX
M23A-E246	NCAM1	binds	NCAM1 homophilic complex	NCAM1 homophilic adhesion	activating	directed	NCAM1 membrane presentation	NCAM1 homophilic	neurons	plasma membrane	human; mouse	neural comparator	binding or activation	reviewed_supported	primary neural comparator	high	P1	RETAIN_HOMOPHILIC
M23A-E247	NCAM1	activates	Src/FAK neurite relay	NCAM1 homophilic signaling	activating	directed	NCAM1 homophilic engagement	NCAM1	neurons	membrane/cytosol	human; mouse	neural comparator	receptor-proximal relay	reviewed_supported	primary neural comparator	medium-high	P1	RETAIN_RELAY
M23A-E248	NCAM140	activates	RPTPalpha-Src-family relay	NCAM140-RPTPalpha signaling	activating	directed	NCAM140 isoform presentation	RPTPalpha	neurons	plasma membrane/cytosol	mouse; human	neural comparator	receptor-proximal relay	reviewed_supported	primary neural comparator	high	P1	RETAIN_ISOFORM_SPECIFIC
M23A-E249	NGF	modulates	TRPV1 sensory function	NGF-TrkA-TRPV1 output	activating	directed	NGF presentation	TrkA initiates; TRPV1 is downstream	sensory neurons	plasma membrane/cytosol	mouse	neural pain comparator	downstream pathway or cellular function	reviewed_supported	primary neural comparator	high	P2	RETAIN_FUNCTION_ONLY_NOT_DIRECT_NGF_TRPV1
M23A-E250	NPNT	binds	ITGA8:ITGB1	NPNT-alpha8beta1 binding	activating	directed	NPNT matrix presentation	alpha8beta1	neural/matrix cells	extracellular/membrane	mouse; human	non-SCI comparator	binding or activation	reviewed_supported	shared primary comparator	high	P1	RETAIN_SHARED_EVIDENCE
M23A-E251	NPNT	activates	alpha8beta1 adhesion relay	NPNT integrin function	activating	directed	NPNT engagement	alpha8beta1	neural/matrix cells	membrane/cytosol	mouse; human	non-SCI comparator	receptor-proximal relay	reviewed_supported	shared primary comparator	medium-high	P1	RETAIN_SHARED_EVIDENCE
M23A-E252	NTN1	binds	NEO1/neogenin	NTN1-neogenin recognition	activating	directed	NTN1 presentation	NEO1	neurons/growth cones	extracellular/membrane	human; mouse; Xenopus	neural comparator	binding or activation	reviewed_supported	primary neural comparator	medium-high	P1	RETAIN_DIRECT_BINDING
M23A-E253	NTN3	modulates	NEO1-CDON/BOC cis complex	NTN3 myogenic receptor-complex relay	activating	directed	NTN3 presentation	NEO1 with CDON/BOC	myoblasts	extracellular/membrane/cytosol	mouse; chicken comparator	non-SCI myogenic comparator	receptor-proximal relay	reviewed_supported	primary myogenic comparator	medium	P2	RETAIN_CIS_COMPLEX_NO_FREE_CDO
M23A-E254	NTN4	binds	NEO1-UNC5B complex	NTN4 guidance/vascular complex	activating	directed	NTN4 presentation	NEO1 with UNC5B	endothelial/VSMC cells	extracellular/membrane	human; mouse	non-SCI vascular comparator	binding or activation	reviewed_supported	primary vascular comparator	medium	P1	RETAIN_COMPLEX_NOT_FREE_UNC5B
M23A-E255	NTN4	activates	Src/FAK/PI3K-AKT-ERK relay	NTN4-NEO1-UNC5B signaling	activating	directed	NTN4 engagement	NEO1-UNC5B	endothelial cells	membrane/cytosol	human; mouse	non-SCI vascular comparator	receptor-proximal relay	reviewed_supported	primary vascular comparator	medium	P1	RETAIN_RELAY
M23A-E256	PDGFB	modulates	alphaVbeta3/PDGFRB focal adhesion function	PDGFB-PDGFRB-integrin cooperation	activating	directed	PDGFB presentation	PDGFRB with alphaVbeta3/5	glioblastoma cells	extracellular/membrane	human	non-SCI cancer comparator	downstream pathway or cellular function	reviewed_supported	primary comparator	medium	P2	NO_DIRECT_PDGFB_ITGAV_EDGE
M23A-E257	PDGFB	binds	LRP1-PDGFRB endosomal complex	PDGFB co-receptor trafficking	activating	directed	PDGFB presentation	LRP1 with PDGFRB	fibroblasts/VSMC	extracellular/endosome	human; mouse	non-SCI comparator	binding or activation	reviewed_supported	primary co-receptor comparator	high	P1	RETAIN_ENDOSOMAL_COMPLEX
M23A-E258	PDGFB	modulates	Src/ERK/Akt endosomal relay	PDGFB-LRP1-PDGFRB signaling	activating	directed	PDGFB engagement	LRP1-PDGFRB	fibroblasts/VSMC	endosome/cytosol	human; mouse	non-SCI comparator	receptor-proximal relay	reviewed_supported	primary co-receptor comparator	high	P1	RETAIN_RELAY
M23A-E259	PDPN	binds	CLEC1B/CLEC-2	PDPN-CLEC2 recognition	activating	directed	podoplanin multimerization	CLEC-2	platelets/megakaryocytes	plasma membrane	mouse; human	non-SCI platelet comparator	binding or activation	reviewed_supported	primary platelet comparator	medium-high	P1	RETAIN_CROSSLINKING
M23A-E260	PDPN	activates	Src-Syk-LAT-PLCgamma2 relay	CLEC2 hemITAM signaling	activating	directed	podoplanin crosslinking	CLEC-2	platelets/megakaryocytes	membrane/cytosol	mouse; human	non-SCI platelet comparator	receptor-proximal relay	reviewed_supported	primary platelet comparator	medium-high	P1	RETAIN_RELAY
M23A-E261	PlGF	binds	FLT1/VEGFR1	PlGF-FLT1 activation	activating	directed	PlGF isoform presentation	FLT1	endothelial cells	plasma membrane	human; mouse	non-SCI vascular comparator	binding or activation	reviewed_supported	primary vascular comparator	medium-high	P1	RETAIN_ISOFORM_CONTEXT
M23A-E262	PlGF	activates	PI3K-AKT/ERK/FAK endothelial relay	FLT1 signaling	activating	directed	PlGF engagement	FLT1	endothelial cells	membrane/cytosol	human; mouse	non-SCI vascular comparator	receptor-proximal relay	reviewed_supported	primary vascular comparator	medium	P1	RETAIN_RELAY
M23A-E263	PlGF-2	binds	NRP1	PlGF2-NRP1 binding	activating	directed	PlGF-2 presentation	NRP1	neurons/endothelium	extracellular/membrane	human; mouse; rat	non-SCI comparator	binding or activation	reviewed_supported	primary receptor comparator	high	P1	RETAIN_PROCESSED_ISOFORM
M23A-E264	PlGF-2	modulates	FAK/MAPK migration relay	PlGF2-NRP1 co-receptor signaling	activating	directed	PlGF-2 engagement	NRP1 with cell-specific partners	neurons/endothelium	membrane/cytosol	human; mouse; rat	non-SCI comparator	receptor-proximal relay	reviewed_supported	primary receptor comparator	medium-high	P1	RETAIN_CORECEPTOR
M23A-E265	PLAT/tPA	modulates	AnnexinA2-Mac1 complex	 tPA-Mac1 receptor-complex relay	activating	directed	tPA presentation	annexin A2 with ITGAM:ITGB2	macrophages	extracellular/membrane/cytosol	mouse; human	inflammatory comparator	receptor-proximal relay	reviewed_supported	primary immune comparator	medium-high	P1	RETAIN_COMPLEX
M23A-E266	PLAT/tPA	modulates	Mac1 inflammatory migration	 tPA receptor-complex function	activating	directed	tPA engagement	annexin A2-Mac1	macrophages	membrane/cytosol	mouse; human	inflammatory comparator	downstream pathway or cellular function	reviewed_supported	primary immune comparator	medium-high	P2	RETAIN_FUNCTIONAL_OUTPUT
M23A-E267	PLAU/uPA	associates_with	PLAUR-uPAR-ITGA3:ITGB1 complex	uPA-uPAR-alpha3beta1 cis complex	activating	directed	uPA/uPAR presentation	uPAR-alpha3beta1	tumor/fibroblast cells	plasma membrane	human; mouse	non-SCI comparator	receptor-proximal relay	reviewed_supported	primary receptor-complex comparator	medium	P1	RETAIN_UPAR_COMPLEX_NOT_DIRECT_UPA_ITGA3
M23A-E268	PLAU/uPA	modulates	PLAUR-beta1 integrin complexes	uPA-uPAR-beta1 relay	activating	directed	uPA/uPAR presentation	uPAR-beta1 integrin	tumor/fibroblast cells	plasma membrane/cytosol	human; mouse	non-SCI comparator	receptor-proximal relay	reviewed_supported	primary receptor-complex studies	medium	P2	PROMOTE_COMPLEX_CONTEXT_NOT_FREE_ITGB1
M23A-E269	PLAU/uPA	activates	Integrin/EGFR-Src/FAK-Rac-ERK relay	uPA-uPAR transactivation	activating	directed	uPA engagement	uPAR with integrin/EGFR co-receptors	endothelial/tumor cells	membrane/cytosol	mouse; human	non-SCI comparator	receptor-proximal relay	reviewed_supported	primary comparator	medium-high	P1	RETAIN_HETEROGENEOUS_CORECEPTOR
M23A-E270	POSTN/periostin	modulates	ITGAV:ITGB3-FAK function	periostin-alphaVbeta3 vascular output	activating	directed	periostin matrix presentation	alphaVbeta3	smooth muscle	extracellular/membrane	mouse; human	non-SCI vascular comparator	downstream pathway or cellular function	reviewed_supported	primary comparator	medium	P2	NO_PURIFIED_BINARY_BINDING
M23A-E271	POSTN/periostin	modulates	ITGAV:ITGB5-ILK/FAK function	periostin alphaVbeta5 context	activating	directed	periostin matrix presentation	alphaVbeta5/alphaVbeta3	epithelial/smooth muscle	extracellular/membrane	mouse; human	non-SCI comparator	receptor-proximal relay	reviewed_supported	primary comparator	medium	P2	RETAIN_MODEL_DEPENDENCE
M23A-E272	IL34	modulates	OPC/myeloid cellular response	IL34-PTPRZ1 neural/myeloid cellular function	context-dependent	directed	IL34 stimulation or PTPRZ1 perturbation	PTPRZ1/PTP-zeta context	OPC and myeloid comparator cells	cell surface and cytosol	mouse; human comparator	non-SCI CNS/myeloid comparator	downstream_pathway_or_cellular_function	reviewed_first_pass	primary CNS/myeloid comparator	medium	P2	RETAIN_FUNCTIONAL_OUTPUT_NOT_DIRECT_EDGE
M23A-E273	INSL5	modulates	RXFP4 endocrine cellular output	INSL5-RXFP4 endocrine function	context-dependent	directed	INSL5 stimulation	RXFP4 GPCR	endocrine/epithelial comparator cells	cell surface and cytosol	human; mouse comparator	non-SCI comparator	downstream_pathway_or_cellular_function	reviewed_first_pass	primary endocrine comparator	medium	P2	RETAIN_FUNCTIONAL_OUTPUT_NOT_DIRECT_EDGE
M23A-E274	KITL	modulates	KIT hematopoietic survival/proliferation	KITL-KIT hematopoietic output	activating	directed	KITL stimulation or KIT perturbation	KIT RTK	hematopoietic comparator cells	cell surface and cytosol	mouse; human comparator	non-SCI comparator	downstream_pathway_or_cellular_function	reviewed_first_pass	primary hematopoietic comparator	medium-high	P2	RETAIN_FUNCTIONAL_OUTPUT_NOT_DIRECT_EDGE
M23A-E275	NTN3	modulates	NEO1-CDON/BOC myogenic differentiation	NTN3-NEO1-CDON/BOC myogenic cellular function	context-dependent	directed	NTN3 stimulation; NEO1/CDON perturbation	NEO1-CDON/BOC cis complex	myogenic comparator cells	cell surface and cytosol	mouse comparator	non-SCI developmental comparator	downstream_pathway_or_cellular_function	reviewed_first_pass	primary developmental comparator	medium	P2	RETAIN_FUNCTIONAL_OUTPUT_NOT_DIRECT_EDGE
M23A-E276	PROCR	signals_to	HSP90AA1	PROCR-HSP90AA1 chaperone complex	supports	upstream_to_relay	PROCR cytoplasmic tail	PROCR receptor complex	endothelial/mesenchymal	cell surface; cytosol	human; mouse comparator	SCI relevance unresolved	receptor_proximal_relay	reviewed_supported	Q0551; primary/comparator	medium	P1	promote_with_context
M23A-E277	PROK1	binds	PROKR1	PROK1-PROKR1 GPCR signaling	activating	ligand_to_receptor	PROK1 peptide	PROKR1	endothelial/epithelial	plasma membrane	human; mouse comparator	SCI relevance unresolved	mixed_layers	reviewed_supported	Q0552; primary/comparator	medium-high	P1	promote_with_context
M23A-E278	PTN	binds	ITGAV:ITGB3/PTPRZ1	PTN-integrin/PTPRZ1 adhesion branch	activating	ligand_to_complex	PTN full-length/active domain	alphaVbeta3; PTPRZ1	neural/mesenchymal	extracellular matrix; membrane	human; mouse comparator	SCI relevance unresolved	mixed_layers	reviewed_supported	Q0553; primary/comparator	medium	P1	preserve_complex
M23A-E279	PTN	binds	PTPRZ1	PTN-PTPRZ1 phosphatase branch	modulatory	ligand_to_receptor	PTN	PTPRZ1	neural/mesenchymal	cell surface	human; mouse comparator	SCI relevance unresolved	mixed_layers	reviewed_supported	Q0554; primary/comparator	medium	P1	promote_with_context
M23A-E280	PTN	binds	SDC3	PTN-SDC3 proteoglycan branch	activating	ligand_to_coreceptor	PTN	SDC3	neural/mesenchymal	extracellular matrix; membrane	human; mouse comparator	SCI relevance unresolved	mixed_layers	reviewed_supported	Q0555; primary/comparator	medium	P1	promote_with_context
M23A-E281	PYY	binds	NPY1R	PYY-NPY1R GPCR branch	activating	ligand_to_receptor	PYY peptide	NPY1R	neural/vascular	plasma membrane	human; mouse comparator	SCI relevance unresolved	mixed_layers	reviewed_supported	Q0556; primary/comparator	medium-high	P1	promote_with_context
M23A-E282	RELN	binds	LRP8	RELN-LRP8-DAB1 branch	activating	ligand_to_receptor	RELN	LRP8/ApoER2	neuronal	cell surface	mouse; rat comparator	SCI relevance unresolved	mixed_layers	reviewed_supported	Q0557; primary/comparator	medium-high	P1	promote_with_context
M23A-E283	RELN	binds	VLDLR	RELN-VLDLR-DAB1 branch	activating	ligand_to_receptor	RELN	VLDLR	neuronal	cell surface	mouse; rat comparator	SCI relevance unresolved	mixed_layers	reviewed_supported	Q0558; primary/comparator	medium-high	P1	promote_with_context
M23A-E284	RGMA	binds	NEO1	RGMA-NEO1-Unc5B/LARG-FAK-RhoA or BMP/Smad	activating	ligand_to_receptor	RGMA	NEO1; Unc5B context	neural; chondrocyte; myoblast	cell surface; cytosol	mouse; human; Xenopus comparator	SCI relevance unresolved	mixed_layers	reviewed_supported	Q0559; primary/comparator	medium-high	P1	preserve_context_branches
M23A-E285	SDC2	associates_with	PTPRJ	SDC2-PTPRJ-PI3K/Src-beta1 integrin	modulatory	coreceptor_to_relay	SDC2 ectodomain	PTPRJ/CD148	mesenchymal; fibroblast	cell surface; focal adhesion	human; mouse comparator	SCI relevance unresolved	mixed_layers	reviewed_supported	Q0560; primary/comparator	medium	P1	promote_with_context
M23A-E286	SELE	binds	GLG1	SELE-GLG1 leukocyte rolling	activating	ligand_to_adhesion_receptor	E-selectin glycan recognition	GLG1/ESL-1	neutrophil; myeloid	vascular luminal surface	human; mouse comparator	SCI relevance unresolved	mixed_layers	reviewed_supported	Q0561; primary/comparator	medium-high	P1	promote_with_context
M23A-E287	SELPLG	signals_to	ITGAM	selectin-PSGL1-Mac-1 firm adhesion	activating	adhesion_to_integrin	PSGL1/selectin engagement	Mac-1 alphaMbeta2	neutrophil	plasma membrane	human; mouse comparator	SCI relevance unresolved	downstream_pathway_or_function	reviewed_supported	Q0562; primary/comparator	medium	P1	function_edge_only
M23A-E288	SELPLG	signals_to	ITGB2	selectin-PSGL1-beta2 avidity	activating	adhesion_to_integrin	PSGL1/selectin engagement	beta2-integrin complex	neutrophil	plasma membrane	human; mouse comparator	SCI relevance unresolved	downstream_pathway_or_function	reviewed_supported	Q0563; primary/comparator	medium	P1	function_edge_only
M23A-E289	SEMA3A	binds	NRP1:PLXNA1	SEMA3A-NRP1:PLXNA1-Rho/Rac/FAK/CRMP	inhibitory	ligand_to_receptor_complex	SEMA3A	NRP1:PLXNA1	growth cone; lymphatic endothelium	cell surface; cytosol	mouse; human comparator	SCI relevance unresolved	mixed_layers	reviewed_supported	Q0564; primary/comparator	medium-high	P1	preserve_complex
M23A-E290	SEMA3G	binds	NRP2:PLXNA1	SEMA3G-NRP2:PLXNA1-YAP or Cdc42-WWP2	modulatory	ligand_to_receptor_complex	SEMA3G	NRP2:PLXNA1	VSMC; endothelial; glioblastoma stem cell	cell surface; nucleus	mouse; human comparator	SCI relevance unresolved	mixed_layers	reviewed_supported	Q0565; primary/comparator	medium-high	P1	preserve_parallel_branches
M23A-E291	SEMA7A	binds	ITGA1:ITGB1	SEMA7A-alpha1beta1 integrin	activating	ligand_to_integrin_complex	SEMA7A	alpha1beta1	neural; immune	cell surface; matrix	mouse; rat; human comparator	SCI relevance unresolved	mixed_layers	reviewed_supported	Q0566;Q0567 grouped duplicate	medium-high	P1	preserve_complex
M23A-E292	SPP1	binds	CD44v	SPP1-CD44v adhesion/Src branch	activating	ligand_to_receptor	osteopontin	CD44 variant	epithelial; leukocyte; tumor	cell surface; matrix	human; mouse comparator	SCI relevance unresolved	mixed_layers	reviewed_supported	Q0568; primary/comparator	medium-high	P1	preserve_isoform_context
M23A-E293	TDGF1	associates_with	GPC1	TDGF1-GPC1 epithelial growth	activating	ligand_to_coreceptor	TDGF1	GPC1	mammary epithelial	cell surface	mouse; human comparator	SCI relevance unresolved	mixed_layers	reviewed_supported	Q0569; primary/comparator	medium	P1	promote_with_context
M23A-E294	TGM2	signals_to	ITGB1:ILK	TGM2-beta1-integrin-ILK	activating	matrix_to_integrin_relay	TGM2 extracellular matrix	beta1-integrin; ILK	chondrocyte; ovarian cancer	matrix; focal adhesion	bovine; mouse; human comparator	SCI relevance unresolved	receptor_proximal_relay; downstream_pathway_or_function	reviewed_supported	Q0570; primary/comparator	medium-high	P1	relay_function_only
M23A-E295	TGM2	associates_with	SDC4	TGM2-SDC4-PKC/FAK-integrin	activating	matrix_to_coreceptor	TGM2 matrix	SDC4; integrin-associated	osteoblast; fibroblast	matrix; focal adhesion	human; mouse comparator	SCI relevance unresolved	mixed_layers	reviewed_supported	Q0571; primary/comparator	medium-high	P1	promote_with_context
M23A-E296	THBS1	signals_to	CD47:ITGA2B:ITGB3	THBS1-CD47/IAP-alphaIIbbeta3 platelet branch	inhibitory	matrix_to_complex	TSP1 C-terminal	CD47/IAP; alphaIIbbeta3	platelet	plasma membrane	human; mouse comparator	SCI relevance unresolved	receptor_proximal_relay; downstream_pathway_or_function	reviewed_supported	Q0572; primary/comparator	medium-high	P1	preserve_complex
M23A-E297	THBS1-RGD	supports	ITGAV:ITGB3	THBS1-RGD-alphaVbeta3	activating	matrix_to_integrin	THBS1 RGD domain	alphaVbeta3	endothelial; smooth muscle; U937	matrix; focal adhesion	human	SCI relevance unresolved	downstream_pathway_or_function	reviewed_supported	Q0573; primary/comparator	medium	P1	function_edge_only
M23A-E298	THBS2	supports	ITGAV:ITGB3	THBS2-alphaVbeta3 vascular function	modulatory	matrix_to_integrin	THBS2	alphaVbeta3	endothelial; vascular	matrix; focal adhesion	human	SCI relevance unresolved	downstream_pathway_or_function	reviewed_supported	Q0574; primary/comparator	medium	P1	function_edge_only
M23A-E299	TLN1	binds	ITGB3-tail	talin-beta3 inside-out activation	activating	cytosolic_adaptor_to_integrin	Talin1 F3 domain	ITGB3 tail; alphaIIbbeta3	platelet; recombinant	cytosol; membrane	human; mammalian recombinant	SCI relevance unresolved	binding_activation; receptor_proximal_relay	reviewed_supported	Q0575; primary/comparator	high	P1	preserve_chain_resolution
M23A-E300	VCAN-G3	binds	ITGB1-containing integrin	VCAN C-terminal G3-beta1 integrin	activating	matrix_to_integrin	VCAN C-terminal G3	beta1-containing integrin	glioma	matrix; focal adhesion	human; mammalian	SCI relevance unresolved	mixed_layers	reviewed_supported	Q0576; primary/comparator	medium-high	P1	preserve_domain_context
M23A-E301	VEGFA	binds	FLT1	VEGFA-FLT1 vascular branch	activating	ligand_to_receptor	VEGFA isoform	FLT1/VEGFR1	endothelial; vascular	extracellular; membrane	human; mouse	SCI relevance unresolved	mixed_layers	reviewed_supported	Q0577; primary/comparator	high	P1	preserve_decoy_context
M23A-E302	VEGFA	signals_to	FLT1:KDR-GRIN2B	VEGFA-VEGFR2-NR2B neuronal branch	activating	growth_factor_to_receptor_to_channel	VEGFA	VEGFR2/KDR; GRIN2B	cerebellar granule; spinal neuron	membrane; synapse	mouse	bone-cancer-pain comparator	receptor_proximal_relay; downstream_pathway_or_function	reviewed_supported	Q0578; neural comparator	medium-high	P1	relay_function_only
M23A-E303	VEGFA165-HBD	binds	ITGAV:ITGB3	VEGF165 HBD-alphaVbeta3	activating	domain_to_integrin_complex	VEGF165 heparin-binding domain	alphaVbeta3	endothelial	matrix; focal adhesion	human; mammalian	SCI relevance unresolved	mixed_layers	reviewed_supported	Q0579; primary/comparator	medium-high	P1	preserve_processed_domain
M23A-E304	VIP	binds	ADCYAP1R1/PAC1	VIP-PAC1-Gs-cAMP	activating	ligand_to_GPCR	VIP peptide	PAC1/ADCYAP1R1	recombinant receptor	plasma membrane; cytosol	rat	SCI relevance unresolved	mixed_layers	reviewed_supported	Q0580; biochemical comparator	high	P1	promote_with_context
