queue_id	batch_id	priority	candidate_class	upstream_feature_or_ligand	receptor_or_adhesion_system	receptor_complex_status	receptor_proximal_branch_to_validate	downstream_tf_or_program_target	evidence_layers_to_extract	species_context	cell_type_or_model_context	source_origin	source_record_id	stable_source_locator	search_boundary	status	notes
M23A-Q0273	M23A-B006	P1	matrix_receptor_candidate	Fn1	Sdc1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	syndecan-integrin-FAK/SRC;validate-RHO/YAP	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:FN1_SDC1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=FN1; matched family=guidance_ecm_family
M23A-Q0274	M23A-B006	P1	matrix_receptor_candidate	Fn1	Sdc4	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	syndecan-integrin-FAK/SRC;validate-RHO/YAP	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:FN1_SDC4	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=FN1; matched family=guidance_ecm_family
M23A-Q0275	M23A-B006	P1	matrix_receptor_candidate	Hspg2	Dag1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	dystroglycan-laminin-actin;validate-FAK/ILK/YAP	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:HSPG2_DAG1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=HSPG; matched family=guidance_ecm_family
M23A-Q0276	M23A-B006	P1	matrix_receptor_candidate	Ibsp	Itgav, Itgb3	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:IBSP_ITGAV_ITGB3	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=BSP; matched family=guidance_ecm_family
M23A-Q0277	M23A-B006	P1	matrix_receptor_candidate	Ibsp	Itgav, Itgb5	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:IBSP_ITGAV_ITGB5	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=BSP; matched family=guidance_ecm_family
M23A-Q0278	M23A-B006	P1	matrix_receptor_candidate	Lama1	Cd44	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	CD44-cytoskeletal-RHO/ERK;validate-mechanotransduction	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA1_CD44	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0279	M23A-B006	P1	matrix_receptor_candidate	Lama1	Dag1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	dystroglycan-laminin-actin;validate-FAK/ILK/YAP	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA1_DAG1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0280	M23A-B006	P1	matrix_receptor_candidate	Lama1	Itga1, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA1_ITGA1_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0281	M23A-B006	P1	matrix_receptor_candidate	Lama1	Itga2, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA1_ITGA2_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0282	M23A-B006	P1	matrix_receptor_candidate	Lama1	Itga3, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA1_ITGA3_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0283	M23A-B006	P1	matrix_receptor_candidate	Lama1	Itga6, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA1_ITGA6_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0284	M23A-B006	P1	matrix_receptor_candidate	Lama1	Itga6, Itgb4	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA1_ITGA6_ITGB4	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0285	M23A-B006	P1	matrix_receptor_candidate	Lama1	Itga7, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA1_ITGA7_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0286	M23A-B006	P1	matrix_receptor_candidate	Lama1	Itga9, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA1_ITGA9_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0287	M23A-B006	P1	matrix_receptor_candidate	Lama1	Itgav, Itgb8	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA1_ITGAV_ITGB8	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0288	M23A-B006	P1	matrix_receptor_candidate	Lama2	Cd44	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	CD44-cytoskeletal-RHO/ERK;validate-mechanotransduction	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA2_CD44	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0289	M23A-B006	P1	matrix_receptor_candidate	Lama2	Dag1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	dystroglycan-laminin-actin;validate-FAK/ILK/YAP	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA2_DAG1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0290	M23A-B006	P1	matrix_receptor_candidate	Lama2	Itga1, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA2_ITGA1_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0291	M23A-B006	P1	matrix_receptor_candidate	Lama2	Itga2, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA2_ITGA2_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0292	M23A-B006	P1	matrix_receptor_candidate	Lama2	Itga3, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA2_ITGA3_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0293	M23A-B006	P1	matrix_receptor_candidate	Lama2	Itga6, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA2_ITGA6_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0294	M23A-B006	P1	matrix_receptor_candidate	Lama2	Itga6, Itgb4	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA2_ITGA6_ITGB4	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0295	M23A-B006	P1	matrix_receptor_candidate	Lama2	Itga7, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA2_ITGA7_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0296	M23A-B006	P1	matrix_receptor_candidate	Lama2	Itga9, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA2_ITGA9_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0297	M23A-B006	P1	matrix_receptor_candidate	Lama2	Itgav, Itgb8	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA2_ITGAV_ITGB8	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0298	M23A-B006	P1	matrix_receptor_candidate	Lama3	Cd44	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	CD44-cytoskeletal-RHO/ERK;validate-mechanotransduction	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA3_CD44	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0299	M23A-B006	P1	matrix_receptor_candidate	Lama3	Dag1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	dystroglycan-laminin-actin;validate-FAK/ILK/YAP	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA3_DAG1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0300	M23A-B006	P1	matrix_receptor_candidate	Lama3	Itga1, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA3_ITGA1_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0301	M23A-B007	P1	matrix_receptor_candidate	Lama3	Itga2, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA3_ITGA2_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0302	M23A-B007	P1	matrix_receptor_candidate	Lama3	Itga3, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA3_ITGA3_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0303	M23A-B007	P1	matrix_receptor_candidate	Lama3	Itga6, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA3_ITGA6_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0304	M23A-B007	P1	matrix_receptor_candidate	Lama3	Itga6, Itgb4	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA3_ITGA6_ITGB4	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0305	M23A-B007	P1	matrix_receptor_candidate	Lama3	Itga7, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA3_ITGA7_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0306	M23A-B007	P1	matrix_receptor_candidate	Lama3	Itga9, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA3_ITGA9_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0307	M23A-B007	P1	matrix_receptor_candidate	Lama3	Itgav, Itgb8	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA3_ITGAV_ITGB8	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
