review_id	pair_key	pair_label_canonical	in_cellchat_priority	in_cellchat_full	in_liana_consensus	cellchat_priority_annotations	cellchat_priority_pathways	cellchat_priority_directness	complex_receptor_coverage	review_priority	review_priority_rationale	review_status	confidence_decision	evidence_register_ids	curator_notes
M20A-CELLCHAT-REMAINING-0426	dopa-ddc_slc18a2 drd2	DOPA-DDC_SLC18A2 Drd2	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines DOPA with DDC and a transporter gene; it is not a single ligand entity for the DRD receptor. Independent non-LR audit restored this as low-evidence LR: DOPA is converted to mature dopamine by DDC; SLC18A1/SLC18A2 provide vesicular monoamine transport and SLC6A3 mediates dopamine reuptake. Dopamine directly binds and activates DRD2; the source composite is production/handling context rather than a ligand chain.
M20A-CELLCHAT-REMAINING-0427	dopa-ddc_slc18a2 drd3	DOPA-DDC_SLC18A2 Drd3	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines DOPA with DDC and a transporter gene; it is not a single ligand entity for the DRD receptor. Independent non-LR audit restored this as low-evidence LR: DOPA is converted to mature dopamine by DDC; SLC18A1/SLC18A2 provide vesicular monoamine transport and SLC6A3 mediates dopamine reuptake. Dopamine directly binds and activates DRD3; the source composite is production/handling context rather than a ligand chain.
M20A-CELLCHAT-REMAINING-0428	dopa-ddc_slc18a2 drd4	DOPA-DDC_SLC18A2 Drd4	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines DOPA with DDC and a transporter gene; it is not a single ligand entity for the DRD receptor. Independent non-LR audit restored this as low-evidence LR: DOPA is converted to mature dopamine by DDC; SLC18A1/SLC18A2 provide vesicular monoamine transport and SLC6A3 mediates dopamine reuptake. Dopamine directly binds and activates DRD4; the source composite is production/handling context rather than a ligand chain.
M20A-CELLCHAT-REMAINING-0429	dopa-ddc_slc18a2 drd5	DOPA-DDC_SLC18A2 Drd5	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines DOPA with DDC and a transporter gene; it is not a single ligand entity for the DRD receptor. Independent non-LR audit restored this as low-evidence LR: DOPA is converted to mature dopamine by DDC; SLC18A1/SLC18A2 provide vesicular monoamine transport and SLC6A3 mediates dopamine reuptake. Dopamine directly binds and activates DRD5; the source composite is production/handling context rather than a ligand chain.
M20A-CELLCHAT-REMAINING-0430	dopa-ddc_slc6a3 drd1	DOPA-DDC_SLC6A3 Drd1	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines DOPA with DDC and a transporter gene; it is not a single ligand entity for the DRD receptor. Independent non-LR audit restored this as low-evidence LR: DOPA is converted to mature dopamine by DDC; SLC18A1/SLC18A2 provide vesicular monoamine transport and SLC6A3 mediates dopamine reuptake. Dopamine directly binds and activates DRD1; the source composite is production/handling context rather than a ligand chain.
M20A-CELLCHAT-REMAINING-0431	dopa-ddc_slc6a3 drd2	DOPA-DDC_SLC6A3 Drd2	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines DOPA with DDC and a transporter gene; it is not a single ligand entity for the DRD receptor. Independent non-LR audit restored this as low-evidence LR: DOPA is converted to mature dopamine by DDC; SLC18A1/SLC18A2 provide vesicular monoamine transport and SLC6A3 mediates dopamine reuptake. Dopamine directly binds and activates DRD2; the source composite is production/handling context rather than a ligand chain.
M20A-CELLCHAT-REMAINING-0432	dopa-ddc_slc6a3 drd3	DOPA-DDC_SLC6A3 Drd3	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines DOPA with DDC and a transporter gene; it is not a single ligand entity for the DRD receptor. Independent non-LR audit restored this as low-evidence LR: DOPA is converted to mature dopamine by DDC; SLC18A1/SLC18A2 provide vesicular monoamine transport and SLC6A3 mediates dopamine reuptake. Dopamine directly binds and activates DRD3; the source composite is production/handling context rather than a ligand chain.
M20A-CELLCHAT-REMAINING-0433	dopa-ddc_slc6a3 drd4	DOPA-DDC_SLC6A3 Drd4	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines DOPA with DDC and a transporter gene; it is not a single ligand entity for the DRD receptor. Independent non-LR audit restored this as low-evidence LR: DOPA is converted to mature dopamine by DDC; SLC18A1/SLC18A2 provide vesicular monoamine transport and SLC6A3 mediates dopamine reuptake. Dopamine directly binds and activates DRD4; the source composite is production/handling context rather than a ligand chain.
M20A-CELLCHAT-REMAINING-0434	dopa-ddc_slc6a3 drd5	DOPA-DDC_SLC6A3 Drd5	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines DOPA with DDC and a transporter gene; it is not a single ligand entity for the DRD receptor. Independent non-LR audit restored this as low-evidence LR: DOPA is converted to mature dopamine by DDC; SLC18A1/SLC18A2 provide vesicular monoamine transport and SLC6A3 mediates dopamine reuptake. Dopamine directly binds and activates DRD5; the source composite is production/handling context rather than a ligand chain.
M20A-CELLCHAT-REMAINING-0435	dsc1 dsg1c	Dsc1 Dsg1c	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Candidate citation audit verdict=approve_candidate.
M20A-CELLCHAT-REMAINING-0436	dsc1 dsg2	Dsc1 Dsg2	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Candidate citation audit verdict=approve_candidate.
M20A-CELLCHAT-REMAINING-0437	dsc2 dsg1c	Dsc2 Dsg1c	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Candidate citation audit verdict=approve_candidate.
M20A-CELLCHAT-REMAINING-0438	dsc2 dsg2	Dsc2 Dsg2	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Candidate citation audit verdict=approve_candidate.
M20A-CELLCHAT-REMAINING-0439	dsg1c dsc3	Dsg1c Dsc3	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Candidate citation audit verdict=approve_candidate.
M20A-CELLCHAT-REMAINING-0440	e2-cyp19a1 esr1	E2-CYP19A1 Esr1	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Candidate citation audit verdict=retain_low.
M20A-CELLCHAT-REMAINING-0441	e2-cyp19a1 esr2	E2-CYP19A1 Esr2	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Candidate citation audit verdict=no_evidence.
M20A-CELLCHAT-REMAINING-0442	e2-cyp19a1 gper1	E2-CYP19A1 Gper1	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Candidate citation audit verdict=retain_low.
M20A-CELLCHAT-REMAINING-0443	e2-cyp19a1 nr1i2	E2-CYP19A1 Nr1i2	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=no_evidence.
M20A-CELLCHAT-REMAINING-0444	e2-hsd17b1 esr1	E2-HSD17B1 Esr1	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Candidate citation audit verdict=retain_low.
M20A-CELLCHAT-REMAINING-0445	e2-hsd17b1 esr2	E2-HSD17B1 Esr2	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Candidate citation audit verdict=no_evidence.
M20A-CELLCHAT-REMAINING-0446	e2-hsd17b1 gper1	E2-HSD17B1 Gper1	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Candidate citation audit verdict=retain_low.
M20A-CELLCHAT-REMAINING-0447	e2-hsd17b1 nr1i2	E2-HSD17B1 Nr1i2	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=no_evidence.
M20A-CELLCHAT-REMAINING-0448	eda eda2r	Eda Eda2r	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=reject_pair. Independent non-LR audit restored this as low-evidence LR: Alternative EDA splicing yields EDA-A1 and EDA-A2 with distinct receptor specificity; EDA-A2 engages EDA2R/XEDAR, while EDA-A1 engages EDAR. The submitted Eda gene-level label can resolve to mature EDA-A2 for EDA2R, but the isoform is omitted.
M20A-CELLCHAT-REMAINING-0449	eda edar	Eda Edar	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Candidate citation audit verdict=approve_candidate.
M20A-CELLCHAT-REMAINING-0450	egf egfr	Egf Egfr	yes	yes	no	Secreted Signaling	EGF	seed_candidate_simple	not_assessed	2	cellchat_priority_signaling	reviewed	high	M20A-CHILDSTRONG01-EVID-0001	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Candidate citation audit verdict=approve_candidate. Child-strong batch001: exact primary support rechecked; high for LR evidence only; no SCI or relay inference.
M20A-CELLCHAT-REMAINING-0451	entpd1 tmigd3	Entpd1 Tmigd3	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=no_evidence.
M20A-CELLCHAT-REMAINING-0452	ereg egfr	Ereg Egfr	yes	yes	no	Secreted Signaling	EGF	seed_candidate_simple	not_assessed	2	cellchat_priority_signaling	reviewed	high	M20A-CHILDSTRONG01-EVID-0002	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Candidate citation audit verdict=approve_candidate. Child-strong batch001: exact primary support rechecked; high for LR evidence only; no SCI or relay inference.
M20A-CELLCHAT-REMAINING-0453	ereg erbb4	Ereg Erbb4	yes	yes	no	Secreted Signaling	EGF	seed_candidate_simple	not_assessed	2	cellchat_priority_signaling	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Candidate citation audit verdict=approve_candidate.
M20A-CELLCHAT-REMAINING-0454	esam esam	Esam Esam	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Candidate citation audit verdict=approve_candidate.
M20A-CELLCHAT-REMAINING-0455	f11r f11r	F11r F11r	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Candidate citation audit verdict=approve_candidate.
M20A-CELLCHAT-REMAINING-0456	f2 pard3	F2 Pard3	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=reject_pair. Independent non-LR audit confirmed invalid LR notation: PARD3 is partitioning-defective-3 polarity/scaffold protein, not PAR3/F2RL2. Protease-activated receptor evidence for CTSG or thrombin/F2 concerns PAR-family receptor genes (for example F2R/F2RL2), not PARD3.
M20A-CELLCHAT-REMAINING-0457	flrt1 adgrl1	Flrt1 Adgrl1	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review promoted to low evidence: Exact FLRT/ADGRL or FLRT/UNC5 ectodomain interactions were measured by cell-binding, SPR/biophysical, structural, or adhesion/repulsive-guidance assays.
M20A-CELLCHAT-REMAINING-0458	flrt1 adgrl2	Flrt1 Adgrl2	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=no_evidence: The re-review found no qualifying direct assay for this exact FLRT/ADGRL or FLRT/UNC5 combination; related isoform and family interactions were not transferred.
M20A-CELLCHAT-REMAINING-0459	flrt1 adgrl3	Flrt1 Adgrl3	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review promoted to low evidence: Exact FLRT/ADGRL or FLRT/UNC5 ectodomain interactions were measured by cell-binding, SPR/biophysical, structural, or adhesion/repulsive-guidance assays.
M20A-CELLCHAT-REMAINING-0460	flrt1 flrt1	Flrt1 Flrt1	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Candidate citation audit verdict=retain_low.
M20A-CELLCHAT-REMAINING-0461	flrt1 unc5a	Flrt1 Unc5a	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=no_evidence: The re-review found no qualifying direct assay for this exact FLRT/ADGRL or FLRT/UNC5 combination; related isoform and family interactions were not transferred.
M20A-CELLCHAT-REMAINING-0462	flrt1 unc5b	Flrt1 Unc5b	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review promoted to low evidence: Exact FLRT/ADGRL or FLRT/UNC5 ectodomain interactions were measured by cell-binding, SPR/biophysical, structural, or adhesion/repulsive-guidance assays.
M20A-CELLCHAT-REMAINING-0463	flrt1 unc5c	Flrt1 Unc5c	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=no_evidence: The re-review found no qualifying direct assay for this exact FLRT/ADGRL or FLRT/UNC5 combination; related isoform and family interactions were not transferred.
M20A-CELLCHAT-REMAINING-0464	flrt1 unc5d	Flrt1 Unc5d	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=no_evidence: The re-review found no qualifying direct assay for this exact FLRT/ADGRL or FLRT/UNC5 combination; related isoform and family interactions were not transferred.
M20A-CELLCHAT-REMAINING-0465	flrt2 adgrl1	Flrt2 Adgrl1	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review promoted to low evidence: Exact FLRT/ADGRL or FLRT/UNC5 ectodomain interactions were measured by cell-binding, SPR/biophysical, structural, or adhesion/repulsive-guidance assays.
M20A-CELLCHAT-REMAINING-0466	flrt2 adgrl2	Flrt2 Adgrl2	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=no_evidence: The re-review found no qualifying direct assay for this exact FLRT/ADGRL or FLRT/UNC5 combination; related isoform and family interactions were not transferred.
M20A-CELLCHAT-REMAINING-0467	flrt2 adgrl3	Flrt2 Adgrl3	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review promoted to low evidence: Exact FLRT/ADGRL or FLRT/UNC5 ectodomain interactions were measured by cell-binding, SPR/biophysical, structural, or adhesion/repulsive-guidance assays.
M20A-CELLCHAT-REMAINING-0468	flrt2 flrt2	Flrt2 Flrt2	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Candidate citation audit verdict=retain_low.
M20A-CELLCHAT-REMAINING-0469	flrt2 unc5a	Flrt2 Unc5a	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=no_evidence: The re-review found no qualifying direct assay for this exact FLRT/ADGRL or FLRT/UNC5 combination; related isoform and family interactions were not transferred.
M20A-CELLCHAT-REMAINING-0470	flrt2 unc5b	Flrt2 Unc5b	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review promoted to low evidence: Exact FLRT/ADGRL or FLRT/UNC5 ectodomain interactions were measured by cell-binding, SPR/biophysical, structural, or adhesion/repulsive-guidance assays.
M20A-CELLCHAT-REMAINING-0471	flrt2 unc5c	Flrt2 Unc5c	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=no_evidence: The re-review found no qualifying direct assay for this exact FLRT/ADGRL or FLRT/UNC5 combination; related isoform and family interactions were not transferred.
M20A-CELLCHAT-REMAINING-0472	flrt2 unc5d	Flrt2 Unc5d	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	medium		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review promoted to medium: Exact FLRT/ADGRL or FLRT/UNC5 ectodomain interactions were measured by cell-binding, SPR/biophysical, structural, or adhesion/repulsive-guidance assays.
M20A-CELLCHAT-REMAINING-0473	flrt3 adgrl1	Flrt3 Adgrl1	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review promoted to low evidence: Exact FLRT/ADGRL or FLRT/UNC5 ectodomain interactions were measured by cell-binding, SPR/biophysical, structural, or adhesion/repulsive-guidance assays.
M20A-CELLCHAT-REMAINING-0474	flrt3 adgrl2	Flrt3 Adgrl2	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review promoted to low evidence: Exact FLRT/ADGRL or FLRT/UNC5 ectodomain interactions were measured by cell-binding, SPR/biophysical, structural, or adhesion/repulsive-guidance assays.
M20A-CELLCHAT-REMAINING-0475	flrt3 adgrl3	Flrt3 Adgrl3	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	medium		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review promoted to medium: Exact FLRT/ADGRL or FLRT/UNC5 ectodomain interactions were measured by cell-binding, SPR/biophysical, structural, or adhesion/repulsive-guidance assays.
M20A-CELLCHAT-REMAINING-0476	flrt3 flrt3	Flrt3 Flrt3	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Candidate citation audit verdict=retain_low.
M20A-CELLCHAT-REMAINING-0477	flrt3 unc5a	Flrt3 Unc5a	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review promoted to low evidence: Exact FLRT/ADGRL or FLRT/UNC5 ectodomain interactions were measured by cell-binding, SPR/biophysical, structural, or adhesion/repulsive-guidance assays.
M20A-CELLCHAT-REMAINING-0478	flrt3 unc5b	Flrt3 Unc5b	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	medium		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review promoted to medium: Exact FLRT/ADGRL or FLRT/UNC5 ectodomain interactions were measured by cell-binding, SPR/biophysical, structural, or adhesion/repulsive-guidance assays.
M20A-CELLCHAT-REMAINING-0479	flrt3 unc5c	Flrt3 Unc5c	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review promoted to low evidence: Exact FLRT/ADGRL or FLRT/UNC5 ectodomain interactions were measured by cell-binding, SPR/biophysical, structural, or adhesion/repulsive-guidance assays.
M20A-CELLCHAT-REMAINING-0480	flrt3 unc5d	Flrt3 Unc5d	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=no_evidence: The re-review found no qualifying direct assay for this exact FLRT/ADGRL or FLRT/UNC5 combination; related isoform and family interactions were not transferred.
M20A-CELLCHAT-REMAINING-0481	gaba-gad1_slc32a1 gabbr1	GABA-GAD1_SLC32A1 Gabbr1	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABBR1 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.
M20A-CELLCHAT-REMAINING-0482	gaba-gad1_slc32a1 gabbr2	GABA-GAD1_SLC32A1 Gabbr2	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABBR2 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.
M20A-CELLCHAT-REMAINING-0483	gaba-gad1_slc32a1 gabr_a1b2	GABA-GAD1_SLC32A1 GABR_A1B2	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A1B2 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.
M20A-CELLCHAT-REMAINING-0484	gaba-gad1_slc32a1 gabr_a1b2d	GABA-GAD1_SLC32A1 GABR_A1B2D	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A1B2D receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.
M20A-CELLCHAT-REMAINING-0485	gaba-gad1_slc32a1 gabr_a1b2g2	GABA-GAD1_SLC32A1 GABR_A1B2G2	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A1B2G2 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.
M20A-CELLCHAT-REMAINING-0486	gaba-gad1_slc32a1 gabr_a1b3	GABA-GAD1_SLC32A1 GABR_A1B3	no	yes	no				not_assessed	8	cellchat_remaining_discovery	reviewed	low		Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A1B3 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.
