pair_key	pair_label_canonical	in_module20a	in_cellchat_priority	in_cellchat_full	in_liana_consensus	module20a_mouse_confidence	module20a_human_confidence	module20a_confidence_extractability	module20a_conservation_status	cellchat_priority_annotations	cellchat_priority_pathways	cellchat_priority_directness	cellchat_priority_source_records
bsg slc16a1	Bsg Slc16a1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
bsg slc16a7	Bsg Slc16a7	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
bst1 cav1	Bst1 Cav1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
bst2 pira2	Bst2 Pira2	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
btc egfr	Btc Egfr	yes	yes	yes	no	high	high	high_in_at_least_one_species	mouse_source_plus_human_ortholog_mapping_only	Secreted Signaling	EGF	seed_candidate_simple	CellChat:BTC_EGFR
btc egfr_erbb2	Btc EGFR_ERBB2	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	EGF	seed_candidate_complex_or_cofactor_context	CellChat:BTC_EGFR_ERBB2
btc erbb2	Btc Erbb2	yes	no	no	no	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
btc erbb2_erbb4	Btc ERBB2_ERBB4	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	EGF	seed_candidate_complex_or_cofactor_context	CellChat:BTC_ERBB2_ERBB4
btc erbb3	Btc Erbb3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
btc erbb4	Btc Erbb4	yes	yes	yes	no	medium	high	high_in_at_least_one_species	mouse_source_only_in_current_sources	Secreted Signaling	EGF	seed_candidate_simple	CellChat:BTC_ERBB4
btla cd247	Btla Cd247	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
btla cd79a	Btla Cd79a	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
btla tnfrsf14	Btla Tnfrsf14	yes	yes	yes	yes	high	high	high_in_at_least_one_species	mouse_source_plus_human_ortholog_mapping_only	Secreted Signaling	BTLA	seed_candidate_simple	CellChat:BTLA_TNFRSF14
btn1a1 negr1	Btn1a1 Negr1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
btn1a1 tarm1	Btn1a1 Tarm1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c1qa cd93	C1qa Cd93	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c1qb c1qbp	C1qb C1qbp	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c1qb lrp1	C1qb Lrp1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c1ql1 adgrb3	C1ql1 Adgrb3	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Cell-Cell Contact	ADGRB	seed_candidate_contact_context	CellChat:C1QL1_ADGRB3
c1ql2 adgrb3	C1ql2 Adgrb3	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Cell-Cell Contact	ADGRB	seed_candidate_contact_context	CellChat:C1QL2_ADGRB3
c1ql2 nrxn3	C1ql2 Nrxn3	yes	no	no	no	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
c1ql3 adgrb3	C1ql3 Adgrb3	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Cell-Cell Contact	ADGRB	seed_candidate_contact_context	CellChat:C1QL3_ADGRB3
c1ql4 adgrb3	C1ql4 Adgrb3	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Cell-Cell Contact	ADGRB	seed_candidate_contact_context	CellChat:C1QL4_ADGRB3
c1qtnf1 avpr2	C1qtnf1 Avpr2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c1qtnf5 mfrp	C1qtnf5 Mfrp	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c3 adra2a	C3 Adra2a	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c3 c3ar1	C3 C3ar1	yes	yes	yes	yes	medium	high	high_in_at_least_one_species	mouse_source_only_in_current_sources	Secreted Signaling	COMPLEMENT	seed_candidate_simple	CellChat:C3_C3AR1
c3 c5ar2	C3 C5ar2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c3 cd19	C3 Cd19	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c3 cd46	C3 Cd46	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c3 cd81	C3 Cd81	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c3 cr2	C3 Cr2	yes	yes	yes	yes	medium	high	high_in_at_least_one_species	mouse_source_only_in_current_sources	Secreted Signaling	COMPLEMENT	seed_candidate_simple	CellChat:C3_CR2
c3 grm7	C3 Grm7	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c3 itgam	C3 Itgam	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c3 itgam_itgb2	C3 ITGAM_ITGB2	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	COMPLEMENT	seed_candidate_complex_or_cofactor_context	CellChat:C3_ITGAM_ITGB2
c3 itgax	C3 Itgax	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c3 itgax_itgb2	C3 ITGAX_ITGB2	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	COMPLEMENT	seed_candidate_complex_or_cofactor_context	CellChat:C3_ITGAX_ITGB2
c3 lrp1	C3 Lrp1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c3 mtnr1a	C3 Mtnr1a	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c3 nrp1	C3 Nrp1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c3a c3ar1	C3a C3ar1	yes	no	no	no	high	high	high_in_at_least_one_species	present_in_both_species_sources				
c4a c3ar1	C4a C3ar1	yes	yes	yes	yes	low	low	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	COMPLEMENT	seed_candidate_simple	CellChat:C4A_C3AR1
c4a c5ar2	C4a C5ar2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c4a cd46	C4a Cd46	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c4a cr2	C4a Cr2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c4a nrp1	C4a Nrp1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c4b c3ar1	C4b C3ar1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c4b c5ar2	C4b C5ar2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c4b cd46	C4b Cd46	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c4b cr2	C4b Cr2	yes	yes	yes	yes	low	low	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	COMPLEMENT	seed_candidate_simple	CellChat:C4B_CR2
c4b nrp1	C4b Nrp1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c5a c5ar1	C5a C5ar1	yes	no	no	no	medium	high	high_in_at_least_one_species	present_in_both_species_sources				
c920025e04rik cd8a	C920025E04Rik Cd8a	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
c920025e04rik cd8b1	C920025E04Rik Cd8b1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
cadm1 cadm1	Cadm1 Cadm1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
cadm1 crtam	Cadm1 Crtam	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
cadm1 nectin3	Cadm1 Nectin3	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
cadm3 cadm1	Cadm3 Cadm1	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
cadm3 cadm3	Cadm3 Cadm3	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
cadm3 cadm4	Cadm3 Cadm4	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
cadm3 epb41l1	Cadm3 Epb41l1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
cadm3 nectin3	Cadm3 Nectin3	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
calca adcyap1r1	Calca Adcyap1r1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
calca adrb2	Calca Adrb2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
calca adrb3	Calca Adrb3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
calca calcr	Calca Calcr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
calca calcr_ramp1	Calca CALCR_RAMP1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
calca calcr_ramp2	Calca CALCR_RAMP2	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
calca calcr_ramp3	Calca CALCR_RAMP3	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
calca calcrl	Calca Calcrl	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
calca calcrl_ramp1	Calca CALCRL_RAMP1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
calca calcrl_ramp2	Calca CALCRL_RAMP2	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
calca calcrl_ramp3	Calca CALCRL_RAMP3	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
calca gpr20	Calca Gpr20	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
calca gpr84	Calca Gpr84	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
calca pth1r	Calca Pth1r	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
calca ramp1	Calca Ramp1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
calca ramp2	Calca Ramp2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
calca ramp3	Calca Ramp3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
calca tshr	Calca Tshr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
calca vipr1	Calca Vipr1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
calcb calcr_ramp1	Calcb CALCR_RAMP1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
calcb calcr_ramp2	Calcb CALCR_RAMP2	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
calcb calcr_ramp3	Calcb CALCR_RAMP3	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
calcb calcrl_ramp1	Calcb CALCRL_RAMP1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
calcb calcrl_ramp2	Calcb CALCRL_RAMP2	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
calcb calcrl_ramp3	Calcb CALCRL_RAMP3	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
calcitriol-cyp27b1 vdr	Calcitriol-CYP27B1 Vdr	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
calml3 kcnq1	Calml3 Kcnq1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
calr itga2b	Calr Itga2b	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
calr itga3	Calr Itga3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
calr itgav	Calr Itgav	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
calr lrp1	Calr Lrp1	yes	no	no	yes	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
calr mpl	Calr Mpl	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
calr mtnr1a	Calr Mtnr1a	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
calr scarf1	Calr Scarf1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
calr tshr	Calr Tshr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
camp egfr	Camp Egfr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
camp fpr2	Camp Fpr2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
camp igf1r	Camp Igf1r	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
camp p2rx7	Camp P2rx7	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
cck cckar	Cck Cckar	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
cck cckbr	Cck Cckbr	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl1 ackr1	Ccl1 Ackr1	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL1_ACKR1
ccl1 ackr4	Ccl1 Ackr4	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL1_ACKR4
ccl1 ccr8	Ccl1 Ccr8	yes	yes	yes	yes	medium	high	high_in_at_least_one_species	present_in_both_species_sources	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL1_CCR8
ccl11 ackr1	Ccl11 Ackr1	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL11_ACKR1
ccl11 ackr2	Ccl11 Ackr2	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL11_ACKR2
ccl11 ackr4	Ccl11 Ackr4	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl11 ccr2	Ccl11 Ccr2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl11 ccr3	Ccl11 Ccr3	yes	yes	yes	yes	high	high	high_in_at_least_one_species	present_in_both_species_sources	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL11_CCR3
ccl11 ccr5	Ccl11 Ccr5	yes	no	no	yes	low	low	uncertain_or_unassessed	present_in_both_species_sources				
ccl11 cxcr3	Ccl11 Cxcr3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl11 dpp4	Ccl11 Dpp4	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl12 ackr2	Ccl12 Ackr2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl12 ackr4	Ccl12 Ackr4	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl12 ccr1	Ccl12 Ccr1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl12 ccr10	Ccl12 Ccr10	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl12 ccr2	Ccl12 Ccr2	yes	yes	yes	yes	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL12_CCR2
ccl12 ccr3	Ccl12 Ccr3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl12 ccr4	Ccl12 Ccr4	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl12 ccr5	Ccl12 Ccr5	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl17 ackr1	Ccl17 Ackr1	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL17_ACKR1
ccl17 ackr2	Ccl17 Ackr2	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL17_ACKR2
ccl17 ccr4	Ccl17 Ccr4	yes	yes	yes	yes	medium	medium	medium_or_lower_only	present_in_both_species_sources	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL17_CCR4
ccl17 ccr8	Ccl17 Ccr8	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl19 ackr4	Ccl19 Ackr4	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL19_ACKR4
ccl19 ccr7	Ccl19 Ccr7	yes	yes	yes	no	high	high	high_in_at_least_one_species	present_in_both_species_sources	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL19_CCR7
ccl19 ccrl2	Ccl19 Ccrl2	yes	no	no	no	uncertain	uncertain	uncertain_or_unassessed	present_in_both_species_sources				
ccl2 ackr1	Ccl2 Ackr1	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL2_ACKR1
ccl2 ackr2	Ccl2 Ackr2	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL2_ACKR2
ccl2 ackr4	Ccl2 Ackr4	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl2 ccr1	Ccl2 Ccr1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl2 ccr2	Ccl2 Ccr2	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL2_CCR2
ccl2 ccr3	Ccl2 Ccr3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl2 ccr5	Ccl2 Ccr5	yes	no	no	yes	low	low	uncertain_or_unassessed	present_in_both_species_sources				
ccl2 ccr9	Ccl2 Ccr9	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl2 cxcr3	Ccl2 Cxcr3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl20 ackr4	Ccl20 Ackr4	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl20 adra2a	Ccl20 Adra2a	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl20 ccr6	Ccl20 Ccr6	yes	yes	yes	yes	high	high	high_in_at_least_one_species	present_in_both_species_sources	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL20_CCR6
ccl20 cxcr3	Ccl20 Cxcr3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl20 grm7	Ccl20 Grm7	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl20 mtnr1a	Ccl20 Mtnr1a	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl21 ackr4	Ccl21 Ackr4	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL21_ACKR4
ccl21 ccr7	Ccl21 Ccr7	yes	yes	yes	no	medium	medium	medium_or_lower_only	present_in_both_species_sources	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL21_CCR7
ccl21a ackr4	Ccl21a Ackr4	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL21A_ACKR4
ccl21a ccr7	Ccl21a Ccr7	yes	yes	yes	no	medium	high	high_in_at_least_one_species	mouse_source_only_in_current_sources	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL21A_CCR7
ccl21a cxcr3	Ccl21a Cxcr3	yes	no	no	no	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
ccl21b ackr2	Ccl21b Ackr2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl21b ackr4	Ccl21b Ackr4	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL21B_ACKR4
ccl21b adra2a	Ccl21b Adra2a	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl21b ccr10	Ccl21b Ccr10	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl21b ccr7	Ccl21b Ccr7	yes	yes	yes	yes	low	high	high_in_at_least_one_species	mouse_source_plus_human_ortholog_mapping_only	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL21B_CCR7
ccl21b cxcr3	Ccl21b Cxcr3	yes	no	no	yes	low	low	uncertain_or_unassessed	mouse_source_plus_human_ortholog_mapping_only				
ccl21b grm7	Ccl21b Grm7	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl21b mtnr1a	Ccl21b Mtnr1a	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl21c cxcr3	Ccl21c Cxcr3	yes	no	no	no	low	low	uncertain_or_unassessed	mouse_source_plus_human_ortholog_mapping_only				
ccl21d ackr4	Ccl21d Ackr4	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL21D_ACKR4
ccl21d ccr7	Ccl21d Ccr7	yes	yes	yes	no	low	low	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL21D_CCR7
ccl21e ackr4	Ccl21e Ackr4	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL21E_ACKR4
ccl21e ccr7	Ccl21e Ccr7	yes	yes	yes	no	low	low	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL21E_CCR7
ccl21f ackr4	Ccl21f Ackr4	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL21F_ACKR4
ccl21f ccr7	Ccl21f Ccr7	yes	yes	yes	no	low	low	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL21F_CCR7
ccl22 ackr2	Ccl22 Ackr2	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL22_ACKR2
ccl22 ccr4	Ccl22 Ccr4	yes	yes	yes	yes	medium	high	high_in_at_least_one_species	present_in_both_species_sources	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL22_CCR4
ccl22 dpp4	Ccl22 Dpp4	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl24 ackr2	Ccl24 Ackr2	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL24_ACKR2
ccl24 ccr2	Ccl24 Ccr2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl24 ccr3	Ccl24 Ccr3	yes	yes	yes	yes	low	low	uncertain_or_unassessed	present_in_both_species_sources	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL24_CCR3
ccl25 ackr2	Ccl25 Ackr2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl25 ackr4	Ccl25 Ackr4	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL25_ACKR4
ccl25 adra2a	Ccl25 Adra2a	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl25 ccr10	Ccl25 Ccr10	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl25 ccr9	Ccl25 Ccr9	yes	yes	yes	yes	high	medium	high_in_at_least_one_species	present_in_both_species_sources	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL25_CCR9
ccl25 grm7	Ccl25 Grm7	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl25 mtnr1a	Ccl25 Mtnr1a	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl26 ackr2	Ccl26 Ackr2	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL26_ACKR2
ccl26 ccr3	Ccl26 Ccr3	yes	yes	yes	no	low	low	uncertain_or_unassessed	present_in_both_species_sources	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL26_CCR3
ccl27a ccr10	Ccl27a Ccr10	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL27A_CCR10
ccl27a ccr2	Ccl27a Ccr2	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL27A_CCR2
ccl27a ccr3	Ccl27a Ccr3	yes	yes	yes	no	low	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL27A_CCR3
ccl27b ackr2	Ccl27b Ackr2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl27b adra2a	Ccl27b Adra2a	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl27b ccr10	Ccl27b Ccr10	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL27B_CCR10
ccl27b ccr2	Ccl27b Ccr2	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL27B_CCR2
ccl27b ccr3	Ccl27b Ccr3	yes	yes	yes	yes	low	uncertain	uncertain_or_unassessed	mouse_source_only_in_current_sources	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL27B_CCR3
ccl27b grm7	Ccl27b Grm7	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl27b mtnr1a	Ccl27b Mtnr1a	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl28 ackr2	Ccl28 Ackr2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl28 adra2a	Ccl28 Adra2a	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl28 ccr10	Ccl28 Ccr10	yes	yes	yes	yes	medium	medium	medium_or_lower_only	present_in_both_species_sources	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL28_CCR10
ccl28 ccr3	Ccl28 Ccr3	yes	yes	yes	yes	low	uncertain	uncertain_or_unassessed	present_in_both_species_sources	Secreted Signaling	CCL	seed_candidate_simple	CellChat:CCL28_CCR3
ccl28 grm7	Ccl28 Grm7	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
ccl28 mtnr1a	Ccl28 Mtnr1a	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
