review_id	pair_key	pair_label_canonical	review_priority	review_priority_rationale	original_confidence	search_status	last_worker_verdict	source_locators	support_kind	evidence_summary	limitations	disposition	decision_basis
M20A-CELLCHAT-REMAINING-1682	sirpb1c cd47	Sirpb1c Cd47	8	cellchat_remaining_discovery	low	completed_final_adjudication	reject_pair	https://pubmed.ncbi.nlm.nih.gov/?term=Sirpb1c+Cd47;https://europepmc.org/search?query=Sirpb1c+Cd47;https://www.uniprot.org/uniprotkb?query=Sirpb1c+Cd47	wrong, mismatched, or non-ligand-receptor relationship	Expanded canonical, alias, processed-form, complex, structure, and species searches found no valid exact ligand-receptor relationship for the submitted notation; related evidence points to a different ligand, receptor, direction, or protein class.	Family, pathway, expression, database, or adjacent-pair evidence was not transferred to the submitted pair; isoform, species, complex, or processed-form ambiguity remains where applicable.	not_ligand_receptor	Expanded search classified the submitted relationship as wrong-pair or non-ligand-receptor.
M20A-CELLCHAT-REMAINING-1712	tax1bp3 adgrb1	Tax1bp3 Adgrb1	8	cellchat_remaining_discovery	low	completed_final_adjudication	reject_pair	https://pubmed.ncbi.nlm.nih.gov/?term=Tax1bp3+Adgrb1;https://europepmc.org/search?query=Tax1bp3+Adgrb1;https://www.uniprot.org/uniprotkb?query=Tax1bp3+Adgrb1	wrong, mismatched, or non-ligand-receptor relationship	Expanded canonical, alias, processed-form, complex, structure, and species searches found no valid exact ligand-receptor relationship for the submitted notation; related evidence points to a different ligand, receptor, direction, or protein class.	Family, pathway, expression, database, or adjacent-pair evidence was not transferred to the submitted pair; isoform, species, complex, or processed-form ambiguity remains where applicable.	not_ligand_receptor	Expanded search classified the submitted relationship as wrong-pair or non-ligand-receptor.
M20A-CELLCHAT-REMAINING-1713	tax1bp3 adgrb2	Tax1bp3 Adgrb2	8	cellchat_remaining_discovery	low	completed_final_adjudication	reject_pair	https://pubmed.ncbi.nlm.nih.gov/?term=Tax1bp3+Adgrb2;https://europepmc.org/search?query=Tax1bp3+Adgrb2;https://www.uniprot.org/uniprotkb?query=Tax1bp3+Adgrb2	wrong, mismatched, or non-ligand-receptor relationship	Expanded canonical, alias, processed-form, complex, structure, and species searches found no valid exact ligand-receptor relationship for the submitted notation; related evidence points to a different ligand, receptor, direction, or protein class.	Family, pathway, expression, database, or adjacent-pair evidence was not transferred to the submitted pair; isoform, species, complex, or processed-form ambiguity remains where applicable.	not_ligand_receptor	Expanded search classified the submitted relationship as wrong-pair or non-ligand-receptor.
M20A-CELLCHAT-REMAINING-1756	unc5a adgrl3	Unc5a Adgrl3	8	cellchat_remaining_discovery	low	completed_final_adjudication	reject_pair	https://pubmed.ncbi.nlm.nih.gov/31928845/;https://europepmc.org/article/MED/31928845;https://pubmed.ncbi.nlm.nih.gov/?term=%22UNC5A%22+%22ADGRL3%22;https://europepmc.org/search?query=%22UNC5A%22%20%22ADGRL3%22	wrong_relationship	UNC5A is a receptor for FLRT-family guidance ligands, whereas ADGRL3/latrophilin is a teneurin receptor; the submitted UNC5A-ADGRL3 ligand-receptor pairing is not supported.	Related FLRT-UNC5 and teneurin-latrophilin adhesion systems are biologically real but are distinct receptor-ligand relationships.	not_ligand_receptor	Expanded search classified the submitted relationship as wrong-pair or non-ligand-receptor.
M20A-CELLCHAT-REMAINING-1765	vsir igsf11	Vsir Igsf11	8	cellchat_remaining_discovery	low	completed_final_adjudication	reject_pair	https://pmc.ncbi.nlm.nih.gov/articles/PMC6283650/;https://europepmc.org/articles/PMC6283650;https://pubmed.ncbi.nlm.nih.gov/?term=%22VSIR%22+%22IGSF11%22;https://europepmc.org/search?query=%22VSIR%22%20%22IGSF11%22	wrong_relationship;direct_reverse_orientation	Primary binding and T-cell studies establish IGSF11/VSIG3 as the ligand for VSIR/VISTA, so the submitted VSIR-to-IGSF11 orientation is reversed.	The molecule pair is real, but the packet order is receptor-to-ligand rather than ligand-to-receptor; reverse-orientation evidence was not promoted.	not_ligand_receptor	Expanded search classified the submitted relationship as wrong-pair or non-ligand-receptor.
M20A-EXT-0425	lamb3 itga7_itgb1	Lamb3 ITGA7_ITGB1	6	cross_source_context_or_complex	low	completed_agent_review	reject_pair	https://pubmed.ncbi.nlm.nih.gov/16413178/	wrong-pair/non-ligand–receptor relationship	The queried Lamb3 ITGA7_ITGB1 relationship is not supported as the requested ligand–receptor pair; evidence concerns a different intact complex, chain, or receptor relationship.	Splice-variant-specific assay; no SCI model.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment.
M20A-EXT-0438	lamc2 dag1	Lamc2 Dag1	6	cross_source_context_or_complex	low	completed_agent_review	reject_pair	https://pmc.ncbi.nlm.nih.gov/articles/PMC165099/	wrong-pair/non-ligand–receptor relationship	The queried Lamc2 Dag1 relationship is not supported as the requested ligand–receptor pair; evidence concerns a different intact complex, chain, or receptor relationship.	Negative result is for intact laminin-5/332; no SCI model.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment.
M20A-EXT-0443	lamc2 itga7_itgb1	Lamc2 ITGA7_ITGB1	6	cross_source_context_or_complex	low	completed_agent_review	reject_pair	https://pubmed.ncbi.nlm.nih.gov/16413178/	wrong-pair/non-ligand–receptor relationship	The queried Lamc2 ITGA7_ITGB1 relationship is not supported as the requested ligand–receptor pair; evidence concerns a different intact complex, chain, or receptor relationship.	Splice-variant-specific assay; no SCI model.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment.
M20A-EXT-0555	lama1 sv2a	Lama1 Sv2a	7	cellchat_context_or_complex	low	completed_agent_review	reject_pair	PMID:15036264	wrong-pair/non-ligand–receptor relationship	The queried Lama1 Sv2a relationship is not supported as the requested ligand–receptor pair; evidence concerns a different intact complex, chain, or receptor relationship.	SV2A and standalone LAMA1 were not specifically resolved.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment.
M20A-EXT-0556	lama1 sv2b	Lama1 Sv2b	7	cellchat_context_or_complex	low	completed_agent_review	reject_pair	PMID:36137317	wrong-pair/non-ligand–receptor relationship	The queried Lama1 Sv2b relationship is not supported as the requested ligand–receptor pair; evidence concerns a different intact complex, chain, or receptor relationship.	Computational/expression lead only; no direct binding or functional pair-isolated validation.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment.
M20A-EXT-0557	lama1 sv2c	Lama1 Sv2c	7	cellchat_context_or_complex	low	completed_agent_review	reject_pair	PMID:15036264	wrong-pair/non-ligand–receptor relationship	The queried Lama1 Sv2c relationship is not supported as the requested ligand–receptor pair; evidence concerns a different intact complex, chain, or receptor relationship.	SV2C and standalone LAMA1 were not specifically resolved.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment.
M20A-EXT-0560	lama2 sv2b	Lama2 Sv2b	7	cellchat_context_or_complex	low	completed_agent_review	reject_pair	PMID:41407973	wrong-pair/non-ligand–receptor relationship	The queried Lama2 Sv2b relationship is not supported as the requested ligand–receptor pair; evidence concerns a different intact complex, chain, or receptor relationship.	Correlation and pathway context only; no direct LAMA2-SV2B binding demonstrated.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment.
M20A-EXT-0572	lama5 sv2b	Lama5 Sv2b	7	cellchat_context_or_complex	low	completed_agent_review	reject_pair	PMID:15036264	wrong-pair/non-ligand–receptor relationship	The queried Lama5 Sv2b relationship is not supported as the requested ligand–receptor pair; evidence concerns a different intact complex, chain, or receptor relationship.	SV2B was not assigned; source predates isoform-resolved SV2 nomenclature.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment.
M20A-EXT-0573	lama5 sv2c	Lama5 Sv2c	7	cellchat_context_or_complex	low	completed_agent_review	reject_pair	PMID:15036264	wrong-pair/non-ligand–receptor relationship	The queried Lama5 Sv2c relationship is not supported as the requested ligand–receptor pair; evidence concerns a different intact complex, chain, or receptor relationship.	SV2C was not assigned; source predates isoform-resolved SV2 nomenclature.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment.
M20A-EXT-0575	lamb1 sv2a	Lamb1 Sv2a	7	cellchat_context_or_complex	low	completed_agent_review	reject_pair	PMID:15036264	wrong-pair/non-ligand–receptor relationship	The queried Lamb1 Sv2a relationship is not supported as the requested ligand–receptor pair; evidence concerns a different intact complex, chain, or receptor relationship.	SV2A was not assigned and the beta1-chain/SV2 interaction was not isolated as an exact isoform pair.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment.
M20A-EXT-0576	lamb1 sv2b	Lamb1 Sv2b	7	cellchat_context_or_complex	low	completed_agent_review	reject_pair	PMID:15036264	wrong-pair/non-ligand–receptor relationship	The queried Lamb1 Sv2b relationship is not supported as the requested ligand–receptor pair; evidence concerns a different intact complex, chain, or receptor relationship.	SV2B was not assigned and the beta1-chain/SV2 interaction was not isolated as an exact isoform pair.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment.
M20A-EXT-0577	lamb1 sv2c	Lamb1 Sv2c	7	cellchat_context_or_complex	low	completed_agent_review	reject_pair	PMID:15036264	wrong-pair/non-ligand–receptor relationship	The queried Lamb1 Sv2c relationship is not supported as the requested ligand–receptor pair; evidence concerns a different intact complex, chain, or receptor relationship.	SV2C was not assigned and the beta1-chain/SV2 interaction was not isolated as an exact isoform pair.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment.
M20A-EXT-0633	adam10 axl	Adam10 Axl	8	liana_only_discovery	low	completed_agent_review	reject_pair	https://pubmed.ncbi.nlm.nih.gov/28034848/	non_ligand_receptor_or_wrong_pair	Exact-symbol/alias literature leads were found, but the reported relationship is protease-substrate, regulatory-complex, intracellular, or otherwise outside ligand-receptor scope. Protease-substrate relation rather than canonical ligand-receptor signaling; no SCI-specific context.	Not eligible for ligand-receptor promotion under the contract; related molecular evidence is retained only to explain the rejection. Protease-substrate relation rather than canonical ligand-receptor signaling; no SCI-specific context.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment; it is excluded from the no-evidence registry.
M20A-EXT-0634	adam10 cadm1	Adam10 Cadm1	8	liana_only_discovery	low	completed_agent_review	reject_pair	https://pubmed.ncbi.nlm.nih.gov/22172944/	non_ligand_receptor_or_wrong_pair	Exact-symbol/alias literature leads were found, but the reported relationship is protease-substrate, regulatory-complex, intracellular, or otherwise outside ligand-receptor scope. Proteolytic processing rather than canonical ligand-receptor signaling; no SCI-specific context.	Not eligible for ligand-receptor promotion under the contract; related molecular evidence is retained only to explain the rejection. Proteolytic processing rather than canonical ligand-receptor signaling; no SCI-specific context.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment; it is excluded from the no-evidence registry.
M20A-EXT-0635	adam10 cd44	Adam10 Cd44	8	liana_only_discovery	low	completed_agent_review	reject_pair	https://pmc.ncbi.nlm.nih.gov/articles/PMC2172408/;https://pubmed.ncbi.nlm.nih.gov/36876041/	non_ligand_receptor_or_wrong_pair	Exact-symbol/alias literature leads were found, but the reported relationship is protease-substrate, regulatory-complex, intracellular, or otherwise outside ligand-receptor scope. Protease-substrate relation; stimulus and cleavage contribution vary by model.	Not eligible for ligand-receptor promotion under the contract; related molecular evidence is retained only to explain the rejection. Protease-substrate relation; stimulus and cleavage contribution vary by model.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment; it is excluded from the no-evidence registry.
M20A-EXT-0636	adam10 epha3	Adam10 Epha3	8	liana_only_discovery	low	completed_agent_review	reject_pair	https://pubmed.ncbi.nlm.nih.gov/16239146/	non_ligand_receptor_or_wrong_pair	Exact-symbol/alias literature leads were found, but the reported relationship is protease-substrate, regulatory-complex, intracellular, or otherwise outside ligand-receptor scope. The cleaved substrate is ephrin, not EphA3; association is not canonical ligand-receptor signaling.	Not eligible for ligand-receptor promotion under the contract; related molecular evidence is retained only to explain the rejection. The cleaved substrate is ephrin, not EphA3; association is not canonical ligand-receptor signaling.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment; it is excluded from the no-evidence registry.
M20A-EXT-0637	adam10 gpnmb	Adam10 Gpnmb	8	liana_only_discovery	low	completed_agent_review	reject_pair	https://pubmed.ncbi.nlm.nih.gov/41406229/	non_ligand_receptor_or_wrong_pair	Exact-symbol/alias literature leads were found, but the reported relationship is protease-substrate, regulatory-complex, intracellular, or otherwise outside ligand-receptor scope. ADAM10/ADAM17 contributions overlap; direct physical binding and exact cleavage assignment remain unresolved.	Not eligible for ligand-receptor promotion under the contract; related molecular evidence is retained only to explain the rejection. ADAM10/ADAM17 contributions overlap; direct physical binding and exact cleavage assignment remain unresolved.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment; it is excluded from the no-evidence registry.
M20A-EXT-0638	adam10 il6ra	Adam10 Il6ra	8	liana_only_discovery	low	completed_agent_review	reject_pair	https://pubmed.ncbi.nlm.nih.gov/21454673/;https://pubmed.ncbi.nlm.nih.gov/27151651/	non_ligand_receptor_or_wrong_pair	Exact-symbol/alias literature leads were found, but the reported relationship is protease-substrate, regulatory-complex, intracellular, or otherwise outside ligand-receptor scope. Species and stimulus determine relative ADAM10 versus ADAM17 contribution.	Not eligible for ligand-receptor promotion under the contract; related molecular evidence is retained only to explain the rejection. Species and stimulus determine relative ADAM10 versus ADAM17 contribution.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment; it is excluded from the no-evidence registry.
M20A-EXT-0639	adam10 met	Adam10 Met	8	liana_only_discovery	low	completed_agent_review	reject_pair	https://pubmed.ncbi.nlm.nih.gov/26068448/	non_ligand_receptor_or_wrong_pair	Exact-symbol/alias literature leads were found, but the reported relationship is protease-substrate, regulatory-complex, intracellular, or otherwise outside ligand-receptor scope. ADAM10 and ADAM17 were not cleanly separated; exact ADAM10-MET assignment is non-exclusive.	Not eligible for ligand-receptor promotion under the contract; related molecular evidence is retained only to explain the rejection. ADAM10 and ADAM17 were not cleanly separated; exact ADAM10-MET assignment is non-exclusive.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment; it is excluded from the no-evidence registry.
M20A-EXT-0640	adam10 notch1	Adam10 Notch1	8	liana_only_discovery	low	completed_agent_review	reject_pair	https://pubmed.ncbi.nlm.nih.gov/19704010/;https://pubmed.ncbi.nlm.nih.gov/21205794/	non_ligand_receptor_or_wrong_pair	Exact-symbol/alias literature leads were found, but the reported relationship is protease-substrate, regulatory-complex, intracellular, or otherwise outside ligand-receptor scope. Proteolytic receptor activation rather than ligand binding; context-dependent ADAM17 contribution exists.	Not eligible for ligand-receptor promotion under the contract; related molecular evidence is retained only to explain the rejection. Proteolytic receptor activation rather than ligand binding; context-dependent ADAM17 contribution exists.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment; it is excluded from the no-evidence registry.
M20A-EXT-0641	adam10 notch2	Adam10 Notch2	8	liana_only_discovery	low	completed_agent_review	reject_pair	https://pubmed.ncbi.nlm.nih.gov/24842903/	non_ligand_receptor_or_wrong_pair	Exact-symbol/alias literature leads were found, but the reported relationship is protease-substrate, regulatory-complex, intracellular, or otherwise outside ligand-receptor scope. Proteolytic receptor activation rather than canonical ligand-receptor binding.	Not eligible for ligand-receptor promotion under the contract; related molecular evidence is retained only to explain the rejection. Proteolytic receptor activation rather than canonical ligand-receptor binding.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment; it is excluded from the no-evidence registry.
M20A-EXT-0643	adam10 trem2	Adam10 Trem2	8	liana_only_discovery	low	completed_agent_review	reject_pair	https://pubmed.ncbi.nlm.nih.gov/28855301/;https://pubmed.ncbi.nlm.nih.gov/28855300/	non_ligand_receptor_or_wrong_pair	Exact-symbol/alias literature leads were found, but the reported relationship is protease-substrate, regulatory-complex, intracellular, or otherwise outside ligand-receptor scope. ADAM17 can also contribute in some models; protease-substrate relation, not canonical ligand-receptor signaling.	Not eligible for ligand-receptor promotion under the contract; related molecular evidence is retained only to explain the rejection. ADAM17 can also contribute in some models; protease-substrate relation, not canonical ligand-receptor signaling.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment; it is excluded from the no-evidence registry.
M20A-EXT-0644	adam10 tspan10	Adam10 Tspan10	8	liana_only_discovery	low	completed_agent_review	reject_pair	https://pubmed.ncbi.nlm.nih.gov/23091066/	non_ligand_receptor_or_wrong_pair	Exact-symbol/alias literature leads were found, but the reported relationship is protease-substrate, regulatory-complex, intracellular, or otherwise outside ligand-receptor scope. Regulatory membrane complex association, not ligand-receptor signaling; no SCI-specific context.	Not eligible for ligand-receptor promotion under the contract; related molecular evidence is retained only to explain the rejection. Regulatory membrane complex association, not ligand-receptor signaling; no SCI-specific context.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment; it is excluded from the no-evidence registry.
M20A-EXT-0645	adam10 tspan12	Adam10 Tspan12	8	liana_only_discovery	low	completed_agent_review	reject_pair	https://pubmed.ncbi.nlm.nih.gov/23091066/	non_ligand_receptor_or_wrong_pair	Exact-symbol/alias literature leads were found, but the reported relationship is protease-substrate, regulatory-complex, intracellular, or otherwise outside ligand-receptor scope. No qualifying exact ADAM10-TSPAN12 primary interaction source located; do not infer from related tetraspanins.	Not eligible for ligand-receptor promotion under the contract; related molecular evidence is retained only to explain the rejection. No qualifying exact ADAM10-TSPAN12 primary interaction source located; do not infer from related tetraspanins.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment; it is excluded from the no-evidence registry.
M20A-EXT-0646	adam10 tspan14	Adam10 Tspan14	8	liana_only_discovery	low	completed_agent_review	reject_pair	https://pubmed.ncbi.nlm.nih.gov/23091066/	non_ligand_receptor_or_wrong_pair	Exact-symbol/alias literature leads were found, but the reported relationship is protease-substrate, regulatory-complex, intracellular, or otherwise outside ligand-receptor scope. Regulatory membrane complex association, not ligand-receptor signaling; no SCI-specific context.	Not eligible for ligand-receptor promotion under the contract; related molecular evidence is retained only to explain the rejection. Regulatory membrane complex association, not ligand-receptor signaling; no SCI-specific context.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment; it is excluded from the no-evidence registry.
M20A-EXT-0647	adam10 tspan15	Adam10 Tspan15	8	liana_only_discovery	low	completed_agent_review	reject_pair	https://pubmed.ncbi.nlm.nih.gov/23091066/;https://pubmed.ncbi.nlm.nih.gov/32111735/	non_ligand_receptor_or_wrong_pair	Exact-symbol/alias literature leads were found, but the reported relationship is protease-substrate, regulatory-complex, intracellular, or otherwise outside ligand-receptor scope. Regulatory membrane complex association, not ligand-receptor signaling; no SCI-specific context.	Not eligible for ligand-receptor promotion under the contract; related molecular evidence is retained only to explain the rejection. Regulatory membrane complex association, not ligand-receptor signaling; no SCI-specific context.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment; it is excluded from the no-evidence registry.
M20A-EXT-0648	adam10 tspan17	Adam10 Tspan17	8	liana_only_discovery	low	completed_agent_review	reject_pair	https://pubmed.ncbi.nlm.nih.gov/23091066/;https://pubmed.ncbi.nlm.nih.gov/28600292/	non_ligand_receptor_or_wrong_pair	Exact-symbol/alias literature leads were found, but the reported relationship is protease-substrate, regulatory-complex, intracellular, or otherwise outside ligand-receptor scope. Regulatory membrane complex association, not ligand-receptor signaling; no SCI-specific context.	Not eligible for ligand-receptor promotion under the contract; related molecular evidence is retained only to explain the rejection. Regulatory membrane complex association, not ligand-receptor signaling; no SCI-specific context.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment; it is excluded from the no-evidence registry.
M20A-EXT-0649	adam10 tspan5	Adam10 Tspan5	8	liana_only_discovery	low	completed_agent_review	reject_pair	https://pubmed.ncbi.nlm.nih.gov/23091066/;https://pubmed.ncbi.nlm.nih.gov/28600292/	non_ligand_receptor_or_wrong_pair	Exact-symbol/alias literature leads were found, but the reported relationship is protease-substrate, regulatory-complex, intracellular, or otherwise outside ligand-receptor scope. Regulatory membrane complex association, not ligand-receptor signaling; no SCI-specific context.	Not eligible for ligand-receptor promotion under the contract; related molecular evidence is retained only to explain the rejection. Regulatory membrane complex association, not ligand-receptor signaling; no SCI-specific context.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment; it is excluded from the no-evidence registry.
M20A-EXT-0659	adam17 erbb4	Adam17 Erbb4	8	liana_only_discovery	low	completed_agent_review	reject_pair	https://pubmed.ncbi.nlm.nih.gov/10744726/;https://pubmed.ncbi.nlm.nih.gov/12869563/	non_ligand_receptor_or_wrong_pair	Exact-symbol/alias literature leads were found, but the reported relationship is protease-substrate, regulatory-complex, intracellular, or otherwise outside ligand-receptor scope. Primary studies demonstrated ADAM17/TACE-dependent ERBB4 ectodomain cleavage and mapped the cleavage product/site.	Not eligible for ligand-receptor promotion under the contract; related molecular evidence is retained only to explain the rejection. Primary studies demonstrated ADAM17/TACE-dependent ERBB4 ectodomain cleavage and mapped the cleavage product/site.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment; it is excluded from the no-evidence registry.
M20A-EXT-0660	adam17 il6ra	Adam17 Il6ra	8	liana_only_discovery	low	completed_agent_review	reject_pair	https://pubmed.ncbi.nlm.nih.gov/21454673/;https://pubmed.ncbi.nlm.nih.gov/27151651/	non_ligand_receptor_or_wrong_pair	Exact-symbol/alias literature leads were found, but the reported relationship is protease-substrate, regulatory-complex, intracellular, or otherwise outside ligand-receptor scope. Relative ADAM10/ADAM17 contribution varies by species and stimulus.	Not eligible for ligand-receptor promotion under the contract; related molecular evidence is retained only to explain the rejection. Relative ADAM10/ADAM17 contribution varies by species and stimulus.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment; it is excluded from the no-evidence registry.
M20A-EXT-0663	adam17 met	Adam17 Met	8	liana_only_discovery	low	completed_agent_review	reject_pair	https://pubmed.ncbi.nlm.nih.gov/24931611/;https://pubmed.ncbi.nlm.nih.gov/26068448/	non_ligand_receptor_or_wrong_pair	Exact-symbol/alias literature leads were found, but the reported relationship is protease-substrate, regulatory-complex, intracellular, or otherwise outside ligand-receptor scope. Exact cleavage contribution can be model-dependent; no SCI-specific context.	Not eligible for ligand-receptor promotion under the contract; related molecular evidence is retained only to explain the rejection. Exact cleavage contribution can be model-dependent; no SCI-specific context.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment; it is excluded from the no-evidence registry.
M20A-EXT-0664	adam17 notch1	Adam17 Notch1	8	liana_only_discovery	low	completed_agent_review	reject_pair	PMID:19704010;https://pubmed.ncbi.nlm.nih.gov/19704010/;PMCID:PMC2772745;https://pmc.ncbi.nlm.nih.gov/articles/PMC2772745/;DOI:10.1128/MCB.00406-09;https://doi.org/10.1128/MCB.00406-09	non_ligand_receptor_or_wrong_pair	Exact-symbol/alias literature leads were found, but the reported relationship is protease-substrate, regulatory-complex, intracellular, or otherwise outside ligand-receptor scope. Ligand-induced cleavage was primarily ADAM10-dependent in this study; no SCI model.	Not eligible for ligand-receptor promotion under the contract; related molecular evidence is retained only to explain the rejection. Ligand-induced cleavage was primarily ADAM10-dependent in this study; no SCI model.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment; it is excluded from the no-evidence registry.
M20A-EXT-0665	adam17 rhbdf2	Adam17 Rhbdf2	8	liana_only_discovery	low	completed_agent_review	reject_pair	PMID:28104813;https://pubmed.ncbi.nlm.nih.gov/28104813/	non_ligand_receptor_or_wrong_pair	Exact-symbol/alias literature leads were found, but the reported relationship is protease-substrate, regulatory-complex, intracellular, or otherwise outside ligand-receptor scope. Mechanistic and developmental context; SCI relevance not established.	Not eligible for ligand-receptor promotion under the contract; related molecular evidence is retained only to explain the rejection. Mechanistic and developmental context; SCI relevance not established.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment; it is excluded from the no-evidence registry.
M20A-EXT-0683	adamts3 ccbe1	Adamts3 Ccbe1	8	liana_only_discovery	low	completed_agent_review	reject_pair	PMID:24552833;https://pubmed.ncbi.nlm.nih.gov/24552833/;PMCID:PMC5501841;https://pmc.ncbi.nlm.nih.gov/articles/PMC5501841/;DOI:10.1038/s41598-017-04982-1;https://doi.org/10.1038/s41598-017-04982-1	non_ligand_receptor_or_wrong_pair	Exact-symbol/alias literature leads were found, but the reported relationship is protease-substrate, regulatory-complex, intracellular, or otherwise outside ligand-receptor scope. Exact species and biochemical interface vary by experiment; this is cofactor/protease biology rather than canonical ligand-receptor binding.	Not eligible for ligand-receptor promotion under the contract; related molecular evidence is retained only to explain the rejection. Exact species and biochemical interface vary by experiment; this is cofactor/protease biology rather than canonical ligand-receptor binding.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment; it is excluded from the no-evidence registry.
M20A-EXT-0687	adcyap1 dpp4	Adcyap1 Dpp4	8	liana_only_discovery	low	completed_agent_review	reject_pair	NONE	non_ligand_receptor_or_wrong_pair	Exact-symbol/alias literature leads were found, but the reported relationship is protease-substrate, regulatory-complex, intracellular, or otherwise outside ligand-receptor scope. Database and expression leads do not establish direct PACAP-DPP4 interaction or substrate processing.	Not eligible for ligand-receptor promotion under the contract; related molecular evidence is retained only to explain the rejection. Database and expression leads do not establish direct PACAP-DPP4 interaction or substrate processing.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment; it is excluded from the no-evidence registry.
M20A-EXT-0707	adm calcr	Adm Calcr	8	liana_only_discovery	low	completed_final_adjudication	reject_pair	NONE	wrong pair or non-ligand-receptor relationship	Re-search confirms that adm calcr is not the tested ligand-receptor relationship; observed biology concerns a different ligand, receptor complex, or relationship class.	Canonical ADM receptor evidence concerns CALCRL-containing complexes, not CALCR alone.	not_ligand_receptor	Final adjudication classified the candidate as a non-ligand-receptor relationship or wrong-pair annotation.
M20A-EXT-0710	adm gpr182	Adm Gpr182	8	liana_only_discovery	low	completed_final_adjudication	reject_pair	PMID:27391260;PMCID:PMC10157204	wrong pair or non-ligand-receptor relationship	Re-search confirms that adm gpr182 is not the tested ligand-receptor relationship; observed biology concerns a different ligand, receptor complex, or relationship class.	No qualifying direct pair-specific binding or activation evidence; species and SCI relevance unresolved.	not_ligand_receptor	Final adjudication classified the candidate as a non-ligand-receptor relationship or wrong-pair annotation.
M20A-EXT-0754	agt enpep	Agt Enpep	8	liana_only_discovery	low	completed_agent_review	reject_pair	https://pubmed.ncbi.nlm.nih.gov/34285715/	non_ligand_receptor_or_wrong_pair	Exact-symbol/alias literature leads were found, but the reported relationship is protease-substrate, regulatory-complex, intracellular, or otherwise outside ligand-receptor scope. Expression/pathway association does not establish direct binding or complex formation.	Not eligible for ligand-receptor promotion under the contract; related molecular evidence is retained only to explain the rejection. Expression/pathway association does not establish direct binding or complex formation.	not_ligand_receptor	Agent review classified the candidate as a non-ligand-receptor relationship or wrong ligand/receptor assignment; it is excluded from the no-evidence registry.
