review_id	pair_key	pair_label_canonical	review_priority	review_priority_rationale	original_confidence	search_status	search_attempt_count	last_search_iteration	last_worker_verdict	source_locators	species_support	support_kind	evidence_summary	limitations	no_evidence_category	decision_basis	next_review_trigger
M20A-CELLCHAT-REMAINING-1283	il11 il11r complex 2	Il11 IL11R complex 2	8	cellchat_remaining_discovery	uncertain	searched_final_manual_review	2	cellchat_manual_review_batch_001	no_evidence	PMID:8940087 https://pubmed.ncbi.nlm.nih.gov/8940087/; EuropePMC:https://europepmc.org/article/MED/8940087	IL-11 receptor family	complex notation unresolved	IL-11 requires IL-11RA and gp130, but submitted complex-2 did not map to a tested composition.	No direct exact-pair assay or authoritative complex assignment sufficient for promotion was found.	no_evidence_after_focused_manual_review	Focused manual re-review found no qualifying exact-pair evidence.	Revisit only if a new exact primary source is identified.
M20A-CELLCHAT-REMAINING-1284	il12ab il12rb1_il12rb2	IL12AB IL12RB1_IL12RB2	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/11114383/;https://pubmed.ncbi.nlm.nih.gov/?term=IL12AB%20IL12RB1_IL12RB2	human;mouse IL-23/IL-12 family systems	no exact IL-12 receptor-pair support	The cited PMID 11114383 is the IL-23 p19/p40 paper; it does not test IL-12AB binding or activation of the IL12RB1/IL12RB2 complex.	IL-12AB and IL12RB1/IL12RB2 are a real canonical system, but the cited source is for IL-23 and cannot be transferred.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1288	il13 il4r_il13ra2	Il13 IL4R_IL13RA2	8	cellchat_remaining_discovery	uncertain	searched_final_manual_review	2	cellchat_manual_review_batch_001	no_evidence	PMID:15870068 https://pubmed.ncbi.nlm.nih.gov/15870068/; EuropePMC:https://europepmc.org/article/MED/15870068; PMID:20223216 https://pubmed.ncbi.nlm.nih.gov/20223216/; EuropePMC:https://europepmc.org/article/MED/20223216	Human IL-13 receptor systems	wrong/decoy receptor complex	IL-13 signaling uses IL4Rα with IL13Rα1; IL13Rα2 is a high-affinity decoy.	No exact IL13–IL4R_IL13RA2 signaling assay.	no_evidence_after_focused_manual_review	Focused manual re-review found no qualifying exact-pair evidence.	Revisit only if a new exact primary source is identified.
M20A-CELLCHAT-REMAINING-1297	il23 complex il23r_il12rb1	IL23 complex IL23R_IL12RB1	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/11114383/;https://pubmed.ncbi.nlm.nih.gov/?term=IL23%20complex%20IL23R_IL12RB1	human;mouse IL-23 systems	ligand-complex evidence without exact receptor-chain assay	PMID 11114383 establishes formation of the IL-23 p19/p40 ligand complex, but the cited source set does not directly establish the submitted IL23R/IL12RB1 receptor complex.	The canonical IL-23 receptor relationship is supported by other primary work, but it is not demonstrated by the cited PMID in this packet.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1303	il34 csf1r	Il34 Csf1r	2	cellchat_priority_signaling	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/22897080/;https://pubmed.ncbi.nlm.nih.gov/?term=Il34%20Csf1r;https://europepmc.org/search?query=Il34%20Csf1r	human;mouse;recombinant CSF1R systems	no exact support from cited locator set	The cited PMID 22897080 could not be matched to an IL-34/CSF1R primary record; the remaining locators are searches, not usable exact citations.	IL-34-CSF1R is a real canonical relationship in other primary studies, but that evidence is not present in the cited source set.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1308	il4 il4r_il13ra2	Il4 IL4R_IL13RA2	8	cellchat_remaining_discovery	uncertain	searched_final_manual_review	2	cellchat_manual_review_batch_001	no_evidence	PMID:15870068 https://pubmed.ncbi.nlm.nih.gov/15870068/; EuropePMC:https://europepmc.org/article/MED/15870068; PMID:20223216 https://pubmed.ncbi.nlm.nih.gov/20223216/; EuropePMC:https://europepmc.org/article/MED/20223216	Human IL-4/IL-13 receptor systems	wrong/decoy receptor complex	IL-4 uses IL4Rα with common gamma chain or IL13Rα1; IL13Rα2 is an IL-13 decoy.	No exact IL-4–IL4R_IL13RA2 assay.	no_evidence_after_focused_manual_review	Focused manual re-review found no qualifying exact-pair evidence.	Revisit only if a new exact primary source is identified.
M20A-CELLCHAT-REMAINING-1315	inhba acvr1b_acvr2a	Inhba Acvr1b_acvr2a	2	cellchat_priority_signaling	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/12385827/;https://pubmed.ncbi.nlm.nih.gov/2457849/;https://pubmed.ncbi.nlm.nih.gov/22991378/	none from cited sources	none	The cited sources do not provide an exact activin A/ACVR1B/ACVR2A binding or receptor-dependent assay; PMID 12385827 concerns inhibin binding, PMID 2457849 is an unrelated clinical case report, and PMID 22991378 is a review.	Biology of activin receptor complexes may be documented elsewhere, but the submitted citations do not establish this candidate.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1316	inhba acvr1b_acvr2b	Inhba Acvr1b_acvr2b	2	cellchat_priority_signaling	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/12385827/;https://pubmed.ncbi.nlm.nih.gov/2457849/;https://pubmed.ncbi.nlm.nih.gov/22991378/	none from cited sources	none	The cited sources do not provide an exact activin A/ACVR1B/ACVR2B binding or receptor-dependent assay; PMID 12385827 concerns inhibin binding, PMID 2457849 is unrelated, and PMID 22991378 is a review.	The candidate cannot be confirmed from the supplied citations.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1317	inhbb acvr1b_acvr2a	Inhbb Acvr1b_acvr2a	2	cellchat_priority_signaling	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/12385827/;https://pubmed.ncbi.nlm.nih.gov/2457849/;https://pubmed.ncbi.nlm.nih.gov/22991378/	none from cited sources	none	The cited sources do not provide an exact activin B/ACVR1B/ACVR2A binding or receptor-dependent assay; PMID 12385827 concerns inhibin, PMID 2457849 is unrelated, and PMID 22991378 is a review.	No exact-pair evidence is present in the submitted citations.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1318	inhbb acvr1b_acvr2b	Inhbb Acvr1b_acvr2b	2	cellchat_priority_signaling	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/12385827/;https://pubmed.ncbi.nlm.nih.gov/2457849/;https://pubmed.ncbi.nlm.nih.gov/22991378/	none from cited sources	none	The cited sources do not provide an exact activin B/ACVR1B/ACVR2B binding or receptor-dependent assay; PMID 12385827 concerns inhibin, PMID 2457849 is unrelated, and PMID 22991378 is a review.	No exact-pair evidence is present in the submitted citations.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1319	inhbb acvr1c_acvr2a	Inhbb Acvr1c_acvr2a	2	cellchat_priority_signaling	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/12385827/;https://pubmed.ncbi.nlm.nih.gov/2457849/;https://pubmed.ncbi.nlm.nih.gov/22991378/	none from cited sources	none	The cited sources do not provide an exact activin B/ACVR1C/ACVR2A binding or receptor-dependent assay; PMID 12385827 concerns inhibin, PMID 2457849 is unrelated, and PMID 22991378 is a review.	No exact-pair evidence is present in the submitted citations.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1320	inhbb acvr1c_acvr2b	Inhbb Acvr1c_acvr2b	2	cellchat_priority_signaling	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/12385827/;https://pubmed.ncbi.nlm.nih.gov/2457849/;https://pubmed.ncbi.nlm.nih.gov/22991378/	none from cited sources	none	The cited sources do not provide an exact activin B/ACVR1C/ACVR2B binding or receptor-dependent assay; PMID 12385827 concerns inhibin, PMID 2457849 is unrelated, and PMID 22991378 is a review.	No exact-pair evidence is present in the submitted citations.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1331	jam2 f11r	Jam2 F11r	8	cellchat_remaining_discovery	uncertain	searched_final_manual_review	2	cellchat_manual_review_batch_001	no_evidence	PMID:19740376 https://pubmed.ncbi.nlm.nih.gov/19740376/; EuropePMC:https://europepmc.org/article/MED/19740376; PMID:40132981 https://pubmed.ncbi.nlm.nih.gov/40132981/; EuropePMC:https://europepmc.org/article/MED/40132981	Mouse/human JAM adhesion	adhesion-family evidence; exact pair unsupported	JAM-B supported alpha4beta1 rolling, while JAM-A showed homophilic adhesion; neither establishes JAM2–F11R or JAM2–JAM2.	JAM paralog specificity prevents promotion.	no_evidence_after_focused_manual_review	Focused manual re-review found no qualifying exact-pair evidence.	Revisit only if a new exact primary source is identified.
M20A-CELLCHAT-REMAINING-1332	jam2 jam2	Jam2 Jam2	8	cellchat_remaining_discovery	uncertain	searched_final_manual_review	2	cellchat_manual_review_batch_001	no_evidence	PMID:19740376 https://pubmed.ncbi.nlm.nih.gov/19740376/; EuropePMC:https://europepmc.org/article/MED/19740376; PMID:40132981 https://pubmed.ncbi.nlm.nih.gov/40132981/; EuropePMC:https://europepmc.org/article/MED/40132981	Mouse/human JAM adhesion	adhesion-family evidence; exact pair unsupported	JAM-B supported alpha4beta1 rolling, while JAM-A showed homophilic adhesion; neither establishes JAM2–F11R or JAM2–JAM2.	JAM paralog specificity prevents promotion.	no_evidence_after_focused_manual_review	Focused manual re-review found no qualifying exact-pair evidence.	Revisit only if a new exact primary source is identified.
M20A-CELLCHAT-REMAINING-1334	jam3 f11r	Jam3 F11r	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/16093349/	human;mouse;recombinant and cellular systems	none	The cited paper tests JAM-B/JAM-C and JAM-C binding to alphaMbeta2 integrin, not JAM-C/JAM-A (F11R).	A JAM-C/JAM-A relationship would require a different exact primary citation.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1337	klk1 f2r	Klk1 F2r	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	none_found_after_expanded_search	mouse;human	no_direct_pair_evidence	Expanded searches across canonical names, aliases, processed forms, complexes, structures, binding, activation, adhesion, function and species context found no qualifying exact submitted-pair evidence.	Family-level, expression-only, pathway and database evidence was not transferred to the exact pair.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1340	klk1b4 ngfr	Klk1b4 Ngfr	2	cellchat_priority_signaling	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	none_found_after_expanded_search	mouse;human	no_direct_pair_evidence	Expanded searches across canonical names, aliases, processed forms, complexes, structures, binding, activation, adhesion, function and species context found no qualifying exact submitted-pair evidence.	Family-level, expression-only, pathway and database evidence was not transferred to the exact pair.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1341	klk1b4 ntrk1	Klk1b4 Ntrk1	2	cellchat_priority_signaling	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	none_found_after_expanded_search	mouse;human	no_direct_pair_evidence	Expanded searches across canonical names, aliases, processed forms, complexes, structures, binding, activation, adhesion, function and species context found no qualifying exact submitted-pair evidence.	Family-level, expression-only, pathway and database evidence was not transferred to the exact pair.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1342	klk4 f2r	Klk4 F2r	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	none_found_after_expanded_search	mouse;human	no_direct_pair_evidence	Expanded searches across canonical names, aliases, processed forms, complexes, structures, binding, activation, adhesion, function and species context found no qualifying exact submitted-pair evidence.	Family-level, expression-only, pathway and database evidence was not transferred to the exact pair.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1348	klk8 f2r	Klk8 F2r	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	none_found_after_expanded_search	mouse;human	no_direct_pair_evidence	Expanded searches across canonical names, aliases, processed forms, complexes, structures, binding, activation, adhesion, function and species context found no qualifying exact submitted-pair evidence.	Family-level, expression-only, pathway and database evidence was not transferred to the exact pair.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1364	lrfn4 ptprd	Lrfn4 Ptprd	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://doi.org/10.1038/s41467-020-18956-x;https://pmc.ncbi.nlm.nih.gov/articles/PMC7265247/;https://pubmed.ncbi.nlm.nih.gov/27225731/	none for exact LRFN4 pair	none	The submitted DOI/PMC source concerns a different synaptic protein, while PMID 27225731 tests LRFN5/SALM5 rather than LRFN4; no exact LRFN4-PTPRD assay is cited.	LRFN5 interactions cannot be transferred to the LRFN4 paralog without an exact primary test.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1365	lrfn4 ptprf	Lrfn4 Ptprf	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://doi.org/10.1038/s41467-020-18956-x;https://pmc.ncbi.nlm.nih.gov/articles/PMC7265247/;https://pubmed.ncbi.nlm.nih.gov/27225731/	none for exact LRFN4 pair	none	The submitted DOI/PMC source is not an LRFN4 study, and PMID 27225731 tests LRFN5/SALM5 with LAR-RPTPs rather than LRFN4/PTPRF.	Paralog or family evidence is insufficient for this exact pair.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1366	lrfn4 ptprs	Lrfn4 Ptprs	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://doi.org/10.1038/s41467-020-18956-x;https://pmc.ncbi.nlm.nih.gov/articles/PMC7265247/;https://pubmed.ncbi.nlm.nih.gov/27225731/	none for exact LRFN4 pair	none	The submitted DOI/PMC source is not an LRFN4 study, and PMID 27225731 tests LRFN5/SALM5 with LAR-RPTPs rather than LRFN4/PTPRS.	Paralog or family evidence is insufficient for this exact pair.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1370	lrrc4 ntng2	Lrrc4 Ntng2	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	PMID:17785411; https://pubmed.ncbi.nlm.nih.gov/17785411/; https://europepmc.org/article/MED/17785411	mouse;human	family_level_only	Expanded searches found cognate NGL-netrin-G specificity, but the submitted pair is mismatched: NGL-1/LRRC4 binds NTNG1, NGL-2/LRRC4B binds NTNG2, and NGL-3/LRRC4C binds LAR-family PTPs.	Cognate family evidence was not transferred to the submitted mismatched pair.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1371	lrrc4b ptprd	Lrrc4b Ptprd	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	PMID:17785411; https://pubmed.ncbi.nlm.nih.gov/17785411/; https://europepmc.org/article/MED/17785411	mouse;human	family_level_only	Expanded searches found cognate NGL-netrin-G specificity, but the submitted pair is mismatched: NGL-1/LRRC4 binds NTNG1, NGL-2/LRRC4B binds NTNG2, and NGL-3/LRRC4C binds LAR-family PTPs.	Cognate family evidence was not transferred to the submitted mismatched pair.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1372	lrrc4c ntng1	Lrrc4c Ntng1	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	PMID:17785411; https://pubmed.ncbi.nlm.nih.gov/17785411/; https://europepmc.org/article/MED/17785411	mouse;human	family_level_only	Expanded searches found cognate NGL-netrin-G specificity, but the submitted pair is mismatched: NGL-1/LRRC4 binds NTNG1, NGL-2/LRRC4B binds NTNG2, and NGL-3/LRRC4C binds LAR-family PTPs.	Cognate family evidence was not transferred to the submitted mismatched pair.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1406	mpzl1 mpzl1	Mpzl1 Mpzl1	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=mpzl1%20mpzl1	mouse;human	no_direct_pair_evidence	Expanded searches found family annotation or expression/orthology leads but no qualifying exact primary ligand-receptor or homophilic adhesion evidence for the submitted pair.	Family, inferred GO, expression and database annotations were not treated as exact pair evidence.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1409	ne-dbh_slc18a1 adra1a	NE-DBH_SLC18A1 Adra1a	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	none_found_after_expanded_search	mouse;human	no_direct_pair_evidence	Expanded searches across canonical names, aliases, processed forms, complexes, structures, binding, activation, adhesion, function and species context found no qualifying exact submitted-pair evidence.	Family-level, expression-only, pathway and database evidence was not transferred to the exact pair.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1410	ne-dbh_slc18a1 adra1b	NE-DBH_SLC18A1 Adra1b	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	none_found_after_expanded_search	mouse;human	no_direct_pair_evidence	Expanded searches across canonical names, aliases, processed forms, complexes, structures, binding, activation, adhesion, function and species context found no qualifying exact submitted-pair evidence.	Family-level, expression-only, pathway and database evidence was not transferred to the exact pair.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1411	ne-dbh_slc18a1 adra1d	NE-DBH_SLC18A1 Adra1d	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	none_found_after_expanded_search	mouse;human	no_direct_pair_evidence	Expanded searches across canonical names, aliases, processed forms, complexes, structures, binding, activation, adhesion, function and species context found no qualifying exact submitted-pair evidence.	Family-level, expression-only, pathway and database evidence was not transferred to the exact pair.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1412	ne-dbh_slc18a1 adra2a	NE-DBH_SLC18A1 Adra2a	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	none_found_after_expanded_search	mouse;human	no_direct_pair_evidence	Expanded searches across canonical names, aliases, processed forms, complexes, structures, binding, activation, adhesion, function and species context found no qualifying exact submitted-pair evidence.	Family-level, expression-only, pathway and database evidence was not transferred to the exact pair.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1413	ne-dbh_slc18a1 adra2b	NE-DBH_SLC18A1 Adra2b	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	none_found_after_expanded_search	mouse;human	no_direct_pair_evidence	Expanded searches across canonical names, aliases, processed forms, complexes, structures, binding, activation, adhesion, function and species context found no qualifying exact submitted-pair evidence.	Family-level, expression-only, pathway and database evidence was not transferred to the exact pair.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1414	ne-dbh_slc18a1 adra2c	NE-DBH_SLC18A1 Adra2c	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	none_found_after_expanded_search	mouse;human	no_direct_pair_evidence	Expanded searches across canonical names, aliases, processed forms, complexes, structures, binding, activation, adhesion, function and species context found no qualifying exact submitted-pair evidence.	Family-level, expression-only, pathway and database evidence was not transferred to the exact pair.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1415	ne-dbh_slc18a1 adrb1	NE-DBH_SLC18A1 Adrb1	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	none_found_after_expanded_search	mouse;human	no_direct_pair_evidence	Expanded searches across canonical names, aliases, processed forms, complexes, structures, binding, activation, adhesion, function and species context found no qualifying exact submitted-pair evidence.	Family-level, expression-only, pathway and database evidence was not transferred to the exact pair.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1416	ne-dbh_slc18a1 adrb2	NE-DBH_SLC18A1 Adrb2	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	none_found_after_expanded_search	mouse;human	no_direct_pair_evidence	Expanded searches across canonical names, aliases, processed forms, complexes, structures, binding, activation, adhesion, function and species context found no qualifying exact submitted-pair evidence.	Family-level, expression-only, pathway and database evidence was not transferred to the exact pair.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1417	ne-dbh_slc18a1 adrb3	NE-DBH_SLC18A1 Adrb3	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	none_found_after_expanded_search	mouse;human	no_direct_pair_evidence	Expanded searches across canonical names, aliases, processed forms, complexes, structures, binding, activation, adhesion, function and species context found no qualifying exact submitted-pair evidence.	Family-level, expression-only, pathway and database evidence was not transferred to the exact pair.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1418	ne-dbh_slc18a2 adra1a	NE-DBH_SLC18A2 Adra1a	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	none_found_after_expanded_search	mouse;human	no_direct_pair_evidence	Expanded searches across canonical names, aliases, processed forms, complexes, structures, binding, activation, adhesion, function and species context found no qualifying exact submitted-pair evidence.	Family-level, expression-only, pathway and database evidence was not transferred to the exact pair.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1419	ne-dbh_slc18a2 adra1b	NE-DBH_SLC18A2 Adra1b	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	none_found_after_expanded_search	mouse;human	no_direct_pair_evidence	Expanded searches across canonical names, aliases, processed forms, complexes, structures, binding, activation, adhesion, function and species context found no qualifying exact submitted-pair evidence.	Family-level, expression-only, pathway and database evidence was not transferred to the exact pair.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1420	ne-dbh_slc18a2 adra1d	NE-DBH_SLC18A2 Adra1d	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	none_found_after_expanded_search	mouse;human	no_direct_pair_evidence	Expanded searches across canonical names, aliases, processed forms, complexes, structures, binding, activation, adhesion, function and species context found no qualifying exact submitted-pair evidence.	Family-level, expression-only, pathway and database evidence was not transferred to the exact pair.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1421	ne-dbh_slc18a2 adra2a	NE-DBH_SLC18A2 Adra2a	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	none_found_after_expanded_search	mouse;human	no_direct_pair_evidence	Expanded searches across canonical names, aliases, processed forms, complexes, structures, binding, activation, adhesion, function and species context found no qualifying exact submitted-pair evidence.	Family-level, expression-only, pathway and database evidence was not transferred to the exact pair.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-1422	ne-dbh_slc18a2 adra2b	NE-DBH_SLC18A2 Adra2b	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	none_found_after_expanded_search	mouse;human	no_direct_pair_evidence	Expanded searches across canonical names, aliases, processed forms, complexes, structures, binding, activation, adhesion, function and species context found no qualifying exact submitted-pair evidence.	Family-level, expression-only, pathway and database evidence was not transferred to the exact pair.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
