source_database	ligand_components	receptor_components	source_ligand	source_receptor	source_record_id	pathway	annotation	evidence	review_status	reason
master_LR_union	COL1A2	ITGA2B	Col1a2	Itga2b					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL1A2	ITGA3+ITGB1	Col1a2	Itga3_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL1A2	ITGA9+ITGB1	Col1a2	Itga9_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL1A2	ITGB1	Col1a2	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL1A2	ITGB3	Col1a2	Itgb3					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL1A2	SDC4	Col1a2	Sdc4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL20A1	ITGA1	Col20a1	Itga1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL20A1	ITGA1+ITGB1	Col20a1	Itga1_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL20A1	ITGA10	Col20a1	Itga10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL20A1	ITGA10+ITGB1	Col20a1	Itga10_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL20A1	ITGA11	Col20a1	Itga11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL20A1	ITGA11+ITGB1	Col20a1	Itga11_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL20A1	ITGA2	Col20a1	Itga2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL20A1	ITGA2+ITGB1	Col20a1	Itga2_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL20A1	ITGB1	Col20a1	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL22A1	ITGA1	Col22a1	Itga1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL22A1	ITGA10	Col22a1	Itga10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL22A1	ITGA11	Col22a1	Itga11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL22A1	ITGA2	Col22a1	Itga2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL22A1	ITGB1	Col22a1	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL24A1	ITGA1	Col24a1	Itga1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL24A1	ITGA1+ITGB1	Col24a1	Itga1_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL24A1	ITGA10	Col24a1	Itga10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL24A1	ITGA10+ITGB1	Col24a1	Itga10_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL24A1	ITGA11	Col24a1	Itga11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL24A1	ITGA11+ITGB1	Col24a1	Itga11_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL24A1	ITGA2	Col24a1	Itga2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL24A1	ITGA2+ITGB1	Col24a1	Itga2_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL24A1	ITGB1	Col24a1	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL26A1	ITGA1	Col26a1	Itga1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL26A1	ITGA1+ITGB1	Col26a1	Itga1_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL26A1	ITGA10	Col26a1	Itga10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL26A1	ITGA10+ITGB1	Col26a1	Itga10_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL26A1	ITGA11	Col26a1	Itga11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL26A1	ITGA11+ITGB1	Col26a1	Itga11_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL26A1	ITGA2	Col26a1	Itga2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL26A1	ITGA2+ITGB1	Col26a1	Itga2_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL26A1	ITGB1	Col26a1	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL27A1	ITGA1	Col27a1	Itga1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL27A1	ITGA1+ITGB1	Col27a1	Itga1_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL27A1	ITGA10	Col27a1	Itga10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL27A1	ITGA10+ITGB1	Col27a1	Itga10_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL27A1	ITGA11	Col27a1	Itga11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL27A1	ITGA11+ITGB1	Col27a1	Itga11_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL27A1	ITGA2	Col27a1	Itga2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL27A1	ITGA2+ITGB1	Col27a1	Itga2_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL27A1	ITGB1	Col27a1	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL28A1	ITGA1	Col28a1	Itga1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL28A1	ITGA1+ITGB1	Col28a1	Itga1_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL28A1	ITGA10	Col28a1	Itga10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL28A1	ITGA10+ITGB1	Col28a1	Itga10_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL28A1	ITGA11	Col28a1	Itga11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL28A1	ITGA11+ITGB1	Col28a1	Itga11_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL28A1	ITGA2	Col28a1	Itga2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL28A1	ITGA2+ITGB1	Col28a1	Itga2_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL28A1	ITGB1	Col28a1	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL2A1	CD44	Col2a1	Cd44					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL2A1	ITGA1	Col2a1	Itga1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL2A1	ITGA10	Col2a1	Itga10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL2A1	ITGA11	Col2a1	Itga11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL2A1	ITGA2	Col2a1	Itga2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL2A1	ITGA2B	Col2a1	Itga2b					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL2A1	ITGA3	Col2a1	Itga3					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL2A1	ITGA3+ITGB1	Col2a1	Itga3_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL2A1	ITGA9	Col2a1	Itga9					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL2A1	ITGA9+ITGB1	Col2a1	Itga9_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL2A1	ITGAV	Col2a1	Itgav					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL2A1	ITGAV+ITGB8	Col2a1	Itgav_Itgb8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL2A1	ITGB1	Col2a1	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL2A1	ITGB8	Col2a1	Itgb8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL2A1	MAG	Col2a1	Mag					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL2A1	SDC1	Col2a1	Sdc1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL2A1	SDC4	Col2a1	Sdc4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL2A1	TNFRSF10B	Col2a1	Tnfrsf10b					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL3A1	ADGRG1	Col3a1	Adgrg1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL3A1	ITGA1	Col3a1	Itga1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL3A1	ITGA10	Col3a1	Itga10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL3A1	ITGA11	Col3a1	Itga11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL3A1	ITGA2	Col3a1	Itga2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL3A1	ITGB1	Col3a1	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL3A1	MAG	Col3a1	Mag					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A1	ADGRG6	Col4a1	Adgrg6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A1	CD47	Col4a1	Cd47					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A1	CD93	Col4a1	Cd93					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A1	GP6	Col4a1	Gp6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A1	ITGA1	Col4a1	Itga1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A1	ITGA10	Col4a1	Itga10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A1	ITGA10+ITGB1	Col4a1	Itga10_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A1	ITGA11	Col4a1	Itga11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A1	ITGA11+ITGB1	Col4a1	Itga11_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A1	ITGA2	Col4a1	Itga2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A1	ITGA3+ITGB1	Col4a1	Itga3_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A1	ITGA9+ITGB1	Col4a1	Itga9_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A1	ITGAV	Col4a1	Itgav					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A1	ITGAV+ITGB8	Col4a1	Itgav_Itgb8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A1	ITGB1	Col4a1	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A1	ITGB8	Col4a1	Itgb8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A1	SDC1	Col4a1	Sdc1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A1	SDC4	Col4a1	Sdc4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A2	ADGRG6	Col4a2	Adgrg6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A2	CD44	Col4a2	Cd44					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A2	CD93	Col4a2	Cd93					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A2	DDR1	Col4a2	Ddr1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A2	DDR2	Col4a2	Ddr2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A2	GP6	Col4a2	Gp6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A2	ITGA1	Col4a2	Itga1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A2	ITGA10	Col4a2	Itga10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A2	ITGA10+ITGB1	Col4a2	Itga10_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A2	ITGA11	Col4a2	Itga11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A2	ITGA11+ITGB1	Col4a2	Itga11_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A2	ITGA2	Col4a2	Itga2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A2	ITGA2+ITGB1	Col4a2	Itga2_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A2	ITGA3+ITGB1	Col4a2	Itga3_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A2	ITGA9+ITGB1	Col4a2	Itga9_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A2	ITGAV+ITGB8	Col4a2	Itgav_Itgb8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A2	ITGB1	Col4a2	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A2	ITGB3	Col4a2	Itgb3					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A2	ITGB5	Col4a2	Itgb5					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A2	SDC1	Col4a2	Sdc1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A2	SDC4	Col4a2	Sdc4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A3	ADGRG6	Col4a3	Adgrg6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A3	CD44	Col4a3	Cd44					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A3	CD47	Col4a3	Cd47					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A3	CD93	Col4a3	Cd93					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A3	GP6	Col4a3	Gp6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A3	ITGA1	Col4a3	Itga1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A3	ITGA1+ITGB1	Col4a3	Itga1_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A3	ITGA10	Col4a3	Itga10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A3	ITGA10+ITGB1	Col4a3	Itga10_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A3	ITGA11	Col4a3	Itga11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A3	ITGA11+ITGB1	Col4a3	Itga11_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A3	ITGA2	Col4a3	Itga2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A3	ITGA2+ITGB1	Col4a3	Itga2_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A3	ITGA9+ITGB1	Col4a3	Itga9_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A3	ITGAV	Col4a3	Itgav					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A3	ITGAV+ITGB8	Col4a3	Itgav_Itgb8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A3	ITGB1	Col4a3	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A3	ITGB3	Col4a3	Itgb3					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A3	ITGB8	Col4a3	Itgb8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A3	SDC1	Col4a3	Sdc1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A3	SDC4	Col4a3	Sdc4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A4	ADGRG6	Col4a4	Adgrg6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A4	CD44	Col4a4	Cd44					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A4	CD47	Col4a4	Cd47					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A4	CD93	Col4a4	Cd93					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A4	DDR1	Col4a4	Ddr1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A4	DDR2	Col4a4	Ddr2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A4	GP6	Col4a4	Gp6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A4	ITGA1	Col4a4	Itga1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A4	ITGA1+ITGB1	Col4a4	Itga1_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A4	ITGA10	Col4a4	Itga10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A4	ITGA10+ITGB1	Col4a4	Itga10_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A4	ITGA11	Col4a4	Itga11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A4	ITGA11+ITGB1	Col4a4	Itga11_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A4	ITGA2	Col4a4	Itga2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A4	ITGA2+ITGB1	Col4a4	Itga2_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A4	ITGA3+ITGB1	Col4a4	Itga3_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A4	ITGA9+ITGB1	Col4a4	Itga9_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A4	ITGAV	Col4a4	Itgav					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A4	ITGAV+ITGB8	Col4a4	Itgav_Itgb8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A4	ITGB1	Col4a4	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A4	ITGB3	Col4a4	Itgb3					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A4	SDC1	Col4a4	Sdc1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A4	SDC4	Col4a4	Sdc4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A5	ADGRG6	Col4a5	Adgrg6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A5	CD44	Col4a5	Cd44					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A5	CD47	Col4a5	Cd47					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A5	CD93	Col4a5	Cd93					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A5	DDR1	Col4a5	Ddr1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A5	DDR2	Col4a5	Ddr2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A5	GP6	Col4a5	Gp6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A5	ITGA1	Col4a5	Itga1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A5	ITGA1+ITGB1	Col4a5	Itga1_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A5	ITGA10	Col4a5	Itga10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A5	ITGA10+ITGB1	Col4a5	Itga10_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A5	ITGA11	Col4a5	Itga11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A5	ITGA11+ITGB1	Col4a5	Itga11_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A5	ITGA2	Col4a5	Itga2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A5	ITGA2+ITGB1	Col4a5	Itga2_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A5	ITGA3+ITGB1	Col4a5	Itga3_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A5	ITGA9+ITGB1	Col4a5	Itga9_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A5	ITGAV	Col4a5	Itgav					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A5	ITGAV+ITGB8	Col4a5	Itgav_Itgb8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A5	ITGB1	Col4a5	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A5	SDC1	Col4a5	Sdc1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A5	SDC4	Col4a5	Sdc4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A6	ADGRG6	Col4a6	Adgrg6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A6	CD44	Col4a6	Cd44					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A6	CD47	Col4a6	Cd47					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A6	CD93	Col4a6	Cd93					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A6	DDR1	Col4a6	Ddr1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A6	DDR2	Col4a6	Ddr2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A6	GP6	Col4a6	Gp6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A6	ITGA1	Col4a6	Itga1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A6	ITGA1+ITGB1	Col4a6	Itga1_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A6	ITGA10	Col4a6	Itga10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A6	ITGA10+ITGB1	Col4a6	Itga10_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A6	ITGA11	Col4a6	Itga11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A6	ITGA11+ITGB1	Col4a6	Itga11_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A6	ITGA2	Col4a6	Itga2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
