batch_id	queue_key	species	tf_symbol	target_symbol	b_edge_id	b_evidence_id	confidence_tier	effect_polarity	dorothea_levels	source_registries	external_record_keys	reference_count	source_locator	module22b_register_changed	general_tf_target_claim	direct_binding_claim	upstream_sci_activation_claim
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|ptges	human	EGR1	PTGES	M22B-E005937	M22B-EVID-006110	high	activating_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001420:118dddc60b29;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001480	25	PMID:12034740; PMID:14722058; PMID:15023995; PMID:15254968; PMID:15314505; PMID:16081677; PMID:17014826; PMID:19115247; PMID:20110555; PMID:20144213	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|ptp4a1	human	EGR1	PTP4A1	M22B-E005938	M22B-EVID-006111	high	activating_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004089:648719c6a90c;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001482	1	PMID:9988683	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|rbl2	human	EGR1	RBL2	M22B-E005939	M22B-EVID-006112	high	activating_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002886:4c40fa8a8883;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001483	1	PMID:22431919	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|ret	human	EGR1	RET	M22B-E005940	M22B-EVID-006113	high	repressing_target	A	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001136:6158f7396687	1	PMID:12406571	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|serpine1	human	EGR1	SERPINE1	M22B-E005941	M22B-EVID-006114	high	activating_target	A	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000467:aae5807cc547	11	PMID:10783396; PMID:11606484; PMID:12374773; PMID:12689920; PMID:12843783; PMID:16551742; PMID:17197388; PMID:17967787; PMID:20018936; PMID:22345187	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|slc1a4	human	EGR1	SLC1A4	M22B-E005942	M22B-EVID-006115	high	repressing_target	A	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:006203:35aa41568557	1	PMID:17617614	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|slc2a1	human	EGR1	SLC2A1	M22B-E005943	M22B-EVID-006116	medium-high	activating_target	B	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:005993:2cfd7a54c302	1	PMID:24967343	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|slc4a2	human	EGR1	SLC4A2	M22B-E005944	M22B-EVID-006117	high	activating_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002946:b69a0571ab1a;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001484;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001485	2	PMID:22228178; PMID:23121767	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|slc5a5	human	EGR1	SLC5A5	M22B-E005945	M22B-EVID-006118	high	activating_target	A	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002771:f5b7bd990f4b	5	PMID:21386735; PMID:21531298; PMID:24647588; PMID:26572557; PMID:33720270	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|slc9a3	human	EGR1	SLC9A3	M22B-E005946	M22B-EVID-006119	high	activating_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001920:da80add1dd6e;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001486	3	PMID:16464174; PMID:21537610; PMID:21600882	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|sod1	human	EGR1	SOD1	M22B-E005947	M22B-EVID-006120	high	activating_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003273:4544ef2b526d;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001487	2	PMID:12517959; PMID:9867871	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|sos1	human	EGR1	SOS1	M22B-E005948	M22B-EVID-006121	high	activating_target	A	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:006857:d8d17279757e	0	public TF union source record	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|sphk1	human	EGR1	SPHK1	M22B-E005949	M22B-EVID-006122	medium-high	activating_target	B	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:005676:76225e45f8b5	2	PMID:27099350; PMID:32771459	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|spp1	human	EGR1	SPP1	M22B-E005950	M22B-EVID-006123	high	activating_target	A	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002521:8d22b007d6be	10	PMID:15597579; PMID:19088428; PMID:19557503; PMID:20417179; PMID:23973488; PMID:25401279; PMID:26546817; PMID:31312026; PMID:31399076; PMID:33202358	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|spry1	human	EGR1	SPRY1	M22B-E005951	M22B-EVID-006124	high	activating_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002823:33f16a93838f;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001489	1	PMID:21826097	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|sqstm1	human	EGR1	SQSTM1	M22B-E005952	M22B-EVID-006125	medium-high	activating_target	B	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:005782:1ee9fc472942	1	PMID:36809385	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|stim1	human	EGR1	STIM1	M22B-E005953	M22B-EVID-006126	high	activating_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002091:0e7ffa809567;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001490	4	PMID:17307334; PMID:20123987; PMID:21622185; PMID:27528628	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|stmn1	human	EGR1	STMN1	M22B-E005954	M22B-EVID-006127	high	repressing_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002557:ca4f4bb10076;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001491	1	PMID:19786090	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|syn1	human	EGR1	SYN1	M22B-E005955	M22B-EVID-006128	high	activating_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001611:1db8d4577d7e;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001492	6	PMID:12959744; PMID:15381251; PMID:15523672; PMID:21257751; PMID:8195167; PMID:8774732	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|syn2	human	EGR1	SYN2	M22B-E005956	M22B-EVID-006129	high	repressing_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002565:84a36f9be1c5;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001493	5	PMID:19842069; PMID:24269917; PMID:27050105; PMID:7592648; PMID:8034599	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|tbxa2r	human	EGR1	TBXA2R	M22B-E005957	M22B-EVID-006130	high	activating_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002364:67cd01e8b199;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001494	3	PMID:18698092; PMID:19067769; PMID:19747485	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|tcf4	human	EGR1	TCF4	M22B-E005958	M22B-EVID-006131	high	activating_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004106:b92f8b4721c5;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001495	2	PMID:18798221; PMID:21436631	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|tfap2a	human	EGR1	TFAP2A	M22B-E005959	M22B-EVID-006132	medium-high	repressing_target	B	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:006073:d5393267b85a	1	PMID:9858544	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|tfpi2	human	EGR1	TFPI2	M22B-E005960	M22B-EVID-006133	high	activating_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004107:e7786a8cae35;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001496	1	PMID:12757776	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|tgfb1	human	EGR1	TGFB1	M22B-E005961	M22B-EVID-006134	high	activating_target	A	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000468:b66059136674	49	PMID:10380885; PMID:10712437; PMID:10783396; PMID:10907091; PMID:11327726; PMID:11707452; PMID:12833142; PMID:14697297; PMID:15033019; PMID:15363325	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|tgfbr2	human	EGR1	TGFBR2	M22B-E005962	M22B-EVID-006135	high	repressing_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000585:bcfa834435d1;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001497	3	PMID:10982796; PMID:12237943; PMID:20621662	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|th	human	EGR1	TH	M22B-E005963	M22B-EVID-006136	high	activating_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000499:1e25b6b23d43;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001498	11	PMID:10386997; PMID:10842166; PMID:12670703; PMID:16515541; PMID:18190898; PMID:19387849; PMID:20124442; PMID:20965158; PMID:24227652; PMID:30824540	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|thbs1	human	EGR1	THBS1	M22B-E005964	M22B-EVID-006137	high	activating_target	A	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002374:760166e08cdd	11	PMID:12374773; PMID:15618543; PMID:16227405; PMID:18583030; PMID:18757417; PMID:20635349; PMID:24053448; PMID:24841508; PMID:27173006; PMID:30355232	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|timp2	human	EGR1	TIMP2	M22B-E005965	M22B-EVID-006138	high	activating_target	A	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:005234:84f8a0b00365	3	PMID:12571843; PMID:30593723; PMID:31394684	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|timp3	human	EGR1	TIMP3	M22B-E005966	M22B-EVID-006139	high	activating_target	A	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:005235:2b4db44c6994	2	PMID:12571843; PMID:36125433	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|tmpo	human	EGR1	TMPO	M22B-E005967	M22B-EVID-006140	high	activating_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002545:334073fe0566;OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002546:333f163a230b;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001499	1	PMID:19747485	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|tnf	human	EGR1	TNF	M22B-E005968	M22B-EVID-006141	high	activating_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000203:9284095096b0;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001500	63	PMID:10419778; PMID:10721723; PMID:10913190; PMID:11254538; PMID:11259437; PMID:11520792; PMID:11586099; PMID:11739517; PMID:11751152; PMID:11856733	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|toe1	human	EGR1	TOE1	M22B-E005969	M22B-EVID-006142	high	activating_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004108:035800553135;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001502	4	PMID:12562764; PMID:19508870; PMID:20063102; PMID:26056259	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|tp53	human	EGR1	TP53	M22B-E005970	M22B-EVID-006143	high	activating_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001267:1f34f21822cf;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001503	26	PMID:11035041; PMID:11586104; PMID:12629205; PMID:12755686; PMID:14965266; PMID:15958557; PMID:16138117; PMID:16866858; PMID:16990849; PMID:17822668	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|tp73	human	EGR1	TP73	M22B-E005971	M22B-EVID-006144	high	activating_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000329:d836a421dad3;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001504	4	PMID:10574463; PMID:16990849; PMID:17822668; PMID:23149912	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|tpo	human	EGR1	TPO	M22B-E005972	M22B-EVID-006145	high	activating_target	A	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:006858:20affc5d4a02	0	public TF union source record	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|ubc	human	EGR1	UBC	M22B-E005973	M22B-EVID-006146	medium-high	activating_target	B	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001314:c7c8d79e0d7d	2	PMID:12903198; PMID:18174897	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|ube2s	human	EGR1	UBE2S	M22B-E005974	M22B-EVID-006147	high	activating_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004109:d77567e711c4;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001505	1	PMID:18780286	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|vamp2	human	EGR1	VAMP2	M22B-E005975	M22B-EVID-006148	high	activating_target	A	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003159:db553ebe18a2	2	PMID:24269917; PMID:8774732	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|vps9d1	human	EGR1	VPS9D1	M22B-E005976	M22B-EVID-006149	medium-high	activating_target	B	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:005933:53f67e8f636d	2	PMID:20690147; PMID:33627127	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|wnt4	human	EGR1	WNT4	M22B-E005977	M22B-EVID-006150	high	repressing_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002259:fd7bacddc83d;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001509;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001510	4	PMID:18281035; PMID:21436631; PMID:25012664; PMID:31216173	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|egr1|zfp36	human	EGR1	ZFP36	M22B-E005978	M22B-EVID-006151	medium-high	activating_target	B	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:005794:e5d4f457ec35	5	PMID:19925787; PMID:22433566; PMID:26343742; PMID:32987153; PMID:7559666	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|ets1|abcb1	human	ETS1	ABCB1	M22B-E005979	M22B-EVID-006152	high	activating_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000841:daaf23a71b77;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001823	6	PMID:11483599; PMID:20392592; PMID:22206665; PMID:24602286; PMID:32131547; PMID:9584201	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|ets1|abcc1	human	ETS1	ABCC1	M22B-E005980	M22B-EVID-006153	high	activating_target	A	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:006864:669f1b203ad1	0	public TF union source record	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|ets1|angpt2	human	ETS1	ANGPT2	M22B-E005981	M22B-EVID-006154	high	activating_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002088:c16a7bdbc02c;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001824	8	PMID:15003510; PMID:15284088; PMID:17287278; PMID:18720385; PMID:20887338; PMID:26283334; PMID:29845518; PMID:31352174	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|ets1|anpep	human	ETS1	ANPEP	M22B-E005982	M22B-EVID-006155	high	activating_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003258:b0c917aadb69;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001825	5	PMID:14507917; PMID:7721782; PMID:9528793; PMID:9566892; PMID:9786929	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|ets1|arhgef2	human	ETS1	ARHGEF2	M22B-E005983	M22B-EVID-006156	medium-high	activating_target	B	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:005992:1df6251a150b	1	PMID:27835861	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|ets1|asap1	human	ETS1	ASAP1	M22B-E005984	M22B-EVID-006157	high	activating_target	A	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:006865:dc05c09f6b02	0	public TF union source record	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|ets1|atp2a3	human	ETS1	ATP2A3	M22B-E005985	M22B-EVID-006158	high	activating_target	A	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001064:47eaeb226a2b	2	PMID:12119294; PMID:16250893	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|ets1|atp6v0a1	human	ETS1	ATP6V0A1	M22B-E005986	M22B-EVID-006159	medium-high	repressing_target	B	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:006297:f3bb639df265	1	PMID:26254334	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|ets1|atxn2	human	ETS1	ATXN2	M22B-E005987	M22B-EVID-006160	high	activating_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002933:7b22138bfbc1;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001826	1	PMID:22914732	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|ets1|b3gat3	human	ETS1	B3GAT3	M22B-E005988	M22B-EVID-006161	high	activating_target	A	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:006866:e8fbd6499b5a	0	public TF union source record	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|ets1|bax	human	ETS1	BAX	M22B-E005989	M22B-EVID-006162	high	repressing_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002076:8ac1f2da6762;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001827	2	PMID:12145208; PMID:17213822	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|ets1|bcl2	human	ETS1	BCL2	M22B-E005990	M22B-EVID-006163	high	activating_target	A	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:005178:aab5d1245b7d	2	PMID:10698492; PMID:17590421	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|ets1|bid	human	ETS1	BID	M22B-E005991	M22B-EVID-006164	high	activating_target	A	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:005878:004a7df86686	1	PMID:11424091	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|ets1|birc2	human	ETS1	BIRC2	M22B-E005992	M22B-EVID-006165	high	repressing_target	A	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:006221:0f3927886f30	1	PMID:11424091	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|ets1|bmp4	human	ETS1	BMP4	M22B-E005993	M22B-EVID-006166	high	activating_target	A	OmniPath_DoRothEA;TRRUST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001710:ae07b39440c7;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001828	4	PMID:15695386; PMID:19431154; PMID:20480203; PMID:25564654	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|ets1|casp8	human	ETS1	CASP8	M22B-E005994	M22B-EVID-006167	high	activating_target	A	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:005067:da9859b80df4	0	public TF union source record	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|ets1|ccnd1	human	ETS1	CCND1	M22B-E005995	M22B-EVID-006168	high	activating_target	A	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001661:f4ddd785c01a	4	PMID:15579511; PMID:19499154; PMID:22393285; PMID:33077976	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|ets1|ccnd3	human	ETS1	CCND3	M22B-E005996	M22B-EVID-006169	medium-high	repressing_target	B	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002826:6c7a69c1664e	1	PMID:21841808	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|ets1|cd3d	human	ETS1	CD3D	M22B-E005997	M22B-EVID-006170	high	activating_target	A	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:005068:64f486182bef	1	PMID:12324448	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|ets1|cd4	human	ETS1	CD4	M22B-E005998	M22B-EVID-006171	high	activating_target	A	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002577:f70f6fa76924	3	PMID:19917777; PMID:8356078; PMID:9780181	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|ets1|cd5	human	ETS1	CD5	M22B-E005999	M22B-EVID-006172	high	activating_target	A	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:006199:18463d755648	1	PMID:11389772	true	true	false	false
module22b-signed-public-tf-promotion-batch002-2026-09-03	human|ets1|cd53	human	ETS1	CD53	M22B-E006000	M22B-EVID-006173	high	activating_target	A	OmniPath_DoRothEA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:006153:77f886c8de1a	1	PMID:26404854	true	true	false	false
