batch_id	queue_key	species	tf_symbol	target_symbol	b_edge_id	b_evidence_id	confidence_tier	effect_polarity	source_registries	external_record_keys	reference_count	source_locator	module22b_register_changed	general_tf_target_claim	direct_binding_claim	upstream_sci_activation_claim
module22b-trrust-signed-promotion-batch003-2026-09-03	human|klf4|ccnb1	human	KLF4	CCNB1	M22B-E009457	M22B-EVID-009630	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003689	1	PMID:14627709	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|klf4|cd14	human	KLF4	CD14	M22B-E009458	M22B-EVID-009631	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003692	1	PMID:17762869	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|klf4|cdh5	human	KLF4	CDH5	M22B-E009459	M22B-EVID-009632	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003694	1	PMID:20724706	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|klf4|cdkn1b	human	KLF4	CDKN1B	M22B-E009460	M22B-EVID-009633	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003697	1	PMID:22170594	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|klf4|cdkn1c	human	KLF4	CDKN1C	M22B-E009461	M22B-EVID-009634	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003698	1	PMID:19544095	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|klf4|gdf15	human	KLF4	GDF15	M22B-E009462	M22B-EVID-009635	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003701;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003702	2	PMID:22750490; PMID:20385121	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|klf4|hba1	human	KLF4	HBA1	M22B-E009463	M22B-EVID-009636	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003704	1	PMID:20331458	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|klf4|hba2	human	KLF4	HBA2	M22B-E009464	M22B-EVID-009637	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003705	1	PMID:20331458	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|klf4|hdc	human	KLF4	HDC	M22B-E009465	M22B-EVID-009638	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003706	2	PMID:14670968; PMID:17827213	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|klf4|hspa8	human	KLF4	HSPA8	M22B-E009466	M22B-EVID-009639	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003707	1	PMID:18379898	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|klf4|ifitm3	human	KLF4	IFITM3	M22B-E009467	M22B-EVID-009640	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003708	1	PMID:21531817	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|klf4|il1b	human	KLF4	IL1B	M22B-E009468	M22B-EVID-009641	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003709	1	PMID:22449968	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|klf4|il6	human	KLF4	IL6	M22B-E009469	M22B-EVID-009642	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003710	1	PMID:23846700	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|klf4|krt19	human	KLF4	KRT19	M22B-E009470	M22B-EVID-009643	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003712	1	PMID:10859317	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|klf4|lama1	human	KLF4	LAMA1	M22B-E009471	M22B-EVID-009644	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003713	1	PMID:17141338	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|klf4|lxn	human	KLF4	LXN	M22B-E009472	M22B-EVID-009645	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003715	1	PMID:23364479	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|klf4|mmp2	human	KLF4	MMP2	M22B-E009473	M22B-EVID-009646	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003716	1	PMID:22407433	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|klf4|odc1	human	KLF4	ODC1	M22B-E009474	M22B-EVID-009647	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003718	1	PMID:12297499	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|klf4|sod1	human	KLF4	SOD1	M22B-E009475	M22B-EVID-009648	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003721	1	PMID:23370975	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|bmi1	human	MYC	BMI1	M22B-E009476	M22B-EVID-009649	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004148	1	PMID:21856782	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|cd33	human	MYC	CD33	M22B-E009477	M22B-EVID-009650	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004160	1	PMID:19259613	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|cd38	human	MYC	CD38	M22B-E009478	M22B-EVID-009651	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004161	1	PMID:11519042	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|cdc34	human	MYC	CDC34	M22B-E009479	M22B-EVID-009652	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004163	1	PMID:21252116	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|chek1	human	MYC	CHEK1	M22B-E009480	M22B-EVID-009653	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004176	1	PMID:23269272	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|chek2	human	MYC	CHEK2	M22B-E009481	M22B-EVID-009654	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004177	1	PMID:23269272	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|dkk1	human	MYC	DKK1	M22B-E009482	M22B-EVID-009655	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004182;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004183	2	PMID:20697356; PMID:17964517	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|ebna1bp2	human	MYC	EBNA1BP2	M22B-E009483	M22B-EVID-009656	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004184	1	PMID:22169551	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|fth1p18	human	MYC	FTH1P18	M22B-E009484	M22B-EVID-009657	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004190	1	PMID:16466700	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|fut3	human	MYC	FUT3	M22B-E009485	M22B-EVID-009658	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004191	1	PMID:22547830	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|gata1	human	MYC	GATA1	M22B-E009486	M22B-EVID-009659	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004192	1	PMID:18838534	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|gata4	human	MYC	GATA4	M22B-E009487	M22B-EVID-009660	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004193	1	PMID:23239811	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|hla-a	human	MYC	HLA-A	M22B-E009488	M22B-EVID-009661	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004195	1	PMID:8206526	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|hla-c	human	MYC	HLA-C	M22B-E009489	M22B-EVID-009662	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004197	1	PMID:8206526	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|hla-e	human	MYC	HLA-E	M22B-E009490	M22B-EVID-009663	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004198	1	PMID:8206526	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|hla-g	human	MYC	HLA-G	M22B-E009491	M22B-EVID-009664	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004200	1	PMID:8206526	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|ifna1	human	MYC	IFNA1	M22B-E009492	M22B-EVID-009665	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004206	1	PMID:16270532	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|igf2bp1	human	MYC	IGF2BP1	M22B-E009493	M22B-EVID-009666	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004207	1	PMID:21252116	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|igk	human	MYC	IGK	M22B-E009494	M22B-EVID-009667	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004208	1	PMID:11795942	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|ipo7	human	MYC	IPO7	M22B-E009495	M22B-EVID-009668	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004210	1	PMID:22284678	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|kras	human	MYC	KRAS	M22B-E009496	M22B-EVID-009669	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004212	1	PMID:21252116	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|mme	human	MYC	MME	M22B-E009497	M22B-EVID-009670	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004215	1	PMID:11519042	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|nfe2	human	MYC	NFE2	M22B-E009498	M22B-EVID-009671	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004220	1	PMID:18838534	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|prodh	human	MYC	PRODH	M22B-E009499	M22B-EVID-009672	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004228	1	PMID:22615405	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|ptbp1	human	MYC	PTBP1	M22B-E009500	M22B-EVID-009673	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004229	1	PMID:20010808	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|sfrp1	human	MYC	SFRP1	M22B-E009501	M22B-EVID-009674	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004232	1	PMID:20697356	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|st3gal3	human	MYC	ST3GAL3	M22B-E009502	M22B-EVID-009675	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004236	1	PMID:22547830	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|st3gal4	human	MYC	ST3GAL4	M22B-E009503	M22B-EVID-009676	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004237	1	PMID:22547830	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|surf1	human	MYC	SURF1	M22B-E009504	M22B-EVID-009677	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004238	1	PMID:10858544	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|surf2	human	MYC	SURF2	M22B-E009505	M22B-EVID-009678	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004239	1	PMID:10858544	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|tnfrsf10b	human	MYC	TNFRSF10B	M22B-E009506	M22B-EVID-009679	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004246	1	PMID:15144957	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|tp73	human	MYC	TP73	M22B-E009507	M22B-EVID-009680	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004250	1	PMID:11115495	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|myc|xpo1	human	MYC	XPO1	M22B-E009508	M22B-EVID-009681	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004255	1	PMID:22284678	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|nfkb2|hif1a	human	NFKB2	HIF1A	M22B-E009509	M22B-EVID-009682	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004900	1	PMID:19414801	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|runx1|baalc	human	RUNX1	BAALC	M22B-E009510	M22B-EVID-009683	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006473	1	PMID:22493267	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|runx1|cd34	human	RUNX1	CD34	M22B-E009511	M22B-EVID-009684	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006477	1	PMID:21873977	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|runx1|gp1ba	human	RUNX1	GP1BA	M22B-E009512	M22B-EVID-009685	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006484	1	PMID:17725493	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|runx1|itga2b	human	RUNX1	ITGA2B	M22B-E009513	M22B-EVID-009686	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006487	3	PMID:12576332; PMID:17725493; PMID:18316480	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|runx1|jun	human	RUNX1	JUN	M22B-E009514	M22B-EVID-009687	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006489	1	PMID:20959602	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|runx1|myh10	human	RUNX1	MYH10	M22B-E009515	M22B-EVID-009688	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006498	1	PMID:22395608	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|runx1|ncam1	human	RUNX1	NCAM1	M22B-E009516	M22B-EVID-009689	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006500	1	PMID:16892559	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|runx1|nf1	human	RUNX1	NF1	M22B-E009517	M22B-EVID-009690	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006501	1	PMID:15988004	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|runx1|sympk	human	RUNX1	SYMPK	M22B-E009518	M22B-EVID-009691	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006511	1	PMID:19328795	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|runx1|vegfa	human	RUNX1	VEGFA	M22B-E009519	M22B-EVID-009692	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006513	1	PMID:21447743	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|abca1	human	SP1	ABCA1	M22B-E009520	M22B-EVID-009693	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006935;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006936	3	PMID:11264984; PMID:17887732; PMID:10884428	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|abcb8	human	SP1	ABCB8	M22B-E009521	M22B-EVID-009694	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006939	1	PMID:21046154	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|adam23	human	SP1	ADAM23	M22B-E009522	M22B-EVID-009695	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006951	1	PMID:20851106	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|aplnr	human	SP1	APLNR	M22B-E009523	M22B-EVID-009696	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006972	1	PMID:17309882	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|arf6	human	SP1	ARF6	M22B-E009524	M22B-EVID-009697	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006981	1	PMID:19642173	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|atp2a3	human	SP1	ATP2A3	M22B-E009525	M22B-EVID-009698	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006987	1	PMID:22851172	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|atp2c1	human	SP1	ATP2C1	M22B-E009526	M22B-EVID-009699	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006988	1	PMID:15955096	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|b4galt5	human	SP1	B4GALT5	M22B-E009527	M22B-EVID-009700	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006990	2	PMID:15263012; PMID:16873896	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|bace1	human	SP1	BACE1	M22B-E009528	M22B-EVID-009701	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006991;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006992	4	PMID:21712774; PMID:22275252; PMID:15681800; PMID:15857888	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|ccna2	human	SP1	CCNA2	M22B-E009529	M22B-EVID-009702	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007020	1	PMID:18368381	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|cd1d	human	SP1	CD1D	M22B-E009530	M22B-EVID-009703	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007030	1	PMID:22419072	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|cd2ap	human	SP1	CD2AP	M22B-E009531	M22B-EVID-009704	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007032	1	PMID:21604172	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|cdk4	human	SP1	CDK4	M22B-E009532	M22B-EVID-009705	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007040	1	PMID:19017637	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|cenph	human	SP1	CENPH	M22B-E009533	M22B-EVID-009706	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007050	1	PMID:22682030	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|chst4	human	SP1	CHST4	M22B-E009534	M22B-EVID-009707	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007060	1	PMID:22446378	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|cldn3	human	SP1	CLDN3	M22B-E009535	M22B-EVID-009708	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007062	1	PMID:17986852	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|col11a2	human	SP1	COL11A2	M22B-E009536	M22B-EVID-009709	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007063	1	PMID:16734381	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|ctgf	human	SP1	CTGF	M22B-E009537	M22B-EVID-009710	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007074	1	PMID:12888575	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|cxcl14	human	SP1	CXCL14	M22B-E009538	M22B-EVID-009711	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007079	1	PMID:22382027	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|dbf4	human	SP1	DBF4	M22B-E009539	M22B-EVID-009712	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007091	1	PMID:12420215	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|dhcr24	human	SP1	DHCR24	M22B-E009540	M22B-EVID-009713	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007095	1	PMID:22431021	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|dnase2	human	SP1	DNASE2	M22B-E009541	M22B-EVID-009714	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007097	1	PMID:12694199	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|dnmt3a	human	SP1	DNMT3A	M22B-E009542	M22B-EVID-009715	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007101	1	PMID:15362956	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|dnmt3b	human	SP1	DNMT3B	M22B-E009543	M22B-EVID-009716	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007102	1	PMID:15362956	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|elf4	human	SP1	ELF4	M22B-E009544	M22B-EVID-009717	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007114	1	PMID:15907486	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|elmo3	human	SP1	ELMO3	M22B-E009545	M22B-EVID-009718	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007115	1	PMID:20127720	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|eng	human	SP1	ENG	M22B-E009546	M22B-EVID-009719	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007116	1	PMID:21146604	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|erbb2	human	SP1	ERBB2	M22B-E009547	M22B-EVID-009720	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007120	2	PMID:12802284; PMID:22553354	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|ervw-1	human	SP1	ERVW-1	M22B-E009548	M22B-EVID-009721	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007121	1	PMID:15888734	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|foxm1	human	SP1	FOXM1	M22B-E009549	M22B-EVID-009722	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007145	1	PMID:20372080	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|grk2	human	SP1	GRK2	M22B-E009550	M22B-EVID-009723	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006957	1	PMID:12423667	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|has2	human	SP1	HAS2	M22B-E009551	M22B-EVID-009724	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007164	1	PMID:21795679	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|hbegf	human	SP1	HBEGF	M22B-E009552	M22B-EVID-009725	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007165	1	PMID:22641673	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|hcn4	human	SP1	HCN4	M22B-E009553	M22B-EVID-009726	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007168	1	PMID:19471099	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|hgf	human	SP1	HGF	M22B-E009554	M22B-EVID-009727	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007170	1	PMID:9223667	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|sp1|hist2h4a	human	SP1	HIST2H4A	M22B-E009555	M22B-EVID-009728	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007171	1	PMID:7779811	true	true	false	false
