chain_id	ligand_node_id	ligand_label	ligand_receptor_edge_id	ligand_receptor_pathway	receptor_node_id	receptor_label	receptor_tf_edge_id	receptor_tf_pathway	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	tf_target_pathway	target_gene_node_id	target_gene_label	target_relation	module_sequence	evidence_ids
CHAIN:00076	NODE01902	CNTF	M21B-E001761	CNTF-CNTFR-gp130-LIFR-activation	NODE01907	CNTFR-alpha-gp130-LIFR receptor complex	M21B-E000058	CNTF-gp130-JAK-STAT3	NODE09218	STAT3	M22B-E000430	target_gene	NODE09040	Socs3	represses_target_gene	21B>21B>22B	M21B-EVID-001704;M21B-EVID-000015;M22B-EVID-000066
CHAIN:00077	NODE01902	CNTF	M21B-E001761	CNTF-CNTFR-gp130-LIFR-activation	NODE01907	CNTFR-alpha-gp130-LIFR receptor complex	M21B-E000058	CNTF-gp130-JAK-STAT3	NODE09218	STAT3	M22B-E000431	target_gene	NODE09040	Socs3	induces_target_gene	21B>21B>22B	M21B-EVID-001704;M21B-EVID-000015;M22B-EVID-000001;M22B-EVID-000027;M22B-EVID-000057
CHAIN:00078	NODE01902	CNTF	M21B-E001761	CNTF-CNTFR-gp130-LIFR-activation	NODE01907	CNTFR-alpha-gp130-LIFR receptor complex	M21B-E000058	CNTF-gp130-JAK-STAT3	NODE09218	STAT3	M22B-E000432	target_gene	NODE10364	Zfp36	induces_target_gene	21B>21B>22B	M21B-EVID-001704;M21B-EVID-000015;M22B-EVID-000083
CHAIN:00079	NODE03555	GH1/growth hormone (GH)	M21B-E006583	GH-GHR-dimeric-receptor-activation	NODE03558	GHR/growth hormone receptor	M21B-E001711	GHR-STAT5-proximal	NODE09241	STAT5	M22B-E000446	target_gene	NODE00884	Bcl2	regulates_target_gene	21B>21B>22B	M21B-EVID-006526;M21B-EVID-001654;M22B-EVID-000008
CHAIN:00080	NODE03555	GH1/growth hormone (GH)	M21B-E006583	GH-GHR-dimeric-receptor-activation	NODE03558	GHR/growth hormone receptor	M21B-E001711	GHR-STAT5-proximal	NODE09241	STAT5	M22B-E000447	target_gene	NODE00884	Bcl2	regulates_target_gene	21B>21B>22B	M21B-EVID-006526;M21B-EVID-001654;M22B-EVID-000056
CHAIN:00081	NODE03555	GH1/growth hormone (GH)	M21B-E006583	GH-GHR-dimeric-receptor-activation	NODE03558	GHR/growth hormone receptor	M21B-E001711	GHR-STAT5-proximal	NODE09241	STAT5	M22B-E000448	target_gene	NODE01420	Ccnd1	induces_target_gene	21B>21B>22B	M21B-EVID-006526;M21B-EVID-001654;M22B-EVID-000007
CHAIN:00082	NODE03555	GH1/growth hormone (GH)	M21B-E006583	GH-GHR-dimeric-receptor-activation	NODE03558	GHR/growth hormone receptor	M21B-E001711	GHR-STAT5-proximal	NODE09241	STAT5	M22B-E000449	target_gene	NODE01828	Cish	induces_target_gene	21B>21B>22B	M21B-EVID-006526;M21B-EVID-001654;M22B-EVID-000006;M22B-EVID-000055
CHAIN:00083	NODE03555	GH1/growth hormone (GH)	M21B-E007085	GH-PRLR-cross-ligand-binding	NODE07960	PRLR/prolactin receptor	M21B-E001713	PRLR-STAT5-proximal	NODE09241	STAT5	M22B-E000446	target_gene	NODE00884	Bcl2	regulates_target_gene	21B>21B>22B	M21B-EVID-007028;M21B-EVID-001656;M22B-EVID-000008
CHAIN:00084	NODE03555	GH1/growth hormone (GH)	M21B-E007085	GH-PRLR-cross-ligand-binding	NODE07960	PRLR/prolactin receptor	M21B-E001713	PRLR-STAT5-proximal	NODE09241	STAT5	M22B-E000447	target_gene	NODE00884	Bcl2	regulates_target_gene	21B>21B>22B	M21B-EVID-007028;M21B-EVID-001656;M22B-EVID-000056
CHAIN:00085	NODE03555	GH1/growth hormone (GH)	M21B-E007085	GH-PRLR-cross-ligand-binding	NODE07960	PRLR/prolactin receptor	M21B-E001713	PRLR-STAT5-proximal	NODE09241	STAT5	M22B-E000448	target_gene	NODE01420	Ccnd1	induces_target_gene	21B>21B>22B	M21B-EVID-007028;M21B-EVID-001656;M22B-EVID-000007
CHAIN:00086	NODE03555	GH1/growth hormone (GH)	M21B-E007085	GH-PRLR-cross-ligand-binding	NODE07960	PRLR/prolactin receptor	M21B-E001713	PRLR-STAT5-proximal	NODE09241	STAT5	M22B-E000449	target_gene	NODE01828	Cish	induces_target_gene	21B>21B>22B	M21B-EVID-007028;M21B-EVID-001656;M22B-EVID-000006;M22B-EVID-000055
CHAIN:00087	NODE10335	YAP1	M21B-E008127	Hippo-WNT-YAP-beta-catenin-crosstalk	NODE02184	CTNNB1-beta-catenin	M21B-E008148	CTNNB1-GLI1-WNT-Hedgehog-crosstalk	NODE03599	GLI1	M22B-E000187	target_gene	NODE08046	PTCH1 promoter	induces_target_gene	21B>21B>22B	M21B-EVID-008072;M21B-EVID-008093;M22B-EVID-000257
CHAIN:00088	NODE10335	YAP1	M21B-E008127	Hippo-WNT-YAP-beta-catenin-crosstalk	NODE02184	CTNNB1-beta-catenin	M21B-E008157	CTNNB1-RELA-NFkB-WNT-crosstalk	NODE08303	RELA/p65	M22B-E000329	target_gene	NODE04835	IL6 inflammatory target gene	induces_target_gene	21B>21B>22B	M21B-EVID-008072;M21B-EVID-008102;M22B-EVID-000300
CHAIN:00089	NODE10305	WWTR1/TAZ	M21B-E008128	Hippo-WNT-TAZ-beta-catenin-crosstalk	NODE02184	CTNNB1-beta-catenin	M21B-E008148	CTNNB1-GLI1-WNT-Hedgehog-crosstalk	NODE03599	GLI1	M22B-E000187	target_gene	NODE08046	PTCH1 promoter	induces_target_gene	21B>21B>22B	M21B-EVID-008073;M21B-EVID-008093;M22B-EVID-000257
CHAIN:00090	NODE10305	WWTR1/TAZ	M21B-E008128	Hippo-WNT-TAZ-beta-catenin-crosstalk	NODE02184	CTNNB1-beta-catenin	M21B-E008157	CTNNB1-RELA-NFkB-WNT-crosstalk	NODE08303	RELA/p65	M22B-E000329	target_gene	NODE04835	IL6 inflammatory target gene	induces_target_gene	21B>21B>22B	M21B-EVID-008073;M21B-EVID-008102;M22B-EVID-000300
