route_evidence_id	route_status	route_tier	path_expression	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	target_output_form_id	output_node_id	output_label	output_form_id	bridge_id	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	causal_status	traversal_status	source_chain_id
ROUTE:00933	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08478	Rspo2	M20B-E004735	NODE05619	Lgr5															WNT/Frizzled receptor family	ligand_receptor_edge		M20B-EVID-004735	not_asserted	evidence_route_not_causal	
ROUTE:00934	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08478	Rspo2	M20B-E004736	NODE05621	Lgr6															WNT/Frizzled receptor family	ligand_receptor_edge		M20B-EVID-004736	not_asserted	evidence_route_not_causal	
ROUTE:00935	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08478	Rspo2	M20B-E004737	NODE08411	Rnf43															WNT/Frizzled receptor family	ligand_receptor_edge		M20B-EVID-004737	not_asserted	evidence_route_not_causal	
ROUTE:00936	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08478	Rspo2	M20B-E004738	NODE10374	Znrf3															WNT/Frizzled receptor family	ligand_receptor_edge		M20B-EVID-004738	not_asserted	evidence_route_not_causal	
ROUTE:00937	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08480	Rspo3	M20B-E004739	NODE05617	Lgr4															WNT/Frizzled receptor family	ligand_receptor_edge		M20B-EVID-004739	not_asserted	evidence_route_not_causal	
ROUTE:00938	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08480	Rspo3	M20B-E004740	NODE05619	Lgr5															WNT/Frizzled receptor family	ligand_receptor_edge		M20B-EVID-004740	not_asserted	evidence_route_not_causal	
ROUTE:00939	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08480	Rspo3	M20B-E004741	NODE05621	Lgr6															WNT/Frizzled receptor family	ligand_receptor_edge		M20B-EVID-004741	not_asserted	evidence_route_not_causal	
ROUTE:00940	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08480	Rspo3	M20B-E004743	NODE08411	Rnf43															WNT/Frizzled receptor family	ligand_receptor_edge		M20B-EVID-004743	not_asserted	evidence_route_not_causal	
ROUTE:00941	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08480	Rspo3	M20B-E004744	NODE08682	Sdc4															ECM/integrin adhesion receptor family	ligand_receptor_edge		M20B-EVID-004744	not_asserted	evidence_route_not_causal	
ROUTE:00942	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08480	Rspo3	M20B-E004745	NODE10374	Znrf3															WNT/Frizzled receptor family	ligand_receptor_edge		M20B-EVID-004745	not_asserted	evidence_route_not_causal	
ROUTE:00943	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08484	Rspo4	M20B-E004750	NODE05621	Lgr6															WNT/Frizzled receptor family	ligand_receptor_edge		M20B-EVID-004750	not_asserted	evidence_route_not_causal	
ROUTE:00944	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08484	Rspo4	M20B-E004751	NODE08411	Rnf43															WNT/Frizzled receptor family	ligand_receptor_edge		M20B-EVID-004751	not_asserted	evidence_route_not_causal	
ROUTE:00945	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08484	Rspo4	M20B-E004752	NODE10374	Znrf3															WNT/Frizzled receptor family	ligand_receptor_edge		M20B-EVID-004752	not_asserted	evidence_route_not_causal	
ROUTE:00946	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08488	Rtn4	M20B-E004756	NODE06888	Ngfr															Pathway not established	ligand_receptor_edge		M20B-EVID-004756	not_asserted	evidence_route_not_causal	
ROUTE:00947	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08488	Rtn4	M20B-E004757	NODE08492	Rtn4r															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-004757	not_asserted	evidence_route_not_causal	
ROUTE:00948	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08488	Rtn4	M20B-E004759	NODE08566	S1pr2															Pathway not established	ligand_receptor_edge		M20B-EVID-004759	not_asserted	evidence_route_not_causal	
ROUTE:00949	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08528	S100a1	M20B-E004764	NODE09608	Tlr4															Innate-immune receptor family	ligand_receptor_edge		M20B-EVID-004764	not_asserted	evidence_route_not_causal	
ROUTE:00950	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08536	S100a4	M20B-E004772	NODE02872	Erbb3															RTK growth-factor receptor family	ligand_receptor_edge		M20B-EVID-004772	not_asserted	evidence_route_not_causal	
ROUTE:00951	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08577	Saa1	M20B-E004781	NODE01537	Cd36															ECM/integrin adhesion receptor family	ligand_receptor_edge		M20B-EVID-004781	not_asserted	evidence_route_not_causal	
ROUTE:00952	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08577	Saa1	M20B-E004783	NODE03301	Fpr2															Pathway not established	ligand_receptor_edge		M20B-EVID-004783	not_asserted	evidence_route_not_causal	
ROUTE:00953	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08585	Saa2	M20B-E004790	NODE03301	Fpr2															Pathway not established	ligand_receptor_edge		M20B-EVID-004790	not_asserted	evidence_route_not_causal	
ROUTE:00954	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08585	Saa2	M20B-E004794	NODE09590	Tlr2															Innate-immune receptor family	ligand_receptor_edge		M20B-EVID-004794	not_asserted	evidence_route_not_causal	
ROUTE:00955	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08665	Scube2	M20B-E004801	NODE05348	Kdr															RTK growth-factor receptor family	ligand_receptor_edge		M20B-EVID-004801	not_asserted	evidence_route_not_causal	
ROUTE:00956	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08703	Sectm1a	M20B-E004803	NODE01607	Cd7															Pathway not established	ligand_receptor_edge		M20B-EVID-004803	not_asserted	evidence_route_not_causal	
ROUTE:00957	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08717	Selplg	M20B-E004811	NODE08711	Sell															Pathway not established	ligand_receptor_edge		M20B-EVID-004811	not_asserted	evidence_route_not_causal	
ROUTE:00958	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08717	Selplg	M20B-E004812	NODE08715	Selp															Pathway not established	ligand_receptor_edge		M20B-EVID-004812	not_asserted	evidence_route_not_causal	
ROUTE:00959	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08722	Sema3a	M20B-E004813	NODE07126	NRP1_PLXNA1															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-004813	not_asserted	evidence_route_not_causal	
ROUTE:00960	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08722	Sema3a	M20B-E004814	NODE07127	NRP1_PLXNA2															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-004814	not_asserted	evidence_route_not_causal	
ROUTE:00961	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08722	Sema3a	M20B-E004815	NODE07128	NRP1_PLXNA3															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-004815	not_asserted	evidence_route_not_causal	
ROUTE:00962	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08722	Sema3a	M20B-E004816	NODE07129	NRP1_PLXNA4															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-004816	not_asserted	evidence_route_not_causal	
ROUTE:00963	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08730	Sema3d	M20B-E004842	NODE07830	Plxnd1															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-004842	not_asserted	evidence_route_not_causal	
ROUTE:00964	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08733	Sema3e	M20B-E004845	NODE07830	Plxnd1															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-004845	not_asserted	evidence_route_not_causal	
ROUTE:00965	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08735	Sema3f	M20B-E004846	NODE07110	Nrp1															Pathway not established	ligand_receptor_edge		M20B-EVID-004846	not_asserted	evidence_route_not_causal	
ROUTE:00966	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08735	Sema3f	M20B-E004847	NODE07144	NRP2_PLXNA1															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-004847	not_asserted	evidence_route_not_causal	
ROUTE:00967	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08735	Sema3f	M20B-E004848	NODE07145	NRP2_PLXNA2															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-004848	not_asserted	evidence_route_not_causal	
ROUTE:00968	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08735	Sema3f	M20B-E004849	NODE07146	NRP2_PLXNA3															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-004849	not_asserted	evidence_route_not_causal	
ROUTE:00969	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08737	Sema3g	M20B-E004853	NODE07144	NRP2_PLXNA1															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-004853	not_asserted	evidence_route_not_causal	
ROUTE:00970	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08737	Sema3g	M20B-E004854	NODE07145	NRP2_PLXNA2															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-004854	not_asserted	evidence_route_not_causal	
ROUTE:00971	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08740	Sema4a	M20B-E004861	NODE07830	Plxnd1															Pathway not established	ligand_receptor_edge		M20B-EVID-004861	not_asserted	evidence_route_not_causal	
ROUTE:00972	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08754	Sema4d	M20B-E004863	NODE01609	Cd72															Pathway not established	ligand_receptor_edge		M20B-EVID-004863	not_asserted	evidence_route_not_causal	
ROUTE:00973	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08754	Sema4d	M20B-E004864	NODE02866	Erbb2															RTK growth-factor receptor family	ligand_receptor_edge		M20B-EVID-004864	not_asserted	evidence_route_not_causal	
ROUTE:00974	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08754	Sema4d	M20B-E004865	NODE06058	Met															RTK growth-factor receptor family	ligand_receptor_edge		M20B-EVID-004865	not_asserted	evidence_route_not_causal	
ROUTE:00975	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08754	Sema4d	M20B-E004866	NODE07822	Plxnb1															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-004866	not_asserted	evidence_route_not_causal	
ROUTE:00976	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08754	Sema4d	M20B-E004867	NODE07823	Plxnb2															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-004867	not_asserted	evidence_route_not_causal	
ROUTE:00977	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08764	Sema5a	M20B-E004870	NODE06058	Met															RTK growth-factor receptor family	ligand_receptor_edge		M20B-EVID-004870	not_asserted	evidence_route_not_causal	
ROUTE:00978	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08767	Sema5b	M20B-E004872	NODE07813	Plxna1															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-004872	not_asserted	evidence_route_not_causal	
ROUTE:00979	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08773	Sema6b	M20B-E004874	NODE07816	Plxna2															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-004874	not_asserted	evidence_route_not_causal	
ROUTE:00980	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08779	Sema7a	M20B-E004877	NODE05005	Itga1_Itgb1															ECM/integrin adhesion receptor family	ligand_receptor_edge		M20B-EVID-004877	not_asserted	evidence_route_not_causal	
ROUTE:00981	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08779	Sema7a	M20B-E004878	NODE07829	Plxnc1															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-004878	not_asserted	evidence_route_not_causal	
ROUTE:00982	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08793	Serpine1	M20B-E004888	NODE05717	Lrp1															Scavenger/uptake-associated receptor family	ligand_receptor_edge		M20B-EVID-004888	not_asserted	evidence_route_not_causal	
ROUTE:00983	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08796	Serpinf1	M20B-E004892	NODE07811	Plxdc1															Pathway not established	ligand_receptor_edge		M20B-EVID-004892	not_asserted	evidence_route_not_causal	
ROUTE:00984	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08796	Serpinf1	M20B-E004893	NODE07812	Plxdc2															Pathway not established	ligand_receptor_edge		M20B-EVID-004893	not_asserted	evidence_route_not_causal	
ROUTE:00985	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08807	Sfrp2	M20B-E004899	NODE03358	Fzd5															WNT/Frizzled receptor family	ligand_receptor_edge		M20B-EVID-004899	not_asserted	evidence_route_not_causal	
ROUTE:00986	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08811	Sftpa1	M20B-E004900	NODE09590	Tlr2															Innate-immune receptor family	ligand_receptor_edge		M20B-EVID-004900	not_asserted	evidence_route_not_causal	
ROUTE:00987	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08812	Sftpd	M20B-E004903	NODE08883	Sirpa															Pathway not established	ligand_receptor_edge		M20B-EVID-004903	not_asserted	evidence_route_not_causal	
ROUTE:00988	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08812	Sftpd	M20B-E004904	NODE09608	Tlr4															Innate-immune receptor family	ligand_receptor_edge		M20B-EVID-004904	not_asserted	evidence_route_not_causal	
ROUTE:00989	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08832	Shh	M20B-E004910	NODE01045	Boc															Hedgehog receptor family	ligand_receptor_edge		M20B-EVID-004910	not_asserted	evidence_route_not_causal	
ROUTE:00990	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08832	Shh	M20B-E004911	NODE01696	Cdon															Hedgehog receptor family	ligand_receptor_edge		M20B-EVID-004911	not_asserted	evidence_route_not_causal	
ROUTE:00991	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08832	Shh	M20B-E004912	NODE03454	Gas1															Hedgehog receptor family	ligand_receptor_edge		M20B-EVID-004912	not_asserted	evidence_route_not_causal	
ROUTE:00992	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08832	Shh	M20B-E004913	NODE03788	Gpc1															Pathway not established	ligand_receptor_edge		M20B-EVID-004913	not_asserted	evidence_route_not_causal	
ROUTE:00993	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08832	Shh	M20B-E004915	NODE04117	Hhip															Pathway not established	ligand_receptor_edge		M20B-EVID-004915	not_asserted	evidence_route_not_causal	
ROUTE:00994	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08832	Shh	M20B-E004919	NODE08665	Scube2															Pathway not established	ligand_receptor_edge		M20B-EVID-004919	not_asserted	evidence_route_not_causal	
ROUTE:00995	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08932	Slit1	M20B-E004924	NODE08418	Robo2															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-004924	not_asserted	evidence_route_not_causal	
ROUTE:00996	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08943	Slit3	M20B-E004932	NODE08415	Robo1															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-004932	not_asserted	evidence_route_not_causal	
ROUTE:00997	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08943	Slit3	M20B-E004933	NODE08418	Robo2															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-004933	not_asserted	evidence_route_not_causal	
ROUTE:00998	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08943	Slit3	M20B-E004934	NODE08422	Robo4															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-004934	not_asserted	evidence_route_not_causal	
ROUTE:00999	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08961	Slpi	M20B-E004939	NODE07804	Plscr1															Pathway not established	ligand_receptor_edge		M20B-EVID-004939	not_asserted	evidence_route_not_causal	
ROUTE:01000	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08961	Slpi	M20B-E004940	NODE07806	Plscr4															Pathway not established	ligand_receptor_edge		M20B-EVID-004940	not_asserted	evidence_route_not_causal	
ROUTE:01001	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08964	Slurp1	M20B-E004944	NODE01800	Chrna7															Pathway not established	ligand_receptor_edge		M20B-EVID-004944	not_asserted	evidence_route_not_causal	
ROUTE:01002	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE09026	Snca	M20B-E004948	NODE05447	Lag3															Pathway not established	ligand_receptor_edge		M20B-EVID-004948	not_asserted	evidence_route_not_causal	
ROUTE:01003	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE09057	Sost	M20B-E004953	NODE05736	Lrp4															Scavenger/uptake-associated receptor family	ligand_receptor_edge		M20B-EVID-004953	not_asserted	evidence_route_not_causal	
ROUTE:01004	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE09057	Sost	M20B-E004954	NODE05739	Lrp5															WNT/Frizzled receptor family	ligand_receptor_edge		M20B-EVID-004954	not_asserted	evidence_route_not_causal	
ROUTE:01005	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE09057	Sost	M20B-E004955	NODE05741	Lrp6															WNT/Frizzled receptor family	ligand_receptor_edge		M20B-EVID-004955	not_asserted	evidence_route_not_causal	
ROUTE:01006	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE09061	Sostdc1	M20B-E004956	NODE05736	Lrp4															Scavenger/uptake-associated receptor family	ligand_receptor_edge		M20B-EVID-004956	not_asserted	evidence_route_not_causal	
ROUTE:01007	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE09061	Sostdc1	M20B-E004958	NODE05741	Lrp6															WNT/Frizzled receptor family	ligand_receptor_edge		M20B-EVID-004958	not_asserted	evidence_route_not_causal	
ROUTE:01008	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE09116	Spint1	M20B-E004962	NODE09181	St14															Pathway not established	ligand_receptor_edge		M20B-EVID-004962	not_asserted	evidence_route_not_causal	
ROUTE:01009	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE09121	Spon1	M20B-E004964	NODE00549	App															Pathway not established	ligand_receptor_edge		M20B-EVID-004964	not_asserted	evidence_route_not_causal	
ROUTE:01010	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE09121	Spon1	M20B-E004965	NODE05747	Lrp8															Pathway not established	ligand_receptor_edge		M20B-EVID-004965	not_asserted	evidence_route_not_causal	
ROUTE:01011	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE09123	Spon2	M20B-E004966	NODE05130	Itgam															ECM/integrin adhesion receptor family	ligand_receptor_edge		M20B-EVID-004966	not_asserted	evidence_route_not_causal	
ROUTE:01012	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE09123	Spon2	M20B-E004967	NODE05220	Itgb2															ECM/integrin adhesion receptor family	ligand_receptor_edge		M20B-EVID-004967	not_asserted	evidence_route_not_causal	
ROUTE:01013	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE09128	Spp1	M20B-E004969	NODE01563	Cd44															ECM/integrin adhesion receptor family	ligand_receptor_edge		M20B-EVID-004969	not_asserted	evidence_route_not_causal	
ROUTE:01014	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE09128	Spp1	M20B-E004970	NODE05052	ITGA4_ITGB1															ECM/integrin adhesion receptor family	ligand_receptor_edge		M20B-EVID-004970	not_asserted	evidence_route_not_causal	
ROUTE:01015	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE09128	Spp1	M20B-E004971	NODE05072	ITGA5_ITGB1															ECM/integrin adhesion receptor family	ligand_receptor_edge		M20B-EVID-004971	not_asserted	evidence_route_not_causal	
ROUTE:01016	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE09128	Spp1	M20B-E004972	NODE05103	ITGA8_ITGB1															ECM/integrin adhesion receptor family	ligand_receptor_edge		M20B-EVID-004972	not_asserted	evidence_route_not_causal	
