module22a_handoff_id	pair_label_canonical	terminal_tf_entities	module21a_evidence_ids	source_locators	source_species	source_cell_type_model	source_assay_or_perturbation	source_relation_type	source_evidence_layer	source_confidence_tier	source_evidence_summary	source_limitations	source_review_status	search_boundary	limitations	disposition	blocker_tags
M22A-HANDOFF-001649	RA-ALDH1A3 RARG_CRABP2	RARG	M21A-PAIR-EVID-2051	PMID:9506453; PMID:10490651; PMID:12808103	human; mouse	primary epidermal/retinoid-responsive models and transfected nuclear-receptor reporter systems	RARgamma ligand-binding/transactivation and CRABP2-RAR family delivery/transcription studies	RA source context supports RARG-dependent ligand-responsive transcription; exact CRABP2-RARG assembly is not directly isolated	downstream_pathway_function	medium	ALDH1A3/RALDH3 source context -> RA -> RARG -> RARE transcription	RARgamma ligand-dependent function is supported, but subtype-specific CRABP2 delivery was not directly demonstrated for this exact composite. No direct ALDH1A3-RARG interaction is inferred.	mapped_to_local_primary_source_packet	Primary downstream review batches088_089; exact pair/family boundary search.	RARgamma ligand-dependent function is supported, but subtype-specific CRABP2 delivery was not directly demonstrated for this exact composite. No direct ALDH1A3-RARG interaction is inferred.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;ligand_or_family_specificity_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-001650	RA-ALDH1A3 RARG_RXRG_CRABP2	RARG	M21A-PAIR-EVID-2052	PMID:1324421; PMID:1310259; PMID:9506453; PMID:12808103	mouse; human	purified/transfected RARgamma-RXR family and RARE reporter systems with CRABP2-RAR studies	RA source context is linked to RARG/RXRG-family RARE transcription; exact CRABP2-RARG-RXRG assembly is not directly isolated	direct RARG/RXRG-family receptor-complex transcriptional output in an RA-source context	downstream_pathway_function	medium	ALDH1A3/RALDH3 source context -> RA -> RARG/RXRG RARE complex	Primary studies support RARG with RXR-family partners and RAR/CRABP2 delivery, but not the exact three-component CRABP2-RARG-RXRG complex in one assay. No direct ALDH1A3-receptor interaction is inferred.	mapped_to_local_primary_source_packet	Primary downstream review batches088_089; exact pair/family boundary search.	Primary studies support RARG with RXR-family partners and RAR/CRABP2 delivery, but not the exact three-component CRABP2-RARG-RXRG complex in one assay. No direct ALDH1A3-receptor interaction is inferred.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-001651	RA-ALDH1A3 Rorb	RORB	M21A-PAIR-EVID-2053	DOI:10.1038/nsb979; PMID:12808103	human; mouse	recombinant RORbeta ligand-binding/crystal and mass-spectrometry assays; RORbeta transcriptional reporter; complementary RA-source models	direct all-trans retinoic-acid binding to RORB with inhibition/modulation of RORB transcriptional activity	direct all-trans RA-RORB nuclear-receptor engagement with transcriptional output	receptor_proximal_relay	high	ALDH1A3/RALDH3 source context -> all-trans RA -> RORB retinoid-regulated nuclear-receptor activity	The RORbeta study supports direct ATRA binding and transcriptional inhibition rather than canonical activation. ALDH1A3 remains source context only; no direct ALDH1A3-RORB interaction is inferred.	mapped_to_local_primary_source_packet	Primary downstream review batches088_089; exact pair/family boundary search.	The RORbeta study supports direct ATRA binding and transcriptional inhibition rather than canonical activation. ALDH1A3 remains source context only; no direct ALDH1A3-RORB interaction is inferred.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-001708	T3-DIO3 Thra	THRA	M21A-PAIR-EVID-2108	PMID:21292823; PMID:16581794; PMCID:PMC1446951; DOI:10.1128/MCB.26.8.3204-3214.2006	human; mouse; rat	mouse embryonic fibroblasts and intestine; rat GH3 cells; Neuro2A cells with TR isoforms; human DIO3 promoter reporter	T3 stimulation, THRA knockout or re-expression, promoter-reporter assays and in vitro/in vivo receptor-DNA binding	T3 directly activates THRA, a ligand-activated nuclear receptor transcription factor; DIO3 is a local T3-inactivating enzyme context and not a receptor chain	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	T3-THRA/RXRA-thyroid-response-element transcription; DIO3 feedback/inactivation context	The submitted T3-DIO3 source is a composite context label. DIO3 was not treated as a physical THRA co-receptor or direct binding partner; THRA isoform, RXR partner and target-gene response vary by tissue and assay.	mapped_to_local_primary_source_packet	Primary downstream review batches090_091; exact pair/family boundary search.	The submitted T3-DIO3 source is a composite context label. DIO3 was not treated as a physical THRA co-receptor or direct binding partner; THRA isoform, RXR partner and target-gene response vary by tissue and assay.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-001709	T3-DIO3 Thrb	THRB	M21A-PAIR-EVID-2109	PMID:16794015; PMCID:PMC3928038; PMID:2608064; DOI:10.1210/mend-3-9-1359	human; mouse; rat	mouse liver and Hepa1-6/HepG2 hepatocyte systems; rat pituitary/GH3 cells	T3 treatment with THRB/RXR response-element assays, promoter luciferase, ChIP and target-gene transcription measurements	T3 directly activates or represses THRB/RXR transcriptional complexes at thyroid-response elements; DIO3 is a local deiodinase context and not a receptor chain	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	T3-THRB/RXRA-thyroid-response-element transcription; DIO3 feedback/inactivation context	The submitted T3-DIO3 source is a composite context label. The cited assays establish THRB-dependent transcription but do not establish a physical DIO3-THRB complex; THRB isoform, RXR partner and target-gene response are context-dependent.	mapped_to_local_primary_source_packet	Primary downstream review batches090_091; exact pair/family boundary search.	The submitted T3-DIO3 source is a composite context label. The cited assays establish THRB-dependent transcription but do not establish a physical DIO3-THRB complex; THRB isoform, RXR partner and target-gene response are context-dependent.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-001733	Testosterone-AKR1D1 Ar	AR	M21A-PAIR-EVID-2131	PMID:1730684; PMID:16210377; PMID:21255593	human; rat; mouse	COS/CV1 androgen-receptor reporter cells; 3T3-L1 preadipocytes; purified human AKR1D1	Radioligand/receptor binding and androgen-responsive reporter assays; testosterone-induced AR nuclear translocation; AKR1D1 steroid-substrate enzyme assay	Mature testosterone activates AR; AKR1D1 is retained as steroid-metabolism/source context, not a direct AR ligand	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	medium-high	Testosterone–AR nuclear-receptor transcription; androgen-responsive gene program	The exact composite label does not mean AKR1D1 binds AR; AKR1D1 metabolizes steroids and can alter ligand availability. The cited AR work supports testosterone-driven nuclear activation, while downstream genes are cell-context dependent.	mapped_to_local_primary_source_packet	Primary downstream review batches090_091; exact pair/family boundary search.	The exact composite label does not mean AKR1D1 binds AR; AKR1D1 metabolizes steroids and can alter ligand availability. The cited AR work supports testosterone-driven nuclear activation, while downstream genes are cell-context dependent.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;ligand_or_family_specificity_boundary;program_or_function_level_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-001734	Testosterone-HSD17B12 Ar	AR	M21A-PAIR-EVID-2132	PMID:1730684; PMID:16210377; PMID:32557858	human; mouse	COS/CV1 androgen-receptor reporter cells; 3T3-L1 preadipocytes; HSD17B3/HSD17B12-deficient mouse testis models	Androgen receptor binding/transactivation and nuclear-translocation assays; genetic and biochemical testosterone-production studies	Mature testosterone activates AR; HSD17B12 is testosterone-biosynthesis/source context, not a direct AR ligand	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	medium-high	Testosterone–AR nuclear-receptor transcription; testicular androgen biosynthesis context	HSD17B12 affects testosterone availability rather than directly engaging AR. The receptor endpoint is supported, but the enzyme-to-AR edge is not a direct molecular interaction and species-specific biosynthesis differs.	mapped_to_local_primary_source_packet	Primary downstream review batches090_091; exact pair/family boundary search.	HSD17B12 affects testosterone availability rather than directly engaging AR. The receptor endpoint is supported, but the enzyme-to-AR edge is not a direct molecular interaction and species-specific biosynthesis differs.	not_promoted_under_current_strict_gate	model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-001735	Testosterone-HSD17B3 Ar	AR	M21A-PAIR-EVID-2133	PMID:1730684; PMID:31614207; PMID:32557858	human; mouse	CV-1 AR-reporter cells; HEK293 cells expressing HSD17B3; mouse testis models	AR-mediated transactivation assay coupled to androstenedione-to-testosterone conversion; HSD17B3 perturbation/knockout	Mature testosterone activates AR; HSD17B3 is steroidogenic source context, not a direct AR ligand	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	medium-high	Testosterone–AR nuclear-receptor transcription; HSD17B3 androgen-biosynthesis branch	The assay supports conversion to an AR-active product and direct testosterone–AR activation, but not an HSD17B3–AR physical interaction; HSD17B12 and alternative biosynthetic routes can compensate in some models.	mapped_to_local_primary_source_packet	Primary downstream review batches090_091; exact pair/family boundary search.	The assay supports conversion to an AR-active product and direct testosterone–AR activation, but not an HSD17B3–AR physical interaction; HSD17B12 and alternative biosynthetic routes can compensate in some models.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-001770	Wnt5b Fzd3	ATF2	M21A-PAIR-EVID-4806	PMID:39094673; URL:https://doi.org/10.1016/j.cellsig.2024.111330	human; mouse xenograft; recombinant/engineered cell systems	A549, SPC, and H157 human non-small-cell lung-cancer cells; nude-mouse xenograft models	WNT5B overexpression/knockdown; FZD3 siRNA; co-immunoprecipitation; membrane DVL3 phosphorylation; RAC1/JNK inhibition; ATF2 reporter and invasion/proliferation assays	WNT5B-FZD3 interaction recruits and phosphorylates DVL3 and activates a RAC1-PCP-JNK branch with malignant cellular outputs	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	medium-high	WNT5B -> FZD3 -> DVL3 -> RAC1/PCP -> JNK -> ATF2 reporter and malignant phenotype	This is a 2024 cancer-cell and xenograft study; the branch is not established as a universal WNT5B-FZD3 mechanism across tissues. ATF2 reporter activation is explicit, but direct TF occupancy was not measured.	mapped_to_local_primary_source_packet	Primary downstream review batches196_197; exact pair/family boundary search.	This is a 2024 cancer-cell and xenograft study; the branch is not established as a universal WNT5B-FZD3 mechanism across tissues. ATF2 reporter activation is explicit, but direct TF occupancy was not measured.	not_promoted_under_current_strict_gate	model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-001796	Wnt5a Mcam	JUN/AP-1 candidate	M21A-PAIR-EVID-008	PMID:24335906; PMID:33462195	human cells, zebrafish embryos, and mouse/human renal models	human cells, zebrafish embryos, and mouse/human renal models	See Module21A batch001 summary and cited primary sources.	pathway_or_functional_evidence	receptor_proximal_relay	high	WNT5A-MCAM/CD146-DVL2-JNK branch	JUN/AP-1 is a candidate only; target-program evidence remains deferred to Module22A.	mapped_to_local_primary_source_packet	Primary downstream review batch001; TF target-program search remains separate.	Pair-specific WNT5A-MCAM-DVL2-JNK branch; JUN/AP-1 remains a candidate only.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved
M22A-HANDOFF-001798	Amh AMHR2_BMPR1B	SMAD1/5/9;SMAD4 candidate	M21A-PAIR-EVID-011	PMID:10854429; PMCID:PMC6620045	mouse receptor co-IP, reporter, pSMAD, and neuronal migration assays	mouse receptor co-IP, reporter, pSMAD, and neuronal migration assays	See Module21A batch001 summary and cited primary sources.	pathway_or_functional_evidence	receptor_proximal_relay	high	AMH-AMHR2/BMPR1B-SMAD1/5 branch	No target-program claim and no SCI receiver weighting.	mapped_to_local_primary_source_packet	Primary downstream review batch001; TF target-program search remains separate.	AMH-AMHR2-BMPR1B-SMAD1/5 branch; no target program.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved;program_or_function_level_boundary
M22A-HANDOFF-001801	Artn GFRA3_RET	ELK1/AP-1 candidates	M21A-PAIR-EVID-014	PMID:9883723; PMID:25635057; DOI:10.1038/nchembio823	mouse neuronal cultures and receptor-complex assays	mouse neuronal cultures and receptor-complex assays	See Module21A batch001 summary and cited primary sources.	pathway_or_functional_evidence	receptor_proximal_relay	medium	ARTN-GFRA3-RET-ERK/PI3K-AKT branch	No exact terminal TF assay; ELK1/AP-1 are generic candidates only.	mapped_to_local_primary_source_packet	Primary downstream review batch001; TF target-program search remains separate.	ARTN-GFRA3-RET-ERK/PI3K-AKT relay; no terminal TF assay.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved
M22A-HANDOFF-001803	Bmp10 ACVRL1_ACVR2A	SMAD1/5/9;SMAD4 candidates	M21A-PAIR-EVID-016	PMID:22718755	human recombinant receptor ectodomain SPR/thermodynamics	human recombinant receptor ectodomain SPR/thermodynamics	See Module21A batch001 summary and cited primary sources.	pathway_or_functional_evidence	ligand_receptor_binding_or_activation	low	BMP10-ACVRL1/ALK1-SMAD1/5/9 branch with ACVR2A binding	ACVR2A binding is shown but exact ternary cellular signaling is not established.	mapped_to_local_primary_source_packet	Primary downstream review batch001; TF target-program search remains separate.	ACVR2A binding/structural compatibility without exact ternary cellular relay.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-001804	Bmp10 ACVRL1_BMPR2	SMAD1/5/9;SMAD4 candidates	M21A-PAIR-EVID-017	PMID:35504921; PMCID:PMC9064986	human recombinant structural system and separate zebrafish endothelial ALK1 signaling	human recombinant structural system and separate zebrafish endothelial ALK1 signaling	See Module21A batch001 summary and cited primary sources.	pathway_or_functional_evidence	receptor_proximal_relay	medium	BMP10-ACVRL1/ALK1-BMPR2-SMAD1/5/9 branch	Structural ternary evidence and family relay are not a matched cell-level TF assay.	mapped_to_local_primary_source_packet	Primary downstream review batch001; TF target-program search remains separate.	BMP10-ALK1-BMPR2 structural/family relay; no matched TF endpoint.	not_promoted_under_current_strict_gate	ligand_or_family_specificity_boundary;tf_or_target_assignment_unresolved
M22A-HANDOFF-001805	Bmp15 BMPR1B_BMPR2	SMAD1/5/8;SMAD4 candidates	M21A-PAIR-EVID-018	PMID:22294741	human granulosa-luteal/COV434 and COS receptor-complex/pSMAD assays	human granulosa-luteal/COV434 and COS receptor-complex/pSMAD assays	See Module21A batch001 summary and cited primary sources.	pathway_or_functional_evidence	receptor_proximal_relay	high	BMP15-BMPR2/BMPR1B-SMAD1/5/8-SMAD4 branch	Inhibin-B downstream program belongs to Module22A and is not included here.	mapped_to_local_primary_source_packet	Primary downstream review batch001; TF target-program search remains separate.	Pair-specific BMP15 receptor/pSMAD branch; downstream inhibin-B program deferred.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved;program_or_function_level_boundary
M22A-HANDOFF-001821	Bmp5 BMPR1A_ACVR2A	SMAD1/5/8;SMAD4 candidates	M21A-PAIR-EVID-023	PMID:17541940; PMID:28925352	rat primary chondrocytes and chicken spinal cord	rat primary chondrocytes and chicken spinal cord	See Module21A batch001 summary and cited primary sources.	pathway_or_functional_evidence	downstream_pathway_function	low	BMP5 ligand-level SMAD1/5/8 and p38 branch	No receptor-complex perturbation; exact queued receptor pair is unresolved.	mapped_to_local_primary_source_packet	Primary downstream review batch001; TF target-program search remains separate.	BMP5 ligand-level family relay only; exact receptor pair unresolved.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;ligand_or_family_specificity_boundary;tf_or_target_assignment_unresolved;exact_pair_or_family_review_required
M22A-HANDOFF-001822	Bmp5 BMPR1A_ACVR2B	SMAD1/5/8;SMAD4 candidates	M21A-PAIR-EVID-023	PMID:17541940; PMID:28925352	rat primary chondrocytes and chicken spinal cord	rat primary chondrocytes and chicken spinal cord	See Module21A batch001 summary and cited primary sources.	pathway_or_functional_evidence	downstream_pathway_function	low	BMP5 ligand-level SMAD1/5/8 and p38 branch	No receptor-complex perturbation; exact queued receptor pair is unresolved.	mapped_to_local_primary_source_packet	Primary downstream review batch001; TF target-program search remains separate.	BMP5 ligand-level family relay only; exact receptor pair unresolved.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;ligand_or_family_specificity_boundary;tf_or_target_assignment_unresolved;exact_pair_or_family_review_required
M22A-HANDOFF-001823	Bmp5 BMPR1A_BMPR2	SMAD1/5/8;SMAD4 candidates	M21A-PAIR-EVID-023	PMID:17541940; PMID:28925352	rat primary chondrocytes and chicken spinal cord	rat primary chondrocytes and chicken spinal cord	See Module21A batch001 summary and cited primary sources.	pathway_or_functional_evidence	downstream_pathway_function	low	BMP5 ligand-level SMAD1/5/8 and p38 branch	No receptor-complex perturbation; exact queued receptor pair is unresolved.	mapped_to_local_primary_source_packet	Primary downstream review batch001; TF target-program search remains separate.	BMP5 ligand-level family relay only; exact receptor pair unresolved.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;ligand_or_family_specificity_boundary;tf_or_target_assignment_unresolved;exact_pair_or_family_review_required
M22A-HANDOFF-001824	Bmp5 BMPR1B_ACVR2A	SMAD1/5/8;SMAD4 candidates	M21A-PAIR-EVID-023	PMID:17541940; PMID:28925352	rat primary chondrocytes and chicken spinal cord	rat primary chondrocytes and chicken spinal cord	See Module21A batch001 summary and cited primary sources.	pathway_or_functional_evidence	downstream_pathway_function	low	BMP5 ligand-level SMAD1/5/8 and p38 branch	No receptor-complex perturbation; exact queued receptor pair is unresolved.	mapped_to_local_primary_source_packet	Primary downstream review batch001; TF target-program search remains separate.	BMP5 ligand-level family relay only; exact receptor pair unresolved.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;ligand_or_family_specificity_boundary;tf_or_target_assignment_unresolved;exact_pair_or_family_review_required
M22A-HANDOFF-001825	Bmp5 BMPR1B_ACVR2B	SMAD1/5/8;SMAD4 candidates	M21A-PAIR-EVID-023	PMID:17541940; PMID:28925352	rat primary chondrocytes and chicken spinal cord	rat primary chondrocytes and chicken spinal cord	See Module21A batch001 summary and cited primary sources.	pathway_or_functional_evidence	downstream_pathway_function	low	BMP5 ligand-level SMAD1/5/8 and p38 branch	No receptor-complex perturbation; exact queued receptor pair is unresolved.	mapped_to_local_primary_source_packet	Primary downstream review batch001; TF target-program search remains separate.	BMP5 ligand-level family relay only; exact receptor pair unresolved.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;ligand_or_family_specificity_boundary;tf_or_target_assignment_unresolved;exact_pair_or_family_review_required
M22A-HANDOFF-001826	Bmp5 BMPR1B_BMPR2	SMAD1/5/8;SMAD4 candidates	M21A-PAIR-EVID-023	PMID:17541940; PMID:28925352	rat primary chondrocytes and chicken spinal cord	rat primary chondrocytes and chicken spinal cord	See Module21A batch001 summary and cited primary sources.	pathway_or_functional_evidence	downstream_pathway_function	low	BMP5 ligand-level SMAD1/5/8 and p38 branch	No receptor-complex perturbation; exact queued receptor pair is unresolved.	mapped_to_local_primary_source_packet	Primary downstream review batch001; TF target-program search remains separate.	BMP5 ligand-level family relay only; exact receptor pair unresolved.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;ligand_or_family_specificity_boundary;tf_or_target_assignment_unresolved;exact_pair_or_family_review_required
M22A-HANDOFF-001835	Btc EGFR_ERBB2	AP-1;ELK1 candidates	M21A-PAIR-EVID-030	DOI:10.1152/ajpcell.00436.2003	rat vascular smooth-muscle cells with receptor association/phosphorylation and kinase inhibitors	rat vascular smooth-muscle cells with receptor association/phosphorylation and kinase inhibitors	See Module21A batch001 summary and cited primary sources.	pathway_or_functional_evidence	receptor_proximal_relay	medium	BTC-EGFR/ERBB2 heterodimer ERK/AKT/p38 branch	TF-target evidence absent and branch is model-specific.	mapped_to_local_primary_source_packet	Primary downstream review batch001; TF target-program search remains separate.	BTC-EGFR/ERBB2 receptor and kinase branch; no TF-target evidence.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved
M22A-HANDOFF-001865	Fgf15 Fgfr4	FOXO1 candidate	M21A-PAIR-EVID-050	https://pubmed.ncbi.nlm.nih.gov/22467244/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3390456/; https://pmc.ncbi.nlm.nih.gov/articles/PMC4768716/	mouse	hepatocytes and mouse liver	FGF15 administration, FGFR4/KLB and FRS2alpha perturbation, phospho-kinase and Cyp7a1 assays	receptor-complex activation; function	downstream_pathway_function	high	FGF15-FGFR4/KLB-FRS2alpha-ERK/AKT/JNK-FOXO1 hepatic branch	Reuse is restricted to mouse liver/hepatocyte KLB context; Cyp7a1 is a target gene, not a TF.	mapped_to_local_primary_source_packet	Primary downstream review batches002_005; TF target-program search remains separate.	Reuse is restricted to mouse liver/hepatocyte KLB context; Cyp7a1 is a target gene, not a TF.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved;model_or_context_boundary
M22A-HANDOFF-001873	Fgf18 Fgfr2	ETV4/ETV5 candidates	M21A-PAIR-EVID-058	https://pubmed.ncbi.nlm.nih.gov/37701781/; https://pubmed.ncbi.nlm.nih.gov/16384934/	human	stage-defined human fetal lung fibroblasts	FGF18 plus FGFR2 siRNA, SPR/BaF3 and proliferation/migration assays	direct binding; receptor activation; function	downstream_pathway_function	high	FGF18-FGFR2-ERK fetal-lung fibroblast branch	Reuse only in the matching fetal-lung stage/cell context; receptor-specific TF causality is unresolved.	mapped_to_local_primary_source_packet	Primary downstream review batches002_005; TF target-program search remains separate.	Reuse only in the matching fetal-lung stage/cell context; receptor-specific TF causality is unresolved.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;tf_or_target_assignment_unresolved;model_or_context_boundary
M22A-HANDOFF-001874	Fgf18 Fgfr4	ETV4/ETV5 candidates	M21A-PAIR-EVID-059	https://pubmed.ncbi.nlm.nih.gov/37701781/; https://pubmed.ncbi.nlm.nih.gov/16384934/	human	stage-defined human fetal lung fibroblasts	FGF18 plus FGFR4 siRNA, SPR/BaF3 and proliferation/migration assays	direct binding; receptor activation; function	downstream_pathway_function	high	FGF18-FGFR4-ERK fetal-lung fibroblast branch	Reuse only in the matching fetal-lung stage/cell context; receptor-specific TF causality is unresolved.	mapped_to_local_primary_source_packet	Primary downstream review batches002_005; TF target-program search remains separate.	Reuse only in the matching fetal-lung stage/cell context; receptor-specific TF causality is unresolved.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;tf_or_target_assignment_unresolved;model_or_context_boundary
M22A-HANDOFF-001881	Fgf21 Fgfr1	EGR1; c-FOS candidates	M21A-PAIR-EVID-066	https://pmc.ncbi.nlm.nih.gov/articles/PMC5419549/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3138239/; https://pubmed.ncbi.nlm.nih.gov/22442730/	mouse and human	KLB-positive 3T3-L1/adipocytes, WAT/liver and BaF3 reconstitution	quantitative binding, FRS2/ERK, glucose uptake and in-vivo expression assays	direct binding; receptor-complex activation; function	downstream_pathway_function	high	FGF21-KLB-FGFR1c-FRS2alpha-ERK/AKT metabolic branch	Reuse only in KLB-positive adipocyte/WAT context; TF expression is not DNA occupancy.	mapped_to_local_primary_source_packet	Primary downstream review batches002_005; TF target-program search remains separate.	Reuse only in KLB-positive adipocyte/WAT context; TF expression is not DNA occupancy.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved;model_or_context_boundary
M22A-HANDOFF-001884	Fgf23 Fgfr1	EGR1 candidate	M21A-PAIR-EVID-069	https://pubmed.ncbi.nlm.nih.gov/17086194/; https://pmc.ncbi.nlm.nih.gov/articles/PMC10284700/	mouse and human	renal cells, DCT and alphaKlotho-FGFR1c complexes	structural/biochemical complex, receptor activation and renal pERK	direct receptor-complex assembly; receptor activation; function	receptor_proximal_relay	high	FGF23-alphaKlotho-FGFR1c-FRS2-ERK renal branch	AlphaKlotho is required; no transfer to Klotho-negative contexts.	mapped_to_local_primary_source_packet	Primary downstream review batches002_005; TF target-program search remains separate.	AlphaKlotho is required; no transfer to Klotho-negative contexts.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved;model_or_context_boundary
M22A-HANDOFF-001890	Fgf5 Fgfr1	CREB; c-FOS; STAT3 candidates	M21A-PAIR-EVID-075	https://pmc.ncbi.nlm.nih.gov/articles/PMC2080618/; https://pmc.ncbi.nlm.nih.gov/articles/PMC6343348/	mouse	BaF3-FGFR1c and spermatogonial cells	receptor screen, FGF5 stimulation, ERK/AKT, pCREB/c-Fos/STAT3 and proliferation assays	receptor activation; function with unresolved receptor causality	downstream_pathway_function	medium	FGF5-ERK/AKT spermatogonial branch	Ligand response is measured but FGFR1 causality is not isolated.	mapped_to_local_primary_source_packet	Primary downstream review batches002_005; TF target-program search remains separate.	Ligand response is measured but FGFR1 causality is not isolated.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;ligand_or_family_specificity_boundary;tf_or_target_assignment_unresolved
M22A-HANDOFF-001897	Fgf6 Fgfr4	MyoD; myogenin candidates	M21A-PAIR-EVID-082	https://pmc.ncbi.nlm.nih.gov/articles/PMC13182600/	rat	T9-T10 contusion SCI and PC12 OGD/R	co-IP/colocalization, COL1A1/CD44 manipulation, AG-490 and pJAK1/pSTAT3	receptor-proximal association; function	downstream_pathway_function	medium	COL1A1-CD44-JAK1/STAT3-autophagy SCI branch	No purified extracellular binding assay; AG-490 is nonspecific. The local mismatched PMID 42549511 is not used.	mapped_to_local_primary_source_packet	Primary downstream review batches002_005; TF target-program search remains separate.	Reuse only in matching myoblast differentiation context; expression is not TF occupancy.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved;model_or_context_boundary
M22A-HANDOFF-001906	Ifna9 IFNAR1_IFNAR2	STAT1/2; IRF9 candidates	M21A-PAIR-EVID-091	https://pubmed.ncbi.nlm.nih.gov/18231936/	bovine/human	recombinant GPVI-Fc and platelets	GPVI-Fc binding and platelet adhesion/activation	direct receptor-collagen binding; function	downstream_pathway_function	medium	native collagen-II-GPVI/FcRgamma platelet branch	Native collagen-II rather than isolated COL2A1.	mapped_to_local_primary_source_packet	Primary downstream review batches002_005; TF target-program search remains separate.	No exact Ifna9 binding or receptor-dependence study recovered; do not promote family evidence to exact pair.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved;exact_pair_or_family_review_required
M22A-HANDOFF-001907	Ifnab IFNAR1_IFNAR2	STAT1/2; IRF9 candidates	M21A-PAIR-EVID-092	https://pubmed.ncbi.nlm.nih.gov/9685391/	bovine and human	bovine chondrocyte alpha10 and cartilage	collagen-II affinity purification and receptor characterization	direct molecular/proximal binding; function	downstream_pathway_function	high	native collagen-II-alpha10beta1 cartilage branch	Native collagen-II and chondrocyte context; chain alone not tested.	mapped_to_local_primary_source_packet	Primary downstream review batches002_005; TF target-program search remains separate.	No exact Ifnab binding or receptor-dependence study recovered.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved;exact_pair_or_family_review_required
M22A-HANDOFF-001909	Ifne IFNAR1_IFNAR2	STAT/ISGF3 candidates	M21A-PAIR-EVID-094	https://pubmed.ncbi.nlm.nih.gov/7493650/; https://pubmed.ncbi.nlm.nih.gov/10772239/	human and bovine	chondrocytes and collagen-II affinity assays	affinity chromatography, adhesion and beta1 blocking	direct molecular/proximal binding; function	downstream_pathway_function	high	native collagen-II-alpha1beta1 cartilage branch	Native collagen-II rather than free COL2A1.	mapped_to_local_primary_source_packet	Primary downstream review batches002_005; TF target-program search remains separate.	Exact terminal TF was not isolated; reuse only in mouse reproductive-tract epithelial context.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;tf_or_target_assignment_unresolved;model_or_context_boundary;exact_pair_or_family_review_required
