regulator_key	display_symbols	species_scopes	source_registries	source_versions	identity_catalogs	triage_bucket	identity_source_count	catalog_profile_count	tflink_target_count	matched_role_signals	role_category	classification_confidence	classification_status	module_route	module22b_eligibility	evidence_readiness	provenance_note
setdb1	SETDB1;Setdb1	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	5	0	19086	SETDB1:chromatin_modifier_or_reader	chromatin_modifier_or_reader	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
setdb2	SETDB2;Setdb2	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	0	SETDB2:chromatin_modifier_or_reader	chromatin_modifier_or_reader	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_catalog_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
sirt6	SIRT6;Sirt6	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	9708	SIRT6:chromatin_modifier_or_reader	chromatin_modifier_or_reader	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
smyd2	Smyd2	mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	16	SMYD2:chromatin_modifier_or_reader	chromatin_modifier_or_reader	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
smyd3	SMYD3;Smyd3	human;mouse	Lambert_HumanTFs;TFLink	Lambert_v1.01;TFLink_v1.0_snapshot	Lambert_HumanTFs	prioritize_target_evidence_search	2	0	10339	SMYD3:chromatin_modifier_or_reader	chromatin_modifier_or_reader	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
smyd5	Smyd5	mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	9	SMYD5:chromatin_modifier_or_reader	chromatin_modifier_or_reader	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
sp110	SP110;Sp110	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	0	SP110:chromatin_modifier_or_reader	chromatin_modifier_or_reader	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_catalog_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
sp140l	SP140L	human;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	3	1	0	SP140L:chromatin_modifier_or_reader	chromatin_modifier_or_reader	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_profile_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
suv39h1	Suv39h1	mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	2	SUV39H1:chromatin_modifier_or_reader	chromatin_modifier_or_reader	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
tet1	TET1;Tet1	human;mouse	Lambert_HumanTFs;TFLink	Lambert_v1.01;TFLink_v1.0_snapshot	Lambert_HumanTFs	prioritize_target_evidence_search	3	0	16099	TET1:chromatin_modifier_or_reader	chromatin_modifier_or_reader	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
tet2	TET2;Tet2	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	5	0	23647	TET2:chromatin_modifier_or_reader	chromatin_modifier_or_reader	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
tet3	TET3;Tet3	human;mouse	Lambert_HumanTFs;TFLink	Lambert_v1.01;TFLink_v1.0_snapshot	Lambert_HumanTFs	prioritize_target_evidence_search	3	0	4831	TET3:chromatin_modifier_or_reader	chromatin_modifier_or_reader	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
trim33	Trim33	mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	10577	TRIM33:chromatin_modifier_or_reader	chromatin_modifier_or_reader	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
ubn1	UBN1;Ubn1	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	4591	UBN1:chromatin_modifier_or_reader	chromatin_modifier_or_reader	provisional_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
usp16	Usp16	mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	7111	USP16:chromatin_modifier_or_reader	chromatin_modifier_or_reader	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
usp7	USP7;Usp7	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	8921	USP7:chromatin_modifier_or_reader	chromatin_modifier_or_reader	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
wiz	WIZ;Wiz	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	5	0	4824	WIZ:chromatin_modifier_or_reader	chromatin_modifier_or_reader	provisional_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
zzz3	ZZZ3;Zzz3	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	265	ZZZ3:chromatin_modifier_or_reader	chromatin_modifier_or_reader	provisional_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
baz2a	BAZ2A;Baz2a	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	0	BAZ2A:chromatin_modifier_or_reader;BAZ2A:chromatin_remodeler_or_architecture	chromatin_modifier_or_reader;chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_catalog_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
baz2b	BAZ2B;Baz2b	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	0	BAZ2B:chromatin_modifier_or_reader;BAZ2B:chromatin_remodeler_or_architecture	chromatin_modifier_or_reader;chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_catalog_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
pcgf1	PCGF1;Pcgf1	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	5521	PCGF1:chromatin_modifier_or_reader;PCGF1:chromatin_remodeler_or_architecture	chromatin_modifier_or_reader;chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
pcgf6	PCGF6;Pcgf6	human;mouse	Lambert_HumanTFs;TFLink	Lambert_v1.01;TFLink_v1.0_snapshot	Lambert_HumanTFs	prioritize_target_evidence_search	3	0	10323	PCGF6:chromatin_modifier_or_reader;PCGF6:chromatin_remodeler_or_architecture	chromatin_modifier_or_reader;chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
kat2a	KAT2A;Kat2a	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	3813	KAT2A:chromatin_modifier_or_reader;KAT2A:transcriptional_modifier_or_elongation_factor	chromatin_modifier_or_reader;transcriptional_modifier_or_elongation_factor	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
kat7	KAT7	human	Lambert_HumanTFs;TFLink	Lambert_v1.01;TFLink_v1.0_snapshot	Lambert_HumanTFs	prioritize_target_evidence_search	2	0	7813	KAT7:chromatin_modifier_or_reader;KAT7:transcriptional_modifier_or_elongation_factor	chromatin_modifier_or_reader;transcriptional_modifier_or_elongation_factor	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
kat8	KAT8;Kat8	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	14737	KAT8:chromatin_modifier_or_reader;KAT8:transcriptional_modifier_or_elongation_factor	chromatin_modifier_or_reader;transcriptional_modifier_or_elongation_factor	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
anp32e	Anp32e	mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	979	ANP32E:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	provisional_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
arid2	ARID2;Arid2	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	4	0	13776	ARID2:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
arid4a	ARID4A;Arid4a	human;mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	2	0	0	ARID4A:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_catalog_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
arid4b	ARID4B;Arid4b	human;mouse	AnimalTFDB3;TFLink	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot	AnimalTFDB3	prioritize_target_evidence_search	4	0	10865	ARID4B:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
arid5a	ARID5A;Arid5a	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	4	1	0	ARID5A:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_profile_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
ash2l	ASH2L;Ash2l	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	13237	ASH2L:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
baz1a	Baz1a	mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	425	BAZ1A:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
baz1b	Baz1b	mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	7963	BAZ1B:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
brpf3	BRPF3	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	8669	BRPF3:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
brwd1	Brwd1	mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	262	BRWD1:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	provisional_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
cbx1	CBX1;Cbx1	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	11786	CBX1:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
cbx2	CBX2;Cbx2	human;mouse	Lambert_HumanTFs;TFLink	Lambert_v1.01;TFLink_v1.0_snapshot	Lambert_HumanTFs	prioritize_target_evidence_search	3	0	6088	CBX2:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
cbx3	CBX3;Cbx3	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	16576	CBX3:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
cbx4	CBX4	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	262	CBX4:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
cbx5	CBX5	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	661	CBX5:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
chd2	CHD2;Chd2	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	17121	CHD2:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
ino80	INO80;Ino80	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	13563	INO80:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
ncapd3	Ncapd3	mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	9477	NCAPD3:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
ncaph2	NCAPH2;Ncaph2	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	18408	NCAPH2:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
nipbl	NIPBL;Nipbl	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	25939	NIPBL:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
pcgf3	PcgF3	mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	947	PCGF3:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
pcgf5	PCGF5	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	3	PCGF5:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
rad21	RAD21;Rad21	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	34169	RAD21:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
ring1	RING1	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	13182	RING1:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
rybp	RYBP;Rybp	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	7542	RYBP:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
scml2	SCML2	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	6752	SCML2:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
sfmbt1	SFMBT1;Sfmbt1	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	8917	SFMBT1:chromatin_remodeler_or_architecture	chromatin_remodeler_or_architecture	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
