tf_key	display_symbols	species_scopes	source_registries	source_versions	identity_catalogs	identity_source_count	catalog_profile_count	tflink_target_count	unique_reference_pmids	current_status	identifier_flags	triage_bucket	promotion_scope	module_route	evidence_readiness	triage_reason	provenance_note
mecom	MECOM;Mecom	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	5	1	10441	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only. TFLink target membership is retained as a separate search lead.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
meis3	MEIS3;Meis3	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	4	1	0	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
mesp1	MESP1;Mesp1	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	3	0	0	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
mesp2	MESP2;Mesp2	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	3	0	0	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
mga	MGA;Mga	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	5	1	2090	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only. TFLink target membership is retained as a separate search lead.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
mlxip	MLXIP;Mlxip	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	5	1	186	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only. TFLink target membership is retained as a separate search lead.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
mnx1	MNX1;Mnx1	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	6	1	11	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only. TFLink target membership is retained as a separate search lead.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
msgn1	MSGN1;Msgn1	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	5	1	64	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only. TFLink target membership is retained as a separate search lead.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
mxd3	MXD3;Mxd3	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	4	0	7746	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only. TFLink target membership is retained as a separate search lead.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
mycl	MYCL;Mycl	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	3	0	0	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
mynn	MYNN;Mynn	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	4	0	6301	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only. TFLink target membership is retained as a separate search lead.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
myrf	MYRF;Myrf	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	4	0	4573	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only. TFLink target membership is retained as a separate search lead.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
myrfl	MYRFL;Myrfl	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	3	0	0	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
mysm1	MYSM1;Mysm1	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	3	0	0	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
myt1	MYT1;Myt1	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	5	1	7	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only. TFLink target membership is retained as a separate search lead.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
myt1l	MYT1L;Myt1l	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	5	1	5915	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only. TFLink target membership is retained as a separate search lead.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
nanognb	NANOGNB	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	2	0	0	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
nanogp8	NANOGP8	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	2	0	0	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
neurod2	NEUROD2;Neurod2	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	6	2	8268	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only. TFLink target membership is retained as a separate search lead.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
neurod4	NEUROD4;Neurod4	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	3	0	0	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
nfx1	NFX1;Nfx1	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	3	0	0	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
nfxl1	NFXL1;Nfxl1	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	4	0	403	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only. TFLink target membership is retained as a separate search lead.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
nhlh1	NHLH1;Nhlh1	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	4	1	0	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
nkrf	NKRF;Nkrf	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	3	0	0	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
nkx1-1	NKX1-1;Nkx1-1	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	3	0	0	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
nkx1-2	NKX1-2;Nkx1-2	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	3	0	0	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
nkx2-4	NKX2-4;Nkx2-4	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	4	1	0	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
nkx2-6	NKX2-6;Nkx2-6	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	3	0	0	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
nkx2-8	NKX2-8;Nkx2-8	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	5	1	37	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only. TFLink target membership is retained as a separate search lead.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
nkx6-2	NKX6-2;Nkx6-2	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	4	1	0	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
nkx6-3	NKX6-3;Nkx6-3	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	4	1	0	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
nobox	NOBOX;Nobox	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	5	1	1	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only. TFLink target membership is retained as a separate search lead.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
noto	NOTO;Noto	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	4	1	0	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
npas4	NPAS4;Npas4	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	5	1	5326	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only. TFLink target membership is retained as a separate search lead.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
nr6a1	NR6A1;Nr6a1	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	5	1	9480	0	new_candidate	transcript_like_identifier	promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only. TFLink target membership is retained as a separate search lead. Identifier flag is retained for manual review: transcript_like_identifier.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
olig3	OLIG3;Olig3	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	4	1	0	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
onecut3	ONECUT3;Onecut3	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	4	1	0	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
osr1	OSR1;Osr1	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	5	1	3482	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only. TFLink target membership is retained as a separate search lead.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
osr2	OSR2;Osr2	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	5	1	4450	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only. TFLink target membership is retained as a separate search lead.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
otp	OTP;Otp	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	3	0	0	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
ovol2	OVOL2;Ovol2	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	6	1	5906	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only. TFLink target membership is retained as a separate search lead.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
ovol3	OVOL3;Ovol3	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	4	0	440	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only. TFLink target membership is retained as a separate search lead.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
patz1	PATZ1;Patz1	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	5	1	5888	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only. TFLink target membership is retained as a separate search lead.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
pknox2	PKNOX2;Pknox2	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	4	1	0	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
plscr1	PLSCR1;Plscr1	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	3	0	0	0	new_candidate		promote_identity_staging	identity_only	22B_after_exact_pair_evidence	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; this supports TF identity staging only.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
