candidate_key	species_scope	tf_symbol	tf_key	source_registries	source_versions	reported_contributor_labels	identity_source_count	regulon_record_count	unique_reference_pmids	catalog_profile_count	tflink_target_count	current_sets	current_entity_ids	current_module_codes	in_existing_public_pair_union	in_canonical_tf_role_any_species	in_canonical_tf_role_exact_species	in_module_22B_exact_species	in_current_canonical_any_species	dedupe_status	review_status	notes
human|sim2	human	SIM2	sim2	AnimalTFDB3;Lambert_HumanTFs;TFLink;TRRUST	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	4	3	2	0	3				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|sin3a	human	SIN3A	sin3a	TFLink;TRRUST	TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	2	2	1	0	15366				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|sin3b	human	SIN3B	sin3b	TFLink	TFLink_v1.0_snapshot		1	0	0	0	8885				false	false	false	false	false	new_candidate	new_candidate	
human|sipa1	human	SIPA1	sipa1	TFLink	TFLink_v1.0_snapshot		1	0	0	0	117				false	false	false	false	false	new_candidate	new_candidate	
human|sirt1	human	SIRT1	sirt1	TFLink;TRRUST	TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	2	50	42	0	6366	canonical_tf_edge;canonical_tf_role;module_22B_regulon	16789	22B	true	true	true	true	true	existing_public_pair_union	cross_referenced	
human|sirt2	human	SIRT2	sirt2	TFLink;TRRUST	TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	2	3	2	0	3				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|sirt3	human	SIRT3	sirt3	TFLink;TRRUST	TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	2	1	1	0	42				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|sirt6	human	SIRT6	sirt6	TFLink	TFLink_v1.0_snapshot		1	0	0	0	4172				false	false	false	false	false	new_candidate	new_candidate	
human|six1	human	SIX1	six1	AnimalTFDB3;Lambert_HumanTFs;TFLink;TRRUST	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	4	2	2	0	322				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|six2	human	SIX2	six2	AnimalTFDB3;Lambert_HumanTFs;OmniPath_DoRothEA;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;OmniPath_DoRothEA_snapshot_2026-08-25;TFLink_v1.0_snapshot	ARACNe-GTEx_DoRothEA;DoRothEA;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;ReMap_DoRothEA	4	1	0	0	3672				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|six3	human	SIX3	six3	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0	canonical_tf_edge;canonical_tf_role;module_22B_regulon	16976	22B	false	true	false	false	true	canonical_name_or_species_scope_match	cross_referenced	Current-set flags include any-species canonical matches; exact-species matches are reported separately.
human|six4	human	SIX4	six4	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	39				false	false	false	false	false	new_candidate	new_candidate	
human|six5	human	SIX5	six5	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	8684				false	false	false	false	false	new_candidate	new_candidate	
human|six6	human	SIX6	six6	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|ski	human	SKI	ski	Lambert_HumanTFs;OmniPath_DoRothEA;TFLink;TRRUST	Lambert_v1.01;OmniPath_DoRothEA_snapshot_2026-08-25;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;IntAct_CollecTRI;IntAct_CollecTRI2;IntAct_DoRothEA;TRRUST	4	3	7	0	9175				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|skil	human	SKIL	skil	Lambert_HumanTFs;OmniPath_DoRothEA;TFLink;TRRUST	Lambert_v1.01;OmniPath_DoRothEA_snapshot_2026-08-25;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;FANTOM4_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA	4	3	4	0	1654				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|skor1	human	SKOR1	skor1	Lambert_HumanTFs	Lambert_v1.01		1	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|skor2	human	SKOR2	skor2	Lambert_HumanTFs	Lambert_v1.01		1	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|skp2	human	SKP2	skp2	TFLink	TFLink_v1.0_snapshot		1	0	0	0	52				false	false	false	false	false	new_candidate	new_candidate	
human|sla2	human	SLA2	sla2	TFLink;TRRUST	TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	2	1	1	0	1				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|slc2a4rg	human	SLC2A4RG	slc2a4rg	AnimalTFDB3;Lambert_HumanTFs;TFLink;TRRUST	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	4	1	1	0	1				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|slc30a9	human	SLC30A9	slc30a9	TFLink	TFLink_v1.0_snapshot		1	0	0	0	5521				false	false	false	false	false	new_candidate	new_candidate	
human|smad1	human	SMAD1	smad1	AnimalTFDB3;Lambert_HumanTFs;OmniPath_DoRothEA;TFLink;TRRUST	AnimalTFDB3_git_snapshot;Lambert_v1.01;OmniPath_DoRothEA_snapshot_2026-08-25;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;GEREDB_CollecTRI;GEREDB_CollecTRI2;GOA_CollecTRI;GOA_CollecTRI2;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;ReMap_DoRothEA;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA;TfactS_CollecTRI2	5	10	24	0	12419	canonical_tf_edge;canonical_tf_role;module_22B_regulon	16977	22B	true	true	false	false	true	existing_public_pair_union	cross_referenced	Current-set flags include any-species canonical matches; exact-species matches are reported separately.
human|smad2	human	SMAD2	smad2	AnimalTFDB3;TFLink;TRRUST	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	3	5	4	0	14213	canonical_tf_edge;canonical_tf_role;module_22B_regulon	13242	22B	true	true	false	false	true	existing_public_pair_union	cross_referenced	Current-set flags include any-species canonical matches; exact-species matches are reported separately.
human|smad3	human	SMAD3	smad3	AnimalTFDB3;Lambert_HumanTFs;OmniPath_DoRothEA;TFLink;TRRUST	AnimalTFDB3_git_snapshot;Lambert_v1.01;OmniPath_DoRothEA_snapshot_2026-08-25;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;CytReg_CollecTRI;CytReg_CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;FANTOM4_DoRothEA;GEREDB_CollecTRI;GEREDB_CollecTRI2;GOA_CollecTRI;GOA_CollecTRI2;HOCOMOCO_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;IntAct_CollecTRI;IntAct_CollecTRI2;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;ReMap_DoRothEA;RegNetwork_DoRothEA;SIGNOR;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA;TfactS_CollecTRI2	5	74	399	0	14436	canonical_tf_edge;canonical_tf_role;module_22B_regulon	13248	22B	true	true	false	true	true	existing_public_pair_union	cross_referenced	Current-set flags include any-species canonical matches; exact-species matches are reported separately.
human|smad4	human	SMAD4	smad4	AnimalTFDB3;Lambert_HumanTFs;OmniPath_DoRothEA;TFLink;TRRUST	AnimalTFDB3_git_snapshot;Lambert_v1.01;OmniPath_DoRothEA_snapshot_2026-08-25;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;FANTOM4_DoRothEA;GEREDB_CollecTRI;GEREDB_CollecTRI2;GOA_CollecTRI;GOA_CollecTRI2;HOCOMOCO_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;IntAct_CollecTRI;IntAct_CollecTRI2;IntAct_DoRothEA;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;ReMap_DoRothEA;RegNetwork_DoRothEA;SIGNOR;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA;TfactS_CollecTRI2	5	63	209	0	11803	canonical_tf_edge;canonical_tf_role;module_22B_regulon	13250	22B	true	true	false	true	true	existing_public_pair_union	cross_referenced	Current-set flags include any-species canonical matches; exact-species matches are reported separately.
human|smad5	human	SMAD5	smad5	AnimalTFDB3;Lambert_HumanTFs;OmniPath_DoRothEA;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;OmniPath_DoRothEA_snapshot_2026-08-25;TFLink_v1.0_snapshot	CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;TFactS_CollecTRI;TFactS_DoRothEA;TfactS_CollecTRI2	4	1	5	0	10577				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|smad6	human	SMAD6	smad6	AnimalTFDB3;TFLink	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot		2	0	0	0	2				false	false	false	false	false	new_candidate	new_candidate	
human|smad7	human	SMAD7	smad7	AnimalTFDB3;TFLink;TRRUST	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	3	9	6	0	22				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|smad9	human	SMAD9	smad9	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|smarca1	human	SMARCA1	smarca1	AnimalTFDB3;TFLink;TRRUST	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	3	2	1	0	116				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|smarca2	human	SMARCA2	smarca2	TFLink	TFLink_v1.0_snapshot		1	0	0	0	6934				false	false	false	false	false	new_candidate	new_candidate	
human|smarca4	human	SMARCA4	smarca4	TFLink;TRRUST	TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	2	9	8	0	17545				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|smarca5	human	SMARCA5	smarca5	TFLink	TFLink_v1.0_snapshot		1	0	0	0	3954				false	false	false	false	false	new_candidate	new_candidate	
human|smarcal1	human	SMARCAL1	smarcal1	AnimalTFDB3	AnimalTFDB3_git_snapshot		1	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|smarcb1	human	SMARCB1	smarcb1	TFLink;TRRUST	TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	2	2	1	0	11140				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|smarcc1	human	SMARCC1	smarcc1	AnimalTFDB3;TFLink	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot		2	0	0	0	15694				false	false	false	false	false	new_candidate	new_candidate	
human|smarcc2	human	SMARCC2	smarcc2	AnimalTFDB3;TFLink	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot		2	0	0	0	4561				false	false	false	false	false	new_candidate	new_candidate	
human|smarce1	human	SMARCE1	smarce1	AnimalTFDB3;TFLink	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot		2	0	0	0	3427				false	false	false	false	false	new_candidate	new_candidate	
human|smc1a	human	SMC1A	smc1a	TFLink	TFLink_v1.0_snapshot		1	0	0	0	13584				false	false	false	false	false	new_candidate	new_candidate	
human|smc3	human	SMC3	smc3	TFLink	TFLink_v1.0_snapshot		1	0	0	0	16193				false	false	false	false	false	new_candidate	new_candidate	
human|smc4	human	SMC4	smc4	TFLink	TFLink_v1.0_snapshot		1	0	0	0	9				false	false	false	false	false	new_candidate	new_candidate	
human|smchd1	human	SMCHD1	smchd1	TFLink	TFLink_v1.0_snapshot		1	0	0	0	25				false	false	false	false	false	new_candidate	new_candidate	
human|smg6	human	SMG6	smg6	TFLink;TRRUST	TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	2	1	1	0	1				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|smn1	human	SMN1	smn1	TFLink	TFLink_v1.0_snapshot		1	0	0	0	692				false	false	false	false	false	new_candidate	new_candidate	
human|smurf2	human	SMURF2	smurf2	TFLink;TRRUST	TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	2	1	1	0	1				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|smyd3	human	SMYD3	smyd3	Lambert_HumanTFs	Lambert_v1.01		1	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|snai1	human	SNAI1	snai1	AnimalTFDB3;Lambert_HumanTFs;OmniPath_DoRothEA;TFLink;TRRUST	AnimalTFDB3_git_snapshot;Lambert_v1.01;OmniPath_DoRothEA_snapshot_2026-08-25;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;FANTOM4_DoRothEA;GEREDB_CollecTRI;GEREDB_CollecTRI2;GOA_CollecTRI2;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;IntAct_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;Pavlidis2021_CollecTRI;Pavlidis_CollecTRI2;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA	5	16	580	0	223	canonical_tf_edge;canonical_tf_role;module_22B_regulon	16884	22B	true	true	true	true	true	existing_public_pair_union	cross_referenced	
human|snai2	human	SNAI2	snai2	AnimalTFDB3;Lambert_HumanTFs;OmniPath_DoRothEA;TFLink;TRRUST	AnimalTFDB3_git_snapshot;Lambert_v1.01;OmniPath_DoRothEA_snapshot_2026-08-25;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;GEREDB_CollecTRI;GEREDB_CollecTRI2;GOA_CollecTRI;GOA_CollecTRI2;HOCOMOCO_DoRothEA;IntAct_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;Pavlidis2021_CollecTRI;Pavlidis_CollecTRI2;ReMap_DoRothEA;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA	5	19	252	0	11356	canonical_tf_edge;canonical_tf_role;module_22B_regulon	16885	22B	true	true	true	true	true	existing_public_pair_union	cross_referenced	
human|snai3	human	SNAI3	snai3	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|snapc1	human	SNAPC1	snapc1	TFLink	TFLink_v1.0_snapshot		1	0	0	0	1724				false	false	false	false	false	new_candidate	new_candidate	
human|snapc2	human	SNAPC2	snapc2	Lambert_HumanTFs;TFLink	Lambert_v1.01;TFLink_v1.0_snapshot		2	0	0	0	4				false	false	false	false	false	new_candidate	new_candidate	
human|snapc4	human	SNAPC4	snapc4	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	213				false	false	false	false	false	new_candidate	new_candidate	
human|snapc5	human	SNAPC5	snapc5	Lambert_HumanTFs	Lambert_v1.01		1	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|snd1	human	SND1	snd1	TFLink;TRRUST	TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	2	1	1	0	1544				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|snip1	human	SNIP1	snip1	TFLink;TRRUST	TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	2	2	2	0	663				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|snrnp70	human	SNRNP70	snrnp70	TFLink	TFLink_v1.0_snapshot		1	0	0	0	148				false	false	false	false	false	new_candidate	new_candidate	
human|snw1	human	SNW1	snw1	TFLink;TRRUST	TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	2	3	3	0	4				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|sohlh1	human	SOHLH1	sohlh1	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|sohlh2	human	SOHLH2	sohlh2	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|son	human	SON	son	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	3842				false	false	false	false	false	new_candidate	new_candidate	
human|sox1	human	SOX1	sox1	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|sox10	human	SOX10	sox10	AnimalTFDB3;Lambert_HumanTFs;OmniPath_DoRothEA;TFLink;TRRUST	AnimalTFDB3_git_snapshot;Lambert_v1.01;OmniPath_DoRothEA_snapshot_2026-08-25;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;GEREDB_CollecTRI;GEREDB_CollecTRI2;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;PAZAR;ReMap_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TFe_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA;TfactS_CollecTRI2	5	32	91	0	256	canonical_tf_edge;canonical_tf_role;module_22B_regulon	16886	22B	true	true	true	true	true	existing_public_pair_union	cross_referenced	
human|sox11	human	SOX11	sox11	AnimalTFDB3;Lambert_HumanTFs;TFLink;TRRUST	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	4	2	2	0	807				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|sox12	human	SOX12	sox12	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|sox13	human	SOX13	sox13	AnimalTFDB3;Lambert_HumanTFs;OmniPath_DoRothEA;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;OmniPath_DoRothEA_snapshot_2026-08-25;TFLink_v1.0_snapshot	ARACNe-GTEx_DoRothEA;DoRothEA;JASPAR_DoRothEA;ReMap_DoRothEA	4	2	0	0	7198				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|sox14	human	SOX14	sox14	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|sox15	human	SOX15	sox15	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	3				false	false	false	false	false	new_candidate	new_candidate	
human|sox17	human	SOX17	sox17	AnimalTFDB3;Lambert_HumanTFs;TFLink;TRRUST	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	4	6	2	0	2295				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|sox18	human	SOX18	sox18	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|sox2	human	SOX2	sox2	AnimalTFDB3;Lambert_HumanTFs;OmniPath_DoRothEA;TFLink;TRRUST	AnimalTFDB3_git_snapshot;Lambert_v1.01;OmniPath_DoRothEA_snapshot_2026-08-25;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;HOCOMOCO_DoRothEA;IntAct_DoRothEA;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;PAZAR_DoRothEA;Pavlidis2021_CollecTRI;Pavlidis_CollecTRI2;ReMap_DoRothEA;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TFactS_CollecTRI;TFactS_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA;TfactS_CollecTRI2	5	294	97	0	12363	canonical_tf_edge;canonical_tf_role;module_22B_regulon	16978	22B	true	true	false	false	true	existing_public_pair_union	cross_referenced	Current-set flags include any-species canonical matches; exact-species matches are reported separately.
human|sox21	human	SOX21	sox21	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|sox3	human	SOX3	sox3	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	92				false	false	false	false	false	new_candidate	new_candidate	
human|sox30	human	SOX30	sox30	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|sox4	human	SOX4	sox4	AnimalTFDB3;Lambert_HumanTFs;OmniPath_DoRothEA;TFLink;TRRUST	AnimalTFDB3_git_snapshot;Lambert_v1.01;OmniPath_DoRothEA_snapshot_2026-08-25;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;GEREDB_CollecTRI;GEREDB_CollecTRI2;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA	5	10	5	0	6672				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|sox5	human	SOX5	sox5	AnimalTFDB3;Lambert_HumanTFs;TFLink;TRRUST	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	4	1	1	0	5787				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|sox6	human	SOX6	sox6	AnimalTFDB3;Lambert_HumanTFs;OmniPath_DoRothEA;TFLink;TRRUST	AnimalTFDB3_git_snapshot;Lambert_v1.01;OmniPath_DoRothEA_snapshot_2026-08-25;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;JASPAR_DoRothEA;ReMap_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA	5	8	3	0	7000				true	false	false	false	false	existing_public_pair_union	cross_referenced	
human|sox7	human	SOX7	sox7	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0				false	false	false	false	false	new_candidate	new_candidate	
human|sox8	human	SOX8	sox8	AnimalTFDB3;Lambert_HumanTFs;OmniPath_DoRothEA	AnimalTFDB3_git_snapshot;Lambert_v1.01;OmniPath_DoRothEA_snapshot_2026-08-25	CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI2;TFe_DoRothEA	3	1	0	0	0				true	false	false	false	false	existing_public_pair_union	cross_referenced	
