candidate_id	review_record_path	review_source_namespace	review_evidence_id	source_edge_ids	review_handoff_ids	review_status	tf_entity	target_or_program_label	target_class	relation_type	evidence_layer	stable_citations	species	cell_type_model	assay_or_perturbation	output_evidence_class	output_language	output_product_labels	gene_form_id	product_form_id	product_form_ids	transition_id	transition_ids	traversal_status	causal_status	candidate_status	context_limitations
OUT:00027	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005697	M21B-E005754		edge_register_output_candidate		TLR7-mediated IFN-alpha production	edge_register_output	inhibits	downstream_or_functional	PMID:23389942	human	Human healthy and tumor-associated pDCs; recombinant TGF-beta1/TNF-alpha and breast-tumor supernatants with TLR7 stimulation, IFN-alpha, pIRF7/IRF7 expression and neutralization assays.	Primary-supported claim: The review and primary study report recombinant TGF-beta1 plus TNF-alpha blocking TLR-activated pDC IFN-alpha and impairing IRF7 expression/translocation in the breast-tumor context. Primary model/assay: Human healthy and tumor-associated pDCs; recombinant TGF-beta1/TNF-alpha and breast-tumor supernatants with TLR7 stimulation, IFN-alpha, pIRF7/IRF7 expression and neutralization assays.	target_proximal_production_language	target_proximal_production_language:production	Ifna						requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Preserve the combined cytokine exposure and tumor-associated pDC context; do not attribute the effect to either cytokine alone or infer a direct TLR7 interaction or SCI mechanism.
OUT:00028	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005637	M21B-E005694		edge_register_output_candidate		TLR7-mediated IFN-beta production	edge_register_output	supports	downstream_or_functional	PMID:22511786; PMCID:PMC3365954	human; mouse	Human Gen2.2 pDCs and murine Flt3-derived dendritic cells; TLR7 agonists CL097/R848, kinase inhibitors and siRNA, IFN-beta induction, IKKbeta/TAK1 pathway readouts and comparison with NF-kappaB-dependent cytokines.	Primary-supported claim: The reviews trace primary inhibitor, siRNA and receptor-pathway experiments showing that TLR7 ligands require TAK1-IKKbeta signaling for IFN-beta induction in pDCs. Primary model/assay: Human Gen2.2 pDCs and murine Flt3-derived dendritic cells; TLR7 agonists CL097/R848, kinase inhibitors and siRNA, IFN-beta induction, IKKbeta/TAK1 pathway readouts and comparison with NF-kappaB-dependent cytokines.	target_proximal_production_language	target_proximal_production_language:production	Ifnb1		PROTEIN:NODE03798	PROTEIN:NODE03798			requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Encode IKKbeta-dependent TLR7 IFN-beta induction as a pDC functional pathway edge; preserve pharmacologic/siRNA and cell-line/Flt3-derived comparator limits, and do not infer direct TLR7-IKKbeta binding or terminal-TF necessity.
OUT:00029	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005629	M21B-E005686		edge_register_output_candidate		TLR9-mediated IFN-alpha production	edge_register_output	supports	downstream_or_functional	PMID:16604075; PMCID:PMC3725256	mouse	Mouse splenic pDCs from Opn-deficient and wild-type mice, CpG/TLR9 and imiquimod stimulation, Opn-MyD88 colocalization, IRF7 nuclear-translocation and IFN-alpha/proinflammatory-cytokine assays, with HSV-1 in vivo comparator response.	Primary-supported claim: The reviews trace primary Opn-deficiency and localization experiments showing that intracellular osteopontin selectively couples TLR9 stimulation to pDC IFN-alpha production. Primary model/assay: Mouse splenic pDCs from Opn-deficient and wild-type mice, CpG/TLR9 and imiquimod stimulation, Opn-MyD88 colocalization, IRF7 nuclear-translocation and IFN-alpha/proinflammatory-cytokine assays, with HSV-1 in vivo comparator response.	target_proximal_production_language	target_proximal_production_language:production	Ifna						requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Represent the intracellular Opn isoform as a pDC TLR9 functional support factor; preserve the TLR9-to-IFN-alpha selectivity and MyD88/IRF7 pathway context, and do not infer extracellular OPN receptor binding, generic SPP1 signaling or terminal-TF necessity.
OUT:00030	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005633	M21B-E005690		edge_register_output_candidate		TLR9-mediated IFN-alpha production	edge_register_output	supports	downstream_or_functional	PMID:21435586	mouse	Mouse Flt3L-derived and primary plasmacytoid dendritic cells with Rsad2/Viperin loss or re-expression; CpG/TLR9 stimulation, lipid-body localization, IRAK1/TRAF6 platform assays and IFN-alpha versus inflammatory-cytokine readouts.	Primary-supported claim: The reviews trace primary Rsad2/Viperin loss-of-function evidence showing reduced TLR9-mediated type-I-IFN production in pDCs. Primary model/assay: Mouse Flt3L-derived and primary plasmacytoid dendritic cells with Rsad2/Viperin loss or re-expression; CpG/TLR9 stimulation, lipid-body localization, IRAK1/TRAF6 platform assays and IFN-alpha versus inflammatory-cytokine readouts.	target_proximal_production_language	target_proximal_production_language:production	Ifna						requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Represent Viperin as a pDC functional support factor for TLR9-mediated IFN-alpha production through the IRAK1/TRAF6 lipid-body platform; preserve virus/nucleic-acid and pDC context, and do not infer direct receptor binding or terminal-TF necessity.
OUT:00031	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005639	M21B-E005696		edge_register_output_candidate		TLR9-mediated IFN-alpha production	edge_register_output	supports	downstream_or_functional	PMID:22511786; PMCID:PMC3365954	human	Human Gen2.2 pDCs; CpG/TLR9 stimulation, IKKbeta inhibitors and pathway perturbation, IFN-beta-dependent JAK-STAT1/2 activation and IFN-alpha production assays.	Primary-supported claim: The reviews trace primary IKKbeta inhibition and IFN-beta/JAK-STAT interruption experiments showing that IKKbeta activity is required for TLR9-ligand-induced IFN-alpha production in pDCs. Primary model/assay: Human Gen2.2 pDCs; CpG/TLR9 stimulation, IKKbeta inhibitors and pathway perturbation, IFN-beta-dependent JAK-STAT1/2 activation and IFN-alpha production assays.	target_proximal_production_language	target_proximal_production_language:production	Ifna						requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Represent the IKKbeta-to-IFN-alpha requirement as a bounded pDC pathway edge downstream of an IFN-beta intermediate; preserve the inhibitor/cell-line context and do not infer direct IKKbeta-to-IFN-alpha binding or terminal-TF necessity.
OUT:00032	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005672	M21B-E005729		edge_register_output_candidate		TLR9-mediated IFN-alpha production	edge_register_output	supports	downstream_or_functional	PMID:28556560	human	Purified human blood pDCs from healthy and systemic-sclerosis cohorts; miR-618 overexpression in primary pDCs and CD34-positive progenitors, CpG/TLR9-induced IFN-alpha secretion, pDC development and IRF8-target assays.	Primary-supported claim: The review traces miR-618 overexpression in healthy human pDCs and the enhanced CpG/TLR9-induced IFN-alpha phenotype reported in systemic sclerosis pDCs. Primary model/assay: Purified human blood pDCs from healthy and systemic-sclerosis cohorts; miR-618 overexpression in primary pDCs and CD34-positive progenitors, CpG/TLR9-induced IFN-alpha secretion, pDC development and IRF8-target assays.	target_proximal_production_language	target_proximal_production_language:production	Ifna						requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Encode miR-618 as a disease-context-dependent enhancer of TLR9-linked IFN-alpha secretion; preserve the human systemic-sclerosis/overexpression context and do not infer a universal pDC effect.
OUT:00033	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005691	M21B-E005748		edge_register_output_candidate		TLR9-mediated IFN-alpha production	edge_register_output	inhibits	downstream_or_functional	PMID:22607321	human	Primary human pDCs exposed to recombinant WNT5A and CpG oligodeoxynucleotide; CD80/CD86 activation-marker and IFN-alpha secretion assays.	Primary-supported claim: The review identifies recombinant WNT5A as an inhibitor of CpG-triggered human pDC activation and IFN-alpha secretion. Primary model/assay: Primary human pDCs exposed to recombinant WNT5A and CpG oligodeoxynucleotide; CD80/CD86 activation-marker and IFN-alpha secretion assays.	target_proximal_production_language	target_proximal_production_language:production	Ifna						requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Represent a human pDC functional inhibition edge; the paper does not resolve a WNT receptor or intracellular mechanism, so do not infer FZD/ROR2 binding or SCI specificity.
OUT:00034	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005692	M21B-E005749		edge_register_output_candidate		TLR9-mediated IFN-alpha production	edge_register_output	inhibits	downstream_or_functional	PMID:17056516	human	Human primary pDCs treated with VIP during CpG stimulation; VPAC1/VPAC2 expression, IFN-alpha ELISA, surface phenotype and T-cell costimulation assays.	Primary-supported claim: The reviews trace VIP-receptor expression and VIP-mediated suppression of CpG-induced IFN-alpha secretion by human pDCs. Primary model/assay: Human primary pDCs treated with VIP during CpG stimulation; VPAC1/VPAC2 expression, IFN-alpha ELISA, surface phenotype and T-cell costimulation assays.	target_proximal_production_language	target_proximal_production_language:production	Ifna						requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Represent VIP as a pDC functional inhibitor with VPAC1/VPAC2 context; do not select one receptor or infer a universal cAMP mechanism or SCI specificity.
OUT:00035	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005694	M21B-E005751		edge_register_output_candidate		TLR9-mediated IFN-alpha production	edge_register_output	inhibits	downstream_or_functional	PMID:20018632	human	Human pDCs from healthy and SLE subjects; PGE2/PG analogs, CpG/TLR9 stimulation, EP2/EP4 agonist and cAMP comparisons, IFN-alpha and IRF7 readouts.	Primary-supported claim: The reviews and primary study support PGE2 inhibition of CpG/TLR9-induced human pDC IFN-alpha through EP-receptor engagement and IRF7 suppression. Primary model/assay: Human pDCs from healthy and SLE subjects; PGE2/PG analogs, CpG/TLR9 stimulation, EP2/EP4 agonist and cAMP comparisons, IFN-alpha and IRF7 readouts.	target_proximal_production_language	target_proximal_production_language:production	Ifna						requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Preserve EP2/EP4 and related EP-receptor redundancy plus human pDC context; this is a ligand-to-cell functional edge, not a direct PGE2-TLR9 interaction or terminal-TF claim.
OUT:00036	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005696	M21B-E005753		edge_register_output_candidate		TLR9-mediated IFN-alpha production	edge_register_output	inhibits	downstream_or_functional	PMID:20067543; PMCID:PMC2770691	human	Human pDCs exposed to recombinant PGE2 and TGF-beta with CpG/TLR9 stimulation; IFN-alpha/TNF secretion, tolerogenic phenotype, migration and pathway-inhibitor assays.	Primary-supported claim: The review traces synergistic PGE2 and TGF-beta inhibition of CpG/TLR9-stimulated pDC IFN-alpha, with pharmacologic reversal by COX/TGF-beta blockade. Primary model/assay: Human pDCs exposed to recombinant PGE2 and TGF-beta with CpG/TLR9 stimulation; IFN-alpha/TNF secretion, tolerogenic phenotype, migration and pathway-inhibitor assays.	target_proximal_production_language	target_proximal_production_language:production	Ifna						requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Keep the combined-factor requirement and synergistic context; do not decompose into independent PGE2-only or TGF-beta-only claims from this citation, and do not infer SCI specificity.
OUT:00037	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005698	M21B-E005755		edge_register_output_candidate		TLR9-mediated IFN-alpha production	edge_register_output	inhibits	downstream_or_functional	PMID:23389942	human	Human healthy and tumor-associated pDCs; recombinant TGF-beta1/TNF-alpha and breast-tumor supernatants with CpG/TLR9 stimulation, IFN-alpha, pIRF7/IRF7 expression and neutralization assays.	Primary-supported claim: The review and primary study report recombinant TGF-beta1 plus TNF-alpha blocking CpG/TLR9-activated pDC IFN-alpha and impairing IRF7 expression/translocation in the breast-tumor context. Primary model/assay: Human healthy and tumor-associated pDCs; recombinant TGF-beta1/TNF-alpha and breast-tumor supernatants with CpG/TLR9 stimulation, IFN-alpha, pIRF7/IRF7 expression and neutralization assays.	target_proximal_production_language	target_proximal_production_language:production	Ifna						requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Preserve the combined cytokine exposure and tumor-associated pDC context; do not attribute the effect to either cytokine alone or infer a direct TLR9 interaction or SCI mechanism.
OUT:00038	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005705	M21B-E005762		edge_register_output_candidate		TLR9-mediated IFN-alpha production	edge_register_output	inhibits	downstream_or_functional	PMID:16237063	human	Human peripheral-blood plasmacytoid dendritic cells; IgE or anti-Fc-epsilon-RI cross-linking, CpG-ODN-2216/TLR9 stimulation, TLR9 and Fc-epsilon-RI expression, IFN-alpha and cytokine assays.	Primary-supported claim: The review describes opposing Fc-epsilon-RI and TLR9 responses in pDCs, with Fc-epsilon-RI cross-linking reducing TLR9 and subsequent IFN-alpha output. Primary model/assay: Human peripheral-blood plasmacytoid dendritic cells; IgE or anti-Fc-epsilon-RI cross-linking, CpG-ODN-2216/TLR9 stimulation, TLR9 and Fc-epsilon-RI expression, IFN-alpha and cytokine assays.	target_proximal_production_language	target_proximal_production_language:production	Ifna						requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Preserve Fc-epsilon-RI cross-linking and human pDC context; this is counter-regulation through receptor-expression changes rather than direct TLR9 binding, and it carries no SCI or terminal-TF inference.
OUT:00039	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005710	M21B-E005767		edge_register_output_candidate		TLR9-mediated IFN-alpha production	edge_register_output	inhibits	downstream_or_functional	PMID:17360657; PMCID:PMC1805537	human	Primary human plasmacytoid dendritic cells exposed to monomeric or trimeric HIV-1 gp120; CpG/TLR9 or imiquimod/TLR7 stimulation, IFN-alpha/beta, cytokine and CD83 assays, with gp120 and receptor-context controls.	Primary-supported claim: The review identifies HIV-1 gp120 as a viral envelope factor that selectively suppresses TLR9-mediated pDC activation and IFN-alpha secretion. Primary model/assay: Primary human plasmacytoid dendritic cells exposed to monomeric or trimeric HIV-1 gp120; CpG/TLR9 or imiquimod/TLR7 stimulation, IFN-alpha/beta, cytokine and CD83 assays, with gp120 and receptor-context controls.	target_proximal_production_language	target_proximal_production_language:production	Ifna						requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Preserve direct gp120 exposure and its TLR9-selective human pDC suppression; do not transfer the effect to TLR7, infer a single gp120 receptor, SCI specificity, or terminal-TF necessity.
OUT:00040	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005711	M21B-E005768		edge_register_output_candidate		TLR9-mediated IFN-alpha production	edge_register_output	inhibits	downstream_or_functional	PMID:21246041	human	Primary human plasmacytoid dendritic cells and pDCs from chronic-HBV patients; purified HBsAg/HBV exposure, CpG-A/TLR9 or loxoribine/TLR7 stimulation, TLR9-triggered S6 and IRF7 phosphorylation, IFN-alpha and cytokine assays, and HBsAg-binding analysis.	Primary-supported claim: The review identifies hepatitis B surface antigen as an inhibitor of CpG/TLR9-induced pDC interferon production and IRF7 activation. Primary model/assay: Primary human plasmacytoid dendritic cells and pDCs from chronic-HBV patients; purified HBsAg/HBV exposure, CpG-A/TLR9 or loxoribine/TLR7 stimulation, TLR9-triggered S6 and IRF7 phosphorylation, IFN-alpha and cytokine assays, and HBsAg-binding analysis.	target_proximal_production_language	target_proximal_production_language:production	Ifna						requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Preserve HBsAg/HBV exposure and the TLR9-selective human pDC context; do not infer direct HBsAg-TLR9 binding, transfer the effect to TLR7, or make SCI/terminal-TF claims.
OUT:00041	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005638	M21B-E005695		edge_register_output_candidate		TLR9-mediated IFN-beta production	edge_register_output	supports	downstream_or_functional	PMID:22511786; PMCID:PMC3365954	human; mouse	Human Gen2.2 pDCs and murine Flt3-derived dendritic cells; TLR9 ligands CpG, kinase inhibitors and siRNA, IFN-beta induction, IKKbeta/TAK1 pathway readouts and comparison with NF-kappaB-dependent cytokines.	Primary-supported claim: The reviews trace primary inhibitor, siRNA and receptor-pathway experiments showing that TLR9 ligands require TAK1-IKKbeta signaling for IFN-beta induction in pDCs. Primary model/assay: Human Gen2.2 pDCs and murine Flt3-derived dendritic cells; TLR9 ligands CpG, kinase inhibitors and siRNA, IFN-beta induction, IKKbeta/TAK1 pathway readouts and comparison with NF-kappaB-dependent cytokines.	target_proximal_production_language	target_proximal_production_language:production	Ifnb1		PROTEIN:NODE03798	PROTEIN:NODE03798			requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Encode IKKbeta-dependent TLR9 IFN-beta induction as a pDC functional pathway edge; preserve pharmacologic/siRNA and cell-line/Flt3-derived comparator limits, and do not infer direct TLR9-IKKbeta binding or terminal-TF necessity.
OUT:00042	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-006006	M21B-E006063		edge_register_output_candidate		astrocyte CCL5 production after spinal cord injury	edge_register_output	induces	Downstream_or_functional	PMID:30180853; PMCID:PMC6122456; DOI:10.1186/s12974-018-1297-z	rat	Rat T8/T9 contusion SCI and primary rat spinal astrocytes; recombinant MIF, MIF inhibitor 4-IPP, CD74 immunoprecipitation/knockdown, JNK inhibition, CCL5 ELISA and astrocyte-conditioned-medium macrophage migration assays	Primary-supported claim: The review cites Zhou et al. as showing that MIF facilitates CCL5 production by spinal astrocytes through CD74 and JNK, with CCL5 contributing to inflammatory-cell recruitment after SCI. Primary model/assay: Rat T8/T9 contusion SCI and primary rat spinal astrocytes; recombinant MIF, MIF inhibitor 4-IPP, CD74 immunoprecipitation/knockdown, JNK inhibition, CCL5 ELISA and astrocyte-conditioned-medium macrophage migration assays	target_proximal_production_language	target_proximal_production_language:production	Ccl5		PROTEIN:NODE01164	PROTEIN:NODE01164			requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Function-level SCI edge; preserve CD74 dependence, JNK-associated CCL5 production, rat contusion/primary-astrocyte model and downstream macrophage-migration assay. Do not infer direct MIF-CCL5 binding or a single CCR receptor.
OUT:00043	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-006009	M21B-E006066		edge_register_output_candidate		astrocyte COX2/mPGES-1 and PGE2 production after spinal cord injury	edge_register_output	induces	Downstream_or_functional	PMID:30981278; DOI:10.1186/s12974-019-1468-6	rat	Rat T9 contusion SCI and primary rat spinal astrocytes; recombinant MIF, MIF inhibitor 4-IPP, CD74 siRNA, COX2/mPGES-1/PGE2 assays and ERK/JNK/p38/MAPK inhibitor or rescue conditions	Primary-supported claim: The review cites Zhang et al. as showing that MIF/CD74 and MAPK inhibition attenuate COX2, mPGES-1 and PGE2 production in primary spinal astrocytes and in rat contusion SCI. Primary model/assay: Rat T9 contusion SCI and primary rat spinal astrocytes; recombinant MIF, MIF inhibitor 4-IPP, CD74 siRNA, COX2/mPGES-1/PGE2 assays and ERK/JNK/p38/MAPK inhibitor or rescue conditions	target_proximal_production_language	target_proximal_production_language:production	Pge2						requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Function/pathway-level SCI edge; preserve CD74 and MAPK dependence plus COX2/mPGES-1/PGE2 production. Do not infer direct MIF-PGE2 binding, a single prostaglandin receptor or net behavioral effect from this source.
OUT:00044	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005842	M21B-E005899		edge_register_output_candidate		astrocyte IL1R1-dependent ROS production after SCI	edge_register_output	induces	downstream_or_functional	PMID:36184639; PMCID:PMC9527244; DOI:10.1038/s41467-022-33463-x	mouse	Mouse primary astrocytes and spinal-cord injury/intra-cisterna-magna IL-1alpha models; astrocyte ROS assays, IL1R1 cell-specific restoration/deletion and antioxidant rescue experiments	Primary-supported claim: IL-1alpha-triggered reactive astrocyte signaling is an SCI injury mechanism; the primary shows IL-1alpha-stimulated astrocyte ROS and prevention of oligodendrocyte loss by ROS blockade. Primary model/assay: Mouse primary astrocytes and spinal-cord injury/intra-cisterna-magna IL-1alpha models; astrocyte ROS assays, IL1R1 cell-specific restoration/deletion and antioxidant rescue experiments	target_proximal_production_language	target_proximal_production_language:production	ReactiveOxygenSpecies						requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Encode measured astrocyte ROS only and retain IL1R1 dependence and acute SCI timing; no direct IL1A-ROS binding or terminal-TF inference.
OUT:00045	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005954	M21B-E006011		edge_register_output_candidate		astrocyte TGF-beta production	edge_register_output	promotes	Downstream_or_functional	PMID:24616125; PMCID:PMC4061706; DOI:10.1002/glia.22647	mouse	Mouse primary astrocyte and microglia cultures, mixed/coculture and removable-insert systems; LPS challenge, IL-10 stimulation, astrocyte IL10R1/TGF-beta readouts, TGF-beta inhibition and microglial inflammatory-marker assays	Primary-supported claim: The reviews cite Norden et al. as showing that IL-10 acts on astrocytes to induce TGF-beta, which mediates anti-inflammatory effects on microglia. Primary model/assay: Mouse primary astrocyte and microglia cultures, mixed/coculture and removable-insert systems; LPS challenge, IL-10 stimulation, astrocyte IL10R1/TGF-beta readouts, TGF-beta inhibition and microglial inflammatory-marker assays	target_proximal_production_language	target_proximal_production_language:production	Tgfb						requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Function-only cytokine-to-astrocyte production relay; preserve primary culture/systemic-LPS comparator and TGF-beta-dependence. No direct IL-10/TGF-beta physical binding or SCI receiver claim.
OUT:00046	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005844	M21B-E005901		edge_register_output_candidate		astrocyte glutamate release	edge_register_output	induces	downstream_or_functional	PMID:11426226; DOI:10.1038/89490	as stated in primary model/assay	Astrocyte and microglia cultures stimulated with SDF-1/CXCL12; CXCR4/TNFalpha/prostaglandin perturbations, glutamate release assays and gp120-associated neuronal apoptosis	Primary-supported claim: CXCL12/SDF-1 stimulation of astrocytic CXCR4 initiates a TNFalpha- and prostaglandin-dependent relay that releases glutamate and can be amplified by microglia. Primary model/assay: Astrocyte and microglia cultures stimulated with SDF-1/CXCL12; CXCR4/TNFalpha/prostaglandin perturbations, glutamate release assays and gp120-associated neuronal apoptosis	target_proximal_release_language	target_proximal_release_language:release	Glutamate						requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Indirect CXCR4-to-TNFalpha/prostaglandin relay; microglial amplification and gp120 neurotoxicity are context-specific; do not duplicate the existing CXCL12-CXCR4 ligand edge.
OUT:00047	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005965	M21B-E006022		edge_register_output_candidate		astrocytic CCL5 production after spinal cord injury	edge_register_output	induces	Downstream_or_functional	PMID:39333662; PMCID:PMC11437233; DOI:10.1038/s41598-024-72947-2	rat	T8-T10 contusion in adult male Sprague-Dawley rats; primary rat spinal astrocytes treated with recombinant HMGB1; TLR2/4 and MAPK/NF-kappaB pathway readouts, HMGB1-neutralizing antibody and CCL5-neutralization/conditioned-medium assays	Primary-supported claim: The review cites Chi et al. as showing that injury-associated HMGB1, acting through astrocytic TLR2/4 and MAPK/NF-kappaB signaling, induces astrocytic CCL5 production after spinal cord injury. Primary model/assay: T8-T10 contusion in adult male Sprague-Dawley rats; primary rat spinal astrocytes treated with recombinant HMGB1; TLR2/4 and MAPK/NF-kappaB pathway readouts, HMGB1-neutralizing antibody and CCL5-neutralization/conditioned-medium assays	target_proximal_production_language	target_proximal_production_language:production	Ccl5		PROTEIN:NODE01164	PROTEIN:NODE01164			requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Function/pathway-only SCI edge; preserve HMGB1-TLR2/4, ERK/JNK-NF-kappaB, rat contusion and astrocyte-conditioned-medium context. Do not claim purified HMGB1-TLR2 binding, direct HMGB1-CCL5 binding, or a terminal-TF mechanism.
OUT:00048	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-006025	M21B-E006082		edge_register_output_candidate		astrocytic COX2/PTGS2-dependent PGE2 production	edge_register_output	induces	downstream_or_functional	PMCID:PMC5753598; DOI:10.1002/glia.23212	human	Systemic IL-1beta-treated neonatal mice; GLAST-positive astrocytes isolated from cortex; mixed glial cultures with COX2 inhibition and PGE2 ELISA; human neonatal white-matter pathology COX2 immunohistochemistry	Primary-supported claim: The review traces the primary study showing that inflammatory IL-1beta exposure is associated with reactive astrocyte COX2 induction and COX2-dependent PGE2 production in the neonatal white-matter-injury model. Primary model/assay: Systemic IL-1beta-treated neonatal mice; GLAST-positive astrocytes isolated from cortex; mixed glial cultures with COX2 inhibition and PGE2 ELISA; human neonatal white-matter pathology COX2 immunohistochemistry	target_proximal_production_language	target_proximal_production_language:production	Pge2						requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Function-only inflammatory induction edge; preserve that the primary uses systemic IL-1beta and mixed glial cultures, with astrocyte COX2 induction shown in isolated GLAST-positive cells. Do not infer direct IL-1beta-PTGS2 binding, a purely astrocyte-exclusive source in every assay, traumatic-SCI transfer or terminal-TF involvement.
