supplement_id	candidate_unit_id	review_batch	disposition	edge_id	normalized_ligand_key	normalized_receptor_key	supporting_primary_locators	evidence_layer	species_support	evidence_summary	limitations	integration_status
PUBLIC-LR-SUPP:000523	LR:CD55>ADGRE5	batch_096	already_present_exact_or_alias	M21B-E000945	CD55	ADGRE5	DOI:10.1084/jem.184.3.1185; PMCID:PMC2192782; PMID:9064337	ligand_receptor_binding_or_activation;downstream_or_functional	human	The public CD55-ADGRE5 row is already represented by graph edge(s) M21B-E000945. The public locator PMID:31462748 is an adhesion-GPCR review and is not treated as primary support; the existing graph edge-source records provide pair-specific studies for CD55/CD97, TG2/ADGRG1, integrin/ADGRE5, PrP/ADGRG6 or RTN4R/ADGRB1 in their stated assay contexts.	Do not add a duplicate edge from the public row or treat the adhesion-GPCR review as a pair-specific primary experiment. Preserve ligand form, adhesion-GPCR receptor processing, receptor-complex and species boundaries; the existing edge does not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000524	LR:TGM2>ADGRG1	batch_096	already_present_exact_or_alias	M21B-E000933	TGM2	ADGRG1	PMCID:PMC6916468; PMCID:PMC7547085; PMID:33037308; PMID:38397010	ligand_receptor_binding_or_activation;contextual_or_unresolved	both; human	The public TGM2-ADGRG1 row is already represented by graph edge(s) M21B-E000933;M23B-E000999. The public locator PMID:31462748 is an adhesion-GPCR review and is not treated as primary support; the existing graph edge-source records provide pair-specific studies for CD55/CD97, TG2/ADGRG1, integrin/ADGRE5, PrP/ADGRG6 or RTN4R/ADGRB1 in their stated assay contexts.	Do not add a duplicate edge from the public row or treat the adhesion-GPCR review as a pair-specific primary experiment. Preserve ligand form, adhesion-GPCR receptor processing, receptor-complex and species boundaries; the existing edge does not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000525	LR:TGM2>ADGRG1	batch_096	already_present_exact_or_alias	M23B-E000999	TGM2	ADGRG1	PMCID:PMC6916468; PMCID:PMC7547085; PMID:33037308; PMID:38397010	ligand_receptor_binding_or_activation;contextual_or_unresolved	both; human	The public TGM2-ADGRG1 row is already represented by graph edge(s) M21B-E000933;M23B-E000999. The public locator PMID:31462748 is an adhesion-GPCR review and is not treated as primary support; the existing graph edge-source records provide pair-specific studies for CD55/CD97, TG2/ADGRG1, integrin/ADGRE5, PrP/ADGRG6 or RTN4R/ADGRB1 in their stated assay contexts.	Do not add a duplicate edge from the public row or treat the adhesion-GPCR review as a pair-specific primary experiment. Preserve ligand form, adhesion-GPCR receptor processing, receptor-complex and species boundaries; the existing edge does not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000526	LR:ITGAV+ITGB3>ADGRE5	batch_096	already_present_exact_or_alias	M21B-E000949	ITGAV+ITGB3	ADGRE5	DOI:10.1182/blood-2004-07-2878; PMID:15576472	ligand_receptor_binding_or_activation;downstream_or_functional	human	The public ITGAV+ITGB3-ADGRE5 row is already represented by graph edge(s) M21B-E000949. The public locator PMID:31462748 is an adhesion-GPCR review and is not treated as primary support; the existing graph edge-source records provide pair-specific studies for CD55/CD97, TG2/ADGRG1, integrin/ADGRE5, PrP/ADGRG6 or RTN4R/ADGRB1 in their stated assay contexts.	Do not add a duplicate edge from the public row or treat the adhesion-GPCR review as a pair-specific primary experiment. Preserve ligand form, adhesion-GPCR receptor processing, receptor-complex and species boundaries; the existing edge does not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000527	LR:PRNP>ADGRG6	batch_096	already_present_exact_or_alias	M21B-E000936	PRNP	ADGRG6	PMCID:PMC5499706; PMID:27501152	ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mouse	The public PRNP-ADGRG6 row is already represented by graph edge(s) M21B-E000936. The public locator PMID:31462748 is an adhesion-GPCR review and is not treated as primary support; the existing graph edge-source records provide pair-specific studies for CD55/CD97, TG2/ADGRG1, integrin/ADGRE5, PrP/ADGRG6 or RTN4R/ADGRB1 in their stated assay contexts.	Do not add a duplicate edge from the public row or treat the adhesion-GPCR review as a pair-specific primary experiment. Preserve ligand form, adhesion-GPCR receptor processing, receptor-complex and species boundaries; the existing edge does not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000528	LR:RTN4R>ADGRB1	batch_096	already_present_exact_or_alias	M23B-E000848	RTN4R	ADGRB1	DOI:10.1016/j.cell.2021.10.016; PMCID:PMC8620742; PMID:34758294	contextual_or_unresolved	mixed	The public RTN4R-ADGRB1 row is already represented by graph edge(s) M23B-E000848. The public locator PMID:31462748 is an adhesion-GPCR review and is not treated as primary support; the existing graph edge-source records provide pair-specific studies for CD55/CD97, TG2/ADGRG1, integrin/ADGRE5, PrP/ADGRG6 or RTN4R/ADGRB1 in their stated assay contexts.	Do not add a duplicate edge from the public row or treat the adhesion-GPCR review as a pair-specific primary experiment. Preserve ligand form, adhesion-GPCR receptor processing, receptor-complex and species boundaries; the existing edge does not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000529	LR:CLEC2D>KLRB1	batch_097	already_present_exact_or_alias	M21B-E002973	CLEC2D	KLRB1	PMCID:PMC2577150; PMID:16339513; PMID:18453569	ligand_receptor_binding_or_activation;downstream_or_functional	human	The public CLEC2D-KLRB1 row is already represented by graph edge(s) M21B-E002973. The public locator PMID:24223577 is an NK-cell receptor/ligand review and is not treated as primary support; the existing graph edge-source records provide pair-specific studies for CLEC2D/KLRB1-family, CLEC2I/KLRB1F, H60A/KLRK1 or ULBP1/KLRK1 recognition and bounded NK-cell outputs.	Do not add a duplicate edge from the public row or treat the NK-cell review as a pair-specific primary experiment. Preserve receptor paralog, species, activating/inhibitory direction and NKG2D or NKRP1 complex boundaries; the existing edge does not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000530	LR:CLEC2D>KLRB1B	batch_097	already_present_exact_or_alias	M21B-E006653	CLEC2D	KLRB1B	DOI:10.1038/s41467-018-06989-2; PMCID:PMC6218473; PMID:30397201	ligand_receptor_binding_or_activation;downstream_or_functional	mouse	The public CLEC2D-KLRB1B row is already represented by graph edge(s) M21B-E006653. The public locator PMID:24223577 is an NK-cell receptor/ligand review and is not treated as primary support; the existing graph edge-source records provide pair-specific studies for CLEC2D/KLRB1-family, CLEC2I/KLRB1F, H60A/KLRK1 or ULBP1/KLRK1 recognition and bounded NK-cell outputs.	Do not add a duplicate edge from the public row or treat the NK-cell review as a pair-specific primary experiment. Preserve receptor paralog, species, activating/inhibitory direction and NKG2D or NKRP1 complex boundaries; the existing edge does not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000531	LR:CLEC2I>KLRB1F	batch_097	already_present_exact_or_alias	M21B-E006636	CLEC2I	KLRB1F	DOI:10.1038/ni954; PMID:12858173	ligand_receptor_binding_or_activation	mouse	The public CLEC2I-KLRB1F row is already represented by graph edge(s) M21B-E006636. The public locator PMID:24223577 is an NK-cell receptor/ligand review and is not treated as primary support; the existing graph edge-source records provide pair-specific studies for CLEC2D/KLRB1-family, CLEC2I/KLRB1F, H60A/KLRK1 or ULBP1/KLRK1 recognition and bounded NK-cell outputs.	Do not add a duplicate edge from the public row or treat the NK-cell review as a pair-specific primary experiment. Preserve receptor paralog, species, activating/inhibitory direction and NKG2D or NKRP1 complex boundaries; the existing edge does not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000532	LR:H60A>KLRK1	batch_097	already_present_exact_or_alias	M21B-E002967	H60A	KLRK1	PMCID:PMC3900321; PMID:11520456	ligand_receptor_binding_or_activation;downstream_or_functional	mouse	The public H60A-KLRK1 row is already represented by graph edge(s) M21B-E002967. The public locator PMID:24223577 is an NK-cell receptor/ligand review and is not treated as primary support; the existing graph edge-source records provide pair-specific studies for CLEC2D/KLRB1-family, CLEC2I/KLRB1F, H60A/KLRK1 or ULBP1/KLRK1 recognition and bounded NK-cell outputs.	Do not add a duplicate edge from the public row or treat the NK-cell review as a pair-specific primary experiment. Preserve receptor paralog, species, activating/inhibitory direction and NKG2D or NKRP1 complex boundaries; the existing edge does not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000533	LR:ULBP1>KLRK1	batch_097	already_present_exact_or_alias	M21B-E002958	ULBP1	KLRK1	DOI:10.4049/jimmunol.168.2.671; PMID:11239445; PMID:11777960	ligand_receptor_binding_or_activation;downstream_or_functional	human	The public ULBP1-KLRK1 row is already represented by graph edge(s) M21B-E002958. The public locator PMID:24223577 is an NK-cell receptor/ligand review and is not treated as primary support; the existing graph edge-source records provide pair-specific studies for CLEC2D/KLRB1-family, CLEC2I/KLRB1F, H60A/KLRK1 or ULBP1/KLRK1 recognition and bounded NK-cell outputs.	Do not add a duplicate edge from the public row or treat the NK-cell review as a pair-specific primary experiment. Preserve receptor paralog, species, activating/inhibitory direction and NKG2D or NKRP1 complex boundaries; the existing edge does not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000534	LR:IGF1>ITGA6+ITGB4	batch_098	already_present_exact_or_alias	M21B-E000632	IGF1	ITGA6+ITGB4	PMID:22351760	ligand_receptor_binding_or_activation;downstream_or_functional	human	The public IGF1-ITGA6+ITGB4 row is already represented by graph edge(s) M21B-E000632. The public locators PMID:28873464 and PMID:28190785 are review or review-guided sources and are not treated as the sole primary support; the existing graph edge-source records provide pair-specific IGF1/IGF2-integrin binding, integrin/IGF1R ternary-complex and bounded signaling/output studies.	Do not add a duplicate edge from the public row or treat an integrin subunit as a free-standing receptor. Preserve the ITGA6+ITGB4 or ITGAV+ITGB3 heterodimer, IGF ligand form, IGF1R crosstalk and assay/species boundaries; the existing edge does not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000535	LR:IGF1>ITGAV+ITGB3	batch_098	already_present_exact_or_alias	M21B-E000622	IGF1	ITGAV+ITGB3	PMCID:PMC2782004; PMID:19578119	ligand_receptor_binding_or_activation;downstream_or_functional	human	The public IGF1-ITGAV+ITGB3 row is already represented by graph edge(s) M21B-E000622. The public locators PMID:28873464 and PMID:28190785 are review or review-guided sources and are not treated as the sole primary support; the existing graph edge-source records provide pair-specific IGF1/IGF2-integrin binding, integrin/IGF1R ternary-complex and bounded signaling/output studies.	Do not add a duplicate edge from the public row or treat an integrin subunit as a free-standing receptor. Preserve the ITGA6+ITGB4 or ITGAV+ITGB3 heterodimer, IGF ligand form, IGF1R crosstalk and assay/species boundaries; the existing edge does not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000536	LR:IGF2>ITGA6+ITGB4	batch_098	already_present_exact_or_alias	M21B-E000633	IGF2	ITGA6+ITGB4	PMCID:PMC5584928; PMID:28873464	ligand_receptor_binding_or_activation;downstream_or_functional	human	The public IGF2-ITGA6+ITGB4 row is already represented by graph edge(s) M21B-E000633. The public locators PMID:28873464 and PMID:28190785 are review or review-guided sources and are not treated as the sole primary support; the existing graph edge-source records provide pair-specific IGF1/IGF2-integrin binding, integrin/IGF1R ternary-complex and bounded signaling/output studies.	Do not add a duplicate edge from the public row or treat an integrin subunit as a free-standing receptor. Preserve the ITGA6+ITGB4 or ITGAV+ITGB3 heterodimer, IGF ligand form, IGF1R crosstalk and assay/species boundaries; the existing edge does not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000537	LR:IGF2>ITGAV+ITGB3	batch_098	already_present_exact_or_alias	M21B-E000623	IGF2	ITGAV+ITGB3	PMCID:PMC5584928; PMID:28873464	ligand_receptor_binding_or_activation;downstream_or_functional	mixed	The public IGF2-ITGAV+ITGB3 row is already represented by graph edge(s) M21B-E000623. The public locators PMID:28873464 and PMID:28190785 are review or review-guided sources and are not treated as the sole primary support; the existing graph edge-source records provide pair-specific IGF1/IGF2-integrin binding, integrin/IGF1R ternary-complex and bounded signaling/output studies.	Do not add a duplicate edge from the public row or treat an integrin subunit as a free-standing receptor. Preserve the ITGA6+ITGB4 or ITGAV+ITGB3 heterodimer, IGF ligand form, IGF1R crosstalk and assay/species boundaries; the existing edge does not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000538	LR:CD40LG>ITGA2B+ITGB3	batch_099	already_present_exact_or_alias	M21B-E000624	CD40LG	ITGA2B+ITGB3	DOI:10.1073/pnas.2032886100; PMCID:PMC218764; PMID:14519852	ligand_receptor_binding_or_activation;downstream_or_functional;contextual_or_unresolved	both; human	The public CD40LG-ITGA2B+ITGB3 row is already represented by graph edge(s) M21B-E000624;M23B-E000320. The public locator PMID:28676852 is a CD40L receptor review and is not treated as primary support; the existing graph edge-source records provide pair-specific CD40L-integrin binding and bounded platelet, endothelial or leukocyte functional studies.	Do not add a duplicate edge from the public row or treat the CD40L review as a pair-specific primary experiment. Preserve the alphaIIb-beta3, alpha5-beta1 or alphaM-beta2 heterodimer, soluble versus membrane CD40L form, biased-adhesive versus signaling behavior and species/cell context; the existing edge does not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000539	LR:CD40LG>ITGA2B+ITGB3	batch_099	already_present_exact_or_alias	M23B-E000320	CD40LG	ITGA2B+ITGB3	DOI:10.1073/pnas.2032886100; PMCID:PMC218764; PMID:14519852	ligand_receptor_binding_or_activation;downstream_or_functional;contextual_or_unresolved	both; human	The public CD40LG-ITGA2B+ITGB3 row is already represented by graph edge(s) M21B-E000624;M23B-E000320. The public locator PMID:28676852 is a CD40L receptor review and is not treated as primary support; the existing graph edge-source records provide pair-specific CD40L-integrin binding and bounded platelet, endothelial or leukocyte functional studies.	Do not add a duplicate edge from the public row or treat the CD40L review as a pair-specific primary experiment. Preserve the alphaIIb-beta3, alpha5-beta1 or alphaM-beta2 heterodimer, soluble versus membrane CD40L form, biased-adhesive versus signaling behavior and species/cell context; the existing edge does not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000540	LR:CD40LG>ITGA5+ITGB1	batch_099	already_present_exact_or_alias	M21B-E005466	CD40LG	ITGA5+ITGB1	DOI:10.1074/jbc.M608342200; PMCID:PMC7960543; PMID:17182621; PMID:22461623; PMID:25403978	ligand_receptor_binding_or_activation;downstream_or_functional;contextual_or_unresolved	human	The public CD40LG-ITGA5+ITGB1 row is already represented by graph edge(s) M21B-E005466;M23B-E000928. The public locator PMID:28676852 is a CD40L receptor review and is not treated as primary support; the existing graph edge-source records provide pair-specific CD40L-integrin binding and bounded platelet, endothelial or leukocyte functional studies.	Do not add a duplicate edge from the public row or treat the CD40L review as a pair-specific primary experiment. Preserve the alphaIIb-beta3, alpha5-beta1 or alphaM-beta2 heterodimer, soluble versus membrane CD40L form, biased-adhesive versus signaling behavior and species/cell context; the existing edge does not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000541	LR:CD40LG>ITGA5+ITGB1	batch_099	already_present_exact_or_alias	M23B-E000928	CD40LG	ITGA5+ITGB1	DOI:10.1074/jbc.M608342200; PMCID:PMC7960543; PMID:17182621; PMID:22461623; PMID:25403978	ligand_receptor_binding_or_activation;downstream_or_functional;contextual_or_unresolved	human	The public CD40LG-ITGA5+ITGB1 row is already represented by graph edge(s) M21B-E005466;M23B-E000928. The public locator PMID:28676852 is a CD40L receptor review and is not treated as primary support; the existing graph edge-source records provide pair-specific CD40L-integrin binding and bounded platelet, endothelial or leukocyte functional studies.	Do not add a duplicate edge from the public row or treat the CD40L review as a pair-specific primary experiment. Preserve the alphaIIb-beta3, alpha5-beta1 or alphaM-beta2 heterodimer, soluble versus membrane CD40L form, biased-adhesive versus signaling behavior and species/cell context; the existing edge does not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000542	LR:CD40LG>ITGAM+ITGB2	batch_099	already_present_exact_or_alias	M21B-E000604	CD40LG	ITGAM+ITGB2	PMCID:PMC3291815; PMID:17372166	ligand_receptor_binding_or_activation;downstream_or_functional;ligand_receptor_or_direct_molecular	both; human	The public CD40LG-ITGAM+ITGB2 row is already represented by graph edge(s) M21B-E000604;M23B-E001038. The public locator PMID:28676852 is a CD40L receptor review and is not treated as primary support; the existing graph edge-source records provide pair-specific CD40L-integrin binding and bounded platelet, endothelial or leukocyte functional studies.	Do not add a duplicate edge from the public row or treat the CD40L review as a pair-specific primary experiment. Preserve the alphaIIb-beta3, alpha5-beta1 or alphaM-beta2 heterodimer, soluble versus membrane CD40L form, biased-adhesive versus signaling behavior and species/cell context; the existing edge does not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000543	LR:CD40LG>ITGAM+ITGB2	batch_099	already_present_exact_or_alias	M23B-E001038	CD40LG	ITGAM+ITGB2	PMCID:PMC3291815; PMID:17372166	ligand_receptor_binding_or_activation;downstream_or_functional;ligand_receptor_or_direct_molecular	both; human	The public CD40LG-ITGAM+ITGB2 row is already represented by graph edge(s) M21B-E000604;M23B-E001038. The public locator PMID:28676852 is a CD40L receptor review and is not treated as primary support; the existing graph edge-source records provide pair-specific CD40L-integrin binding and bounded platelet, endothelial or leukocyte functional studies.	Do not add a duplicate edge from the public row or treat the CD40L review as a pair-specific primary experiment. Preserve the alphaIIb-beta3, alpha5-beta1 or alphaM-beta2 heterodimer, soluble versus membrane CD40L form, biased-adhesive versus signaling behavior and species/cell context; the existing edge does not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000544	LR:DLL4>NOTCH2	batch_100	already_present_exact_or_alias	M21B-E006623	DLL4	NOTCH2	DOI:10.7554/eLife.40045; PMCID:PMC6202052; PMID:30289388	ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mouse	The public DLL4-NOTCH2 row is already represented by graph edge(s) M21B-E006623. The public locators are review, pathway, or primary-study records and are not treated as a substitute for pair-specific validation; the existing graph edge-source records provide primary-supported ligand-receptor binding or activation and bounded receptor-proximal or functional observations.	Do not add a duplicate edge from the public row. Preserve ligand processing or presentation, receptor complex and paralog boundaries, species and cell-system context, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000545	LR:GHRH>GHSR	batch_100	already_present_exact_or_alias	M21B-E011612	GHRH	GHSR	DOI:10.1073/pnas.0811680106; PMCID:PMC2603429; PMID:19088192	ligand_receptor_binding_or_activation;receptor_proximal_or_pathway	human	The public GHRH-GHSR row is already represented by graph edge(s) M21B-E011612. The public locators are review, pathway, or primary-study records and are not treated as a substitute for pair-specific validation; the existing graph edge-source records provide primary-supported ligand-receptor binding or activation and bounded receptor-proximal or functional observations.	Do not add a duplicate edge from the public row. Preserve ligand processing or presentation, receptor complex and paralog boundaries, species and cell-system context, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000546	LR:HGF>MET	batch_100	already_present_exact_or_alias	M21B-E000167	HGF	MET	PMID:15218027	ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mixed	The public HGF-MET row is already represented by graph edge(s) M21B-E000167. The public locators are review, pathway, or primary-study records and are not treated as a substitute for pair-specific validation; the existing graph edge-source records provide primary-supported ligand-receptor binding or activation and bounded receptor-proximal or functional observations.	Do not add a duplicate edge from the public row. Preserve ligand processing or presentation, receptor complex and paralog boundaries, species and cell-system context, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000547	LR:ICAM1>SPN	batch_100	already_present_exact_or_alias	M21B-E011613	ICAM1	SPN	DOI:10.1038/354233a0; PMID:1683685	ligand_receptor_binding_or_activation;downstream_or_functional	both	The public ICAM1-SPN row is already represented by graph edge(s) M21B-E011613. The public locators are review, pathway, or primary-study records and are not treated as a substitute for pair-specific validation; the existing graph edge-source records provide primary-supported ligand-receptor binding or activation and bounded receptor-proximal or functional observations.	Do not add a duplicate edge from the public row. Preserve ligand processing or presentation, receptor complex and paralog boundaries, species and cell-system context, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000548	LR:JAG1>NOTCH1	batch_100	already_present_exact_or_alias	M21B-E011614	JAG1	NOTCH1	DOI:10.1006/bbrc.2000.3469; PMID:11006133	ligand_receptor_binding_or_activation	mixed	The public JAG1-NOTCH1 row is already represented by graph edge(s) M21B-E011614. The public locators are review, pathway, or primary-study records and are not treated as a substitute for pair-specific validation; the existing graph edge-source records provide primary-supported ligand-receptor binding or activation and bounded receptor-proximal or functional observations.	Do not add a duplicate edge from the public row. Preserve ligand processing or presentation, receptor complex and paralog boundaries, species and cell-system context, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000549	LR:MIF>ACKR3	batch_100	already_present_exact_or_alias	M21B-E002369	MIF	ACKR3	PMID:26139098	ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	both	The public MIF-ACKR3 row is already represented by graph edge(s) M21B-E002369. The public locators are review, pathway, or primary-study records and are not treated as a substitute for pair-specific validation; the existing graph edge-source records provide primary-supported ligand-receptor binding or activation and bounded receptor-proximal or functional observations.	Do not add a duplicate edge from the public row. Preserve ligand processing or presentation, receptor complex and paralog boundaries, species and cell-system context, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000550	LR:NGF>NTRK1	batch_100	already_present_exact_or_alias	M21B-E000321	NGF	NTRK1	PMID:1706478	ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mixed	The public NGF-NTRK1 row is already represented by graph edge(s) M21B-E000321. The public locators are review, pathway, or primary-study records and are not treated as a substitute for pair-specific validation; the existing graph edge-source records provide primary-supported ligand-receptor binding or activation and bounded receptor-proximal or functional observations.	Do not add a duplicate edge from the public row. Preserve ligand processing or presentation, receptor complex and paralog boundaries, species and cell-system context, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000551	LR:NTF3>NTRK1	batch_100	already_present_exact_or_alias	M21B-E005574	NTF3	NTRK1	PMID:7972023; PMID:9015308	ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mixed	The public NTF3-NTRK1 row is already represented by graph edge(s) M21B-E005574. The public locators are review, pathway, or primary-study records and are not treated as a substitute for pair-specific validation; the existing graph edge-source records provide primary-supported ligand-receptor binding or activation and bounded receptor-proximal or functional observations.	Do not add a duplicate edge from the public row. Preserve ligand processing or presentation, receptor complex and paralog boundaries, species and cell-system context, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000552	LR:RETN>TLR4	batch_100	already_present_exact_or_alias	M24B-E000077	RETN	TLR4	DOI:10.1111/j.1582-4934.2009.00899.x; PMCID:PMC3829009; PMID:19754671	ligand_receptor_or_direct_molecular	both	The public RETN-TLR4 row is already represented by graph edge(s) M24B-E000077. The public locators are review, pathway, or primary-study records and are not treated as a substitute for pair-specific validation; the existing graph edge-source records provide primary-supported ligand-receptor binding or activation and bounded receptor-proximal or functional observations.	Do not add a duplicate edge from the public row. Preserve ligand processing or presentation, receptor complex and paralog boundaries, species and cell-system context, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000553	LR:SCGB3A2>MARCO	batch_100	already_present_exact_or_alias	M21B-E006354	SCGB3A2	MARCO	DOI:10.4049/jimmunol.171.2.924; PMID:12847263	ligand_receptor_binding_or_activation	human	The public SCGB3A2-MARCO row is already represented by graph edge(s) M21B-E006354. The public locators are review, pathway, or primary-study records and are not treated as a substitute for pair-specific validation; the existing graph edge-source records provide primary-supported ligand-receptor binding or activation and bounded receptor-proximal or functional observations.	Do not add a duplicate edge from the public row. Preserve ligand processing or presentation, receptor complex and paralog boundaries, species and cell-system context, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000554	LR:CCL12>CCR2	batch_101	already_present_exact_or_alias	M21B-E007150	CCL12	CCR2	PMID:18334747	ligand_receptor_binding_or_activation;downstream_or_functional	mouse	The public CCL12-CCR2 row is already represented by graph edge(s) M21B-E007150. The public locators are pathway, review, or contextual records and are not treated as a substitute for pair-specific validation; the existing graph edge-source records provide primary-supported ligand-receptor binding or activation and bounded receptor-proximal or functional observations.	Do not add a duplicate edge from the public row. Preserve ligand form, receptor complex or paralog boundaries, species and cell-system context, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000555	LR:CD160>TNFRSF14	batch_101	already_present_exact_or_alias	M21B-E000695	CD160	TNFRSF14	DOI:10.1186/s12967-014-0217-y; PMCID:PMC4163173; PMCID:PMC7477951; PMID:25179432	ligand_receptor_binding_or_activation;downstream_or_functional	human	The public CD160-TNFRSF14 row is already represented by graph edge(s) M21B-E000695. The public locators are pathway, review, or contextual records and are not treated as a substitute for pair-specific validation; the existing graph edge-source records provide primary-supported ligand-receptor binding or activation and bounded receptor-proximal or functional observations.	Do not add a duplicate edge from the public row. Preserve ligand form, receptor complex or paralog boundaries, species and cell-system context, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000556	LR:CD40LG>CD40	batch_101	already_present_exact_or_alias	M21B-E000679	CD40LG	CD40	DOI:10.1073/pnas.1016567108; PMCID:PMC3064178; PMID:21285457; PMID:7664782	ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	human	The public CD40LG-CD40 row is already represented by graph edge(s) M21B-E000679. The public locators are pathway, review, or contextual records and are not treated as a substitute for pair-specific validation; the existing graph edge-source records provide primary-supported ligand-receptor binding or activation and bounded receptor-proximal or functional observations.	Do not add a duplicate edge from the public row. Preserve ligand form, receptor complex or paralog boundaries, species and cell-system context, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:000557	LR:CD70>CD27	batch_101	already_present_exact_or_alias	M21B-E000678	CD70	CD27	DOI:10.1093/intimm/6.3.477; PMID:7876536; PMID:8120384; PMID:8186199	ligand_receptor_binding_or_activation;downstream_or_functional	both	The public CD70-CD27 row is already represented by graph edge(s) M21B-E000678. The public locators are pathway, review, or contextual records and are not treated as a substitute for pair-specific validation; the existing graph edge-source records provide primary-supported ligand-receptor binding or activation and bounded receptor-proximal or functional observations.	Do not add a duplicate edge from the public row. Preserve ligand form, receptor complex or paralog boundaries, species and cell-system context, and the distinction between binding, receptor-proximal signaling and functional output; the existing edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
