edge_id	source_node_id	target_node_id	pathway_label	relation_type	effect_polarity	species_context	cell_type_context	compartment_context	injury_context	evidence_status	context_scope	export_priority	notes
EDGE03628	NODE11484	NODE11485	cell_state_program	The exact reviewed branch is associated with CREB activity and a downstream transcriptional program; no single TF-target edge is claimed	unknown					reviewed_program_association	The primary evidence supports a bounded CREB pathway/program association in the cited model, not direct TF binding or TF-target regulation. CCK receptor coupling differs by cell type and ligand concentration; the NTS study uses systemic CCK and receptor localization rather than a purified receptor-only reconstruction. It does not establish the same program in an SCI receiver cell or prove that every component of the submitted Cck Cckar handoff has the same downstream TF context.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03629	NODE11484	NODE11486	cell_state_program	NR2A-containing NMDAR activation associates with CREB activity and Bdnf transcription	activating					reviewed_program_association	Subtype-informed program, not exact GRIN1/GRIN2A plus SLC17A6/GLS source-composite proof; no CREB occupancy at Bdnf in this study.;Subtype-informed program, not exact GRIN1/GRIN2A plus Glu-SLC17A7_GLS source-composite proof; no CREB occupancy at Bdnf was shown in the subtype study.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03630	NODE11484	NODE11486	cell_state_program	NR2B-containing NMDAR activation associates with CREB activity and Bdnf transcription	activating					reviewed_program_association	NR2B dependence is supported, but exact GRIN1/GRIN2B/source-composite coupling and CREB target occupancy were not established.;NR2B dependence is supported in a CRE-transcription assay, but exact GRIN1/GRIN2B plus Glu-SLC17A7_GLS source coupling and CREB target occupancy were not established.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03631	NODE11484	NODE11498	cell_state_program	CRH activation of CRHR1 is associated with cAMP/PKA and MAPK branches that include CREB-dependent transcription	activating					reviewed_program_association	The branch is neuronal- and microglia-context dependent; CREB-dependent transcription and phospho-signaling were not resolved as a direct CRH-CRHR1-specific target edge.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03632	NODE11484	NODE11499	phenotype	CRH-CRHR1 signaling is associated with microglial proliferation or TNF release and neuronal maturation outputs	unknown					reviewed_phenotype_only	These phenotypes are downstream of CRHR1 signaling and do not establish direct CREB binding or a specific SCI microglial or neuronal outcome.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03633	NODE11484	NODE11613	target_gene	induces_target_gene	activating					reviewed_direct_target	Direct evidence is for DOI-activated Htr2a, not endogenous serotonin supplied by TPH1 or vesicular SLC18A1/SLC18A2. The cortical plasticity model is not an SCI receiver-cell assay, and pCREB occupancy does not resolve all CREB isoform or cofactor requirements.;Direct evidence is for DOI-activated Htr2a, not endogenous serotonin supplied by TPH2 with vesicular SLC18A2 or SLC6A4. The cortical plasticity model is not an SCI receiver-cell assay, and pCREB occupancy does not resolve all CREB isoform or cofactor requirements.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03634	NODE11484	NODE11689	target_gene	regulates_target_gene	unknown					reviewed_direct_target	The study directly supports CREB occupancy at the CycD1 promoter in a serotonin-Htr1b osteoblast context and links the ligand source to Tph1 in gut cells. SLC6A4 is not the tested source determinant, and the osteoblast/bone model does not establish the same edge in SCI receiver cells.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03635	NODE11484	NODE11735	cell_state_program	D2-like receptor agonism modulates cAMP-CREB signaling and helper-T-cell transcriptional states	unknown					reviewed_program_association	The study uses the D2-like agonist quinpirole and concludes that D3/D4 are prominent, so receptor-subtype attribution is not fully resolved across the three handoffs. TF expression and phospho-CREB were measured without direct occupancy or a single-gene regulatory assay, and the T-cell model is not SCI receiver-cell evidence.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03636	NODE11484	NODE11736	cell_state_program	D1 receptor stimulation produces PKA/NMDA-dependent CREB phosphorylation and CRE-reporter output	unknown					reviewed_program_association	The study supports a DRD1-linked CREB activation and CRE-reporter program, not CREB occupancy at an endogenous target gene. CREB output required glutamatergic/NMDA and calcium context, and the handoff represents dopamine production from DOPA rather than a receptor-specific SCI receiver-cell experiment.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03637	NODE11484	NODE11977	target_gene	induces_target_gene	activating					reviewed_regulatory_support	The primary studies support receptor-to-CREB-dependent Fmr1/FMRP regulation, but do not show CREB occupancy at the Fmr1 regulatory region. GABAB1 versus GABAB2 contributions are not resolved as standalone handoffs, and the GAD2/SLC6A1 or SLC6A11 source/transport branches were not perturbed. This is indirect regulatory support, not direct TF binding.;The studies support receptor-to-CREB-dependent Fmr1/FMRP regulation but do not show CREB occupancy at the Fmr1 regulatory region. GABBR1 versus GABBR2 contributions are unresolved, and the GAD2/SLC6A12 source/transport branch was not perturbed; this is indirect regulatory support, not direct TF binding.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03638	NODE11484	NODE11977	target_gene	induces_target_gene	activating					reviewed_regulatory_support	The primary study supports GABAB-CREB-dependent Fmrp regulation in neuronal models but does not establish CREB occupancy at the Fmr1 regulatory region. It does not distinguish the two GABA biosynthesis/reuptake source labels or prove an SCI receiver-cell effect.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03639	NODE11484	NODE11994	cell_state_program	GABA_A receptor activation is associated with Ca2+-dependent BDNF/TrkB signaling and CREB phosphorylation; no exact subtype-specific target locus	activating					reviewed_program_association	Muscimol/GABA-A agonist experiments were performed in developing or immature cortical neurons and did not isolate the submitted alpha/beta/gamma/delta/epsilon/theta receptor composition or GAD1/SLC6A1 branch. pCREB and BDNF/TrkB output are program-level evidence, not CREB binding or target-gene regulation; no SCI receiver-cell model.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03640	NODE11484	NODE12017	phenotype	GIP-GIPR-CREB/TORC2 signaling is associated with adipocyte LPL expression and lipid-metabolic output	unknown					reviewed_phenotype_only	The phenotype is adipose-context dependent and does not imply that the exact GIP-GIPR handoff operates in SCI receiver cells.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03641	NODE11484	NODE12050	target_gene	induces_target_gene	activating					reviewed_regulatory_support	The exact study supports CREB-dependent promoter regulation and pathway causality but does not provide a matched CREB ChIP assay after gastrin-CCKBR stimulation; breast-cancer results are a separate context.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03642	NODE11484	NODE12051	phenotype	Gastrin-CCKBR signaling is associated with gastric endocrine-gene output and cancer-cell proliferation	unknown					reviewed_phenotype_only	The phenotype is downstream of CCKBR signaling and is not evidence of direct CREB binding or an SCI outcome.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03643	NODE11484	NODE12076	cell_state_program	NR2A-containing NMDAR activation associates with CREB-linked BDNF transcription	activating					reviewed_program_association	NR2A-linked BDNF expression and Ca2+-CREB regulation are supported, but the BDNF promoter study is not an exact GRIN1_GRIN2A/SLC17A7_GLS2 source-composite experiment and does not establish receptor-specific CREB occupancy.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03644	NODE11484	NODE12078	cell_state_program	mGluR1 activation associates with ERK-dependent CREB activation and c-fos induction during transcription-dependent plasticity	activating					reviewed_program_association	The primary study supports an mGluR1-linked CREB program, not direct CREB occupancy at c-fos. Group-I receptor pharmacology, neuronal plasticity context, and the unmanipulated SLC17A7_GLS2 source composite limit exact transfer.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03645	NODE11484	NODE12079	cell_state_program	Selective mGlu2 stimulation associates with IGF1R transactivation, ERK1/2 activation, and CREB phosphorylation	activating					reviewed_program_association	This is receptor-specific intracellular signaling with a TF activation readout, not a target-locus assay. No CREB occupancy or target-gene regulation was measured; source-composite coupling and SCI receiver-cell relevance remain untested.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03646	NODE11484	NODE12083	cell_state_program	NR2A-containing NMDAR activation associates with CREB phosphorylation and Bdnf transcription	activating					reviewed_program_association	Subtype-informed CREB-Bdnf evidence is supported, but the source composite and exact GRIN1_GRIN2A receptor were not isolated in the transcription study. No receptor-specific CREB occupancy at Bdnf was demonstrated; the record is a program association, not direct binding.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03647	NODE11484	NODE12084	cell_state_program	mGluR1 activation associates with ERK-dependent CREB activation and immediate-early transcription	activating					reviewed_program_association	The primary studies support a group-I/mGluR1-linked CREB program, not direct CREB occupancy at c-fos. Pharmacology is not fully exclusive across group-I receptors, and the SLC17A8_GLS source composite was not manipulated.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03648	NODE11484	NODE12085	cell_state_program	Selective mGlu2 activation associates with IGF1R transactivation, ERK signaling, and CREB phosphorylation	activating					reviewed_program_association	mGlu2-linked ERK-CREB signaling is supported, but pCREB is not a target-locus assay and no direct CREB occupancy or causal CREB target perturbation was shown. Heterologous and cortical models did not test the SLC17A8_GLS source composite.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03649	NODE11484	NODE12088	cell_state_program	NR2A-containing NMDAR activation associates with CREB-linked BDNF transcription	activating					reviewed_program_association	NR2A-linked BDNF expression and Ca2+-CREB regulation are supported, but the BDNF promoter study is not an exact GRIN1_GRIN2A/SLC17A8_GLS2 source-composite experiment and does not establish receptor-specific CREB occupancy.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03650	NODE11484	NODE12090	cell_state_program	mGluR1 activation associates with ERK-dependent CREB activation and c-fos induction during transcription-dependent plasticity	activating					reviewed_program_association	The primary study supports an mGluR1-linked CREB program, not direct CREB occupancy at c-fos. Group-I receptor pharmacology, neuronal plasticity context, and the unmanipulated SLC17A8_GLS2 source composite limit exact transfer.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03651	NODE11484	NODE12091	cell_state_program	Selective mGlu2 stimulation associates with IGF1R transactivation, ERK1/2 activation, and CREB phosphorylation	activating					reviewed_program_association	This is receptor-specific intracellular signaling with a TF activation readout, not a target-locus assay. No CREB occupancy or target-gene regulation was measured; source-composite coupling and SCI receiver-cell relevance remain untested.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03652	NODE11484	NODE12094	cell_state_program	NR2A-containing NMDAR activation associates with CREB-linked BDNF transcription	activating					reviewed_program_association	NR2A-linked BDNF expression and Ca2+-CREB regulation are supported, but the BDNF promoter study is not an exact GRIN1_GRIN2A/SLC1A1_GLS source-composite experiment and does not establish receptor-specific CREB occupancy.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03653	NODE11484	NODE12096	cell_state_program	mGluR1 activation associates with ERK-dependent CREB activation and c-fos induction during transcription-dependent plasticity	activating					reviewed_program_association	The primary study supports an mGluR1-linked CREB program, not direct CREB occupancy at c-fos. Group-I receptor pharmacology, neuronal plasticity context, and the unmanipulated SLC1A1_GLS source composite limit exact transfer.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03654	NODE11484	NODE12097	cell_state_program	Selective mGlu2 stimulation associates with IGF1R transactivation, ERK1/2 activation, and CREB phosphorylation	activating					reviewed_program_association	This is receptor-specific intracellular signaling with a TF activation readout, not a target-locus assay. No CREB occupancy or target-gene regulation was measured; source-composite coupling and SCI receiver-cell relevance remain untested.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03655	NODE11484	NODE12100	cell_state_program	NR2A-containing NMDAR activation associates with CREB-linked BDNF transcription	activating					reviewed_program_association	NR2A-linked BDNF expression and Ca2+-CREB regulation are supported, but the promoter work is not an exact GRIN1_GRIN2A/SLC1A1_GLS2 source-composite experiment and does not establish receptor-specific CREB occupancy.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03656	NODE11484	NODE12102	cell_state_program	mGluR1 activation associates with ERK-dependent CREB activation and c-fos induction during transcription-dependent plasticity	activating					reviewed_program_association	The primary studies support an mGluR1-linked CREB/immediate-early program, not direct CREB occupancy at c-fos or Arc. Group-I receptor pharmacology and the unmanipulated SLC1A1/GLS2 source composite limit exact transfer.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03657	NODE11484	NODE12103	cell_state_program	Selective mGlu2 activation associates with IGF1R transactivation, ERK signaling, and CREB phosphorylation	activating					reviewed_program_association	pCREB is not a target-locus assay; the study is receptor-selective but does not establish a terminal CREB target gene or direct binding. The SLC1A1/GLS2 source composite was not manipulated.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03658	NODE11484	NODE12108	cell_state_program	NR2A-containing NMDAR activation associates with CREB-linked BDNF transcription	activating					reviewed_program_association	NR2A-linked CREB/BDNF activity is supported, but the studies do not establish receptor-specific CREB occupancy downstream of the exact GRIN1/GRIN2A complex or manipulate the SLC1A2/GLS source composite.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03659	NODE11484	NODE12110	cell_state_program	mGluR1 activation associates with ERK-dependent CREB activation and c-fos induction during transcription-dependent plasticity	activating					reviewed_program_association	The evidence supports an mGluR1-linked CREB program, not direct CREB occupancy at c-fos. Group-I receptor pharmacology, neuronal-plasticity context, and unmanipulated SLC1A2/GLS source coupling limit exact transfer.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03660	NODE11484	NODE12111	cell_state_program	Selective mGlu2 stimulation associates with IGF1R transactivation, ERK1/2 activation, and CREB phosphorylation	activating					reviewed_program_association	This is receptor-specific intracellular signaling with a TF activation readout, not CREB occupancy or target-gene regulation. Source-composite coupling and SCI receiver-cell relevance remain untested.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03661	NODE11484	NODE12114	cell_state_program	NR2A-containing NMDAR activation associates with CREB-linked BDNF transcription	activating					reviewed_program_association	NR2A-linked BDNF expression and Ca2+-CREB regulation are supported, but the evidence is not an exact GRIN1_GRIN2A/SLC1A2_GLS2 source-composite experiment and does not establish receptor-specific CREB occupancy at Bdnf.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03662	NODE11484	NODE12116	cell_state_program	mGluR1 activation associates with ERK-dependent CREB activation and c-fos induction during transcription-dependent plasticity	activating					reviewed_program_association	The primary studies support an mGluR1-linked CREB program, not direct CREB occupancy at c-fos. Group-I receptor pharmacology, neuronal plasticity context, and the unmanipulated SLC1A2_GLS2 source composite limit exact transfer.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03663	NODE11484	NODE12117	cell_state_program	Selective mGlu2 stimulation associates with IGF1R transactivation, ERK1/2 activation, and CREB phosphorylation	activating					reviewed_program_association	This is receptor-specific intracellular signaling with a TF activation readout, not a target-locus assay. No CREB occupancy or target-gene regulation was measured; SLC1A2_GLS2 source coupling and SCI receiver-cell relevance remain untested.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03664	NODE11484	NODE12119	cell_state_program	NR2A-containing NMDAR activation associates with CREB-linked BDNF transcription	activating					reviewed_program_association	NR2A-linked BDNF expression and Ca2+-CREB regulation are supported, but the evidence is not an exact GRIN1_GRIN2A/SLC1A3_GLS source-composite experiment and does not establish receptor-specific CREB occupancy at Bdnf.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03665	NODE11484	NODE12121	cell_state_program	mGluR1 activation associates with ERK-dependent CREB activation and c-fos induction during transcription-dependent plasticity	activating					reviewed_program_association	The primary studies support an mGluR1-linked CREB program, not direct CREB occupancy at c-fos. Group-I receptor pharmacology, neuronal plasticity context, and the unmanipulated SLC1A3_GLS source composite limit exact transfer.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03666	NODE11484	NODE12122	cell_state_program	Selective mGlu2 stimulation associates with IGF1R transactivation, ERK1/2 activation, and CREB phosphorylation	activating					reviewed_program_association	This is receptor-specific intracellular signaling with a TF activation readout, not a target-locus assay. No CREB occupancy or target-gene regulation was measured; SLC1A3_GLS source coupling and SCI receiver-cell relevance remain untested.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03667	NODE11484	NODE12124	cell_state_program	NR2A-containing NMDAR activation associates with CREB-linked BDNF transcription	activating					reviewed_program_association	NR2A-linked BDNF expression and Ca2+-CREB regulation are supported, but this is not an exact GRIN1_GRIN2A/SLC1A3_GLS2 source-composite experiment and does not establish receptor-specific CREB occupancy at Bdnf.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03668	NODE11484	NODE12126	cell_state_program	mGluR1 activation associates with ERK-dependent CREB activation and c-fos induction during transcription-dependent plasticity	activating					reviewed_program_association	The primary studies support an mGluR1-linked CREB program, not direct CREB occupancy at c-fos. Group-I receptor pharmacology, neuronal-plasticity context, and the unmanipulated SLC1A3_GLS2 source composite limit exact transfer.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03669	NODE11484	NODE12127	cell_state_program	Selective mGlu2 stimulation associates with IGF1R transactivation, ERK1/2 activation, and CREB phosphorylation	activating					reviewed_program_association	This is receptor-specific intracellular signaling with a TF activation readout, not CREB occupancy or target-gene regulation. SLC1A3_GLS2 source coupling and SCI receiver-cell relevance remain untested.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03670	NODE11484	NODE12130	cell_state_program	NR2A-containing NMDAR activation associates with CREB-linked BDNF transcription	activating					reviewed_program_association	NR2A-linked BDNF expression and Ca2+-CREB regulation are supported, but this is not an exact GRIN1_GRIN2A/SLC1A6_GLS source-composite experiment and does not establish receptor-specific CREB occupancy at Bdnf.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03671	NODE11484	NODE12132	cell_state_program	mGluR1 activation associates with ERK-dependent CREB activation and c-fos induction during transcription-dependent plasticity	activating					reviewed_program_association	The primary studies support an mGluR1-linked CREB program, not direct CREB occupancy at c-fos. Group-I receptor pharmacology, neuronal plasticity context, and the unmanipulated SLC1A6/GLS source composite limit exact transfer.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03672	NODE11484	NODE12133	cell_state_program	Selective mGlu2 stimulation associates with IGF1R transactivation, ERK1/2 activation, and CREB phosphorylation	activating					reviewed_program_association	This is receptor-specific intracellular signaling with a TF activation readout, not a target-locus assay. No CREB occupancy or target-gene regulation was measured; SLC1A6/GLS source coupling and SCI receiver-cell relevance remain untested.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03673	NODE11484	NODE12136	cell_state_program	NR2A-containing NMDAR activation associates with CREB-linked BDNF transcription	activating					reviewed_program_association	NR2A-linked BDNF expression and Ca2+-CREB regulation are supported, but this is not an exact GRIN1_GRIN2A/SLC1A6_GLS2 source-composite experiment and does not establish receptor-specific CREB occupancy at Bdnf.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03674	NODE11484	NODE12138	cell_state_program	mGluR1 activation associates with ERK-dependent CREB activation and c-fos induction during transcription-dependent plasticity	activating					reviewed_program_association	The primary studies support an mGluR1-linked CREB program, not direct CREB occupancy at c-fos. Group-I receptor pharmacology, neuronal plasticity context, and the unmanipulated SLC1A6/GLS2 source composite limit exact transfer.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03675	NODE11484	NODE12139	cell_state_program	Selective mGlu2 stimulation associates with IGF1R transactivation, ERK1/2 activation, and CREB phosphorylation	activating					reviewed_program_association	This is receptor-specific intracellular signaling with a TF activation readout, not a target-locus assay. No CREB occupancy or target-gene regulation was measured; SLC1A6/GLS2 source coupling and SCI receiver-cell relevance remain untested.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03676	NODE11484	NODE12142	cell_state_program	NR2A-containing NMDAR activation associates with CREB-linked BDNF transcription	activating					reviewed_program_association	NR2A-linked BDNF expression and Ca2+-CREB regulation are supported, but this is not an exact GRIN1_GRIN2A/SLC1A7_GLS source-composite experiment and does not establish receptor-specific CREB occupancy at Bdnf.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03677	NODE11484	NODE12144	cell_state_program	mGluR1 activation associates with ERK-dependent CREB activation and c-fos induction during transcription-dependent plasticity	activating					reviewed_program_association	The primary studies support an mGluR1-linked CREB program, not direct CREB occupancy at c-fos. Group-I receptor pharmacology, neuronal plasticity context, and the unmanipulated SLC1A7/GLS source composite limit exact transfer.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03678	NODE11484	NODE12145	cell_state_program	Selective mGlu2 stimulation associates with IGF1R transactivation, ERK1/2 activation, and CREB phosphorylation	activating					reviewed_program_association	This is receptor-specific intracellular signaling with a TF activation readout, not a target-locus assay. No CREB occupancy or target-gene regulation was measured; SLC1A7/GLS source coupling and SCI receiver-cell relevance remain untested.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03679	NODE11484	NODE12148	cell_state_program	NR2A-containing NMDAR activation associates with CREB-linked BDNF transcription	activating					reviewed_program_association	NR2A-linked BDNF expression and Ca2+-CREB regulation are supported, but this is not an exact GRIN1/GRIN2A plus SLC1A7/GLS2 source-composite experiment and does not establish receptor-specific CREB occupancy at Bdnf.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03680	NODE11484	NODE12150	cell_state_program	mGluR1 activation associates with ERK-dependent CREB activation and c-fos induction during transcription-dependent plasticity	activating					reviewed_program_association	The primary studies support an mGluR1-linked CREB program, not direct CREB occupancy at c-fos. Group-I receptor pharmacology, neuronal-plasticity context, and unmanipulated SLC1A7/GLS2 source coupling limit exact transfer.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03681	NODE11484	NODE12151	cell_state_program	Selective mGlu2 stimulation associates with IGF1R transactivation, ERK signaling, and CREB phosphorylation	activating					reviewed_program_association	This is receptor-specific intracellular signaling with a TF activation readout, not CREB occupancy or target-gene regulation. SLC1A7/GLS2 source coupling and SCI receiver-cell relevance remain untested; LY379268 has group-II activity unless mGlu2 selectivity is established by the PAM condition.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03682	NODE11484	NODE12228	cell_state_program	Brain-derived serotonin signaling through Htr2c is associated with a CREB-regulated Th and Bche sympathetic-activity gene module	unknown					reviewed_program_association	The primary study matches brain-derived serotonin and Tph2-dependent Htr2c signaling, but identifies Th and Bche through CREB loss and expression analysis rather than direct CREB occupancy. The module is a hypothalamic sympathetic-control program and does not establish an SCI receiver-cell response or SLC18A1-specific requirement.;The primary study matches brain-derived serotonin and Tph2-dependent Htr2c signaling, but does not isolate SLC18A2 or SLC6A4. Th and Bche were assigned through CREB loss and expression analysis rather than direct CREB occupancy; this hypothalamic sympathetic-control program is not an SCI receiver-cell response.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03683	NODE11484	NODE12593	target_gene	induces_target_gene	activating					reviewed_direct_target	The direct occupancy evidence is for phospho-CREB/TORC2 at the human LPL promoter under GIP plus insulin in adipocytes; receptor localization and metabolic outputs vary across mouse tissues.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03684	NODE11484	NODE12762	target_gene	regulates_target_gene	unknown					reviewed_direct_target	CREB binding and glucagon-responsive NEDD4L-short regulation are directly supported, but GCGR dependence was not independently silenced in the NEDD4L study and the model is metabolic liver rather than an SCI receiver cell.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03685	NODE11484	NODE12803	cell_state_program	NR2A-containing NMDAR activation associates with CREB activity and Bdnf transcription	activating					reviewed_program_association	NR2A-informed BDNF and CREB responses are supported at the subtype/program level, but CREB occupancy at a Bdnf locus was not shown in the exact GRIN1/GRIN2A handoff. The SLC17A6_GLS2 source composite was not manipulated, and synaptic versus extrasynaptic NMDAR context changes the direction of CREB output.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03686	NODE11484	NODE12984	phenotype	PRLH-PRLHR signaling is associated with pituitary hormone release and neuroendocrine cellular output	unknown					reviewed_phenotype_only	The endocrine phenotype is cell-context dependent and does not establish direct CREB binding or SCI relevance.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03687	NODE11484	NODE12985	cell_state_program	PrRP activation of PRLHR/GPR10 is associated with ERK/JNK and CREB signaling in pituitary cells	activating					reviewed_program_association	Coupling differs between recombinant and endogenous systems, and PrRP analog or receptor-family cross-reactivity complicates branch assignment; CREB phosphorylation is not direct target occupancy.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03688	NODE11484	NODE13011	target_gene	regulates_target_gene	unknown					reviewed_direct_target	The primary study supports dopamine-responsive CREB binding to functional Pdyn CREs with D1-dependent CREB phosphorylation, but the submitted DOPA-DDC_SLC6A3 composite was not manipulated as a source branch. The record therefore supports the mature dopamine-DRD1 receptor-side family context, not DDC or SLC6A3 production/handling or an SCI receiver-cell endpoint.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03689	NODE11484	NODE13013	target_gene	regulates_target_gene	unknown					reviewed_regulatory_support	The primary study supports a DRD3-ERK-CREB association with Per1 expression, not CREB occupancy or single-locus causality. The DOPA-DDC_SLC6A3 composite was not manipulated, and the SCN/circadian model is not an SCI receiver-cell context.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03690	NODE11484	NODE13093	cell_state_program	Relaxin-1 activation of RXFP1 is associated with cAMP/PKA, p38, and CREB-linked tissue responses	activating					reviewed_program_association	RXFP1 signaling is ligand-concentration, receptor-conformation, and cell-context dependent; CREB was measured as a pathway endpoint rather than direct target occupancy.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03691	NODE11484	NODE13094	phenotype	RLN1-RXFP1 signaling is associated with tissue-specific anti-fibrotic, cardiopulmonary, or stromal functional outputs	unknown					reviewed_phenotype_only	These outputs are tissue and receptor-conformation dependent and do not establish direct CREB binding or an SCI repair phenotype.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03692	NODE11484	NODE13666	cell_state_program	WNT5A-ROR1 signaling is associated with PI3K-AKT-dependent CREB activation and a tumor-cell growth program	activating					reviewed_program_association	The study supports WNT5A-ROR1-associated CREB activation and growth, but phospho-CREB, reporter output, and CREB-target expression do not establish CREB occupancy at a specific target gene. The model is breast cancer rather than SCI.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03693	NODE11484	NODE13667	phenotype	WNT5A-ROR1-CREB-associated signaling is linked to enhanced breast-tumor cell growth and survival	unknown					reviewed_phenotype_only	The phenotype depends on a cancer-cell ROR1 signaling context and does not establish a direct CREB target gene or a spinal-cord phenotype.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03694	NODE11484	NODE13712	cell_state_program	Epinephrine stimulation of alpha2C-adrenergic receptor-expressing cells is associated with subtype-resolved CREB activation and a neuronal differentiation program	activating					reviewed_program_association	The study supports an alpha2C-associated CREB program but does not establish CREB occupancy at a named endogenous target gene. The alpha2 subtype comparison is a heterologous PC12 model; PNMT/SLC18A2 source production and release were not manipulated, and no SCI receiver context was tested.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03695	NODE11484	NODE13766	cell_state_program	Cx43/Cx43 gap-junction cAMP transfer supports a CREB-linked osteoblast effector-gene program	unknown					reviewed_program_association	The exact homotypic Cx43 channel is matched, and Cx43-dependent cAMP transfer is contact dependent, but the study does not show CREB occupancy at RANKL or Sost regulatory DNA. PGE2/Gs-alpha/cAMP is the initiating stimulus and the model is bone rather than SCI.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03696	NODE11484	NODE13768	target_gene	induces_target_gene	activating					reviewed_direct_target	Direct evidence is for the Htr2a receptor branch and a DOI agonist rather than endogenous 5-HT-TPH1/SLC18A1 or TPH1/SLC18A2 signaling. cFos is an immediate-early target in cortical models; no SCI cell-state or repair outcome is established.;Direct evidence is for the Htr2a receptor branch and a DOI agonist rather than endogenous TPH2-SLC18A2 or TPH2-SLC6A4 signaling. cFos is an immediate-early target in cortical models; no SCI cell-state or repair outcome is established.	medium	Direct, pathway, program, and functional layers remain distinct.
EDGE03697	NODE11484	NODE13846	cell_state_program	mGluR1 stimulation associates with ERK-dependent CREB activation and immediate-early transcription	activating					reviewed_program_association	No direct CREB occupancy and no SLC17A6/GLS source-composite perturbation; group-I family evidence is not direct TF binding.;mGluR1-linked ERK/CREB and immediate-early outputs are program evidence, not direct CREB occupancy. Some group-I studies require mGluR5 or NMDAR co-signaling; the exact SLC17A6_GLS2 source composite was not manipulated.;No direct CREB occupancy and no Glu-SLC17A7_GLS source-composite perturbation; group-I family evidence is not direct TF binding.	medium	Direct, pathway, program, and functional layers remain distinct.
