species	tf_symbol	target_symbol	external_record_keys	decision	module_assignment	evidence_status	support_kind	effect_polarity	primary_pmids	corroborating_pmids	shared_paper_status	cross_module_status	cell_type_context	stimulus_context	limitations	notes
human	FOXA1	SFTPB	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000615:c5d5fece09c8;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002176	database_only_unverified	22B	database_only_unverified	database_assertion	activating_target			none_identified	no_modules_20_21_23_24_overlap	not verified; source database only	not verified	No bounded primary verification with independent corroboration.	Database source lead: OmniPath/DoRothEA and TRRUST, PMID 18003659 plus older SFTPB leads. Exact FOXA1-SFTPB activation was not independently corroborated.
human	SOX2	CCND1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002308:f78bba8cb9e4;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006872	database_only_unverified	22B	database_only_unverified	database_assertion	activating_target			none_identified	no_modules_20_21_23_24_overlap	not verified; source database only	not verified	No bounded primary verification with independent corroboration.	Database source lead: OmniPath/DoRothEA and TRRUST, PMIDs 18268498;18456656. Exact SOX2-CCND1 support was not independently corroborated.
human	POU5F1	NANOG	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001761:997a4a902618;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005641	database_only_unverified	22B	database_only_unverified	database_assertion	activating_target			none_identified	no_modules_20_21_23_24_overlap	not verified; source database only	not verified	No bounded primary verification with independent corroboration.	Database source lead: OmniPath/DoRothEA and TRRUST, PMID 17068183. Core pluripotency-network citation overlap was not treated as independent pair corroboration.
human	LEF1	CD1D	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001496:6dd9d0fdcba7;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003788	database_only_unverified	22B	database_only_unverified	database_assertion	repressing_target			none_identified	no_modules_20_21_23_24_overlap	not verified; source database only	not verified	No bounded primary verification with independent corroboration.	Database source lead: OmniPath/DoRothEA and TRRUST, PMID 20363964. Exact LEF1-CD1D repression was not independently corroborated.
human	TP73	CDKN1A	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000096:44758f99b853;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008695	database_only_unverified	22B	database_only_unverified	database_assertion	activating_target			none_identified	no_modules_20_21_23_24_overlap	not verified; source database only	not verified	No bounded primary verification with independent corroboration.	Database source lead: OmniPath/DoRothEA and TRRUST, PMIDs 10207112;12841870. Exact TP73-CDKN1A support was not independently corroborated.
human	ZEB2	CDH1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001174:007f79dc8bb5;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:009307	database_only_unverified	22B	database_only_unverified	database_assertion	repressing_target			none_identified	no_modules_20_21_23_24_overlap	not verified; source database only	not verified	No bounded primary verification with independent corroboration.	Database source lead: OmniPath/DoRothEA and TRRUST, PMIDs 11430829;20682777. Exact ZEB2-CDH1 support was not independently corroborated.
human	CTNNB1	CCND1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001042;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001043	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			none_identified	no_modules_20_21_23_24_overlap	not verified; source database only	not verified	No bounded primary verification with independent corroboration.	Database source lead: TRRUST, PMIDs 16628468;17109766;20300972. Source directions conflict, so no polarity was promoted.
human	ESR2	TFF1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003948:ef4641498125;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001807	database_only_unverified	22B	database_only_unverified	database_assertion	activating_target			none_identified	no_modules_20_21_23_24_overlap	not verified; source database only	not verified	No bounded primary verification with independent corroboration.	Database source lead: OmniPath/DoRothEA and TRRUST, PMID 11517191. Exact ESR2-TFF1 support was not independently corroborated.
human	NR3C1	ATP1B1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003467:40e9f57b3827;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005137	database_only_unverified	22B	database_only_unverified	database_assertion	repressing_target			none_identified	no_modules_20_21_23_24_overlap	not verified; source database only	not verified	No bounded primary verification with independent corroboration.	Database source lead: OmniPath/DoRothEA and TRRUST, PMID 9694812. Exact NR3C1-ATP1B1 support was not independently corroborated.
human	CDX2	KLF4	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000858:d1a7fa28c75e;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000581	database_only_unverified	22B	database_only_unverified	database_assertion	activating_target			none_identified	no_modules_20_21_23_24_overlap	not verified; source database only	not verified	No bounded primary verification with independent corroboration.	Database source lead: OmniPath/DoRothEA and TRRUST, PMID 11521200. Exact CDX2-KLF4 support was not independently corroborated.
human	POU2F1	IL2	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000939:c0d3a0e89a53;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005572	database_only_unverified	22B	database_only_unverified	database_assertion	activating_target			none_identified	no_modules_20_21_23_24_overlap	not verified; source database only	not verified	No bounded primary verification with independent corroboration.	Database source lead: OmniPath/DoRothEA and TRRUST, PMID 11781715. Exact POU2F1-IL2 support was not independently corroborated.
human	JUND	MYB	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001573:447f68a8156f;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003598	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			none_identified	no_modules_20_21_23_24_overlap	not verified; source database only	not verified	No bounded primary verification with independent corroboration.	Database source lead: OmniPath/DoRothEA and TRRUST, PMIDs 18071306;22493372. Source directions conflict, so no polarity was promoted.
human	CLOCK	PER1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000507:b7faae15c4bb;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000810	database_only_unverified	22B	database_only_unverified	database_assertion	activating_target			reused_across_items;needs_corroboration	22B_overlap;citation_overlap_only;not_transferred	not verified; source database only	not verified	No bounded primary verification with independent corroboration.	Database source lead: OmniPath/DoRothEA and TRRUST, PMIDs 17994337;22750052. Existing 22B overlap is preserved as a flag only; citation overlap was not used as pair evidence.
human	TCF7L2	BIRC5	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004765:eb6f2efe3b3c;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008299	database_only_unverified	22B	database_only_unverified	database_assertion	activating_target			none_identified	no_modules_20_21_23_24_overlap	not verified; source database only	not verified	No bounded primary verification with independent corroboration.	Database source lead: OmniPath/DoRothEA and TRRUST, PMIDs 12885482;20331626. Exact TCF7L2-BIRC5 support was not independently corroborated.
human	BMAL1	PER1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000506:5f434980fe5c	database_only_unverified	22B	database_only_unverified	database_assertion	activating_target			reused_across_items;needs_corroboration	22B_overlap;citation_overlap_only;not_transferred	not verified; source database only	not verified	No bounded primary verification with independent corroboration.	Database source lead: OmniPath/DoRothEA, PMIDs 17994337;22750052. Existing 22B overlap is preserved as a flag only; citation overlap was not used as pair evidence.
human	SOX9	CDKN1A	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000854:c2f2eddf1268;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006912	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			none_identified	no_modules_20_21_23_24_overlap	not verified; source database only	not verified	No bounded primary verification with independent corroboration.	Database source lead: OmniPath/DoRothEA and TRRUST, PMIDs 19273910;20651055. Source directions conflict, so no polarity was promoted.
human	PGR	IGFBP1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000235:f945885db2a6;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005430	database_only_unverified	22B	database_only_unverified	database_record	context_dependent			not_assessed	not_claimed	not independently verified	not independently verified	Database record only; exact primary experiment and species context not checked.	Source lead PMID=10459849; public PGR-IGFBP1 record not independently verified; retained as conservative database-only candidate.
human	RXRA	CYP3A4	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003836:30c4ecceed4e;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006575	database_only_unverified	22B	database_only_unverified	database_record	context_dependent			not_assessed	not_claimed	not independently verified	not independently verified	Database record only; exact primary experiment and species context not checked.	Source lead PMID=10403778; public RXRA-CYP3A4 record not independently verified; retained as conservative database-only candidate.
human	KMT2A	HOXA9	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003010:22d66711d7ea	database_only_unverified	22B	database_only_unverified	database_record	positive			not_assessed	not_claimed	not independently verified	not independently verified	Database record only; exact primary experiment and species context not checked.	Source lead PMID=12637319; public KMT2A-HOXA9 record not independently verified; retained as conservative database-only candidate.
human	PAX8	TPO	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000401:5f482bfb0445	database_only_unverified	22B	database_only_unverified	database_record	positive			not_assessed	not_claimed	not independently verified	not independently verified	Database record only; exact primary experiment and species context not checked.	Source lead PMID=10401666; public PAX8-TPO record not independently verified; retained as conservative database-only candidate.
human	STAT5B	BCL2L1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002661:39303ecfb7dc;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008134	database_only_unverified	22B	database_only_unverified	database_record	positive			not_assessed	not_claimed	not independently verified	not independently verified	Database record only; exact primary experiment and species context not checked.	Source lead PMID=11756417; public STAT5B-BCL2L1 record not independently verified; retained as conservative database-only candidate.
human	MYCN	MDM2	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001685:dd9b7e88bb18;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004292	database_only_unverified	22B	database_only_unverified	database_record	context_dependent			not_assessed	not_claimed	not independently verified	not independently verified	Database record only; exact primary experiment and species context not checked.	Source lead PMID=15644444; public MYCN-MDM2 record not independently verified; retained as conservative database-only candidate.
human	TFAP2C	ESR1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000264:3d8966473f61;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008409	database_only_unverified	22B	database_only_unverified	database_record	positive			not_assessed	not_claimed	not independently verified	not independently verified	Database record only; exact primary experiment and species context not checked.	Source lead PMID=10497269; public TFAP2C-ESR1 record not independently verified; retained as conservative database-only candidate.
human	HES1	ASCL1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000616:a00a62a849fa;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002804	database_only_unverified	22B	database_only_unverified	database_record	negative			not_assessed	not_claimed	not independently verified	not independently verified	Database record only; exact primary experiment and species context not checked.	Source lead PMID=10336252; public HES1-ASCL1 record not independently verified; retained as conservative database-only candidate.
human	ETS2	IL12B	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001931:98d348977f94;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001928	database_only_unverified	22B	database_only_unverified	database_record	context_dependent			not_assessed	not_claimed	not independently verified	not independently verified	Database record only; exact primary experiment and species context not checked.	Source lead PMID=10542221; public ETS2-IL12B record not independently verified; retained as conservative database-only candidate.
human	USF2	PTGS2	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001001:0f2a4112311b;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008932	database_only_unverified	22B	database_only_unverified	database_record	context_dependent			not_assessed	not_claimed	not independently verified	not independently verified	Database record only; exact primary experiment and species context not checked.	Source lead PMID=11673276; public USF2-PTGS2 record not independently verified; retained as conservative database-only candidate.
human	MAFA	INS	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001113:4b94d5ec993a;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003863	database_only_unverified	22B	database_only_unverified	database_record	context_dependent			not_assessed	not_claimed	not independently verified	not independently verified	Database record only; exact primary experiment and species context not checked.	Source lead PMID=11024035; public MAFA-INS record not independently verified; retained as conservative database-only candidate.
human	PAX5	CD19	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000795:26dc9bb3307b;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005353;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005354	database_only_unverified	22B	database_only_unverified	database_record	context_dependent			not_assessed	not_claimed	not independently verified	not independently verified	Database record only; exact primary experiment and species context not checked.	Source lead PMID=10666449; public PAX5-CD19 record not independently verified; retained as conservative database-only candidate.
human	SOX10	MITF	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000562:90473f6b1302;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006852;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006853;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006854	database_only_unverified	22B	database_only_unverified	database_record	context_dependent			not_assessed	not_claimed	not independently verified	not independently verified	Database record only; exact primary experiment and species context not checked; public source polarities are mixed.	Source lead PMID=10938265; public SOX10-MITF record not independently verified; retained as conservative database-only candidate.
human	TAL1	RUNX1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002236:fa7a6ccff8a2	database_only_unverified	22B	database_only_unverified	database_record	positive			not_assessed	not_claimed	not independently verified	not independently verified	Database record only; exact primary experiment and species context not checked.	Source lead PMID=17213321; public TAL1-RUNX1 record not independently verified; retained as conservative database-only candidate.
human	FOXA2	PDX1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000377:c16d9ce86435	database_only_unverified	22B	database_only_unverified	database_record	positive			not_assessed	not_claimed	not independently verified	not independently verified	Database record only; exact primary experiment and species context not checked.	Source lead PMID=10652343; public FOXA2-PDX1 record not independently verified; retained as conservative database-only candidate.
human	HDAC1	CDKN1A	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002606;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002607	database_only_unverified	22B	database_only_unverified	database_record	context_dependent			not_assessed	not_claimed	not independently verified	not independently verified	Database record only; exact primary experiment and species context not checked.	Source lead PMID=12665570; public HDAC1-CDKN1A record not independently verified; retained as conservative database-only candidate.
human	ARNT	VEGFA	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000405:48701d94a441;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000211	database_only_unverified	22B	database_only_unverified	database_record	context_dependent			not_assessed	not_claimed	not independently verified	not independently verified	Database record only; exact primary experiment and species context not checked.	Source lead PMID=10521392; public ARNT-VEGFA record not independently verified; retained as conservative database-only candidate.
human	TCF4	CCND1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004746:58f270787c0a;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008272;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008273	database_only_unverified	22B	database_only_unverified	database_record	context_dependent			not_assessed	not_claimed	not independently verified	not independently verified	Database record only; exact primary experiment and species context not checked.	Source lead PMID=10679386; public TCF4-CCND1 record not independently verified; retained as conservative database-only candidate.
human	NEUROD1	INS	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000367:0f7e65cbed58;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004386	database_only_unverified	22B	database_only_unverified	database_record	context_dependent			not_assessed	not_claimed	not independently verified	not independently verified	Database record only; exact primary experiment and species context not checked.	Source lead PMID=10334323; public NEUROD1-INS record not independently verified; retained as conservative database-only candidate.
human	RBPJ	HES1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000030:d5ab9ae62fd6	database_only_unverified	22B	database_only_unverified	database_record	positive			not_assessed	not_claimed	not independently verified	not independently verified	Database record only; exact primary experiment and species context not checked.	Source lead PMID=10066785; public RBPJ-HES1 record not independently verified; retained as conservative database-only candidate.
human	ETV4	ERBB2	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000691:70318347ca14;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001955;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001956	database_only_unverified	22B	database_curated_unverified	database_assertion	context_dependent	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	\N	\N	source lead only; mixed/unknown source polarity; exact pair not independently verified	source_lead_pmids=10655108,11175365; no transfer by citation overlap
human	KLF1	HBB	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000243:d1bc279b9f6b;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003647	promote_to_22B	22B	primary_exact_verified	direct_promoter_binding+promoter_activation+erythroid_perturbation	activating_target	7565748	7682653	independent_primary_papers	no_verified_cross_module_claim	erythroid progenitors/erythroid cells	erythroid differentiation	context restricted to erythroid regulation	primary exact pair verified; independent corroboration verified; no transfer by citation overlap
human	MEF2A	SLC2A4	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000915:4dbdef2f147f;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003939;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003940	promote_to_22B	22B	primary_exact_verified	direct_promoter_binding+promoter_activation+muscle_perturbation	activating_target	9571041	9603935	independent_primary_papers	no_verified_cross_module_claim	skeletal muscle cells	myogenic differentiation/exercise	context restricted to muscle glucose-transport regulation	primary exact pair verified; independent corroboration verified; no transfer by citation overlap
mouse	Gata4	Nppa	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000064:ea14f3ae764b;TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001639	promote_to_22B	22B	primary_exact_verified	direct_promoter_binding+promoter_activation+cardiac_perturbation	activating_target	9312027	9584153	independent_primary_papers	no_verified_cross_module_claim	cardiomyocytes/cardiac tissue	cardiac development	cardiac-context evidence; not a general tissue claim	primary exact pair verified; independent corroboration verified; no transfer by citation overlap
human	PAX6	KRT12	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000051:b0828d1989ca;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005377	promote_to_22B	22B	primary_exact_verified	promoter_binding+expression_perturbation	activating_target	26899008	27818314	independent_primary_papers	no_verified_cross_module_claim	corneal epithelial cells	corneal epithelial differentiation	cofactor/isoform dependence reported	primary exact pair verified; independent corroboration verified; no transfer by citation overlap
mouse	Foxp3	Il2	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:002000:485b3987bd2f;TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001546;TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001547	database_only_unverified	22B	database_curated_unverified	database_assertion	context_dependent	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	regulatory T cells	T-cell activation	source polarity includes repression and unknown; exact mouse pair not independently verified	source_lead_pmids=11483607,16873067; no transfer by citation overlap
mouse	Cebpd	Il6	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000438:67cf703736dc	database_only_unverified	22B	database_curated_unverified	database_assertion	activating_target	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	\N	\N	single source lead; exact pair lacks verified independent corroboration	source_lead_pmids=10748205; no transfer by citation overlap
mouse	Gli2	Gli1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:001500:212def2c48b3;TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001701;TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001702	database_only_unverified	22B	database_curated_unverified	database_assertion	context_dependent	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	\N	Hedgehog pathway stimulation	mixed/unknown source polarity; exact mouse pair not independently verified	source_lead_pmids=9636069,10433919; no transfer by citation overlap
human	NR1H2	ABCA1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001585:1df07e3b4c4;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005050	promote_to_22B	22B	primary_exact_verified	direct_promoter_binding+activation_response	activating_target	11035776	11287605	independent_primary_papers	no_verified_cross_module_claim	macrophages/monocyte-derived cells	LXR agonist/oxysterol stimulation	lipid-homeostasis context; nuclear-receptor cofactor dependence	primary exact pair verified; independent corroboration verified; no transfer by citation overlap
human	EP300	PTGS2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001637;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001638	database_only_unverified	22B	database_curated_unverified	database_assertion	context_dependent	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	\N	inflammatory stimulation	coactivator role and mixed/unknown source polarity; exact pair not independently verified	source_lead_pmids=12057991,12471036; no transfer by citation overlap
human	TP63	CDKN1A	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000178:ad70f9e86e53;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008674	database_only_unverified	22B	database_curated_unverified	database_assertion	activating_target	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	\N	DNA damage/stress	classic lead pair retained conservatively pending independent pair-level verification	source_lead_pmids=9405685,10383130; no transfer by citation overlap
human	ERG	TMPRSS2	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004117:3dbce36f72d5;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001699	database_only_unverified	22B	database_curated_unverified	database_assertion	context_dependent	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	prostate epithelial cells	androgen signaling	mixed/unknown source polarity; exact pair not independently verified	source_lead_pmids=17334351,18165275; no transfer by citation overlap
mouse	Smad2	Il9	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:005167	database_only_unverified	22B	database_curated_unverified	database_assertion	activating_target	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	\N	T-cell polarization	only two source PMIDs; no independent exact-pair corroboration verified	source_lead_pmids=23913959,24108699; no transfer by citation overlap
mouse	Myod1	Myog	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003006;TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003007	database_only_unverified	22B	database_curated_unverified	database_assertion	context_dependent	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	myoblasts/myotubes	myogenic differentiation	mixed activating/repressing source polarity; exact pair not independently verified	source_lead_pmids=1659574,17194702; no transfer by citation overlap
human	CREM	IL2	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000336:412296a30621;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000976;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000977	database_only_unverified	22B	database_curated_unverified	database_assertion	context_dependent	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	T cells	T-cell activation	source polarity includes repression and unknown; exact pair not independently verified	source_lead_pmids=8622971,9545284; no transfer by citation overlap
mouse	Fosl1	Mmp9	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:001572:a36a3a4ec04e	database_only_unverified	22B	database_curated_unverified	database_assertion	activating_target	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	\N	inflammatory stimulation	single source record despite many linked PMIDs; no independent exact-pair verification	source_lead_pmids=14565943; no transfer by citation overlap
human	NFKBIA	RELA	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004920;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004921;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004922	database_only_unverified	22B	database_curated_unverified	database_assertion	context_dependent	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	\N	NF-kB/inflammatory stimulation	NFKBIA is an inhibitor rather than a TF; mixed/unknown source polarity; exact pair not verified	source_lead_pmids=9500973,11278471; no transfer by citation overlap
human	REST	BDNF	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000936:8150c6a68bee;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006358	database_only_unverified	22B	database_curated_unverified	database_assertion	repressing_target	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	neuronal cells	neuronal differentiation	no independent exact-pair corroboration verified	source_lead_pmids=11779185,17041593; no transfer by citation overlap
human	BRCA1	CDKN1A	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000461;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000462	database_only_unverified	22B	database_curated_unverified	database_assertion	context_dependent	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	\N	DNA damage/stress	mixed/unknown source polarity; exact pair not independently verified	source_lead_pmids=10196224,11394910; no transfer by citation overlap
human	NANOG	POU5F1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001762:8a3e2c285dcd;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004344	database_only_unverified	22B	database_curated_unverified	database_assertion	context_dependent	\N	\N	not_reviewed_shared_paper_reuse	no_verified_cross_module_claim	pluripotent stem cells	self-renewal/differentiation	mixed/unknown source polarity; exact pair not independently verified	source_lead_pmids=16790525,16846370; no transfer by citation overlap
