review_priority_rank	review_priority_score	ligand_label	receptor_label	route_record_count	unique_evidence_id_count	output_annotated_route_count	tf_annotated_route_count	intracellular_annotated_route_count	missing_intracellular_count	missing_tf_count	route_tiers	selection_note
601	78	CCL14a/HCC-1(9-74)	CCR1	5	6	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
602	78	CCL5/RANTES	ITGAV:ITGB3 integrin	5	6	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
603	78	CCN1/CYR61	ITGAV:ITGB3 integrin	5	6	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
604	78	CD34	SELP/P-selectin	5	6	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
605	78	CX3CL1/fractalkine	ITGAV:ITGB3 integrin	5	6	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
606	78	CXCL12/SDF1	ITGAV:ITGB3 integrin	5	6	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
607	78	CagL/H. pylori Cag-T4SS	ITGAV:ITGB3 integrin	5	6	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
608	78	Codeine	MRGPRX2	5	6	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
609	78	Core/hepatitis C virus core protein	gC1qR/C1QBP complement receptor	5	6	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
610	78	DCN/Decorin	IGF1R	5	6	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
611	78	DHT/dihydrotestosterone	ITGAV:ITGB3 integrin	5	6	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
612	78	Endostatin/COL18A1 fragment	ITGA5:ITGB1 integrin	5	6	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
613	78	F13A1/coagulation factor XIII-A (FXIII/FXIIIa)	ITGAV:ITGB3 integrin	5	6	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
614	78	F2/thrombin	ITGAV:ITGB3 integrin	5	6	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
615	78	FAM19A4/TAFA4	FPR1/formyl peptide receptor	5	6	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
616	78	FAM3B/PANDER	FGFR2	5	6	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
617	78	FAM3B/PANDER	FGFR4	5	6	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
618	78	FBLN2/fibulin-2	ITGAV:ITGB3 integrin	5	6	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
619	78	FGF1	ITGAV:ITGB3 integrin	5	6	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
620	78	FN1/fibronectin	ITGAV:ITGB3 integrin	5	6	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
621	78	Fibulin-5/FBLN5	ITGAV:ITGB3 integrin	5	6	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
622	78	GBS beta protein	SIGLEC14	5	6	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
623	78	GPNMB/osteactivin	ITGA5:ITGB1 integrin	5	6	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
624	78	HDL/high-density lipoprotein	MERTK/MerTK	5	6	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
625	78	HSP70-ADP-peptide complex	CD40/TNFRSF5	5	6	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
626	78	IL17A	IL17RA:IL17RC receptor complex	5	6	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
627	78	INSL5/insulin-like peptide 5	RXFP4/GPR100/GPCR142	5	6	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
628	78	LGALS8/galectin-8	PDPN/podoplanin	5	6	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
629	78	LGI1	RTN4R/NgR1	5	6	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
630	78	Murepavadin/POL7080	MRGPRX2	5	6	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
631	78	NRG2-beta	ERBB3/HER3	5	6	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
632	78	NRG2-beta	ERBB4/HER4	5	6	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
633	78	PACAP1-38/pituitary adenylate cyclase-activating peptide	MRGPRX2	5	6	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
634	78	PDGFD/PDGF-DD	NCR2/NKp44	5	6	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
635	78	Renin	ATP6AP2/(pro)renin receptor	5	6	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
636	78	S100A12/EN-RAGE	RAGE/AGER	5	6	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
637	78	TGFB1	TGFBR1:TGFBR2	6	3	0	4	0	6	2	ligand_receptor_entry_only:2;ligand_receptor_tf_missing_intracellular_and_output:4	Workflow prioritization only; mSCS determines route plausibility and confidence.
638	78	WNT11	FZD8	5	6	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
639	78	WNT3A	FZD3	5	6	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
640	78	WNT3A	GPC5	5	6	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
641	78	pro-cathepsin D/CTSD	LRP1beta/CD91	5	6	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
642	78	proBDNF	NGFR/p75NTR	5	6	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
643	77	NODAL	CRIPTO/TDGF1:ACVR1B:ACVR2B receptor complex	5	5	2	3	0	5	2	ligand_receptor_entry_only:1;ligand_receptor_output_missing_intracellular_and_tf:1;ligand_receptor_tf_annotation_missing_intracellular_and_output:2;ligand_receptor_tf_output_annotation_missing_intracellular:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
644	76	ADAM15/metargidin	ITGA5:ITGB1 alpha5beta1 integrin	5	5	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
645	76	ANGPTL1/angiopoietin-like 1	ITGA1:ITGB1 integrin	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
646	76	All-trans-retinoic acid/ATRA	MRGPRX2	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
647	76	Angiopoietin-1/ANGPT1	TIE1/Tie1 receptor	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
648	76	CAMP/LL-37	ITGAM:ITGB2 Mac-1	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
649	76	CCN2/CTGF	ITGAM:ITGB2 Mac-1	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
650	76	CCN3/NOV	ITGA5:ITGB1 integrin	5	5	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
651	76	CCN3/NOV	ITGAV:ITGB3 integrin	5	5	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
652	76	CCN3/NOV	NOTCH1 receptor	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
653	76	COL3A1/collagen III	ADGRG1/GPR56	5	7	3	0	0	5	5	ligand_receptor_entry_only:2;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
654	76	CXCL17	MRGPRX2	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
655	76	CagL/H. pylori Cag-T4SS	ITGAV:ITGB5 integrin	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
656	76	Cortistatin	MRGPRX2	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
657	76	DLL4	NOTCH4 receptor	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
658	76	EDIL3/DEL-1	ITGAV:ITGB3	5	5	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
659	76	FCN2/L-ficolin	TLR4	5	7	2	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
660	76	FGF2	ITGAV:ITGB3 integrin	5	5	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
661	76	FSTL1/follistatin-like 1	DIP2A/disco-interacting protein 2 homolog A	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
662	76	GnRH	GNRHR/GnRH receptor	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
663	76	IGSF11/BT-IgSF	DLG4/PSD-95	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
664	76	IL11	IL11R-alpha:gp130 hexamer	5	6	2	2	0	5	3	ligand_receptor_entry_only:2;ligand_receptor_output_missing_intracellular_and_tf:1;ligand_receptor_tf_annotation_missing_intracellular_and_output:1;ligand_receptor_tf_output_annotation_missing_intracellular:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
665	76	ISG15/extracellular ISG15	ITGAL:ITGB2/LFA-1 integrin	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
666	76	Kisspeptin/KISS1	KISS1R/GPR54	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
667	76	LSECtin/CLEC4G	LAG3/CD223	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
668	76	Laminin-511	ITGA3:ITGB1 integrin	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
669	76	Lysophosphatidylcholine/LPC	GPR119	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
670	76	MUC1/underglycosylated MUC1	SELP/P-selectin	5	5	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
671	76	NEGR1/Kilon	OBCAM/OPCML	5	5	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
672	76	NID1/nidogen-1	ITGAV:ITGB3 integrin alphaVbeta3	5	5	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
673	76	NT3	NTRK3/TrkC receptor	5	5	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
674	76	NTM/neurotrimin	OBCAM/OPCML	5	5	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
675	76	P17 ant-venom peptide	MRGPRX2	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
676	76	P66/BB0603 Borrelia burgdorferi	ITGA5:ITGB1 integrin	5	5	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
677	76	PAMP-12/proadrenomedullin N-terminal 9-20 peptide	MRGPRX2	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
678	76	PAMP-20/proadrenomedullin N-terminal 1-20 peptide	MRGPRX2	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
679	76	PTK7/protein tyrosine kinase 7	ADGRD1/GPR133	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
680	76	Penthalaris/Ixodes scapularis five-Kunitz TFPI-like protein	F10/factor X	5	5	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
681	76	RSPO1/R-spondin 1	LGR4/GPR48	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
682	76	RSPO1/R-spondin 1	LGR5/GPR49	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
683	76	Resolvin E1/RvE1	CMKLR1/ChemR23	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
684	76	S100A12/EN-RAGE	TLR4	5	7	2	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
685	76	SCT/secretin	SCTR/secretin receptor	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
686	76	Substance P/SP	MRGPRX2	5	5	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
687	76	TNC/tenascin-C	ITGAV:ITGB3 integrin	5	5	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
