complex_id	source_review_id	complex_coverage	pair_label	note
M20B-COMPLEX-002074	M20A-EXT-0299	no_components_present_as_separate_module_pairs	Col9a1 ITGA9_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002075	M20A-EXT-0300	no_components_present_as_separate_module_pairs	Col9a1 ITGAV_ITGB8	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002079	M20A-EXT-0304	no_components_present_as_separate_module_pairs	Col9a2 ITGA10_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002080	M20A-EXT-0305	no_components_present_as_separate_module_pairs	Col9a2 ITGA11_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002081	M20A-EXT-0306	no_components_present_as_separate_module_pairs	Col9a2 ITGA1_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002082	M20A-EXT-0307	no_components_present_as_separate_module_pairs	Col9a2 ITGA2_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002083	M20A-EXT-0308	no_components_present_as_separate_module_pairs	Col9a2 ITGA3_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002084	M20A-EXT-0309	no_components_present_as_separate_module_pairs	Col9a2 ITGA9_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002085	M20A-EXT-0310	no_components_present_as_separate_module_pairs	Col9a2 ITGAV_ITGB8	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002089	M20A-EXT-0314	no_components_present_as_separate_module_pairs	Col9a3 ITGA10_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002090	M20A-EXT-0315	no_components_present_as_separate_module_pairs	Col9a3 ITGA11_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002091	M20A-EXT-0316	no_components_present_as_separate_module_pairs	Col9a3 ITGA1_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002092	M20A-EXT-0317	no_components_present_as_separate_module_pairs	Col9a3 ITGA2_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002093	M20A-EXT-0318	no_components_present_as_separate_module_pairs	Col9a3 ITGA3_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002094	M20A-EXT-0319	no_components_present_as_separate_module_pairs	Col9a3 ITGA9_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002095	M20A-EXT-0320	no_components_present_as_separate_module_pairs	Col9a3 ITGAV_ITGB8	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002099	M20A-EXT-0324	no_components_present_as_separate_module_pairs	Comp ITGA3_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002100	M20A-EXT-0325	no_components_present_as_separate_module_pairs	Comp ITGAV_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002112	M20A-EXT-0337	no_components_present_as_separate_module_pairs	Dmp1 ITGAV_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002116	M20A-EXT-0341	some_components_present_as_separate_module_pairs	Fn1 ITGA2B_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002117	M20A-EXT-0342	no_components_present_as_separate_module_pairs	Fn1 ITGA3_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002118	M20A-EXT-0343	no_components_present_as_separate_module_pairs	Fn1 ITGA4_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002119	M20A-EXT-0344	no_components_present_as_separate_module_pairs	Fn1 ITGA4_ITGB7	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002120	M20A-EXT-0345	no_components_present_as_separate_module_pairs	Fn1 ITGA5_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002121	M20A-EXT-0346	no_components_present_as_separate_module_pairs	Fn1 ITGA8_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002122	M20A-EXT-0347	no_components_present_as_separate_module_pairs	Fn1 ITGAV_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002123	M20A-EXT-0348	some_components_present_as_separate_module_pairs	Fn1 ITGAV_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002124	M20A-EXT-0349	no_components_present_as_separate_module_pairs	Fn1 ITGAV_ITGB6	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002125	M20A-EXT-0350	no_components_present_as_separate_module_pairs	Fn1 ITGAV_ITGB8	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002128	M20A-EXT-0353	no_components_present_as_separate_module_pairs	Ibsp ITGAV_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002129	M20A-EXT-0354	no_components_present_as_separate_module_pairs	Ibsp ITGAV_ITGB5	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002133	M20A-EXT-0358	no_components_present_as_separate_module_pairs	Lama1 ITGA2_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002134	M20A-EXT-0359	no_components_present_as_separate_module_pairs	Lama1 ITGA3_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002135	M20A-EXT-0360	no_components_present_as_separate_module_pairs	Lama1 ITGA6_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002136	M20A-EXT-0361	no_components_present_as_separate_module_pairs	Lama1 ITGA6_ITGB4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002137	M20A-EXT-0362	no_components_present_as_separate_module_pairs	Lama1 ITGA7_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002138	M20A-EXT-0363	no_components_present_as_separate_module_pairs	Lama1 ITGA9_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002139	M20A-EXT-0364	no_components_present_as_separate_module_pairs	Lama1 ITGAV_ITGB8	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002142	M20A-EXT-0367	no_components_present_as_separate_module_pairs	Lama2 ITGA2_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002143	M20A-EXT-0368	no_components_present_as_separate_module_pairs	Lama2 ITGA3_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002144	M20A-EXT-0369	no_components_present_as_separate_module_pairs	Lama2 ITGA6_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002145	M20A-EXT-0370	no_components_present_as_separate_module_pairs	Lama2 ITGA6_ITGB4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002146	M20A-EXT-0371	no_components_present_as_separate_module_pairs	Lama2 ITGA7_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002147	M20A-EXT-0372	no_components_present_as_separate_module_pairs	Lama2 ITGA9_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002148	M20A-EXT-0373	no_components_present_as_separate_module_pairs	Lama2 ITGAV_ITGB8	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002151	M20A-EXT-0376	no_components_present_as_separate_module_pairs	Lama3 ITGA2_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002152	M20A-EXT-0377	some_components_present_as_separate_module_pairs	Lama3 ITGA3_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002153	M20A-EXT-0378	no_components_present_as_separate_module_pairs	Lama3 ITGA6_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002154	M20A-EXT-0379	no_components_present_as_separate_module_pairs	Lama3 ITGA6_ITGB4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002155	M20A-EXT-0380	no_components_present_as_separate_module_pairs	Lama3 ITGA7_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002156	M20A-EXT-0381	no_components_present_as_separate_module_pairs	Lama3 ITGA9_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002157	M20A-EXT-0382	no_components_present_as_separate_module_pairs	Lama3 ITGAV_ITGB8	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002160	M20A-EXT-0385	no_components_present_as_separate_module_pairs	Lama4 ITGA2_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002161	M20A-EXT-0386	no_components_present_as_separate_module_pairs	Lama4 ITGA3_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002162	M20A-EXT-0387	no_components_present_as_separate_module_pairs	Lama4 ITGA6_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002163	M20A-EXT-0388	no_components_present_as_separate_module_pairs	Lama4 ITGA6_ITGB4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002164	M20A-EXT-0389	no_components_present_as_separate_module_pairs	Lama4 ITGA7_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002165	M20A-EXT-0390	no_components_present_as_separate_module_pairs	Lama4 ITGA9_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002166	M20A-EXT-0391	no_components_present_as_separate_module_pairs	Lama4 ITGAV_ITGB8	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002169	M20A-EXT-0394	no_components_present_as_separate_module_pairs	Lama5 ITGA2_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002170	M20A-EXT-0395	no_components_present_as_separate_module_pairs	Lama5 ITGA3_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002171	M20A-EXT-0396	no_components_present_as_separate_module_pairs	Lama5 ITGA6_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002172	M20A-EXT-0397	no_components_present_as_separate_module_pairs	Lama5 ITGA6_ITGB4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002173	M20A-EXT-0398	no_components_present_as_separate_module_pairs	Lama5 ITGA7_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002174	M20A-EXT-0399	no_components_present_as_separate_module_pairs	Lama5 ITGA9_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002175	M20A-EXT-0400	no_components_present_as_separate_module_pairs	Lama5 ITGAV_ITGB8	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002178	M20A-EXT-0403	no_components_present_as_separate_module_pairs	Lamb1 ITGA2_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002179	M20A-EXT-0404	no_components_present_as_separate_module_pairs	Lamb1 ITGA3_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002180	M20A-EXT-0405	no_components_present_as_separate_module_pairs	Lamb1 ITGA6_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002181	M20A-EXT-0406	no_components_present_as_separate_module_pairs	Lamb1 ITGA6_ITGB4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002182	M20A-EXT-0407	no_components_present_as_separate_module_pairs	Lamb1 ITGA7_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002183	M20A-EXT-0408	no_components_present_as_separate_module_pairs	Lamb1 ITGA9_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002184	M20A-EXT-0409	no_components_present_as_separate_module_pairs	Lamb1 ITGAV_ITGB8	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002187	M20A-EXT-0412	no_components_present_as_separate_module_pairs	Lamb2 ITGA2_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002188	M20A-EXT-0413	no_components_present_as_separate_module_pairs	Lamb2 ITGA3_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002189	M20A-EXT-0414	no_components_present_as_separate_module_pairs	Lamb2 ITGA6_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002190	M20A-EXT-0415	no_components_present_as_separate_module_pairs	Lamb2 ITGA6_ITGB4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002191	M20A-EXT-0416	no_components_present_as_separate_module_pairs	Lamb2 ITGA7_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002192	M20A-EXT-0417	no_components_present_as_separate_module_pairs	Lamb2 ITGA9_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002193	M20A-EXT-0418	no_components_present_as_separate_module_pairs	Lamb2 ITGAV_ITGB8	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002196	M20A-EXT-0421	no_components_present_as_separate_module_pairs	Lamb3 ITGA2_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002197	M20A-EXT-0422	no_components_present_as_separate_module_pairs	Lamb3 ITGA3_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002198	M20A-EXT-0423	no_components_present_as_separate_module_pairs	Lamb3 ITGA6_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002199	M20A-EXT-0424	no_components_present_as_separate_module_pairs	Lamb3 ITGA6_ITGB4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002200	M20A-EXT-0425	no_components_present_as_separate_module_pairs	Lamb3 ITGA7_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002201	M20A-EXT-0426	no_components_present_as_separate_module_pairs	Lamb3 ITGA9_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002202	M20A-EXT-0427	no_components_present_as_separate_module_pairs	Lamb3 ITGAV_ITGB8	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002205	M20A-EXT-0430	no_components_present_as_separate_module_pairs	Lamc1 ITGA2_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002206	M20A-EXT-0431	no_components_present_as_separate_module_pairs	Lamc1 ITGA3_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002207	M20A-EXT-0432	no_components_present_as_separate_module_pairs	Lamc1 ITGA6_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002208	M20A-EXT-0433	no_components_present_as_separate_module_pairs	Lamc1 ITGA6_ITGB4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002209	M20A-EXT-0434	no_components_present_as_separate_module_pairs	Lamc1 ITGA7_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002210	M20A-EXT-0435	no_components_present_as_separate_module_pairs	Lamc1 ITGA9_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002211	M20A-EXT-0436	no_components_present_as_separate_module_pairs	Lamc1 ITGAV_ITGB8	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002214	M20A-EXT-0439	no_components_present_as_separate_module_pairs	Lamc2 ITGA2_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002215	M20A-EXT-0440	no_components_present_as_separate_module_pairs	Lamc2 ITGA3_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002216	M20A-EXT-0441	no_components_present_as_separate_module_pairs	Lamc2 ITGA6_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002217	M20A-EXT-0442	no_components_present_as_separate_module_pairs	Lamc2 ITGA6_ITGB4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002218	M20A-EXT-0443	no_components_present_as_separate_module_pairs	Lamc2 ITGA7_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002219	M20A-EXT-0444	no_components_present_as_separate_module_pairs	Lamc2 ITGA9_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002220	M20A-EXT-0445	no_components_present_as_separate_module_pairs	Lamc2 ITGAV_ITGB8	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002223	M20A-EXT-0448	no_components_present_as_separate_module_pairs	Lamc3 ITGA2_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002224	M20A-EXT-0449	no_components_present_as_separate_module_pairs	Lamc3 ITGA3_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002225	M20A-EXT-0450	no_components_present_as_separate_module_pairs	Lamc3 ITGA6_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002226	M20A-EXT-0451	no_components_present_as_separate_module_pairs	Lamc3 ITGA6_ITGB4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002227	M20A-EXT-0452	no_components_present_as_separate_module_pairs	Lamc3 ITGA7_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002228	M20A-EXT-0453	no_components_present_as_separate_module_pairs	Lamc3 ITGA9_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002229	M20A-EXT-0454	no_components_present_as_separate_module_pairs	Lamc3 ITGAV_ITGB8	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002237	M20A-EXT-0462	all_components_present_as_separate_module_pairs	Reln ITGA3_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002240	M20A-EXT-0465	no_components_present_as_separate_module_pairs	Thbs1 ITGA3_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002241	M20A-EXT-0466	no_components_present_as_separate_module_pairs	Thbs1 ITGAV_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002246	M20A-EXT-0471	no_components_present_as_separate_module_pairs	Thbs2 ITGA3_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002247	M20A-EXT-0472	no_components_present_as_separate_module_pairs	Thbs2 ITGAV_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002249	M20A-EXT-0474	no_components_present_as_separate_module_pairs	Thbs3 ITGA3_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002250	M20A-EXT-0475	no_components_present_as_separate_module_pairs	Thbs3 ITGAV_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002253	M20A-EXT-0478	no_components_present_as_separate_module_pairs	Thbs4 ITGA3_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002254	M20A-EXT-0479	no_components_present_as_separate_module_pairs	Thbs4 ITGAV_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002256	M20A-EXT-0481	no_components_present_as_separate_module_pairs	Tnc ITGA2B_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002257	M20A-EXT-0482	no_components_present_as_separate_module_pairs	Tnc ITGA8_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002258	M20A-EXT-0483	no_components_present_as_separate_module_pairs	Tnc ITGA9_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002259	M20A-EXT-0484	no_components_present_as_separate_module_pairs	Tnc ITGAV_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002260	M20A-EXT-0485	no_components_present_as_separate_module_pairs	Tnc ITGAV_ITGB6	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002263	M20A-EXT-0488	no_components_present_as_separate_module_pairs	Tnn ITGA2B_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002264	M20A-EXT-0489	no_components_present_as_separate_module_pairs	Tnn ITGA8_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002265	M20A-EXT-0490	no_components_present_as_separate_module_pairs	Tnn ITGA9_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002266	M20A-EXT-0491	no_components_present_as_separate_module_pairs	Tnn ITGAV_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002267	M20A-EXT-0492	no_components_present_as_separate_module_pairs	Tnn ITGAV_ITGB6	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002269	M20A-EXT-0494	no_components_present_as_separate_module_pairs	Tnr ITGA2B_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002270	M20A-EXT-0495	no_components_present_as_separate_module_pairs	Tnr ITGA8_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002271	M20A-EXT-0496	no_components_present_as_separate_module_pairs	Tnr ITGA9_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002272	M20A-EXT-0497	no_components_present_as_separate_module_pairs	Tnr ITGAV_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002273	M20A-EXT-0498	no_components_present_as_separate_module_pairs	Tnr ITGAV_ITGB6	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002275	M20A-EXT-0500	no_components_present_as_separate_module_pairs	Tnxb ITGA2B_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002276	M20A-EXT-0501	no_components_present_as_separate_module_pairs	Tnxb ITGA8_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002277	M20A-EXT-0502	no_components_present_as_separate_module_pairs	Tnxb ITGA9_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002278	M20A-EXT-0503	no_components_present_as_separate_module_pairs	Tnxb ITGAV_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002279	M20A-EXT-0504	no_components_present_as_separate_module_pairs	Tnxb ITGAV_ITGB6	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002281	M20A-EXT-0506	no_components_present_as_separate_module_pairs	Vcam1 ITGAD_ITGB2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002282	M20A-EXT-0507	no_components_present_as_separate_module_pairs	Vtn ITGA2B_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002283	M20A-EXT-0508	no_components_present_as_separate_module_pairs	Vtn ITGA8_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002284	M20A-EXT-0509	no_components_present_as_separate_module_pairs	Vtn ITGAV_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002285	M20A-EXT-0510	no_components_present_as_separate_module_pairs	Vtn ITGAV_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002286	M20A-EXT-0511	no_components_present_as_separate_module_pairs	Vtn ITGAV_ITGB5	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002287	M20A-EXT-0512	no_components_present_as_separate_module_pairs	Vtn ITGAV_ITGB8	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002289	M20A-EXT-0514	no_components_present_as_separate_module_pairs	Vwf ITGA2B_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002290	M20A-EXT-0515	no_components_present_as_separate_module_pairs	Vwf ITGAV_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002311	M20A-EXT-0536	no_components_present_as_separate_module_pairs	Col6a4 ITGA10_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002312	M20A-EXT-0537	no_components_present_as_separate_module_pairs	Col6a4 ITGA11_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002313	M20A-EXT-0538	no_components_present_as_separate_module_pairs	Col6a4 ITGA1_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002314	M20A-EXT-0539	no_components_present_as_separate_module_pairs	Col6a4 ITGA2_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002315	M20A-EXT-0540	no_components_present_as_separate_module_pairs	Col6a4 ITGA3_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002316	M20A-EXT-0541	no_components_present_as_separate_module_pairs	Col6a4 ITGA9_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002317	M20A-EXT-0542	no_components_present_as_separate_module_pairs	Col6a4 ITGAV_ITGB8	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002326	M20A-EXT-0551	no_components_present_as_separate_module_pairs	Dspp ITGAV_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002327	M20A-EXT-0552	some_components_present_as_separate_module_pairs	Dspp ITGAV_ITGB6	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002329	M20A-EXT-0554	no_components_present_as_separate_module_pairs	Lama1 ITGA1_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002333	M20A-EXT-0558	no_components_present_as_separate_module_pairs	Lama2 ITGA1_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002337	M20A-EXT-0562	no_components_present_as_separate_module_pairs	Lama3 ITGA1_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002341	M20A-EXT-0566	no_components_present_as_separate_module_pairs	Lama4 ITGA1_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-002345	M20A-EXT-0570	no_components_present_as_separate_module_pairs	Lama5 ITGA1_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
