pair_key	pair_label_canonical	liana_status	module20a_status	review_id	current_confidence	prior_notes
c4a nrp1	C4a Nrp1	liana_consensus	no	M20A-EXT-1009	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
c4b c3ar1	C4b C3ar1	liana_consensus	no	M20A-EXT-1010	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
c4b c5ar2	C4b C5ar2	liana_consensus	no	M20A-EXT-1011	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
c4b cd46	C4b Cd46	liana_consensus	no	M20A-EXT-1012	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
c4b cr2	C4b Cr2	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
c4b nrp1	C4b Nrp1	liana_consensus	no	M20A-EXT-1013	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
c920025e04rik cd8a	C920025E04Rik Cd8a	liana_consensus	no	M20A-EXT-1014	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
c920025e04rik cd8b1	C920025E04Rik Cd8b1	liana_consensus	no	M20A-EXT-1015	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
cadm1 crtam	Cadm1 Crtam	liana_consensus	no	M20A-EXT-1016	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
cadm3 cadm1	Cadm3 Cadm1	liana_consensus	no	M20A-EXT-1017	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
calca adcyap1r1	Calca Adcyap1r1	liana_consensus	no	M20A-EXT-1018	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
calca adrb2	Calca Adrb2	liana_consensus	no	M20A-EXT-1019	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
calca adrb3	Calca Adrb3	liana_consensus	no	M20A-EXT-1020	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
calca gpr20	Calca Gpr20	liana_consensus	no	M20A-EXT-1023	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
calca gpr84	Calca Gpr84	liana_consensus	no	M20A-EXT-1024	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
calca pth1r	Calca Pth1r	liana_consensus	no	M20A-EXT-1025	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
calca ramp1	Calca Ramp1	liana_consensus	no	M20A-EXT-1026	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
calca ramp2	Calca Ramp2	liana_consensus	no	M20A-EXT-1027	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
calca ramp3	Calca Ramp3	liana_consensus	no	M20A-EXT-1028	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
calca tshr	Calca Tshr	liana_consensus	no	M20A-EXT-1029	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
calca vipr1	Calca Vipr1	liana_consensus	no	M20A-EXT-1030	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
calml3 kcnq1	Calml3 Kcnq1	liana_consensus	no	M20A-EXT-1031	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
calr itga2b	Calr Itga2b	liana_consensus	no	M20A-EXT-1032	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
calr itga3	Calr Itga3	liana_consensus	no	M20A-EXT-1033	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
calr itgav	Calr Itgav	liana_consensus	no	M20A-EXT-1034	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
calr lrp1	Calr Lrp1	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
calr mpl	Calr Mpl	liana_consensus	no	M20A-EXT-1035	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
calr mtnr1a	Calr Mtnr1a	liana_consensus	no	M20A-EXT-1036	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
calr scarf1	Calr Scarf1	liana_consensus	no	M20A-EXT-1037	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
calr tshr	Calr Tshr	liana_consensus	no	M20A-EXT-1038	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
camp egfr	Camp Egfr	liana_consensus	no	M20A-EXT-1039	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
camp fpr2	Camp Fpr2	liana_consensus	no	M20A-EXT-1040	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
camp igf1r	Camp Igf1r	liana_consensus	no	M20A-EXT-1041	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
camp p2rx7	Camp P2rx7	liana_consensus	no	M20A-EXT-1042	uncertain	Parallel worker packet did not establish pair-specific support beyond a database or indirect candidate; retain uncertain pending a cleaner evidence packet.
ccl1 ccr8	Ccl1 Ccr8	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
ccl11 ccr3	Ccl11 Ccr3	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
ccl11 ccr5	Ccl11 Ccr5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
ccl12 ccr2	Ccl12 Ccr2	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
ccl17 ccr4	Ccl17 Ccr4	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
ccl2 ccr5	Ccl2 Ccr5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
ccl20 ccr6	Ccl20 Ccr6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
ccl21b ccr7	Ccl21b Ccr7	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
ccl21b cxcr3	Ccl21b Cxcr3	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
ccl22 ccr4	Ccl22 Ccr4	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
ccl24 ccr3	Ccl24 Ccr3	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
ccl25 ccr9	Ccl25 Ccr9	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
ccl27b ccr3	Ccl27b Ccr3	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
ccl28 ccr10	Ccl28 Ccr10	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
