curation_id	external_record_key	species_context	tf_symbol	target_symbol	reference_pmids	public_reference_reuse_pmids	public_reference_reuse_item_count	existing_modules	status
PUBTF-CUR-016061	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000795:b43f4c061a04	mouse	Usf1	Ptgs2	11356200;11673276;11967217;14660559;15205395;15927963;17074806;17186551;18817855;30420588	11356200;11673276;11967217;14660559;15205395;15927963;17074806;17186551;18817855;30420588	6		reference_reuse_review
PUBTF-CUR-016062	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000796:a82c81475862	mouse	Hif1a	Hmox1	10600883;11356853;11592948;12089367;12595275;14680803;14970910;15010533;15050899;15110393;15805230;15809085;15957953;16014614;16046617;16884534;16951052;17066447;17122584;17389506;17706837;17895889;17967803;17971009;17996129;18031944;18252725;18317408;18356541;18708172;18799519;18842422;19176596;19203226;19254160;19333137;19828020;20021945;20172305;20308610;20526373;20653058;20704549;20705587;20819234;20833713;21238463;21265554;21390240;21570450;21755458;21777345;22048469;22580326;22871270;22932708;23006058;23125209;23226251;23261967;23455892;23537263;23694759;23867319;24132642;24309492;24338158;24947526;25206477;25553444;26044673;26751611;27058435;27087120;27441301;28163173;29765317;29991707;30340459;30840308;31055616;32016463;32051732;32789575;32949789;32975326;33023593;33206581;33207934;33248237;33388412;33738869;34196628;34864115;34874275;37415103;37731009;38125409;9027737;9038135;9525945	10600883;11356853;11592948;12089367;12595275;14680803;14970910;15010533;15050899;15110393;15805230;15809085;15957953;16014614;16046617;16884534;16951052;17066447;17122584;17389506;17706837;17895889;17967803;17971009;17996129;18031944;18252725;18317408;18356541;18708172;18799519;18842422;19176596;19203226;19254160;19333137;19828020;20021945;20172305;20308610;20526373;20653058;20704549;20705587;20819234;20833713;21238463;21265554;21390240;21570450;21755458;21777345;22048469;22580326;22871270;22932708;23006058;23125209;23226251;23261967;23455892;23537263;23694759;23867319;24132642;24309492;24338158;24947526;25206477;25553444;26044673;26751611;27058435;27087120;27441301;28163173;29765317;29991707;30340459;30840308;31055616;32016463;32051732;32789575;32949789;32975326;33023593;33206581;33207934;33248237;33388412;33738869;34196628;34864115;34874275;37415103;37731009;38125409;9027737;9038135;9525945	111		reference_reuse_review
PUBTF-CUR-016063	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000797:960625279127	mouse	H3BJ24	\N	11358962	11358962	4		reference_reuse_review
PUBTF-CUR-016064	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000798:4992712f0c84	mouse	\N	Ugt1a6	10220484;11368516;12948865;15826610;15860653;15902423;16120747;16399343;19144771;19474220;19525444;19831498;20000589;20854796;21357386;21902811;27531059;36000181;8068691;9466822;9762354	10220484;11368516;12948865;15826610;15860653;15902423;16120747;16399343;19144771;19474220;19525444;19831498;20000589;20854796;21357386;21902811;27531059;36000181;8068691;9466822;9762354	13		reference_reuse_review
PUBTF-CUR-016065	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000799:106fc56ebdff	mouse	Pax5	Cd19	10666449;10933595;11359826;12044782;12052884;12360049;12406913;12907641;1375324;14630796;14960572;15163413;15492262;15544702;16891199;17179230;17513763;17559946;18172310;18552207;18617575;18718064;19668193;20208555;21357426;22546857;26310606;27016671;29358580;33452395;35226982;7532151;7541987;8195169;8639790;8780159;9028324;9042861;9233624;9442394;9545244;9618759;9722295	10666449;10933595;11359826;12044782;12052884;12360049;12406913;12907641;1375324;14630796;14960572;15163413;15492262;15544702;16891199;17179230;17513763;17559946;18172310;18552207;18617575;18718064;19668193;20208555;21357426;22546857;26310606;27016671;29358580;33452395;35226982;7532151;7541987;8195169;8639790;8780159;9028324;9042861;9233624;9442394;9545244;9618759;9722295	14		reference_reuse_review
PUBTF-CUR-016066	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000800:c9703d8468b2	mouse	Rela	Nfkb1	10706876;11066090;11112449;14570916;1502202;16135789;16456005;16513645;16513841;16778171;1740105;18398488;19469019;19554506;19723087;20427719;20596645;21420936;23362108;23554896;24213573;24342991;24763556;24798100;25113400;25123536;27317769;30828084;31664190;32098277;32432099;32664684;32698440;35021606;35558121;37114262;37997990;7636984;7853483;7884865;8454856;8793106;9190210;9417120;9875227	10706876;11066090;11112449;14570916;1502202;16135789;16456005;16513645;16513841;16778171;1740105;18398488;19469019;19554506;19723087;20427719;20596645;21420936;23362108;23554896;24213573;24342991;24763556;24798100;25113400;25123536;27317769;30828084;31664190;32098277;32432099;32664684;32698440;35021606;35558121;37114262;37997990;7636984;7853483;7884865;8454856;8793106;9190210;9417120;9875227	69		reference_reuse_review
PUBTF-CUR-016067	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000801:e977177bae89	mouse	\N	K9J7B2	10220484;11368516;12948865;15826610;15860653;15902423;16120747;16399343;19144771;19474220;19525444;19831498;20000589;20854796;21357386;21902811;27531059;36000181;8068691;9466822;9762354	10220484;11368516;12948865;15826610;15860653;15902423;16120747;16399343;19144771;19474220;19525444;19831498;20000589;20854796;21357386;21902811;27531059;36000181;8068691;9466822;9762354	13		reference_reuse_review
PUBTF-CUR-016068	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000802:db8472007afb	mouse	Hnf4a	E0CXS6	11376119;15171724;17991764	11376119;15171724;17991764	3		reference_reuse_review
PUBTF-CUR-016069	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000803:adc72a3449ea	mouse	Creb1	Bdnf	10504200;11191712;11207803;11377882;11516824;11572963;11719924;11943827;11953750;12114522;12163549;12462419;12753089;12967770;14604759;14735135;14743453;15066262;15163695;15272146;15546062;15591144;15659294;15816864;15898104;16006741;16086428;16179807;16220190;16269011;16337876;16359811;16487497;16507885;16641230;16996500;17164818;17344400;17368617;17456785;17587310;17599098;17974009;18001273;18063565;18198284;18310887;18441292;18636983;18649393;18688011;18830614;18983874;19038219;19046370;19189864;19294650;19330848;19396876;19409206;19486334;19489105;19545052;19712055;19731018;19756388;20064606;20100784;20149872;20405200;20493822;20546816;20573984;20599917;20600926;20814019;21145362;21324325;21335064;21616544;21677163;21787579;21792677;21802268;21803120;21854604;21945540;21983475;22119240;22179316;22236576;22294685;22309829;22592058;22593004;22607375;22771768;23035088;23076128;23239946;23404502;23528267;23644141;23685142;23726845;23770418;23863923;23898803;23946409;24035379;24116271;24141554;24155299;24333148;24401376;24488601;24488767;24565641;24615983;24700102;24753179;24769307;24964813;24965890;25031400;25156823;25193075;25271147;25274193;25316150;25319623;25414779;25505876;25576450;25643298;25645685;25744098;25832840;25850013;25976303;26010875;26025137;26168894;26398857;26450419;26649298;26677139;26842955;26908001;26911316;26921097;26926964;26977770;27010597;27033055;27060162;27197752;27544482;27611779;27833051;27864646;27903866;27943027;28259675;28267559;28374107;28429887;28432877;28439815;28522733;28761415;28939187;28983964;29090295;29094448;29172439;29487560;29626499;29722018;29737506;29770155;29847220;29867712;29895894;29966721;30137205;30139740;30189852;30214393;30294251;30416389;30459620;30463591;30521978;30580161;30746828;30804756;30817943;30826520;30951808;30961637;31006109;31010016;31195342;31300736;31351316;31400269;31521867;31542427;31555122;31683445;31687714;31761328;31807545;31915257;32008312;32038255;32062019;32063838;32138196;32148659;32367475;32405353;32416472;32453814;32460803;32487265;32504049;32508597;32538765;32588398;32603820;32659473;32748031;32806562;32815825;32980332;33192276;33256199;33434621;33462377;33644540;33815562;33826130;34054732;34174262;34325767;34374467;34380377;34400908;34455975;34676557;34812274;34819637;34831318;34977362;35025202;35040389;35044595;35401106;35431946;35615594;35636253;35784012;35801985;35978505;36227087;36245095;36316156;36400237;36499491;36571720;36646447;36735179;36774383;36790580;36830589;36931707;37153779;37626746;37926812;38063995;38082356;8601816;9581763;9581764;9755354;9773357;9918601	10504200;11191712;11207803;11377882;11516824;11572963;11719924;11943827;11953750;12114522;12163549;12462419;12753089;12967770;14604759;14735135;14743453;15066262;15163695;15272146;15546062;15591144;15659294;15816864;15898104;16006741;16086428;16179807;16220190;16269011;16337876;16359811;16487497;16507885;16641230;16996500;17164818;17344400;17368617;17456785;17587310;17599098;17974009;18001273;18063565;18198284;18310887;18441292;18636983;18649393;18688011;18830614;18983874;19038219;19046370;19189864;19294650;19330848;19396876;19409206;19486334;19489105;19545052;19712055;19731018;19756388;20064606;20100784;20149872;20405200;20493822;20546816;20573984;20599917;20600926;20814019;21145362;21324325;21335064;21616544;21677163;21787579;21792677;21802268;21803120;21854604;21945540;21983475;22119240;22179316;22236576;22294685;22309829;22592058;22593004;22607375;22771768;23035088;23076128;23239946;23404502;23528267;23644141;23685142;23726845;23770418;23863923;23898803;23946409;24035379;24116271;24141554;24155299;24333148;24401376;24488601;24488767;24565641;24615983;24700102;24753179;24769307;24964813;24965890;25031400;25156823;25193075;25271147;25274193;25316150;25319623;25414779;25505876;25576450;25643298;25645685;25744098;25832840;25850013;25976303;26010875;26025137;26168894;26398857;26450419;26649298;26677139;26842955;26908001;26911316;26921097;26926964;26977770;27010597;27033055;27060162;27197752;27544482;27611779;27833051;27864646;27903866;27943027;28259675;28267559;28374107;28429887;28432877;28439815;28522733;28761415;28939187;28983964;29090295;29094448;29172439;29487560;29626499;29722018;29737506;29770155;29847220;29867712;29895894;29966721;30137205;30139740;30189852;30214393;30294251;30416389;30459620;30463591;30521978;30580161;30746828;30804756;30817943;30826520;30951808;30961637;31006109;31010016;31195342;31300736;31351316;31400269;31521867;31542427;31555122;31683445;31687714;31761328;31807545;31915257;32008312;32038255;32062019;32063838;32138196;32148659;32367475;32405353;32416472;32453814;32460803;32487265;32504049;32508597;32538765;32588398;32603820;32659473;32748031;32806562;32815825;32980332;33192276;33256199;33434621;33462377;33644540;33815562;33826130;34054732;34174262;34325767;34374467;34380377;34400908;34455975;34676557;34812274;34819637;34831318;34977362;35025202;35040389;35044595;35401106;35431946;35615594;35636253;35784012;35801985;35978505;36227087;36245095;36316156;36400237;36499491;36571720;36646447;36735179;36774383;36790580;36830589;36931707;37153779;37626746;37926812;38063995;38082356;8601816;9581763;9581764;9755354;9773357;9918601	12	22B	reference_reuse_review
PUBTF-CUR-016070	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000804:c1b1d8c64bf8	mouse	Nr1h4	Abcb11	11387316;11509573;11870371;12052824;12135489;12393883;12483266;12519787;12525500;12704471;12705905;12949728;12971955;14684380;14699511;15307955;15471871;15694933;15911693;16178789;16371446;16522742;16706681;16819395;17135343;17622954;18270374;18668687;19027009;19111018;19228886;19369578;19407337;19653193;19809379;19821532;19833092;19913492;21330447;22268101;22291955;22345554;23213087;23213138;23546875;24002920;24107776;24335466;24338587;24729004;25582706;25612518;25675114;25747729;26100621;26177448;26723467;26812075;26867564;27465948;27609522;27637290;27818225;28051334;28234635;28424617;28505368;28987596;29202514;29235094;29283075;29427579;29660435;29721568;30068870;30517764;31450152;31549733;32018210;32534360;32976922;33581308;34064649;34310734;34387888;34483922;34630081;34653908;34767876;34774795;34926449;35128688;35523117;35557817;35633129;35712714;36271579;36386150;36787806;36795945;36950015;37028458;37077819;37348807;37769812;37995646;38014837	11387316;11509573;11870371;12052824;12135489;12393883;12483266;12519787;12525500;12704471;12705905;12949728;12971955;14684380;14699511;15307955;15471871;15694933;15911693;16178789;16371446;16522742;16706681;16819395;17135343;17622954;18270374;18668687;19027009;19111018;19228886;19369578;19407337;19653193;19809379;19821532;19833092;19913492;21330447;22268101;22291955;22345554;23213087;23213138;23546875;24002920;24107776;24335466;24338587;24729004;25582706;25612518;25675114;25747729;26100621;26177448;26723467;26812075;26867564;27465948;27609522;27637290;27818225;28051334;28234635;28424617;28505368;28987596;29202514;29235094;29283075;29427579;29660435;29721568;30068870;30517764;31450152;31549733;32018210;32534360;32976922;33581308;34064649;34310734;34387888;34483922;34630081;34653908;34767876;34774795;34926449;35128688;35523117;35557817;35633129;35712714;36271579;36386150;36787806;36795945;36950015;37028458;37077819;37348807;37769812;37995646;38014837	9		reference_reuse_review
PUBTF-CUR-016071	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000805:73105d9ee275	mouse	Rela	Bcl3	10361130;11387332;12586626;12902482;12972607;14530344;17963943;18815299;23135533;24027435;24130828;25089799;25113400;28684863;29973688	10361130;11387332;12586626;12902482;12972607;14530344;17963943;18815299;23135533;24027435;24130828;25089799;25113400;28684863;29973688	12		reference_reuse_review
PUBTF-CUR-016072	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000806:4e07c806e859	mouse	E2f1	Apaf1	11389439;12149244;12766778;12973018;12975577;15494392;15972851;16764954;17600109;18056406;18093951;18524851;18951482;22438805;22593008;23497083;26396186;26673663;28211871;28542143;32596239	11389439;12149244;12766778;12973018;12975577;15494392;15972851;16764954;17600109;18056406;18093951;18524851;18951482;22438805;22593008;23497083;26396186;26673663;28211871;28542143;32596239	10		reference_reuse_review
PUBTF-CUR-016073	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000807:7c3790cdb7c3	mouse	Tp53	Apaf1	11389439;11410874;11559530;11591730;11896574;12002526;12136132;12569576;12883670;15026369;15077176;15273730;15305193;15378005;15389287;15972851;16005638;16331630;16514420;16642478;16697107;17043642;17133271;17218959;17361096;17945286;18951482;19357269;19881289;20418912;20703075;20977544;21239882;21393351;21556770;23946818;25589462;25752998;26183023;26743285;26851285;28423703;32560563	11389439;11410874;11559530;11591730;11896574;12002526;12136132;12569576;12883670;15026369;15077176;15273730;15305193;15378005;15389287;15972851;16005638;16331630;16514420;16642478;16697107;17043642;17133271;17218959;17361096;17945286;18951482;19357269;19881289;20418912;20703075;20977544;21239882;21393351;21556770;23946818;25589462;25752998;26183023;26743285;26851285;28423703;32560563	26		reference_reuse_review
PUBTF-CUR-016074	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000808:80cd80faf75f	mouse	Ets1	Csnk2a2	10849443;11389726;11827174;16335532;19027835	10849443;11389726;11827174;16335532;19027835	9		reference_reuse_review
PUBTF-CUR-016075	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000809:5c33251df98c	mouse	Sp3	Tnf	11390427;11500175;12759366;14555463;19109523;30696705;31211235	11390427;11500175;12759366;14555463;19109523;30696705;31211235	10		reference_reuse_review
PUBTF-CUR-016076	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000810:4cb642879f01	mouse	Rela	Csf2	10549054;10590260;10608823;10799531;10975857;11008013;11336164;11395507;11418664;11446745;11507211;11509005;11698053;11752025;11942326;11949945;12127790;12165280;12444034;12591900;12708493;12871851;12893643;12901911;14619338;14741709;15027115;15034017;15056380;15220113;16687566;1679576;17159986;17250654;18056447;18093851;18230685;18285351;18586957;1911548;19723087;20654555;21071440;21439396;21822313;21831442;22547677;23079711;2406568;24239845;24899500;25105596;25161157;25919140;26580078;26828432;27121155;27173404;27630735;27831553;28087598;28232480;28288138;28815242;29078142;29669585;30205157;30317634;30381478;31581558;31776206;31864360;32617021;33893236;34020271;34699634;34948304;36219746;37491916;37631238;7478534;7636192;7643015;7789482;8135780;8152309;8494821;8648111;8648737;8660380;8662666;8896414;8934574;9185524;9190901;9191198;9414129;9445466;9596659;9756185	10549054;10590260;10608823;10799531;10975857;11008013;11336164;11395507;11418664;11446745;11507211;11509005;11698053;11752025;11942326;11949945;12127790;12165280;12444034;12591900;12708493;12871851;12893643;12901911;14619338;14741709;15027115;15034017;15056380;15220113;16687566;1679576;17159986;17250654;18056447;18093851;18230685;18285351;18586957;1911548;19723087;20654555;21071440;21439396;21822313;21831442;22547677;23079711;2406568;24239845;24899500;25105596;25161157;25919140;26580078;26828432;27121155;27173404;27630735;27831553;28087598;28232480;28288138;28815242;29078142;29669585;30205157;30317634;30381478;31581558;31776206;31864360;32617021;33893236;34020271;34699634;34948304;36219746;37491916;37631238;7478534;7636192;7643015;7789482;8135780;8152309;8494821;8648111;8648737;8660380;8662666;8896414;8934574;9185524;9190901;9191198;9414129;9445466;9596659;9756185	69		reference_reuse_review
PUBTF-CUR-016077	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000811:cf52419ef428	mouse	Tp53	Cdc25c	10500180;10853038;11096075;11396965;11972334;15574328;15657147;15831478;16264274;16582636;16807237;17361486;17663993;19138991;19771247;19861536;21935352;22842784;23229819;24096481;26595675;29074359;30250928;32518522;34771123;35615982;37298090;9679054	10500180;10853038;11096075;11396965;11972334;15574328;15657147;15831478;16264274;16582636;16807237;17361486;17663993;19138991;19771247;19861536;21935352;22842784;23229819;24096481;26595675;29074359;30250928;32518522;34771123;35615982;37298090;9679054	9		reference_reuse_review
PUBTF-CUR-016078	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000812:2e4d49a61751	mouse	A0A979HLR9	Agtr1a	11072083;11416035;11779634;15507319;18443233;19129260;22282354;23475749	11072083;11416035;11779634;15507319;18443233;19129260;22282354;23475749	10		reference_reuse_review
PUBTF-CUR-016079	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000813:6e31f21c7056	mouse	A0A979HLR9	Agtr1b	11072083;11416035;11779634;15507319;18443233;19129260;22282354;23475749	11072083;11416035;11779634;15507319;18443233;19129260;22282354;23475749	10		reference_reuse_review
PUBTF-CUR-016080	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000814:0c24a1e282d8	mouse	Hsf1	Hspa1b	10224227;10360681;10485332;10759215;10850962;10854282;10945242;10959483;11123263;11423124;11423545;11447088;11495042;11574536;11707269;11841991;11864979;12064483;12112007;12356732;12519785;12538438;12621024;12782657;12815164;12818569;12843283;14554099;14670820;14766729;14962978;15081317;1508207;15380675;15528326;15706094;15762843;16012946;16081837;16116176;16151457;16210323;16211252;16460681;16624816;16644868;16706109;16781810;16806261;16931608;16944601;16990482;1717345;17201064;17556362;17616344;17873279;17897941;17921326;18032669;18434628;18931043;19221897;19336471;19439408;19776393;19817876;19910575;20021227;20493909;20622894;20692357;20813976;20835880;20920476;21053113;21085490;21098017;21167846;21783608;21817109;21846193;21932106;21960124;22042134;22245466;22319056;22347152;22526392;22797943;22956628;23063459;23212905;23261432;23321985;23395854;23874968;23902977;23935933;24041570;24070736;24092395;24234033;24285117;25167838;25638293;25752395;26029925;26053851;26056959;26070787;26193369;26361762;2674689;26789234;27524398;28439947;28453931;28474205;28810585;29704482;29715263;30566508;30772489;30884523;30929917;30981428;31657478;31963688;32121259;34421617;35906200;36724961;37686660;37714315;8035809;8749322;8798747;8904320;8934873;9001232;9011567;9250401;9394806;9665826;9699716;9822662	10224227;10360681;10485332;10759215;10850962;10854282;10945242;10959483;11123263;11423124;11423545;11447088;11495042;11574536;11707269;11841991;11864979;12064483;12112007;12356732;12519785;12538438;12621024;12782657;12815164;12818569;12843283;14554099;14670820;14766729;14962978;15081317;1508207;15380675;15528326;15706094;15762843;16012946;16081837;16116176;16151457;16210323;16211252;16460681;16624816;16644868;16706109;16781810;16806261;16931608;16944601;16990482;1717345;17201064;17556362;17616344;17873279;17897941;17921326;18032669;18434628;18931043;19221897;19336471;19439408;19776393;19817876;19910575;20021227;20493909;20622894;20692357;20813976;20835880;20920476;21053113;21085490;21098017;21167846;21783608;21817109;21846193;21932106;21960124;22042134;22245466;22319056;22347152;22526392;22797943;22956628;23063459;23212905;23261432;23321985;23395854;23874968;23902977;23935933;24041570;24070736;24092395;24234033;24285117;25167838;25638293;25752395;26029925;26053851;26056959;26070787;26193369;26361762;2674689;26789234;27524398;28439947;28453931;28474205;28810585;29704482;29715263;30566508;30772489;30884523;30929917;30981428;31657478;31963688;32121259;34421617;35906200;36724961;37686660;37714315;8035809;8749322;8798747;8904320;8934873;9001232;9011567;9250401;9394806;9665826;9699716;9822662	11		reference_reuse_review
PUBTF-CUR-016081	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000815:e7e92218136e	mouse	Hsf1	Hspa1a	10224227;10360681;10485332;10759215;10850962;10854282;10945242;10959483;11123263;11423124;11423545;11447088;11495042;11574536;11707269;11841991;11864979;12064483;12112007;12356732;12519785;12538438;12621024;12782657;12815164;12818569;12843283;14554099;14670820;14766729;14962978;15081317;1508207;15380675;15528326;15706094;15762843;16012946;16081837;16116176;16151457;16210323;16211252;16460681;16624816;16644868;16706109;16781810;16806261;16931608;16944601;16990482;1717345;17201064;17556362;17616344;17873279;17897941;17921326;18032669;18434628;18931043;19221897;19336471;19439408;19776393;19817876;19910575;20021227;20493909;20622894;20692357;20813976;20835880;20920476;21053113;21085490;21098017;21167846;21783608;21817109;21846193;21932106;21960124;22042134;22245466;22319056;22347152;22526392;22797943;22956628;23063459;23212905;23261432;23321985;23395854;23874968;23902977;23935933;24041570;24070736;24092395;24234033;24285117;25167838;25638293;25752395;26029925;26053851;26056959;26070787;26193369;26361762;2674689;26789234;27524398;28439947;28453931;28474205;28810585;29704482;29715263;30566508;30772489;30884523;30929917;30981428;31657478;31963688;32121259;34421617;35906200;36724961;37686660;37714315;8035809;8749322;8798747;8904320;8934873;9001232;9011567;9250401;9394806;9665826;9699716;9822662	10224227;10360681;10485332;10759215;10850962;10854282;10945242;10959483;11123263;11423124;11423545;11447088;11495042;11574536;11707269;11841991;11864979;12064483;12112007;12356732;12519785;12538438;12621024;12782657;12815164;12818569;12843283;14554099;14670820;14766729;14962978;15081317;1508207;15380675;15528326;15706094;15762843;16012946;16081837;16116176;16151457;16210323;16211252;16460681;16624816;16644868;16706109;16781810;16806261;16931608;16944601;16990482;1717345;17201064;17556362;17616344;17873279;17897941;17921326;18032669;18434628;18931043;19221897;19336471;19439408;19776393;19817876;19910575;20021227;20493909;20622894;20692357;20813976;20835880;20920476;21053113;21085490;21098017;21167846;21783608;21817109;21846193;21932106;21960124;22042134;22245466;22319056;22347152;22526392;22797943;22956628;23063459;23212905;23261432;23321985;23395854;23874968;23902977;23935933;24041570;24070736;24092395;24234033;24285117;25167838;25638293;25752395;26029925;26053851;26056959;26070787;26193369;26361762;2674689;26789234;27524398;28439947;28453931;28474205;28810585;29704482;29715263;30566508;30772489;30884523;30929917;30981428;31657478;31963688;32121259;34421617;35906200;36724961;37686660;37714315;8035809;8749322;8798747;8904320;8934873;9001232;9011567;9250401;9394806;9665826;9699716;9822662	11		reference_reuse_review
PUBTF-CUR-016082	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000816:01b4cde30088	mouse	Spi1	Acp5	11425859;11481336;14584903;14962802;17403896;18063694;19801646;26117255	11425859;11481336;14584903;14962802;17403896;18063694;19801646;26117255	8		reference_reuse_review
PUBTF-CUR-016083	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000817:05ba4cae88c9	mouse	A0A979HLR9	Mat2a	11124935;11427482;11476892	11124935;11427482;11476892	4		reference_reuse_review
PUBTF-CUR-016084	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000818:6d392a4b917f	mouse	A0A979HLR9	Ca9	11429308;11672442;12615703;15184875;16270297;29100428	11429308;11672442;12615703;15184875;16270297;29100428	6		reference_reuse_review
PUBTF-CUR-016085	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000819:155c2d85c288	mouse	E2f1	Tert	11433024;12368233;16264179;18818403;19358274;19451745;21411498;22207128;22654424;26575952;32462015;34858826;36820913	11433024;12368233;16264179;18818403;19358274;19451745;21411498;22207128;22654424;26575952;32462015;34858826;36820913	6		reference_reuse_review
PUBTF-CUR-016086	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000820:6c0fc2850069	mouse	Bmal1	Cry1	10938103;11441147;11798163;12483227;14581485;16628007;17027273;17463251;17660446;18433872;18728219;19605937;20215567;20817722;20852621;22750052;23598442;24089055;24099911;24378737;26323038;30683868;35682995;36893964	10938103;11441147;11798163;12483227;14581485;16628007;17027273;17463251;17660446;18433872;18728219;19605937;20215567;20817722;20852621;22750052;23598442;24089055;24099911;24378737;26323038;30683868;35682995;36893964	28		reference_reuse_review
PUBTF-CUR-016087	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000821:f1792db003c7	mouse	Bmal1	A0A0R4J0U3	10652231;10938103;11441147;11798163;12916720;15699353;15712105;17027273;17463251;17660446;18454201;19020302;19168071;19299583;20215567;20576619;20688499;20852621;21533189;21960634;22039518;22208286;22750052;23469106;23596172;23620290;24051492;24099911;24327317;25888034;26257703;26323038;27773696;28487473;28828400;30683868;32114021;33351992;33598947;34011974;34702951;34741025;35302984;35682995;36376366;36405557;36893964;38014083	10652231;10938103;11441147;11798163;12916720;15699353;15712105;17027273;17463251;17660446;18454201;19020302;19168071;19299583;20215567;20576619;20688499;20852621;21533189;21960634;22039518;22208286;22750052;23469106;23596172;23620290;24051492;24099911;24327317;25888034;26257703;26323038;27773696;28487473;28828400;30683868;32114021;33351992;33598947;34011974;34702951;34741025;35302984;35682995;36376366;36405557;36893964;38014083	28		reference_reuse_review
PUBTF-CUR-016088	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000822:cc6f04d923b9	mouse	G3UYV8	Cry1	11441147;17660446;24099911;30097595	11441147;17660446;24099911;30097595	28		reference_reuse_review
PUBTF-CUR-016089	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000823:6974bb605b09	mouse	G3UYV8	Per1	11441147;17660446;20817722	11441147;17660446;20817722	28		reference_reuse_review
PUBTF-CUR-016090	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000824:a906acb08473	mouse	Tp53	G5E899	10692390;11470783;16115939;17172853;17882266;17916362;18431400;18469003;19147537;19523975;20435362;20947822;21110788;21638209;21898503;22245200;22592924;22701041;22976055;23063463;23665346;23872073;24613410;25480384;25958320;26747783;27004408;27132513;27759037;28362428;28385810;28902433;30099074;30419821;30741995;31284746;31382626;31986125;32212809;32272174;32775153;33425488;33509226;33628636;34141473;34452628;35716648;37642665;37662480;38107584;7479001;9769949	10692390;11470783;16115939;17172853;17882266;17916362;18431400;18469003;19147537;19523975;20435362;20947822;21110788;21638209;21898503;22245200;22592924;22701041;22976055;23063463;23665346;23872073;24613410;25480384;25958320;26747783;27004408;27132513;27759037;28362428;28385810;28902433;30099074;30419821;30741995;31284746;31382626;31986125;32212809;32272174;32775153;33425488;33509226;33628636;34141473;34452628;35716648;37642665;37662480;38107584;7479001;9769949	80		reference_reuse_review
