pmid	public_unique_item_count	public_record_count	existing_module_count	existing_modules	public_item_keys	cross_module_overlap	corroboration_status
16888453	2	2	0		human|hif1a|epo;mouse|hif1a|epo	false	reference_reuse_review
1688848	0	0	1	23B		true	reference_reuse_review
16888633	14	14	0		human|tp53|atf3;human|tp53|cdkn1a;human|tp53|ddb2;human|tp53|dkk1;human|tp53|epha2;human|tp53|fdxr;human|tp53|gdf15;human|tp53|tp53i3;mouse|tp53|atf3;mouse|tp53|cdkn1a;mouse|tp53|ddb2;mouse|tp53|dkk1;mouse|tp53|epha2;mouse|tp53|gdf15	false	reference_reuse_review
16888645	4	4	0		human|foxo3|bcl2l11;human|foxo3|tnfsf10;mouse|foxo3|bcl2l11;mouse|foxo3|tnfsf10	false	reference_reuse_review
16888780	8	8	0		human|nfkb1|bcl2;human|nfkb2|bcl2;human|rela|bcl2;human|relb|bcl2;mouse|nfkb1|bcl2;mouse|nfkb2|bcl2;mouse|rela|bcl2;mouse|relb|bcl2	false	reference_reuse_review
16888805	4	4	0		human|atf2|tnf;human|jun|tnf;mouse|atf2|tnf;mouse|jun|tnf	false	reference_reuse_review
16890192	4	4	0		human|ppara|cd36;human|ppara|lpl;mouse|ppara|cd36;mouse|ppara|lpl	false	reference_reuse_review
16891067	2	2	0		human|ahr|cyp1a1;mouse|\N|cyp1a1	false	reference_reuse_review
16891075	4	4	0		human|hnf4a|cyp3a4;mouse|hnf4a|\N;mouse|hnf4a|cyp3a11;mouse|hnf4a|cyp3a13	false	reference_reuse_review
16891199	2	2	0		human|pax5|cd19;mouse|pax5|cd19	false	reference_reuse_review
16891307	14	14	0		human|hnf4a|aldob;human|hnf4a|apoc3;human|hnf4a|cyp7a1;human|hnf4a|pck2;human|ppargc1a|aldob;human|ppargc1a|apoa5;human|ppargc1a|apoc3;human|ppargc1a|cyp7a1;human|ppargc1a|otc;human|ppargc1a|pck2;mouse|hnf4a|a0a0r4j1n3;mouse|hnf4a|aldob;mouse|hnf4a|cyp7a1;mouse|hnf4a|pck2	false	reference_reuse_review
16891617	2	2	0		human|ahr|cyp1a1;mouse|\N|cyp1a1	false	reference_reuse_review
16891625	5	6	0		human|srebf1|fasn;human|usf2|pklr;mouse|mlxipl|fasn;mouse|srebf1|fasn;mouse|usf2|d3z2c4	false	reference_reuse_review
16892069	4	4	0		human|nfkb1|vcam1;human|rela|vcam1;mouse|nfkb1|\N;mouse|rela|\N	false	reference_reuse_review
16892182	4	4	0		human|nfkb1|ptgs2;human|rela|ptgs2;mouse|nfkb1|ptgs2;mouse|rela|ptgs2	false	reference_reuse_review
16892383	2	2	0		human|esr1|pgr;mouse|esr1|pgr	false	reference_reuse_review
16892556	2	2	0		human|tp53|fos;mouse|tp53|fos	false	reference_reuse_review
16892558	2	2	0		human|tp53|serpinb5;mouse|tp53|serpinb5	false	reference_reuse_review
16893419	2	2	0		human|creb1|th;mouse|creb1|th	false	reference_reuse_review
16893422	2	2	0		human|srebf2|pcsk9;mouse|srebf2|pcsk9	false	reference_reuse_review
16893520	4	5	0		human|fosl1|plaur;human|jun|plaur;mouse|fosl1|plaur;mouse|jun|plaur	false	reference_reuse_review
16893987	7	9	0		human|irf1|il12b;human|nfkb1|il12b;human|rela|il12b;mouse|irf1|il12b;mouse|jun|il12b;mouse|nfkb1|il12b;mouse|rela|il12b	false	reference_reuse_review
16894028	4	4	0		human|tp53|bax;human|tp53|cdkn1a;mouse|tp53|bax;mouse|tp53|cdkn1a	false	reference_reuse_review
16894036	6	6	0		human|nfkb1|icam1;human|nfkb1|vcam1;human|rela|vcam1;mouse|nfkb1|\N;mouse|nfkb1|icam1;mouse|rela|\N	false	reference_reuse_review
16894529	4	4	0		human|ets1|mmp2;human|ets1|mmp9;mouse|ets1|mmp2;mouse|ets1|mmp9	false	reference_reuse_review
16894566	2	2	0		human|tp53|akt1;mouse|tp53|akt1	false	reference_reuse_review
16894625	2	2	0		human|tbx5|nppa;mouse|tbx5|nppa	false	reference_reuse_review
16895524	2	3	0		human|tp53|hnf4a;mouse|tp53|hnf4a	false	reference_reuse_review
16895991	2	2	0		human|nr5a1|cyp19a1;mouse|nr5a1|cyp19a1	false	reference_reuse_review
16896163	2	2	0		human|creb1|npy;mouse|creb1|npy	false	reference_reuse_review
16896927	4	4	0		human|jund|tgfb1;human|jun|tgfb1;mouse|jund|tgfb1;mouse|jun|tgfb1	false	reference_reuse_review
16899075	2	2	0		human|cebpb|il6;mouse|cebpb|il6	false	reference_reuse_review
16899237	2	2	0		mouse|hes1|cdkn1c;mouse|hes1|coro1a	false	reference_reuse_review
16899239	4	4	0		human|nfkb1|nos2;human|rela|nos2;mouse|nfkb1|nos2;mouse|rela|nos2	false	reference_reuse_review
16899408	11	14	0		human|e2f1|bbc3;human|tp53|bax;human|tp53|bbc3;human|tp53|fas;human|tp53|pmaip1;human|tp53|tp73;human|tp73|bbc3;human|tp73|pmaip1;mouse|tp53|bax;mouse|tp53|fas;mouse|tp53|tp73	false	reference_reuse_review
16899623	2	4	0		human|stat3|vegfa;human|stat3|vegfb	false	reference_reuse_review
16899764	2	2	0		human|snai1|cdh1;mouse|snai1|a0a0r4izw5	false	reference_reuse_review
16900513	2	4	0		human|epas1|vegfa;human|hif1a|vegfa	false	reference_reuse_review
1690079	2	2	0		human|pou1f1|gh1;mouse|pou1f1|gh1	false	reference_reuse_review
16901265	4	5	0		human|nr1h3|abca1;human|srebf2|abca1;mouse|nr1h3|abca1;mouse|srebf2|abca1	false	reference_reuse_review
16901543	4	4	0		human|nfkb1|cflar;human|rela|cflar;mouse|nfkb1|cflar;mouse|rela|cflar	false	reference_reuse_review
16901605	6	6	0		human|ahr|cyp1a1;human|ahr|cyp1a2;human|ahr|cyp1b1;mouse|\N|cyp1a1;mouse|\N|cyp1a2;mouse|\N|cyp1b1	false	reference_reuse_review
16901764	2	2	0		human|myc|tgfb1;mouse|myc|tgfb1	false	reference_reuse_review
16901790	2	2	0		human|prdm1|myc;mouse|prdm1|myc	false	reference_reuse_review
16901925	2	2	0		human|nr5a1|star;mouse|nr5a1|star	false	reference_reuse_review
16901969	3	3	0		human|pdx1|ins;mouse|pdx1|ins1;mouse|pdx1|ins2	false	reference_reuse_review
16901973	4	4	0		human|pou1f1|gh1;human|pou1f1|prl;human|pou1f1|tshb;mouse|pou1f1|gh1	false	reference_reuse_review
16901993	2	2	0		human|hif1a|serpine1;mouse|hif1a|g5e899	false	reference_reuse_review
16902162	2	3	0		human|usf1|serpine1;mouse|usf1|g5e899	false	reference_reuse_review
16902858	4	5	0		human|nfkb1|nos2;human|rela|nos2;mouse|nfkb1|nos2;mouse|rela|nos2	false	reference_reuse_review
16903077	2	2	0		human|ahr|cyp1a1;mouse|\N|cyp1a1	false	reference_reuse_review
16903857	2	2	0		human|srf|fos;mouse|srf|fos	false	reference_reuse_review
16904069	2	2	0		human|gata1|alas2;mouse|gata1|alas2	false	reference_reuse_review
16904205	2	2	0		human|tp53|sesn2;mouse|tp53|sesn2	false	reference_reuse_review
16904634	4	6	0		human|nfkb1|bcl2l1;human|rela|bcl2l1;mouse|nfkb1|bcl2l1;mouse|rela|bcl2l1	false	reference_reuse_review
16905119	2	2	0		human|jun|tp53;mouse|jun|tp53	false	reference_reuse_review
16905541	2	2	0		human|tp53|mdm4;mouse|tp53|a0a087wqp2	false	reference_reuse_review
1690718	0	0	1	23B		true	reference_reuse_review
16908043	3	3	0		human|egr1|bcl2;mouse|egr1|bcl2;mouse|egr1|bnip3	false	reference_reuse_review
16908599	6	6	0		human|nfkb1|bcl2l1;human|nfkb2|bcl2l1;human|rela|bcl2l1;mouse|nfkb1|bcl2l1;mouse|nfkb2|bcl2l1;mouse|rela|bcl2l1	false	reference_reuse_review
16908841	10	10	0		human|foxo1|cdkn1a;human|foxo1|cdkn2b;human|foxo3|cdkn1a;human|foxo3|cdkn2b;human|foxo4|cdkn1a;mouse|foxo1|cdkn1a;mouse|foxo1|cdkn2b;mouse|foxo3|cdkn1a;mouse|foxo3|cdkn2b;mouse|foxo4|cdkn1a	false	reference_reuse_review
16909019	2	2	0		human|nfe2l2|hmox1;mouse|nfe2l2|hmox1	false	reference_reuse_review
16909110	4	5	0		human|e2f3|ccna2;human|e2f3|cdk1;human|e2f3|plk1;mouse|a0a1y7vml1|plk1	false	reference_reuse_review
1690988	4	4	0		human|foxm1|mbp;mouse|\N|mbp;mouse|nfic|mbp;mouse|sp1|mbp	false	reference_reuse_review
16911361	2	2	0		human|nfkb1|icam1;mouse|nfkb1|icam1	false	reference_reuse_review
16911523	3	4	0		human|fos|bcl2l1;human|jun|bcl2l1;mouse|fos|bcl2l1	false	reference_reuse_review
1691195	2	2	0		human|myod1|actc1;mouse|myod1|actc1	false	reference_reuse_review
16912047	2	2	0		human|e2f1|map3k5;mouse|e2f1|map3k5	false	reference_reuse_review
16912064	2	2	0		human|nr3c1|scnn1a;mouse|nr3c1|scnn1a	false	reference_reuse_review
16912160	2	2	0		human|etv4|ptgs2;mouse|a2a5c3|ptgs2	false	reference_reuse_review
16912174	2	2	0		human|esr1|erbb4;mouse|esr1|erbb4	false	reference_reuse_review
16912181	2	2	0		human|stat3|bcl2l1;human|stat3|ccnd1	false	reference_reuse_review
16912190	4	4	0		human|nfkb1|ptgs2;human|rela|ptgs2;mouse|nfkb1|ptgs2;mouse|rela|ptgs2	false	reference_reuse_review
16912211	2	2	0		human|nfe2l2|hmox1;mouse|nfe2l2|hmox1	false	reference_reuse_review
16912279	4	4	0		human|jun|cdkn1a;human|jun|tp53;mouse|jun|cdkn1a;mouse|jun|tp53	false	reference_reuse_review
16912653	8	8	0		human|nfkb1|il1a;human|nfkb1|tnf;human|rela|il1a;human|rela|tnf;mouse|nfkb1|il1a;mouse|nfkb1|tnf;mouse|rela|il1a;mouse|rela|tnf	false	reference_reuse_review
16914093	2	2	0		human|stat1|irf1;mouse|a0a087wsp5|irf1	false	reference_reuse_review
16914094	2	2	0		human|irf3|ifnb1;mouse|irf3|ifnb1	false	reference_reuse_review
16914324	8	8	0		human|nfkb1|bcl2;human|nfkb2|bcl2;human|rela|bcl2;human|relb|bcl2;mouse|nfkb1|bcl2;mouse|nfkb2|bcl2;mouse|rela|bcl2;mouse|relb|bcl2	false	reference_reuse_review
16914544	3	3	0		human|jun|mmp1;mouse|jun|g5e8a9;mouse|jun|mmp1a	false	reference_reuse_review
16914684	0	0	1	22B		false	reference_reuse_review
16914719	2	3	0		human|irf8|nf1;mouse|irf8|nf1	false	reference_reuse_review
16914734	15	15	0		human|ar|klk3;mouse|ar|klk1;mouse|ar|klk1b1;mouse|ar|klk1b11;mouse|ar|klk1b16;mouse|ar|klk1b21;mouse|ar|klk1b22;mouse|ar|klk1b24;mouse|ar|klk1b26;mouse|ar|klk1b27;mouse|ar|klk1b3;mouse|ar|klk1b4;mouse|ar|klk1b5;mouse|ar|klk1b8;mouse|ar|klk1b9	false	reference_reuse_review
16914737	2	2	0		human|pou1f1|gh1;mouse|pou1f1|gh1	false	reference_reuse_review
16915030	2	2	0		human|pparg|adipoq;human|pparg|lpl	false	reference_reuse_review
16916558	2	2	0		human|foxo3|bcl2l11;mouse|foxo3|bcl2l11	false	reference_reuse_review
16916598	6	8	0		human|jun|tnf;human|nfkb1|tnf;human|rela|tnf;mouse|jun|tnf;mouse|nfkb1|tnf;mouse|rela|tnf	false	reference_reuse_review
16916939	2	2	0		human|e2f1|ncoa3;mouse|e2f1|\N	false	reference_reuse_review
16917105	2	2	0		human|ppara|ccnd1;mouse|ppara|ccnd1	false	reference_reuse_review
16917108	2	2	0		human|creb1|il10;mouse|creb1|il10	false	reference_reuse_review
16917494	0	0	1	23B		true	reference_reuse_review
16917498	0	0	1	22B		false	reference_reuse_review
16917503	0	0	1	20B		true	reference_reuse_review
16917513	2	2	0		human|tp53|fas;mouse|tp53|fas	false	reference_reuse_review
16917544	4	4	0		human|foxo1|g6pc1;human|foxo1|igfbp1;mouse|foxo1|g6pc1;mouse|foxo1|igfbp1	false	reference_reuse_review
16918299	2	2	0		human|tp53|bcl2;mouse|tp53|bcl2	false	reference_reuse_review
16918309	2	2	0		human|tp53|rrm2b;mouse|tp53|rrm2b	false	reference_reuse_review
16918500	43	43	0		human|nfkb1|ccl11;human|nfkb1|ccl2;human|nfkb1|ccl3;human|nfkb1|ccl5;human|nfkb1|cxcl8;human|nfkb1|il1a;human|nfkb1|il2;human|nfkb1|il6;human|nfkb1|ptgs2;human|nfkb1|sele;human|nfkb1|tnf;human|nfkb2|cxcl8;human|nfkb2|il6;human|rela|ccl11;human|rela|ccl2;human|rela|ccl3;human|rela|ccl5;human|rela|cxcl8;human|rela|il1a;human|rela|il2;human|rela|ptgs2;human|rela|tnf;human|relb|il6;mouse|nfkb1|\N;mouse|nfkb1|ccl11;mouse|nfkb1|ccl12;mouse|nfkb1|ccl3;mouse|nfkb1|ccl7;mouse|nfkb1|il1a;mouse|nfkb1|il2;mouse|nfkb1|il6;mouse|nfkb1|ptgs2;mouse|nfkb1|tnf;mouse|nfkb2|il6;mouse|rela|ccl11;mouse|rela|ccl12;mouse|rela|ccl3;mouse|rela|ccl7;mouse|rela|il1a;mouse|rela|il2;mouse|rela|ptgs2;mouse|rela|tnf;mouse|relb|il6	false	reference_reuse_review
16918502	2	2	0		human|e2f1|casp7;mouse|e2f1|casp7	false	reference_reuse_review
16918581	2	2	0		human|nfkb1|hmox1;mouse|nfkb1|hmox1	false	reference_reuse_review
16918696	5	8	0		human|stat1|cebpe;human|stat1|irf8;human|stat1|stat2;mouse|a0a087wsp5|cebpe;mouse|a0a087wsp5|irf8	false	reference_reuse_review
16919057	4	4	0		human|nfkb1|nos2;human|rela|nos2;mouse|nfkb1|nos2;mouse|rela|nos2	false	reference_reuse_review
16919424	4	4	0		human|esr1|mmp13;human|jun|mmp13;mouse|esr1|mmp13;mouse|jun|mmp13	false	reference_reuse_review
16919536	4	4	0		human|nfkb1|tnf;human|rela|tnf;mouse|nfkb1|tnf;mouse|rela|tnf	false	reference_reuse_review
16919605	2	2	0		human|hif1a|nos2;mouse|hif1a|nos2	false	reference_reuse_review
16920714	2	2	0		human|creb1|il10;mouse|creb1|il10	false	reference_reuse_review
16920734	2	3	0		human|epas1|vegfa;human|hif1a|vegfa	false	reference_reuse_review
16920951	2	2	0		human|foxp3|il2;mouse|foxp3|il2	false	reference_reuse_review
16920985	3	3	0		human|nfkb1|cxcl8;human|nfkb2|cxcl8;human|rela|cxcl8	false	reference_reuse_review
16921166	6	8	0		human|sox10|ednrb;human|sox10|mitf;human|sp1|ednrb;mouse|a0a979hlr9|ednrb;mouse|sox10|ednrb;mouse|sox10|mitf	false	reference_reuse_review
16921490	6	6	0		human|jun|ptgs2;human|nfkb1|ptgs2;human|rela|ptgs2;mouse|jun|ptgs2;mouse|nfkb1|ptgs2;mouse|rela|ptgs2	false	reference_reuse_review
16921545	3	3	0		human|neurod1|ins;mouse|neurod1|ins1;mouse|neurod1|ins2	false	reference_reuse_review
16922677	10	10	0		human|cebpb|il5;human|ep300|il5;human|gata3|il5;human|hdac4|il5;human|nfatc1|il5;human|yy1|il5;mouse|b5b2n2|il5;mouse|cebpb|il5;mouse|gata3|il5;mouse|yy1|il5	false	reference_reuse_review
16923129	4	4	0		human|nanog|cdx2;human|nanog|gata4;mouse|nanog|cdx2;mouse|nanog|gata4	false	reference_reuse_review
16923394	2	2	0		human|spi1|egr2;mouse|spi1|egr2	false	reference_reuse_review
16923809	2	2	0		human|esrra|nrip1;mouse|esrra|nrip1	false	reference_reuse_review
16923815	3	5	0		human|e2f1|cdkn1a;human|stat3|cdkn1a;mouse|e2f1|cdkn1a	false	reference_reuse_review
16923960	4	4	0		human|nfe2l2|hmox1;human|nfe2l2|nqo1;mouse|nfe2l2|hmox1;mouse|nfe2l2|nqo1	false	reference_reuse_review
16924232	18	20	0		human|nfkb1|bcl2a1;human|nfkb1|bcl2l1;human|nfkb1|birc5;human|nfkb1|ccnd1;human|nfkb1|mmp9;human|nfkb2|bcl2l1;human|rela|bcl2a1;human|rela|bcl2l1;human|rela|birc5;mouse|nfkb1|\N;mouse|nfkb1|bcl2a1;mouse|nfkb1|bcl2l1;mouse|nfkb1|ccnd1;mouse|nfkb1|mmp9;mouse|nfkb2|bcl2l1;mouse|rela|\N;mouse|rela|bcl2a1;mouse|rela|bcl2l1	false	reference_reuse_review
16924235	8	8	0		human|nfkb1|bcl2;human|nfkb2|bcl2;human|rela|bcl2;human|relb|bcl2;mouse|nfkb1|bcl2;mouse|nfkb2|bcl2;mouse|rela|bcl2;mouse|relb|bcl2	false	reference_reuse_review
16924240	2	2	0		human|tp53|cdkn1a;mouse|tp53|cdkn1a	false	reference_reuse_review
16924414	2	2	0		human|epas1|hif1a;mouse|epas1|hif1a	false	reference_reuse_review
16924465	2	2	0		human|jun|tgfb1;mouse|jun|tgfb1	false	reference_reuse_review
16924582	22	22	0		human|nfkb1|il1b;human|nfkb1|il6;human|nfkb1|nos2;human|nfkb1|ptgs2;human|nfkb1|tnf;human|nfkb2|il6;human|rela|il1b;human|rela|nos2;human|rela|ptgs2;human|rela|tnf;human|relb|il6;mouse|nfkb1|il1b;mouse|nfkb1|il6;mouse|nfkb1|nos2;mouse|nfkb1|ptgs2;mouse|nfkb1|tnf;mouse|nfkb2|il6;mouse|rela|il1b;mouse|rela|nos2;mouse|rela|ptgs2;mouse|rela|tnf;mouse|relb|il6	false	reference_reuse_review
16926151	8	10	0		human|nfkb1|bcl2a1;human|nfkb1|birc3;human|rela|bcl2a1;human|rela|birc3;mouse|nfkb1|\N;mouse|nfkb1|bcl2a1;mouse|rela|\N;mouse|rela|bcl2a1	false	reference_reuse_review
16926187	0	0	1	20B		true	reference_reuse_review
16926250	4	4	0		human|id3|vegfa;human|pttg1|id3;human|pttg1|kdr;human|pttg1|vegfa	false	reference_reuse_review
16926376	4	4	0		human|creb1|egr1;human|egr1|ccnd1;mouse|creb1|egr1;mouse|egr1|ccnd1	false	reference_reuse_review
16927018	2	2	0		human|tp53|cdkn1a;mouse|tp53|cdkn1a	false	reference_reuse_review
16928771	3	3	0		human|nfkb1|cxcl8;human|nfkb2|cxcl8;human|rela|cxcl8	false	reference_reuse_review
16928784	2	2	0		human|ctcf|igf2;mouse|ctcf|igf2	false	reference_reuse_review
16928788	4	4	0		human|nr1i2|cyp3a4;mouse|nr1i2|\N;mouse|nr1i2|cyp3a11;mouse|nr1i2|cyp3a13	false	reference_reuse_review
16928811	2	2	0		human|nfe2l2|hmox1;mouse|nfe2l2|hmox1	false	reference_reuse_review
16928829	2	2	0		human|sp1|ar;mouse|a0a979hlr9|ar	false	reference_reuse_review
16929009	6	6	0		human|ahr|cyp1a1;human|ahr|cyp1a2;human|ahr|cyp1b1;mouse|\N|cyp1a1;mouse|\N|cyp1a2;mouse|\N|cyp1b1	false	reference_reuse_review
16929032	3	4	0		human|hnf4a|apoa4;mouse|hnf4a|apoa4;mouse|ppargc1a|apoa4	false	reference_reuse_review
16929169	2	2	0		human|hif1a|cxcr4;mouse|hif1a|a0a0r4j0n8	false	reference_reuse_review
16930425	2	2	0		human|foxo3|bcl2l11;mouse|foxo3|bcl2l11	false	reference_reuse_review
16930895	2	2	0		human|tp53|cdkn1a;mouse|tp53|cdkn1a	false	reference_reuse_review
16931033	8	8	0		human|nfkb1|irf1;human|rela|irf1;human|relb|irf1;human|stat1|irf1;mouse|a0a087wsp5|irf1;mouse|nfkb1|irf1;mouse|rela|irf1;mouse|relb|irf1	false	reference_reuse_review
16931520	3	3	0		human|tp53|cdkn1a;mouse|tp53|cdkn1a;mouse|trp53|pkd1	false	reference_reuse_review
16931573	5	5	0		human|sp1|lep;human|sp1|timp1;human|stat3|timp1;mouse|a0a979hlr9|lep;mouse|a0a979hlr9|timp1	false	reference_reuse_review
16931608	3	3	0		human|hsf1|hspa1b;mouse|hsf1|hspa1a;mouse|hsf1|hspa1b	false	reference_reuse_review
16931621	6	6	0		human|tp53|bax;human|tp53|ccna2;human|tp53|rb1;mouse|tp53|bax;mouse|tp53|ccna2;mouse|tp53|rb1	false	reference_reuse_review
16931790	6	7	0		human|atf4|ccl2;human|atf4|cxcl8;human|atf4|il6;human|xbp1|ccl2;human|xbp1|cxcl8;human|xbp1|il6	false	reference_reuse_review
16931907	7	8	0		human|e2f1|mycn;mouse|bmp6|mycn;mouse|e2f1|mycn;mouse|e2f3|mycn;mouse|e2f4|mycn;mouse|rbl1|mycn;mouse|tgfb1|mycn	false	reference_reuse_review
16931914	2	2	0		human|tp53|tp63;mouse|tp53|tp63	false	reference_reuse_review
16932739	4	4	0		human|pou5f1|nanog;human|pou5f1|sox2;mouse|pou5f1|\N;mouse|pou5f1|nanog	false	reference_reuse_review
16932746	2	2	0		human|nfkb1|ccl22;mouse|nfkb1|ccl22	false	reference_reuse_review
16934424	4	4	0		human|nfkb1|vcam1;human|rela|vcam1;mouse|nfkb1|\N;mouse|rela|\N	false	reference_reuse_review
16934445	2	2	0		human|nfkb1|mmp13;mouse|nfkb1|mmp13	false	reference_reuse_review
16934800	4	4	0		human|tp53|mdm2;human|tp53|rchy1;mouse|tp53|mdm2;mouse|tp53|rchy1	false	reference_reuse_review
16936197	8	9	0		human|nfkb1|tnfaip3;human|nfkb2|tnfaip3;human|rela|tnfaip3;human|relb|tnfaip3;mouse|nfkb1|tnfaip3;mouse|nfkb2|tnfaip3;mouse|rela|tnfaip3;mouse|relb|tnfaip3	false	reference_reuse_review
16936205	4	4	0		human|ppara|cpt1a;human|ppara|fabp3;mouse|ppara|cpt1a;mouse|ppara|fabp3	false	reference_reuse_review
16936276	0	0	1	24B		true	reference_reuse_review
16936710	2	2	0		human|tp53|tnfrsf10b;mouse|tp53|tnfrsf10b	false	reference_reuse_review
16936796	0	0	1	20B		true	reference_reuse_review
16936805	2	2	0		human|tp53|cdkn1a;mouse|tp53|cdkn1a	false	reference_reuse_review
16937269	2	2	0		human|fos|nfatc1;mouse|fos|b5b2n2	false	reference_reuse_review
16937438	2	2	0		human|tp53|cdkn1a;mouse|tp53|cdkn1a	false	reference_reuse_review
16937467	5	5	0		human|nfkb1|cxcl8;human|nfkb2|cxcl8;human|rela|ccl20;human|rela|cxcl8;mouse|rela|ccl20	false	reference_reuse_review
16937494	6	6	0		human|nfkb1|lta;human|nfkb1|traf2;human|rela|traf2;mouse|nfkb1|lta;mouse|nfkb1|traf2;mouse|rela|traf2	false	reference_reuse_review
16939498	4	4	0		human|stat3|bcl2;human|stat3|bcl2l1;human|stat3|ccnd3;human|stat3|mcl1	false	reference_reuse_review
16939660	6	6	0		human|nfkb1|il6;human|nfkb2|il6;human|relb|il6;mouse|nfkb1|il6;mouse|nfkb2|il6;mouse|relb|il6	false	reference_reuse_review
16940187	2	2	0		human|hif1a|cdkn1a;mouse|hif1a|cdkn1a	false	reference_reuse_review
16940298	2	2	0		human|tp53|ccnd1;mouse|tp53|ccnd1	false	reference_reuse_review
16940413	4	4	0		human|nfkb1|ptgs2;human|rela|ptgs2;mouse|nfkb1|ptgs2;mouse|rela|ptgs2	false	reference_reuse_review
16940415	3	3	0		human|nfkb1|faslg;mouse|nfkb1|fas;mouse|nfkb1|faslg	false	reference_reuse_review
16940530	10	15	0		human|irf3|ifna1;mouse|irf3|\N;mouse|irf3|b1ayh7;mouse|irf3|ifna1;mouse|irf3|ifna11;mouse|irf3|ifna12;mouse|irf3|ifna13;mouse|irf3|ifna4;mouse|irf3|ifna9;mouse|irf3|l7mtu6	false	reference_reuse_review
16940750	4	4	0		human|hnf4a|myc;human|snai1|cdh1;mouse|hnf4a|myc;mouse|snai1|a0a0r4izw5	false	reference_reuse_review
16943193	2	2	0		human|snai2|cdh1;mouse|snai2|a0a0r4izw5	false	reference_reuse_review
16943198	4	4	0		mouse|nr1h2|arg2;mouse|nr1h2|nos2;mouse|nr1h3|arg2;mouse|nr1h3|nos2	false	reference_reuse_review
16943287	2	2	0		human|foxo1|ccnd2;mouse|foxo1|ccnd2	false	reference_reuse_review
16943418	4	4	0		human|sp1|cd44;human|sp1|lhcgr;mouse|a0a979hlr9|a2apm2;mouse|a0a979hlr9|lhcgr	false	reference_reuse_review
16943421	3	3	0		human|srebf1|scd;mouse|srebf1|scd2;mouse|srebf1|scd3	false	reference_reuse_review
16943424	2	2	0		human|tp53|mdm2;mouse|tp53|mdm2	false	reference_reuse_review
16943432	3	3	0		mouse|zfp423|ebf1;mouse|zfp423|smad1;mouse|zfp423|smad4	false	reference_reuse_review
16943581	2	2	0		human|lhx3|gnrhr;mouse|lhx3|gnrhr	false	reference_reuse_review
16944601	3	3	0		human|hsf1|hspa1b;mouse|hsf1|hspa1a;mouse|hsf1|hspa1b	false	reference_reuse_review
16945332	6	6	0		human|esr1|ccnd1;human|esr1|pgr;human|esr1|tff1;mouse|esr1|ccnd1;mouse|esr1|pgr;mouse|esr1|tff1	false	reference_reuse_review
16945356	4	4	0		human|klf2|nos3;human|klf2|thbd;mouse|klf2|nos3;mouse|klf2|thbd	false	reference_reuse_review
16945922	2	2	0		human|creb1|nr4a3;mouse|creb1|nr4a3	false	reference_reuse_review
16945925	2	2	0		human|nfe2l2|hmox1;mouse|nfe2l2|hmox1	false	reference_reuse_review
16946132	2	2	0		human|nr1h3|abca1;mouse|nr1h3|abca1	false	reference_reuse_review
16946298	4	4	0		human|cebpa|hamp;human|stat3|hamp;mouse|cebpa|hamp;mouse|cebpa|hamp2	false	reference_reuse_review
16946405	5	5	0		human|ppara|srebf2;human|srebf2|hmgcr;human|srebf2|ldlr;mouse|srebf2|hmgcr;mouse|srebf2|ldlr	false	reference_reuse_review
16948474	2	2	0		human|nfe2l2|nqo1;mouse|nfe2l2|nqo1	false	reference_reuse_review
16949052	2	2	0		human|nr1h3|srebf1;mouse|nr1h3|srebf1	false	reference_reuse_review
16949053	4	4	0		human|tp53|bax;human|tp53|perp;mouse|tp53|bax;mouse|tp53|perp	false	reference_reuse_review
16949368	6	6	0		human|chd8|brca1;human|chd8|myc;human|ctcf|myc;mouse|chd8|brca1;mouse|chd8|myc;mouse|ctcf|myc	false	reference_reuse_review
16949390	2	2	0		human|esr1|apoa1;mouse|esr1|apoa1	false	reference_reuse_review
16949556	8	8	0		human|nfkb1|nos2;human|nfkb1|ptgs2;human|rela|nos2;human|rela|ptgs2;mouse|nfkb1|nos2;mouse|nfkb1|ptgs2;mouse|rela|nos2;mouse|rela|ptgs2	false	reference_reuse_review
16949670	2	4	0		human|ddit3|trib3;mouse|ddit3|trib3	false	reference_reuse_review
16949732	2	2	0		human|ar|mme;mouse|ar|mme	false	reference_reuse_review
16950652	4	4	0		human|srebf2|hmgcr;human|srebf2|ldlr;mouse|srebf2|hmgcr;mouse|srebf2|ldlr	false	reference_reuse_review
16950764	2	2	0		human|ppara|fabp1;mouse|ppara|fabp1	false	reference_reuse_review
16950787	2	2	0		human|nfe2l2|hmox1;mouse|nfe2l2|hmox1	false	reference_reuse_review
16950795	4	4	0		human|nfkb1|ptgs2;human|rela|ptgs2;mouse|nfkb1|ptgs2;mouse|rela|ptgs2	false	reference_reuse_review
16951052	3	3	0		human|hif1a|hmox1;human|hif1a|vegfa;mouse|hif1a|hmox1	false	reference_reuse_review
16951143	9	10	0		human|tp53|bbc3;human|tp53|cdkn1a;human|tp53|fas;human|tp53|gadd45a;human|tp53|tnfrsf10b;mouse|tp53|cdkn1a;mouse|tp53|fas;mouse|tp53|gadd45a;mouse|tp53|tnfrsf10b	false	reference_reuse_review
16951155	2	2	0		human|tp53|gadd45a;mouse|tp53|gadd45a	false	reference_reuse_review
16951169	2	2	0		human|vdr|cyp24a1;mouse|vdr|cyp24a1	false	reference_reuse_review
16951197	2	2	0		human|nfe2l2|hmox1;mouse|nfe2l2|hmox1	false	reference_reuse_review
