species	tf_symbol	tf_key	source_labels	source_record_count	records_with_reference	unique_reference_pmids	source_registries	mapping_decision	frozen_entity_match_status	frozen_entity_ids	explicit_tf_role_present	default_module	existing_module_overlap_flags	both_species_present	priority_rank	review_status	notes
mouse	Foxm1	foxm1	Foxm1	23	23	16	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1021	new_candidate	
mouse	Ikzf1	ikzf1	Ikzf1	17	17	17	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1021	new_candidate	
human	IRF2	irf2	IRF2	17	13	17	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1021	new_candidate	
mouse	Irf4	irf4	Irf4	18	16	17	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1021	new_candidate	
mouse	Msx2	msx2	Msx2	20	20	16	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1021	new_candidate	
human	NEUROG3	neurog3	NEUROG3	3	3	21	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1021	new_candidate	
human	NFYB	nfyb	NFYB	21	17	16	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1021	new_candidate	
mouse	Ppargc1a	ppargc1a	Ppargc1a	20	20	16	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1021	new_candidate	
mouse	Rest	rest	Rest	17	17	17	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1021	new_candidate	
mouse	Smarca4	smarca4	Smarca4	21	21	16	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1021	new_candidate	
human	TFDP1	tfdp1	TFDP1	22	18	16	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1021	new_candidate	
human	E2F2	e2f2	E2F2	17	17	16	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1020	new_candidate	
human	ESRRA	esrra	ESRRA	17	12	16	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1020	new_candidate	
mouse	Etv4	etv4	Etv4	16	16	16	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1020	new_candidate	
mouse	Foxp2	foxp2	Foxp2	7	7	19	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1020	new_candidate	
human	GFI1	gfi1	GFI1	8	8	18	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1020	new_candidate	
mouse	Myb	myb	Myb	18	18	16	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1020	new_candidate	
human	RFX5	rfx5	RFX5	41	33	10	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1020	new_candidate	
human	FOXP2	foxp2	FOXP2	11	11	17	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1019	new_candidate	
human	GATA6	gata6	GATA6	14	12	16	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1019	new_candidate	
human	HSF2	hsf2	HSF2	11	11	17	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1019	new_candidate	
mouse	Mybl2	mybl2	Mybl2	15	15	16	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1019	new_candidate	
mouse	Pax2	pax2	Pax2	15	15	16	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1019	new_candidate	
mouse	Sp7	sp7	Sp7	20	20	14	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1019	new_candidate	
human	ZNF148	znf148	ZNF148	14	14	16	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1019	new_candidate	
mouse	Elf1	elf1	Elf1	14	14	15	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1018	new_candidate	
mouse	Nfatc1	nfatc1	Nfatc1	15	15	15	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1018	new_candidate	
mouse	Nfia	nfia	Nfia	9	9	16	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1018	new_candidate	
human	NR2F1	nr2f1	NR2F1	15	14	15	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1018	new_candidate	
human	SATB1	satb1	SATB1	17	17	14	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1018	new_candidate	
human	SF1	sf1	SF1	14	14	15	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1018	new_candidate	
human	ZBTB16	zbtb16	ZBTB16	12	12	15	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1018	new_candidate	
human	APC	apc	APC	13	13	14	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1017	new_candidate	
mouse	Arid3a	arid3a	Arid3a	56	2	3	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1017	new_candidate	
human	CUX1	cux1	CUX1	16	14	13	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1017	new_candidate	
mouse	Cux1	cux1	Cux1	13	13	14	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1017	new_candidate	
human	E2F6	e2f6	E2F6	14	13	14	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1017	new_candidate	
mouse	Gtf2i	gtf2i	Gtf2i	18	18	13	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1017	new_candidate	
human	KLF11	klf11	KLF11	6	6	16	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1017	new_candidate	
human	PAX4	pax4	PAX4	5	5	16	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1017	new_candidate	
human	POU2F2	pou2f2	POU2F2	21	17	12	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1017	new_candidate	
mouse	Rfx1	rfx1	Rfx1	8	5	15	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1017	new_candidate	
mouse	Rfx5	rfx5	Rfx5	29	24	10	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1017	new_candidate	
human	TWIST2	twist2	TWIST2	30	30	10	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1017	new_candidate	
mouse	Arntl	arntl	Arntl	14	14	13	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
mouse	Bcl3	bcl3	Bcl3	17	17	12	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
mouse	Bmi1	bmi1	Bmi1	16	16	12	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
human	EGR2	egr2	EGR2	11	11	14	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
mouse	Ezh2	ezh2	Ezh2	15	15	13	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
mouse	Gli3	gli3	Gli3	11	11	14	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
human	HOXB7	hoxb7	HOXB7	11	11	14	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
mouse	Klf11	klf11	Klf11	4	4	15	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
human	MBD2	mbd2	MBD2	12	12	13	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
human	MECP2	mecp2	MECP2	13	13	13	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
mouse	Mecp2	mecp2	Mecp2	17	17	12	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
mouse	Mtf1	mtf1	Mtf1	7	7	15	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
mouse	Myog	myog	Myog	15	15	13	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
human	NF1	nf1	NF1	14	14	13	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
mouse	Nfil3	nfil3	Nfil3	12	12	13	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
human	NFYC	nfyc	NFYC	13	13	13	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
human	PITX1	pitx1	PITX1	18	18	12	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
human	PITX2	pitx2	PITX2	12	12	13	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
mouse	Smad5	smad5	Smad5	11	11	14	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
human	TBX2	tbx2	TBX2	4	4	15	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
human	ZBTB17	zbtb17	ZBTB17	4	4	15	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
mouse	Zbtb17	zbtb17	Zbtb17	3	3	16	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
human	CEBPE	cebpe	CEBPE	12	12	12	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1015	new_candidate	
mouse	Dlx5	dlx5	Dlx5	10	10	13	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1015	new_candidate	
human	ELF3	elf3	ELF3	11	11	13	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1015	new_candidate	
mouse	Elf3	elf3	Elf3	15	15	12	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1015	new_candidate	
human	ELK4	elk4	ELK4	5	5	14	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1015	new_candidate	
human	IRF4	irf4	IRF4	13	10	12	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1015	new_candidate	
mouse	Nfe2	nfe2	Nfe2	11	11	13	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1015	new_candidate	
mouse	Six1	six1	Six1	14	14	12	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1015	new_candidate	
mouse	Crx	crx	Crx	15	15	11	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1014	new_candidate	
mouse	Ebf1	ebf1	Ebf1	13	11	11	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1014	new_candidate	
mouse	Hsf2	hsf2	Hsf2	3	3	14	OmniPath_DoRothEA	normalized_exact	absent_from_frozen_graph		false	22B		true	1014	new_candidate	
mouse	Msx1	msx1	Msx1	13	13	11	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1014	new_candidate	
mouse	Ncoa1	ncoa1	Ncoa1	12	12	11	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1014	new_candidate	
human	NCOA3	ncoa3	NCOA3	8	8	12	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1014	new_candidate	
human	NKX2-5	nkx2-5	NKX2-5	10	10	12	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1014	new_candidate	
mouse	Nr4a2	nr4a2	Nr4a2	12	12	11	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1014	new_candidate	
human	NR5A2	nr5a2	NR5A2	14	14	11	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1014	new_candidate	
mouse	Parp1	parp1	Parp1	12	12	11	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1014	new_candidate	
human	PBX1	pbx1	PBX1	9	9	12	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1014	new_candidate	
mouse	Pou2af1	pou2af1	Pou2af1	14	14	11	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1014	new_candidate	
human	PROX1	prox1	PROX1	13	13	11	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1014	new_candidate	
mouse	Xbp1	xbp1	Xbp1	14	14	11	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1014	new_candidate	
mouse	Cebpe	cebpe	Cebpe	6	6	12	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1013	new_candidate	
human	ELF1	elf1	ELF1	11	11	11	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1013	new_candidate	
human	HEY1	hey1	HEY1	8	8	11	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1013	new_candidate	
human	MEF2D	mef2d	MEF2D	9	9	11	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1013	new_candidate	
human	MZF1	mzf1	MZF1	9	9	11	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1013	new_candidate	
human	OTX2	otx2	OTX2	15	15	10	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1013	new_candidate	
human	RARG	rarg	RARG	8	7	11	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1013	new_candidate	
mouse	Rarg	rarg	Rarg	7	6	12	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1013	new_candidate	
mouse	Sox17	sox17	Sox17	13	13	10	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1013	new_candidate	
mouse	Spib	spib	Spib	9	8	11	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1013	new_candidate	
human	SRY	sry	SRY	7	7	12	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1013	new_candidate	
mouse	Elk3	elk3	Elk3	4	4	11	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1012	new_candidate	
mouse	Elk4	elk4	Elk4	1	1	12	OmniPath_DoRothEA	normalized_exact	absent_from_frozen_graph		false	22B		true	1012	new_candidate	
mouse	Gabpa	gabpa	Gabpa	9	9	10	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1012	new_candidate	
human	GCM2	gcm2	GCM2	3	3	12	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1012	new_candidate	
mouse	Hdac2	hdac2	Hdac2	10	10	10	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1012	new_candidate	
mouse	Ikbkb	ikbkb	Ikbkb	13	13	9	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1012	new_candidate	
human	LHX3	lhx3	LHX3	6	6	11	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1012	new_candidate	
mouse	Lhx3	lhx3	Lhx3	5	5	11	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1012	new_candidate	
mouse	Mlxipl	mlxipl	Mlxipl	17	17	8	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1012	new_candidate	
human	NFE2	nfe2	NFE2	7	7	11	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1012	new_candidate	
human	NFIA	nfia	NFIA	5	5	11	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1012	new_candidate	
mouse	Onecut1	onecut1	Onecut1	10	10	10	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1012	new_candidate	
mouse	Runx3	runx3	Runx3	9	9	10	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1012	new_candidate	
human	SP2	sp2	SP2	13	12	9	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1012	new_candidate	
mouse	Ascl1	ascl1	Ascl1	10	10	9	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1011	new_candidate	
human	CDX1	cdx1	CDX1	11	11	9	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1011	new_candidate	
mouse	E2f6	e2f6	E2f6	7	6	10	OmniPath_DoRothEA	normalized_exact	absent_from_frozen_graph		false	22B		true	1011	new_candidate	
mouse	Egr3	egr3	Egr3	5	5	10	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1011	new_candidate	
human	EWSR1	ewsr1	EWSR1	9	9	9	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1011	new_candidate	
mouse	Hoxb7	hoxb7	Hoxb7	1	1	11	OmniPath_DoRothEA	normalized_exact	absent_from_frozen_graph		false	22B		true	1011	new_candidate	
mouse	Id2	id2	Id2	11	11	9	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1011	new_candidate	
human	ING4	ing4	ING4	16	16	7	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1011	new_candidate	
human	KAT2B	kat2b	KAT2B	13	13	8	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1011	new_candidate	
mouse	Men1	men1	Men1	10	10	9	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1011	new_candidate	
human	MXD1	mxd1	MXD1	6	6	10	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1011	new_candidate	
human	MYBL2	mybl2	MYBL2	11	11	9	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1011	new_candidate	
human	POU3F2	pou3f2	POU3F2	10	10	9	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1011	new_candidate	
human	PTTG1	pttg1	PTTG1	16	16	7	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1011	new_candidate	
mouse	Rbl2	rbl2	Rbl2	10	10	9	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1011	new_candidate	
mouse	Sp2	sp2	Sp2	9	9	9	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1011	new_candidate	
human	SPDEF	spdef	SPDEF	11	11	9	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1011	new_candidate	
human	ABL1	abl1	ABL1	12	12	7	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1010	new_candidate	
human	ATF5	atf5	ATF5	9	9	8	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1010	new_candidate	
mouse	Foxc1	foxc1	Foxc1	9	9	8	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1010	new_candidate	
mouse	Gfi1	gfi1	Gfi1	10	10	8	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1010	new_candidate	
mouse	Hnf1b	hnf1b	Hnf1b	7	7	9	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1010	new_candidate	
mouse	Hoxc8	hoxc8	Hoxc8	8	8	8	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1010	new_candidate	
human	KLF10	klf10	KLF10	8	8	8	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1010	new_candidate	
human	LMO2	lmo2	LMO2	10	10	8	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1010	new_candidate	
mouse	Mafk	mafk	Mafk	5	5	9	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1010	new_candidate	
human	MBD1	mbd1	MBD1	8	8	8	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1010	new_candidate	
human	MEN1	men1	MEN1	11	11	8	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1010	new_candidate	
mouse	Mta1	mta1	Mta1	9	9	8	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1010	new_candidate	
mouse	Myf6	myf6	Myf6	9	9	8	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1010	new_candidate	
human	NKX3-1	nkx3-1	NKX3-1	10	10	8	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1010	new_candidate	
human	NPAS2	npas2	NPAS2	8	8	8	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1010	new_candidate	
human	SMARCA4	smarca4	SMARCA4	9	9	8	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1010	new_candidate	
mouse	Tcf12	tcf12	Tcf12	10	8	8	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1010	new_candidate	
mouse	Tfap2a	tfap2a	Tfap2a	10	10	8	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1010	new_candidate	
human	TFCP2	tfcp2	TFCP2	10	10	8	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1010	new_candidate	
mouse	Thrb	thrb	Thrb	7	7	9	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1010	new_candidate	
mouse	Brca1	brca1	Brca1	8	8	7	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
human	DNMT3A	dnmt3a	DNMT3A	9	9	7	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Dnmt3a	dnmt3a	Dnmt3a	9	9	7	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Foxc2	foxc2	Foxc2	8	8	7	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
human	FOXD3	foxd3	FOXD3	9	9	7	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
human	GABPA	gabpa	GABPA	8	7	7	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
human	HBP1	hbp1	HBP1	7	7	8	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Hmga2	hmga2	Hmga2	8	8	7	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
human	HOXA9	hoxa9	HOXA9	9	9	7	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Insm1	insm1	Insm1	8	8	7	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Irf2	irf2	Irf2	14	6	6	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Isl1	isl1	Isl1	8	8	7	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Ldb1	ldb1	Ldb1	11	11	7	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Mdm4	mdm4	Mdm4	2	2	9	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
human	NCOR1	ncor1	NCOR1	8	8	7	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
human	NFIL3	nfil3	NFIL3	11	11	7	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Nfyb	nfyb	Nfyb	11	7	7	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
human	PHOX2B	phox2b	PHOX2B	7	7	8	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Pitx1	pitx1	Pitx1	7	7	8	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
human	PLAG1	plag1	PLAG1	6	6	8	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Pou4f1	pou4f1	Pou4f1	8	8	7	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Skil	skil	Skil	6	6	8	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Sox4	sox4	Sox4	8	8	7	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Zbtb33	zbtb33	Zbtb33	18	6	5	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Zbtb7a	zbtb7a	Zbtb7a	9	8	7	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Apex1	apex1	Apex1	9	9	6	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1008	new_candidate	
human	CEBPZ	cebpz	CEBPZ	9	9	6	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1008	new_candidate	
mouse	Cited2	cited2	Cited2	11	11	6	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1008	new_candidate	
human	EGR3	egr3	EGR3	4	4	7	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1008	new_candidate	
human	ELK3	elk3	ELK3	2	2	8	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1008	new_candidate	
mouse	En1	en1	En1	5	5	7	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1008	new_candidate	
mouse	Gfi1b	gfi1b	Gfi1b	9	9	6	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1008	new_candidate	
mouse	Hmga1	hmga1	Hmga1	5	5	7	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1008	new_candidate	
human	ILF3	ilf3	ILF3	8	8	6	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1008	new_candidate	
mouse	Kcnip3	kcnip3	Kcnip3	8	8	6	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1008	new_candidate	
