species	tf_symbol	target_symbol	external_record_keys	decision	module_assignment	evidence_status	support_kind	effect_polarity	primary_pmids	corroborating_pmids	shared_paper_status	cross_module_status	cell_type_context	stimulus_context	limitations	notes
mouse	Rela	Cxcl10	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:002588:dccb09b7bd0f	database_only_unverified	22B_candidate;23B	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	22677557	\N	needs_corroboration;second_independent_paper_needed	external_23B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 23B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-017854; shared_existing_module_pmids=22677557; edge_ids=42; exact_evidence_scope=42 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
mouse	Rela	Il6	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000312:acff87b36101	database_only_unverified	20B;22B_candidate	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	22262690	\N	needs_corroboration;second_independent_paper_needed	external_20B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 20B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-015578; shared_existing_module_pmids=22262690; edge_ids=59; exact_evidence_scope=59 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
mouse	Smad3	G5E899	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000089:622488f73b9d	hold_exact_pair	22B;23B	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	10092624;11262418	\N	needs_corroboration;second_independent_paper_needed	22B_program_or_context_scope_only;retain_23B_scope_separately;second_independent_paper_needed	\N	\N	Evidence is scoped to 23B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-015355; shared_existing_module_pmids=10092624;11262418; edge_ids=10; exact_evidence_scope=10 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
mouse	Smad3	Smad7	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000324:7bc4a7508372	database_only_unverified	22B_candidate;23B	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	11262418	\N	needs_corroboration;second_independent_paper_needed	external_23B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 23B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-015590; shared_existing_module_pmids=11262418; edge_ids=12; exact_evidence_scope=12 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
mouse	Smad3	Tgfb1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000420:57d04ef571f9	database_only_unverified	22B_candidate;23B	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	unknown	11262418	\N	needs_corroboration;second_independent_paper_needed	external_23B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 23B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-015686; shared_existing_module_pmids=11262418; edge_ids=10; exact_evidence_scope=10 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
mouse	Srebf1	\N	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000474:573fc3bdf7ba	database_only_unverified	22B_candidate;23B	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	35227773	\N	needs_corroboration;second_independent_paper_needed	external_23B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 23B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-015740; shared_existing_module_pmids=35227773; edge_ids=9; exact_evidence_scope=9 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
mouse	Stat4	Ifng	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:006208	database_only_unverified	20B;22B_candidate	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	14734615	\N	needs_corroboration;second_independent_paper_needed	external_20B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 20B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-044946; shared_existing_module_pmids=14734615; edge_ids=5; exact_evidence_scope=5 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
mouse	Stat5a	Csn2	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000186:3d1dcebf41b2	hold_exact_pair	20B;22B	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	18653779;8943229;9343435;9845531	\N	needs_corroboration;second_independent_paper_needed	22B_exact_pair_supported;retain_20B_scope_separately;second_independent_paper_needed	\N	\N	The 22B exact-pair scope is present, but reused shared-paper PMIDs are not independent corroboration; retain 20B scope separately and obtain a second independent paper.	Boundary audit; curation_ids=PUBTF-CUR-015452; shared_existing_module_pmids=18653779;8943229;9343435;9845531; edge_ids=7; exact_evidence_scope=7 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
mouse	Stat5a	Ifng	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:001623:5ac7bad02461	database_only_unverified	20B;22B_candidate	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	7796811	\N	needs_corroboration;second_independent_paper_needed	external_20B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 20B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-016889; shared_existing_module_pmids=7796811; edge_ids=12; exact_evidence_scope=12 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
mouse	Tp53	Ddr1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:002743:be0da6335c37	database_only_unverified	22B_candidate;23B	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	21398698	\N	needs_corroboration;second_independent_paper_needed	external_23B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 23B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-018009; shared_existing_module_pmids=21398698; edge_ids=80; exact_evidence_scope=80 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
