boundary_id	source_a_evidence_id	source_a_edge_ids	boundary_type	source_locator	species_support	source_scope	summary	limitations
M23B-BOUNDARY-000556	M23A-B016-NE-015		no_evidence_boundary	PMID:24480069; PMID:9699516	mouse; human comparator	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for COL4A3/α3(IV) collagen–ITGA2:ITGB1 (α2β1); database or family-level assertions were not substituted.	Genetic/phenotypic interaction does not prove direct binding or linear receptor relay.
M23B-BOUNDARY-000559	M23A-B016-NE-016		no_evidence_boundary	PMID:16731529	human; mouse comparator	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for COL4A3 NC1 domain–ITGA3:ITGB1 (α3β1); database or family-level assertions were not substituted.	Evidence is for NC1 domain, not intact α3α4α5 collagen-IV; downstream signaling is functional.
M23B-BOUNDARY-000568	M23A-B016-NE-017		no_evidence_boundary	PMCID:PMC3150962	human; mouse comparator	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for COMP–CD47; database or family-level assertions were not substituted.	Peptide/blocking evidence does not define a complete full-length interface or unique relay.
M23B-BOUNDARY-000571	M23A-B016-NE-018		no_evidence_boundary	PMCID:PMC3150962	human; mouse comparator	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for COMP–ITGAV:ITGB3 (αVβ3); database or family-level assertions were not substituted.	Conformation-dependent RGD adhesion; purified full-length reconstitution and proximal chain are unresolved.
M23B-BOUNDARY-000594	M23A-B016-NE-019		no_evidence_boundary	PMID:10828007; PMID:15872091; PMID:29301984; DOI:10.1042/BCJ20170867	human	negative_evidence	No qualifying exact-primary binding_or_activation record was promoted within the bounded pass for CXCL12/SDF1–ITGA4:ITGB1 and ITGA5:ITGB1 complexes; database or family-level assertions were not substituted.	Queue subunit ITGB1 is not a complete receptor; only α4β1/α5β1 complexes are retained.
M23B-BOUNDARY-000601	M23A-B016-NE-020		no_evidence_boundary	PMID:11017100; DOI:10.1038/79738; PMID:17363916; PMID:20181724; PMCID:PMC3210559; DOI:10.1189/jlb.0709482	human; mouse	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for CXCL16 membrane/shedded chemokine–CXCR6; database or family-level assertions were not substituted.	Membrane versus soluble CXCL16 and processing state matter; no defined intracellular relay or terminal TF.
M23B-BOUNDARY-000613	M23A-B016-NE-021		no_evidence_boundary	https://www.oncotarget.com/article/15910/text/	human; mouse comparator	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for EFNA5/ephrin-A5–EPHA10 pseudo-RTK; database or family-level assertions were not substituted.	Cellular association/phenotype lacks purified affinity and canonical receptor phosphorylation; EphA10 isoform and EphA2 contribution unresolved.
M23B-BOUNDARY-000622	M23A-B015-NE-001		no_evidence_boundary	PubMed/PMC/publisher exact-pair search for PMID:COL1A2-GP6 and COL2A1-GP6	mouse candidate; experimental species unresolved	negative_evidence	GPVI evidence supports fibrillar collagen assemblies or defined collagen peptides, not isolated COL1A2 or COL2A1 queue edges.	Do not transfer collagen-I/III or collagen-IV evidence to isolated chains or collagen-II without a matched primary assay.
M23B-BOUNDARY-000623	M23A-B015-NE-002		no_evidence_boundary	PMID:18305222; PMID:16405521; PMID:29491144; targeted exact-pair searches	mouse; human comparator	negative_evidence	No qualifying exact primary record was recovered for collagen-VI or collagen-IX chains binding or activating GPVI in this pass.	Absence is bounded non-recovery, not biological absence; no family-level transfer.
M23B-BOUNDARY-000624	M23A-B015-NE-003		no_evidence_boundary	PMID:8550562; targeted exact-pair search for COMP-CD47	mouse candidate; experimental species unresolved	negative_evidence	COMP has matrix and integrin-related literature, but no qualifying exact COMP–CD47 evidence was retained.	Do not substitute COMP-integrin or TSP1-CD47 evidence.
M23B-BOUNDARY-000628	M23A-B015-NE-004		no_evidence_boundary	PMID:8550562; PMID:20233213; targeted exact-pair searches for THBS2-CD47, THBS3-CD47, and THBS4-CD47	mouse candidate; experimental species unresolved	negative_evidence	The retained primary CD47 evidence is specific to TSP1 domains; it is not transferred to THBS2, THBS3, or THBS4.	No family-level thrombospondin transfer.
M23B-BOUNDARY-000678	M23A-B017-NE-001		no_evidence_boundary	PMID:15536074; DOI:10.1074/jbc.M411383200	human	negative_evidence	No qualifying exact-primary binding_or_activation record was promoted within the bounded pass for EFNB1 -> EPHB3; database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The study supports receptor-dependent function but does not provide a purified EFNB1-EPHB3 affinity measurement; endogenous EphB-family contributions and transformed-cell context remain. No SCI model or terminal TF was measured.
M23B-BOUNDARY-000682	M23A-B017-NE-002		no_evidence_boundary	PMID:38627519; PMCID:PMC11021433; DOI:10.1038/s42003-024-06118-4	Homo sapiens	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for EFNB1 -> EPHB6; database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. EPHB6 is a kinase-impaired pseudokinase; the study establishes trans co-clustering and adhesion rather than a canonical kinase relay or purified affinity. The cancer model is not SCI and no terminal TF was measured.
M23B-BOUNDARY-000685	M23A-B017-NE-003		no_evidence_boundary	PMCID:PMC6689289; DOI:10.1007/s00401-019-02011-1; https://link.springer.com/article/10.1007/s00401-019-02011-1	human;mouse	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for EFNB3 -> EPHB6; database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The primary study directly detected clustered ephrin-B3 binding and EphB6 receptor engagement in Schwann cells, but the EphB6 kinase-defective receptor can signal through receptor complexes and no terminal TF endpoint was shown.
M23B-BOUNDARY-000688	M23A-B017-NE-004		no_evidence_boundary	PMID:11812992; PMID:15528364; PMCID:PMC2710021	human; mouse	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for F11R -> ITGAL:ITGB2 (LFA-1); database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The direct extracellular interaction and cell-migration output are supported, but the studies do not isolate a unique intracellular adaptor or terminal TF downstream of this adhesion pair; LFA-1 activation state and endothelial cytokine context are important.
M23B-BOUNDARY-000690	M23A-B017-NE-005		no_evidence_boundary	PMID:10848816; DOI:10.1046/j.1365-2141.2000.02011.x	mouse; human comparator	negative_evidence	No qualifying exact-primary binding_or_activation record was promoted within the bounded pass for FBLN2 -> ITGB3-containing integrin complex; database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The study reports beta3-integrin-mediated adhesion of mouse fibulin-2 to human HEL cells but not to mouse megakaryocytes, and explicitly questions physiological relevance. No purified FBLN2-ITGB3 affinity, receptor-proximal kinase relay, SCI model, or terminal TF was measured.
M23B-BOUNDARY-000691	M23A-B017-NE-006		no_evidence_boundary	PMID:10848816; DOI:10.1046/j.1365-2141.2000.02011.x	mouse; human comparator	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for FBLN2 -> ITGB3-containing integrin complex; database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The study reports beta3-integrin-mediated adhesion of mouse fibulin-2 to human HEL cells but not to mouse megakaryocytes, and explicitly questions physiological relevance. No purified FBLN2-ITGB3 affinity, receptor-proximal kinase relay, SCI model, or terminal TF was measured.
M23B-BOUNDARY-000700	M23A-B017-NE-007		no_evidence_boundary	PMID:11588042; DOI:10.1182/blood.v98.8.2448; PMCID:PMC50951	human	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for FGA -> ITGAM; database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Evidence is strongest for the alpha(E)C splice form of fibrinogen-420, not the common plasma FGA isoform; the canonical alphaMbeta2 site is in fibrinogen gammaC and was not transferred as an FGA claim.
M23B-BOUNDARY-000703	M23A-B017-NE-008		no_evidence_boundary	PMID:11588042; DOI:10.1182/blood.v98.8.2448; PMCID:PMC50951	human	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for FGA -> ITGAX; database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Evidence is isoform- and activation-context specific; other primary work maps alphaXbeta2 binding to fibrinogen gammaC, so the common FGA chain should not be treated as the sole ligand without isoform qualification.
M23B-BOUNDARY-000706	M23A-B017-NE-009		no_evidence_boundary	PMID:19413351; PMCID:PMC3307134	human	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for FGB -> CDH5/VE-cadherin; database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The mapped interaction is strongest for fibrin betaN domains after fibrin formation rather than soluble fibrinogen; downstream pathway identity is not a terminal TF pathway.
M23B-BOUNDARY-000714	M23A-B017-NE-010		no_evidence_boundary	PMID:41967236; DOI:10.1016/j.abb.2026.110820	human; mouse	negative_evidence	No qualifying exact-primary binding_or_activation record was promoted within the bounded pass for FGL1 -> EGFR cis/trans complex; database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The primary study demonstrates EGFR dependence and downstream pathway activation but does not report a purified FGL1-EGFR binding assay. The exact extracellular interface and any terminal TF remain unresolved.
M23B-BOUNDARY-000718	M23A-B017-NE-011		no_evidence_boundary	PMID:37557174; DOI:10.1016/j.devcel.2023.07.011	species: mouse	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for FLRT2 -> UNC5D; database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The study supports extracellular binding and a cellular repulsion/elimination output, but does not identify a defined UNC5D adaptor, kinase, or terminal TF for this exact pair.
M23B-BOUNDARY-000721	M23A-B017-NE-012		no_evidence_boundary	PMID:22405201; PMCID:PMC3326387; DOI:10.1016/j.neuron.2012.01.018; PMID:35393556	human; mouse comparator	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for FLRT3 -> ADGRL3; database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The FLRT3-ADGRL3 ectodomain interaction and synapse phenotype are direct, while Gα12/13/RhoA signaling was characterized with receptor activation/variant paradigms and should not be treated as a fully ligand-specific relay.
M23B-BOUNDARY-000724	M23A-B017-NE-013		no_evidence_boundary	PMID:19765300; PMCID:PMC2768988; DOI:10.1186/gb-2009-10-9-r99; PMCID:PMC2683942; DOI:10.1371/journal.pone.0005742	xenopus; zebrafish; human comparator sequence systems	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for FLRT3 -> UNC5B; database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The screen establishes extracellular interaction and developmental function, but receptor-proximal signaling components and a terminal TF were not identified; species and assay systems are developmental comparators rather than SCI receiver cells.
M23B-BOUNDARY-000727	M23A-B017-NE-014		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/9145328/; https://pubmed.ncbi.nlm.nih.gov/16886606/	human	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for FN1 -> CD44; database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. No purified binary binding; CD44 isoform/activation state required.
M23B-BOUNDARY-000730	M23A-B017-NE-015		no_evidence_boundary	https://pmc.ncbi.nlm.nih.gov/articles/PMC2115745/	human	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for FN1 -> ITGA4:ITGB1 (α4β1/VLA-4); database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Alternative-spliced FN/lymphocyte context.
M23B-BOUNDARY-000733	M23A-B017-NE-016		no_evidence_boundary	https://pmc.ncbi.nlm.nih.gov/articles/PMC2289398/	mouse and human	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for FN1 -> ITGA4:ITGB7 (α4β7); database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. PMA/lymphocyte context; mucosal homing is MAdCAM-1, not FN.
M23B-BOUNDARY-000736	M23A-B017-NE-017		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/7559467/; https://pmc.ncbi.nlm.nih.gov/articles/PMC301202/	human and chick	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for FN1 -> ITGA8:ITGB1 (α8β1); database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Transfected/recombinant context only.
M23B-BOUNDARY-000739	M23A-B017-NE-018		no_evidence_boundary	https://pmc.ncbi.nlm.nih.gov/articles/PMC2119613/	human engineered cells	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for FN1 -> ITGAV:ITGB1 (αVβ1); database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Engineered CHO context; FN fibrillogenesis/migration not supported for this pair.
M23B-BOUNDARY-000747	M23A-B017-NE-019		no_evidence_boundary	PMID:20929862	human; mammalian fibroblast comparator systems	negative_evidence	No qualifying exact-primary binding_or_activation record was promoted within the bounded pass for FN1 -> SDC2; database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The study identifies a TG2-FN heterocomplex and requires syndecan-2 for the compensatory matrix phenotype, but does not establish direct FN1-SDC2 binding or a standalone SDC2 receptor relay. No terminal TF endpoint was measured.
M23B-BOUNDARY-000750	M23A-B017-NE-020		no_evidence_boundary	PMID:8554519; PMCID:PMC209362; PMID:25944935	human;mouse	negative_evidence	No qualifying exact-primary binding_or_activation record was promoted within the bounded pass for GNAI2/P2RY12 coupling feature -> P2RY12; database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. P2RY12 can also engage Gi1/Gi3, and platelet outputs are context-specific. The evidence establishes coupling and function but not a terminal TF.
M23B-BOUNDARY-000754	M23A-B017-NE-021		no_evidence_boundary	https://pmc.ncbi.nlm.nih.gov/articles/PMC11413474/	human	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for IBSP -> ITGAV ITGB5; database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Cell-line-specific antibody effects; no purified binding.
M23B-BOUNDARY-000763	M23A-B017-NE-022		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/17389580/	human and mouse	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for ICAM1 -> ITGAX:ITGB2 (αXβ2); database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The paper supports ICAM1 recognition by CD11c/CD18 and in vivo leukocyte-recruitment roles, but it does not resolve all cell-type-specific signaling intermediates or a terminal TF.
M23B-BOUNDARY-000772	M23A-B017-NE-023		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/16857989/; https://doi.org/10.1182/blood-2006-03-013557; https://pmc.ncbi.nlm.nih.gov/articles/PMC2120492/	human and mouse	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for ICAM2 -> ITGAM:ITGB2 (Mac-1); database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Mac-1 activity is activation-state and phosphorylation dependent; the evidence supports the alphaMbeta2 complex, not ITGAM or ITGB2 acting independently.
M23B-BOUNDARY-000775	M23A-B017-NE-024		no_evidence_boundary	PMID:9886254; PMCID:PMC6014170; PMCID:PMC2860599	Human	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for ICAM2 -> ITGAM:ITGB2 (Mac-1; alias); database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Primary studies support ICAM-2 as a Mac-1 ligand in binding/force contexts but emphasize LFA-1-dominant adhesion; exact cell-state-specific relay remains unresolved. Duplicate queue alias; central deduplication required.
M23B-BOUNDARY-000778	M23A-B017-NE-025		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/16985175/; https://doi.org/10.1182/blood-2006-04-014878	human	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for ICAM4 -> ITGAM:ITGB2 (Mac-1); database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The primary study directly characterized CD11c/CD18 and discusses CD11a/CD18 and CD11b/CD18; beta2 is a shared subunit and is not claimed to act alone. No terminal TF was measured.
M23B-BOUNDARY-000781	M23A-B017-NE-026		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/12477717/; https://doi.org/10.1074/jbc.M211282200	human	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for ICAM4 -> ITGB3-containing integrin complex; database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The evidence is for activated alphaIIb/beta3 rather than autonomous ITGB3. The study establishes adhesion and receptor specificity but does not assign a downstream TF.
M23B-BOUNDARY-000783	M23A-B017-NE-027		no_evidence_boundary	https://pmc.ncbi.nlm.nih.gov/articles/PMC4022634/; https://pubmed.ncbi.nlm.nih.gov/24832104/	rat	negative_evidence	No qualifying exact-primary binding_or_activation record was promoted within the bounded pass for IL2 -> CD53; database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The study supports functional cooperation between IL-2 culture and CD53 ligation, not direct IL-2 binding to CD53 or a defined IL-2 receptor-proximal relay; no terminal TF was measured.
M23B-BOUNDARY-000784	M23A-B017-NE-028		no_evidence_boundary	https://pmc.ncbi.nlm.nih.gov/articles/PMC4022634/; https://pubmed.ncbi.nlm.nih.gov/24832104/	rat	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for IL2 -> CD53; database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The study supports functional cooperation between IL-2 culture and CD53 ligation, not direct IL-2 binding to CD53 or a defined IL-2 receptor-proximal relay; no terminal TF was measured.
M23B-BOUNDARY-000790	M23A-B017-NE-029		no_evidence_boundary	PMID:15576472; PMCID:PMC6365523; PMID:30728423	human	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for ADGRE5/CD97 -> ITGAV:ITGB3 (αVβ3); database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The primary study resolves alphaVbeta3 contribution by subtype-selective blocking in HUVEC adhesion, while alpha5beta1 is the dominant counterreceptor. No clean purified binary alphaVbeta3/CD97 affinity measurement or terminal TF activation was reported; the row is not generalized to alphaVbeta1.
M23B-BOUNDARY-000801	M23A-B017-NE-030		no_evidence_boundary	https://pmc.ncbi.nlm.nih.gov/articles/PMC3779078/; https://pubmed.ncbi.nlm.nih.gov/21057513/; https://pmc.ncbi.nlm.nih.gov/articles/PMC4660202/	mouse	negative_evidence	No qualifying exact-primary binding_or_activation record was promoted within the bounded pass for IZUMO1 -> CD9-containing membrane complex; database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Direct Izumo1-CD9 binding was not supported: Izumo1 binding persists in CD9-null eggs and the primary literature places Juno as the Izumo1 receptor; CD9 contribution is functional/organizational rather than a direct molecular receptor edge.
M23B-BOUNDARY-000802	M23A-B017-NE-031		no_evidence_boundary	https://pmc.ncbi.nlm.nih.gov/articles/PMC3779078/; https://pubmed.ncbi.nlm.nih.gov/21057513/; https://pmc.ncbi.nlm.nih.gov/articles/PMC4660202/	mouse	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for IZUMO1 -> CD9-containing membrane complex; database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Direct Izumo1-CD9 binding was not supported: Izumo1 binding persists in CD9-null eggs and the primary literature places Juno as the Izumo1 receptor; CD9 contribution is functional/organizational rather than a direct molecular receptor edge.
M23B-BOUNDARY-000805	M23A-B017-NE-032		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/12070135/; https://pubmed.ncbi.nlm.nih.gov/19740376/	human; mouse	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for JAM2 -> ITGA4:ITGB1 (α4β1/VLA-4); database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The primary evidence establishes adhesion and receptor-complex binding but does not resolve a defined intracellular kinase or terminal TF; the queue label is retained as a composite receptor complex.
M23B-BOUNDARY-000808	M23A-B017-NE-033		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/16093349/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2194005/	human	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for JAM3 -> ITGAM:ITGB2 (Mac-1); database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The evidence is at the ITGAM-ITGB2 complex level and does not establish a unique intracellular kinase cascade or terminal TF for this exact adhesion edge.
M23B-BOUNDARY-000820	M23A-B017-NE-034		no_evidence_boundary	https://pmc.ncbi.nlm.nih.gov/articles/PMC10603070/; https://pubmed.ncbi.nlm.nih.gov/20576928/	mouse; human Reactome orthology	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for L1CAM -> CNTN1; database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Recent work shows redundant Nfasc/NrCAM recruitment; the human Reactome event is inferred from chicken; no TF was measured.
M23B-BOUNDARY-000826	M23A-B017-NE-035		no_evidence_boundary	https://pubmed.ncbi.nlm.nih.gov/8631999/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2120507/	rabbit and mouse	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for LAMA1 -> DAG1 glycosylated dystroglycan/DGC; database, pathway, family-level, or orthology assertions were not substituted.	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Glycosylated DAG1 and laminin isoform specificity required.
M23B-BOUNDARY-000897	M23A-B018-EVID-070		no_evidence_boundary	PMID:10196235; DOI:10.1074/jbc.274.16.11417	human; rabbit	negative_evidence	The primary study supports MATN1 action through alpha1beta1, not an isolated beta1-only receptor edge.	ITGB1-only labels do not identify a complete receptor; retain Q0897 as a resolution boundary.
M23B-BOUNDARY-000905	M23A-B018-EVID-078		no_evidence_boundary	PMID:12563004; PMCID:PMC2342580; PMID:10617638	mouse; rat	negative_evidence	The cited primary studies establish laminin-beta2 presynaptic localization/function but do not validate an exact direct LAMB2–SV2A receptor interaction.	Presynaptic laminin-beta2 function should remain separate from the candidate SV2A receptor assignment.
M23B-BOUNDARY-000906	M23A-B018-EVID-079		no_evidence_boundary	PMID:12563004; PMCID:PMC2342580; PMID:10617638	mouse; rat	negative_evidence	The cited primary studies establish laminin-beta2 presynaptic localization/function but do not validate an exact direct LAMB2–SV2B receptor interaction.	Do not infer SV2B binding from synaptic co-localization or laminin-beta2 dependence.
M23B-BOUNDARY-000907	M23A-B018-EVID-080		no_evidence_boundary	PMID:12563004; PMCID:PMC2342580; PMID:10617638	mouse; rat	negative_evidence	The cited primary studies establish laminin-beta2 presynaptic localization/function but do not validate an exact direct LAMB2–SV2C receptor interaction.	Do not infer SV2C binding from family-level SV2 or synaptic localization evidence.
M23B-BOUNDARY-000909	M23A-B020-NE-001		no_evidence_boundary	PMID:10673366; DOI:10.1006/bbrc.1999.2032	mouse; human comparator	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for SPP1/osteopontin -> ITGA5:ITGB1; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Do not export a free ITG subunit; the tested receptor is an assembled integrin heterodimer or cooperating VEGFR/RTK complex. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000912	M23A-B020-NE-002		no_evidence_boundary	PMID:9614184; PMCID:PMC25364; DOI:10.1091/mbc.9.6.1425	mouse; human comparator	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for SPP1/osteopontin -> ITGA8:ITGB1; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Do not export a free ITG subunit; the tested receptor is an assembled integrin heterodimer or cooperating VEGFR/RTK complex. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000915	M23A-B020-NE-003		no_evidence_boundary	PMID:19417209; DOI:10.1182/blood-2009-01-197988; PMID:34070790	mouse; human comparator	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for SPP1/osteopontin -> ITGA9:ITGB1; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Do not export a free ITG subunit; the tested receptor is an assembled integrin heterodimer or cooperating VEGFR/RTK complex. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000918	M23A-B020-NE-004		no_evidence_boundary	PMID:7592829; DOI:10.1074/jbc.270.44.26232; PMID:10861844	mouse; human comparator	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for SPP1/osteopontin -> ITGAV:ITGB1; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Do not export a free ITG subunit; the tested receptor is an assembled integrin heterodimer or cooperating VEGFR/RTK complex. No evidence means bounded non-recovery, not biological absence.
M23B-BOUNDARY-000921	M23A-B020-NE-005		no_evidence_boundary	PMID:21724987; PMCID:PMC3141932; PMID:24273166; PMCID:PMC3879561; PMID:30457553; PMCID:PMC6245728	human; mouse; rat	negative_evidence	No qualifying exact-primary receptor_proximal_relay record was promoted within the bounded pass for TENM2 -> ADGRL1; pathway/database/family-level assertions were not substituted.	No SCI receiver-state weighting or terminal TF transfer; retain the exact ligand/domain, receptor heterodimer, processed fragment, glycan, cis/trans, or intracellular context stated by the primary record. Latrophilin splice state, transsynaptic presentation, and neuronal circuit context constrain the interaction and functional output. No evidence means bounded non-recovery, not biological absence.
