node_id	canonical_name	node_type	node_subtype	gene_symbol	organism_scope	compartment	notes
NODE11569	Ccr10	receptor		Ccr10			modules=20B;23B;24B; pathways=CCL27-CCR10 skin T-cell recruitment branch;CCL28 chemokine activation;module20a_frozen_ligand_receptor; label_variants=CCR10; Ccr10; exportable_edge_count=4
NODE11570	Ccr2	receptor		Ccr2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Ccr2; exportable_edge_count=3
NODE11571	Ccr4	receptor		Ccr4			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Ccr4; exportable_edge_count=1
NODE11572	Ccr8	receptor		Ccr8			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Ccr8; exportable_edge_count=1
NODE11573	Cd163	receptor		Cd163			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd163; exportable_edge_count=1
NODE11574	Cd177	ligand		Cd177			modules=20B;23B; pathways=module20a_frozen_ligand_receptor;neutrophil endothelial adhesion; label_variants=CD177; Cd177; exportable_edge_count=2
NODE11575	Cd2	receptor		Cd2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd2; exportable_edge_count=1
NODE11576	Cd200	ligand		Cd200			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd200; exportable_edge_count=3
NODE11577	Cd200r1	ligand		Cd200r1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd200r1; exportable_edge_count=2
NODE11578	Cd200r2	receptor		Cd200r2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd200r2; exportable_edge_count=1
NODE11579	Cd22	ligand		Cd22			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd22; exportable_edge_count=2
NODE11580	Cd244	receptor		Cd244			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd244; exportable_edge_count=1
NODE11581	Cd248	receptor		Cd248			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd248; exportable_edge_count=1
NODE11582	Cd274	ligand		Cd274			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd274; exportable_edge_count=2
NODE11583	Cd28	ligand		Cd28			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd28; exportable_edge_count=4
NODE11584	Cd34	ligand		Cd34			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd34; exportable_edge_count=2
NODE11585	Cd36	receptor		Cd36			modules=20B;23B; pathways=THBS1-CD36 antiangiogenic endothelial branch;THBS2-CD36 antiangiogenic branch;fibrillar collagen-I–CD36 platelet/macrophage adhesion branch;fibrillar collagen-I–CD36 platelet/macrophage adhesion branch (COL1A2 alias);module20a_frozen_ligand_receptor; label_variants=CD36; Cd36; exportable_edge_count=13
NODE11586	Cd38	ligand		Cd38			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd38; exportable_edge_count=1
NODE11587	Cd4	receptor		Cd4			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd4; exportable_edge_count=4
NODE11588	Cd44	receptor		Cd44			modules=20B;23B; pathways=ADAM10-CD44 shedding;CD44–LCK/T-cell activation relay;FN1-CD44 adhesion/cytoskeletal branch;SELE -> glycosylated CD44/HCELL -> p38 and adhesion-receptor redistribution -> beta2-integrin-supported slow rolling/firm arrest;galectin-9–CD44 glycan-dependent immune receptor context;module20a_frozen_ligand_receptor; label_variants=CD44; Cd44; exportable_edge_count=20
NODE11589	Cd44_Cd74	receptor					modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd44_Cd74; exportable_edge_count=1
NODE11590	Cd46	receptor		Cd46			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd46; exportable_edge_count=1
NODE11591	Cd47	ligand		Cd47			modules=20B;23B; pathways=CD47–SIRPα ITIM–SHP1/2 self-recognition checkpoint;COMP–CD47 cytoskeletal adhesion branch;THBS1-CD47 endothelial motility/NO branch;THBS1-CD47 recognition;module20a_frozen_ligand_receptor; label_variants=CD47; Cd47; exportable_edge_count=13
NODE11592	Cd48	ligand		Cd48			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd48; exportable_edge_count=2
NODE11593	Cd5	receptor		Cd5			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd5; exportable_edge_count=1
NODE11594	Cd6	receptor		Cd6			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd6; exportable_edge_count=1
NODE11595	Cd63	receptor		Cd63			modules=20B;23B; pathways=TIMP1 -> CD63/beta1-integrin complex -> PI3K and ERK survival signaling -> anoikis resistance and tumor-cell function;amelogenin-CD63 trafficking;module20a_frozen_ligand_receptor; label_variants=CD63; Cd63; exportable_edge_count=7
NODE11596	Cd69	receptor		Cd69			modules=20B;23B; pathways=MYL9-CD69 inflammatory adhesion/recruitment platform -> airway inflammation;module20a_frozen_ligand_receptor; label_variants=CD69; Cd69; exportable_edge_count=4
NODE11597	Cd7	receptor		Cd7			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd7; exportable_edge_count=1
NODE11598	Cd72	ligand		Cd72			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd72; exportable_edge_count=2
NODE11599	Cd80	ligand		Cd80			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd80; exportable_edge_count=4
NODE11600	Cd81	receptor		Cd81			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd81; exportable_edge_count=2
NODE11601	Cd86	ligand		Cd86			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd86; exportable_edge_count=3
NODE11602	Cd8a	receptor		Cd8a			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd8a; exportable_edge_count=3
NODE11603	Cd8b1	receptor		Cd8b1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd8b1; exportable_edge_count=3
NODE11604	Cd9	receptor		Cd9			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cd9; exportable_edge_count=1
NODE11605	Cd93	receptor		Cd93			modules=20B;24B; pathways=IL17D-CD93 ILC3 homeostasis relay;module20a_frozen_ligand_receptor; label_variants=CD93; Cd93; exportable_edge_count=2
NODE11606	Cdh1	ligand		Cdh1			modules=20B;23B; pathways=E-cadherin–EGFR association and context-dependent ERK/Rac crosstalk;E-cadherin–IGF1R availability/adhesion–PI3K-AKT branch;E-cadherin–αEβ7 outside-in synapse and CTL killing;heterophilic E-cadherin/N-cadherin adhesion and force transmission;module20a_frozen_ligand_receptor; label_variants=CDH1; Cdh1; exportable_edge_count=16
NODE11607	Cdh11	receptor		Cdh11			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cdh11; exportable_edge_count=1
NODE11608	Cdh2	receptor		Cdh2			modules=20B;23B; pathways=GalNAcPTase -> cadherin/catenin and Fer-associated cross-talk -> N-cadherin adhesion and neurite outgrowth;heterophilic E-cadherin/N-cadherin adhesion and force transmission;module20a_frozen_ligand_receptor; label_variants=CDH2; Cdh2; exportable_edge_count=5
NODE11609	Cdh5	receptor		Cdh5			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cdh5; exportable_edge_count=1
NODE11610	Cdon	receptor		Cdon			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cdon; exportable_edge_count=3
NODE11611	Ceacam1	ligand		Ceacam1			modules=20B;23B; pathways=CEACAM1 adhesion/oligomerization;EGFR phosphorylation of CEACAM1 and RAS-MAPK feedback;module20a_frozen_ligand_receptor; label_variants=CEACAM1; Ceacam1; exportable_edge_count=4
NODE11612	Ceacam16	ligand		Ceacam16			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Ceacam16; exportable_edge_count=2
NODE11613	Cebpb	target_gene		Cebpb			modules=22B; pathways=target_gene; label_variants=Cebpb; exportable_edge_count=1
NODE11614	Chad	ligand		Chad			modules=20B;23B; pathways=CHAD-alpha2beta1 adhesion and MAPK;chondroadherin–α2β1 adhesion/MAPK branch;module20a_frozen_ligand_receptor; label_variants=CHAD; Chad; exportable_edge_count=4
NODE11615	Chil3 (Ym1)	target_gene					modules=22B; pathways=target_gene; label_variants=Chil3 (Ym1); exportable_edge_count=1
NODE11616	Chl1	receptor		Chl1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Chl1; exportable_edge_count=1
NODE11617	Cholesterol-DHCR24	ligand		Cholesterol-DHCR24			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cholesterol-DHCR24; exportable_edge_count=1
NODE11618	Chrna7	receptor		Chrna7			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Chrna7; exportable_edge_count=1
NODE11619	Cish	target_gene		Cish			modules=22B; pathways=target_gene; label_variants=Cish; exportable_edge_count=2
NODE11620	Cklf	ligand		Cklf			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cklf; exportable_edge_count=1
NODE11621	Clcf1	ligand		Clcf1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Clcf1; exportable_edge_count=2
NODE11622	Clcf1_Crlf1	ligand					modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Clcf1_Crlf1; exportable_edge_count=1
NODE11623	Clec11a	ligand		Clec11a			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Clec11a; exportable_edge_count=1
NODE11624	Clec14a	receptor		Clec14a			modules=20B;23B; pathways=MMRN2-CLEC14A -> endothelial adhesion/angiogenesis branch;module20a_frozen_ligand_receptor; label_variants=CLEC14A; Clec14a; exportable_edge_count=3
NODE11625	Clec1b	ligand		Clec1b			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Clec1b; exportable_edge_count=2
NODE11626	Clec4g	ligand		Clec4g			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Clec4g; exportable_edge_count=1
NODE11627	Cmklr1	receptor		Cmklr1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cmklr1; exportable_edge_count=1
NODE11628	Cntfr_Il6st	receptor					modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cntfr_Il6st; exportable_edge_count=1
NODE11629	Cntfr_Il6st_Lifr	receptor					modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cntfr_Il6st_Lifr; exportable_edge_count=1
NODE11630	Cntn1	ligand		Cntn1			modules=20B;23B; pathways=L1CAM-CNTN1 cis complex and axon-guidance/adhesion signaling;TNC FNIII domains -> CNTN1/contactin -> neuronal adhesion and neurite outgrowth;module20a_frozen_ligand_receptor; label_variants=CNTN1; Cntn1; exportable_edge_count=9
NODE11631	Cntn2	ligand		Cntn2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cntn2; exportable_edge_count=2
NODE11632	Cntn3	ligand		Cntn3			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cntn3; exportable_edge_count=1
NODE11633	Cntn4	ligand		Cntn4			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cntn4; exportable_edge_count=2
NODE11634	Cntn6	ligand		Cntn6			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cntn6; exportable_edge_count=2
NODE11635	Col10a1	ligand		Col10a1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Col10a1; exportable_edge_count=1
NODE11636	Col11a1	ligand		Col11a1			modules=20B;23B; pathways=collagen XI fibroblast program;module20a_frozen_ligand_receptor; label_variants=COL11A1; Col11a1; exportable_edge_count=3
NODE11637	Col13a1	ligand		Col13a1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Col13a1; exportable_edge_count=2
NODE11638	Col14a1	ligand		Col14a1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Col14a1; exportable_edge_count=1
NODE11639	Col16a1	ligand		Col16a1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Col16a1; exportable_edge_count=2
NODE11640	Col18a1	ligand		Col18a1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Col18a1; exportable_edge_count=4
NODE11641	Col1a1	ligand		Col1a1			modules=20B;23B; pathways=collagen-I astrocytic scar;module20a_frozen_ligand_receptor; label_variants=Col1a1; exportable_edge_count=12
NODE11642	Col1a2	ligand		Col1a2			modules=20B;22B; pathways=module20a_frozen_ligand_receptor;target_gene; label_variants=COL1A2; Col1a2; exportable_edge_count=8
NODE11643	Col22a1	ligand		Col22a1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Col22a1; exportable_edge_count=4
NODE11644	Col2a1	ligand		Col2a1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Col2a1; exportable_edge_count=6
NODE11645	Col2a1-associated collagenous scar	signaling_effector					modules=23B; pathways=COL2A1 SCI scar function; label_variants=Col2a1-associated collagenous scar; exportable_edge_count=1
NODE11646	Col3a1	ligand		Col3a1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Col3a1; exportable_edge_count=6
NODE11647	Col4a1	ligand		Col4a1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Col4a1; exportable_edge_count=3
NODE11648	Col4a2	ligand		Col4a2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Col4a2; exportable_edge_count=1
NODE11649	Col4a3	ligand		Col4a3			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Col4a3; exportable_edge_count=1
NODE11650	Col6a1	ligand		Col6a1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Col6a1; exportable_edge_count=2
NODE11651	Col6a1/collagen VI	signaling_effector					modules=23B; pathways=collagen-VI peripheral-nerve function; label_variants=Col6a1/collagen VI; exportable_edge_count=1
NODE11652	Col6a2	ligand		Col6a2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Col6a2; exportable_edge_count=2
NODE11653	Col6a3	ligand		Col6a3			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Col6a3; exportable_edge_count=2
NODE11654	Col6a3-containing collagen VI	signaling_effector					modules=23B; pathways=collagen-VI integrin relay; label_variants=Col6a3-containing collagen VI; exportable_edge_count=1
NODE11655	Col8a2	ligand		Col8a2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Col8a2; exportable_edge_count=1
NODE11656	Col9a1	ligand		Col9a1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Col9a1; exportable_edge_count=1
NODE11657	Collagen-I-DDR2-associated lung-fibroblast matrix-remodeling phenotype	signaling_effector					modules=22B; pathways=phenotype; label_variants=Collagen-I-DDR2-associated lung-fibroblast matrix-remodeling phenotype; exportable_edge_count=1
NODE11658	Colq	ligand		Colq			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Colq; exportable_edge_count=1
NODE11659	Comp	ligand		Comp			modules=20B;23B; pathways=COMP RGD–αVβ3 adhesion branch;COMP–CD47 cytoskeletal adhesion branch;module20a_frozen_ligand_receptor; label_variants=COMP; Comp; exportable_edge_count=7
NODE11660	Cort	ligand		Cort			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cort; exportable_edge_count=6
NODE11661	Cr2	receptor		Cr2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cr2; exportable_edge_count=1
NODE11662	Crh	ligand		Crh			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Crh; exportable_edge_count=2
NODE11663	Crhr1	receptor		Crhr1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Crhr1; exportable_edge_count=2
NODE11664	Crhr2	receptor		Crhr2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Crhr2; exportable_edge_count=4
NODE11665	Crlf1	receptor		Crlf1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Crlf1; exportable_edge_count=1
NODE11666	Crlf2_Il7r	receptor					modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Crlf2_Il7r; exportable_edge_count=1
NODE11667	Crp	ligand		Crp			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Crp; exportable_edge_count=1
NODE11668	Crtam	ligand		Crtam			modules=20B;23B; pathways=CADM1-CRTAM trans-adhesion;module20a_frozen_ligand_receptor; label_variants=CRTAM; Crtam; exportable_edge_count=2
NODE11669	Csf1_Il34	ligand					modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Csf1_Il34; exportable_edge_count=1
NODE11670	Csf1r	receptor		Csf1r			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Csf1r; exportable_edge_count=1
NODE11671	Csf2	ligand		Csf2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Csf2; exportable_edge_count=1
NODE11672	Csf2rb_Il5ra	receptor					modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Csf2rb_Il5ra; exportable_edge_count=1
NODE11673	Csn2	target_gene		Csn2			modules=22B; pathways=target_gene; label_variants=Csn2; exportable_edge_count=1
NODE11674	Ctf1	ligand		Ctf1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Ctf1; exportable_edge_count=1
NODE11675	Cthrc1	ligand		Cthrc1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cthrc1; exportable_edge_count=4
NODE11676	Ctla4	receptor		Ctla4			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Ctla4; exportable_edge_count=2
NODE11677	Cx3cl1	ligand		Cx3cl1			modules=20B;23B; pathways=fractalkine–αVβ3/CX3CR1 integrin activation and adhesion;fractalkine–αVβ3/CX3CR1 integrin activation and adhesion (ITGB3 alias);module20a_frozen_ligand_receptor; label_variants=CX3CL1; Cx3cl1; exportable_edge_count=7
NODE11678	Cx3cr1	receptor		Cx3cr1			modules=20B;23B; pathways=CX3CL1–CX3CR1 Gi/o–PI3K/Ca/MAPK chemotaxis and adhesion;module20a_frozen_ligand_receptor; label_variants=CX3CR1; Cx3cr1; exportable_edge_count=4
NODE11679	Cxcl12	ligand		Cxcl12			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cxcl12; exportable_edge_count=1
NODE11680	Cxcl14	ligand		Cxcl14			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cxcl14; exportable_edge_count=1
NODE11681	Cxcl16	ligand		Cxcl16			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cxcl16; exportable_edge_count=1
NODE11682	Cxcl2	ligand		Cxcl2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cxcl2; exportable_edge_count=1
NODE11683	Cxcl3	ligand		Cxcl3			modules=20B;24B; pathways=CXCL3-CXCR2 scar relay;module20a_frozen_ligand_receptor; label_variants=CXCL3; Cxcl3; exportable_edge_count=2
NODE11684	Cxcl5	ligand		Cxcl5			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cxcl5; exportable_edge_count=1
NODE11685	Cxcr2	receptor		Cxcr2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cxcr2; exportable_edge_count=3
NODE11686	Cxcr3	receptor		Cxcr3			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cxcr3; exportable_edge_count=1
NODE11687	Cxcr4	receptor		Cxcr4			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Cxcr4; exportable_edge_count=1
NODE11688	Cxcr6	receptor		Cxcr6			modules=20B;23B; pathways=CXCL16–CXCR6 chemotaxis/adhesion and immune recruitment;module20a_frozen_ligand_receptor; label_variants=CXCR6; Cxcr6; exportable_edge_count=3
NODE11689	CycD1	target_gene		CycD1			modules=22B; pathways=target_gene; label_variants=CycD1; exportable_edge_count=1
NODE11690	CysLT1-linked inflammatory injury	signaling_effector					modules=24B; pathways=leukotriene/eicosanoid pharmacology; label_variants=CysLT1-linked inflammatory injury; exportable_edge_count=1
NODE11691	Cytl1	ligand		Cytl1			modules=20B;24B; pathways=CYTL1-CCR2-Gi/ERK chemotaxis relay;module20a_frozen_ligand_receptor; label_variants=CYTL1; Cytl1; exportable_edge_count=2
NODE11692	DAG1 alpha-dystroglycan	receptor					modules=23B; pathways=DAG1–DLL4/Notch endothelial relay;laminin-511–dystroglycan anchorage;laminin-gamma3–DAG1–DLL4/Notch–retinal arteriogenesis;laminin-gamma3–dystroglycan retinal vascular branch; label_variants=DAG1 alpha-dystroglycan; exportable_edge_count=4
NODE11693	DAG1 alpha-dystroglycan–beta-dystroglycan complex	receptor					modules=23B; pathways=DAG1/DGC–actin and neuromuscular-basement-membrane function;Laminin–dystroglycan basement-membrane anchorage; label_variants=DAG1 alpha-dystroglycan–beta-dystroglycan complex; exportable_edge_count=2
NODE11694	DAG1 glycosylated dystroglycan/DGC	receptor					modules=23B; pathways=LAMA1/laminin-111-DAG1/DGC branch; label_variants=DAG1 glycosylated dystroglycan/DGC; exportable_edge_count=2
NODE11695	DAG1/alpha-dystroglycan	receptor					modules=23B; pathways=laminin-511 dystroglycan adhesion; label_variants=DAG1/alpha-dystroglycan; exportable_edge_count=1
NODE11696	DAG1/dystroglycan	receptor					modules=23B; pathways=Agrin-dystroglycan adhesion;laminin-2-dystroglycan matrix association;perlecan-dystroglycan node organization; label_variants=DAG1/dystroglycan; exportable_edge_count=4
NODE11697	DCHS1 homophilic complex	receptor					modules=23B; pathways=FAT4-DCHS1 Hippo adhesion; label_variants=DCHS1 homophilic complex; exportable_edge_count=1
NODE11698	DCN -> TLR2 -> p38/ERK/NF-kB inflammatory signaling -> TNF/IL-12	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=DCN -> TLR2 -> p38/ERK/NF-kB inflammatory signaling -> TNF/IL-12; exportable_edge_count=1
NODE11699	DCN/decorin	ligand					modules=24B; pathways=decorin-TLR2-MAPK/NFkB inflammatory relay; label_variants=DCN/decorin; exportable_edge_count=1
NODE11700	DDR1 promoter	target_gene					modules=22B; pathways=target_gene; label_variants=DDR1 promoter; exportable_edge_count=1
NODE11701	DEFB2	ligand		DEFB2			modules=24B; pathways=DEFB2-TLR4 dendritic maturation relay; label_variants=DEFB2; exportable_edge_count=1
NODE11702	DIO3	target_gene		DIO3			modules=22B; pathways=target_gene; label_variants=DIO3; exportable_edge_count=1
NODE11703	DKK2 C2 -> LRP6 -> Dvl-independent canonical Wnt/LEF-1 signaling	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=DKK2 C2 -> LRP6 -> Dvl-independent canonical Wnt/LEF-1 signaling; exportable_edge_count=1
NODE11704	DLK1 -> NOTCH1 -> reduced canonical NICD/Notch reporter activation	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=DLK1 -> NOTCH1 -> reduced canonical NICD/Notch reporter activation; exportable_edge_count=1
NODE11705	DLK2 -> NOTCH1 -> inhibitory Notch pathway modulation -> altered differentiation	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=DLK2 -> NOTCH1 -> inhibitory Notch pathway modulation -> altered differentiation; exportable_edge_count=1
NODE11706	DLL1	ligand		DLL1			modules=23B; pathways=DLL1-NOTCH1 ligand-triggered proteolysis and canonical Notch program;DLL1-NOTCH2 canonical NICD/RBPJ signaling; label_variants=DLL1; exportable_edge_count=6
NODE11707	DLL1 -> NOTCH1 -> NICD/Notch transcriptional program including HES1 dynamics	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=DLL1 -> NOTCH1 -> NICD/Notch transcriptional program including HES1 dynamics; exportable_edge_count=1
NODE11708	DLL1 -> NOTCH2 -> ligand-triggered proteolysis -> canonical NICD/RBPJ Notch program	signaling_effector					modules=22B; pathways=phenotype; label_variants=DLL1 -> NOTCH2 -> ligand-triggered proteolysis -> canonical NICD/RBPJ Notch program; exportable_edge_count=1
NODE11709	DLL4-NOTCH1 ligand-discriminated HES/HEY program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=DLL4-NOTCH1 ligand-discriminated HES/HEY program; exportable_edge_count=1
NODE11710	DLL4-NOTCH1 signaling	signaling_effector					modules=21B; pathways=DLL4-NOTCH1-IL6-STAT3; label_variants=DLL4-NOTCH1 signaling; exportable_edge_count=1
NODE11711	DLL4-NOTCH1-IL6 signaling	signaling_effector					modules=21B; pathways=DLL4-NOTCH1-IL6-STAT3; label_variants=DLL4-NOTCH1-IL6 signaling; exportable_edge_count=1
NODE11712	DLL4-NOTCH1-associated neural-crest myogenic differentiation phenotype	signaling_effector					modules=22B; pathways=phenotype; label_variants=DLL4-NOTCH1-associated neural-crest myogenic differentiation phenotype; exportable_edge_count=1
NODE11713	DMP1-ITGAV/ITGB3-JNK-c-Jun osteoblast MAPK program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=DMP1-ITGAV/ITGB3-JNK-c-Jun osteoblast MAPK program; exportable_edge_count=1
NODE11714	DPP-alphaVbeta1-associated odontogenic differentiation phenotype	signaling_effector					modules=22B; pathways=phenotype; label_variants=DPP-alphaVbeta1-associated odontogenic differentiation phenotype; exportable_edge_count=1
NODE11715	DSPP-DPP-alphaVbeta1-FAK/paxillin-ERK-ELK1 odontogenic program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=DSPP-DPP-alphaVbeta1-FAK/paxillin-ERK-ELK1 odontogenic program; exportable_edge_count=1
NODE11716	DSPP-derived DPP	signaling_effector					modules=23B; pathways=DPP RGD integrin adhesion/signaling; label_variants=DSPP-derived DPP; exportable_edge_count=1
NODE11717	DSPP-derived DSP domain	ligand					modules=23B; pathways=DSP-beta6 developmental function;DSP-beta6 integrin binding;DSP-beta6 integrin intracellular signaling; label_variants=DSPP-derived DSP domain; exportable_edge_count=3
NODE11718	DVL	signaling_effector					modules=21B; pathways=WNT-beta-catenin; label_variants=DVL; exportable_edge_count=2
NODE11719	Dab1-associated neuron-glia migration	signaling_effector					modules=23B; pathways=Reelin integrin adhesion relay; label_variants=Dab1-associated neuron-glia migration; exportable_edge_count=1
NODE11720	Dag1	receptor		Dag1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Dag1; exportable_edge_count=8
NODE11721	Dcc	receptor		Dcc			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Dcc; exportable_edge_count=4
NODE11722	Dchs1	receptor		Dchs1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Dchs1; exportable_edge_count=1
NODE11723	Dcn	ligand		Dcn			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Dcn; exportable_edge_count=3
NODE11724	Ddr1	receptor		Ddr1			modules=20B;23B; pathways=collagen-III-DDR1 receptor autophosphorylation;collagen-I–DDR1 activation;collagen-V–DDR1 dimer/RTK phosphorylation and Shc/MAPK;collagen-XI fibril–DDR1 dimer–Shc/MAPK matrix response;module20a_frozen_ligand_receptor; label_variants=DDR1; Ddr1; exportable_edge_count=13
NODE11725	Ddr2	receptor		Ddr2			modules=20B;23B; pathways=collagen-I-DDR2 JAK2/ERK/MMP10 and PEA3 response;collagen-III-DDR2 receptor autophosphorylation;module20a_frozen_ligand_receptor; label_variants=DDR2; Ddr2; exportable_edge_count=6
NODE11726	Dhh	ligand		Dhh			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Dhh; exportable_edge_count=3
NODE11727	Dip2a	receptor		Dip2a			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Dip2a; exportable_edge_count=1
NODE11728	Dkk1	ligand		Dkk1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Dkk1; exportable_edge_count=5
NODE11729	Dkk2	ligand		Dkk2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Dkk2; exportable_edge_count=3
NODE11730	Dkk3	ligand		Dkk3			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Dkk3; exportable_edge_count=1
NODE11731	Dkk4	ligand		Dkk4			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Dkk4; exportable_edge_count=3
