queue_id	module	edge_id	source_label	target_label	evidence_scope	curation_priority	disposition	output_class_observed	route_action	existing_output_route_count	existing_output_route_ids	review_basis	source_locator	source_evidence_ids	evidence_summary	limitations	next_action
M21B-DOWNSTREAM:02821	21B	M21B-E003702	YAP1 pS127	SFN/14-3-3sigma	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:20823509; PMCID:PMC2935210	M21B-EVID-003645	Crystal-structure and phosphoserine-contact analyses support direct SFN/14-3-3sigma binding to YAP1 pSer127.	Binding is shown for a phosphopeptide and one 14-3-3 isoform; preserve structural-system and isoform boundaries, with no SCI or unsupported terminal-TF inference.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:02863	21B	M21B-E004759	M4/Arp4/M protein/Streptococcus pyogenes	C4BP/C4b-binding protein	direct_edge	P2	reviewed_no_new_output_in_record_existing_output_route_present	unknown	retain_entry_evidence_and_existing_output_routes	2	ROUTE:11072;ROUTE:11073	Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:16330538	M21B-EVID-004702	Primary-supported claim: The review identifies M4/Arp4 M-protein as a C4BP-binding streptococcal complement-evasion factor; the cited primary demonstrates direct C4BP CCP1-2 interaction with recombinant M4/Arp4 material and structural/biochemical binding analysis. Primary model/assay: Recombinant S. pyogenes M4/Arp4 hypervariable-region or M-protein constructs and purified human C4BP; solid-phase binding, deletion/mutant mapping and structural/biochemical interaction assays.	Preserve M4/Arp4 hypervariable-region and C4BP CCP1-2 binding context; direct complement capture does not imply a host signaling relay or SCI/terminal-TF effect.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:02926	21B	M21B-E004904	gp350/220/Epstein-Barr virus envelope glycoprotein	CR2/CD21/complement receptor 2	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:3033269; PMCID:PMC254117; DOI:10.1128/JVI.61.5.1416-1420.1987; PMID:17925391	M21B-EVID-004847	Primary-supported claim: The reviews identify gp350/220 binding to CR2/CD21 as the initial EBV attachment interaction on B lymphocytes; the cited primary studies map the direct viral glycoprotein-receptor interaction. Primary model/assay: Purified EBV gp350 and virions with purified CR2 dot-blot/liposome binding; CR2-positive and CR2-negative B-cell lines; K562 cells expressing wild-type or mutant human CR2 with flow-cytometric gp350 binding.	Preserve EBV gp350/220, human CR2 SCR1-2 and B-cell attachment/entry context; this is a viral attachment receptor edge, not a host intracellular relay, SCI effect or terminal-TF claim.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:02948	21B	M21B-E004975	gC2/HSV-2 glycoprotein C	C3b/complement C3 fragment	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:1602532; PMCID:PMC241204; DOI:10.1128/JVI.66.7.4013-4027.1992	M21B-EVID-004918	Primary-supported claim: The reviews identify HSV-2 gC as a direct C3b-binding complement-interacting protein; the cited primary compares HSV-1 and HSV-2 gC, demonstrates C3b binding and maps retained binding in truncated constructs. Primary model/assay: HSV-1 and HSV-2 gC proteins and truncation mutants expressed in mammalian cells; purified human C3b binding/receptor assays and comparison of effects on alternative-pathway complement.	Promote direct C3b binding/modulation only; HSV-2 gC differs mechanistically from HSV-1 gC and should not inherit HSV-1 convertase-decay or properdin/C5-blocking claims without separate evidence.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:02995	21B	M21B-E005171	CBLN2/cerebellin-2	NRXN2beta/beta-neurexin-2 (SS4+)	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:22117778; https://pubmed.ncbi.nlm.nih.gov/22117778/	M21B-EVID-005114	Primary-supported claim: The reviews cite primary binding-code work showing that Cbln2 binds the SS4-positive beta-neurexins; the primary directly detects Cbln2 binding to NRXN2beta in heterologous cells and supports shared cerebellin receptor properties. Primary model/assay: HEK293T cells expressing Grid2 or NRXN1beta, NRXN2beta, and NRXN3beta splice variants; conditioned-medium binding assays, cerebellin receptor comparison, and mouse cerebellar transgenic rescue/knockout models.	Promote exact CBLN2–NRXN2β SS4+ binding/triad branch; preserve secreted cerebellin and neurexin splice context, lower relative affinity/functional redundancy caveats, and no SCI or terminal-TF inference.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:02996	21B	M21B-E005172	CBLN2/cerebellin-2	NRXN3beta/beta-neurexin-3 (SS4+)	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:22117778; https://pubmed.ncbi.nlm.nih.gov/22117778/	M21B-EVID-005115	Primary-supported claim: The reviews cite primary binding-code work showing that Cbln2 binds the SS4-positive beta-neurexins; the primary directly detects Cbln2 binding to NRXN3beta in heterologous cells and supports shared cerebellin receptor properties. Primary model/assay: HEK293T cells expressing Grid2 or NRXN1beta, NRXN2beta, and NRXN3beta splice variants; conditioned-medium binding assays, cerebellin receptor comparison, and mouse cerebellar transgenic rescue/knockout models.	Promote exact CBLN2–NRXN3β SS4+ binding/triad branch; preserve secreted cerebellin and neurexin splice context, lower relative affinity/functional redundancy caveats, and no SCI or terminal-TF inference.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:03014	21B	M21B-E005464	ICAM1/CD54	ITGAX:ITGB2/CR4	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:16252253; DOI:10.1002/eji.200425914	M21B-EVID-005407	Primary-supported claim: The reviews identify ICAM-1 as a ligand of beta2 integrins including CR4 and cite the primary study demonstrating direct ICAM-1/CD11c-CD18 interaction and domain-specific recognition. Primary model/assay: Purified human CD11c/CD18 and ICAM-1 ectodomain systems; phage-display and synthetic-peptide competition, surface-plasmon-resonance, CD11c/CD18-positive monocytes, and ICAM-1 deletion constructs.	Promote direct ICAM-1/CR4 binding and bounded adhesion only; preserve the ICAM-1 D4 and multivalent-peptide/CR4 assay caveats, and do not transfer to all Mac-1/LFA-1 biology or SCI.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:03024	21B	M21B-E005534	NECTIN1/CD111	CD96/TACTILE	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:17971293; PMCID:PMC6373967; DOI:10.1371/journal.pone.0191588	M21B-EVID-005477	Primary-supported claim: The review identifies nectin-1 as a species- and receptor-context-dependent CD96 ligand; the cited primary directly demonstrates dose-dependent human nectin-1/CD96 ectodomain binding by ELISA and SPR, with the nectin-1 V-domain sufficient for interaction. Primary model/assay: Human recombinant nectin-1 full ectodomain/V-domain and CD96 ectodomain; ELISA, surface-plasmon resonance and domain/isoform comparison.	Promote direct human nectin-1/CD96 ectodomain binding with bounded adhesion/checkpoint context only; preserve the relatively low affinity, CD96 isoform and species differences, and do not infer universal NK signaling or SCI function.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:03025	21B	M21B-E005536	LGALS3BP/Mac-2BP	SIGLEC10	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:25320078; PMCID:PMC4246102; DOI:10.1038/onc.2014.326	M21B-EVID-005479	Primary-supported claim: The review identifies LGALS3BP as an extracellular immunomodulatory glycoprotein and cites the primary study showing high-affinity binding of human LGALS3BP to Siglec-10-Fc in recombinant glycan-dependent assays. Primary model/assay: Human and murine recombinant LGALS3BP/CyCAP and human Siglec-5/6/7/9/10/11 or mouse Siglec-E Fc proteins; ELISA binding panel, sialic-acid mutant controls and carcinoma-tissue proximity context.	Promote direct glycan-dependent LGALS3BP-Siglec-10 binding with bounded inhibitory/immunomodulatory context only; preserve multimeric LGALS3BP glycoform and species/affinity boundaries, and do not infer a universal Siglec-10 signaling mechanism or SCI function.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:03026	21B	M21B-E005537	NLGN4X/NLGN4	NRXN1beta	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:20543817; PMCID:PMC2910273; DOI:10.1038/emboj.2010.123	M21B-EVID-005480	Primary-supported claim: The review describes neuroligin 4X as a postsynaptic neurexin ligand; the cited primary resolves a 2.6-A Nrx1beta-NL4 complex and confirms subtype-selective extracellular binding by structure-guided SPR and mutational analysis. Primary model/assay: Recombinant human Nrx1beta and neuroligin-4 extracellular domains; 2.6-A X-ray crystallography, structure-guided mutants and surface-plasmon resonance binding.	Promote direct Ca2+-coordinated NLGN4X-NRXN1beta extracellular adhesion only; preserve beta-neurexin isoform, splice/ionic dependence and synaptic-development context, with no SCI or terminal-TF inference.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:03055	21B	M21B-E006178	IZUMO1	IZUMO1R/JUNO	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:27309808; DOI:10.1038/nature18596	M21B-EVID-006121	Primary-supported claim: The review identifies the IZUMO1-JUNO sperm-oocyte recognition complex; the cited primary resolves the human extracellular complex structure and validates interface residues by structure-based mutagenesis. Primary model/assay: Human recombinant IZUMO1 and JUNO ectodomains; X-ray crystal structure, SPR/BLI binding, interface mutagenesis and mammalian sperm-oocyte recognition context	Preserve IZUMO1 sperm membrane and GPI-anchored JUNO/FOLR4 context, 1:1 ectodomain complex and species-specific fertilization setting; binding is established but a complete post-binding fusion mechanism is not inferred.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:03062	21B	M21B-E006229	APOE-containing lipoprotein particles/ApoE	ApoER2/LRP8	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:12950167; DOI:10.1021/bi027093c	M21B-EVID-006172	Primary-supported claim: The review identifies ApoER2/LRP8 as an ApoE-binding LDL-receptor-family member and cites the primary binding study; the primary demonstrates specific binding of reconstituted POPC-ApoE particles and multiple ApoE isoforms/fragments to ApoER2-expressing cells. Primary model/assay: LDLA-7 cells expressing apoER2 and transiently transfected COS-M6 cells with untransfected controls; reconstituted POPC-ApoE2/3/4 particles and ApoE truncation/mutant variants; specific receptor-binding assays	Preserve ApoE isoform, lipidated/reconstituted particle and ApoER2/LRP8 receptor context; the primary supports binding/uptake-relevant receptor recognition, not a universal intracellular relay, SCI effect or terminal-TF inference.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:03097	21B	M21B-E006321	Foot-and-mouth disease virus VP1	ITGAV:ITGB3 integrin	direct_edge	P2	reviewed_no_new_output_in_record_existing_output_route_present	unknown	retain_entry_evidence_and_existing_output_routes	1	ROUTE:11722	Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:9343190; PMCID:PMC192296; DOI:10.1128/JVI.71.11.8357-8361.1997	M21B-EVID-006264	Primary-supported claim: The review identifies RGD-dependent FMDV binding to alphaVbeta3 and cites the purified-integrin primary study. Primary model/assay: Multiple FMDV serotypes; purified alphaVbeta3 solid-phase binding; RGD/RGE competition and capsid VP1 ligand context	Preserve FMDV VP1 RGD motif, serotype and host-cell/HSPG context; purified alphaVbeta3 binding supports receptor recognition but does not establish a universal entry route or SCI/terminal-TF output.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:03147	21B	M21B-E006564	LACRT/lacritin	SDC1/Syndecan-1	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:16982797	M21B-EVID-006507	Primary-supported claim: The reviews identify heparanase-modified SDC1 as lacritin's epithelial surface-binding partner; the cited primary demonstrates lacritin affinity purification of SDC1, core-protein binding after glycosaminoglycan removal, SDC1 specificity versus SDC2/SDC4, and heparanase-dependent targeting. Primary model/assay: Human corneal/lacrimal epithelial HSG and HEK293T-SDC1 cells; lacritin affinity columns, mass-spectrometric SDC1 identification, recombinant lacritin pull-down, SDC1/SDC2/SDC4 comparisons, heparitinase/chondroitinase and heparanase-dependent binding assays	Preserve secreted lacritin C-terminal domain, heparanase-exposed SDC1 N-terminal/core-protein site and epithelial context; downstream GPCR/ion-channel signaling remains unresolved, so do not infer a direct SDC1 kinase relay, SCI or terminal-TF effect.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:03162	21B	M21B-E006650	RSPO1/R-spondin 1	RNF43/RING finger protein 43	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:23756651	M21B-EVID-006593	Primary-supported claim: The cited primary crystal structure resolves RSPO1 simultaneously bound to LGR5 and RNF43, confirming direct RSPO1-RNF43 recognition in the ternary complex. Primary model/assay: Purified human LGR5 ectodomain, RSPO1 furin-like domains and RNF43 ectodomain; ternary-complex crystallography, interface analysis and binding assays	Preserve the LGR5-RSPO1-RNF43 ternary complex and RNF43 effector-receptor role; do not infer RNF43 as an autonomous GPCR or transfer the Wnt-potentiation mechanism to SCI.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:03170	21B	M21B-E006702	TIMP2/tissue inhibitor of metalloproteinase 2	MMP14/MT1-MMP	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:9422789; DOI:10.1074/jbc.273.2.1216	M21B-EVID-006645	Primary-supported claim: The reviews identify TIMP2 as a direct cell-surface MT1-MMP ligand/inhibitor and the cited primary demonstrates specific TIMP2 binding to MT1-MMP-transfected cells, catalytic-site competition and cross-linked complexes. Primary model/assay: Recombinant radiolabeled TIMP2 with MT1-MMP/MMP14-transfected COS-1 cells and human endothelial cells; competition with hydroxamate inhibitor, C-terminal deletion, cross-linking/immunoprecipitation and cell-surface binding assays	Preserve TIMP2 N-terminal catalytic-site inhibition, C-terminal domain and MT1-MMP cell-surface context; distinguish this binary complex from proMMP2:TIMP2 capture by LRP1 and do not infer a cytoplasmic MMP14 relay or SCI output.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:03212	21B	M21B-E007051	BMP10 prodomain	FBN1/fibrillin-1	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:18339631; PMCID:PMC2376219; DOI:10.1074/jbc.M707820200	M21B-EVID-006994	Primary-supported claim: The reviews identify BMP10-prodomain binding to fibrillin-1 as an extracellular mechanism regulating BMP bioavailability; the primary maps the interaction to the high-affinity N-terminal fibrillin-1 region. Primary model/assay: Recombinant human fibrillin-1 peptides and recombinant BMP-10 prodomain preparations; purified-protein surface-plasmon-resonance binding and fibrillin-domain mapping with BMP/GDF complex-comparison assays	Promote direct BMP10-prodomain binding/ECM targeting only; preserve prodomain-bound BMP10 and matrix sequestration/latency context, without inferring mature BMP10 receptor activation, SCI or terminal-TF output.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:03214	21B	M21B-E007054	BMP4 prodomain	FBN2/fibrillin-2	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:18339631; PMCID:PMC2376219; DOI:10.1074/jbc.M707820200	M21B-EVID-006997	Primary-supported claim: The reviews identify fibrillin microfibrils as extracellular docking sites for BMP prodomains, including BMP4; the primary demonstrates BMP4-prodomain binding to the N-terminal fibrillin-2 peptide in SPR assays. Primary model/assay: Recombinant fibrillin-1 and fibrillin-2 N-terminal peptides with recombinant BMP-4 prodomain preparations; purified-protein surface-plasmon-resonance binding, competition and fibrillin-domain mapping assays	Promote direct BMP4-prodomain binding/ECM targeting to fibrillin-2 only; preserve full-length versus shortened propeptide differences and N-terminal fibrillin-2 docking context; no mature BMP4 receptor activation, SCI or terminal-TF inference.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:03216	21B	M21B-E007056	BMP10 prodomain	FBN2/fibrillin-2	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:18339631; PMCID:PMC2376219; DOI:10.1074/jbc.M707820200	M21B-EVID-006999	Primary-supported claim: The reviews identify BMP10-prodomain binding to fibrillin microfibrils as an extracellular bioavailability mechanism; the primary demonstrates BMP10-prodomain binding to the N-terminal fibrillin-2 peptide in SPR assays. Primary model/assay: Recombinant fibrillin-1 and fibrillin-2 N-terminal peptides with recombinant BMP-10 prodomain preparations; purified-protein surface-plasmon-resonance binding, competition and fibrillin-domain mapping assays	Promote direct BMP10-prodomain binding/ECM targeting to fibrillin-2 only; preserve prodomain-bound BMP10 and matrix sequestration/latency context, without inferring mature BMP10 receptor activation, SCI or terminal-TF output.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:03218	21B	M21B-E007058	BMP5 prodomain	FBN1/fibrillin-1	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:21135108; PMCID:PMC3037620; DOI:10.1074/jbc.M110.188615	M21B-EVID-007001	Primary-supported claim: The reviews identify BMP5 as an additional BMP prodomain that binds fibrillin; the primary demonstrates high-affinity BMP5-prodomain interaction with the N-terminal fibrillin-1 peptide by SPR and competition with BMP7 prodomain. Primary model/assay: Recombinant human fibrillin-1 N-terminal and regional peptides with bacterially expressed BMP-5 prodomain; purified surface-plasmon-resonance binding, competition and fibrillin-domain mapping assays	Promote direct BMP5-prodomain binding/ECM targeting only; preserve the N-terminal fibrillin-1 site, BMP5 prodomain and matrix sequestration/bioavailability context; no mature BMP5 receptor activation, SCI or terminal-TF inference.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:03219	21B	M21B-E007059	BMP5 prodomain	FBN2/fibrillin-2	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:21135108; PMCID:PMC3037620; DOI:10.1074/jbc.M110.188615	M21B-EVID-007002	Primary-supported claim: The reviews identify BMP5 as an additional BMP prodomain that binds fibrillin-1 and fibrillin-2; the primary demonstrates high-affinity BMP5-prodomain interaction with the N-terminal fibrillin-2 peptide by SPR and N-terminal-domain mapping. Primary model/assay: Recombinant human fibrillin-2 N-terminal and regional peptides with bacterially expressed BMP-5 prodomain; purified surface-plasmon-resonance binding, competition and fibrillin-domain mapping assays	Promote direct BMP5-prodomain binding/ECM targeting to fibrillin-2 only; preserve the N-terminal fibrillin-2 site, BMP5 prodomain and matrix sequestration/bioavailability context; no mature BMP5 receptor activation, SCI or terminal-TF inference.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:03220	21B	M21B-E007060	GDF8/myostatin prodomain	Perlecan/HSPG2 domain V GAG chains	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:21135108; PMCID:PMC3037620; DOI:10.1074/jbc.M110.188615	M21B-EVID-007003	Primary-supported claim: The reviews identify perlecan as an ECM partner for the GDF8 prodomain; the primary demonstrates specific GDF8-prodomain interaction with glycosaminoglycan-bearing perlecan domain V by blot overlay, ELISA and SPR, while nonmodified domain V and other tested domains do not bind. Primary model/assay: Recombinant mouse GDF-8/myostatin prodomain, full-length and recombinant perlecan domains with or without glycosaminoglycan chains; blot-overlay, ELISA and surface-plasmon-resonance binding assays with heparinase/domain controls	Promote direct GDF8/myostatin-prodomain binding to perlecan domain-V glycosaminoglycan chains and ECM targeting only; preserve GDF8 versus GDF11 nomenclature, heparan-sulfate dependence and latent-muscle-growth-factor context; no mature receptor activation, SCI or terminal-TF inference.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:03236	21B	M21B-E007144	COLEC11/collectin-11	MASP1/MBL-associated serine protease 1	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:20956340; PMID:23220946	M21B-EVID-007087	Primary-supported claim: The primary collectin-11 studies show CL-11 co-purifies or associates with MASP-1 in plasma and define CL-11 as a lectin-pathway recognition molecule. Primary model/assay: Human and mouse serum/recombinant CL-11; affinity purification, ELISA, immunoblot and microbial-binding assays with MASP-1-associated complex analysis	Review-guided primary validation; materialize bounded collectin-11–MASP-1 soluble complex association only.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:03237	21B	M21B-E007145	COLEC11/collectin-11	MASP3/MBL-associated serine protease 3	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:20956340; PMID:23220946	M21B-EVID-007088	Primary-supported claim: The primary collectin-11 studies show CL-11 co-purifies or associates with MASP-3 in plasma and define CL-11 as a lectin-pathway recognition molecule. Primary model/assay: Human and mouse serum/recombinant CL-11; affinity purification, ELISA, immunoblot and microbial-binding assays with MASP-3-associated complex analysis	Review-guided primary validation; materialize bounded collectin-11–MASP-3 soluble complex association only.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:03251	21B	M21B-E008852	IL-1alpha	sIL1R2:sIL1RAP	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:12530978	M21B-EVID-008798	Primary-supported claim: The review cites soluble IL-1R2/IL-1RAP decoy-complex binding measurements for IL-1alpha. Primary model/assay: Recombinant human IL-1alpha, soluble IL-1R2 and soluble accessory protein with binding-affinity measurements	Direct soluble decoy sequestration only; no IL1R2 intracellular signaling or astrocyte/SCI specificity.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:03252	21B	M21B-E008853	IL-1beta	sIL1R2:sIL1RAP	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:12530978	M21B-EVID-008799	Primary-supported claim: The review cites soluble IL-1R2/IL-1RAP decoy-complex measurements showing accessory-protein-enhanced IL-1beta binding. Primary model/assay: Recombinant human IL-1beta, soluble IL-1R2 and soluble accessory protein with binding-affinity measurements	Preserve soluble accessory-protein dependence and IL-1beta specificity; no IL1R2 intracellular signaling or SCI specificity.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:03255	21B	M21B-E010018	extracellular neuroleukin/NLK	HSPA5/GRP78/BiP	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:30459611; PMCID:PMC6232869; DOI:10.3389/fphar.2018.01228	M21B-EVID-009964	Primary-supported claim: DARTS, thermolysin protection and recombinant-protein immunoprecipitation identify GRP78 as a direct extracellular NLK-binding receptor candidate. Primary model/assay: Mouse spinal-cord astrocyte lysates, recombinant GRP78/ NLK, DARTS, thermolysin-protection and recombinant-protein co-immunoprecipitation assays	Preserve GRP78 as a receptor candidate supported by DARTS/protein association rather than a fully reconstituted signaling complex.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:03256	21B	M21B-E010027	extracellular vimentin	IGF1R	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:26170015; PMCID:PMC4501001; DOI:10.1038/srep12055	M21B-EVID-009973	Primary-supported claim: DARTS, recombinant-protein immunoprecipitation and western analyses show direct extracellular vimentin–IGF1R interaction. Primary model/assay: Mouse cortical lysates and recombinant IGF1R/vimentin; DARTS, thermolysin-protection and recombinant-protein immunoprecipitation	Preserve extracellular VIM as the ligand form and direct binding evidence; no SCI transfer is needed for this exact edge.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:03262	21B	M21B-E011620	FCER2A/CD23	ITGAM:ITGB2/Mac-1 integrin complex	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:7621072	M21B-EVID-010923	Full-length recombinant CD23 in fluorescent liposomes bound COS cells expressing CD11b-CD18 or CD11c-CD18 but not CD11a-CD18; anti-CD23 and anti-CD11b/CD11c antibodies inhibited the interaction.	Preserve CD23/FCER2A, Mac-1/ITGAM:ITGB2, heterologous expression and antibody-inhibition boundaries; no unique intracellular relay or terminal-TF output is inferred.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:03265	21B	M21B-E003627	BNIP3	MAP1LC3B/LC3B	contextual_support	P3	reviewed_contextual_association_without_explicit_output	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:22505714	M21B-EVID-003570	HeLa cells with wild-type or LIR-mutant BNIP3	Preserve exact primary-supported layer and assay context; no SCI or terminal-TF inference.	full_text_primary_review_if_output_route_is_needed
