species_scope	source_registry	source_version	source_record_id	raw_tf_symbol	normalized_tf_symbol	normalized_tf_symbol_key	tf_uniprot_id	target_count	source_locator	raw_record_sha256	provenance_status	notes
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001225:2f783bfe6d5f	CCND2	CCND2	ccnd2	P30279	5311	https://tflink.net/download/#interaction-gmt	2f783bfe6d5fda2b6532761fe3bde2619decd6bdbd638f59722b65a839391908	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001107:2d4d84496325	CCNT2	CCNT2	ccnt2	O60583	8362	https://tflink.net/download/#interaction-gmt	2d4d844963257b41dab1777c66961489bc2a700c480cd585b2a1b432d11201df	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000647:398a94b6be24	CD8A	CD8A	cd8a	P01732	2	https://tflink.net/download/#interaction-gmt	398a94b6be245ae8e47a137e7b7dd6016d7961f9c785bfa83930b39dcd0454ea	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000115:06faaa778740	CDC5L	CDC5L	cdc5l	Q99459	248	https://tflink.net/download/#interaction-gmt	06faaa7787400a68a13b96bbe69da85d2411a6691398b43d5df6ef3d47055896	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001338:9486a20a4cb3	CDC73	CDC73	cdc73	Q6P1J9	544	https://tflink.net/download/#interaction-gmt	9486a20a4cb3ba38829e9705f4b35adb1e587c9141726effbc576420addba330	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000795:132390f90030	CDCA7L	CDCA7L	cdca7l	Q96GN5	1	https://tflink.net/download/#interaction-gmt	132390f90030ddf1532b5bb64b5c4cf39a50692ed32e333adf47246c36c93e4e	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000962:9e46b546745e	CDK12	CDK12	cdk12	Q9NYV4	6157	https://tflink.net/download/#interaction-gmt	9e46b546745ee1fac90f2d16e923f217b2c0fd0d62ef4f65503f85418f965409	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001203:0ec850ac02a3	CDK2	CDK2	cdk2	P24941	4118	https://tflink.net/download/#interaction-gmt	0ec850ac02a304fce7faad875e5ce38bba6405592b0c592bd72c1353f8056eab	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000936:02019319773a	CDK6	CDK6	cdk6	Q00534	7583	https://tflink.net/download/#interaction-gmt	02019319773a8693a8ba9fa00e923a17c3fa35c9788d0623513accfbfda066be	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000981:f3ad0b918f6f	CDK7	CDK7	cdk7	P50613	11525	https://tflink.net/download/#interaction-gmt	f3ad0b918f6f0b2970cd595b3c5495fd25630003337faa1520f369c331fb9ded	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000935:5ce5a6a9e040	CDK8	CDK8	cdk8	P49336	14386	https://tflink.net/download/#interaction-gmt	5ce5a6a9e04017110158bf40baccfe74479f7adf6e052f6412022d59b5b7a2e9	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000922:d3478569a9f8	CDK9	CDK9	cdk9	P50750	16124	https://tflink.net/download/#interaction-gmt	d3478569a9f805401aa5bac00343fe70bdb5e9aa0c5c5a3781d4fa23aaf34bed	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001039:32083c7e2339	CDKN1B	CDKN1B	cdkn1b	P46527	12414	https://tflink.net/download/#interaction-gmt	32083c7e233937f51e3a4c2e891a46975a15791af5ab904917df67628b6b42d5	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000170:512ddb007abc	CDX1	CDX1	cdx1	P47902	46	https://tflink.net/download/#interaction-gmt	512ddb007abc51897c7beb72d3350fdd491fa96941f30ab25ef0838d0fac0278	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000322:64dd69ec95b3	CDX2	CDX2	cdx2	Q99626	11342	https://tflink.net/download/#interaction-gmt	64dd69ec95b3fbce543130d56d7b0814b4ed4ce714f6c12059de46742364e598	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000084:4e40e554d6d2	CEBPA	CEBPA	cebpa	P49715	16067	https://tflink.net/download/#interaction-gmt	4e40e554d6d248e27d9e399119aedb521297de41501b00de930d57491a18d656	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000023:80d67567678c	CEBPB	CEBPB	cebpb	P17676	16768	https://tflink.net/download/#interaction-gmt	80d67567678c0c5fab25f1c4617a0bbe7af9f563096bbc1b1d97a24267b8be2a	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000330:2c1bc726680a	CEBPD	CEBPD	cebpd	P49716	11305	https://tflink.net/download/#interaction-gmt	2c1bc726680ab6501c6360d0e5db65f604506c15857ffdc08aef71641c17cb26	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000221:f15c138b0ef3	CEBPE	CEBPE	cebpe	Q15744	45	https://tflink.net/download/#interaction-gmt	f15c138b0ef333d40bca0d3115f874ba7207fabe3b464cb6fd774012861dbefa	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000610:d1d214f690a5	CEBPG	CEBPG	cebpg	P53567	7103	https://tflink.net/download/#interaction-gmt	d1d214f690a53fe20288e808125583d6a6bfa4b76ca81630eb36a8d17ed46334	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000141:80c788728079	CEBPZ	CEBPZ	cebpz	Q03701	2030	https://tflink.net/download/#interaction-gmt	80c78872807928d9e71c2e9b160d52b6e980741818b18c75b0d348f2863bd5b5	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000890:ab5e64f61541	CENPA	CENPA	cenpa	P49450	8466	https://tflink.net/download/#interaction-gmt	ab5e64f615411eb4cee5ced08d5929c5087522c4d1c0664a7885586768079919	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001542:3941f59e27db	CENPT	CENPT	cenpt	Q96BT3	15	https://tflink.net/download/#interaction-gmt	3941f59e27db4855d79fd048bfa9b8e18e8ff5937bf92eb6422336d2379dcb76	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001474:5be296c4f8d0	CHAF1A	CHAF1A	chaf1a	Q13111	83	https://tflink.net/download/#interaction-gmt	5be296c4f8d0d30c55ade8d52f8f7b31c7ecc87c57c86f2e549fd26872ae35d8	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001259:a5d3bcad9684	CHAF1B	CHAF1B	chaf1b	Q13112	805	https://tflink.net/download/#interaction-gmt	a5d3bcad96849c48b35371b11b483d6da90ca986999c4a7ede369d54951525db	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001303:1f6c68c2b2da	CHAMP1	CHAMP1	champ1	Q96JM3	168	https://tflink.net/download/#interaction-gmt	1f6c68c2b2da7c83966c53b936052dcf5b4d4d9cfbdd98554989c670f2c19809	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000918:347bda7f5c89	CHD1	CHD1	chd1	O14646	13570	https://tflink.net/download/#interaction-gmt	347bda7f5c8923571c11dc111a7ff5f588a447c762219d79aa7b8043989286d7	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000997:50815f5a0186	CHD2	CHD2	chd2	O14647	13142	https://tflink.net/download/#interaction-gmt	50815f5a01860777ac6669e0c6d3db013c5516fc851a84b2d7ed4bd18d40a1f8	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000471:a0aac3064bf2	CHD4	CHD4	chd4	Q14839	5808	https://tflink.net/download/#interaction-gmt	a0aac3064bf2a7109dfb72ad6281b4a6042a6679298d9a9ea1b8eb633c6023ad	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000871:bb9c3a39ec9a	CHD7	CHD7	chd7	Q9P2D1	10438	https://tflink.net/download/#interaction-gmt	bb9c3a39ec9a7e38617ff81b020c97d011fa76ec83c4259a00ec5abaccc80d19	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000657:e54c4f965a79	CHD8	CHD8	chd8	Q9HCK8	14370	https://tflink.net/download/#interaction-gmt	e54c4f965a79425edc5a2cdc7424cc33dc3dd21754eb6bf085df9dab4ebe2234	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001435:6b8328a16849	CIC	CIC	cic	Q96RK0	414	https://tflink.net/download/#interaction-gmt	6b8328a16849ccc3b855e2b9770c8aee112ab2fb7ca6f84e1caa7e15e6c33d48	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000032:99735a80c89e	CIITA	CIITA	ciita	P33076	1197	https://tflink.net/download/#interaction-gmt	99735a80c89eeaef74dc1e44fcd2d04ecbc8c7f3fc9524800e3270c8ab2cc37f	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000127:29fde993b1ee	CITED2	CITED2	cited2	Q99967	2	https://tflink.net/download/#interaction-gmt	29fde993b1eec0fc4c4376217bb46f421de47faaeaed2c2be0303b492277b363	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000472:8619a76ad074	CLOCK	CLOCK	clock	O15516	10155	https://tflink.net/download/#interaction-gmt	8619a76ad07413036f3f06edc4c0dcbf13e0b20a4e3359078c77a497c5fea795	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000644:747f12f4a2a5	CNBP	CNBP	cnbp	P62633	1	https://tflink.net/download/#interaction-gmt	747f12f4a2a5c110b10fcda6cf10525e113e952f912ec9935e9ae3cc595fe457	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000868:111f1b36c096	CNOT3	CNOT3	cnot3	O75175	14150	https://tflink.net/download/#interaction-gmt	111f1b36c0964de160bef0b73cd1038a0520efded8d1a21a513eceb94076b5d3	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000658:fc66a7ea7dc8	CNOT7	CNOT7	cnot7	Q9UIV1	3	https://tflink.net/download/#interaction-gmt	fc66a7ea7dc81b7ed63287f5be3f9c678fe8955e648276928d30c7692e063a07	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000577:2f550f8fd9b5	CNOT8	CNOT8	cnot8	Q9UFF9	3	https://tflink.net/download/#interaction-gmt	2f550f8fd9b5f1d4ae96370ecdb701039bf47ebcb3f25968dd2262a2e49411a6	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001382:c88d0c991a09	COBLL1	COBLL1	cobll1	Q53SF7	127	https://tflink.net/download/#interaction-gmt	c88d0c991a09842ffb0ecd0cf5c6ab8486bba53831eea473d5a380ea5ae4cfd0	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001581:685489d419be	COIL	COIL	coil	P38432	6	https://tflink.net/download/#interaction-gmt	685489d419be8eac1bdb3919c1d963797a4713f144b13b344f1e44415b8d8a4b	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000681:25b9df9e1d96	COP1	COP1	cop1	Q8NHY2	4	https://tflink.net/download/#interaction-gmt	25b9df9e1d96e9ac5f007762bc941346e0af0490d6ef93b74ad8347722b976f5	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001576:1f52822c85c1	COPS2	COPS2	cops2	P61201	2	https://tflink.net/download/#interaction-gmt	1f52822c85c17275328e43c76d4cd2e753a2ac2a98622dc0417aacc76148991a	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000759:1d0819242986	COPS5	COPS5	cops5	Q92905	2	https://tflink.net/download/#interaction-gmt	1d0819242986ea4f1a0d5ecffa19e107684b5876e4f6f48d0ad7f1355fa48253	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001181:4f962ea4f256	CPSF3	CPSF3	cpsf3	Q9UKF6	3533	https://tflink.net/download/#interaction-gmt	4f962ea4f25666e7597fac5a6e97c5902125d92dc0ccaf5fdd7b7a71fbc349d7	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000787:987292c08559	CRABP2	CRABP2	crabp2	P29373	1	https://tflink.net/download/#interaction-gmt	987292c085590c31e0b89b689e961406349014a49ad7dd16fe96aacbdf54556f	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000043:06b8a495923d	CREB1	CREB1	creb1	P16220	16487	https://tflink.net/download/#interaction-gmt	06b8a495923d156cbab7d55e41b8db735a2b022675d6f66fc33fd8fbfa398014	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000833:3fe64c5dbfe8	CREB3	CREB3	creb3	O43889	1826	https://tflink.net/download/#interaction-gmt	3fe64c5dbfe802b2bae6ba4673217667e891d9e6089f05eb44b3a2dcd898ff3f	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000503:1db701cd57c7	CREB3L1	CREB3L1	creb3l1	Q96BA8	7309	https://tflink.net/download/#interaction-gmt	1db701cd57c7ed6bba8528ddf4114744e4ef9dcaee377863c38f1813cd4da471	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001308:bc21b5faafa8	CREB3L2	CREB3L2	creb3l2	Q70SY1	126	https://tflink.net/download/#interaction-gmt	bc21b5faafa85c0edef7d015342f4923aec2ee85b96c6086c89c0120cf0bfdec	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000788:26c67fec2b82	CREB3L4	CREB3L4	creb3l4	Q8TEY5	1265	https://tflink.net/download/#interaction-gmt	26c67fec2b8227946e4abfd56d2a14cfaf1797561a6638cbb1b55e0d2eab2766	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000521:93a07be7ec95	CREB5	CREB5	creb5	Q02930	12	https://tflink.net/download/#interaction-gmt	93a07be7ec95510ca5b562cde15ffe28b0474724adceb792d3622b19d994b45b	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000149:1f773b4080d2	CREBBP	CREBBP	crebbp	Q92793	13388	https://tflink.net/download/#interaction-gmt	1f773b4080d2f56c0ba0f3582b0d63e319ad5f82e78147432ef384116b97fbfa	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001566:e219fec5207d	CREBL2	CREBL2	crebl2	O60519	7	https://tflink.net/download/#interaction-gmt	e219fec5207d44688739dbbf376ab9a3e766e61fbbe693cd0ec23f0fe6c7572b	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000544:20849138ec7d	CREG1	CREG1	creg1	O75629	1	https://tflink.net/download/#interaction-gmt	20849138ec7d7c4787e767e80a5671895aad44e490d49f9d3f8fb6cff8ca3c5c	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000036:27fa7fb5087e	CREM	CREM	crem	Q03060	12990	https://tflink.net/download/#interaction-gmt	27fa7fb5087e9313f607c5c6a3d8d7b3cea5862825fb295d88d2a4380eda8022	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000793:ecc019a86319	CRTC1	CRTC1	crtc1	Q6UUV9	1	https://tflink.net/download/#interaction-gmt	ecc019a86319997689d5d6b3f45f4035c4e9f9f33df74f2eec0561cb7415aa90	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000444:0ad0f919c5a1	CRX	CRX	crx	O43186	5	https://tflink.net/download/#interaction-gmt	0ad0f919c5a1e2e4a10ca9eeedd30c9dc80b6880c7ad0f4b171c6a776084f298	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001166:c89016ee58a2	CRY1	CRY1	cry1	Q16526	3797	https://tflink.net/download/#interaction-gmt	c89016ee58a2a5bdb9d9ef778989b0753c83605e1fa6ac41d6ab259423141612	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001396:828b4ce440d0	CSHL1	CSHL1	cshl1	Q14406	198	https://tflink.net/download/#interaction-gmt	828b4ce440d0fc0bb11fb4c7dedf3c0422e9ca51e6186031cd0695d1efc203bc	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001122:341bd435d6e4	CSNK2A1	CSNK2A1	csnk2a1	P68400	5076	https://tflink.net/download/#interaction-gmt	341bd435d6e47ba65dbff7540debf24b1d9179ddd04a3f0e5d382a84e0f3a1d2	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000405:be94ffae38d3	CTBP1	CTBP1	ctbp1	Q13363	9808	https://tflink.net/download/#interaction-gmt	be94ffae38d3a81a3999e2f8074cedf68d20829c6c0164f818010a4631053051	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001065:9ddbcd2cf629	CTBP2	CTBP2	ctbp2	P56545	8219	https://tflink.net/download/#interaction-gmt	9ddbcd2cf629e21c240930183e95e2d9d20f880f9a6f60e2823eec59e99495e7	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000184:938754a9ac2b	CTCF	CTCF	ctcf	P49711	18775	https://tflink.net/download/#interaction-gmt	938754a9ac2b0c7ca5036d75346b6c467f8230920d1622dd393f10f272f943d2	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000809:187db24ca6fb	CTCFL	CTCFL	ctcfl	Q8NI51	13500	https://tflink.net/download/#interaction-gmt	187db24ca6fbab6c4a2128d8dce683a839f1199ef41e16c7dd2e1c428392958e	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000047:f747497410c3	CTNNB1	CTNNB1	ctnnb1	P35222	2949	https://tflink.net/download/#interaction-gmt	f747497410c3ac88dede28ea28e49506a20708bca89cf287f51c796a531ba679	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000725:9d5e5947189c	CTNNBIP1	CTNNBIP1	ctnnbip1	Q9NSA3	3	https://tflink.net/download/#interaction-gmt	9d5e5947189cedb2c8a98e6b951d0d9ac7cf75e42d545b8b20ab1bc8be041d0e	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001480:0002fccdf8bb	CTR9	CTR9	ctr9	Q6PD62	52	https://tflink.net/download/#interaction-gmt	0002fccdf8bbcebf5416530452c6be892421a08d4ee86b738273f71a6d719717	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001221:fb8314ff0f9c	CUL4A	CUL4A	cul4a	Q13619	6358	https://tflink.net/download/#interaction-gmt	fb8314ff0f9c1076b45cff5117c1d0a8dc42878006a6ce0776d8cf1a186894c3	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000555:511109439772	CUX1	CUX1	cux1	P39880	7487	https://tflink.net/download/#interaction-gmt	5111094397727741b3039762816ce8327e4662c0bbd8ada5023766f9726ff3f1	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000721:b3491a4f7c8c	CXXC1	CXXC1	cxxc1	Q9P0U4	8586	https://tflink.net/download/#interaction-gmt	b3491a4f7c8cee074f68ce736c6ff40dad9cfe8f7c1072c375b9fb017b540d35	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:001098:ee548f398d6a	CXXC4	CXXC4	cxxc4	Q9H2H0	9811	https://tflink.net/download/#interaction-gmt	ee548f398d6a19e5f387dbdc925301661a9fd8569130a583680a3daee34b9f12	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000614:31f9a33889ca	DACH1	DACH1	dach1	Q9UI36	836	https://tflink.net/download/#interaction-gmt	31f9a33889ca21854faf1f00d20fe7fab3dc3035d1fab91f0b0bb0e6e4374760	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000038:f9fc49749364	DAND5	DAND5	dand5	Q8N907	12493	https://tflink.net/download/#interaction-gmt	f9fc49749364328364b36b0d70bb69eb2332c415dec9b4a156fd62a0cd9af66f	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
human	TFLink	TFLink_v1.0_snapshot	tflink:human:000772:27158afbbfdc	DAXX	DAXX	daxx	Q9UER7	5430	https://tflink.net/download/#interaction-gmt	27158afbbfdc08478cf09b24a7e7d31d2afb62cfc3986a3da58620327a4dbcd5	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
