source_lane	source_register	source_record_id	locator_component	locator_class	reason
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000568	URL:https://pubmed.ncbi.nlm.nih.gov/?term=COL4A6+ADGRG6+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000569	URL:https://pubmed.ncbi.nlm.nih.gov/?term=CSF1+CSF1R+downstream+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000570	URL:https://pubmed.ncbi.nlm.nih.gov/?term=CTSG+F2R+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000571	URL:https://pubmed.ncbi.nlm.nih.gov/?term=CTSG+F2RL1+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000572	URL:https://pubmed.ncbi.nlm.nih.gov/?term=CTSG+F2RL2+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000573	URL:https://pubmed.ncbi.nlm.nih.gov/?term=CTSG+F2RL3+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000574	URL:https://pubmed.ncbi.nlm.nih.gov/?term=CTSG+FPR1+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000575	URL:https://pubmed.ncbi.nlm.nih.gov/?term=CTSG+PARD3+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000576	URL:https://pubmed.ncbi.nlm.nih.gov/?term=CXCL1+ACKR1+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000577	URL:https://europepmc.org/search?query=CXCL10+ACKR1	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000577	URL:https://pubmed.ncbi.nlm.nih.gov/?term=CXCL10+ACKR1+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000578	URL:https://pubmed.ncbi.nlm.nih.gov/?term=CXCL11+ACKR1+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000579	URL:https://pubmed.ncbi.nlm.nih.gov/?term=CXCL11+ACKR3+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000580	URL:https://pubmed.ncbi.nlm.nih.gov/?term=CXCL11+CXCR3+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000581	URL:https://europepmc.org/search?query=CXCL13+ACKR1	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000581	URL:https://pubmed.ncbi.nlm.nih.gov/?term=CXCL13+ACKR1+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000582	URL:https://pubmed.ncbi.nlm.nih.gov/?term=CXCL2+ACKR1+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000583	URL:https://pubmed.ncbi.nlm.nih.gov/?term=CXCL3+ACKR1+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000584	URL:https://europepmc.org/search?query=CXCL3+CXCR1	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000584	URL:https://pubmed.ncbi.nlm.nih.gov/?term=CXCL3+CXCR1+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000585	URL:https://pubmed.ncbi.nlm.nih.gov/?term=CXCL3+CXCR2+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000586	URL:https://pubmed.ncbi.nlm.nih.gov/?term=CXCL5+ACKR1+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000587	URL:https://europepmc.org/search?query=CXCL9+ACKR1	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000587	URL:https://pubmed.ncbi.nlm.nih.gov/?term=CXCL9+ACKR1+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000588	URL:https://pubmed.ncbi.nlm.nih.gov/?term=CXCL9+CXCR3+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000589	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DESMOSTEROL+DHCR7+NR1H2+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000590	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DESMOSTEROL+DHCR7+NR1H3+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000591	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DHEA+STS+ESR1+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000592	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DHEA+STS+NR1I2+PXR+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000593	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DHEA+STS+PPARA+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000594	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DHEAS+SULT1E1+PPARA+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000595	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DHEAS+SULT1E1+PPARD+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000596	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DHEAS+SULT1E1+PPARG+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000597	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DHEAS+SULT2A1+PPARA+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000598	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DHEAS+SULT2A1+PPARD+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000599	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DHEAS+SULT2A1+PPARG+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000600	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DHEAS+SULT2B+PPARA+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000600	URL:https://www.jlr.org/article/S0022-2275%2820%2932853-4/fulltext	paper_url_without_explicit_id	article-like URL retained as a lead because no exact PMID, PMCID, or DOI was present
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000601	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DHEAS+SULT2B+PPARD+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000601	URL:https://www.jlr.org/article/S0022-2275%2820%2932853-4/fulltext	paper_url_without_explicit_id	article-like URL retained as a lead because no exact PMID, PMCID, or DOI was present
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000602	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DHEAS+SULT2B+PPARG+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000602	URL:https://www.jlr.org/article/S0022-2275%2820%2932853-4/fulltext	paper_url_without_explicit_id	article-like URL retained as a lead because no exact PMID, PMCID, or DOI was present
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000603	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DHT+SRD5A1+AR+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000604	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DHT+SRD5A2+AR+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000605	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DHT+SRD5A3+AR+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000606	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DOC+CYP21A2+NR3C2+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000607	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DOPA+DDC+SLC18A1+DRD1+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000608	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DOPA+DDC+SLC18A1+DRD2+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000609	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DOPA+DDC+SLC18A1+DRD3+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000610	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DOPA+DDC+SLC18A1+DRD4+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000611	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DOPA+DDC+SLC18A1+DRD5+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000612	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DOPA+DDC+SLC18A2+DRD1+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000613	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DOPA+DDC+SLC18A2+DRD2+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000614	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DOPA+DDC+SLC18A2+DRD3+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000615	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DOPA+DDC+SLC18A2+DRD4+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000624	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DOPA-DDC-SLC6A3+DRD2+transcription+factor+target	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000625	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DOPA-DDC-SLC6A3+DRD3+transcription+factor+target	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000626	URL:https://pubmed.ncbi.nlm.nih.gov/?term=EDA+EDA2R+transcription+factor+target	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000627	URL:https://pubmed.ncbi.nlm.nih.gov/?term=E2+GPER1+transcription+factor+target	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000628	URL:https://pubmed.ncbi.nlm.nih.gov/?term=EREG+EGFR+ERBB4+ELK1+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000629	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DOPA-DDC-SLC18A2+DRD5+transcription+factor+target	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000630	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DOPA-DDC-SLC6A3+DRD4+transcription+factor+target	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000631	URL:https://pubmed.ncbi.nlm.nih.gov/?term=DOPA-DDC-SLC6A3+DRD5+transcription+factor+target	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000632	URL:https://pubmed.ncbi.nlm.nih.gov/?term=Dsc1+Dsg1c+transcription+factor+target	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000633	URL:https://pubmed.ncbi.nlm.nih.gov/?term=Dsc1+Dsg2+transcription+factor+target	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000634	URL:https://pubmed.ncbi.nlm.nih.gov/?term=Dsc2+Dsg1c+transcription+factor+target	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000635	URL:https://pubmed.ncbi.nlm.nih.gov/?term=Dsc2+Dsg2+transcription+factor+target	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000636	URL:https://pubmed.ncbi.nlm.nih.gov/?term=Dsg1c+Dsc3+transcription+factor+target	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000637	URL:https://pubmed.ncbi.nlm.nih.gov/?term=E2+CYP19A1+NR1I2+transcription+factor+target	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000638	URL:https://pubmed.ncbi.nlm.nih.gov/?term=E2+HSD17B1+NR1I2+transcription+factor+target	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000639	URL:https://pubmed.ncbi.nlm.nih.gov/?term=Eda+EDA2R+EDAR2+transcription+factor+target	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000640	URL:https://pubmed.ncbi.nlm.nih.gov/?term=Entpd1+TMIGD3+transcription+factor+target	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000641	URL:https://pubmed.ncbi.nlm.nih.gov/?term=ESAM+ESAM+transcription+factor+target	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000642	URL:https://pubmed.ncbi.nlm.nih.gov/?term=F11R+F11R+transcription+factor+target	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000643	URL:https://pubmed.ncbi.nlm.nih.gov/?term=F2+PARD3+transcription+factor+target	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000644	URL:https://pubmed.ncbi.nlm.nih.gov/?term=FLRT1+ADGRL1+transcription+factor+target	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000645	URL:https://pubmed.ncbi.nlm.nih.gov/?term=FLRT1+ADGRL2+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000646	URL:https://pubmed.ncbi.nlm.nih.gov/?term=FLRT1+LPHN3+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000647	URL:https://pubmed.ncbi.nlm.nih.gov/?term=FLRT1+FLRT1+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000648	URL:https://pubmed.ncbi.nlm.nih.gov/?term=FLRT1+UNC5A+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000649	URL:https://pubmed.ncbi.nlm.nih.gov/?term=FLRT1+UNC5B+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000650	URL:https://pubmed.ncbi.nlm.nih.gov/?term=FLRT1+UNC5C+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000651	URL:https://pubmed.ncbi.nlm.nih.gov/?term=FLRT1+UNC5D+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000652	URL:https://pubmed.ncbi.nlm.nih.gov/?term=FLRT2+LPHN1+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000653	URL:https://pubmed.ncbi.nlm.nih.gov/?term=FLRT2+ADGRL2+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000654	URL:https://pubmed.ncbi.nlm.nih.gov/?term=FLRT2+LPHN3+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000655	URL:https://pubmed.ncbi.nlm.nih.gov/?term=FLRT2+FLRT2+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000656	URL:https://pubmed.ncbi.nlm.nih.gov/?term=FLRT2+UNC5A+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000657	URL:https://pubmed.ncbi.nlm.nih.gov/?term=FLRT2+UNC5B+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000658	URL:https://pubmed.ncbi.nlm.nih.gov/?term=FLRT2+UNC5C+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000659	URL:https://pubmed.ncbi.nlm.nih.gov/?term=FLRT2+UNC5D+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000660	URL:https://pubmed.ncbi.nlm.nih.gov/?term=FLRT3+LPHN1+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000661	URL:https://pubmed.ncbi.nlm.nih.gov/?term=FLRT3+ADGRL2+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000662	URL:https://pubmed.ncbi.nlm.nih.gov/?term=FLRT3+LPHN3+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000663	URL:https://pubmed.ncbi.nlm.nih.gov/?term=FLRT3+FLRT3+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000664	URL:https://pubmed.ncbi.nlm.nih.gov/?term=FLRT3+UNC5A+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000665	URL:https://pubmed.ncbi.nlm.nih.gov/?term=FLRT3+UNC5B+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000666	URL:https://pubmed.ncbi.nlm.nih.gov/?term=FLRT3+UNC5C+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000667	URL:https://pubmed.ncbi.nlm.nih.gov/?term=FLRT3+UNC5D+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000668	URL:https://pubmed.ncbi.nlm.nih.gov/?term=GABA+GAD1+SLC32A1+GABAA+alpha1+beta2+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	module22b_evidence_register:M22B-EVID-000669	URL:https://pubmed.ncbi.nlm.nih.gov/?term=GABA+GAD1+SLC32A1+alpha1+beta2+delta+GABAA+transcription+factor+target+gene	search_query	URL contains a query/search locator, not an exact paper identifier
