edge_id	module	source_node_id	target_node_id	source_label	relation_type	target_label	pathway_name	evidence_layer	edge_status	context_scope	cell_type_context	compartment_context	species_context	injury_context	confidence_tier	export_priority	evidence_ids	evidence_count	source_locator_count	exportable	consolidation_note
M20B-E002518	20B	NODE00098	NODE01667	Agrn	engages	Lrp4	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	M20B-EVID-002518;M20B-EVID-005277-P2-DIRECT;M20B-EVID-005278-P2-RELAY;M20B-EVID-005279-P2-FUNC	4	3	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002519	20B	NODE00098	NODE01776	Agrn	engages	Musk	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002519;M20B-EVID-005280-P2-DIRECT;M20B-EVID-005281-P2-RELAY;M20B-EVID-005282-P2-FUNC	4	3	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002521	20B	NODE00100	NODE01720	Agrp	engages	Mc3r	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002521	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002522	20B	NODE00100	NODE01721	Agrp	engages	Mc4r	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	M20B-EVID-002522	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002534	20B	NODE00104	NODE01351	Ahsg	engages	Insr	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002534	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002536	20B	NODE00105	NODE00222	Alb	engages	B2m_Fcgrt	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	M20B-EVID-002536	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002537	20B	NODE00105	NODE01666	Alb	engages	Lrp2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002537;M20B-EVID-002537-P2-FUNC	2	1	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002538	20B	NODE00106	NODE00415	Alcam	engages	Cd6	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	M20B-EVID-002538;M20B-EVID-002538-P2-DIRECT;M20B-EVID-002538-P2-FUNC;M20B-EVID-002538-P2-RELAY	4	3	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002539	20B	NODE00106	NODE00458	Alcam	engages	Chl1	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002539	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002540	20B	NODE00148	NODE00416	Ambn	engages	Cd63	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002540	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002541	20B	NODE00149	NODE00416	Amelx	engages	Cd63	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002541	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002542	20B	NODE00149	NODE01610	Amelx	engages	Lamp1	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002542	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002543	20B	NODE00149	NODE01611	Amelx	engages	Lamp2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002543	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002544	20B	NODE00151	NODE00034	Amh	engages	Acvr1_Amhr2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	M20B-EVID-002544	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002547	20B	NODE00157	NODE00749	Ang	engages	Egfr	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002547	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002548	20B	NODE00157	NODE02071	Ang	engages	Plxnb2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	M20B-EVID-002548	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002549	20B	NODE00158	NODE01405	Angpt1	engages	Itga5	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002549	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002550	20B	NODE00158	NODE02495	Angpt1	engages	Tek	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	M20B-EVID-002550	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002551	20B	NODE00158	NODE02561	Angpt1	engages	Tie1	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002551;M20B-EVID-005287-P2-RELAY;M20B-EVID-005288-P2-FUNC	3	2	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002552	20B	NODE00160	NODE01417	Angpt2	engages	ITGA5_ITGB1	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002552	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002553	20B	NODE00160	NODE02495	Angpt2	engages	Tek	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	M20B-EVID-002553	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002554	20B	NODE00160	NODE02561	Angpt2	engages	Tie1	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002554	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002555	20B	NODE00161	NODE02495	Angpt4	engages	Tek	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002555	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002556	20B	NODE00161	NODE02561	Angpt4	engages	Tie1	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002556	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002557	20B	NODE00162	NODE01373	Angptl1	engages	ITGA1_ITGB1	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002557	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002560	20B	NODE00163	NODE01417	Angptl2	engages	ITGA5_ITGB1	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002560	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002561	20B	NODE00163	NODE02033	Angptl2	engages	Pirb	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002561	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002563	20B	NODE00164	NODE01405	Angptl3	engages	Itga5	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002563	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002564	20B	NODE00164	NODE01497	Angptl3	engages	ITGAV_ITGB3	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002564	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002565	20B	NODE00165	NODE00438	Angptl4	engages	Cdh11	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002565	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002566	20B	NODE00165	NODE00441	Angptl4	engages	Cdh5	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002566	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002567	20B	NODE00165	NODE01417	Angptl4	engages	ITGA5_ITGB1	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002567	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002568	20B	NODE00165	NODE01497	Angptl4	engages	ITGAV_ITGB3	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002568	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002572	20B	NODE00165	NODE02259	Angptl4	engages	Sdc4	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002572	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002578	20B	NODE00169	NODE00961	Anxa1	engages	Fpr1	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002578;M20B-EVID-005289-P2-RELAY;M20B-EVID-005290-P2-FUNC	3	2	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002581	20B	NODE00170	NODE02183	Anxa2	engages	Robo4	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002581	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002583	20B	NODE00174	NODE00175	Apln	engages	Aplnr	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002583;M20B-EVID-005291-P2-RELAY;M20B-EVID-005292-P2-FUNC	3	2	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002586	20B	NODE00178	NODE00017	Apoa1	engages	Abca1	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002586	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002594	20B	NODE00179	NODE01656	Apoa4	engages	Lrp1	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002594	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002602	20B	NODE00180	NODE01616	Apob	engages	Ldlr	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002602	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002603	20B	NODE00180	NODE01656	Apob	engages	Lrp1	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002603	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002605	20B	NODE00180	NODE01669	Apob	engages	Lrp6	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002605	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002607	20B	NODE00180	NODE01680	Apob	engages	Lsr	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002607	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002612	20B	NODE00180	NODE02638	Apob	engages	Trem2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002612	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002619	20B	NODE00182	NODE00017	Apoe	engages	Abca1	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002619	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002621	20B	NODE00182	NODE01616	Apoe	engages	Ldlr	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002621	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002623	20B	NODE00182	NODE01667	Apoe	engages	Lrp4	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002623	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002625	20B	NODE00182	NODE01669	Apoe	engages	Lrp6	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002625	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002626	20B	NODE00182	NODE01671	Apoe	engages	Lrp8	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002626	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002627	20B	NODE00182	NODE01680	Apoe	engages	Lsr	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002627	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002629	20B	NODE00182	NODE02254	Apoe	engages	Sdc2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002629	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002630	20B	NODE00182	NODE02393	Apoe	engages	Sorl1	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002630	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002631	20B	NODE00182	NODE02638	Apoe	engages	Trem2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002631	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002632	20B	NODE00182	NODE02716	Apoe	engages	Vldlr	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002632	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002667	20B	NODE00211	NODE00212	Avp	engages	Avpr1a	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002667	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002668	20B	NODE00211	NODE00214	Avp	engages	Avpr1b	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002668	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002669	20B	NODE00211	NODE00215	Avp	engages	Avpr2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002669	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002702	20B	NODE00255	NODE00274	Bmp10	engages	Bmpr1a	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002702	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002711	20B	NODE00257	NODE00030	Bmp2	engages	Actr2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002711	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002712	20B	NODE00257	NODE00031	Bmp2	engages	Acvr1	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002712	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002718	20B	NODE00257	NODE01135	Bmp2	engages	Gpc1	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002718	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002719	20B	NODE00257	NODE02171	Bmp2	engages	Rgmb	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002719	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002742	20B	NODE00264	NODE00030	Bmp7	engages	Actr2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002742	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002796	20B	NODE00311	NODE00312	Calca	engages	Calcr	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002796	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002797	20B	NODE00311	NODE00313	Calca	engages	Calcrl	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002797	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002818	20B	NODE00321	NODE00322	Cck	engages	Cckar	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002818	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002819	20B	NODE00321	NODE00323	Cck	engages	Cckbr	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002819	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002821	20B	NODE00325	NODE00371	Ccl11	engages	Ccr2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002821	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002822	20B	NODE00325	NODE00627	Ccl11	engages	Cxcr3	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002822	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002824	20B	NODE00327	NODE00020	Ccl12	engages	Ackr2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002824	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002831	20B	NODE00329	NODE00377	Ccl17	engages	Ccr8	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002831	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E002833	20B	NODE00332	NODE00369	Ccl2	engages	Ccr1	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	medium	high	M20B-EVID-002833	1	0	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
