record_id	source_queue_id	module	edge_id	record_type	evidence_node_id	evidence_node_label	output_term	claim_status	linkage_status	edge_semantic_class	confidence_tier	source_locator	source_evidence_ids	citation_note	evidence_summary	limitations	missing_layers	causal_status	traversal_status
M21B-DOWNSTREAM-EVID:000587	M21B-DOWNSTREAM:00346	21B	M21B-E000886	generic_output_evidence		phagocytosis or engulfment	phagocytosis_or_engulfment	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:17616530; PMID:22865855	M21B-EVID-000829	Review lead: PMCID: PMC3651745, Biological interplay between proteoglycans and their innate immune receptors in inflammation; PMCID: PMC7708667, Communications via the Small Leucine-rich Proteoglycans; review-cited primary: PMID:17616530; PMID:22865855; primary locator: PMID:17616530; PMID:22865855	Primary-supported claim: The reviews cite primary co-immunoprecipitation, surface-plasmon-resonance, and knockout/rescue evidence that extracellular lumican binds CD14 and supports CD14-mediated bacterial uptake and LPS presentation Primary model/assay: Mouse Lumican-deficient peritoneal macrophages and lung-infection models; recombinant human lumican core and Y20A/Y21A mutants; CD14 co-immunoprecipitation, SPR, LPS-response rescue, bacterial binding and phagocytosis assays	Promote as lumican-core binding to CD14 with CD14-mediated LPS presentation/phagocytic uptake; preserve Tyr-20, LPS/bacterial cargo, membrane CD14, glycanation state, and no direct LUM-TLR4 binding or SCI inference.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:000588	M21B-DOWNSTREAM:00347	21B	M21B-E000887	generic_output_evidence		cellular function assay	cellular_function_assay	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:19531489	M21B-EVID-000830	Review lead: PMCID: PMC7708667, Communications via the Small Leucine-rich Proteoglycans; PMCID: PMC7073085, beta2-Integrins—Multi-Functional Leukocyte Receptors; review-cited primary: PMID:19531489; primary locator: PMID:19531489	Primary-supported claim: The reviews cite primary biochemical and antibody-blockade evidence that extracellular lumican associates with beta2-integrin-bearing neutrophils and supports chemotactic migration Primary model/assay: Mouse Lumican-deficient and wild-type peritoneal neutrophils; recombinant lumican core protein; anti-beta2, anti-alphaM and anti-alphaL blockade; co-localization, co-immunoprecipitation, adhesion and chemotactic migration assays	Promote as lumican-core association with beta2-integrin-containing neutrophil adhesion/migration machinery; preserve subunit/co-receptor ambiguity, glycanation state, tissue-acquisition context, and no autonomous ITGB2 relay or SCI inference.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:000589	M21B-DOWNSTREAM:00347	21B	M21B-E000887	generic_output_evidence		translocation or localization readout	translocation_or_localization_readout	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:19531489	M21B-EVID-000830	Review lead: PMCID: PMC7708667, Communications via the Small Leucine-rich Proteoglycans; PMCID: PMC7073085, beta2-Integrins—Multi-Functional Leukocyte Receptors; review-cited primary: PMID:19531489; primary locator: PMID:19531489	Primary-supported claim: The reviews cite primary biochemical and antibody-blockade evidence that extracellular lumican associates with beta2-integrin-bearing neutrophils and supports chemotactic migration Primary model/assay: Mouse Lumican-deficient and wild-type peritoneal neutrophils; recombinant lumican core protein; anti-beta2, anti-alphaM and anti-alphaL blockade; co-localization, co-immunoprecipitation, adhesion and chemotactic migration assays	Promote as lumican-core association with beta2-integrin-containing neutrophil adhesion/migration machinery; preserve subunit/co-receptor ambiguity, glycanation state, tissue-acquisition context, and no autonomous ITGB2 relay or SCI inference.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:000590	M21B-DOWNSTREAM:00348	21B	M21B-E000888	generic_output_evidence		cellular function assay	cellular_function_assay	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:19531489	M21B-EVID-000831	Review lead: PMCID: PMC7708667, Communications via the Small Leucine-rich Proteoglycans; PMCID: PMC7073085, beta2-Integrins—Multi-Functional Leukocyte Receptors; review-cited primary: PMID:19531489; primary locator: PMID:19531489	Primary-supported claim: The reviews cite primary biochemical and antibody-blockade evidence that extracellular lumican associates with alphaM/CD11b-containing neutrophil integrin machinery and supports migration Primary model/assay: Mouse Lumican-deficient and wild-type peritoneal neutrophils; recombinant lumican core protein; anti-beta2, anti-alphaM and anti-alphaL blockade; co-localization, co-immunoprecipitation, adhesion and chemotactic migration assays	Promote only at the alphaM/subunit-associated neutrophil migration layer, not as isolated alphaM signaling; preserve Mac-1/beta2 heterodimer and glycanation/tissue-acquisition boundaries, with no SCI inference.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:000591	M21B-DOWNSTREAM:00348	21B	M21B-E000888	generic_output_evidence		translocation or localization readout	translocation_or_localization_readout	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:19531489	M21B-EVID-000831	Review lead: PMCID: PMC7708667, Communications via the Small Leucine-rich Proteoglycans; PMCID: PMC7073085, beta2-Integrins—Multi-Functional Leukocyte Receptors; review-cited primary: PMID:19531489; primary locator: PMID:19531489	Primary-supported claim: The reviews cite primary biochemical and antibody-blockade evidence that extracellular lumican associates with alphaM/CD11b-containing neutrophil integrin machinery and supports migration Primary model/assay: Mouse Lumican-deficient and wild-type peritoneal neutrophils; recombinant lumican core protein; anti-beta2, anti-alphaM and anti-alphaL blockade; co-localization, co-immunoprecipitation, adhesion and chemotactic migration assays	Promote only at the alphaM/subunit-associated neutrophil migration layer, not as isolated alphaM signaling; preserve Mac-1/beta2 heterodimer and glycanation/tissue-acquisition boundaries, with no SCI inference.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:000592	M21B-DOWNSTREAM:00349	21B	M21B-E000889	generic_output_evidence		cellular function assay	cellular_function_assay	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:19531489	M21B-EVID-000832	Review lead: PMCID: PMC7708667, Communications via the Small Leucine-rich Repeat Proteoglycans; PMCID: PMC7073085, beta2-Integrins—Multi-Functional Leukocyte Receptors; review-cited primary: PMID:19531489; primary locator: PMID:19531489	Primary-supported claim: The reviews cite primary biochemical and antibody-blockade evidence that extracellular lumican associates with alphaL/CD11a-containing neutrophil integrin machinery and supports migration Primary model/assay: Mouse Lumican-deficient and wild-type peritoneal neutrophils; recombinant lumican core protein; anti-beta2, anti-alphaM and anti-alphaL blockade; co-localization, co-immunoprecipitation, adhesion and chemotactic migration assays	Promote only at the alphaL/subunit-associated neutrophil migration layer, not as isolated alphaL signaling; preserve LFA-1/beta2 heterodimer and glycanation/tissue-acquisition boundaries, with no SCI inference.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:000593	M21B-DOWNSTREAM:00349	21B	M21B-E000889	generic_output_evidence		translocation or localization readout	translocation_or_localization_readout	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:19531489	M21B-EVID-000832	Review lead: PMCID: PMC7708667, Communications via the Small Leucine-rich Repeat Proteoglycans; PMCID: PMC7073085, beta2-Integrins—Multi-Functional Leukocyte Receptors; review-cited primary: PMID:19531489; primary locator: PMID:19531489	Primary-supported claim: The reviews cite primary biochemical and antibody-blockade evidence that extracellular lumican associates with alphaL/CD11a-containing neutrophil integrin machinery and supports migration Primary model/assay: Mouse Lumican-deficient and wild-type peritoneal neutrophils; recombinant lumican core protein; anti-beta2, anti-alphaM and anti-alphaL blockade; co-localization, co-immunoprecipitation, adhesion and chemotactic migration assays	Promote only at the alphaL/subunit-associated neutrophil migration layer, not as isolated alphaL signaling; preserve LFA-1/beta2 heterodimer and glycanation/tissue-acquisition boundaries, with no SCI inference.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:000594	M21B-DOWNSTREAM:00350	21B	M21B-E000890	generic_output_evidence		cellular function assay	cellular_function_assay	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:20705068	M21B-EVID-000833	Review lead: PMID:23438179, Lumican effects in the control of tumour progression and their links with metalloproteinases and integrins; PMCID: PMC7000921, Proteoglycans in Biomedicine; review-cited primary: PMID:20705068; primary locator: PMID:20705068	Primary-supported claim: The reviews cite primary solid-phase, integrin-domain, knockdown, and receptor-transfection evidence that lumican directly binds alpha2beta1 integrin and inhibits migration with reduced FAK phosphorylation Primary model/assay: Human A375 melanoma cells with ITGA2 knockdown and CHO cells stably expressing ITGA2; recombinant human lumican core; solid-phase alpha2beta1 and alpha2 I-domain binding, migration, and FAK phosphorylation assays	Promote as direct lumican-core/alpha2beta1 binding with inhibitory migration function; preserve cation-independent core-protein interaction, alpha2 I-domain, tumor-cell context, and no SCI inference.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:000595	M21B-DOWNSTREAM:00350	21B	M21B-E000890	generic_output_evidence		phosphorylation or activation readout	phosphorylation_or_activation_readout	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:20705068	M21B-EVID-000833	Review lead: PMID:23438179, Lumican effects in the control of tumour progression and their links with metalloproteinases and integrins; PMCID: PMC7000921, Proteoglycans in Biomedicine; review-cited primary: PMID:20705068; primary locator: PMID:20705068	Primary-supported claim: The reviews cite primary solid-phase, integrin-domain, knockdown, and receptor-transfection evidence that lumican directly binds alpha2beta1 integrin and inhibits migration with reduced FAK phosphorylation Primary model/assay: Human A375 melanoma cells with ITGA2 knockdown and CHO cells stably expressing ITGA2; recombinant human lumican core; solid-phase alpha2beta1 and alpha2 I-domain binding, migration, and FAK phosphorylation assays	Promote as direct lumican-core/alpha2beta1 binding with inhibitory migration function; preserve cation-independent core-protein interaction, alpha2 I-domain, tumor-cell context, and no SCI inference.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:000596	M21B-DOWNSTREAM:00351	21B	M21B-E000891	generic_output_evidence		phagocytosis or engulfment	phagocytosis_or_engulfment	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:30910815; PMCID:PMC1895097	M21B-EVID-000834	Review lead: PMCID: PMC1895097, The extracellular matrix protein mindin serves as an integrin ligand and is critical for inflammatory cell recruitment; PMCID: PMC7203660, Phagocytic Integrins: Activation and Signaling; review-cited primary: PMID:30910815; PMCID:PMC1895097; primary locator: PMID:30910815; PMCID:PMC1895097	Primary-supported claim: The reviews cite primary radioligand, ectodomain, receptor-blockade, and knockout/rescue evidence that mindin/SPON2 directly binds Mac-1 and promotes macrophage phagocytosis through Syk and NF-kappaB Primary model/assay: Mouse mindin-deficient peritoneal macrophages; recombinant and FS-domain mindin; Mac-1-expressing HEK293T/RAW264.7 cells; radioligand binding, co-immunoprecipitation, alphaM-I-domain blockade, phagocytosis, Syk/MAPK and NF-kappaB readouts	Promote as mindin FS-domain binding to the Mac-1 alphaM-beta2 complex with macrophage phagocytic function; preserve integrin activation/FS-domain requirements and no SCI inference.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:000597	M21B-DOWNSTREAM:00351	21B	M21B-E000891	generic_output_evidence		second messenger readout	second_messenger_readout	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:30910815; PMCID:PMC1895097	M21B-EVID-000834	Review lead: PMCID: PMC1895097, The extracellular matrix protein mindin serves as an integrin ligand and is critical for inflammatory cell recruitment; PMCID: PMC7203660, Phagocytic Integrins: Activation and Signaling; review-cited primary: PMID:30910815; PMCID:PMC1895097; primary locator: PMID:30910815; PMCID:PMC1895097	Primary-supported claim: The reviews cite primary radioligand, ectodomain, receptor-blockade, and knockout/rescue evidence that mindin/SPON2 directly binds Mac-1 and promotes macrophage phagocytosis through Syk and NF-kappaB Primary model/assay: Mouse mindin-deficient peritoneal macrophages; recombinant and FS-domain mindin; Mac-1-expressing HEK293T/RAW264.7 cells; radioligand binding, co-immunoprecipitation, alphaM-I-domain blockade, phagocytosis, Syk/MAPK and NF-kappaB readouts	Promote as mindin FS-domain binding to the Mac-1 alphaM-beta2 complex with macrophage phagocytic function; preserve integrin activation/FS-domain requirements and no SCI inference.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:000598	M21B-DOWNSTREAM:00352	21B	M21B-E000894	generic_output_evidence		phosphorylation or activation readout	phosphorylation_or_activation_readout	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:25753426; PMID:28128358	M21B-EVID-000837	Review lead: PMID:35859075; PMCID: PMC9300700, Galectin-3, a rising star in modulating microglia activation under conditions of neurodegeneration; PMCID: PMC5958376, Damage-associated molecular patterns derived from extracellular matrix; review-cited primary: PMID:25753426; PMID:28128358; primary locator: PMID:25753426; PMID:28128358	Primary-supported claim: The reviews cite primary direct-binding, receptor-dependence, and neuroinflammatory injury evidence that extracellular/paracrine galectin-3 engages TLR4 and drives microglial inflammatory activation Primary model/assay: Extracellular or microglia-secreted galectin-3; recombinant-protein and murine BV2/primary microglia systems; direct interaction assay, TLR4 blockade/depletion, MyD88/NF-kappaB and inflammatory readouts; murine stroke/TBI neuroinflammatory models and human stroke comparator	Promote as extracellular/paracrine galectin-3/TLR4 inflammatory activation; preserve galectin oligomer/glycan and preparation context, microglia/stroke/TBI comparator limits, and no traumatic-SCI receiver or terminal-TF inference.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:000599	M21B-DOWNSTREAM:00352	21B	M21B-E000894	generic_output_evidence		protein secretion or release	protein_secretion_or_release	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:25753426; PMID:28128358	M21B-EVID-000837	Review lead: PMID:35859075; PMCID: PMC9300700, Galectin-3, a rising star in modulating microglia activation under conditions of neurodegeneration; PMCID: PMC5958376, Damage-associated molecular patterns derived from extracellular matrix; review-cited primary: PMID:25753426; PMID:28128358; primary locator: PMID:25753426; PMID:28128358	Primary-supported claim: The reviews cite primary direct-binding, receptor-dependence, and neuroinflammatory injury evidence that extracellular/paracrine galectin-3 engages TLR4 and drives microglial inflammatory activation Primary model/assay: Extracellular or microglia-secreted galectin-3; recombinant-protein and murine BV2/primary microglia systems; direct interaction assay, TLR4 blockade/depletion, MyD88/NF-kappaB and inflammatory readouts; murine stroke/TBI neuroinflammatory models and human stroke comparator	Promote as extracellular/paracrine galectin-3/TLR4 inflammatory activation; preserve galectin oligomer/glycan and preparation context, microglia/stroke/TBI comparator limits, and no traumatic-SCI receiver or terminal-TF inference.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:000600	M21B-DOWNSTREAM:00353	21B	M21B-E000897	generic_output_evidence		protein secretion or release	protein_secretion_or_release	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMCID:PMC4672907	M21B-EVID-000840	Review lead: PMID:36368030, Extracellular histones as damage-associated molecular patterns in neuroinflammatory responses; PMCID:PMC5261016, Extracellular histones, cell-free DNA, or nucleosomes: differences in immunostimulation; review-cited primary: PMCID:PMC4672907; primary locator: PMCID:PMC4672907	Primary-supported claim: The reviews cite primary direct-binding and receptor-blockade evidence that extracellular histone H4 engages TLR4-MD2 and induces monocyte chemokine release and leukocyte recruitment Primary model/assay: Human whole blood and monocytes stimulated with calf-thymus histones or synthetic H4 peptide; TLR4/MD2 binding by surface plasmon resonance; TLR4 blockade/CLI-095; CXCL9/CXCL10 release and TLR4-dependent mouse air-pouch leukocyte recruitment	Promote only for extracellular H4/free-histone preparations and the TLR4-MD2/monocyte chemokine layer; preserve free histone versus nucleosome/NET form, preparation and endotoxin controls, dose-dependent cytotoxicity, CNS-review limits, and no SCI inference.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:000601	M21B-DOWNSTREAM:00354	21B	M21B-E000898	generic_output_evidence		protein secretion or release	protein_secretion_or_release	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:11724772	M21B-EVID-000841	Review lead: PMCID: PMC2647627, Immunomodulatory Roles of Surfactant Proteins A and D; PMCID: PMC2913853, DAMPening Inflammation by Modulating TLR Signalling; review-cited primary: PMID:11724772; primary locator: PMID:11724772	Primary-supported claim: The reviews cite primary soluble-domain binding and receptor-reporter evidence that SP-A directly binds TLR2 and attenuates peptidoglycan-induced TLR2 signaling and TNF release Primary model/assay: Human U937 cells transfected with TLR2; rat alveolar macrophages; soluble recombinant TLR2 extracellular domain; SP-A concentration response, direct binding and reduced PGN-TLR2 NF-kappaB/TNF signaling	Promote as inhibitory SP-A/TLR2 modulation of PGN signaling, not productive TLR2 activation; preserve collectin oligomer/preparation, PGN co-ligand dependence, lung/macrophage context, and no SCI inference.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:000602	M21B-DOWNSTREAM:00354	21B	M21B-E000898	generic_output_evidence		reporter readout	reporter_readout	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:11724772	M21B-EVID-000841	Review lead: PMCID: PMC2647627, Immunomodulatory Roles of Surfactant Proteins A and D; PMCID: PMC2913853, DAMPening Inflammation by Modulating TLR Signalling; review-cited primary: PMID:11724772; primary locator: PMID:11724772	Primary-supported claim: The reviews cite primary soluble-domain binding and receptor-reporter evidence that SP-A directly binds TLR2 and attenuates peptidoglycan-induced TLR2 signaling and TNF release Primary model/assay: Human U937 cells transfected with TLR2; rat alveolar macrophages; soluble recombinant TLR2 extracellular domain; SP-A concentration response, direct binding and reduced PGN-TLR2 NF-kappaB/TNF signaling	Promote as inhibitory SP-A/TLR2 modulation of PGN signaling, not productive TLR2 activation; preserve collectin oligomer/preparation, PGN co-ligand dependence, lung/macrophage context, and no SCI inference.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:000603	M21B-DOWNSTREAM:00355	21B	M21B-E000900	generic_output_evidence		second messenger readout	second_messenger_readout	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:16754682	M21B-EVID-000843	Review lead: PMCID: PMC3364019, Diverse Functions of Pulmonary Collectins in Host Defense of the Lung; PMCID: PMC7279303, Lipid–Protein and Protein–Protein Interactions in the Pulmonary Surfactant System; review-cited primary: PMID:16754682; primary locator: PMID:16754682	Primary-supported claim: The reviews cite primary direct binding and LPS-receptor competition evidence that supratrimeric SP-A binds TLR4 and MD-2 and attenuates smooth-LPS-induced receptor signaling Primary model/assay: Human recombinant SP-A and soluble TLR4/MD-2; solid-phase binding, immunoprecipitation and BIAcore; TLR4/MD-2-expressing cells; calcium dependence, oligomerization comparison and LPS-induced NF-kappaB/TNF inhibition	Promote as supratrimeric SP-A binding/modulation of the TLR4-MD2 LPS receptor complex, not productive TLR4 activation; preserve CRD, Ca2+, oligomerization, smooth-LPS co-ligand, lung-cell and preparation boundaries.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:000604	M21B-DOWNSTREAM:00356	21B	M21B-E000902	generic_output_evidence		gene expression or transcription	gene_expression_or_transcription	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:17960135	M21B-EVID-000845	Review lead: PMCID: PMC9704538, Dynamics of phagocytosis mediated by phosphatidylserine; PMCID: PMC9848438, Function and characteristics of TIM-4 in immune regulation and disease; review-cited primary: PMID:17960135; primary locator: PMID:17960135	Primary-supported claim: The reviews cite primary expression-cloning, phospholipid-selective binding, and apoptotic-cell engulfment evidence that TIM4 directly recognizes exposed phosphatidylserine Primary model/assay: Mouse peritoneal macrophages and apoptotic thymocytes; Tim4 expression-cloning and antibody blockade; Tim4-expressing fibroblasts and Ba/F3 cells; phosphatidylserine-dependent apoptotic-cell and exosome binding/engulfment	Promote as Ca2+-dependent exposed-PS recognition and efferocytosis tethering; preserve apoptotic-cell/exosome membrane context and the short TIM4 cytoplasmic tail, which does not establish an autonomous intracellular relay.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:000605	M21B-DOWNSTREAM:00356	21B	M21B-E000902	generic_output_evidence		phagocytosis or engulfment	phagocytosis_or_engulfment	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:17960135	M21B-EVID-000845	Review lead: PMCID: PMC9704538, Dynamics of phagocytosis mediated by phosphatidylserine; PMCID: PMC9848438, Function and characteristics of TIM-4 in immune regulation and disease; review-cited primary: PMID:17960135; primary locator: PMID:17960135	Primary-supported claim: The reviews cite primary expression-cloning, phospholipid-selective binding, and apoptotic-cell engulfment evidence that TIM4 directly recognizes exposed phosphatidylserine Primary model/assay: Mouse peritoneal macrophages and apoptotic thymocytes; Tim4 expression-cloning and antibody blockade; Tim4-expressing fibroblasts and Ba/F3 cells; phosphatidylserine-dependent apoptotic-cell and exosome binding/engulfment	Promote as Ca2+-dependent exposed-PS recognition and efferocytosis tethering; preserve apoptotic-cell/exosome membrane context and the short TIM4 cytoplasmic tail, which does not establish an autonomous intracellular relay.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:000606	M21B-DOWNSTREAM:00357	21B	M21B-E000903	generic_output_evidence		phagocytosis or engulfment	phagocytosis_or_engulfment	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:17960134	M21B-EVID-000846	Review lead: PMCID: PMC9704538, Dynamics of phagocytosis mediated by phosphatidylserine; PMCID: PMC7098104, The role of phosphatidylserine recognition receptors in multiple biological functions; review-cited primary: PMID:17960134; primary locator: PMID:17960134	Primary-supported claim: The reviews cite primary direct PS-binding, ELMO/DOCK180 complex recruitment, and ex vivo/in vivo apoptotic-cell engulfment evidence for BAI1 Primary model/assay: Mouse and mammalian BAI1-expressing cells; recombinant BAI1 thrombospondin repeats and phosphatidylserine binding; ELMO/Dock180/Rac association; apoptotic-cell engulfment assays and in vivo/ex vivo receptor perturbation	Promote as direct PS recognition by BAI1 with ELMO/DOCK180/Rac engulfment relay; preserve apoptotic-cell membrane/TSR context and no CNS or SCI receiver attribution.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:000607	M21B-DOWNSTREAM:00358	21B	M21B-E000904	generic_output_evidence		phagocytosis or engulfment	phagocytosis_or_engulfment	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMID:17962816; PMCID:PMC2519725	M21B-EVID-000847	Review lead: PMCID: PMC6723754, Stabilin Receptors: Role as Phosphatidylserine Receptors; PMCID: PMC9704538, Dynamics of phagocytosis mediated by phosphatidylserine; review-cited primary: PMID:17962816; PMCID:PMC2519725; primary locator: PMID:17962816; PMCID:PMC2519725	Primary-supported claim: The reviews cite primary receptor-identification, direct PS-binding, and macrophage corpse-clearance evidence that stabilin-2 recognizes exposed PS and mediates engulfment Primary model/assay: Human and murine stabilin-2 receptor systems; recombinant stabilin-2 extracellular EGF-like domains; PS liposome/apoptotic-cell binding, receptor downregulation and antibody blockade, macrophage phagocytosis and anti-inflammatory TGF-beta readouts	Promote as direct PS recognition by stabilin-2 with apoptotic-cell clearance; preserve EGF-like-domain and macrophage/efferocytosis context and do not infer a universal cytoplasmic relay from the receptor alone.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:000608	M21B-DOWNSTREAM:00359	21B	M21B-E000905	generic_output_evidence		phagocytosis or engulfment	phagocytosis_or_engulfment	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMCID:PMC4211373	M21B-EVID-000848	Review lead: PMCID: PMC7098104, The role of phosphatidylserine recognition receptors in multiple biological functions; PMCID: PMC4211373, CD300b regulates the phagocytosis of apoptotic cells via phosphatidylserine recognition; review-cited primary: PMCID:PMC4211373; primary locator: PMCID:PMC4211373	Primary-supported claim: The review cites primary receptor-binding and genetic/adaptor evidence that myeloid CD300b recognizes externalized PS and signals through DAP12 to facilitate apoptotic-cell engulfment Primary model/assay: Mouse myeloid cells, apoptotic thymocytes and CD300b-expressing Ba/F3 cells; CD300b-Fc binding, phosphatidylserine dependence, phagocytic-cup localization, DAP12 association and ITAM-mutant/knockout perturbations	Promote as direct external-PS recognition with CD300b-DAP12/ITAM engulfment signaling; preserve mouse/myeloid and apoptotic-cell membrane context and distinguish CD300b from TIM4, BAI1, and stabilin-2.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
M21B-DOWNSTREAM-EVID:000609	M21B-DOWNSTREAM:00359	21B	M21B-E000905	generic_output_evidence		translocation or localization readout	translocation_or_localization_readout	assay_or_readout_term_in_evidence_summary	candidate_unlinked	ligand_receptor_edge_with_unlinked_downstream_claim	high	PMCID:PMC4211373	M21B-EVID-000848	Review lead: PMCID: PMC7098104, The role of phosphatidylserine recognition receptors in multiple biological functions; PMCID: PMC4211373, CD300b regulates the phagocytosis of apoptotic cells via phosphatidylserine recognition; review-cited primary: PMCID:PMC4211373; primary locator: PMCID:PMC4211373	Primary-supported claim: The review cites primary receptor-binding and genetic/adaptor evidence that myeloid CD300b recognizes externalized PS and signals through DAP12 to facilitate apoptotic-cell engulfment Primary model/assay: Mouse myeloid cells, apoptotic thymocytes and CD300b-expressing Ba/F3 cells; CD300b-Fc binding, phosphatidylserine dependence, phagocytic-cup localization, DAP12 association and ITAM-mutant/knockout perturbations	Promote as direct external-PS recognition with CD300b-DAP12/ITAM engulfment signaling; preserve mouse/myeloid and apoptotic-cell membrane context and distinguish CD300b from TIM4, BAI1, and stabilin-2.	intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_asserted	evidence_record_not_causal
