promotion_id	a_edge_id	b_edge_id	source_a_evidence_ids	source_locator	decision	edge_status_after	exportable	reason	limitations
EXPAND23A-BULK-0107	M23A-E394	M23B-E000363	M23A-B016-EVID-048	PMID:17275838; PMID:28590245; PMID:21398698; DOI:10.7554/eLife.25716	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Mature fibrillar collagen-I is multichain; isolated COL1A1 is not separately tested; Notch1 output is model specific.
EXPAND23A-BULK-0108	M23A-E395	M23B-E000364	M23A-B016-EVID-049	PMID:17275838; PMID:28590245; PMID:21398698; DOI:10.7554/eLife.25716	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Mature fibrillar collagen-I is multichain; isolated COL1A1 is not separately tested; Notch1 output is model specific.
EXPAND23A-BULK-0109	M23A-E396	M23B-E000365	M23A-B016-EVID-050	PMID:18231936; PMID:22773837; PMID:35245360; PMID:8995228	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=high); exact A-to-B mapping resolved.	Evidence is for fibrillar collagen-I and GPVI/FcRγ complex; isolated COL1A1–GP6 is not promoted.
EXPAND23A-BULK-0110	M23A-E397	M23B-E000366	M23A-B016-EVID-051	PMID:18231936; PMID:22773837; PMID:35245360; PMID:8995228	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=high); exact A-to-B mapping resolved.	Evidence is for fibrillar collagen-I and GPVI/FcRγ complex; isolated COL1A1–GP6 is not promoted.
EXPAND23A-BULK-0111	M23A-E398	M23B-E000367	M23A-B016-EVID-052	PMID:18231936; PMID:22773837; PMID:35245360; PMID:8995228	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=high); exact A-to-B mapping resolved.	Evidence is for fibrillar collagen-I and GPVI/FcRγ complex; isolated COL1A1–GP6 is not promoted.
EXPAND23A-BULK-0112	M23A-E399	M23B-E000368	M23A-B016-EVID-053	PMID:11518510	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	Native collagen-I and engineered receptor context; detailed proximal adaptor chain not established.
EXPAND23A-BULK-0113	M23A-E400	M23B-E000369	M23A-B016-EVID-054	PMID:11518510	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	Native collagen-I and engineered receptor context; detailed proximal adaptor chain not established.
EXPAND23A-BULK-0114	M23A-E401	M23B-E000370	M23A-B016-EVID-055	PMID:10986291; PMID:15145957	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=high); exact A-to-B mapping resolved.	Native collagen-I/fibril and receptor presentation required; free collagen chains are not tested.
EXPAND23A-BULK-0115	M23A-E402	M23B-E000371	M23A-B016-EVID-056	PMID:10986291; PMID:15145957	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=high); exact A-to-B mapping resolved.	Native collagen-I/fibril and receptor presentation required; free collagen chains are not tested.
EXPAND23A-BULK-0116	M23A-E403	M23B-E000372	M23A-B016-EVID-057	PMID:10986291; PMID:15145957	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=high); exact A-to-B mapping resolved.	Native collagen-I/fibril and receptor presentation required; free collagen chains are not tested.
EXPAND23A-BULK-0117	M23A-E404	M23B-E000373	M23A-B016-EVID-058	PMID:7949658; PMCID:PMC2834805	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	HS chains and membrane presentation are required; syndecan is a proteoglycan coreceptor, not canonical kinase receptor.
EXPAND23A-BULK-0118	M23A-E405	M23B-E000374	M23A-B016-EVID-059	PMID:7949658; PMCID:PMC2834805	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	HS chains and membrane presentation are required; syndecan is a proteoglycan coreceptor, not canonical kinase receptor.
EXPAND23A-BULK-0119	M23A-E406	M23B-E000375	M23A-B016-EVID-060	PMID:7949658; PMCID:PMC2834805	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	HS chains and membrane presentation are required; syndecan is a proteoglycan coreceptor, not canonical kinase receptor.
EXPAND23A-BULK-0120	M23A-E407	M23B-E000376	M23A-B016-EVID-061	DOI:10.1016/S0021-9258(18)83273-2; PMID:11322762; DOI:10.1006/bbrc.2001.4718	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	Duplicate chain-alias of Q0768; central integration must not create a second molecular edge; isolated COL1A2 not tested.
EXPAND23A-BULK-0121	M23A-E408	M23B-E000377	M23A-B016-EVID-062	DOI:10.1016/S0021-9258(18)83273-2; PMID:11322762; DOI:10.1006/bbrc.2001.4718	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	Duplicate chain-alias of Q0768; central integration must not create a second molecular edge; isolated COL1A2 not tested.
EXPAND23A-BULK-0122	M23A-E409	M23B-E000378	M23A-B016-EVID-063	PMID:18231936	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Evidence is for native collagen-II/fibril and GPVI complex, not isolated COL2A1.
EXPAND23A-BULK-0123	M23A-E410	M23B-E000379	M23A-B016-EVID-064	PMID:18231936	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Evidence is for native collagen-II/fibril and GPVI complex, not isolated COL2A1.
EXPAND23A-BULK-0124	M23A-E411	M23B-E000380	M23A-B016-EVID-065	PMID:18231936	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Evidence is for native collagen-II/fibril and GPVI complex, not isolated COL2A1.
EXPAND23A-BULK-0125	M23A-E412	M23B-E000381	M23A-B016-EVID-066	PMID:9685391	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Native collagen-II and chondrocyte context; relay beyond adhesion is not resolved.
EXPAND23A-BULK-0126	M23A-E413	M23B-E000382	M23A-B016-EVID-067	PMID:9685391	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Native collagen-II and chondrocyte context; relay beyond adhesion is not resolved.
EXPAND23A-BULK-0127	M23A-E414	M23B-E000383	M23A-B016-EVID-068	PMID:7493650; PMID:10772239	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Native collagen-II rather than free COL2A1; no unique downstream relay.
EXPAND23A-BULK-0128	M23A-E415	M23B-E000384	M23A-B016-EVID-069	PMID:7493650; PMID:10772239	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Native collagen-II rather than free COL2A1; no unique downstream relay.
EXPAND23A-BULK-0129	M23A-E416	M23B-E000385	M23A-B016-EVID-070	PMID:7493650; PMID:7688313	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Native fibril/heterotrimer and receptor presentation required; detailed relay not isolated.
EXPAND23A-BULK-0130	M23A-E417	M23B-E000386	M23A-B016-EVID-071	PMID:7493650; PMID:7688313	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Native fibril/heterotrimer and receptor presentation required; detailed relay not isolated.
EXPAND23A-BULK-0131	M23A-E418	M23B-E000387	M23A-B016-EVID-072	PMID:24480069; PMID:9699516	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=low-medium); exact A-to-B mapping resolved.	Genetic/phenotypic interaction does not prove direct binding or linear receptor relay.
EXPAND23A-BULK-0132	M23A-E419	M23B-E000388	M23A-B016-EVID-073	PMID:16731529	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Evidence is for NC1 domain, not intact α3α4α5 collagen-IV; downstream signaling is functional.
EXPAND23A-BULK-0133	M23A-E420	M23B-E000389	M23A-B016-EVID-074	PMID:16731529	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Evidence is for NC1 domain, not intact α3α4α5 collagen-IV; downstream signaling is functional.
EXPAND23A-BULK-0134	M23A-E421	M23B-E000390	M23A-B016-EVID-075	PMID:11751872; DOI:10.1074/jbc.M111311200	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	Historical α4(V) nomenclature and queue COL5A1 mapping are retained with nomenclature limitation.
EXPAND23A-BULK-0135	M23A-E422	M23B-E000391	M23A-B016-EVID-076	PMID:11751872; DOI:10.1074/jbc.M111311200	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	Historical α4(V) nomenclature and queue COL5A1 mapping are retained with nomenclature limitation.
EXPAND23A-BULK-0136	M23A-E423	M23B-E000392	M23A-B016-EVID-077	PMID:11751872; DOI:10.1074/jbc.M111311200	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	Historical α4(V) nomenclature and queue COL5A1 mapping are retained with nomenclature limitation.
EXPAND23A-BULK-0137	M23A-E424	M23B-E000393	M23A-B016-EVID-078	PMID:9659900; PMID:9659899; DOI:10.1016/S1097-2765(00)80004-0	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Collagen-V family activation is primary-supported; chain motif and terminal TF are unresolved.
EXPAND23A-BULK-0138	M23A-E425	M23B-E000394	M23A-B016-EVID-079	PMID:9659900; PMID:9659899; DOI:10.1016/S1097-2765(00)80004-0	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Collagen-V family activation is primary-supported; chain motif and terminal TF are unresolved.
EXPAND23A-BULK-0139	M23A-E426	M23B-E000395	M23A-B016-EVID-080	PMID:9659900; PMID:9659899; DOI:10.1016/S1097-2765(00)80004-0	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Collagen-V family activation is primary-supported; chain motif and terminal TF are unresolved.
EXPAND23A-BULK-0140	M23A-E427	M23B-E000396	M23A-B016-EVID-081	PMCID:PMC3150962	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	Peptide/blocking evidence does not define a complete full-length interface or unique relay.
EXPAND23A-BULK-0141	M23A-E428	M23B-E000397	M23A-B016-EVID-082	PMCID:PMC3150962	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	Peptide/blocking evidence does not define a complete full-length interface or unique relay.
EXPAND23A-BULK-0142	M23A-E429	M23B-E000398	M23A-B016-EVID-083	PMCID:PMC3150962	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	Conformation-dependent RGD adhesion; purified full-length reconstitution and proximal chain are unresolved.
EXPAND23A-BULK-0143	M23A-E430	M23B-E000399	M23A-B016-EVID-084	PMCID:PMC3150962	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	Conformation-dependent RGD adhesion; purified full-length reconstitution and proximal chain are unresolved.
EXPAND23A-BULK-0144	M23A-E431	M23B-E000400	M23A-B016-EVID-085	PMID:15181153; PMCID:PMC491820; DOI:10.1091/mbc.e04-03-0236	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	Multimolecular galectin-3 bridge/modulator; isolated CSPG4–α3β1 direct contact is not established.
EXPAND23A-BULK-0145	M23A-E432	M23B-E000401	M23A-B016-EVID-086	PMID:15181153; PMCID:PMC491820; DOI:10.1091/mbc.e04-03-0236	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	Multimolecular galectin-3 bridge/modulator; isolated CSPG4–α3β1 direct contact is not established.
EXPAND23A-BULK-0146	M23A-E433	M23B-E000402	M23A-B016-EVID-087	PMID:15181153; PMCID:PMC491820; DOI:10.1091/mbc.e04-03-0236	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	Multimolecular galectin-3 bridge/modulator; isolated CSPG4–α3β1 direct contact is not established.
EXPAND23A-BULK-0147	M23A-E434	M23B-E000403	M23A-B016-EVID-088	PMID:9390561; DOI:10.1016/S0092-8674(00)80438-9; PMID:16317113; PMID:11432847; DOI:10.1074/jbc.M009374200	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=high); exact A-to-B mapping resolved.	Membrane-tethered adhesion and soluble chemotaxis have distinct relay requirements; no terminal TF.
EXPAND23A-BULK-0148	M23A-E435	M23B-E000404	M23A-B016-EVID-089	PMID:9390561; DOI:10.1016/S0092-8674(00)80438-9; PMID:16317113; PMID:11432847; DOI:10.1074/jbc.M009374200	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=high); exact A-to-B mapping resolved.	Membrane-tethered adhesion and soluble chemotaxis have distinct relay requirements; no terminal TF.
EXPAND23A-BULK-0149	M23A-E436	M23B-E000405	M23A-B016-EVID-090	PMID:9390561; DOI:10.1016/S0092-8674(00)80438-9; PMID:16317113; PMID:11432847; DOI:10.1074/jbc.M009374200	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=high); exact A-to-B mapping resolved.	Membrane-tethered adhesion and soluble chemotaxis have distinct relay requirements; no terminal TF.
EXPAND23A-BULK-0150	M23A-E437	M23B-E000406	M23A-B016-EVID-091	PMCID:PMC3518660; PMCID:PMC4008574; DOI:10.1016/j.atherosclerosis.2012.08.017	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Evidence is for αVβ3 and ternary CX3CR1 complex, not ITGAV alone.
EXPAND23A-BULK-0151	M23A-E438	M23B-E000407	M23A-B016-EVID-092	PMCID:PMC3518660; PMCID:PMC4008574; DOI:10.1016/j.atherosclerosis.2012.08.017	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Evidence is for αVβ3 and ternary CX3CR1 complex, not ITGAV alone.
EXPAND23A-BULK-0152	M23A-E439	M23B-E000408	M23A-B016-EVID-093	PMCID:PMC3518660; PMCID:PMC4008574; DOI:10.1016/j.atherosclerosis.2012.08.017	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Evidence is for αVβ3 and ternary CX3CR1 complex, not ITGAV alone.
EXPAND23A-BULK-0153	M23A-E440	M23B-E000409	M23A-B016-EVID-094	PMCID:PMC3518660; PMCID:PMC4008574; DOI:10.1016/j.atherosclerosis.2012.08.017	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Duplicate chain-alias of Q0787; no isolated ITGB3 edge; central integration must deduplicate.
EXPAND23A-BULK-0154	M23A-E441	M23B-E000410	M23A-B016-EVID-095	PMCID:PMC3518660; PMCID:PMC4008574; DOI:10.1016/j.atherosclerosis.2012.08.017	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Duplicate chain-alias of Q0787; no isolated ITGB3 edge; central integration must deduplicate.
EXPAND23A-BULK-0155	M23A-E442	M23B-E000411	M23A-B016-EVID-096	PMCID:PMC3518660; PMCID:PMC4008574; DOI:10.1016/j.atherosclerosis.2012.08.017	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Duplicate chain-alias of Q0787; no isolated ITGB3 edge; central integration must deduplicate.
EXPAND23A-BULK-0156	M23A-E443	M23B-E000412	M23A-B016-EVID-097	PMID:10828007; PMID:15872091; PMID:29301984; DOI:10.1042/BCJ20170867	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Evidence is for α4β1 heterodimer; CXCR4-dependent and -independent activation must remain distinct.
EXPAND23A-BULK-0157	M23A-E444	M23B-E000413	M23A-B016-EVID-098	PMID:10828007; PMID:15872091; PMID:29301984; DOI:10.1042/BCJ20170867	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Evidence is for α4β1 heterodimer; CXCR4-dependent and -independent activation must remain distinct.
EXPAND23A-BULK-0158	M23A-E445	M23B-E000414	M23A-B016-EVID-099	PMID:10828007; PMID:15872091; PMID:29301984; DOI:10.1042/BCJ20170867	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Evidence is for α4β1 heterodimer; CXCR4-dependent and -independent activation must remain distinct.
EXPAND23A-BULK-0159	M23A-E446	M23B-E000415	M23A-B016-EVID-100	PMID:10828007; PMID:29301984; DOI:10.1042/BCJ20170867	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Evidence is for α5β1 heterodimer, not ITGA5 alone; CXCR4 context and integrin avidity matter.
EXPAND23A-BULK-0160	M23A-E447	M23B-E000416	M23A-B016-EVID-101	PMID:10828007; PMID:29301984; DOI:10.1042/BCJ20170867	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Evidence is for α5β1 heterodimer, not ITGA5 alone; CXCR4 context and integrin avidity matter.
EXPAND23A-BULK-0161	M23A-E448	M23B-E000417	M23A-B016-EVID-102	PMID:10828007; PMID:29301984; DOI:10.1042/BCJ20170867	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Evidence is for α5β1 heterodimer, not ITGA5 alone; CXCR4 context and integrin avidity matter.
EXPAND23A-BULK-0162	M23A-E449	M23B-E000418	M23A-B016-EVID-103	PMID:29301984; DOI:10.1042/BCJ20170867	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	Evidence is for αVβ3 complex; no isolated ITGAV binding and no terminal TF.
EXPAND23A-BULK-0163	M23A-E450	M23B-E000419	M23A-B016-EVID-104	PMID:29301984; DOI:10.1042/BCJ20170867	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	Evidence is for αVβ3 complex; no isolated ITGAV binding and no terminal TF.
EXPAND23A-BULK-0164	M23A-E451	M23B-E000420	M23A-B016-EVID-105	PMID:29301984; DOI:10.1042/BCJ20170867	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium); exact A-to-B mapping resolved.	Evidence is for αVβ3 complex; no isolated ITGAV binding and no terminal TF.
EXPAND23A-BULK-0165	M23A-E452	M23B-E000421	M23A-B016-EVID-106	PMID:10828007; PMID:15872091; PMID:29301984; DOI:10.1042/BCJ20170867	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Queue subunit ITGB1 is not a complete receptor; only α4β1/α5β1 complexes are retained.
EXPAND23A-BULK-0166	M23A-E453	M23B-E000422	M23A-B016-EVID-107	PMID:10828007; PMID:15872091; PMID:29301984; DOI:10.1042/BCJ20170867	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Queue subunit ITGB1 is not a complete receptor; only α4β1/α5β1 complexes are retained.
EXPAND23A-BULK-0167	M23A-E454	M23B-E000423	M23A-B016-EVID-108	PMID:36231020; PMCID:PMC9563052; PMID:35313337	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Queue subunit ITGB3 is not a complete receptor; direct assays use αIIbβ3/αVβ3, while platelet relay is CXCR4-dependent.
EXPAND23A-BULK-0168	M23A-E455	M23B-E000424	M23A-B016-EVID-109	PMID:36231020; PMCID:PMC9563052; PMID:35313337	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Queue subunit ITGB3 is not a complete receptor; direct assays use αIIbβ3/αVβ3, while platelet relay is CXCR4-dependent.
EXPAND23A-BULK-0169	M23A-E456	M23B-E000425	M23A-B016-EVID-110	PMID:36231020; PMCID:PMC9563052; PMID:35313337	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Queue subunit ITGB3 is not a complete receptor; direct assays use αIIbβ3/αVβ3, while platelet relay is CXCR4-dependent.
EXPAND23A-BULK-0170	M23A-E457	M23B-E000426	M23A-B016-EVID-111	PMID:11017100; DOI:10.1038/79738; PMID:17363916; PMID:20181724; PMCID:PMC3210559; DOI:10.1189/jlb.0709482	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=high); exact A-to-B mapping resolved.	Membrane versus soluble CXCL16 and processing state matter; no defined intracellular relay or terminal TF.
EXPAND23A-BULK-0171	M23A-E458	M23B-E000427	M23A-B016-EVID-112	PMID:11017100; DOI:10.1038/79738; PMID:17363916; PMID:20181724; PMCID:PMC3210559; DOI:10.1189/jlb.0709482	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=high); exact A-to-B mapping resolved.	Membrane versus soluble CXCL16 and processing state matter; no defined intracellular relay or terminal TF.
EXPAND23A-BULK-0172	M23A-E459	M23B-E000428	M23A-B016-EVID-113	PMID:12840057; PMCID:PMC162283	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=high); exact A-to-B mapping resolved.	Initiating receptor is αVβ5, downstream angiogenic requirement is αVβ3; queue ITGAV is subunit-level and matrix/avidity dependent.
EXPAND23A-BULK-0173	M23A-E460	M23B-E000429	M23A-B016-EVID-114	PMID:12840057; PMCID:PMC162283	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=high); exact A-to-B mapping resolved.	Initiating receptor is αVβ5, downstream angiogenic requirement is αVβ3; queue ITGAV is subunit-level and matrix/avidity dependent.
EXPAND23A-BULK-0174	M23A-E461	M23B-E000430	M23A-B016-EVID-115	PMID:12840057; PMCID:PMC162283	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=high); exact A-to-B mapping resolved.	Initiating receptor is αVβ5, downstream angiogenic requirement is αVβ3; queue ITGAV is subunit-level and matrix/avidity dependent.
EXPAND23A-BULK-0175	M23A-E462	M23B-E000431	M23A-B016-EVID-116	PMID:22568954; PMCID:PMC3499309; DOI:10.4161/cam.19620; PMID:11053419	PROMOTE_SOURCE_BACKED_EDGE	reviewed_supported	true	Existing 23A primary-paper evidence gate passed (1 qualifying evidence record(s); confidence=medium-high); exact A-to-B mapping resolved.	Direction is reverse signaling in the GPI-anchored ephrin-A2 cell; do not relabel as universal forward EphA3 relay.
