paper_anchor	anchor_type	module_coverage	source_review_ids	associated_evidence_count	associated_edge_count	associated_evidence_ids	associated_edge_ids	local_source_paths	source_artifact_status	selected_artifact_path	artifact_resolution_method	source_format	candidate_excerpt	excerpt_sentence_index	excerpt_match_terms	extraction_method	paper_extraction_status	human_validation_status	promotion_status
DOI:10.1074/jbc.275.1.451	DOI	23A;23B	EXPAND23A-REV-072	1	1	M23B-EVID-EXPAND23A-173	M23B-E001229	data/raw/evidence/module23a_review_led_20260904/laminin_sv2_pubmed.xml	local_abstract_or_metadata_artifact	data/raw/evidence/module23a_review_led_20260904/laminin_sv2_pubmed.xml	register_declared_path	xml_or_metadata	Here we show that SV2, a synaptic vesicle transmembrane proteoglycan, is complexed with a 900-kDa laminin on synaptosomes from the electric organ synapse that is similar to the neuromuscular junctions.	5	alpha5-containing;synaptosome;laminin;purified;laminin-1;related;identical;isoform;assignments;traumatic-sci;relay;remain	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
DOI:10.1074/jbc.275.11.8051	DOI	23A;23B		1	1	M23B-EVID-000056	M23B-E000032		local_abstract_or_metadata_artifact	data/raw/evidence/module23_doi_metadata_20260905/DOI_a7a6dbc553b03098.json	additional_root_manifest_crosswalk	xml_or_metadata	New Functions for Non-collagenous Domains of Human Collagen Type IV	0	col4a6;modulated;adhesion;migration;with;alphav;beta1-family;dependence	source_lead_fallback	candidate_extracted_from_abstract_or_metadata	required	not_promoted
DOI:10.1074/jbc.275.16.12251	DOI	23A;23B		1	1	M23B-EVID-000214	M23B-E000146		local_abstract_or_metadata_artifact	data/raw/evidence/module23_doi_metadata_20260905/DOI_5bbe0db462de3156.json	additional_root_manifest_crosswalk	xml_or_metadata	ok work 1.0.0 2026-05-21T06:32:46Z 3.51.4 Elsevier BV 16 2000-04-01T00:00:00Z tdm https://www.elsevier.com/tdm/userlicense/1.0/ 2020-10-05T00:00:00Z vor http://creativecommons.org/licenses/by/4.0/ Journal of Biological Chemistry 10.1074/jbc.275.16.12251 journal-article 2002-07-26T14:46:49Z 12251-12260 Crossref Epidermal Growth Factor Receptor Tyrosine Kinase Mediates Ras Activation by Gonadotropin-releasing Hormone 10.1016 275 Robert Grosse first author crossref Susanne Roelle additional author crossref Andreas Herrlich additional author crossref Julia Höhn additional author crossref Thomas Gudermann additional author crossref 78 10.1074/jbc.275.16.12251_bib1 crossref 143 10.1152/physrev.1999.79.1.143 79 Widmann 1999 Physiol.	1	gnrhr;activation;egfr;crosstalk;were;retained	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
DOI:10.1074/jbc.c300430200	DOI	23A;23B		3	3	M23B-EVID-000935;M23B-EVID-000936;M23B-EVID-000937	M23B-E000699;M23B-E000700;M23B-E000701		local_abstract_or_metadata_artifact	data/raw/evidence/module23_doi_metadata_20260905/DOI_a908a4f535853623.json	additional_root_manifest_crosswalk	xml_or_metadata	10.1074/jbc.C300430200_bib31 crossref 413 10.1016/S0945-053X(98)90101-9 17 Van Osch 1998 Matrix Biol.	67	cited;record;reports;exact-pair;exact-complex;binding;activation;tgfb1;sdc2;stated;model;this	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
DOI:10.1074/jbc.m005235200	DOI	23A;23B		3	3	M23B-EVID-000195;M23B-EVID-001290;M23B-EVID-001291	M23B-E000127;M23B-E000945;M23B-E000946		local_abstract_or_metadata_artifact	data/raw/evidence/module23_doi_metadata_20260905/DOI_2827e4d1c5e5267a.json	additional_root_manifest_crosswalk	xml_or_metadata	ok work 1.0.0 2025-10-29T03:11:15Z Elsevier BV 42 2000-10-01T00:00:00Z tdm https://www.elsevier.com/tdm/userlicense/1.0/ 2020-10-25T00:00:00Z vor http://creativecommons.org/licenses/by/4.0/ Journal of Biological Chemistry 10.1074/jbc.m005235200 journal-article 2002-07-26T15:04:49Z 32999-33007 Crossref The α3(IV)185–206 Peptide from Noncollagenous Domain 1 of Type IV Collagen Interacts with a Novel Binding Site on the β3Subunit of Integrin αvβ3 and Stimulates Focal Adhesion Kinase and Phosphatidylinositol 3-Kinase Phosphorylation 10.1016 275 Sylvie Pasco first author crossref Jean-Claude Monboisse additional author crossref Nelly Kieffer additional author crossref 78 10.1074/jbc.M005235200_bib1 5054s 51 Liotta 1991 Cancer Res.	1	tumstatin-alphavbeta3;binding;antiangiogenic;were;retained;cited;record;activation;col4a3;collagen;fragment;cd47	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
DOI:10.1074/jbc.m008127200	DOI	23A;23B		3	1	M23B-EVID-000429;M23B-EVID-000430;M23B-EVID-000431	M23B-E000285		local_abstract_or_metadata_artifact	data/raw/evidence/module23_doi_metadata_20260905/DOI_949b81e28e731f10.json	additional_root_manifest_crosswalk	xml_or_metadata	ok work 1.0.0 2026-08-26T02:00:12Z build-2784847793 Elsevier BV 9 2001-03-01T00:00:00Z tdm https://www.elsevier.com/tdm/userlicense/1.0/ 2020-10-01T00:00:00Z vor http://creativecommons.org/licenses/by/4.0/ Journal of Biological Chemistry 10.1074/jbc.m008127200 journal-article 2002-07-26T15:09:37Z 6689-6694 Crossref An ephrin-A-dependent Signaling Pathway Controls Integrin Function and Is Linked to the Tyrosine Phosphorylation of a 120-kDa Protein 10.1016 276 Jisen Huai first crossref author Uwe Drescher additional crossref author 78 10.1074/jbc.M008127200_bib1 crossref 75 10.1016/S0959-4388(97)80123-7 7 Drescher 1997 Curr.	1	efna2;ephrin-a2;binds;epha3;heterologous;systems;clustering;elicits;reverse;signaling;changes;adhesion	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
DOI:10.1074/jbc.m009374200	DOI	23A;23B		3	3	M23B-EVID-000576;M23B-EVID-000577;M23B-EVID-000578	M23B-E000403;M23B-E000404;M23B-E000405		local_abstract_or_metadata_artifact	data/raw/evidence/module23_doi_metadata_20260905/DOI_def192733fdcd064.json	additional_root_manifest_crosswalk	xml_or_metadata	ok work 1.0.0 2026-04-24T14:22:00Z 3.51.4 Elsevier BV 34 2001-08-01T00:00:00Z tdm https://www.elsevier.com/tdm/userlicense/1.0/ 2020-10-16T00:00:00Z vor http://creativecommons.org/licenses/by/4.0/ Journal of Biological Chemistry 10.1074/jbc.m009374200 journal-article 2002-07-26T15:16:07Z 31831-31838 Crossref Phosphatidylinositol 3-Kinase-dependent Extracellular Calcium Influx Is Essential for CX3CR1-mediated Activation of the Mitogen-activated Protein Kinase Cascade 10.1016 276 Vikram Kansra first author crossref Christopher Groves additional author crossref Jose Carlos Gutierrez-Ramos additional author crossref Roberto D.	1	cx3cl1;membrane;soluble;fractalkine;retained;only;receptor;complex;resolution;stated;cited;record	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
DOI:10.1074/jbc.m010155200	DOI	23A;23B		2	2	M23B-EVID-000847;M23B-EVID-000848	M23B-E000624;M23B-E000625		local_abstract_or_metadata_artifact	data/raw/evidence/module23_doi_metadata_20260905/DOI_f54f8dcc33fc39c7.json	additional_root_manifest_crosswalk	xml_or_metadata	ok work 1.0.0 2026-09-04T01:27:27Z build-2803163510 Elsevier BV 20 2001-05-01T00:00:00Z tdm https://www.elsevier.com/tdm/userlicense/1.0/ 2020-09-26T00:00:00Z vor http://creativecommons.org/licenses/by/4.0/ Journal of Biological Chemistry 10.1074/jbc.m010155200 journal-article 2002-07-26T15:09:24Z 17550-17558 Crossref Purification and Characterization of Human Laminin-8 10.1016 276 Hironobu Fujiwara first crossref author Yamato Kikkawa additional crossref author Noriko Sanzen additional crossref author Kiyotoshi Sekiguchi additional crossref author 78 10.1074/jbc.M010155200_bib1 crossref 618 10.1016/S0955-0674(96)80102-5 8 Timpl 1996 Curr.	1	laminin-411;work;alpha3beta1-dependent;adhesion;alpha6beta1;retained;receptor	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
DOI:10.1074/jbc.m100798200	DOI	23A;23B		1	1	M23B-EVID-001431	M23B-E001061		local_abstract_or_metadata_artifact	data/raw/evidence/module23_doi_metadata_20260905/DOI_2d3264dd5081251f.json	additional_root_manifest_crosswalk	xml_or_metadata	ok work 1.0.0 2026-07-09T21:47:53Z 3.55.0 Elsevier BV 35 2001-08-01T00:00:00Z tdm https://www.elsevier.com/tdm/userlicense/1.0/ 2020-09-22T00:00:00Z vor http://creativecommons.org/licenses/by/4.0/ Journal of Biological Chemistry 10.1074/jbc.m100798200 journal-article 2002-07-26T14:49:43Z 33045-33053 Crossref The LG3 Module of Laminin-5 Harbors a Binding Site for Integrin α3β1 That Promotes Cell Adhesion, Spreading, and Migration 10.1016 276 Meiling Shang first crossref author Naohiko Koshikawa additional crossref author Susann Schenk additional crossref author Vito Quaranta additional crossref author 78 10.1074/jbc.M100798200_bib1 crossref 10643 10.1021/bi00159a001 31 Engel 1992 Biochemistry 10.1074/jbc.M100798200_bib2 crossref 957 10.1016/1357-2725(96)00042-8 28 Malinda 1996 Int.	1	purified;alpha3beta1;showed;specificity;laminin-5;alpha3;module;captured;supported;integrin-dependent;adhesion;migration	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
DOI:10.1074/jbc.m104058200	DOI	23A;23B		1	1	M23B-EVID-000055	M23B-E000031		local_abstract_or_metadata_artifact	data/raw/evidence/module23_doi_metadata_20260905/DOI_6a7cf6eb9460f297.json	additional_root_manifest_crosswalk	xml_or_metadata	ok work 1.0.0 2026-08-29T07:42:40Z build-2784847793 Elsevier BV 51 2001-12-01T00:00:00Z tdm https://www.elsevier.com/tdm/userlicense/1.0/ 2020-09-29T00:00:00Z vor http://creativecommons.org/licenses/by/4.0/ Journal of Biological Chemistry 10.1074/jbc.m104058200 journal-article 2017-05-05T20:22:40Z 48206-48212 Crossref Selective Binding of Collagen Subtypes by Integrin α1I, α2I, and α10I Domains 10.1016 276 Mira Tulla first crossref author Olli T.	1	alpha10i;domains;directly;recognized;collagen;binding;assays	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
DOI:10.1074/jbc.m108011200	DOI	23A;23B	EXPAND23A-REV-036	1	1	M23B-EVID-EXPAND23A-098	M23B-E001166	data/raw/evidence/module23a_review_led_20260904/efnb1_ephb6_transphosphorylation_pubmed.xml	local_abstract_or_metadata_artifact	data/raw/evidence/module23a_review_led_20260904/efnb1_ephb6_transphosphorylation_pubmed.xml	register_declared_path	xml_or_metadata	We show here that despite its lack of kinase activity, EphB6 undergoes inducible tyrosine phosphorylation upon stimulation with the Eph-B receptor subfamily ligand ephrin-B1.	4	reports;inducible;ephb6;tyrosine;phosphorylation;after;ephrin-b1;stimulation;increased;with;ephb1;overexpression	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
DOI:10.1074/jbc.m109.013201	DOI	23A;23B		2	2	M23B-EVID-001309;M23B-EVID-001310	M23B-E000964;M23B-E000965		local_abstract_or_metadata_artifact	data/raw/evidence/module23_doi_metadata_20260905/DOI_736c1a00d76e20c7.json	additional_root_manifest_crosswalk	xml_or_metadata	The Direct Binding of Insulin-like Growth Factor-1 (IGF-1) to Integrin αvβ3 Is Involved in IGF-1 Signaling	0	cited;record;receptor;proximal;relay;igf1;itgav;itgb3;with;igf1r;complex;stated	source_lead_fallback	candidate_extracted_from_abstract_or_metadata	required	not_promoted
DOI:10.1074/jbc.m109.046672	DOI	23B		2	2	M23B-EVID-000312;M23B-EVID-000313	M23B-E000226;M23B-E000227		local_abstract_or_metadata_artifact	data/raw/evidence/module23_doi_metadata_20260905/DOI_54bb16a839f55232.json	additional_root_manifest_crosswalk	xml_or_metadata	ok work 1.0.0 2026-06-06T15:34:02Z 3.54.1 Elsevier BV 19 2010-05-01T00:00:00Z tdm https://www.elsevier.com/tdm/userlicense/1.0/ 2020-10-03T00:00:00Z vor http://creativecommons.org/licenses/by/4.0/ Journal of Biological Chemistry 10.1074/jbc.m109.046672 journal-article 2010-03-11T01:13:00Z 14308-14317 Crossref Low Density Lipoprotein Receptor-related Protein 1 (LRP1) Forms a Signaling Complex with Platelet-derived Growth Factor Receptor-β in Endosomes and Regulates Activation of the MAPK Pathway 10.1016 285 Selen Catania Muratoglu first crossref author Irina Mikhailenko additional crossref author Christopher Newton additional crossref author Mary Migliorini additional crossref author Dudley K.	1	pdgf-b;stimulation;activated;pdgfrb;endocytosis;lrp1;tyrosine;phosphorylation;co-localized;co-immunoprecipitated;endosomes;purified	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
DOI:10.1074/jbc.m109768200	DOI	23A;23B		1	1	M23B-EVID-000180	M23B-E000112		local_abstract_or_metadata_artifact	data/raw/evidence/module23_doi_metadata_20260905/DOI_47dcc7795aac8315.json	additional_root_manifest_crosswalk	xml_or_metadata	ANGPTL3 Stimulates Endothelial Cell Adhesion and Migration via Integrin αvβ3 and Induces Blood Vessel Formation in Vivo	0	angptl3-alphavbeta3;binding;downstream;angiogenic;outputs;were;measured	source_lead_fallback	candidate_extracted_from_abstract_or_metadata	required	not_promoted
DOI:10.1074/jbc.m110.143693	DOI	23A;23B		3	3	M23B-EVID-001282;M23B-EVID-001283;M23B-EVID-001284	M23B-E000937;M23B-E000938;M23B-E000939		local_abstract_or_metadata_artifact	data/raw/evidence/module23_doi_metadata_20260905/DOI_15a972d2e9f76564.json	additional_root_manifest_crosswalk	xml_or_metadata	ok work 1.0.0 2026-08-26T01:57:06Z build-2784847793 Elsevier BV 15 2011-04-01T00:00:00Z tdm https://www.elsevier.com/tdm/userlicense/1.0/ 2020-09-10T00:00:00Z vor http://creativecommons.org/licenses/by/4.0/ Journal of Biological Chemistry 10.1074/jbc.m110.143693 journal-article 2011-02-19T03:06:25Z 12912-12923 Crossref Collagen I Induces Discoidin Domain Receptor (DDR) 1 Expression through DDR2 and a JAK2-ERK1/2-mediated Mechanism in Primary Human Lung Fibroblasts 10.1016 286 Pedro A.	1	cited;record;binding;activation;col1a1;collagen;ddr2;stated;ddr2-hek293;human;lung;fibroblasts	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
DOI:10.1074/jbc.m110.144634	DOI	23A;23B		3	3	M23B-EVID-000986;M23B-EVID-000987;M23B-EVID-000988	M23B-E000734;M23B-E000735;M23B-E000736		local_abstract_or_metadata_artifact	data/raw/evidence/module23_doi_metadata_20260905/DOI_5f66a5cf3b7b3db7.json	additional_root_manifest_crosswalk	xml_or_metadata	ok work 1.0.0 2026-06-26T15:59:16Z 3.54.5 Elsevier BV 30 2010-07-01T00:00:00Z tdm https://www.elsevier.com/tdm/userlicense/1.0/ 2020-09-15T00:00:00Z vor http://creativecommons.org/licenses/by/4.0/ Journal of Biological Chemistry 10.1074/jbc.m110.144634 journal-article 2010-05-15T00:17:45Z 23047-23055 Crossref Low Density Lipoprotein Receptor-related Protein-1 (LRP1) Regulates Thrombospondin-2 (TSP2) Enhancement of Notch3 Signaling 10.1016 285 He Meng first crossref author Xiaojie Zhang additional crossref author Soo Jung Lee additional crossref author Dudley K.	1	cited;record;reports;exact-pair;exact-complex;binding;activation;thbs2;notch3;jag1;stated;model	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
DOI:10.1074/jbc.m110748200	DOI	23A;23B		3	1	M23B-EVID-000395;M23B-EVID-000396;M23B-EVID-000397	M23B-E000269		local_abstract_or_metadata_artifact	data/raw/evidence/module23_doi_metadata_20260905/DOI_7e09f402a40799a1.json	additional_root_manifest_crosswalk	xml_or_metadata	ok work 1.0.0 2026-08-26T01:18:06Z build-2784847793 Elsevier BV 14 2002-04-01T00:00:00Z tdm https://www.elsevier.com/tdm/userlicense/1.0/ 2020-10-21T00:00:00Z vor http://creativecommons.org/licenses/by/4.0/ Journal of Biological Chemistry 10.1074/jbc.m110748200 journal-article 2002-07-26T14:50:28Z 12294-12301 Crossref β1-Integrin-mediated Glioma Cell Adhesion and Free Radical-induced Apoptosis Are Regulated by Binding to a C-terminal Domain of PG-M/Versican 10.1016 277 Yaojiong Wu first crossref author Liwen Chen additional crossref author Peng-Sheng Zheng additional crossref author Burton B.	1	vcan;c-terminal;engages;beta1-containing;integrin;systems;g3-beta1;engagement;couples;integrin-proximal;adhesion;signaling	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
DOI:10.1074/jbc.m111.304170	DOI	23A;23B		2	2	M23B-EVID-001307;M23B-EVID-001308	M23B-E000962;M23B-E000963		local_abstract_or_metadata_artifact	data/raw/evidence/module23_doi_metadata_20260905/DOI_b2128512d478fb1a.json	additional_root_manifest_crosswalk	xml_or_metadata	ok work 1.0.0 2026-01-13T14:48:54Z 3.49.0 Elsevier BV 15 2012-04-01T00:00:00Z tdm https://www.elsevier.com/tdm/userlicense/1.0/ 2020-09-23T00:00:00Z vor http://creativecommons.org/licenses/by/4.0/ Journal of Biological Chemistry 10.1074/jbc.m111.304170 journal-article 2012-02-21T02:15:10Z 12491-12500 Crossref Cross-talk between Integrin α6β4 and Insulin-like Growth Factor-1 Receptor (IGF1R) through Direct α6β4 Binding to IGF1 and Subsequent α6β4-IGF1-IGF1R Ternary Complex Formation in Anchorage-independent Conditions 10.1016 287 Masaaki Fujita first author crossref Katsuaki Ieguchi additional author crossref Parastoo Davari additional author crossref Satoshi Yamaji additional author crossref Yukimasa Taniguchi additional author crossref Kiyotoshi Sekiguchi additional author crossref Yoko K.	1	cited;record;receptor;proximal;relay;igf1;itga6;itgb4;with;igf1r;complex;stated	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
DOI:10.1074/jbc.m111.316414	DOI	23A;23B	EXPAND23A-REV-055	3	3	M23B-EVID-EXPAND23A-119;M23B-EVID-EXPAND23A-120;M23B-EVID-EXPAND23A-121	M23B-E001175;M23B-E001176;M23B-E001177	data/raw/evidence/module23a_review_led_20260904/efnb1_efnb2_il7ra_fulltext.xml; data/raw/evidence/module23a_review_led_20260904/efnb1_efnb2_il7ra_pubmed.xml	local_full_text_artifact	data/raw/evidence/module23a_review_led_20260904/efnb1_efnb2_il7ra_fulltext.xml	register_declared_path	xml_full_text	We discovered that T cell-specific double gene knock-out (dKO) of Efnb1 and Efnb2 in mice led to reduced IL-7Rα expression in thymocytes and T cells, and that IL-7Rα down-regulation was accelerated in dKO CD4 cells upon IL-7 treatment.	14	reports;physical;efnb1-il-7r;association;using;cellular;fret;immunoprecipitation;addition;tagged-protein;crosslinking;co-capping	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_full_text	required	not_promoted
DOI:10.1074/jbc.m111.318659	DOI	23A;23B		4	4	M23B-EVID-001109;M23B-EVID-001110;M23B-EVID-001117;M23B-EVID-001118	M23B-E000818;M23B-E000819;M23B-E000826;M23B-E000827		local_abstract_or_metadata_artifact	data/raw/evidence/module23_doi_metadata_20260905/DOI_518bc189606f4ab9.json	additional_root_manifest_crosswalk	xml_or_metadata	ok work 1.0.0 2026-07-16T03:51:54Z 3.55.0 Elsevier BV 12 2012-03-01T00:00:00Z tdm https://www.elsevier.com/tdm/userlicense/1.0/ 2020-09-15T00:00:00Z vor http://creativecommons.org/licenses/by/4.0/ Journal of Biological Chemistry 10.1074/jbc.m111.318659 journal-article 2012-01-20T02:15:14Z 9399-9413 Crossref High Affinity Neurexin Binding to Cell Adhesion G-protein-coupled Receptor CIRL1/Latrophilin-1 Produces an Intercellular Adhesion Complex 10.1016 287 Antony A.	1	exact-pair;exact-complex;evidence;queued;claim;stated;receptor;resolution;free-subunit;family;transfer;made	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
DOI:10.1074/jbc.m111311200	DOI	23A;23B		3	3	M23B-EVID-000561;M23B-EVID-000562;M23B-EVID-000563	M23B-E000390;M23B-E000391;M23B-E000392		local_abstract_or_metadata_artifact	data/raw/evidence/module23_doi_metadata_20260905/DOI_dcb96a1c14627e76.json	additional_root_manifest_crosswalk	xml_or_metadata	ok work 1.0.0 2026-05-16T16:19:51Z 3.51.4 Elsevier BV 9 2002-03-01T00:00:00Z tdm https://www.elsevier.com/tdm/userlicense/1.0/ 2020-10-12T00:00:00Z vor http://creativecommons.org/licenses/by/4.0/ Journal of Biological Chemistry 10.1074/jbc.m111311200 journal-article 2002-07-26T15:04:43Z 7619-7625 Crossref Schwann Cell Adhesion to a Novel Heparan Sulfate Binding Site in the N-terminal Domain of α4 Type V Collagen Is Mediated by Syndecan-3 10.1016 277 Robert Erdman first author crossref Richard C.	1	col5a1;collagen-v;n-terminal;domain;retained;only;receptor;complex;resolution;stated;cited;record	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
DOI:10.1074/jbc.m112.442731	DOI	23A;23B		1	1	M23B-EVID-000270	M23B-E000188		local_abstract_or_metadata_artifact	data/raw/evidence/module23_doi_metadata_20260905/DOI_2f0b268f27ce5cf3.json	additional_root_manifest_crosswalk	xml_or_metadata	Chem 10.1074/jbc.M112.442731_bib20 crossref 14349 10.1016/S0021-9258(17)36625-5 Receptor tyrosine phosphatase β is expressed in the form of proteoglycan and binds to the extracellular matrix protein tenascin 269 Barnea 1994 J.	23	il34;binds;ptprz1;chondroitin-sulfate-dependent;manner	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
DOI:10.1074/jbc.m113.462630	DOI	23A;23B		2	2	M23B-EVID-000289;M23B-EVID-000290	M23B-E000204;M23B-E000205		local_abstract_or_metadata_artifact	data/raw/evidence/module23_doi_metadata_20260905/DOI_36e0cd1bf4282558.json	additional_root_manifest_crosswalk	xml_or_metadata	Bidirectional, allosteric signaling machines 110 Hynes 2002 Cell 10.1074/jbc.M113.462630_bib2 crossref 413 10.1016/0092-8674(95)90491-3 α4 integrins mediate lymphocyte attachment and rolling under physiologic flow 80 Berlin 1995 Cell 10.1074/jbc.M113.462630_bib3 crossref 99 10.1016/1074-7613(95)90162-0 Distinct roles of L-selectin and integrins α4β7 and LFA-1 in lymphocyte homing to Peyer's patch-HEV in situ.	2	madcam1;directly;binds;alpha4beta7;engagement;integrin;adhesion;lymphocyte;homing	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
DOI:10.1074/jbc.m114.558809	DOI	23A;23B	EXPAND23A-REV-071	3	3	M23B-EVID-EXPAND23A-170;M23B-EVID-EXPAND23A-171;M23B-EVID-EXPAND23A-172	M23B-E001226;M23B-E001227;M23B-E001228	data/raw/evidence/module23a_review_led_20260904/PMID24825906_pubmed.xml; data/raw/evidence/module23a_review_led_20260904/ephrinb1_cnk1_fulltext.html	local_full_text_artifact	data/raw/evidence/module23a_review_led_20260904/ephrinb1_cnk1_fulltext.html	register_declared_path	html_full_text	doi: 10.1074/jbc.M114.558809 Search in PMC Search in PubMed View in NLM Catalog Add to search EphrinB1 Interacts with CNK1 and Promotes Cell Migration through c-Jun N-terminal Kinase (JNK) Activation * Hee Jun Cho Hee Jun Cho 1 From the Laboratory of Cell and Developmental Signaling, National Cancer Institute-Frederick, National Institutes of Health, Frederick, Maryland 21702 Find articles by Hee Jun Cho 1 , Yoo-Seok Hwang Yoo-Seok Hwang 1 From the Laboratory of Cell and Developmental Signaling, National Cancer Institute-Frederick, National Institutes of Health, Frederick, Maryland 21702 Find articles by Yoo-Seok Hwang 1 , Kathleen Mood Kathleen Mood 1 From the Laboratory of Cell and Developmental Signaling, National Cancer Institute-Frederick, National Institutes of Health, Frederick, Maryland 21702 Find articles by Kathleen Mood 1 , Yon Ju Ji Yon Ju Ji 1 From the Laboratory of Cell and	8	cell-line;expression;co-immunoprecipitation;establish;cellular;association;rather;than;purified;binary;affinity;ephb	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_full_text	required	not_promoted
DOI:10.1074/jbc.m116.719138	DOI	23A;23B	EXPAND23A-REV-047	1	1	M23B-EVID-EXPAND23A-110	M23B-E000888	data/raw/evidence/module23a_review_led_20260904/vtn_itgav_itgb8_binding_fulltext.html; data/raw/evidence/module23a_review_led_20260904/vtn_itgav_itgb8_binding_pubmed.xml; data/raw/evidence/module23a_review_led_20260904/vtn_itgav_itgb8_microglia_fulltext.html; data/raw/evidence/module23a_review_led_20260904/vtn_itgav_itgb8_microglia_pubmed.xml; data/raw/evidence/module23a_review_led_20260904/vtn_itgav_itgb8_pubmed.xml; data/raw/evidence/module23a_review_led_20260904/vtn_itgav_itgb8_repair_fulltext.html; data/raw/evidence/module23a_review_led_20260904/vtn_itgav_itgb8_repair_pubmed.xml	local_full_text_artifact	data/raw/evidence/module23a_review_led_20260904/vtn_itgav_itgb8_binding_fulltext.html	register_declared_path	html_full_text	Candidate proteins for αvβ8 integrin ligands Gene symbols Protein names N-terminal tag C-terminal tag Purification methods ANGPTL7 Angiopoietin-related protein 7 FLAG His Ni-NTA and anti-FLAG BIGH3 Transforming growth factor-β induced protein ig-h3 FLAG His Ni-NTA and anti-FLAG ECM2 a Extracellular matrix protein 2 FLAG His Ni-NTA and anti-FLAG EDIL3 EGF-like repeat and discoidin l-like domain containing protein 3 FLAG His Ni-NTA and anti-FLAG EGFL6 EGF-like protein 6 GST 38 EGFLAM EGF-like, fibronectin type III, and laminin G domains (pikachurin) FLAG His Ni-NTA and anti-FLAG F2 Prothrombin FLAG His Ni-NTA and anti-FLAG FBLN5 Fibulin-5 FLAG His Ni-NTA and anti-FLAG FBN1 b Fibrillin-1 FLAG His Ni-NTA and anti-FLAG FBN2 b Fibrillin-2 FLAG His Ni-NTA and anti-FLAG FINC c Fibronectin c 27 FREM1 FRAS1-related extracellular matrix protein 1 GST 37 HMCN2 b Hemicentin-2 FLAG His Ni-NTA and anti	108	mouse;renal;experiments;report;beta8-integrin-dependent;migration;vitronectin;matrices;beta8-dependent;adhesion;mesangial;matrix	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_full_text	required	not_promoted
DOI:10.1074/jbc.m202771200	DOI	23A;23B		1	1	M23B-EVID-000192	M23B-E000124		local_abstract_or_metadata_artifact	data/raw/evidence/module23_doi_metadata_20260905/DOI_53dd4ff42b322b85.json	additional_root_manifest_crosswalk	xml_or_metadata	ok work 1.0.0 2026-07-23T12:48:00Z 3.55.0 Elsevier BV 31 2002-08-01T00:00:00Z tdm https://www.elsevier.com/tdm/userlicense/1.0/ 2020-10-23T00:00:00Z vor http://creativecommons.org/licenses/by/4.0/ Journal of Biological Chemistry 10.1074/jbc.m202771200 journal-article 2002-09-18T17:58:01Z 27872-27879 Crossref Endostatin Blocks Vascular Endothelial Growth Factor-mediated Signaling via Direct Interaction with KDR/Flk-1 10.1016 277 Young-Mi Kim first crossref author Sewook Hwang additional crossref author Young-Myoeng Kim additional crossref author Bo-Jeong Pyun additional crossref author Tae-Yoon Kim additional crossref author Seung-Taek Lee additional crossref author Yong Song Gho additional crossref author Young-Guen Kwon additional crossref author 78 10.1074/jbc.M202771200_bib1 crossref 27 10.1038/nm0195-27 1 Folkman 1995 Nat.	1	endostatin-kdr;vegfr2;antagonism;retained;separately;from;alpha5beta1;signaling	deterministic_sentence_match_against_local_artifact	candidate_extracted_from_abstract_or_metadata	required	not_promoted
