candidate_id	source_a_status	b_status	layer1_status	layer2_status	layer3_status	species_posture	injury_context_posture	next_gap
M23A-Q0612	NO_QUALIFYING_EXACT_PAIR	NO_QUALIFYING_EXACT_PAIR	not_assessed	not_assessed	not_assessed	cross-class family comparator	no SCI; NE02 boundary	no exact ephrin-A4/EphB4 primary pair recovered
M23A-Q0613	NO_QUALIFYING_EXACT_PAIR	NO_QUALIFYING_EXACT_PAIR	not_assessed	not_assessed	not_assessed	cross-class family comparator	no SCI; NE02 boundary	no exact ephrin-A4/EphB6 primary pair recovered
M23A-Q0614	REVIEWED_BATCH013	REVIEWED_BATCH013	reviewed_supported	not_assessed	not_assessed	human recombinant structural comparator	no SCI; cross-context anchor	full-length receptor topology and SCI relay unresolved
M23A-Q0615	REVIEWED_BATCH013	REVIEWED_BATCH013	not_direct_binding	not_assessed	reviewed_supported	rat; mouse neural comparator	no SCI; cross-context anchor	direct binding and downstream TF/program unresolved
M23A-Q0616	REVIEWED_BATCH013	REVIEWED_BATCH013	not_direct_binding	reviewed_supported	not_assessed	human cellular comparator	no SCI; cross-context anchor	direct binding and SCI function unresolved
M23A-Q0617	REVIEWED_BATCH013	REVIEWED_BATCH013	not_direct_binding	reviewed_supported	not_assessed	mouse; developmental cortical comparator	no SCI; cross-context anchor	direct purified binding and SCI function unresolved
M23A-Q0618	REVIEWED_BATCH013	REVIEWED_BATCH013	not_direct_binding	reviewed_supported	not_assessed	mouse; rat hybrid neuronal comparator	no SCI; cross-context anchor	direct ligand affinity and SCI function unresolved
M23A-Q0619	REVIEWED_BATCH013	REVIEWED_BATCH013	not_direct_binding	not_assessed	reviewed_supported	avian developmental comparator	no SCI; cross-context anchor	direct binding and mammalian SCI transfer unresolved
M23A-Q0620	NO_QUALIFYING_EXACT_PAIR	NO_QUALIFYING_EXACT_PAIR	not_assessed	not_assessed	not_assessed	Xenopus B-class comparator	no SCI; NE06 boundary	no exact ephrin-B1/EphB4 primary pair recovered
M23A-Q0621	RETAIN_CONFLICTED_BOUNDARY	RETAIN_CONFLICTED_BOUNDARY	not_direct_binding	context_supported	not_assessed	human; mouse immune comparator	no SCI; conflicted context	resolve P11 functional signal versus P12 binding specificity
M23A-Q0622	REVIEWED_BATCH013	REVIEWED_BATCH013	reviewed_supported	not_assessed	not_assessed	human recombinant structural comparator	no SCI; cross-context anchor	activation equivalence and SCI function unresolved
M23A-Q0623	REVIEWED_BATCH013	REVIEWED_BATCH013	reviewed_supported	not_assessed	not_assessed	recombinant structural comparator	no SCI; cross-context anchor	native membrane orientation and SCI function unresolved
M23A-Q0624	REVIEWED_BATCH013	REVIEWED_BATCH013	not_direct_binding	reviewed_supported	not_assessed	human cancer comparator	no SCI; cross-context anchor	direct binding and SCI function unresolved
M23A-Q0625	REVIEWED_BATCH013	REVIEWED_BATCH013	not_direct_binding	reviewed_supported	reviewed_supported	human recombinant; mouse developmental comparator	no SCI; cross-context anchor	native complex directionality and SCI function unresolved
M23A-Q0626	REVIEWED_BATCH013	REVIEWED_BATCH013	reviewed_supported	not_assessed	not_assessed	human; mouse comparator	no SCI; cross-context anchor	activation state and SCI relay unresolved
M23A-Q0627	REVIEWED_BATCH013	REVIEWED_BATCH013	not_direct_binding	reviewed_supported	reviewed_supported	human recombinant; Xenopus developmental comparator	no SCI; cross-context anchor	mammalian native complex and SCI function unresolved
M23A-Q0628	RETAIN_CONTEXT_ONLY	RETAIN_CONTEXT_ONLY	not_direct_binding	not_assessed	context_supported	rodent; exact species not explicit	no SCI; low-resolution context	exact species, binding, and relay assay need recovery
M23A-Q0629	REVIEWED_BATCH013	REVIEWED_BATCH013	not_direct_binding	not_assessed	reviewed_supported	mouse neural comparator	no SCI; cross-context anchor	direct binding and SCI relay unresolved
M23A-Q0630	NO_QUALIFYING_EXACT_PAIR	NO_QUALIFYING_EXACT_PAIR	not_assessed	not_assessed	not_assessed	Xenopus B-class comparator	no SCI; NE06 boundary	no exact ephrin-B3/EphB3 primary pair recovered
M23A-Q0631	NO_QUALIFYING_EXACT_PAIR	NO_QUALIFYING_EXACT_PAIR	not_assessed	not_assessed	not_assessed	Xenopus B-class comparator	no SCI; NE06 boundary	no exact ephrin-B3/EphB4 primary pair recovered
M23A-Q0632	NO_QUALIFYING_EXACT_PAIR	NO_QUALIFYING_EXACT_PAIR	not_assessed	not_assessed	not_assessed	A-class family comparator	no SCI; NE03 boundary	no exact ephrin-A1/EphA3 primary pair recovered
M23A-Q0633	NO_QUALIFYING_EXACT_PAIR	NO_QUALIFYING_EXACT_PAIR	not_assessed	not_assessed	not_assessed	A-class family comparator	no SCI; NE03 boundary	no exact ephrin-A2/EphA3 primary pair recovered
M23A-Q0634	NO_QUALIFYING_EXACT_PAIR	NO_QUALIFYING_EXACT_PAIR	not_assessed	not_assessed	not_assessed	A-class family comparator	no SCI; NE03 boundary	no exact ephrin-A4/EphA3 primary pair recovered
M23A-Q0635	REVIEWED_BATCH013	REVIEWED_BATCH013	reviewed_supported	reviewed_supported	not_assessed	human recombinant; vascular comparator	no SCI; cross-context anchor	binding and relay are supported in separate anchors; SCI function unresolved
M23A-Q0636	REVIEWED_BATCH013	REVIEWED_BATCH013	reviewed_supported	not_assessed	not_assessed	human recombinant structural comparator	no SCI; cross-context anchor	native membrane orientation and SCI function unresolved
M23A-Q0637	REVIEWED_BATCH013	REVIEWED_BATCH013	reviewed_supported	not_assessed	not_assessed	rat; biochemical neural comparator	no SCI; duplicate orientation of Q0605	duplicate queue orientation; native complex and SCI relay unresolved
M23A-Q0638	REVIEWED_BATCH013	REVIEWED_BATCH013	not_direct_binding	reviewed_supported	not_assessed	mouse; developmental cortical comparator	no SCI; duplicate orientation of Q0617	duplicate queue orientation; direct binding and SCI function unresolved
M23A-Q0639	REVIEWED_BATCH013	REVIEWED_BATCH013	reviewed_supported	not_assessed	not_assessed	human recombinant structural comparator	no SCI; duplicate orientation of Q0622	duplicate queue orientation; activation and SCI function unresolved
M23A-Q0640	NO_QUALIFYING_EXACT_PAIR	NO_QUALIFYING_EXACT_PAIR	not_assessed	not_assessed	not_assessed	A-class family comparator	no SCI; NE03 boundary	no exact ephrin-A1/EphA6 primary pair recovered
M23A-Q0641	NO_QUALIFYING_EXACT_PAIR	NO_QUALIFYING_EXACT_PAIR	not_assessed	not_assessed	not_assessed	A-class family comparator	no SCI; NE03 boundary	no exact ephrin-A2/EphA6 primary pair recovered
M23A-Q0642	NO_QUALIFYING_EXACT_PAIR	NO_QUALIFYING_EXACT_PAIR	not_assessed	not_assessed	not_assessed	A-class family comparator	no SCI; NE03 boundary	no exact ephrin-A4/EphA6 primary pair recovered
M23A-Q0643	RETAIN_NEGATIVE_BOUNDARY	RETAIN_NEGATIVE_BOUNDARY	not_assessed	not_assessed	not_assessed	rat; negative specificity comparator	no SCI; NE04 negative boundary	P03 negative result is context-bounded and does not test ephrin-A1 directly
M23A-Q0644	REVIEWED_BATCH013	REVIEWED_BATCH013	reviewed_supported	not_assessed	not_assessed	rat; biochemical neural comparator	no SCI; cross-context anchor	native complex orientation and SCI function unresolved
M23A-Q0645	RETAIN_NEGATIVE_BOUNDARY	RETAIN_NEGATIVE_BOUNDARY	not_assessed	not_assessed	not_assessed	rat; negative specificity comparator	no SCI; NE04 negative boundary	P03 negative result is context-bounded
M23A-Q0646	REVIEWED_BATCH013	REVIEWED_BATCH013	reviewed_supported	not_assessed	not_assessed	mouse; heterologous comparator	no SCI; cross-context anchor	native neural complex and SCI function unresolved
M23A-Q0647	NO_QUALIFYING_EXACT_PAIR	NO_QUALIFYING_EXACT_PAIR	not_assessed	not_assessed	not_assessed	mouse; secondary assertion only	no SCI; NE05 boundary	recover the underlying exact EphA8–ephrin-A2 primary assay
M23A-Q0648	REVIEWED_BATCH013	REVIEWED_BATCH013	reviewed_supported	not_assessed	not_assessed	mouse; heterologous comparator	no SCI; duplicate orientation of Q0609	duplicate queue orientation; native neural complex unresolved
M23A-Q0649	NO_QUALIFYING_EXACT_PAIR	NO_QUALIFYING_EXACT_PAIR	not_assessed	not_assessed	not_assessed	recombinant cross-class comparator	no SCI; NE02 boundary	no exact ephrin-A1/EphB2 primary pair recovered
M23A-Q0650	NO_QUALIFYING_EXACT_PAIR	NO_QUALIFYING_EXACT_PAIR	not_assessed	not_assessed	not_assessed	recombinant/neural cross-class comparator	no SCI; NE01 duplicate orientation	no exact ephrin-A2/EphB2 primary pair recovered
M23A-Q0751	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0752	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0753	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	bounded_no_evidence	reviewed_supported	mouse; human	Non-SCI primary comparator; no SCI receiver weighting	relay
M23A-Q0754	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; chicken	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0755	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse; Drosophila	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0756	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0757	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0758	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	bounded_no_evidence	reviewed_supported	reviewed_supported	rat; human comparator	Non-SCI primary comparator; no SCI receiver weighting	binding
M23A-Q0759	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0760	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	bounded_no_evidence	reviewed_supported	reviewed_supported	human; bovine	Non-SCI primary comparator; no SCI receiver weighting	binding
M23A-Q0761	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	bounded_no_evidence	reviewed_supported	mouse; human comparator	Non-SCI primary comparator; no SCI receiver weighting	relay
M23A-Q0762	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0763	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	bounded_no_evidence	reviewed_supported	chicken; mouse	Non-SCI primary comparator; no SCI receiver weighting	relay
M23A-Q0764	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse; rat	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0765	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0766	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0767	REVIEWED_SUPPORTED_DOWNSTREAM_ONLY	REVIEWED_SUPPORTED_DOWNSTREAM_ONLY	bounded_no_evidence	bounded_no_evidence	reviewed_supported	human	Non-SCI primary comparator; no SCI receiver weighting	binding;relay
M23A-Q0768	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	bounded_no_evidence	reviewed_supported	human; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	relay
M23A-Q0769	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0770	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0771	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	bounded_no_evidence	reviewed_supported	human; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	relay
M23A-Q0772	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0773	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0774	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	bounded_no_evidence	reviewed_supported	human; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	relay
M23A-Q0775	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0776	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	bounded_no_evidence	reviewed_supported	human; bovine comparator	Non-SCI primary comparator; no SCI receiver weighting	relay
M23A-Q0777	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	bounded_no_evidence	reviewed_supported	human; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	relay
M23A-Q0778	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	bounded_no_evidence	reviewed_supported	human; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	relay
M23A-Q0779	REVIEWED_SUPPORTED_DOWNSTREAM_ONLY	REVIEWED_SUPPORTED_DOWNSTREAM_ONLY	bounded_no_evidence	bounded_no_evidence	reviewed_supported	mouse; human comparator	Non-SCI primary comparator; no SCI receiver weighting	binding;relay
M23A-Q0780	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	bounded_no_evidence	reviewed_supported	human; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	relay
M23A-Q0781	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0782	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse; rat	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0783	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	bounded_no_evidence	reviewed_supported	human; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	relay
M23A-Q0784	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	bounded_no_evidence	reviewed_supported	human; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	relay
M23A-Q0785	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0786	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; recombinant	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0787	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0788	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0789	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0790	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0791	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0792	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	bounded_no_evidence	reviewed_supported	reviewed_supported	human	Non-SCI primary comparator; no SCI receiver weighting	binding
M23A-Q0793	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0794	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	bounded_no_evidence	reviewed_supported	human; mouse	Non-SCI primary comparator; no SCI receiver weighting	relay
M23A-Q0795	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse; rabbit; chick	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0796	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0797	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0798	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	reviewed_supported	bounded_no_evidence	reviewed_supported	human; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	relay
M23A-Q0799	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0800	REVIEWED_FIRST_PASS	REVIEWED_FIRST_PASS	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	Non-SCI primary comparator; no SCI receiver weighting	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0701	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	no_evidence_boundary	no_evidence_boundary	no_evidence_boundary	mouse candidate; primary fibrillar collagen comparators	no matched SCI receiver state	validate assembled collagen-I complex versus isolated COL1A2
M23A-Q0702	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	validate collagen-II assembly and GPVI context
M23A-Q0703	REVIEWED_COMPLEX_BOUNDARY	REVIEWED_COMPLEX_BOUNDARY	complex_supported_not_subunit	relay_not_assessed	not_assessed	mouse PFHR-9 and recombinant comparator	no matched SCI receiver state	resolve type-IV collagen chain assembly
M23A-Q0704	REVIEWED_COMPLEX_BOUNDARY	REVIEWED_COMPLEX_BOUNDARY	complex_supported_not_subunit	relay_not_assessed	not_assessed	mouse PFHR-9 and recombinant comparator	no matched SCI receiver state	resolve type-IV collagen chain assembly
M23A-Q0705	REVIEWED_COMPLEX_BOUNDARY	REVIEWED_COMPLEX_BOUNDARY	complex_supported_not_subunit	relay_not_assessed	not_assessed	mouse PFHR-9 and recombinant comparator	no matched SCI receiver state	resolve type-IV collagen chain assembly
M23A-Q0706	REVIEWED_COMPLEX_BOUNDARY	REVIEWED_COMPLEX_BOUNDARY	complex_supported_not_subunit	relay_not_assessed	not_assessed	mouse PFHR-9 and recombinant comparator	no matched SCI receiver state	resolve type-IV collagen chain assembly
M23A-Q0707	REVIEWED_COMPLEX_BOUNDARY	REVIEWED_COMPLEX_BOUNDARY	complex_supported_not_subunit	relay_not_assessed	not_assessed	mouse PFHR-9 and recombinant comparator	no matched SCI receiver state	resolve type-IV collagen chain assembly
M23A-Q0708	REVIEWED_COMPLEX_BOUNDARY	REVIEWED_COMPLEX_BOUNDARY	complex_supported_not_subunit	relay_not_assessed	not_assessed	mouse PFHR-9 and recombinant comparator	no matched SCI receiver state	resolve type-IV collagen chain assembly
M23A-Q0709	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	search assembled collagen-VI versus isolated chain
M23A-Q0710	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	search assembled collagen-VI versus isolated chain
M23A-Q0711	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	search assembled collagen-VI versus isolated chain
M23A-Q0712	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	search assembled collagen-VI versus isolated chain
M23A-Q0713	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	search assembled collagen-VI versus isolated chain
M23A-Q0714	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	search assembled collagen-VI versus isolated chain
M23A-Q0715	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	search assembled collagen-IX versus isolated chain
M23A-Q0716	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	search assembled collagen-IX versus isolated chain
M23A-Q0717	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	search assembled collagen-IX versus isolated chain
M23A-Q0718	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	search COMP-CD47 exact primary interaction
M23A-Q0719	REVIEWED_SUPPORTED	REVIEWED_SUPPORTED	validated_direct_domain	validated_relay	validated_function	mouse; human comparator	no matched SCI receiver state	retain TSP1 C-terminal/domain specificity
M23A-Q0720	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	do not transfer THBS1-CD47 evidence
M23A-Q0721	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	do not transfer THBS1-CD47 evidence
M23A-Q0722	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	do not transfer THBS1-CD47 evidence
M23A-Q0723	REVIEWED_SUPPORTED	REVIEWED_SUPPORTED	validated_direct_complex	validated_relay	validated_function	human platelet comparator	no matched SCI receiver state	retain multimeric GPIb-IX-V; no free subunit edges
M23A-Q0724	REVIEWED_SUPPORTED	REVIEWED_SUPPORTED	validated_substrate_processing	relay_not_resolved	validated_function	human; mouse comparator	no SCI receiver-state validation	protease-substrate edge, not ligand-receptor
M23A-Q0725	REVIEWED_SUPPORTED	REVIEWED_SUPPORTED	validated_substrate_processing	relay_context_only	validated_function	human; mouse comparator	no SCI receiver-state validation	retain ADAM10/CD44 shedding limits
M23A-Q0726	REVIEWED_SUPPORTED	REVIEWED_SUPPORTED	validated_substrate_processing	relay_not_resolved	validated_function	mouse	no SCI receiver-state validation	neuronal comparator only
M23A-Q0727	REVIEWED_SUPPORTED	REVIEWED_SUPPORTED	validated_cis_complex	validated_complex_function	validated_function	human; mouse	no SCI receiver-state validation	cofactor complex, not ligand-receptor
M23A-Q0728	REVIEWED_SUPPORTED	REVIEWED_SUPPORTED	validated_complex_binding	validated_relay_context	validated_function	human; mouse comparator	no SCI receiver-state validation	assembled alpha9beta1 only
M23A-Q0729	REVIEWED_DUPLICATE_ALIAS	REVIEWED_DUPLICATE_ALIAS	duplicate_alias_of_Q0728	duplicate_alias_of_Q0728	duplicate_alias_of_Q0728	human; mouse comparator	no SCI receiver-state validation	no free ITGB1 edge
M23A-Q0730	REVIEWED_SUPPORTED	REVIEWED_SUPPORTED	validated_domain_association	validated_relay	validated_function	hamster; rat comparator	no SCI receiver-state validation	HS-proteoglycan context
M23A-Q0731	REVIEWED_FUNCTION_ONLY	REVIEWED_FUNCTION_ONLY	function_only_no_direct_binding	validated_context_relay	validated_function	human; mouse comparator	no SCI receiver-state validation	retain alpha5beta1 complex
M23A-Q0732	REVIEWED_FUNCTION_ONLY	REVIEWED_FUNCTION_ONLY	function_only_no_direct_binding	validated_context_relay	validated_function	human; mouse comparator	no SCI receiver-state validation	free ITGB1 not promoted
