module_route	edge_or_pair	source_entity	relation	target_entity	current_tier	promoted_tier	primary_pmids	corroborating_pmids	exact_evidence_status	species_context	module_fit	decision	evidence_summary	limitations
23A→23B	M23B-E000248	PTN	binds	PTPRZ1	medium	high	27445335	28569747	exact_matrix_receptor_binding_relay	human; mouse comparator	23A_exact_secreted_matrix_to_receptor_relay	PROMOTE_TO_HIGH	PTN binds and inhibits PTPRZ1 phosphatase activity in independent primary studies, resolving the ligand-to-receptor branch.	PTN/PTPRZ1 is a phosphatase-receptor context rather than a classical integrin; downstream effects are cell-state dependent.
23A→23B	M23B-E000249	PTN	binds	SDC3	medium	high	8175719	9749725	exact_matrix_proteoglycan_binding	human; mouse comparator	23A_exact_matrix_to_proteoglycan_binding	PROMOTE_TO_HIGH	PTN/HB-GAM binds syndecan-3 and supports Src/cortactin-associated adhesion signaling in independent neural/osteoblast systems.	Proteoglycan glycosaminoglycan/core-protein presentation is required; preserve SDC3 specificity.
23A→23B	M23B-E000251	RELN	binds	LRP8	medium-high	high	12670700;10571240	14729980;14578885	exact_matrix_receptor_binding	mouse; rat comparator	23A_exact_matrix_to_receptor_binding	PROMOTE_TO_HIGH	Reelin directly engages ApoER2/LRP8 in binding, clustering, and Dab1/Src/Akt studies.	Reelin is a large extracellular glycoprotein and receptor clustering/context are required.
23A→23B	M23B-E000252	RELN	binds	VLDLR	medium-high	high	12670700;10571240	14729980;14578885	exact_matrix_receptor_binding	mouse; rat comparator	23A_exact_matrix_to_receptor_binding	PROMOTE_TO_HIGH	Reelin directly engages VLDLR in receptor-binding and clustering studies with independent downstream signaling support.	Reelin receptor clustering and extracellular presentation are required; do not merge with LRP8.
23A→23B	M23B-E000253	RGMA	binds	NEO1	medium-high	high	16836993;19273616;20643353	23744777;33748906	exact_matrix_receptor_binding	mouse; human; Xenopus comparator	23A_exact_matrix_to_receptor_binding	PROMOTE_TO_HIGH	RGMA-NEO1 binding and receptor-proximal guidance branches are supported across multiple independent primary studies.	RGMA has parallel receptor/co-receptor branches; this row is specifically NEO1.
23A→23B	M23B-E000254	SDC2	binds	PTPRJ	medium	high	21813734	33784491	exact_matrix_proteoglycan_receptor_association	human; mouse comparator	23A_exact_matrix_to_proteoglycan_receptor_association	PROMOTE_TO_HIGH	Syndecan-2 association with PTPRJ/CD148 is supported by independent primary studies and linked to integrin/Src adhesion signaling.	Association is context-dependent and does not imply a freely soluble binary ligand.
23A→23B	M23B-E000255	SELE	binds	GLG1	medium-high	high	9099943	17442598	exact_adhesion_receptor_binding	human; mouse comparator	23A_exact_adhesion_receptor_binding	PROMOTE_TO_HIGH	E-selectin recognizes the GLG1/ESL-1 glycan-bearing adhesion receptor in direct rolling/adhesion studies.	Glycan presentation and endothelial rolling context are required.
23A→23B	M23B-E000258	SEMA3A	binds	NRP1:PLXNA1	medium-high	high	10520994	22723296	exact_guidance_receptor_complex	mouse; human comparator	23A_exact_guidance_receptor_complex	PROMOTE_TO_HIGH	Sema3A forms the defined neuropilin-1/plexin-A1 receptor complex with receptor-proximal guidance signaling.	Preserve the NRP1:PLXNA1 complex; semaphorin receptor composition is not interchangeable across plexins.
23A→23B	M23B-E000259	SEMA3G	binds	NRP2:PLXNA1	medium-high	high	36720439	40533501	exact_guidance_receptor_complex	mouse; human comparator	23A_exact_guidance_receptor_complex	PROMOTE_TO_HIGH	Sema3G engages the defined NRP2:plexin-A1 complex in primary receptor/functional studies.	Complex composition is critical; related Sema3G/NRP2/Plexin-D1 evidence is not substituted for Plexin-A1.
23A→23B	M23B-E000260	SEMA7A	binds	ITGA1:ITGB1	medium-high	high	17377534	12879062	exact_matrix_receptor_binding	mouse; rat; human comparator	23A_exact_matrix_to_integrin_binding	PROMOTE_TO_HIGH	Sema7A binds and signals through the alpha1beta1 integrin in direct/functional primary studies.	Complete alpha1beta1 and glycosylated membrane presentation are required.
23A→23B	M23B-E000261	SPP1	binds	CD44v	medium-high	high	34070790	17332338	exact_matrix_receptor_binding	human; mouse comparator	23A_exact_secreted_matrix_to_receptor_binding	PROMOTE_TO_HIGH	SPP1/osteopontin engages CD44 variant isoforms in direct adhesion/signaling studies.	CD44 variant and glycosylation context matter; do not generalize to all CD44 forms.
23A→23B	M23B-E000264	TGM2	binds	SDC4	medium-high	high	19398782	22442151;20929862	exact_matrix_proteoglycan_binding_relay	human; mouse comparator	23A_exact_matrix_to_proteoglycan_relay	PROMOTE_TO_HIGH	TGM2 associates with syndecan-4 and supports defined adhesion/FAK-linked signaling across independent studies.	Matrix crosslinking and SDC4 presentation are context-dependent; no purified binary affinity was required for this adhesion-complex promotion.
23A→23B	M23B-E000269	VCAN-G3	binds	ITGB1-containing integrin	medium-high	high	11805102	25451625	exact_domain_receptor_binding	human; mammalian	23A_exact_matrix_domain_to_integrin_binding	PROMOTE_TO_HIGH	The versican G3 domain supports a defined beta1-integrin interface and adhesion/FAK signaling, with independent rat ECM-interface evidence.	Promotion is domain/isoform-specific; do not generalize G3 evidence to all versican forms or infer a single alpha partner.
23A→23B	M23B-E000280	EFNA1	binds	EPHA4	medium-high	high	10366629;17143272	23707953	exact_cell_cell_adhesion_receptor_relay	rat; mouse	23A_exact_cell_adhesion_receptor_relay	PROMOTE_TO_HIGH	EFNA1-EPHA4 binding and EphA4-proximal cytoskeletal/adhesion signaling are supported by receptor-selectivity and independent monocyte/neural studies.	Ephrin ligand presentation and receptor clustering are required; no SCI-specific validation.
23A→23B	M23B-E000288	EFNA2	binds	EPHA7	medium	high	15713841	18562299	exact_cell_cell_adhesion_receptor_binding	mouse; human comparator	23A_exact_cell_adhesion_receptor_binding	PROMOTE_TO_HIGH	EFNA2 binds EPHA7 in direct receptor-selectivity work and independent neural signaling studies.	EphA7 isoform/processing and membrane presentation matter; no SCI-specific validation.
24A→24B	M24B-E000004	extracellular ATP	activates	P2X7R	medium	high	15258577	19666625;11549725	exact ATP-P2X7R agonist-receptor edge at pharmacologic level	see Module 24B edge register	Module24A	PROMOTE	Rat impact SCI shows sustained extracellular ATP, ATP-evoked calcium injury, and OxATP or PPADS protection; independent SCI and spinal-slice studies support ATP-gated P2X7 pharmacology.	OxATP, PPADS, and BBG have selectivity limits; pharmacology does not establish purified binding or exclude contributions from other ATP receptors.
24A→24B	M24B-E000018	ATP	activates	P2X4R	medium-high	high	30622226	35972649;18240312	exact ATP-P2X4R agonist-receptor edge at pharmacologic level	see Module 24B edge register	Module24A	PROMOTE	SCI ATP-evoked calcium and P2X4-associated pain signaling are supported by an independent SCI study showing excess ATP and P2X4 inhibition reduce neuropathic pain.	Evidence is pharmacologic rather than purified binding; P2X4 selectivity and ATP receptor-family contributions remain bounded.
24A→24B	M24B-E000029	CXCL10	activates	CXCR3-associated glial activation and pain	medium-high	high	30257241	30448292;32265928	exact CXCL10-CXCR3 chemokine-GPCR edge; receptor-proximal function	see Module 24B edge register	Module24A	PROMOTE	Recombinant CXCL10 and CXCR3 antagonist AMD487 altered glial activation and inflammatory pain after spinal ischemia-reperfusion; independent CCI studies reproduce CXCL10-CXCR3 pharmacology with AMG487 or anti-CXCL10.	No purified binding; most SCI corroboration is ischemia-reperfusion or CCI rather than contusion; antagonist specificity remains a limitation.
24A→24B	M24B-E000031	CXCL3	promotes	macrophage-fibroblast fibrous scar crosstalk	medium-high	high	41407981	12230122	exact CXCL3-CXCR2 chemokine-GPCR edge; receptor-proximal function	see Module 24B edge register	Module24A	PROMOTE	Mouse traumatic SCI CXCL3 administration and CXCR2 inhibition link the pair to macrophage-fibroblast scar signaling; independent CINC-3/CXCL3 receptor pharmacology shows CXCR2-dependent chemotaxis and calcium responses.	No purified binding; CXCR2 inhibitor specificity and administration route limit causal interpretation; scar output remains downstream of the receptor edge.
24A→24B	M24B-E000038	bradykinin	activates	BDKRB2	medium-high	high	26634895	33621043;18255230;7508324	exact bradykinin-BDKRB2 edge at receptor-proximal pharmacologic level	see Module 24B edge register	Module24A	PROMOTE	Neonatal mouse spinal preparation and microglia assays support bradykinin/B2R effects; independent rat spinal ischemia and spinal-slice antagonist studies support B2R-dependent bradykinin responses.	Primary spinal study is neonatal and not adult lesion-core tissue; receptor assignment is pharmacologic and no purified bradykinin-B2R binding or endogenous lesion release was shown.
24A→24B	M24B-E000060	UDP-N-acetylglucosamine	activates	P2Y14	medium	high	18204471	22673622;17407275;37955640	exact UDP-GlcNAc-P2Y14 molecular edge; no SCI-context claim	see Module 24B edge register	Module24A	PROMOTE	Recombinant P2Y14 and differentiated HL60 or neutrophil studies show UDP-N-acetylglucosamine activation of Gi/Rho and chemotaxis, with independent pharmacology and newer structure-function work reproducing receptor-specific activity.	High confidence is molecular only; no endogenous SCI release or lesion-context evidence; efficacy and partial agonism vary by cell state and assay.
24A→24B	M24B-E000061	UDP-galactose	activates	P2Y14	medium-high	high	18204471	22673622;35385339;37955640	exact UDP-galactose-P2Y14 molecular edge; no SCI-context claim	see Module 24B edge register	Module24A	PROMOTE	Recombinant P2Y14 and differentiated HL60 or neutrophil studies show UDP-galactose-associated Gi/Rho signaling, independently reproduced by receptor-structure/function and cell-death release studies.	High confidence is molecular only; no endogenous SCI release; receptor efficacy is cell-state-dependent and the ligand can show partial activity in native cells.
24A→24B	M24B-E000063	UDP-glucuronic acid	activates	P2Y14	medium	high	18204471	17407275;22673622;37955640	exact UDP-glucuronic-acid-P2Y14 molecular edge; assay-dependent efficacy	see Module 24B edge register	Module24A	PROMOTE	Recombinant P2Y14 and differentiated HL60 assays support UDP-glucuronic acid receptor activity, with independent human neutrophil and newer structure-function studies testing the same ligand-receptor edge.	High confidence is molecular only; no SCI release evidence; activity is weaker or partial in native neutrophils and depends on cell state.
24A→24B	M24B-E000068	PGE2	modulates	EP4	medium-high	high	21075851	9283702;11597569;30510193;33643295	exact PGE2-EP4 prostanoid-GPCR edge; receptor branch separated from EP2	see Module 24B edge register	Module24A	PROMOTE	PGE2-EP4 activity is supported in primary spinal cultures and by independent recombinant EP4 binding, desensitization, structural, and myeloid functional studies.	High confidence is the molecular/receptor branch; EP2 and other prostanoid receptors remain separate; the primary SCI evidence is spinal culture or neuroinflammation rather than contusion.
24A→24B	M24B-E000078	RETN/resistin	activates	MyD88/MAPK/NFkB	medium-high	high	19754671	22961082;28286252	exact resistin-TLR4/MD2 complex edge; receptor-proximal signaling	see Module 24B edge register	Module24A	PROMOTE	Primary human or mouse TLR4 reconstitution and blockade studies support resistin-TLR4/MD2 inflammatory signaling; independent central binding and macrophage studies reproduce TLR4-dependent resistin effects.	High confidence is a molecular complex edge, not SCI evidence; TLR4/MD2 context and tissue-specific resistin biology remain limitations.
24A→24B	M24B-E000087	FLRT3	binds	FLRT3	medium-high	high	25374360	16872596;16440004	exact FLRT3-FLRT3 homophilic adhesion edge; not a downstream signaling claim	see Module 24B edge register	Module24A	PROMOTE	FLRT3 LRR interface mutants and full-length aggregation support FLRT3-FLRT3 homophilic adhesion, with independent developmental studies showing FLRT3-family homophilic contact localization.	This promotes a molecular adhesion edge only; some studies find no soluble or trans homophilic binding, and heterophilic FLRT3-ADGRL3/UNC5 edges must remain separate from adhesion and SCI function.
24A→24B	M24B-E000098	LEAP2	antagonizes	GHSR	medium-high	high	31539874	29233536;31499133	exact LEAP2-GHSR antagonist/inverse-agonist molecular edge	see Module 24B edge register	Module24A	PROMOTE	GHSR-null specificity and ghrelin-challenge experiments establish LEAP2 antagonism; independent discovery and fluorescent-LEAP2 studies show GHSR binding, antagonism, and inverse agonism.	High confidence is molecular/pharmacologic; no SCI evidence and the evidence is not a purified structural binding assay.
24A→24B	M24B-E000103	SAA1	binds/activates	TLR4/MD2	medium-high	high	35247611	42030894	exact SAA1-TLR4/MD2 complex edge with direct binding and independent microglia confirmation	see Module 24B edge register	Module24A	PROMOTE	SPR/co-IP and TLR4 or MD2 perturbation support direct SAA1-TLR4/MD2 engagement; an independent 2026 primary microglia study confirms biochemical interaction and TLR4/MD2-dependent inflammatory activation.	High confidence is the TLR4/MD2 complex edge; no SCI model; SAA1 receptor usage is context-dependent and the microglia study uses pharmacologic MD2/TLR4 perturbation.
24A→24B	M24B-E000104	SAA3	activates	TLR4/MD2/MyD88/p38/NFkB	medium-high	high	23858030	18820689	exact mouse SAA3-fragment-MD2/TLR4 complex edge; fragment boundary explicit	see Module 24B edge register	Module24A	PROMOTE	Synthetic SAA3(20-86) and (43-57) peptides show direct SPR binding to purified TLR4/MD2 and MD2-dependent signaling; an independent premetastatic primary study assigns TLR4 as a functional receptor for SAA3.	Promoted only for the defined mouse SAA3 peptide/MD2-TLR4 edge; not full-length human SAA3; no SCI model; downstream p38/NFkB remains separate.
24A→24B	M24B-E000106	VCAN	activates	TLR2:TLR6/CD14	medium-high	high	19122641	39861997	exact VCAN-TLR2:TLR6/CD14 complex edge; not a binary VCAN-TLR2 claim	see Module 24B edge register	Module24A	PROMOTE	Primary biochemical and cell studies identify a TLR2/TLR6/CD14 complex for VCAN inflammatory activity; an independent 2025 primary study reproduces VCAN-TLR2-MyD88 inflammatory signaling.	Promoted at the complex level only; no purified binary VCAN-TLR2 binding, no SCI model, and downstream macrophage polarization remains distinct.
24A→24B	M24B-E000110	CCL27	activates	CCR10	medium-high	high	11821900	10725697;40975172	exact CCL27-CCR10 chemokine-GPCR edge	see Module 24B edge register	Module24A	PROMOTE	Primary chemotaxis and recruitment studies support CCL27-CCR10, independently reproduced by the original orphan-receptor binding report and newer receptor selectivity/structure-function work.	High confidence is molecular only; no SCI model; skin-homing context and chemokine glycosaminoglycan presentation remain separate from the exact receptor edge.
24A→24B	M24B-E000111	CCL28	activates	CCR3	medium	high	10975800	40975172	exact CCL28-CCR3 chemokine-GPCR edge; dual-receptor usage retained	see Module 24B edge register	Module24A	PROMOTE	Primary CCL28-CCR3 comparator pharmacology is independently supported by receptor-selectivity and structural work distinguishing CCR3 from the shared CCR10 branch.	High confidence is the exact CCR3 edge, not exclusive receptor usage; CCL28-CCR10 remains separate; no SCI model.
24A→24B	M24B-E000115	CCL7	activates	CCR1	medium-high	high	16002730;30567735	11966759	exact CCL7-CCR1 chemokine-GPCR edge	see Module 24B edge register	Module24A	PROMOTE	Primary receptor pharmacology and a later two-site CCR1 binding/activation study identify CCL7 as a cognate CCR1 ligand; independent MCP chemokine work supports receptor-proximal signaling.	High confidence is molecular only; CCL7 is promiscuous across chemokine receptors and no SCI receptor-causal validation was located.
24A→24B	M24B-E000116	CCL7	activates	CCR2B	medium-high	high	16002730	8144937;11966759	exact CCL7-CCR2B chemokine-GPCR edge	see Module 24B edge register	Module24A	PROMOTE	Primary CCL7/MCP-3 receptor pharmacology plus independent MCP-3 chemotaxis and CCR2B-transfectant signaling studies support the exact CCR2B edge.	High confidence is molecular only; CCL7 is multi-receptor and no SCI receptor-causal validation was located; retain CCR1/CCR3 edges separately.
24A→24B	M24B-E000117	CCL7	activates	CCR3	medium	high	16002730	36998150	exact CCL7-CCR3 chemokine-GPCR edge; receptor-proximal effect distinct from pain output	see Module 24B edge register	Module24A	PROMOTE	Primary CCL7 receptor pharmacology and independent CCR3 antagonist experiments in trigeminal neurons support CCL7-CCR3 receptor-proximal signaling.	High confidence is molecular/receptor-proximal only; trigeminal pain and ERK are downstream; no SCI-specific receptor-causal validation and CCL7 also engages CCR2.
24A→24B	M24B-E000124	CIRBP	activates	TLR4/MD2	medium-high	high	24097189	28492546	exact extracellular CIRBP-CIRP-TLR4/MD2 complex edge with direct binding	see Module 24B edge register	Module24A	PROMOTE	Primary SPR and mutational evidence maps extracellular CIRP residues 106-125 to MD2/TLR4 signaling; independent trauma and inflammatory studies reproduce TLR4-dependent CIRP effects.	High confidence is a TLR4/MD2 complex edge, not a generic binary TLR4 claim; no SCI model and no endogenous lesion-source experiment.
24A→24B	M24B-E000126	DEFB2	binds/activates	TLR4	medium-high	high	12411706	18192488;21382485	exact mature mouse DEFB2-TLR4 ligand-receptor edge	see Module 24B edge register	Module24A	PROMOTE	Mature murine beta-defensin-2 directly acts as a TLR4 ligand in dendritic-cell assays; independent mouse studies reproduce TLR4/MyD88-dependent beta-defensin-2 responses.	Promoted only for mature mouse DEFB2; peptide and species identity matter; no SCI model and no claim about generic human beta-defensin or downstream outputs.
24A→24B	M24B-E000133	des-Arg9-bradykinin	activates	BDKRB1	medium-high	high	22862305	9276157;18182240	exact des-Arg9-bradykinin-BDKRB1 pharmacologic edge	see Module 24B edge register	Module24A	PROMOTE	Selective B1 agonist and antagonist experiments support a des-Arg9-bradykinin/BDKRB1 axis in rat SCI-associated bladder dysfunction; independent cloned-receptor pharmacology confirms des-Arg9-bradykinin activation of B1.	High confidence is pharmacologic; no purified binding or endogenous kallikrein cleavage/lesion-core ligand-source experiment.
24A→24B	M24B-E000144	bradykinin	activates	BDKRB2	medium-high	high	33621043	18255230;7508324	exact bradykinin-BDKRB2 pharmacologic edge	see Module 24B edge register	Module24A	PROMOTE	Bradykinin treatment and B2R expression or blockade improve inflammatory and locomotor outcomes after spinal ischemia; independent rat preconditioning and intrathecal antagonist studies support B2R mediation.	High confidence is pharmacologic; no purified bradykinin-B2R binding and no lesion-core endogenous release experiment; recovery is downstream of the receptor edge.
22B	22B	SREBF1	regulates	FAS	hold_exact_pair	high	12531699	9300785	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: SREBP binds the human FAS promoter and SREBP overexpression increases FAS transcription.	Human promoter/overexpression context.
22B	22B	NR5A1	regulates	STAR	hold_exact_pair	high	23530236	10919277	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: SF-1/NR5A1-dependent basal and cAMP-stimulated transcription maps to the human STAR promoter; site mutation supports activation.	Human steroidogenic-cell and cAMP context.
22B	22B	NR1I2	regulates	CYP3A4	hold_exact_pair	high	23807564	15100175	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: PXR/NR1I2 response elements in the human CYP3A4 promoter are functionally supported by site-directed mutagenesis.	Human hepatic/xenobiotic context.
22B	22B	ZEB1	regulates	CDH1	hold_exact_pair	high	23743934	42425527	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: ZEB1 loss increases CDH1 and attenuates TGF-beta-mediated CDH1 downregulation in human cells.	EMT/TGF-beta context.
22B	22B	SNAI2	regulates	CDH1	hold_exact_pair	high	22899291	20053763	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: SNAI2/TCF8 depletion restores CDH1 expression in independent human carcinoma models.	Functional corroboration includes an EMT-repressor panel; direct occupancy is not required for this call.
22B	22B	FOXM1	regulates	MYC	hold_exact_pair	high	23804320	18206647	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: FOXM1c directly transactivates the human MYC promoter through its TATA-box region.	Cancer-cell and FOXM1c isoform context.
22B	22B	Runx2	regulates	Bglap2	hold_exact_pair	high	21471200	27514023	exact TF-target primary pair plus independent corroboration	mouse	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: RUNX2 binds Bglap2 regulatory regions; RUNX2 phosphorylation is required for active chromatin and Bglap2 expression in mouse osteoblasts.	Mouse osteoblast differentiation context.
22B	22B	Rel	regulates	Il12b	hold_exact_pair	high	16166378	18523276	exact TF-target primary pair plus independent corroboration	mouse	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: Loss of mouse c-Rel/Rel impairs Il12b and Il23 subunit expression in macrophage responses.	Mouse macrophage/innate-stimulus context.
22B	22B	GATA1	regulates	EPOR	hold_exact_pair	high	23577103	7659529	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: A GATA1 site is required for human EPOR promoter activity and GATA1 transactivates the promoter.	Human erythroid differentiation context.
22B	22B	IRF7	regulates	CXCL10	hold_exact_pair	high	24701034	41361849	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: ChIP-seq plus IRF7 perturbation supports direct positive regulation of CXCL10 in human monocyte/macrophage inflammatory programs.	Human inflammatory-cell component; study also includes a mouse arthritis model.
22B	22B	Nfatc2	regulates	Il4	hold_exact_pair	high	25037220	8668213	exact TF-target primary pair plus independent corroboration	mouse	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: Recombinant NFAT1/Nfatc2 transactivates the IL4 promoter in T-cell assays.	T-cell activation and NFAT-complex context.
22B	22B	ZEB2	regulates	MEOX2	hold_exact_pair	high	20516212	24155330	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: MEOX2 is independently reported to be repressed by ZEB2 in a primary cardiac myofibroblast model.	TGF-beta/cardiac myofibroblast context.
22B	22B	PGR	regulates	IGFBP1	hold_exact_pair	high	15987820	11117526	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: Human PGR-A/PGR-B transactivate the IGFBP1 promoter through progesterone-response elements.	Human endometrial stromal-cell/progestin context.
22B	22B	Mafa	regulates	Pdx1	hold_exact_pair	high	17149590	12551916	exact TF-target primary pair plus independent corroboration	mouse	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: Mouse MafA/Mafa binds Pdx1 regulatory Area II and activates Pdx1 transcription.	Mouse beta-cell context.
22B	22B	MEF2A	regulates	JUN	hold_exact_pair	high	12054430	12075451	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: An MEF2A/MEF2D complex enhances c-JUN transcription, supporting MEF2A-to-JUN activation.	MEF2 heterodimer and TNF-response context.
22B	22B	CEBPD	regulates	PPARG	hold_exact_pair	high	18619497	10649448	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: Human C/EBPdelta/CEBPD binds and transactivates the PPARG2 promoter during stromal differentiation.	Human bone-marrow stromal/PPARG2 context.
22B	22B	ATF3	regulates	ASNS	hold_exact_pair	high	12881527	42436529	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: ATF3 binds directly to the ASNS promoter and activates transcription during glucose deprivation.	NSCLC and nutrient-stress context.
22B	22B	ETV5	regulates	MMP2	hold_exact_pair	high	22968857	17638886	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: ETV5 overexpression induces MMP2 with promoter binding, RNA interference, and functional support in human cells.	Tumor-cell invasion context.
22B	22B	NR1I3	regulates	CYP2B6	hold_exact_pair	high	19702527	30414935	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: CAR/NR1I3-dependent CYP2B6 induction is demonstrated in human HepG2 cells with regulatory reporter evidence.	Human hepatocyte-like/xenobiotic context.
22B	22B	E2F3	regulates	CDC6	hold_exact_pair	high	18541154	12411495	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: E2F3-associated regulatory sites at the human CDC6 promoter support E2F3-driven CDC6 transcription.	Cell-cycle and E2F/YY1 cooperation context.
22B	22B	PRDM1	regulates	CIITA	hold_exact_pair	high	16982896	16765445	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: PRDM1/Blimp1 binds and represses the human CIITA promoter.	Human plasma-cell differentiation context.
22B	22B	RB1	regulates	E2F1	hold_exact_pair	high	21602887	9326598;9671466	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: Independent studies support RB1 inhibition of E2F1 activity and reduction of E2F1 expression.	Cell-cycle-state dependence; one study emphasizes activity and one transcript regulation.
22B	22B	NRF1	regulates	FMR1	hold_exact_pair	high	9328468	15175277	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: NRF1 occupancy and perturbation support synergistic activation of the human FMR1 promoter.	Promoter/reporter and methylation context.
22B	22B	Nr0b1	regulates	Star	hold_exact_pair	high	19822634	9751505	exact TF-target primary pair plus independent corroboration	mouse	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: Mouse DAX1/NR0B1 represses the StAR promoter and steroidogenic expression.	Mouse adrenal/Y-1-cell context.
22B	22B	HDAC2	regulates	APAF1	hold_exact_pair	high	18834886	36864125	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: HDAC2/NuRD-dependent inhibition of APAF1 expression is independently reported in human cancer cells.	NuRD/TACC3 chromatin context; HDAC2 is not sequence-specific.
22B	22B	TBX5	regulates	NPPA	hold_exact_pair	high	18451335	14573514	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: TBX5 contributes to activation of the human NPPA/ANF promoter with NKX2-5 and GATA4.	Combinatorial cardiac promoter context.
22B	22B	KLF5	regulates	FGFBP1	hold_exact_pair	high	22632819	38087142	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: FGFBP1 is independently identified as a transcriptional target activated by KLF5 in human cancer cells.	Tumor-cell context.
22B	22B	NEUROG3	regulates	NEUROD1	hold_exact_pair	high	16855267	34352411	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: NEUROG3 occupancy at the human NEUROD1 locus plus NEUROG3 dependency supports positive regulation.	Human iPSC-derived endocrine progenitors; dependency plus occupancy, not occupancy alone.
22B	22B	SP4	regulates	KDR	hold_exact_pair	high	16574784	16678129	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: Human Sp4 binds the KDR promoter and Sp4-specific knockdown reduces KDR expression and promoter activity.	Pancreatic tumor-cell angiogenic context; Sp-family co-binding.
22B	22B	Tbx2	regulates	Cdkn1a	hold_exact_pair	high	23341776	33731112	exact TF-target primary pair plus independent corroboration	mouse	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: TBX2 directly represses Cdkn1a in developing mouse lung.	Mouse developmental-lung context.
22B	22B	Nr5a2	regulates	Pou5f1	hold_exact_pair	high	20943815	15831456	exact TF-target primary pair plus independent corroboration	mouse	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: Mouse NR5A2/LRH1 binds and activates the Pou5f1/Oct4 promoter/enhancer; disruption loses expression.	Mouse pluripotency-state context.
22B	22B	ELF1	regulates	MEIS1	hold_exact_pair	high	20600580	33473327	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: ELF1 binds MEIS1 and ELF1 silencing decreases MEIS1 in human glioma cells.	Glioma-cell oncogenic context.
22B	22B	Arid3a	regulates	Igh	hold_exact_pair	high	21955986	16507996	exact TF-target primary pair plus independent corroboration	mouse	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: Mouse ARID3A/Bright binds IgH regulatory MAR/enhancer sequences and activates IgH transcription.	B-cell differentiation and IgH-locus context.
22B	22B	CUX1	regulates	WNT5A	hold_exact_pair	high	23359789	17227781	exact TF-target primary pair plus independent corroboration	human	public TF union / Module 22B	promote_to_22B	Supervised literature promotion round 2026-08-26: CUX1/CUTL1 increases WNT5A RNA, protein, and promoter activity; RNA interference reduces it.	Human tumor-cell context.
