extraction_id	module	b_edge_id	b_evidence_id	evidence_layer	canonical_paper_key	paper_status	observation_status	observation_id_or_action	observation_value_or_blocker	observation_source_section	observation_figure_or_table	observation_species	observation_cell_or_model	observation_assay	observation_perturbation	claim_status	claim_id_or_action	claim_text_or_blocker	claim_source_section	confidence	context_and_limitations	source_locator	search_boundary	reviewer_notes
M22B-P2-R-000277	22B	M22B-E000037	M22B-EVID-000330	ligand_receptor_or_direct_molecular	PMCID:PMC8739224; PMID:35002622; DOI:10.3389/fnmol.2021.790213	validated_primary_paper	validated_primary_observation	OBS-M22B-PH2-000330	DOI increased pCREB enrichment at a putative Bdnf1 promoter CRE and increased Bdnf1 expression, but CREBalpha-delta knockout did not abolish induction. Occupancy is established while functional CREB necessity remains incomplete.	Results: DOI pCREB/gene expression; Methods: pCREB ChIP-qPCR	Figure 3; Figure 4	Rat; mouse	Primary rat cortical neurons; rodent neocortex; CREBalpha-delta knockout comparison	pCREB ChIP-qPCR; qPCR; immunoblot; knockout comparison	DOI; 5-HT2A antagonist/knockout comparator; CREBalpha-delta knockout	validated_direct_tf_target_bounded	CLAIM-M22B-PH2-000330	Promote direct pCREB-to-Bdnf1 promoter occupancy downstream of DOI/5-HT2A, with functional CREB dependence bounded because induction persisted in CREBalpha-delta knockout mice. Do not infer endogenous serotonin or SCI transfer.	Results; Discussion	High for promoter enrichment; medium-bounded for functional necessity, receptor attribution, and SCI transfer	The source reports promoter pCREB occupancy but not a simple necessary-and-sufficient CREB model for Bdnf1.	PMCID:PMC8739224; PMID:35002622; DOI:10.3389/fnmol.2021.790213; https://pmc.ncbi.nlm.nih.gov/articles/PMC8739224/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch088_PMC8739224_full.xml	Primary PMC full text retrieved and checked 2026-08-21; ChIP-qPCR supports promoter enrichment while functional CREB dependence is incomplete.	Direct occupancy, functional dependence, and receptor attribution remain distinct.
M22B-P2-R-000279	22B	M22B-E000108	M22B-EVID-000332	ligand_receptor_or_direct_molecular	PMCID:PMC8739224; PMID:35002622; DOI:10.3389/fnmol.2021.790213	validated_primary_paper	validated_primary_observation	OBS-M22B-PH2-000332	DOI increased pCREB enrichment at a putative cFos promoter CRE in rodent neocortex, and DOI-induced cFos expression was attenuated in CREBalpha-delta knockout mice. The paper also reports 5-HT2A antagonist/receptor-deficient controls, supporting a bounded direct pCREB-to-cFos promoter edge.	Results: DOI pCREB and gene expression; Methods: pCREB ChIP-qPCR	Figure 3; Figure 4	Rat; mouse	Primary rat cortical neurons; rodent neocortex; 5-HT2A- and CREB-deficient mice	pCREB ChIP-qPCR; qPCR; immunoblot; antagonist and knockout comparison	DOI; MDL100,907; 5-HT2A knockout; CREBalpha-delta knockout	validated_direct_tf_target	CLAIM-M22B-PH2-000332	Promote the direct pCREB-to-cFos promoter edge downstream of DOI-activated 5-HT2A in cortical models. Keep synthetic DOI and endogenous serotonin separate and do not transfer the cortical result to SCI.	Results; Discussion	High for pCREB promoter enrichment and CREB-dependent cFos induction; bounded for endogenous serotonin, receptor transfer, isoforms, and SCI transfer	The direct pCREB record is from a synthetic 5-HT2A agonist and cortical models; receptor pathway and promoter occupancy are not collapsed.	PMCID:PMC8739224; PMID:35002622; DOI:10.3389/fnmol.2021.790213; https://pmc.ncbi.nlm.nih.gov/articles/PMC8739224/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch088_PMC8739224_full.xml	Primary PMC full text checked 2026-08-21; pCREB ChIP-qPCR and CREB knockout evidence were validated. No endogenous serotonin release experiment was present.	Direct TF-target evidence remains distinct from broader 5-HT2A pathway output.
M22B-P2-R-000282	22B	M22B-E000046	M22B-EVID-000336	ligand_receptor_or_direct_molecular	PMCID:PMC2614332; PMID:19041748; DOI:10.1016/j.cell.2008.09.059	validated_primary_paper	validated_primary_observation	OBS-M22B-PH2-000336	Gut-derived serotonin produced through Tph1 acted on Htr1b in mouse osteoblasts, reduced CREB phosphorylation/function, and reduced CycD1 expression and osteoblast proliferation. Serotonin treatment was associated with CREB binding at the consensus CRE in the CycD1 promoter by ChIP, with Htr1b genetic controls and Creb perturbation in the bone pathway.	Results: Htr1b osteoblast signaling; Results: Lrp5/serotonin/CREB; Discussion	Figures 5-7; Figure 6C	Mouse	Primary mouse osteoblasts; gut enterochromaffin cells; Htr1b, Tph1, Lrp5, and Creb conditional/genetic models	CREB ChIP at CycD1 CRE; phospho-CREB western blot; qPCR; BrdU/proliferation; histomorphometry; genetic epistasis	Serotonin; Htr1b knockout; Tph1 gut deletion; Lrp5 gut/osteoblast manipulations; Creb perturbation	validated_direct_tf_target_bounded	CLAIM-M22B-PH2-000336	Promote the gut Tph1-serotonin-to-Htr1b osteoblast pathway with CREB binding at the CycD1 promoter and reduced CycD1/proliferation output. Keep the direct CREB-CycD1 promoter record separate from the upstream gut Lrp5-Tph1 endocrine branch and do not transfer the bone phenotype to SCI.	Results; Discussion	High for the mouse Htr1b-CREB-CycD1 pathway and promoter ChIP; bounded for direct serotonin-Htr1b binding, exact CREB isoform/cofactor requirements, and SCI transfer	The direct ChIP and osteoblast pathway are mouse comparator evidence; receptor binding and SCI transfer remain bounded.	PMCID:PMC2614332; PMID:19041748; DOI:10.1016/j.cell.2008.09.059; https://pmc.ncbi.nlm.nih.gov/articles/PMC2614332/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch089_PMC2614332_full.xml	Primary PMC full text and PubMed record checked 2026-08-21; the study directly separates gut Tph1 serotonin production from osteoblast Htr1b signaling and reports CREB ChIP at the CycD1 CRE.	Endocrine source, receptor branch, direct TF-target, and osteoblast function remain distinct.
M22B-P2-R-000283	22B	M22B-E000024	M22B-EVID-000340	downstream_or_functional	PMCID:PMC8739224; PMID:35002622; DOI:10.3389/fnmol.2021.790213	validated_primary_paper	validated_primary_observation	OBS-M22B-PH2-000340	DOI/5-HT2A activation increased pCREB and a neuronal plasticity-associated gene program including Arc, Bdnf1, Cebpb, and cFos in rodent cortical models; pathway inhibitors, receptor loss, and CREB loss separated gene-specific dependence. This is a composite program record and does not replace the separate direct Arc, Bdnf1, Cebpb, and cFos promoter records.	Abstract; Results: 5-HT2A, PLC/MAPK/CaMKII, pCREB, and gene expression	Figures 1-4 and promoter ChIP-qPCR	Rat; mouse	Primary rat cortical neurons; rat neocortex; 5-HT2A- and CREB-deficient mouse neocortex	qPCR; pCREB western blot/immunofluorescence; pathway inhibitors; receptor and CREB knockout; promoter ChIP-qPCR	DOI; MDL100,907; U73122; U0126; KN-62; 5-HT2A knockout; CREBalpha-delta knockout	validated_functional_program	CLAIM-M22B-PH2-000340	Promote the bounded 5-HT2A-PLC/MAPK/CaMKII-pCREB neuronal plasticity program, while pointing to the separate direct promoter records for Arc, Cebpb, cFos, and bounded Bdnf1. Do not infer endogenous serotonin or SCI repair relevance.	Results; Discussion	High for the composite cortical program; bounded for exact receptor branch, endogenous serotonin, gene-specific sufficiency, and SCI transfer	The composite program is 5-HT2A/DOI cortical evidence; its direct target components are retained as separate records rather than collapsed.	PMCID:PMC8739224; PMID:35002622; DOI:10.3389/fnmol.2021.790213; https://pmc.ncbi.nlm.nih.gov/articles/PMC8739224/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch088_PMC8739224_full.xml	Primary PMC full text checked 2026-08-21; no additional direct edge beyond the separately recorded promoter observations was inferred.	Composite pathway/function record points to distinct direct TF-target records.
M22B-P2-R-000288	22B	M22B-E000037	M22B-EVID-000350	ligand_receptor_or_direct_molecular	PMCID:PMC8739224; PMID:35002622; DOI:10.3389/fnmol.2021.790213	validated_primary_paper	reuse_validated_observation	REUSE_OBSERVATION_STAGING:M22B-O-PH2-000330	Reuse the validated direct pCREB-to-Bdnf1 promoter occupancy observation from B-22B-032, preserving the caveat that CREBalpha-delta knockout did not abolish Bdnf1 induction.	Results: DOI pCREB/gene expression; Methods: pCREB ChIP-qPCR	Figure 3; Figure 4	Rat; mouse	Rodent cortical neurons/neocortex; CREBalpha-delta knockout comparison	pCREB ChIP-qPCR; qPCR; knockout comparison	DOI; 5-HT2A antagonist/knockout comparator; CREBalpha-delta knockout	REUSE_DIRECT_TF_TARGET_BOUNDED	REUSE_AUTHOR_CLAIM_STAGING:M22B-C-PH2-000330	Reuse the direct pCREB-to-Bdnf1 occupancy edge without creating a duplicate edge; retain incomplete functional CREB dependence and cortical/DOI limits.	Results; Discussion	High for occupancy; bounded for functional necessity, endogenous ligand, receptor attribution, and SCI transfer	Shared direct observation from M22B-P2-R-000277; no new Bdnf1 experiment was added.	PMCID:PMC8739224; PMID:35002622; DOI:10.3389/fnmol.2021.790213; local=shared observation from M22B-P2-R-000277	Primary PMC full text checked 2026-08-21; no new direct evidence was added.	Direct occupancy reuse; functional caveat preserved.
M22B-P2-R-000290	22B	M22B-E000108	M22B-EVID-000352	ligand_receptor_or_direct_molecular	PMCID:PMC8739224; PMID:35002622; DOI:10.3389/fnmol.2021.790213	validated_primary_paper	reuse_validated_observation	REUSE_OBSERVATION_STAGING:M22B-O-PH2-000332	Reuse the validated direct pCREB-to-cFos promoter observation from B-22B-033. No duplicate cFos edge is created.	Results: DOI pCREB/gene expression; Methods: pCREB ChIP-qPCR	Figure 3; Figure 4	Rat; mouse	Rodent cortical neurons/neocortex; 5-HT2A- and CREB-deficient mice	pCREB ChIP-qPCR; qPCR; antagonist and knockout comparison	DOI; MDL100,907; 5-HT2A knockout; CREBalpha-delta knockout	REUSE_DIRECT_TF_TARGET	REUSE_AUTHOR_CLAIM_STAGING:M22B-C-PH2-000332	Reuse the direct pCREB-to-cFos promoter edge without duplicating the edge or inferring endogenous serotonin/SCI transfer.	Results; Discussion	High for shared direct observation; bounded for endogenous ligand, receptor transfer, isoforms, and SCI transfer	Shared direct observation from M22B-P2-R-000279; no new cFos experiment was added.	PMCID:PMC8739224; PMID:35002622; DOI:10.3389/fnmol.2021.790213; local=shared observation from M22B-P2-R-000279	Primary PMC full text checked 2026-08-21; no new direct evidence was added.	Direct TF-target reuse; no duplicate edge.
M22B-P2-R-000305	22B	M22B-E000378	M22B-EVID-000378	ligand_receptor_or_direct_molecular	PMCID:PMC2658057; PMID:19106105; DOI:10.1074/jbc.M806676200	validated_primary_full_text	validated_observation	M22B-O-PH2-000378	Activin treatment of alphaT3-1 gonadotrope cells recruited endogenous Smad3 and FoxL2 to the Fst intronic enhancer containing SBE1 and FKHB sites; FoxL2 and Smad3 cooperated in Fst transcription.	Abstract; Results; Chromatin immunoprecipitation assays	Figures 1-6; Fst intronic SBE1/FKHB enhancer	Mouse	alphaT3-1 gonadotrope cells; mouse pituitary context	ChIP-qPCR; reporter assays; protein interaction/proteomics; shRNA perturbation	Activin A; FoxL2 overexpression or shRNA; Smad3 pathway perturbation	VALIDATED_DIRECT_TF_TARGET	M22B-C-PH2-000378	Activin A-ACVR1B/ALK4-Smad3 with FoxL2 directly supports recruitment to the Fst intronic enhancer and Fst transcription in alphaT3-1 cells; the primary paper supports Smad3 plus FoxL2, not Smad2 occupancy.	Abstract; Results; ChIP assays	High for direct enhancer occupancy in the reported model; bounded for receptor-complex resolution and SCI transfer	The queue wording names SMAD2/3, but this paper specifically demonstrates Smad3 and FoxL2; the type-II receptor composition is not isolated in the cited experiments, and no spinal-cord model is used.	PMCID:PMC2658057; local full text retry_B22B_batch091_PMC2658057_full.xml	Primary PMC full text retrieved and checked 2026-08-21; direct ChIP and enhancer evidence retained with the Smad2 wording corrected to Smad3.	Promote corrected bounded direct enhancer edge.
M22B-P2-R-000025A	22B	M22B-E000100	M22B-EVID-000616	ligand_receptor_or_direct_molecular	PMCID:PMC4207064; PMID:7718243; DOI:10.1016/0896-6273(95)90225-2	validated_primary_fulltext	validated_full_text_importable	CREATE_OBSERVATION_STAGING:M22B-O-PH2-000025A	In neuron-enriched primary rat embryonic striatal cultures, dopamine/Ro20-1724 induced prodynorphin mRNA and a prodynorphin-CAT reporter containing the three upstream DynCRE elements. Deletion of the two 5-prime DynCREs or all three DynCREs markedly reduced dopamine-responsive CAT activity. Electrophoretic mobility shift and supershift assays with striatal extracts showed CREB-like protein binding to DynCRE1, DynCRE2, and DynCRE3, with CREB antiserum identifying the complex; the putative noncanonical AP-1-like element did not show comparable binding. Dopamine-induced CREB Ser133 phosphorylation and the CREB supershift were blocked by the D1 antagonist SCH-23390, while D1 agonists reproduced the response and D2/D3 agonist quinpirole did not. The record therefore supports a D1-to-CREB-to-DynCRE/Pdyn regulatory branch with direct DNA binding measured in extracts, not endogenous chromatin occupancy.	Results: Three CREs in the prodynorphin promoter are required for cAMP responsiveness; Results: gel-shift competition assays; Results: CREB supershift; Results: phosphorylation of CREB in response to dopamine	Figures 3-7; promoter constructs and DynCRE1-3 sequences in Methods	Rat	Neuron-enriched primary embryonic day 19 rat striatal cultures, estimated greater than 80% neuronal; chronic amphetamine-treated rat striatum comparator	Prodynorphin Northern blot; promoter-CAT transfection and CAT assay; EMSA/gel-shift competition; CREB and phospho-CREB supershift; cAMP assay; immunoblot/immunohistochemistry in rat striatum	Dopamine 50 micromolar with Ro20-1724; forskolin; D1 antagonist SCH-23390 100 micromolar; D1 agonists SKF-82938 and SKF-38393; D2/D3 agonist quinpirole; chronic amphetamine in vivo	validated_author_claim	CREATE_AUTHOR_CLAIM_STAGING:M22B-C-PH2-000025A	The authors conclude that D1 dopamine receptor stimulation couples through CREB phosphorylation to the three functional upstream prodynorphin CREs and induces prodynorphin transcription in striatal neurons; they reject the putative noncanonical AP-1-like site as the relevant binding element in this primary striatal model.	Abstract; Results: CREB supershift and dopamine-dependent phosphorylation; Discussion	High for the measured D1-antagonist-sensitive CREB phosphorylation, CREB/DynCRE extract binding, and promoter-reporter dependence; bounded for endogenous chromatin occupancy	The study uses a D1/D5-selective antagonist and cultured striatal neurons; the lack of intrastriatal D5 receptors supports D1 attribution but does not constitute a purified DRD1-specific binding assay. EMSA/supershift demonstrates DNA binding in cell extracts, not in vivo chromatin occupancy. The submitted DOPA-DDC_SLC6A3 source composite was not perturbed, and no SCI receiver-cell transfer or direct dopamine-DRD1 affinity was inferred.	PMCID:PMC4207064; PMID:7718243; DOI:10.1016/0896-6273(95)90225-2; https://pmc.ncbi.nlm.nih.gov/articles/PMC4207064/; https://pubmed.ncbi.nlm.nih.gov/7718243/; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC4207064_DRD1_CREB_Pdyn.xml	Official PMC full text was retrieved externally on 2026-08-24 and reviewed through Abstract, Results, figures 2-7 and legends, Methods, and Discussion. The extraction retains the exact EMSA/supershift and promoter-deletion assays and does not substitute later ChIP or pathway summaries.	Primary-source recovery promotes the D1/CREB/DynCRE/Pdyn direct regulatory branch while keeping receptor binding, chromatin occupancy, source-enzyme, and SCI boundaries explicit.
M22B-P2-R-000334	22B	M22B-E000100	M22B-EVID-000616	ligand_receptor_or_direct_molecular	PMCID:PMC4207064; PMID:7718243; DOI:10.1016/0896-6273(95)90225-2	validated_primary_full_text	validated_observation	M22B-O-PH2-000616	Dopamine stimulation of primary rat striatal neurons caused D1-dependent CREB Ser133 phosphorylation; CREB bound the three prodynorphin DynCRE elements, and promoter deletion/mutagenesis showed these elements were required for dopamine-responsive Pdyn transcription.	Abstract; Results; promoter and CREB binding analyses	Figures 2-8	Rat	Primary rat striatal neuron-enriched cultures; rat striatal tissue after chronic amphetamine	Promoter deletion/CAT reporter; EMSA and CREB supershift; phospho-CREB immunoassay; dopamine receptor antagonist/agonist tests	Dopamine; forskolin; SCH-23390; D1 agonists; D2/D3 agonist quinpirole; chronic amphetamine	VALIDATED_DIRECT_TF_TARGET	M22B-C-PH2-000616	Dopamine-D1-cAMP-CREB directly supports CREB binding at the prodynorphin DynCRE elements and dopamine-responsive Pdyn transcription in rat striatal neurons.	Abstract; Results; Figures 4-8	High for the D1-dependent CREB/DynCRE promoter evidence; bounded for endogenous source coupling and SCI transfer	The direct evidence is CREB supershift/element binding plus promoter deletion, not genome-wide chromatin occupancy. DDC/SLC6A3 source handling was not manipulated; the model is striatal, not SCI.	PMCID:PMC4207064; local full text retry_B22B_batch095_PMC4207064_full.xml	Primary PMC full text retrieved and checked 2026-08-21; D1 dependence, CREB supershift, DynCRE binding, promoter deletion, and Pdyn induction verified.	Promote bounded direct promoter edge.
M22B-P2-R-000338	22B	M22B-E000336	M22B-EVID-000620	ligand_receptor_or_direct_molecular	PMCID:PMC6094125; PMID:30037996; DOI:10.1073/pnas.1800930115	validated_primary_full_text	validated_observation	M22B-O-PH2-000620	Eda/EDAR signaling increased RelB occupancy at the Ltb and human Tnfrsf9 promoter regions and recruited BAF chromatin-remodeling components; RelB, BAF, and Tfg perturbations reduced Eda-induced target transcription. Mouse Tnfrsf9 lacked the relevant NF-kB site in the tested skin context.	Abstract; Results; Eda-induced BAF components bind Eda-target promoters	Figure 5E-F; Supplementary Figure S7	Mouse; human	Human HaCaT Edar-positive cells; WT/Tabby mouse eyelids and skin appendage models	RelB ChIP-qPCR; BAF/Tfg ChIP-qPCR; RNA profiling; qPCR; siRNA knockdown; chromatin accessibility assays	Eda-A1 conditioned medium; Edar-positive/negative cells; RelB/BRG1/BAF/Tfg knockdown; WT/Tabby mice	VALIDATED_DIRECT_TF_TARGET	M22B-C-PH2-000620	Eda-A1-EDAR signaling directly supports RelB occupancy and RelB/BAF-dependent transcription at the Ltb promoter; Tnfrsf9 occupancy is human-cell-specific in this study and is not transferred to mouse skin.	Abstract; Results; Figure 5	High for the direct RelB promoter evidence and species limitation; bounded for generic Eda, exact ligand isoform, and SCI transfer	The direct occupancy claim is for Eda-A1/EDAR and RelB in skin/HaCaT contexts. BAF recruitment is a distinct chromatin-remodeling layer; do not collapse it into a direct RelB-to-every-target claim.	PMCID:PMC6094125; local full text retry_B22B_batch095_PMC6094125_full.xml	Primary PMC full text retrieved and checked 2026-08-21; RelB ChIP-qPCR, target-promoter, BAF recruitment, species-specific Tnfrsf9 limitation, and Eda/Edar perturbations verified.	Promote direct bounded RelB-Ltb promoter edge; preserve Tnfrsf9 species qualifier.
M22B-P2-R-000017A	22B	M22B-E000158	M22B-EVID-000622	ligand_receptor_or_direct_molecular	PMCID:PMC3352154; PMID:22593802; DOI:10.1177/1947601911431885	validated_primary_fulltext	validated_full_text_importable	CREATE_OBSERVATION_STAGING:M22B-O-PH2-000017A	In human LNCaP and PC3 prostate-cancer cells, EGF induced EGR1 transcription in a dose- and time-dependent manner. MEK/ERK inhibition with PD98059 attenuated the EGF response by approximately 98% in LNCaP cells and 88% in PC3 cells; EGF induced EGFR and ERK phosphorylation, while the inhibitor suppressed ERK phosphorylation. EGR1-promoter deletion mapping localized the principal EGF-responsive region to -771 to -245 bp containing proximal serum-response elements.	Results and Discussion: Regulation of EGR1 by epidermal growth factor via the ERK pathway; Analyses of the EGR1 promoter identified several SRE binding sites and the EGF-responsive region	Figs. 1-2	Human	LNCaP, CWR, and PC3 human prostate-cancer cell lines	RT-qPCR for EGR1 transcripts; immunoblotting for phospho-EGFR/phospho-ERK; EGR1 promoter deletion luciferase assays	EGF 50 ng/ml or dose series; 50 micromolar PD98059 pretreatment; promoter deletions at -1260, -771, and -245 bp	validated_author_claim	CREATE_AUTHOR_CLAIM_STAGING:M22B-C-PH2-000017A	The authors conclude that EGF regulates EGR1 transcription through an ERK-dependent pathway and that the proximal EGR1 promoter SRE region is required for the EGF response.	Abstract; Results and Discussion	High for the EGF-ERK dependence and promoter-region requirement; bounded for receptor-complex specificity	This is pathway and promoter-regulatory evidence in human prostate-cancer cells. It supports the registered EGF-EGFR-ERK branch but does not isolate a particular EGFR dimer or establish direct EGF-EGFR affinity in this paper. The LNCaP and PC3 responses differ in ELK1 dependence, and no SCI receiver-cell transfer was inferred.	PMCID:PMC3352154; PMID:22593802; DOI:10.1177/1947601911431885; https://pmc.ncbi.nlm.nih.gov/articles/PMC3352154/; https://pubmed.ncbi.nlm.nih.gov/22593802/; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC3352154_EGF_ELK1_EGR1.xml	Official PMC full text was retrieved externally on 2026-08-24 and reviewed through Abstract, Results, figure legends, Methods, and Discussion. The source supports an EGF-ERK-EGR1 promoter branch; direct ligand-binding and SCI-specific evidence were not present.	Full-text recovery validates the EGF-ERK pathway and EGR1-promoter regulatory context while retaining receptor-complex and SCI boundaries.
M22B-P2-R-000017B	22B	M22B-E000158	M22B-EVID-000622	ligand_receptor_or_direct_molecular	PMCID:PMC3352154; PMID:22593802; DOI:10.1177/1947601911431885	validated_primary_fulltext	validated_full_text_importable	CREATE_OBSERVATION_STAGING:M22B-O-PH2-000017B	In PC3 cells, EGF enhanced ELK1 occupancy at the proximal EGR1 promoter SRE cluster approximately sixfold over control by in-vivo ChIP at the -603 to -315 bp region containing four predicted ELK1/SRF sites. ELK1 overexpression increased activity of the -771 EGR1 promoter construct, whereas the ELK1 DNA-binding-domain deletion reduced activation and dominant-negative Elk-En suppressed EGF-mediated promoter activity by more than 76%. The result is direct ELK1-to-EGR1 promoter evidence in this model, not a generic ERK-to-all-TF or direct EGF-receptor binding claim.	Results and Discussion: Chromatin immunoprecipitation analysis of the proximal region of SRE sites within the EGR1 promoter; Results and Discussion: Activation of the -771 hEGR1 promoter is enhanced by Elk-1 expression and inhibited by a dominant negative Elk-1	Figs. 3-4	Human	PC3 human prostate-cancer cells; LNCaP comparator	In-vivo ChIP-qPCR/endpoint PCR; EGR1-promoter luciferase reporter; ELK1 overexpression, DNA-binding-domain deletion, and dominant-negative repression	EGF 50 ng/ml for 30 minutes to 1 hour; ELK1, ELK1-deltaDBD, or Elk-En co-transfection	validated_author_claim	CREATE_AUTHOR_CLAIM_STAGING:M22B-C-PH2-000017B	The authors conclude that ELK1 is recruited to the EGF-responsive EGR1 promoter region and is necessary and sufficient for EGF-mediated EGR1 promoter activation in PC3 cells.	Abstract; Results and Discussion; Discussion	High for PC3 ELK1 occupancy and promoter perturbation; moderate for generalization beyond PC3	The direct target record is cell-line specific: EGF had little effect on ELK1 occupancy in LNCaP cells, where other TCF family members may contribute. The experiments establish promoter occupancy and reporter causality but not a complete endogenous EGR1 transcription mechanism for every EGFR context. No SCI receiver-cell evidence or Module 20A change was made.	PMCID:PMC3352154; PMID:22593802; DOI:10.1177/1947601911431885; https://pmc.ncbi.nlm.nih.gov/articles/PMC3352154/; https://pubmed.ncbi.nlm.nih.gov/22593802/; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_PMC3352154_EGF_ELK1_EGR1.xml	Official PMC full text was retrieved externally on 2026-08-24 and reviewed through Abstract, Results, figure legends, Methods, and Discussion. Exact ChIP region, EGF timing, promoter constructs, and ELK1 perturbations were retained. The record remains bounded to ELK1/EGR1 in PC3 cells.	Direct TF-target recovery promotes the registered ELK1-to-EGR1 promoter edge while preserving the PC3-specific and receptor-complex limitations.
M22B-P2-R-000340	22B	M22B-E000158	M22B-EVID-000622	ligand_receptor_or_direct_molecular	PMCID:PMC3352154; PMID:22593802; DOI:10.1177/1947601911431885	validated_primary_full_text	validated_observation	M22B-O-PH2-000622	EGF induced EGR1 transcription in LNCaP and PC3 prostate cancer cells; MEK inhibition with PD98059 attenuated the response. In PC3 cells, EGF enhanced Elk-1 occupancy at the proximal EGR1 promoter SRE region (-603 to -315 bp; approximately sixfold over control), and Elk-1 overexpression activated while dominant-negative Elk-1 suppressed the EGR1 promoter.	Abstract; Results and Discussion; EGR1 promoter analyses; Elk-1 ChIP and perturbation results	Figures 1-4; proximal SRE ChIP in Figure 3; promoter perturbation in Figure 4	human	human LNCaP and PC3 prostate cancer cell lines	RT-PCR; phospho-protein immunoblot; EGR1 promoter deletion luciferase; in vivo chromatin immunoprecipitation; Elk-1 overexpression and dominant-negative repression	EGF; PD98059; Elk-1 expression; Elk-1 delta-DBD; Elk-En dominant-negative construct	VALIDATED_DIRECT_TF_TARGET	M22B-C-PH2-000622	EGF-EGFR-ERK signaling directly supports Elk-1 occupancy and Elk-1-dependent activation of the human EGR1 promoter in PC3 cells; the LNCaP branch is not equivalent because EGF did not enhance Elk-1 occupancy there and another TCF factor may contribute.	Results and Discussion; EGR1 promoter analyses; Elk-1 ChIP and perturbation results	High for direct Elk-1-EGR1 promoter regulation in PC3 cells; bounded for exact EGFR-complex assignment and SCI transfer	The study demonstrates EGF-induced EGFR phosphorylation and ERK dependence but does not selectively reconstitute an EGFR dimer or test SCI receiver cells. Promoter deletion, ChIP, overexpression, and dominant-negative evidence support the direct Elk-1 target claim; no broader Elk-1 target set is inferred.	PMCID:PMC3352154; local full text retry_B22B_batch041_PMC3352154_EGF_EGR1.html	Primary PMC full text retrieved and checked 2026-08-21; exact EGFR, ERK, Elk-1, EGR1 promoter, ChIP, and perturbation passages were verified. No inference was made for LNCaP as an identical Elk-1 branch.	Promote the direct PC3 EGF-ERK-Elk-1-EGR1 promoter edge; retain cell-line-specific limitation.
M22B-P2-R-000347	22B	M22B-E000096	M22B-EVID-000942	ligand_receptor_or_direct_molecular	PMCID:PMC3798379; PMID:24147136; DOI:10.1371/journal.pone.0078522	validated_primary_full_text	validated_observation	M22B-O-PH2-000942	Glucagon induced the mouse Nedd4l-short transcript and protein in primary hepatocytes and fasting liver. The alternate Nedd4l-short promoter contained a functional CRE2 site; mutation reduced cAMP-stimulated reporter activity, dominant-negative CREB blocked induction, and CREB ChIP recovered the endogenous Nedd4l locus near CRE2. CRTC2 contributed to glucagon-stimulated expression.	Results; Nedd4l-short induction; CREB target-gene analysis	Figures 1-3; Figure 2B CREB ChIP and promoter perturbation	Mouse	Primary mouse hepatocytes; mouse liver; HEK293T promoter-reporter comparator	RT-qPCR; immunoblot; promoter luciferase and CRE mutagenesis; dominant-negative CREB; endogenous CREB ChIP; siRNA/adenoviral perturbation	Glucagon 100 nM; forskolin/IBMX; CRE1/CRE2 mutation; ACREB; CREB ChIP; CRTC2 perturbation	VALIDATED_DIRECT_TF_TARGET	M22B-C-PH2-000942	Glucagon-cAMP/PKA-CREB/CRTC2 signaling directly supports CREB occupancy and transcriptional regulation of the mouse Nedd4l-short promoter at the CRE2 region; the exact GCGR requirement was not independently silenced in this Nedd4l study.	Results; CREB target-gene analysis	High for CREB-Nedd4l-short promoter regulation; bounded for receptor-specific GCGR attribution and SCI transfer	The study uses glucagon-responsive hepatocytes and fasting liver rather than selective GCGR loss-of-function, and Nedd4l depletion did not alter gluconeogenic output. The direct edge is CREB occupancy/perturbation at Nedd4l-short, not a claim that all GCGR outputs use this locus.	PMCID:PMC3798379; local full text retry_B22B_batch043_PMC3798379_GCGR_NEDD4L.html	Primary PMC full text retrieved and checked 2026-08-21; glucagon, CRE2 mutation, ACREB, CREB ChIP, CRTC2, and endogenous Nedd4l passages were verified. No GCGR-specific knockout inference was added.	Promote direct glucagon-context CREB-Nedd4l-short promoter evidence; retain GCGR-dependence limitation.
