"extraction_id"	"module"	"b_evidence_id"	"canonical_paper_key"	"source_locator"	"identity_resolution_status"	"unresolved_reason"	"authoritative_source"
"M20B-P2-R-003934-R121A"	"20B"	"M20B-EVID-003934-P2-DIRECT"	"PMID:18684971; DOI:10.4049/jimmunol.181.4.2799; PMID:23695682; DOI:10.1038/ncomms2880"	"PMID:18684971; DOI:10.4049/jimmunol.181.4.2799; PMID:23695682; DOI:10.1038/ncomms2880; https://pubmed.ncbi.nlm.nih.gov/18684971/; https://pubmed.ncbi.nlm.nih.gov/23695682/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL17_batch121_pubmed_abstracts.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-003934-P2-RELAY"	"20B"	"M20B-EVID-003934-P2-RELAY"	""	"PMID:17035243; DOI:10.1074/jbc.C600256200"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-003935"	"20B"	"M20B-EVID-003935"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-003937"	"20B"	"M20B-EVID-003937"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-003940"	"20B"	"M20B-EVID-003940"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-003942"	"20B"	"M20B-EVID-003942"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-003949"	"20B"	"M20B-EVID-003949"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-003950"	"20B"	"M20B-EVID-003950"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-003951"	"20B"	"M20B-EVID-003951"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-003954"	"20B"	"M20B-EVID-003954"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-003960"	"20B"	"M20B-EVID-003960"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-003960-R124A"	"20B"	"M20B-EVID-003960-P2-DIRECT"	"PMID:16477002; DOI:10.1038/nature04402; PMID:16293754"	"PMID:16477002; DOI:10.1038/nature04402; PMID:16293754; https://pubmed.ncbi.nlm.nih.gov/16477002/; https://pubmed.ncbi.nlm.nih.gov/16293754/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL2_batch124_pubmed_abstracts.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-003961"	"20B"	"M20B-EVID-003961"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-003961-R124A"	"20B"	"M20B-EVID-003961-P2-DIRECT"	"PMID:16477002; DOI:10.1038/nature04402; PMID:16293754"	"PMID:16477002; DOI:10.1038/nature04402; PMID:16293754; https://pubmed.ncbi.nlm.nih.gov/16477002/; https://pubmed.ncbi.nlm.nih.gov/16293754/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL2_batch124_pubmed_abstracts.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-003963"	"20B"	"M20B-EVID-003963"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-003963-R126A"	"20B"	"M20B-EVID-003963-P2-DIRECT"	"PMID:11564763; DOI:10.4049/jimmunol.167.7.3545; PMID:12351624; DOI:10.1074/jbc.M205114200; PMID:22802649; PMCID:PMC3412030; DOI:10.1073/pnas.1117551109"	"PMID:11564763; DOI:10.4049/jimmunol.167.7.3545; https://pubmed.ncbi.nlm.nih.gov/11564763/; PMID:12351624; DOI:10.1074/jbc.M205114200; https://pubmed.ncbi.nlm.nih.gov/12351624/; PMID:22802649; PMCID:PMC3412030; DOI:10.1073/pnas.1117551109; https://pubmed.ncbi.nlm.nih.gov/22802649/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL20_primary_PMID11564763_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL20_primary_PMID12351624_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL20_primary_PMID22802649_europepmc.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-003963-R126B"	"20B"	"M20B-EVID-003963-P2-RELAY"	"PMID:11564763; DOI:10.4049/jimmunol.167.7.3545; PMID:12351624; DOI:10.1074/jbc.M205114200"	"PMID:11564763; DOI:10.4049/jimmunol.167.7.3545; https://pubmed.ncbi.nlm.nih.gov/11564763/; PMID:12351624; DOI:10.1074/jbc.M205114200; https://pubmed.ncbi.nlm.nih.gov/12351624/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL20_primary_PMID11564763_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL20_primary_PMID12351624_europepmc.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-003964"	"20B"	"M20B-EVID-003964"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-003964-R125B"	"20B"	"M20B-EVID-003964-P2-RELAY"	"PMID:11418623; DOI:10.4049/jimmunol.167.1.1; PMID:12093291; DOI:10.1021/bi0202023"	"PMID:11418623; DOI:10.4049/jimmunol.167.1.1; https://pubmed.ncbi.nlm.nih.gov/11418623/; PMID:12093291; DOI:10.1021/bi0202023; https://pubmed.ncbi.nlm.nih.gov/12093291/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL21_batch125_pubmed_abstracts.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL21_batch125_PMID11418623.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL21_batch125_PMID12093291.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-003973"	"20B"	"M20B-EVID-003973"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-003973-R127A"	"20B"	"M20B-EVID-003973-P2-DIRECT"	"PMID:11706020; DOI:10.1074/jbc.M106043200; PMID:11564763; DOI:10.4049/jimmunol.167.7.3545; PMID:12351624; DOI:10.1074/jbc.M205114200"	"PMID:11706020; DOI:10.1074/jbc.M106043200; https://pubmed.ncbi.nlm.nih.gov/11706020/; PMID:11564763; DOI:10.4049/jimmunol.167.7.3545; https://pubmed.ncbi.nlm.nih.gov/11564763/; PMID:12351624; DOI:10.1074/jbc.M205114200; https://pubmed.ncbi.nlm.nih.gov/12351624/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL20_PMID11706020_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL20_primary_PMID11564763_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL20_primary_PMID12351624_europepmc.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-003973-R127B"	"20B"	"M20B-EVID-003973-P2-RELAY"	"PMID:11706020; DOI:10.1074/jbc.M106043200; PMID:11564763; DOI:10.4049/jimmunol.167.7.3545; PMID:12351624; DOI:10.1074/jbc.M205114200"	"PMID:11706020; DOI:10.1074/jbc.M106043200; https://pubmed.ncbi.nlm.nih.gov/11706020/; PMID:11564763; DOI:10.4049/jimmunol.167.7.3545; https://pubmed.ncbi.nlm.nih.gov/11564763/; PMID:12351624; DOI:10.1074/jbc.M205114200; https://pubmed.ncbi.nlm.nih.gov/12351624/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL20_PMID11706020_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL20_primary_PMID11564763_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL20_primary_PMID12351624_europepmc.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-003975"	"20B"	"M20B-EVID-003975"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-003975-R128A"	"20B"	"M20B-EVID-003975-P2-DIRECT"	"PMID:23435764; DOI:10.1007/s12026-013-8388-9; PMID:19508382; PMCID:PMC3829034; DOI:10.1111/j.1582-4934.2009.00801.x"	"PMID:23435764; DOI:10.1007/s12026-013-8388-9; https://pubmed.ncbi.nlm.nih.gov/23435764/; PMID:19508382; PMCID:PMC3829034; DOI:10.1111/j.1582-4934.2009.00801.x; https://pubmed.ncbi.nlm.nih.gov/19508382/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL33_extra_PMID23435764.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL33_PMID19508382_europepmc.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-003975-R128C"	"20B"	"M20B-EVID-003975-P2-FUNC"	"PMID:18448455; DOI:10.1093/intimm/dxn037; PMID:18802081; DOI:10.4049/jimmunol.181.7.4780; PMID:17881510; DOI:10.1189/jlb.0407200"	"PMID:18448455; DOI:10.1093/intimm/dxn037; https://pubmed.ncbi.nlm.nih.gov/18448455/; PMID:18802081; DOI:10.4049/jimmunol.181.7.4780; https://pubmed.ncbi.nlm.nih.gov/18802081/; PMID:17881510; DOI:10.1189/jlb.0407200; https://pubmed.ncbi.nlm.nih.gov/17881510/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL33_PMID18448455_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL33_PMID18802081_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL33_PMID17881510_europepmc.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-003975-R128B"	"20B"	"M20B-EVID-003975-P2-RELAY"	"PMID:17881510; DOI:10.1189/jlb.0407200; PMID:18448455; DOI:10.1093/intimm/dxn037; PMID:18802081; DOI:10.4049/jimmunol.181.7.4780"	"PMID:17881510; DOI:10.1189/jlb.0407200; https://pubmed.ncbi.nlm.nih.gov/17881510/; PMID:18448455; DOI:10.1093/intimm/dxn037; https://pubmed.ncbi.nlm.nih.gov/18448455/; PMID:18802081; DOI:10.4049/jimmunol.181.7.4780; https://pubmed.ncbi.nlm.nih.gov/18802081/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL33_PMID17881510_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL33_PMID18448455_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL33_PMID18802081_europepmc.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-003976"	"20B"	"M20B-EVID-003976"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-003979"	"20B"	"M20B-EVID-003979"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-003979-R129A"	"20B"	"M20B-EVID-003979-P2-DIRECT"	"PMID:9605184; PMID:11773030"	"PMID:9605184; https://pubmed.ncbi.nlm.nih.gov/9605184/; PMID:11773030; https://pubmed.ncbi.nlm.nih.gov/11773030/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL4_jak_PMID9605184_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL4_signal_PMID11773030_europepmc.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-003979-R129C"	"20B"	"M20B-EVID-003979-P2-FUNC"	"PMID:18066066; PMID:18005266"	"PMID:18066066; https://pubmed.ncbi.nlm.nih.gov/18066066/; PMID:18005266; https://pubmed.ncbi.nlm.nih.gov/18005266/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL4_PMID18066066_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL4_signal_PMID18005266_europepmc.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-003979-R129B"	"20B"	"M20B-EVID-003979-P2-RELAY"	"PMID:18005266; PMID:11709700"	"PMID:18005266; https://pubmed.ncbi.nlm.nih.gov/18005266/; PMID:11709700; https://pubmed.ncbi.nlm.nih.gov/11709700/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL4_signal_PMID18005266_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL4_signal_PMID11709700_europepmc.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-003982"	"20B"	"M20B-EVID-003982"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-003982-R129A"	"20B"	"M20B-EVID-003982-P2-DIRECT"	"PMID:11773030; PMID:8557662"	"PMID:11773030; https://pubmed.ncbi.nlm.nih.gov/11773030/; PMID:8557662; https://pubmed.ncbi.nlm.nih.gov/8557662/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL4_signal_PMID11773030_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL4_jak_PMID8557662_europepmc.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-003982-R129C"	"20B"	"M20B-EVID-003982-P2-FUNC"	"PMID:11773030; PMID:10534111; PMID:8557662"	"PMID:11773030; https://pubmed.ncbi.nlm.nih.gov/11773030/; PMID:10534111; https://pubmed.ncbi.nlm.nih.gov/10534111/; PMID:8557662; https://pubmed.ncbi.nlm.nih.gov/8557662/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL4_signal_PMID11773030_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL4_extra_PMID10534111_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL4_jak_PMID8557662_europepmc.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-003982-R129B"	"20B"	"M20B-EVID-003982-P2-RELAY"	"PMID:8557662; PMID:9813029; PMID:8624802"	"PMID:8557662; https://pubmed.ncbi.nlm.nih.gov/8557662/; PMID:9813029; https://pubmed.ncbi.nlm.nih.gov/9813029/; PMID:8624802; https://pubmed.ncbi.nlm.nih.gov/8624802/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL4_jak_PMID8557662_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL4_jak_PMID9813029_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL4_jak_PMID8624802_europepmc.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-003984"	"20B"	"M20B-EVID-003984"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-003984-R130A"	"20B"	"M20B-EVID-003984-P2-DIRECT"	"PMID:12202242; PMID:8496674; PMID:10092887"	"PMID:12202242; https://pubmed.ncbi.nlm.nih.gov/12202242/; PMID:8496674; https://pubmed.ncbi.nlm.nih.gov/8496674/; PMID:10092887; https://pubmed.ncbi.nlm.nih.gov/10092887/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL5_primary_PMID12202242_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL5_primary_PMID8496674_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL5_primary_PMID10092887_europepmc.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-003984-R130C"	"20B"	"M20B-EVID-003984-P2-FUNC"	"PMID:8496674; PMID:10092887"	"PMID:8496674; https://pubmed.ncbi.nlm.nih.gov/8496674/; PMID:10092887; https://pubmed.ncbi.nlm.nih.gov/10092887/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL5_primary_PMID8496674_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL5_primary_PMID10092887_europepmc.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-003984-R130B"	"20B"	"M20B-EVID-003984-P2-RELAY"	"PMID:9516124; PMID:9257712; PMID:21965659"	"PMID:9516124; https://pubmed.ncbi.nlm.nih.gov/9516124/; PMID:9257712; https://pubmed.ncbi.nlm.nih.gov/9257712/; PMID:21965659; https://pubmed.ncbi.nlm.nih.gov/21965659/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL5_primary_PMID9516124_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL5_primary_PMID9257712_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL5_primary_PMID21965659_europepmc.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-003988"	"20B"	"M20B-EVID-003988"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-003990"	"20B"	"M20B-EVID-003990"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-003990-R130A"	"20B"	"M20B-EVID-003990-P2-DIRECT"	"PMID:12441142; PMID:12027403"	"PMID:12441142; https://pubmed.ncbi.nlm.nih.gov/12441142/; PMID:12027403; https://pubmed.ncbi.nlm.nih.gov/12027403/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL7_primary_PMID12441142_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL7_primary_PMID12027403_europepmc.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-003990-R130C"	"20B"	"M20B-EVID-003990-P2-FUNC"	"PMID:10657646; PMID:12208884; PMID:16077922"	"PMID:10657646; https://pubmed.ncbi.nlm.nih.gov/10657646/; PMID:12208884; https://pubmed.ncbi.nlm.nih.gov/12208884/; PMID:16077922; https://pubmed.ncbi.nlm.nih.gov/16077922/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL5_IL7_PMID10657646_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL5_IL7_PMID12208884_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL7_signal_PMID16077922_europepmc.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-003990-R130B"	"20B"	"M20B-EVID-003990-P2-RELAY"	"PMID:16077922; PMID:20974963; PMID:8647212"	"PMID:16077922; https://pubmed.ncbi.nlm.nih.gov/16077922/; PMID:20974963; https://pubmed.ncbi.nlm.nih.gov/20974963/; PMID:8647212; https://pubmed.ncbi.nlm.nih.gov/8647212/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL7_signal_PMID16077922_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL7_signal_PMID20974963_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL7_signal_PMID8647212_europepmc.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-003991"	"20B"	"M20B-EVID-003991"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-003991-R131A"	"20B"	"M20B-EVID-003991-P2-DIRECT"	"PMID:7718508; PMID:8756628"	"PMID:7718508; https://pubmed.ncbi.nlm.nih.gov/7718508/; PMID:8756628; https://pubmed.ncbi.nlm.nih.gov/8756628/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL9_primary_PMID7718508_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL9_primary_PMID8756628_europepmc.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-003991-R131C"	"20B"	"M20B-EVID-003991-P2-FUNC"	"PMID:8756628; PMID:10888117"	"PMID:8756628; https://pubmed.ncbi.nlm.nih.gov/8756628/; PMID:10888117; https://pubmed.ncbi.nlm.nih.gov/10888117/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL9_primary_PMID8756628_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL9_primary_PMID10888117_europepmc.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-003991-R131B"	"20B"	"M20B-EVID-003991-P2-RELAY"	"PMID:8756628; PMID:9261146; PMID:10486269"	"PMID:8756628; https://pubmed.ncbi.nlm.nih.gov/8756628/; PMID:9261146; https://pubmed.ncbi.nlm.nih.gov/9261146/; PMID:10486269; https://pubmed.ncbi.nlm.nih.gov/10486269/; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL9_primary_PMID8756628_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL9_primary_PMID9261146_europepmc.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_IL9_primary_PMID10486269_europepmc.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004003"	"20B"	"M20B-EVID-004003"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004013"	"20B"	"M20B-EVID-004013"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004013-R133C"	"20B"	"M20B-EVID-004013-P2-FUNC"	"PMID:23950756; PMCID:PMC3738877; DOI:10.3389/fendo.2013.00098; PMID:12538620; DOI:10.1210/en.2002-220828"	"PMID:23950756; https://pubmed.ncbi.nlm.nih.gov/23950756/; PMCID:PMC3738877; https://pmc.ncbi.nlm.nih.gov/articles/PMC3738877/; DOI:10.3389/fendo.2013.00098; PMID:12538620; https://pubmed.ncbi.nlm.nih.gov/12538620/; DOI:10.1210/en.2002-220828; local=data/raw/evidence/module20_24_supervised_cli_phase2/PMC3738877_bioc.json"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004014"	"20B"	"M20B-EVID-004014"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
