"extraction_id"	"module"	"b_evidence_id"	"canonical_paper_key"	"source_locator"	"resolved_canonical_paper_key"	"resolved_pmid"	"resolved_pmcid"	"resolved_doi"	"identity_resolution_status"	"resolution_basis"	"authoritative_source"	"source_metadata_title"	"source_metadata_authors"	"source_metadata_year"	"source_metadata_journal"	"source_metadata_abstract"	"source_metadata_url"	"unresolved_reason"
"M20B-P2-R-002123"	"20B"	"M20B-EVID-002170"	"PMID:14607975; DOI:10.1093/jb/mvg185"	"PMID:14607975; DOI:10.1093/jb/mvg185; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap010/primary_records.xml"	"PMID:14607975"	"14607975"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M20B-P2-R-002124"	"20B"	"M20B-EVID-002171"	"PMID:16413178; PMID:35726387; DOI:10.1089/scd.2022.0010"	"PMID:16413178; PMID:35726387; DOI:10.1089/scd.2022.0010; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap010/primary_records.xml"	"PMID:35726387"	"35726387"	"PMC9700348"	"10.1089/scd.2022.0010"	"resolved_authoritative_local_artifact"	"canonical identifier matched the same identifier in local source artifact"	"data/raw/evidence/module20_24_supervised_cli_phase2/gap010/primary_records.xml"	"Laminin-511 Activates the Human Induced Pluripotent Stem Cell Survival via α6β1 Integrin-Fyn-RhoA-ROCK Signaling."	"Yoshiki Nakashima; Masayoshi Tsukahara"	"2022"	"Stem cells and development"	"In human induced pluripotent stem cells (hiPSCs), laminin-511/α6β1 integrin interacts with E-cadherin, an intercellular adhesion molecule, to induce the activation of the phosphatidylinositol 3-kinase (PI3K)-dependent signaling pathway. The interaction between laminin-511/α6β1 integrin and E-cadherin, an intercellular adhesion molecule, results in protection against apoptosis through the proto-oncogene tyrosine-protein kinase Fyn(Fyn)-RhoA-ROCK signaling pathway and the Ras homolog gene family member A (RhoA)/Rho kinase (ROCK) signaling pathway (the major pathway for cell death). In this article, the impact of laminin-511 on hiPSC on α6β1 integrin-Fyn-RhoA-ROCK signaling is discussed and explored along with validation experiments. PIK3CA mRNA (mean [standard deviation {SD}]: iMatrix-511, 1.00 [0.61]; collagen+MFGE8, 0.023 [0.02]; ** P < 0.01; n = 6) and PIK3R1 mRNA (mean [SD]: iMatrix-511, 1.00 [0.79]; collagen+MFGE8, 0.040 [0.06]; * P < 0.05; n = 6) were upregulated by iMatrix-511 resulting from an increased expression of Integrin α6 mRNA (mean [SD]: iMatrix-511, 1.00 [0.42]; collagen+MFGE8, 0.23 [0.05]; ** P < 0.01; n = 6). The iMatrix-511 increased the expression of p120- Catenin mRNA (mean [SD]: iMatrix-511, 1.00 [0.71]; collagen+MFGE8, 0.025 [0.03]; ** P < 0.01; n = 6) and RAC1 mRNA (mean [SD]: iMatrix-511, 1.00 [0.28]; collagen+MFGE8, 0.39 [0.15]; ** P < 0.01; n = 6) by increasing the expression of E-cadherin mRNA (mean [SD]: iMatrix-511, 1.00 [0.38]; collagen+MFGE8, 0.16 [0.11]; ** P < 0.01; n = 6). As a result, iMatrix-511 increased the expression of P190 RhoGAP ( GTPase-activating proteins ) mRNA, such as ARHGAP1 mRNA (mean [SD]: iMatrix-511, 1.00 [0.57]; collagen+MFGE8, 0.032 [0.03]; ** P < 0.01; n = 6), ARHGAP4 mRNA (mean [SD]: iMatrix-511, 1.00 [0.56]; collagen+MFGE8, 0.039 [0.049]; ** P < 0.01; n = 6), and ARHGAP5 mRNA (mean [SD]: iMatrix-511, 1.00 [0.39]; collagen+MFGE8, 0.063 [0.043]; ** P < 0.01; n = 6). Western blotting showed that phospho-Rac1 remained in the cytoplasm and phospho-Fyn showed nuclear transition in iPSCs cultured on iMatrix-511. Proteome analysis showed that PI3K signaling was enhanced and cytoskeletal actin was activated in iPSCs cultured on iMatrix-511. In conclusion, laminin-511 strongly activated the cell survival by promoting α6β1 integrin-Fyn-RhoA-ROCK signaling in hiPSCs."	"https://pubmed.ncbi.nlm.nih.gov/35726387/"	""
"M20B-P2-R-002125"	"20B"	"M20B-EVID-002172"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap010/primary_records.xml"	"PMID:16413178"	"16413178"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M20B-P2-R-002126"	"20B"	"M20B-EVID-002173"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap010/primary_records.xml"	"PMID:16413178"	"16413178"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M20B-P2-R-002127"	"20B"	"M20B-EVID-002177"	"PMID:31506597; PMCID:PMC6737067; DOI:10.1038/s41598-019-49669-x"	"PMID:31506597; PMCID:PMC6737067; DOI:10.1038/s41598-019-49669-x; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap011/primary_records.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap011/pmc_records.json"	"PMID:31506597"	"31506597"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M20B-P2-R-002128"	"20B"	"M20B-EVID-002178"	"unknown"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=Lamb1+ITGA2%3DITGB1+laminin+binding"	""	""	""	""	"unresolved_missing_canonical_identity"	""	""	""	""	""	""	""	""	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"
"M20B-P2-R-002129"	"20B"	"M20B-EVID-002179"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; PMID:14607975; DOI:10.1093/jb/mvg185"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; PMID:14607975; DOI:10.1093/jb/mvg185; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap010/primary_records.xml"	""	""	""	""	"unresolved_ambiguous_multiple_canonical_pmids"	""	""	""	""	""	""	""	""	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"
"M20B-P2-R-002130"	"20B"	"M20B-EVID-002180"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; PMID:35726387; DOI:10.1089/scd.2022.0010"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; PMID:35726387; DOI:10.1089/scd.2022.0010; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap010/primary_records.xml"	""	""	""	""	"unresolved_ambiguous_multiple_canonical_pmids"	""	""	""	""	""	""	""	""	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"
"M20B-P2-R-002131"	"20B"	"M20B-EVID-002181"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap010/primary_records.xml"	"PMID:16413178"	"16413178"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M20B-P2-R-002132"	"20B"	"M20B-EVID-002182"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap010/primary_records.xml"	"PMID:16413178"	"16413178"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M20B-P2-R-002133"	"20B"	"M20B-EVID-002186"	"unknown"	"PMID:42549987; PMID:10393422; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap011/lamb2_search_records.xml; URL:https://pubmed.ncbi.nlm.nih.gov/?term=LAMB2+DAG1+laminin+binding"	""	""	""	""	"unresolved_missing_canonical_identity"	""	""	""	""	""	""	""	""	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"
"M20B-P2-R-002134"	"20B"	"M20B-EVID-002188"	"PMID:19147489; DOI:10.1074/jbc.M809332200; PMID:16413178; DOI:10.1016/j.matbio.2005.12.001"	"PMID:19147489; DOI:10.1074/jbc.M809332200; PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap010/primary_records.xml"	""	""	""	""	"unresolved_ambiguous_multiple_canonical_pmids"	""	""	""	""	""	""	""	""	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"
"M20B-P2-R-002135"	"20B"	"M20B-EVID-002189"	"PMID:19147489; DOI:10.1074/jbc.M809332200; PMID:16413178; DOI:10.1016/j.matbio.2005.12.001"	"PMID:19147489; DOI:10.1074/jbc.M809332200; PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap010/primary_records.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap011/lamb2_search_records.xml"	""	""	""	""	"unresolved_ambiguous_multiple_canonical_pmids"	""	""	""	""	""	""	""	""	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"
"M20B-P2-R-002156"	"20B"	"M20B-EVID-002190"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; PMID:19147489; DOI:10.1074/jbc.M809332200"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; PMID:19147489; DOI:10.1074/jbc.M809332200; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap010/primary_records.xml"	""	""	""	""	"unresolved_ambiguous_multiple_canonical_pmids"	""	""	""	""	""	""	""	""	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"
"M20B-P2-R-002157"	"20B"	"M20B-EVID-002191"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap010/primary_records.xml"	"PMID:16413178"	"16413178"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M20B-P2-R-002158"	"20B"	"M20B-EVID-002196"	"PMID:11171386; DOI:10.1242/jcs.114.4.811"	"PMID:11171386; DOI:10.1242/jcs.114.4.811; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap009/primary_records.xml"	"PMID:11171386"	"11171386"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M20B-P2-R-002159"	"20B"	"M20B-EVID-002197"	"PMID:9692987; DOI:10.1074/jbc.273.15.8934; PMID:11395486; DOI:10.1074/jbc.M100798200; PMID:16413178"	"PMID:9692987; DOI:10.1074/jbc.273.15.8934; PMID:11395486; DOI:10.1074/jbc.M100798200; PMID:16413178; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap014/primary_records.xml"	"PMID:11395486"	"11395486"	""	"10.1074/jbc.m100798200"	"resolved_authoritative_local_artifact"	"canonical identifier matched the same identifier in local source artifact"	"data/raw/evidence/module20_24_supervised_cli_phase2/gap014/primary_records.xml"	"The LG3 module of laminin-5 harbors a binding site for integrin alpha3beta1 that promotes cell adhesion, spreading, and migration."	"M Shang; N Koshikawa; S Schenk; V Quaranta"	"2001"	"The Journal of biological chemistry"	"Laminins are a family of extracellular matrix glycoproteins involved in cell adhesion and migration. A major obstacle to understanding their structure-function relationships is the lack of small laminin domains capable of replicating integrin-binding, cell-adhesive, and migratory functions of the intact molecule. Here, we show that the recombinant LG3 (rLG3) module (26 kDa) of laminin-5 (Ln-5) alpha(3) chain replicated key Ln-5 activities. rLG3 but not rLG1 or rLG2 supported cell adhesion and migration of at least two distinct cell lines, in an integrin alpha(3)beta(1)-dependent manner. Cell adhesion to rLG3 was regulated by divalent cations and accompanied by cell spreading and tyrosine phosphorylation of FAK focal adhesion kinase. The integrin binding activity of rLG3 was confirmed by rLG3 affinity chromatography of detergent cell lysates, which resulted in specific purification of integrin alpha(3)beta(1). To our knowledge, this is the first report directly demonstrating that a recombinant laminin LG module is an active domain capable of supporting integrin-dependent cell adhesion and migration."	"https://pubmed.ncbi.nlm.nih.gov/11395486/"	""
"M20B-P2-R-002160"	"20B"	"M20B-EVID-002198"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap010/primary_records.xml"	"PMID:16413178"	"16413178"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M20B-P2-R-002161"	"20B"	"M20B-EVID-002199"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; PMID:22563463; PMCID:PMC3341393"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; PMID:22563463; PMCID:PMC3341393; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap010/primary_records.xml"	""	""	""	""	"unresolved_ambiguous_multiple_canonical_pmids"	""	""	""	""	""	""	""	""	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"
"M20B-P2-R-002162"	"20B"	"M20B-EVID-002204"	"PMID:31506597; PMCID:PMC6737067; DOI:10.1038/s41598-019-49669-x"	"PMID:31506597; PMCID:PMC6737067; DOI:10.1038/s41598-019-49669-x; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap011/primary_records.xml"	"PMID:31506597"	"31506597"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M20B-P2-R-002163"	"20B"	"M20B-EVID-002205"	"unknown"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=Lamc1+ITGA2%3DITGB1+laminin+binding"	""	""	""	""	"unresolved_missing_canonical_identity"	""	""	""	""	""	""	""	""	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"
"M20B-P2-R-002164"	"20B"	"M20B-EVID-002206"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; PMID:14607975; DOI:10.1093/jb/mvg185"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; PMID:14607975; DOI:10.1093/jb/mvg185; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap010/primary_records.xml"	""	""	""	""	"unresolved_ambiguous_multiple_canonical_pmids"	""	""	""	""	""	""	""	""	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"
"M20B-P2-R-002165"	"20B"	"M20B-EVID-002207"	"PMID:28879238; PMCID:PMC5580876; DOI:10.1126/sciadv.1701497; PMID:16413178; PMID:35726387"	"PMID:28879238; PMCID:PMC5580876; DOI:10.1126/sciadv.1701497; PMID:16413178; PMID:35726387; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap014/primary_records.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap010/primary_records.xml"	"PMID:28879238"	"28879238"	"PMC5580876"	"10.1126/sciadv.1701497"	"resolved_authoritative_local_artifact"	"canonical identifier matched the same identifier in local source artifact"	"data/raw/evidence/module20_24_supervised_cli_phase2/gap014/primary_records.xml"	"Mechanistic basis for the recognition of laminin-511 by α6β1 integrin."	"Mamoru Takizawa; Takao Arimori; Yukimasa Taniguchi; Yu Kitago; Erika Yamashita; Junichi Takagi; Kiyotoshi Sekiguchi"	"2017"	"Science advances"	"Laminins regulate diverse cellular functions through interaction with integrins. Two regions of laminins-three laminin globular domains of the α chain (LG1-3) and the carboxyl-terminal tail of the γ chain (γ-tail)-are required for integrin binding, but it remains unclear how the γ-tail contributes to the binding. We determined the crystal structure of the integrin binding fragment of laminin-511, showing that the γ-tail extends to the bottom face of LG1-3. Electron microscopic imaging combined with biochemical analyses showed that integrin binds to the bottom face of LG1-3 with the γ1-tail apposed to the metal ion-dependent adhesion site (MIDAS) of integrin β1. These findings are consistent with a model in which the γ-tail coordinates the metal ion in the MIDAS through its Glu residue."	"https://pubmed.ncbi.nlm.nih.gov/28879238/"	""
"M20B-P2-R-002166"	"20B"	"M20B-EVID-002208"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; PMID:30193894; PMCID:PMC2820731"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; PMID:30193894; PMCID:PMC2820731; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap014/primary_records.xml"	""	""	""	""	"unresolved_ambiguous_multiple_canonical_pmids"	""	""	""	""	""	""	""	""	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"
"M20B-P2-R-002167"	"20B"	"M20B-EVID-002209"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap014/primary_records.xml"	"PMID:16413178"	"16413178"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M20B-P2-R-002168"	"20B"	"M20B-EVID-002214"	"PMID:11171386; DOI:10.1242/jcs.114.4.811"	"PMID:11171386; DOI:10.1242/jcs.114.4.811; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap009/primary_records.xml"	"PMID:11171386"	"11171386"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M20B-P2-R-002169"	"20B"	"M20B-EVID-002215"	"PMID:9692987; DOI:10.1074/jbc.273.15.8934; PMID:11395486; DOI:10.1074/jbc.M100798200; PMID:16413178"	"PMID:9692987; DOI:10.1074/jbc.273.15.8934; PMID:11395486; DOI:10.1074/jbc.M100798200; PMID:16413178; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap014/primary_records.xml"	"PMID:11395486"	"11395486"	""	"10.1074/jbc.m100798200"	"resolved_authoritative_local_artifact"	"canonical identifier matched the same identifier in local source artifact"	"data/raw/evidence/module20_24_supervised_cli_phase2/gap014/primary_records.xml"	"The LG3 module of laminin-5 harbors a binding site for integrin alpha3beta1 that promotes cell adhesion, spreading, and migration."	"M Shang; N Koshikawa; S Schenk; V Quaranta"	"2001"	"The Journal of biological chemistry"	"Laminins are a family of extracellular matrix glycoproteins involved in cell adhesion and migration. A major obstacle to understanding their structure-function relationships is the lack of small laminin domains capable of replicating integrin-binding, cell-adhesive, and migratory functions of the intact molecule. Here, we show that the recombinant LG3 (rLG3) module (26 kDa) of laminin-5 (Ln-5) alpha(3) chain replicated key Ln-5 activities. rLG3 but not rLG1 or rLG2 supported cell adhesion and migration of at least two distinct cell lines, in an integrin alpha(3)beta(1)-dependent manner. Cell adhesion to rLG3 was regulated by divalent cations and accompanied by cell spreading and tyrosine phosphorylation of FAK focal adhesion kinase. The integrin binding activity of rLG3 was confirmed by rLG3 affinity chromatography of detergent cell lysates, which resulted in specific purification of integrin alpha(3)beta(1). To our knowledge, this is the first report directly demonstrating that a recombinant laminin LG module is an active domain capable of supporting integrin-dependent cell adhesion and migration."	"https://pubmed.ncbi.nlm.nih.gov/11395486/"	""
"M20B-P2-R-002170"	"20B"	"M20B-EVID-002216"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; PMID:14607975; DOI:10.1093/jb/mvg185"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; PMID:14607975; DOI:10.1093/jb/mvg185; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap014/primary_records.xml"	""	""	""	""	"unresolved_ambiguous_multiple_canonical_pmids"	""	""	""	""	""	""	""	""	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"
"M20B-P2-R-002171"	"20B"	"M20B-EVID-002217"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; PMID:9151677; PMCID:PMC2820731; PMID:22563463"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; PMID:9151677; PMCID:PMC2820731; PMID:22563463; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap014/primary_records.xml"	""	""	""	""	"unresolved_ambiguous_multiple_canonical_pmids"	""	""	""	""	""	""	""	""	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"
"M20B-P2-R-002172"	"20B"	"M20B-EVID-002230"	"PMID:12791257; DOI:10.1016/S0022-2836(03)00400-1"	"PMID:12791257; DOI:10.1016/S0022-2836(03)00400-1; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap015/primary_records.xml"	"PMID:12791257"	"12791257"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M20B-P2-R-002173"	"20B"	"M20B-EVID-002232"	"PMID:12810718; DOI:10.1016/S0022-2836(03)00386-X; PMID:25123307"	"PMID:12810718; DOI:10.1016/S0022-2836(03)00386-X; PMID:25123307; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap015/primary_records.xml"	""	""	""	""	"unresolved_ambiguous_multiple_canonical_pmids"	""	""	""	""	""	""	""	""	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"
"M20B-P2-R-002174"	"20B"	"M20B-EVID-002233"	"PMID:19196994; DOI:10.1073/pnas.0811400106"	"PMID:19196994; DOI:10.1073/pnas.0811400106; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap015/primary_records.xml"	"PMID:19196994"	"19196994"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M20B-P2-R-002175"	"20B"	"M20B-EVID-002234"	"PMID:25123307; DOI:10.1038/nature13542"	"PMID:25123307; DOI:10.1038/nature13542; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap015/primary_records.xml"	"PMID:25123307"	"25123307"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M20B-P2-R-002136"	"20B"	"M20B-EVID-002235"	"PMCID:PMC2839190"	"PMCID:PMC2839190; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap012/PMC2839190.json"	"PMID:18469807"	"18469807"	"PMC2839190"	"10.1038/ncb1732"	"resolved_authoritative_ncbi_exception_ledger"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"work/cross_module_synthesis/canonical_evidence_review/module20_24_phase2_paper_identity_authoritative_resolutions.tsv"	"Netrin-1 mediates neuronal survival through PIKE-L interaction with the dependence receptor UNC5B."	"Tang X; Jang SW; Okada M; Chan CB; Feng Y; Liu Y; Luo SW; Hong Y; Rama N; Xiong WC; Mehlen P; Ye K"	"2008"	"Nature cell biology"	""	"https://pubmed.ncbi.nlm.nih.gov/18469807/"	""
"M20B-P2-R-002137"	"20B"	"M20B-EVID-002236"	"PMID:15574733; DOI:10.1016/j.neuron.2004.10.019; PMID:21307253"	"PMID:15574733; PMID:21307253; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap012/primary_records.xml"	""	""	""	""	"unresolved_ambiguous_multiple_canonical_pmids"	""	""	""	""	""	""	""	""	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"
"M20B-P2-R-002138"	"20B"	"M20B-EVID-002237"	"PMID:10939329; DOI:10.1016/S0896-6273(00)00007-6"	"PMID:10939329; DOI:10.1016/S0896-6273(00)00007-6; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap012/primary_records.xml"	"PMID:10939329"	"10939329"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M20B-P2-R-002139"	"20B"	"M20B-EVID-002238"	"PMID:7531696; DOI:10.1074/jbc.270.13.7215"	"PMID:7531696; DOI:10.1074/jbc.270.13.7215; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap012/primary_records.xml"	"PMID:7531696"	"7531696"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M20B-P2-R-002140"	"20B"	"M20B-EVID-002239"	"PMID:8550562; DOI:10.1074/jbc.271.1.21"	"PMID:8550562; DOI:10.1074/jbc.271.1.21; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap012/primary_records.xml"	"PMID:8550562"	"8550562"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M20B-P2-R-002141"	"20B"	"M20B-EVID-002240"	"PMID:10196234; DOI:10.1074/jbc.274.16.11408; PMID:11358957"	"PMID:10196234; DOI:10.1074/jbc.274.16.11408; PMID:11358957; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap012/primary_records.xml"	"PMID:10196234"	"10196234"	""	"10.1074/jbc.274.16.11408"	"resolved_authoritative_local_artifact"	"canonical identifier matched the same identifier in local source artifact"	"data/raw/evidence/module20_24_supervised_cli_phase2/gap012/primary_records.xml"	"Pro-adhesive and chemotactic activities of thrombospondin-1 for breast carcinoma cells are mediated by alpha3beta1 integrin and regulated by insulin-like growth factor-1 and CD98."	"S Chandrasekaran; N H Guo; R G Rodrigues; J Kaiser; D D Roberts"	"1999"	"The Journal of biological chemistry"	"Thrombospondin-1 (TSP1) is a matricellular protein that displays both pro- and anti-adhesive activities. Binding to sulfated glycoconjugates mediates most high affinity binding of soluble TSP1 to MDA-MB-435 cells, but attachment and spreading of these cells on immobilized TSP1 is primarily beta1 integrin-dependent. The integrin alpha3beta1 is the major mediator of breast carcinoma cell adhesion and chemotaxis to TSP1. This integrin is partially active in MDA-MB-435 cells but is mostly inactive in MDA-MB-231 and MCF-7 cells, which require beta1 integrin activation to induce spreading on TSP1. Integrin-mediated cell spreading on TSP1 is accompanied by extension of filopodia containing beta1 integrins. TSP1 binding activity of the alpha3beta1 integrin is not stimulated by CD47-binding peptides from TSP1 or by protein kinase C activation, which activate alphavbeta3 integrin function in the same cells. In MDA-MB-231 but not MDA-MB-435 cells, this integrin is activated by pertussis toxin, whereas serum, insulin, insulin-like growth factor-1, and ligation of CD98 increase activity of this integrin in both cell lines. Serum stimulation is accompanied by increased surface expression of CD98, whereas insulin-like growth factor-1 does not increase CD98 expression. Thus, the pro-adhesive activity of TSP1 for breast carcinoma cells is controlled by several signals that regulate activity of the alpha3beta1 integrin."	"https://pubmed.ncbi.nlm.nih.gov/10196234/"	""
"M20B-P2-R-002142"	"20B"	"M20B-EVID-002241"	"PMID:9858782; DOI:10.1016/S0021-9258(19)49466-7"	"PMID:9858782; DOI:10.1016/S0021-9258(19)49466-7; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap012/primary_records.xml"	"PMID:9858782"	"9858782"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M20B-P2-R-002143"	"20B"	"M20B-EVID-002242"	"PMID:8601596; PMCID:PMC2120752; DOI:10.1083/jcb.132.6.1209"	"PMID:8601596; PMCID:PMC2120752; DOI:10.1083/jcb.132.6.1209; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap012/primary_records.xml"	"PMID:8601596"	"8601596"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M20B-P2-R-002144"	"20B"	"M20B-EVID-002243"	"PMID:17879962; DOI:10.1002/jcp.21281"	"PMID:17879962; DOI:10.1002/jcp.21281; local=data/raw/evidence/module20_24_supervised_cli_phase2/gap012/primary_records.xml"	"PMID:17879962"	"17879962"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
