"module"	"canonical_paper_key"	"identity_resolution_status"	"unresolved_reason"	"extraction_row_count"	"source_locator_count"	"extraction_ids"
"20B"	"PMID:15897908; DOI:10.1038/sj.onc.1208559; PMID:11470407; DOI:10.1016/S0960-9822(01)00262-7; https://pubmed.ncbi.nlm.nih.gov/15897908/; https://pubmed.ncbi.nlm.nih.gov/11470407/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"2"	"M20B-P2-R-005072-R288A;M20B-P2-R-005072-R288C"
"20B"	"PMID:16077922; PMID:20974963; PMID:8647212"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-003990-R130B"
"20B"	"PMID:16142215; PMID:7911729"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004405-R212C"
"20B"	"PMID:16187944; PMCID:PMC1408676; DOI:10.1042/BJ20051123; PMID:10520995; DOI:10.1016/S0092-8674(00)80063-X"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004866-FT-DIRECT"
"20B"	"PMID:16200075; PMID:17009258"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004257-R189A;M20B-P2-R-004257-R189B"
"20B"	"PMID:16200075; PMID:17009258; PMID:17632541"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004257-R189C"
"20B"	"PMID:16286510; PMID:19668337"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004260-R189A"
"20B"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; PMID:14607975; DOI:10.1093/jb/mvg185"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"3"	"2"	"M20B-P2-R-002129;M20B-P2-R-002164;M20B-P2-R-002170"
"20B"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; PMID:19147489; DOI:10.1074/jbc.M809332200"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002156"
"20B"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; PMID:22563463; PMCID:PMC3341393"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002161"
"20B"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; PMID:30193894; PMCID:PMC2820731"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002166"
"20B"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; PMID:35726387; DOI:10.1089/scd.2022.0010"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002130"
"20B"	"PMID:16413178; DOI:10.1016/j.matbio.2005.12.001; PMID:9151677; PMCID:PMC2820731; PMID:22563463"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002171"
"20B"	"PMID:16436388; PMID:29342138; PMID:37286607"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002811"
"20B"	"PMID:16461340; PMID:19604491; PMCID:PMC2118217; PMCID:PMC3030123; DOI:10.1084/jem.20051986; DOI:10.1016/j.immuni.2009.04.019"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002338"
"20B"	"PMID:16477002; DOI:10.1038/nature04402; PMID:16293754"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-003960-R124A;M20B-P2-R-003961-R124A"
"20B"	"PMID:16516501; PMID:14629961"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004251-R186A"
"20B"	"PMID:16543370; DOI:10.1210/en.2005-1580; PMID:18824219; DOI:10.1016/j.neuroscience.2008.08.061; PMID:23964068; DOI:10.1152/ajpendo.00191.2013; PMID:26865608; PMCID:PMC4748070; DOI:10.1523/JNEUROSCI.2579-15.2016"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004685-R235C"
"20B"	"PMID:16600990; PMID:16926187; PMID:24915894"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004356-R206C"
"20B"	"PMID:16648250; PMCID:PMC1464357; DOI:10.1073/pnas.0602371103; PMID:20308530; DOI:10.1210/en.2009-1478"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004685-R235A"
"20B"	"PMID:16720571; PMID:25714705; PMID:34634709"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004356-R206A"
"20B"	"PMID:16782820; PMID:22986012; PMID:26858303; PMCID:PMC1181927; PMCID:PMC145510"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002348"
"20B"	"PMID:16782820; PMID:26858303; PMID:38858477; PMCID:PMC1181927"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002347"
"20B"	"PMID:16834340; DOI:10.1021/bi060176z; PMID:35865531; PMCID:PMC9294227; DOI:10.3389/fimmu.2022.913901"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004904-R254A"
"20B"	"PMID:16845371; PMID:35643319"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002900"
"20B"	"PMID:16996040; DOI:10.1016/j.brainres.2006.08.055; PMID:20308530; DOI:10.1210/en.2009-1478; PMID:23964068; DOI:10.1152/ajpendo.00191.2013"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004685-R235B"
"20B"	"PMID:17045821; PMID:18056708; DOI:10.1186/1471-2202-7-88"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004247-R185A"
"20B"	"PMID:17045821; PMID:18056708; PMID:21411731; DOI:10.1186/1471-2202-7-88"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004247-R185B"
"20B"	"PMID:17133606; PMID:11342439"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004250-R186B"
"20B"	"PMID:17174565; PMID:27901020"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004414-R213A"
"20B"	"PMID:17255476; DOI:10.1126/science.1136244; PMID:18387951; PMCID:PMC2397481; DOI:10.1074/jbc.M801060200"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004689-R236A"
"20B"	"PMID:17311849; PMID:23300529"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002912"
"20B"	"PMID:17328821; PMID:31419281"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-NORM-M20B-EVID-005332-P2-RELAY"
"20B"	"PMID:17598176; DOI:10.1002/glia.20536; PMID:16413178; DOI:10.1016/j.matbio.2005.12.001"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002112"
"20B"	"PMID:17610819; PMID:23525449"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004362-R208C"
"20B"	"PMID:17638887; PMID:11825873"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004259-R189A"
"20B"	"PMID:17638887; PMID:11825873; PMID:20586780"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"2"	"M20B-P2-R-004259-R189B;M20B-P2-R-004259-R189C"
"20B"	"PMID:17881510; DOI:10.1189/jlb.0407200; PMID:18448455; DOI:10.1093/intimm/dxn037; PMID:18802081; DOI:10.4049/jimmunol.181.7.4780"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-003975-R128B"
"20B"	"PMID:17897391; PMID:28641112"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004314-R202B"
"20B"	"PMID:17897391; PMID:34897885"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004314-R202C"
"20B"	"PMID:17944973; PMID:20154219; PMCID:PMC1997429; PMCID:PMC2525532"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002350"
"20B"	"PMID:17951249; DOI:10.1074/jbc.M708596200; PMID:33740666; DOI:10.1016/j.bbrc.2021.03.028"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004441-R217B"
"20B"	"PMID:17981144; PMID:19394140"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004207-R174A"
"20B"	"PMID:17981144; PMID:19394140; PMID:18477477; PMID:21752432; PMID:28542982; PMID:32160387; PMID:41354828; PMID:42579159"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004207-R174C"
"20B"	"PMID:18005266; PMID:11709700"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-003979-R129B"
"20B"	"PMID:18056708; PMID:20829186; PMID:21411731; PMID:22454509"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004247-R185C"
"20B"	"PMID:18066066; PMID:18005266"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-003979-R129C"
"20B"	"PMID:18187602; PMID:22442730; PMID:17623664"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002807"
"20B"	"PMID:18212269; DOI:10.1161/HYPERTENSIONAHA.107.101444; PMID:18250563; DOI:10.1291/hypres.30.1139; PMID:21252698; DOI:10.1097/HJH.0b013e328343c62b; PMID:23698123; DOI:10.1152/ajprenal.00037.2013"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004690-R238B"
"20B"	"PMID:18231936; PMID:22773837; PMID:35245360"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-001938"
"20B"	"PMID:18448455; DOI:10.1093/intimm/dxn037; PMID:18802081; DOI:10.4049/jimmunol.181.7.4780; PMID:17881510; DOI:10.1189/jlb.0407200"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-003975-R128C"
"20B"	"PMID:18467124; DOI:10.1016/j.pep.2008.03.020; PMID:12354755; DOI:10.1074/jbc.M209560200"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-003914-R119A"
"20B"	"PMID:18469519; PMID:21632553"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"3"	"1"	"M20B-P2-R-004225-R178A;M20B-P2-R-004225-R178B;M20B-P2-R-004225-R178C"
"20B"	"PMID:18573915; PMID:20371806"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004299-R201C"
"20B"	"PMID:18684971; DOI:10.4049/jimmunol.181.4.2799; PMID:23695682; DOI:10.1038/ncomms2880"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-003934-R121A"
"20B"	"PMID:18685438; PMID:15840700; PMID:23754288; DOI:10.1097/MBC.0b013e3283068859; DOI:10.1182/blood-2004-11-4230; DOI:10.1074/jbc.M113.468108"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002733"
"20B"	"PMID:18801728; PMID:19008330; PMCID:PMC2635417; DOI:10.1038/nature07248"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002508"
"20B"	"PMID:18987193; PMID:19406945; PMID:11279011"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004265-R190C"
"20B"	"PMID:19141530; DOI:10.1096/fj.08-117564; PMID:25582077; DOI:10.1016/j.mvr.2015.01.001"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004661-R233B;M20B-P2-R-004661-R233C"
"20B"	"PMID:19147489; DOI:10.1074/jbc.M809332200; PMID:16413178; DOI:10.1016/j.matbio.2005.12.001"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"2"	"M20B-P2-R-002134;M20B-P2-R-002135"
"20B"	"PMID:19147503; PMCID:PMC2658079; DOI:10.1074/jbc.M803650200; PMID:20472562; PMCID:PMC2906298; DOI:10.1074/jbc.M110.144634; https://pubmed.ncbi.nlm.nih.gov/19147503/; https://pubmed.ncbi.nlm.nih.gov/20472562/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-005068-R286B"
"20B"	"PMID:19147503; PMCID:PMC2658079; DOI:10.1074/jbc.M803650200; https://pubmed.ncbi.nlm.nih.gov/19147503/; PMID:20472562; PMCID:PMC2906298; DOI:10.1074/jbc.M110.144634; https://pubmed.ncbi.nlm.nih.gov/20472562/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-005068-R286C"
"20B"	"PMID:19174157; DOI:10.1016/j.ejphar.2008.12.050; PMID:19879243; DOI:10.1016/j.bbrc.2009.10.121; PMID:19389828; PMCID:PMC2699867; DOI:10.2337/db08-0254; PMID:18974301; PMCID:PMC2626401; DOI:10.2353/ajpath.2008.080457"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004690-R238C"
"20B"	"PMID:19346516; PMID:19417209; DOI:10.1073/pnas.0901055106"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002014"
"20B"	"PMID:19416155; DOI:10.1111/j.1749-6632.2008.03790.x; PMID:22187146; DOI:10.1007/s00726-011-1164-z"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004721-R239A"
"20B"	"PMID:19489072; DOI:10.1002/hep.22911; PMID:26195630; PMCID:PMC4645619; DOI:10.1074/jbc.M115.642991"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004452-R219C"
"20B"	"PMID:19628633; PMID:34646374"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004320-R202A"
"20B"	"PMID:19668337; PMID:26934670; PMID:25321193"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004260-R189B;M20B-P2-R-004260-R189C"
"20B"	"PMID:19796686; PMCID:PMC2783222; DOI:10.1016/j.mcn.2009.09.008; PMID:18974846; PMCID:PMC2575350; DOI:10.7150/ijbs.4.387"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004135-R151A"
"20B"	"PMID:20053883; PMCID:PMC6632527; PMID:22981737; DOI:10.1523/JNEUROSCI.4374-09.2010"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002487"
"20B"	"PMID:20127820; PMID:34755671"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004302-R201B;M20B-P2-R-004302-R201C"
"20B"	"PMID:20220021; PMCID:PMC2854583; DOI:10.1523/JNEUROSCI.6287-09.2010; PMID:18974846; PMCID:PMC2575350; DOI:10.7150/ijbs.4.387"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004143-R155A"
"20B"	"PMID:20226692; DOI:10.1016/j.immuni.2010.02.011; PMID:15236187; DOI:10.1053/j.gastro.2004.04.018; PMID:22437076; DOI:10.1016/j.molimm.2012.02.118"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004193-R159C"
"20B"	"PMID:20370576; PMCID:PMC2950226; DOI:10.3109/08977191003738832; PMID:29980568"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002604"
"20B"	"PMID:20463223; PMCID:PMC6632578; DOI:10.1523/JNEUROSCI.5147-09.2010; PMID:27468420; PMCID:PMC4947863; DOI:10.1002/mgg3.215"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004136-R152A"
"20B"	"PMID:20463223; PMCID:PMC6632578; DOI:10.1523/JNEUROSCI.5147-09.2010; PMID:30225353; PMCID:PMC6140115; DOI:10.1523/ENEURO.0185-18.2018"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004136-R152C"
"20B"	"PMID:20696160; DOI:10.1016/j.neuroscience.2010.07.029; PMID:28454729; DOI:10.1016/j.wneu.2017.04.033"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004642-R231C"
"20B"	"PMID:20864678; PMCID:PMC2966809; DOI:10.2353/ajpath.2010.100017; PMID:10713152; DOI:10.1074/jbc.275.11.8255"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002364"
"20B"	"PMID:2104618; PMID:2803984"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002208"
"20B"	"PMID:21054788; PMID:35381393"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004217-R176A"
"20B"	"PMID:21273553; DOI:10.1161/CIRCRESAHA.110.234732; PMID:22613725; PMCID:PMC3391135; DOI:10.1074/jbc.M112.339663"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004530-R223A"
"20B"	"PMID:21368206; PMCID:PMC3060239; DOI:10.1073/pnas.1011115108; PMID:22665496; PMCID:PMC3434520; DOI:10.1128/MCB.00505-12; PMID:24036882; PMCID:PMC3868835; DOI:10.1096/fj.13-234310"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004689-R236B"
"20B"	"PMID:2153577; PMID:9685589"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004380-R209B"
"20B"	"PMID:21727895; PMID:23756652; DOI:10.1101/gad.219360.113; PMID:24165923; DOI:10.1038/embor.2013.167"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004728-R241A"
"20B"	"PMID:21727895; PMID:26123262; DOI:10.1016/j.jsb.2015.05.008; PMID:27328992; DOI:10.1038/srep28512"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004735-R241A"
"20B"	"PMID:21727895; PMID:37402772; DOI:10.1107/S0907444910007493"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004734-R241A"
"20B"	"PMID:21752432; PMID:18477477; PMID:28542982"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004207-R174B"
"20B"	"PMID:21868707; PMID:24838098; DOI:10.1016/j.ajpath.2014.03.017"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004240-R183C"
"20B"	"PMID:22037761; PMID:23454767; PMID:35905868"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004239-R182A"
"20B"	"PMID:22153499; PMCID:PMC16613; DOI:10.1016/j.str.2011.10.012; PMID:26235028; DOI:10.1016/j.str.2015.06.019"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002526"
"20B"	"PMID:22187146; DOI:10.1007/s00726-011-1164-z; PMID:24802387; DOI:10.1111/febs.12830; PMID:27404393; PMCID:PMC4939597; DOI:10.1038/srep29648"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004724-R239A"
"20B"	"PMID:22262456; PMID:23454767"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004239-R182B"
"20B"	"PMID:22262456; PMID:23454767; PMID:25867181"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004239-R182C"
"20B"	"PMID:22262690; PMID:32699178; PMID:34646374"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004320-R202B;M20B-P2-R-004320-R202C"
"20B"	"PMID:22302937; PMID:37252960"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-002238;M20B-P2-R-002239"
"20B"	"PMID:22442730; PMID:17623664"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002808"
"20B"	"PMID:22568954; PMID:10366629; DOI:10.4161/cam.19620; DOI:10.1523/JNEUROSCI.19-12-04962.1999"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002659"
