module	b_edge_id	b_evidence_id	source_kind	support_kind	source_scope	source_locator	species_support	evidence_layer	exportable	confidence_tier	citation_note	evidence_grade	context_level	grading_status	grading_basis	paper_keys	paper_row_count	observation_statuses	claim_statuses	context_basis	limitations
20B	M20B-E003289	M20B-EVID-003289	frozen_module20a_lr_release	database_curated	direct_edge	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	ligand_receptor_or_direct_molecular	true	medium	M20A-EXT19-EVID-0714;M20A-EXTLR11-EVID-0022	D	L0	rule_based_provisional	Register identifies database/profile/membership-only support.		0			No qualifying context is present in the register fields.	liana_only_discovery
20B	M20B-E003290	M20B-EVID-003290	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0715	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003291	M20B-EVID-003291	frozen_module20a_lr_release	database_curated	direct_edge	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	ligand_receptor_or_direct_molecular	true	medium	M20A-EXT19-EVID-0716;M20A-EXT-ITER-PROMO-EVID-036	D	L0	rule_based_provisional	Register identifies database/profile/membership-only support.		0			No qualifying context is present in the register fields.	liana_only_discovery
20B	M20B-E003292	M20B-EVID-003292	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0717	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003293	M20B-EVID-003293	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0718	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003294	M20B-EVID-003294	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0719;M20A-HL-EVID-0021	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003295	M20B-EVID-003295	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0720	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003296	M20B-EVID-003296	frozen_module20a_lr_release	database_curated	direct_edge	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	ligand_receptor_or_direct_molecular	true	medium	M20A-EXT19-EVID-0721;M20A-EXT-BATCH010-EVID-001	D	L0	rule_based_provisional	Register identifies database/profile/membership-only support.		0			No qualifying context is present in the register fields.	liana_only_discovery
20B	M20B-E003297	M20B-EVID-003297	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0722	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003298	M20B-EVID-003298	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0723;M20A-HL-EVID-0022	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003299	M20B-EVID-003299	frozen_module20a_lr_release	database_curated	direct_edge	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	ligand_receptor_or_direct_molecular	true	medium	M20A-EXT19-EVID-0724;M20A-EXT-BATCH015-EVID-002	D	L0	rule_based_provisional	Register identifies database/profile/membership-only support.		0			No qualifying context is present in the register fields.	liana_only_discovery
20B	M20B-E003300	M20B-EVID-003300	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0725;M20A-HL-EVID-0023	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003301	M20B-EVID-003301	frozen_module20a_lr_release	database_curated	direct_edge	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	ligand_receptor_or_direct_molecular	true	medium	M20A-EXT19-EVID-0726;M20A-EXTLR08-EVID-0087	D	L0	rule_based_provisional	Register identifies database/profile/membership-only support.		0			No qualifying context is present in the register fields.	liana_only_discovery
20B	M20B-E003302	M20B-EVID-003302	frozen_module20a_lr_release	database_curated	direct_edge	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	ligand_receptor_or_direct_molecular	true	medium	M20A-EXT19-EVID-0727;M20A-EXTLR11-EVID-0023	D	L0	rule_based_provisional	Register identifies database/profile/membership-only support.		0			No qualifying context is present in the register fields.	liana_only_discovery
20B	M20B-E003303	M20B-EVID-003303	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0728	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003304	M20B-EVID-003304	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0729	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003305	M20B-EVID-003305	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0730;M20A-HL-EVID-0024	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003306	M20B-EVID-003306	frozen_module20a_lr_release	database_curated	direct_edge	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	ligand_receptor_or_direct_molecular	true	medium	M20A-EXT19-EVID-0731;M20A-EXT-BATCH018-EVID-007	D	L0	rule_based_provisional	Register identifies database/profile/membership-only support.		0			No qualifying context is present in the register fields.	liana_only_discovery
20B	M20B-E003307	M20B-EVID-003307	frozen_module20a_lr_release	database_curated	direct_edge	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	ligand_receptor_or_direct_molecular	true	medium	M20A-EXT19-EVID-0732;M20A-EXT-BATCH006-EVID-008	D	L0	rule_based_provisional	Register identifies database/profile/membership-only support.		0			No qualifying context is present in the register fields.	liana_only_discovery
20B	M20B-E003308	M20B-EVID-003308	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0733;M20A-HL-EVID-0025	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003309	M20B-EVID-003309	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0734	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003310	M20B-EVID-003310	frozen_module20a_lr_release	database_curated	direct_edge	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	ligand_receptor_or_direct_molecular	true	medium	M20A-EXT19-EVID-0735;M20A-EXT-BATCH010-EVID-002	D	L0	rule_based_provisional	Register identifies database/profile/membership-only support.		0			No qualifying context is present in the register fields.	liana_only_discovery
20B	M20B-E003311	M20B-EVID-003311	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0736;M20A-HL-EVID-0026	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003312	M20B-EVID-003312	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0737;M20A-HL-EVID-0027	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003313	M20B-EVID-003313	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0738;M20A-HL-EVID-0028	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003314	M20B-EVID-003314	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0739	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003315	M20B-EVID-003315	frozen_module20a_lr_release	database_curated	direct_edge	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	ligand_receptor_or_direct_molecular	true	medium	M20A-EXT19-EVID-0740;M20A-EXT-BATCH004-EVID-002	D	L0	rule_based_provisional	Register identifies database/profile/membership-only support.		0			No qualifying context is present in the register fields.	liana_only_discovery
20B	M20B-E003316	M20B-EVID-003316	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0741	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003317	M20B-EVID-003317	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0742	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003318	M20B-EVID-003318	frozen_module20a_lr_release	database_curated	direct_edge	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	ligand_receptor_or_direct_molecular	true	medium	M20A-EXT19-EVID-0743;M20A-EXT-BATCH002-EVID-028	D	L0	rule_based_provisional	Register identifies database/profile/membership-only support.		0			No qualifying context is present in the register fields.	liana_only_discovery
20B	M20B-E003319	M20B-EVID-003319	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0744	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003320	M20B-EVID-003320	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0745	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003321	M20B-EVID-003321	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0746	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003322	M20B-EVID-003322	frozen_module20a_lr_release	database_curated	direct_edge	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	ligand_receptor_or_direct_molecular	true	medium	M20A-EXT19-EVID-0747;M20A-EXTLR08-EVID-0088	D	L0	rule_based_provisional	Register identifies database/profile/membership-only support.		0			No qualifying context is present in the register fields.	liana_only_discovery
20B	M20B-E003323	M20B-EVID-003323	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0748	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003324	M20B-EVID-003324	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0749	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003325	M20B-EVID-003325	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0750	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003326	M20B-EVID-003326	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0751	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003327	M20B-EVID-003327	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0752	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003328	M20B-EVID-003328	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0753	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003329	M20B-EVID-003329	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0754	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003330	M20B-EVID-003330	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0755	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003331	M20B-EVID-003331	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0756	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003332	M20B-EVID-003332	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0757	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003333	M20B-EVID-003333	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0758	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003334	M20B-EVID-003334	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0759	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003335	M20B-EVID-003335	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0760	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003336	M20B-EVID-003336	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0761	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003337	M20B-EVID-003337	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0762	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003338	M20B-EVID-003338	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0763	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003339	M20B-EVID-003339	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0764	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003340	M20B-EVID-003340	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0765	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003341	M20B-EVID-003341	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0766	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003342	M20B-EVID-003342	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0767	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003343	M20B-EVID-003343	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0768	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003344	M20B-EVID-003344	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0769	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003345	M20B-EVID-003345	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0770	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003346	M20B-EVID-003346	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0771	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003347	M20B-EVID-003347	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0772	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003348	M20B-EVID-003348	frozen_module20a_lr_release	database_curated	direct_edge	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	ligand_receptor_or_direct_molecular	true	medium	M20A-EXT19-EVID-0773;M20A-EXT-BATCH018-EVID-008	D	L0	rule_based_provisional	Register identifies database/profile/membership-only support.		0			No qualifying context is present in the register fields.	liana_only_discovery
20B	M20B-E003349	M20B-EVID-003349	frozen_module20a_lr_release	database_curated	direct_edge	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	ligand_receptor_or_direct_molecular	true	high	M20A-EXT19-EVID-0774	D	L0	rule_based_provisional	Register identifies database/profile/membership-only support.		0			No qualifying context is present in the register fields.	liana_only_discovery
20B	M20B-E003350	M20B-EVID-003350	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0775	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003351	M20B-EVID-003351	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0776	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003352	M20B-EVID-003352	frozen_module20a_lr_release	database_curated	direct_edge	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	ligand_receptor_or_direct_molecular	true	medium	M20A-EXT19-EVID-0777;M20A-EXT20-EVID-224	D	L0	rule_based_provisional	Register identifies database/profile/membership-only support.		0			No qualifying context is present in the register fields.	liana_only_discovery
20B	M20B-E003353	M20B-EVID-003353	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0778	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
20B	M20B-E003354	M20B-EVID-003354	frozen_module20a_lr_release	negative_evidence	negative_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	boundary	false	low	M20A-EXT19-EVID-0779	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.		0			The record is a negative/bounded or boundary record and therefore does not establish context for the exact asserted relationship.	liana_only_discovery
