regulator	target	old_edge_ids	new_edge_ids	semantic_mapping_status
cxcr3a receptor	gnai	M21B-E000075	M21B-E000075	exact_label_relation_match
cxcr3b receptor	beta-arrestin2 and erk1/2 branch	M21B-E000076	M21B-E000076	exact_label_relation_match
cxcr4 receptor	gnai	M21B-E000030	M21B-E000030	exact_label_relation_match
cxcr4-gnai complex	mapk1/mapk3	M21B-E000032	M21B-E000032	exact_label_relation_match
cxcr4-gnai complex	pi3k-akt1	M21B-E000031	M21B-E000031	exact_label_relation_match
cxcr4-gnai complex	src-egfr transactivation	M21B-E000033	M21B-E000033	exact_label_relation_match
cytl1	ccr2	M20B-E003228	M20B-E003228	exact_label_relation_match
cytl1	ccr2b	M24B-E000086	M24B-E000086	exact_label_relation_match
dcn	egfr	M20B-E003229	M20B-E003229	exact_label_relation_match
dcn	met	M20B-E003231	M20B-E003231	exact_label_relation_match
dcn	tlr4	M20B-E003232	M20B-E003232	exact_label_relation_match
dcn/decorin	tlr2	M24B-E000125	M24B-E000125	exact_label_relation_match
decorin	plasminogen/plasmin-cspg remodeling and axon-growth permissiveness	M24B-E000023	M24B-E000023	exact_label_relation_match
defb2	tlr4	M24B-E000126	M24B-E000126	exact_label_relation_match
des-arg9-bradykinin	bdkrb1	M24B-E000133	M24B-E000133	exact_label_relation_match
dhh	boc	M20B-E003233	M20B-E003233	exact_label_relation_match
dhh	cdon	M20B-E003234	M20B-E003234	exact_label_relation_match
dhh	hhip	M20B-E003235	M20B-E003235	exact_label_relation_match
dkk1	kremen1	M20B-E003238	M20B-E003238	exact_label_relation_match
dkk1	kremen2	M20B-E003239	M20B-E003239	exact_label_relation_match
dkk1	lrp4	M20B-E003240	M20B-E003240	exact_label_relation_match
dkk1	lrp5	M20B-E003241	M20B-E003241	exact_label_relation_match
dkk1	lrp6	M20B-E003242	M20B-E003242	exact_label_relation_match
dkk2	kremen1	M20B-E003243	M20B-E003243	exact_label_relation_match
dkk2	kremen2	M20B-E003244	M20B-E003244	exact_label_relation_match
dkk2	lrp5	M20B-E003245	M20B-E003245	exact_label_relation_match
dkk3	kremen1	M20B-E003246	M20B-E003246	exact_label_relation_match
dkk4	kremen1	M20B-E003247	M20B-E003247	exact_label_relation_match
dkk4	kremen2	M20B-E003248	M20B-E003248	exact_label_relation_match
dkk4	lrp6	M20B-E003250	M20B-E003250	exact_label_relation_match
dll1	notch1	M23B-E000947;M23B-E000948;M23B-E000949	M23B-E000947;M23B-E000948;M23B-E000949	exact_label_relation_match
dll1	notch2	M23B-E000950;M23B-E000951;M23B-E000952	M23B-E000950;M23B-E000951;M23B-E000952	exact_label_relation_match
dll3	notch1	M20B-E002106	M20B-E002106	exact_label_relation_match
dll3	notch2	M20B-E002107	M20B-E002107	exact_label_relation_match
dll4	notch3	M20B-E002110	M20B-E002110	exact_label_relation_match
dll4	notch4	M20B-E002111	M20B-E002111	exact_label_relation_match
dll4-notch1 signaling	il-6 transcription in reactive astrocytes	M21B-E000101	M21B-E000101	exact_label_relation_match
dll4-notch1-il6 signaling	stat3 phosphorylation and astrocyte reactivity	M21B-E000102	M21B-E000102	exact_label_relation_match
dmp1	itgav:itgb3-fak/erk/jnk	M23B-E000128	M23B-E000128	exact_label_relation_match
dmp1	itgav_itgb3	M20B-E002112	M20B-E002112	exact_label_relation_match
draxin	dcc	M20B-E003253	M20B-E003253	exact_label_relation_match
dsc1	dsg3	M20B-E003254	M20B-E003254	exact_label_relation_match
dsc1	dsg4	M20B-E003255	M20B-E003255	exact_label_relation_match
dsc2	dsg3	M20B-E003256	M20B-E003256	exact_label_relation_match
dsc2	dsg4	M20B-E003257	M20B-E003257	exact_label_relation_match
dsc3	dsg4	M20B-E003259	M20B-E003259	exact_label_relation_match
dsg2	dsc1	M20B-E003263	M20B-E003263	exact_label_relation_match
dsg2	dsc3	M20B-E003264	M20B-E003264	exact_label_relation_match
dspp	itgav_itgb1	M20B-E002326	M20B-E002326	exact_label_relation_match
dspp-derived dpp	itgav:itgb1	M23B-E000129	M23B-E000129	exact_label_relation_match
dspp-derived dsp domain	dental mesenchymal differentiation, mineralization, and dspp transcription	M23B-E001037	M23B-E001037	exact_label_relation_match
dspp-derived dsp domain	itgb6	M23B-E001035	M23B-E001035	exact_label_relation_match
dspp-derived dsp domain	itgb6-erk1/2-p38-smad1/5/8 relay	M23B-E001036	M23B-E001036	exact_label_relation_match
dvl	lrp6	M21B-E000051	M21B-E000051	exact_label_relation_match
ebi3_il12a	il12rb2_il6st	M20B-E003267	M20B-E003267	exact_label_relation_match
ebi3_il27	il27ra_il6st	M20B-E003268	M20B-E003268	exact_label_relation_match
ecm/gag composition	chronic scar softening and cavitation	M23B-E000005	M23B-E000005	exact_label_relation_match
ecm1	itgb4-fak/gsk3b-sox2/hif1a	M23B-E000130	M23B-E000130	exact_label_relation_match
edil3/del-1	itgal:itgb2/lfa-1-mediated endothelial leukocyte adhesion and transmigration	M23B-E001038	M23B-E001038	exact_label_relation_match
edil3/del-1	itgav:itgb3 and itgav:itgb5	M23B-E000131	M23B-E000131	exact_label_relation_match
edil3/del-1	itgav:itgb5 (αvβ5)	M23B-E000428;M23B-E000429;M23B-E000430	M23B-E000428;M23B-E000429;M23B-E000430	exact_label_relation_match
edil3/del-1	itgav:itgb5/alphavbeta5	M23B-E000953;M23B-E000954	M23B-E000953;M23B-E000954	exact_label_relation_match
edn1	ednra	M20B-E003271	M20B-E003271	exact_label_relation_match
edn1	ednrb	M20B-E003272	M20B-E003272	exact_label_relation_match
edn2	ednra	M20B-E003274	M20B-E003274	exact_label_relation_match
edn2	ednrb	M20B-E003275	M20B-E003275	exact_label_relation_match
edn3	ednra	M20B-E003277	M20B-E003277	exact_label_relation_match
edn3	ednrb	M20B-E003278	M20B-E003278	exact_label_relation_match
efna1	epha1	M20B-E003283;M23B-E000279	M20B-E003283;M23B-E000279	exact_label_relation_match
efna1	epha2	M20B-E003285;M23B-E000132	M20B-E003285;M23B-E000132	exact_label_relation_match
efna1	epha3	M20B-E003286	M20B-E003286	exact_label_relation_match
efna1	epha4	M20B-E003287;M23B-E000280	M20B-E003287;M23B-E000280	exact_label_relation_match
efna1	epha4 ectodomain	M23B-E000311	M23B-E000311	exact_label_relation_match
efna1	epha4–vsm-rhogef–rhoa relay	M23B-E000312	M23B-E000312	exact_label_relation_match
efna1	epha5	M20B-E003288;M23B-E000281	M20B-E003288;M23B-E000281	exact_label_relation_match
efna1	epha6	M20B-E003289;M23B-E000282	M20B-E003289;M23B-E000282	exact_label_relation_match
efna1	epha8	M20B-E003291;M23B-E000283	M20B-E003291;M23B-E000283	exact_label_relation_match
efna1	epha8 ectodomain	M23B-E000315	M23B-E000315	exact_label_relation_match
efna2	epha2	M23B-E000284	M23B-E000284	exact_label_relation_match
efna2	epha4 ectodomain	M23B-E000313	M23B-E000313	exact_label_relation_match
efna2	epha5	M23B-E000286	M23B-E000286	exact_label_relation_match
efna2	epha6	M23B-E000287	M23B-E000287	exact_label_relation_match
efna2	epha7	M23B-E000288	M23B-E000288	exact_label_relation_match
efna2	epha7 ectodomain	M23B-E000314	M23B-E000314	exact_label_relation_match
efna2	epha8	M23B-E000289	M23B-E000289	exact_label_relation_match
efna2/ephrin-a2	epha3	M23B-E000431;M23B-E000432;M23B-E000433	M23B-E000431;M23B-E000432;M23B-E000433	exact_label_relation_match
efna3	epha1	M20B-E003296	M20B-E003296	exact_label_relation_match
efna3	epha3	M20B-E003299	M20B-E003299	exact_label_relation_match
efna3	epha4 forward signaling	M23B-E000290	M23B-E000290	exact_label_relation_match
efna3	epha5-associated entorhino-hippocampal axon targeting	M23B-E000291	M23B-E000291	exact_label_relation_match
efna3	epha7	M20B-E003301	M20B-E003301	exact_label_relation_match
efna3	epha8	M20B-E003302	M20B-E003302	exact_label_relation_match
efna3/ephrin-a3	epha2	M23B-E000435;M23B-E000436	M23B-E000435;M23B-E000436	exact_label_relation_match
efna4	epha10	M20B-E003306	M20B-E003306	exact_label_relation_match
efna4	epha2	M20B-E003307	M20B-E003307	exact_label_relation_match
efna4	epha4 ectodomain	M23B-E000292	M23B-E000292	exact_label_relation_match
efna4	epha8 ectodomain	M23B-E000293	M23B-E000293	exact_label_relation_match
efna5	epha2	M20B-E003310	M20B-E003310	exact_label_relation_match
efna5	epha4 ectodomain	M23B-E000294	M23B-E000294	exact_label_relation_match
efna5	epha5 neural/metabolic output	M23B-E000295	M23B-E000295	exact_label_relation_match
efna5	epha8–tiam1–rac relay	M23B-E000296	M23B-E000296	exact_label_relation_match
efna5	ephb2	M20B-E003315	M20B-E003315	exact_label_relation_match
efna5/ephrin-a5	epha10 pseudo-rtk	M23B-E000437;M23B-E000438	M23B-E000437;M23B-E000438	exact_label_relation_match
efna5/ephrin-a5	epha2	M23B-E000439;M23B-E000440;M23B-E000441	M23B-E000439;M23B-E000440;M23B-E000441	exact_label_relation_match
efna5/ephrin-a5	epha4	M23B-E000442;M23B-E000443;M23B-E000444	M23B-E000442;M23B-E000443;M23B-E000444	exact_label_relation_match
efnb1	epha4 forward signaling	M23B-E000297	M23B-E000297	exact_label_relation_match
efnb1	ephb1	M20B-E003318	M20B-E003318	exact_label_relation_match
efnb1	ephb2 sh2-adaptor relay	M23B-E000298	M23B-E000298	exact_label_relation_match
efnb1	ephb3	M23B-E000498;M23B-E000499	M23B-E000498;M23B-E000499	exact_label_relation_match
efnb1	ephb3-dependent neural crest migration	M23B-E000299	M23B-E000299	exact_label_relation_match
efnb1	ephb6	M23B-E000500;M23B-E000501	M23B-E000500;M23B-E000501	exact_label_relation_match
efnb1	ephb6 jnk/rac1 relay	M23B-E000300	M23B-E000300	exact_label_relation_match
efnb2	epha4 ectodomain	M23B-E000301	M23B-E000301	exact_label_relation_match
efnb2	ephb1	M20B-E003322	M20B-E003322	exact_label_relation_match
efnb2	ephb2 ectodomain	M23B-E000302	M23B-E000302	exact_label_relation_match
efnb2	ephb3 forward signaling	M23B-E000303	M23B-E000303	exact_label_relation_match
efnb2	ephb4 ectodomain	M23B-E000304	M23B-E000304	exact_label_relation_match
efnb2	ephb4-dependent vascular development	M23B-E000305	M23B-E000305	exact_label_relation_match
efnb2	ephb6 ectodomain	M23B-E000306	M23B-E000306	exact_label_relation_match
efnb3	epha4 ectodomain	M23B-E000307	M23B-E000307	exact_label_relation_match
efnb3	epha4-dependent embryonic tissue separation	M23B-E000308	M23B-E000308	exact_label_relation_match
efnb3	epha4-rhoa/pkc/fak	M23B-E000133	M23B-E000133	exact_label_relation_match
efnb3	ephb1 inflammatory injury pathway	M23B-E000309	M23B-E000309	exact_label_relation_match
efnb3	ephb2 axon-bundling function	M23B-E000310	M23B-E000310	exact_label_relation_match
efnb3	ephb6	M23B-E000502;M23B-E000503	M23B-E000502;M23B-E000503	exact_label_relation_match
egf	egfr-src-cav1/grb7	M23B-E000134	M23B-E000134	exact_label_relation_match
egf	egfr_erbb2	M20B-E001855	M20B-E001855	exact_label_relation_match
egfl7	alphavbeta3-fak/akt relay	M23B-E001040	M23B-E001040	exact_label_relation_match
egfl7	endothelial migration and vessel formation	M23B-E001041	M23B-E001041	exact_label_relation_match
egfl7	itgav:itgb3 (alphavbeta3)	M23B-E001039	M23B-E001039	exact_label_relation_match
egfr receptor complex	pi3k-akt1	M21B-E000043	M21B-E000043	exact_label_relation_match
egfr receptor complex	shc1	M21B-E000039	M21B-E000039	exact_label_relation_match
egr1	fgf23-fgfr1/alpha-klotho renal egr1 immediate-early program	M22B-E000144	M22B-E000144	exact_label_relation_match
egr1	m1-egr1 cholinergic immediate-early signaling program	M22B-E000145	M22B-E000145	exact_label_relation_match
egr1	m1-muscarinic-erk-egr1 signaling program	M22B-E000146	M22B-E000146	exact_label_relation_match
egr1	renal phosphate homeostasis phenotype	M22B-E000149	M22B-E000149	exact_label_relation_match
egr1;c-fos	fgf21-fgfr1 immediate-early metabolic response program	M22B-E000152	M22B-E000152	exact_label_relation_match
egr1;fos	5-ht2-family-associated egr1/c-fos immediate-early program	M22B-E000150	M22B-E000150	exact_label_relation_match
elk-1	c-fos; egr1	M22B-E000175;M22B-E000176;M22B-E000177	M22B-E000175;M22B-E000176;M22B-E000177	exact_label_relation_match
elk-1	cfos; egr1	M22B-E000178	M22B-E000178	exact_label_relation_match
elk1	btc-egfr/erbb4 erk-elk1 immediate-early growth program	M22B-E000154	M22B-E000154	exact_label_relation_match
elk1	dpp-alphavbeta1-associated odontogenic differentiation phenotype	M22B-E000155	M22B-E000155	exact_label_relation_match
elk1	dspp-dpp-alphavbeta1-fak/paxillin-erk-elk1 odontogenic program	M22B-E000156	M22B-E000156	exact_label_relation_match
elk1	egfr-family erk-elk1 immediate-early growth program	M22B-E000157	M22B-E000157	exact_label_relation_match
elk1	egr1 promoter	M22B-E000158	M22B-E000158	exact_label_relation_match
elk1	ereg-erbb erk-elk1 immediate-early growth program	M22B-E000159	M22B-E000159	exact_label_relation_match
elk1;ap-1	artn-gfra3/ret erk immediate-early sensory-neuron program	M22B-E000161	M22B-E000161	exact_label_relation_match
elk1;ap-1	nociceptor sensitization and sensory axon regeneration phenotype	M22B-E000162	M22B-E000162	exact_label_relation_match
endostatin/col18a1-nc1	itga5:itgb1	M23B-E000123	M23B-E000123	exact_label_relation_match
endostatin/col18a1-nc1	kdr/vegfr2	M23B-E000124	M23B-E000124	exact_label_relation_match
engages	itga5:itgb1	M23B-E000475	M23B-E000475	exact_label_relation_match
epgn	egfr	M20B-E002113	M20B-E002113	exact_label_relation_match
epha3	efna2	M23B-E000285	M23B-E000285	exact_label_relation_match
ephrin-b ligands	ephb2/ephb3/ephb4 subclass	M23B-E000150	M23B-E000150	exact_label_relation_match
ephrin-b1	ephb2	M23B-E000151	M23B-E000151	exact_label_relation_match
ephrin-b1	ephb6	M23B-E000153	M23B-E000153	exact_label_relation_match
ephrin-b2	ephb4	M23B-E000152	M23B-E000152	exact_label_relation_match
ephrin-b2	ephb6	M23B-E000154	M23B-E000154	exact_label_relation_match
epo	ephb4	M20B-E003348	M20B-E003348	exact_label_relation_match
epo	ephb4-src/stat3	M23B-E000135	M23B-E000135	exact_label_relation_match
epo	epor	M20B-E003349	M20B-E003349	exact_label_relation_match
ereg	egfr_erbb2	M20B-E001856	M20B-E001856	exact_label_relation_match
ereg	erbb2_erbb4	M20B-E001857	M20B-E001857	exact_label_relation_match
erf	ptn-ptprz1-associated oligodendrocyte differentiation, glioma-stem-cell maintenance, and progenitor-expansion phenotype	M22B-E000165	M22B-E000165	exact_label_relation_match
erf	ptn-ptprz1-ptp inhibition-src/alk-ras-mek-erk oligodendrocyte and progenitor program	M22B-E000164	M22B-E000164	exact_label_relation_match
esr1	cyp19a1	M22B-E000167	M22B-E000167	exact_label_relation_match
esr1	hsd17b1	M22B-E000168	M22B-E000168	exact_label_relation_match
esr2	cyp19a1	M22B-E000169	M22B-E000169	exact_label_relation_match
etv4;etv5	fgf18-fgfr-associated etv4/etv5 lung-fibroblast program	M22B-E000171	M22B-E000171	exact_label_relation_match
etv4;etv5	lung branching morphogenesis phenotype	M22B-E000172	M22B-E000172	exact_label_relation_match
etv5	shh macs1 long-range enhancer	M22B-E000174	M22B-E000174	exact_label_relation_match
extracellular atp	p2x7r	M24B-E000004	M24B-E000004	exact_label_relation_match
extracellular traps/ll37	p2x7r-nf-kb inflammatory relay	M24B-E000008	M24B-E000008	exact_label_relation_match
f10	f3	M20B-E003352	M20B-E003352	exact_label_relation_match
f11r	itgal:itgb2 (lfa-1)	M23B-E000504;M23B-E000505	M23B-E000504;M23B-E000505	exact_label_relation_match
f2	f2r	M20B-E003365	M20B-E003365	exact_label_relation_match
f2	f2rl1	M20B-E003366	M20B-E003366	exact_label_relation_match
f2	f2rl2	M20B-E003367	M20B-E003367	exact_label_relation_match
f2	f2rl3	M20B-E003368	M20B-E003368	exact_label_relation_match
f2	thbd	M20B-E003372	M20B-E003372	exact_label_relation_match
f7	f3	M20B-E003373	M20B-E003373	exact_label_relation_match
f8	ldlr	M20B-E003375	M20B-E003375	exact_label_relation_match
f8	lrp1	M20B-E003376	M20B-E003376	exact_label_relation_match
f9	lrp1	M20B-E003379	M20B-E003379	exact_label_relation_match
factor xa	par2	M24B-E000140	M24B-E000140	exact_label_relation_match
fadd	casp8	M21B-E000022	M21B-E000022	exact_label_relation_match
fam3c	lifr	M20B-E003389	M20B-E003389	exact_label_relation_match
fam3d	fpr1	M24B-E000064	M24B-E000064	exact_label_relation_match
fam3d	fpr2	M24B-E000065	M24B-E000065	exact_label_relation_match
fat4	dchs1	M20B-E003396	M20B-E003396	exact_label_relation_match
fat4	dchs1 homophilic complex	M23B-E000136	M23B-E000136	exact_label_relation_match
fbln2	itgb3-containing integrin complex	M23B-E000506	M23B-E000506	exact_label_relation_match
fbn1	itgb6	M23B-E000507;M23B-E000508;M23B-E000509	M23B-E000507;M23B-E000508;M23B-E000509	exact_label_relation_match
fcer2a	cr2	M20B-E002114	M20B-E002114	exact_label_relation_match
fcer2a	itgav:itgb3 (αvβ3)	M23B-E000510;M23B-E000511;M23B-E000512	M23B-E000510;M23B-E000511;M23B-E000512	exact_label_relation_match
fcer2a/cd23	itgax:itgb2/alphaxbeta2	M23B-E000955;M23B-E000956	M23B-E000955;M23B-E000956	exact_label_relation_match
fcna/ficolin-a	tlr4-myd88-mapk/nfkb	M24B-E000127	M24B-E000127	exact_label_relation_match
fga	itgam	M23B-E000513;M23B-E000514	M23B-E000513;M23B-E000514	exact_label_relation_match
fga	itgax	M23B-E000515;M23B-E000516	M23B-E000515;M23B-E000516	exact_label_relation_match
fga alphac/rgd	itga5:itgb1	M23B-E000138	M23B-E000138	exact_label_relation_match
fga alphac/rgd	itga5:itgb1-fak/erk	M23B-E000137	M23B-E000137	exact_label_relation_match
fga rgd motif / fibrinogen aalpha-chain feature	itga2b:itgb3 (alphaiibbeta3)	M23B-E001042	M23B-E001042	exact_label_relation_match
fgb	cdh5/ve-cadherin	M23B-E000517;M23B-E000518	M23B-E000517;M23B-E000518	exact_label_relation_match
fgf1	cd44	M20B-E003418	M20B-E003418	exact_label_relation_match
fgf1	fgfr2	M20B-E001858	M20B-E001858	exact_label_relation_match
fgf1	fgfr3	M20B-E001859	M20B-E001859	exact_label_relation_match
fgf10	fgfr1	M20B-E001860	M20B-E001860	exact_label_relation_match
fgf10	fgfr2	M20B-E001861	M20B-E001861	exact_label_relation_match
fgf10	fgfrl1	M20B-E003425	M20B-E003425	exact_label_relation_match
fgf10-fgfr2 receptor complex	pi3k-akt1	M21B-E000096	M21B-E000096	exact_label_relation_match
fgf11	fgfr1	M20B-E003426	M20B-E003426	exact_label_relation_match
fgf12	fgfr1	M20B-E003428	M20B-E003428	exact_label_relation_match
fgf13	fgfr1	M20B-E003431	M20B-E003431	exact_label_relation_match
fgf14	fgfr1	M20B-E003437	M20B-E003437	exact_label_relation_match
fgf15	fgfr1	M20B-E001862	M20B-E001862	exact_label_relation_match
fgf15	fgfr2	M20B-E001863	M20B-E001863	exact_label_relation_match
fgf15	fgfr3	M20B-E001864	M20B-E001864	exact_label_relation_match
fgf15	fgfr4	M20B-E001865	M20B-E001865	exact_label_relation_match
fgf16	fgfr1	M20B-E001866	M20B-E001866	exact_label_relation_match
fgf16	fgfr2	M20B-E001867	M20B-E001867	exact_label_relation_match
fgf16	fgfr3	M20B-E001868	M20B-E001868	exact_label_relation_match
fgf16	fgfr4	M20B-E001869	M20B-E001869	exact_label_relation_match
fgf17	fgfr3	M20B-E001870	M20B-E001870	exact_label_relation_match
fgf17	fgfr4	M20B-E001871	M20B-E001871	exact_label_relation_match
fgf18	fgfr1	M20B-E001872	M20B-E001872	exact_label_relation_match
fgf18	fgfr2	M20B-E001873	M20B-E001873	exact_label_relation_match
fgf18	fgfr3 with heparan-sulfate/perlecan context	M23B-E000957;M23B-E000958;M23B-E000959	M23B-E000957;M23B-E000958;M23B-E000959	exact_label_relation_match
fgf18	fgfr4	M20B-E001874	M20B-E001874	exact_label_relation_match
fgf2	fgfr1	M20B-E001875	M20B-E001875	exact_label_relation_match
fgf2	fgfr2	M20B-E001876	M20B-E001876	exact_label_relation_match
fgf2	fgfr3	M20B-E001877	M20B-E001877	exact_label_relation_match
fgf2	fgfr4	M20B-E001878	M20B-E001878	exact_label_relation_match
fgf2	fgfrl1	M20B-E003441	M20B-E003441	exact_label_relation_match
fgf2	gpc4	M20B-E003442	M20B-E003442	exact_label_relation_match
fgf2	itgb3-containing integrin complex	M23B-E000519;M23B-E000520;M23B-E000521	M23B-E000519;M23B-E000520;M23B-E000521	exact_label_relation_match
fgf2	nrp1	M20B-E003444	M20B-E003444	exact_label_relation_match
fgf2	sdc3	M20B-E003447	M20B-E003447	exact_label_relation_match
fgf2 signaling	rhoa-yap astrocyte proliferation program	M21B-E000086	M21B-E000086	exact_label_relation_match
fgf20	fgfr3	M20B-E001879	M20B-E001879	exact_label_relation_match
fgf20	fgfr4	M20B-E001880	M20B-E001880	exact_label_relation_match
fgf21	fgfr1	M20B-E001881	M20B-E001881	exact_label_relation_match
fgf21	fgfr2	M20B-E003449	M20B-E003449	exact_label_relation_match
fgf21	fgfr3	M20B-E001882	M20B-E001882	exact_label_relation_match
fgf21	fgfr4	M20B-E003450	M20B-E003450	exact_label_relation_match
fgf22	fgfr1	M20B-E003451	M20B-E003451	exact_label_relation_match
fgf22	fgfr2	M20B-E001883	M20B-E001883	exact_label_relation_match
fgf22	fgfrl1	M20B-E003452	M20B-E003452	exact_label_relation_match
fgf23	fgfr1	M20B-E001884	M20B-E001884	exact_label_relation_match
fgf23	fgfr2	M20B-E003453;M23B-E000522;M23B-E000523;M23B-E000524	M20B-E003453;M23B-E000522;M23B-E000523;M23B-E000524	exact_label_relation_match
fgf23	fgfr4	M20B-E001885	M20B-E001885	exact_label_relation_match
fgf3	fgfr3	M20B-E003455	M20B-E003455	exact_label_relation_match
fgf3	fgfr4	M20B-E003456	M20B-E003456	exact_label_relation_match
fgf3	fgfrl1	M20B-E003457	M20B-E003457	exact_label_relation_match
fgf4	fgfr1	M20B-E001886	M20B-E001886	exact_label_relation_match
fgf4	fgfr2	M20B-E001887	M20B-E001887	exact_label_relation_match
fgf4	fgfr3	M20B-E001888	M20B-E001888	exact_label_relation_match
fgf4	fgfr4	M20B-E001889	M20B-E001889	exact_label_relation_match
fgf4	fgfrl1	M20B-E003458	M20B-E003458	exact_label_relation_match
fgf5	fgfr1	M20B-E001890	M20B-E001890	exact_label_relation_match
fgf5	fgfr2	M20B-E001891	M20B-E001891	exact_label_relation_match
fgf5	fgfr3	M20B-E001892	M20B-E001892	exact_label_relation_match
fgf5	fgfr4	M20B-E001893	M20B-E001893	exact_label_relation_match
fgf6	fgfr1	M20B-E001894	M20B-E001894	exact_label_relation_match
fgf6	fgfr2	M20B-E001895	M20B-E001895	exact_label_relation_match
fgf6	fgfr3	M20B-E001896	M20B-E001896	exact_label_relation_match
fgf6	fgfr4	M20B-E001897	M20B-E001897	exact_label_relation_match
fgf7	fgfr1	M20B-E001898	M20B-E001898	exact_label_relation_match
fgf7	fgfr2	M20B-E001899	M20B-E001899	exact_label_relation_match
fgf8	fgfr2	M20B-E001900	M20B-E001900	exact_label_relation_match
fgf8	fgfr3	M20B-E001901	M20B-E001901	exact_label_relation_match
fgf8	fgfr4	M20B-E001902	M20B-E001902	exact_label_relation_match
fgf8	fgfrl1	M20B-E003464	M20B-E003464	exact_label_relation_match
fgf9	fgfr1	M20B-E001903	M20B-E001903	exact_label_relation_match
fgf9	fgfr4	M20B-E001904	M20B-E001904	exact_label_relation_match
fgfr receptor complex	frs2a adaptor relay	M21B-E000044	M21B-E000044	exact_label_relation_match
fgg gammac peptide / fibrinogen gamma-chain feature	itga2b:itgb3 (alphaiibbeta3)	M23B-E001043	M23B-E001043	exact_label_relation_match
fgl1	egfr cis/trans complex	M23B-E000525;M23B-E000526	M23B-E000525;M23B-E000526	exact_label_relation_match
fgl1	lag3	M20B-E003473	M20B-E003473	exact_label_relation_match
fibrillar collagen i	gpvi/gp6 dimer-fcrgamma	M23B-E000180	M23B-E000180	exact_label_relation_match
fibronectin eda matrix assembly	fibrotic scar and locomotor phenotype	M23B-E000004	M23B-E000004	exact_label_relation_match
flrt2	unc5d	M20B-E000472;M23B-E000527;M23B-E000528	M20B-E000472;M23B-E000527;M23B-E000528	exact_label_relation_match
flrt3	adgrl3	M20B-E000475;M23B-E000529;M23B-E000530	M20B-E000475;M23B-E000529;M23B-E000530	exact_label_relation_match
flrt3	cell-cell adhesion and cortical neuron distribution	M24B-E000088	M24B-E000088	exact_label_relation_match
flrt3	unc5b	M20B-E000478;M23B-E000531;M23B-E000532	M20B-E000478;M23B-E000531;M23B-E000532	exact_label_relation_match
flt3l	flt3	M20B-E003474	M20B-E003474	exact_label_relation_match
fn1	cd44	M20B-E002115;M23B-E000533;M23B-E000534	M20B-E002115;M23B-E000533;M23B-E000534	exact_label_relation_match
fn1	itga2b_itgb3	M20B-E002116	M20B-E002116	exact_label_relation_match
fn1	itga3_itgb1	M20B-E002117	M20B-E002117	exact_label_relation_match
fn1	itga4:itgb1 (α4β1/vla-4)	M23B-E000535;M23B-E000536	M23B-E000535;M23B-E000536	exact_label_relation_match
fn1	itga4:itgb7 (α4β7)	M23B-E000537;M23B-E000538	M23B-E000537;M23B-E000538	exact_label_relation_match
fn1	itga4_itgb1	M20B-E002118	M20B-E002118	exact_label_relation_match
fn1	itga4_itgb7	M20B-E002119	M20B-E002119	exact_label_relation_match
fn1	itga5:itgb1	M23B-E000139	M23B-E000139	exact_label_relation_match
fn1	itga5_itgb1	M20B-E002120	M20B-E002120	exact_label_relation_match
fn1	itga8:itgb1 (α8β1)	M23B-E000539;M23B-E000540	M23B-E000539;M23B-E000540	exact_label_relation_match
fn1	itga8_itgb1	M20B-E002121	M20B-E002121	exact_label_relation_match
fn1	itga9	M20B-E003482	M20B-E003482	exact_label_relation_match
fn1	itgav:itgb1 (αvβ1)	M23B-E000541;M23B-E000542	M23B-E000541;M23B-E000542	exact_label_relation_match
fn1	itgav:itgb3 (αvβ3)	M23B-E000543;M23B-E000544;M23B-E000545	M23B-E000543;M23B-E000544;M23B-E000545	exact_label_relation_match
fn1	itgav:itgb6 (αvβ6)	M23B-E000546;M23B-E000547;M23B-E000548	M23B-E000546;M23B-E000547;M23B-E000548	exact_label_relation_match
fn1	itgav_itgb1	M20B-E002122	M20B-E002122	exact_label_relation_match
fn1	itgav_itgb3	M20B-E002123	M20B-E002123	exact_label_relation_match
fn1	itgav_itgb6	M20B-E002124	M20B-E002124	exact_label_relation_match
fn1	itgav_itgb8	M20B-E002125	M20B-E002125	exact_label_relation_match
fn1	plaur-beta1/cav1/src	M23B-E000140	M23B-E000140	exact_label_relation_match
fn1	robo4/alpha5beta1-src/erk	M23B-E000141	M23B-E000141	exact_label_relation_match
fn1	sdc1	M20B-E002126	M20B-E002126	exact_label_relation_match
fn1	sdc2	M23B-E000549;M23B-E000550	M23B-E000549;M23B-E000550	exact_label_relation_match
fn1	sdc4	M20B-E002328	M20B-E002328	exact_label_relation_match
fn1 eiiia domain	itga9:itgb1/alpha9beta1	M23B-E000960;M23B-E000961	M23B-E000960;M23B-E000961	exact_label_relation_match
fn1 hepii fragment	sdc4	M23B-E000142	M23B-E000142	exact_label_relation_match
fn1/fibronectin	beta8-containing integrin-dependent neurite outgrowth	M23B-E000045	M23B-E000045	exact_label_relation_match
fn1/fibronectin matrix	alpha5beta1-associated matrix assembly and fibrotic scar	M23B-E000044	M23B-E000044	exact_label_relation_match
fneda-positive fibrotic scar	fibrotic ecm assembly and locomotor outcome	M23B-E000020	M23B-E000020	exact_label_relation_match
foam-cell lipid accumulation	c1q	M24B-E000001	M24B-E000001	exact_label_relation_match
