source_row_id	module	module_route	regulator	raw_regulator	target	species	review_status	traversal_eligibility	evidence_confidence_tier	exact_pair_status	binding_or_association_status	assay_type	tflink_source_database	tflink_pubmed_id	primary_citation	source_record_id	source_record_ids	tflink_raw_snapshot_path	context_level_exact_pair	sci_context_status	effect_direction	missing_evidence	review_notes
PTF-SCREEN-PTF-MODULE-20B-000697	20B	20B_target_interaction;23B_target_interaction	HES5	Hes5	Adam22	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000954:ee539f817c4f	tflink:mouse:000954:ee539f817c4f	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P70120_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000699	20B	20B_target_interaction	HIVEP3	Hivep3	Abca1	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000981:775309cfda68	tflink:mouse:000981:775309cfda68	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_A2A884_targets.tsv	L0_no_context_evidence	indirect_sci_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000700	20B	20B_target_interaction	HIVEP3	Hivep3	Ackr3	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000981:775309cfda68	tflink:mouse:000981:775309cfda68	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_A2A884_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000701	20B	20B_target_interaction	HIVEP3	Hivep3	Actr2	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000981:775309cfda68	tflink:mouse:000981:775309cfda68	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_A2A884_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000702	20B	20B_target_interaction	HIVEP3	Hivep3	Acvr1	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000981:775309cfda68	tflink:mouse:000981:775309cfda68	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_A2A884_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000734	20B	20B_target_interaction	HOXA13	Hoxa13	Abca1	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000983:90c661760f8e	tflink:mouse:000983:90c661760f8e	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q62424_targets.tsv	L0_no_context_evidence	indirect_sci_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000735	20B	20B_target_interaction;23B_target_interaction	HOXA13	Hoxa13	Adam12	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000983:90c661760f8e	tflink:mouse:000983:90c661760f8e	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q62424_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000736	20B	20B_target_interaction	HOXA13	Hoxa13	Adam23	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000983:90c661760f8e	tflink:mouse:000983:90c661760f8e	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q62424_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000737	20B	20B_target_interaction;23B_target_interaction	HOXA13	Hoxa13	Adgrl1	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000983:90c661760f8e	tflink:mouse:000983:90c661760f8e	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q62424_targets.tsv	L0_no_context_evidence	unresolved_sci_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000747	20B	20B_target_interaction	HOXC12	Hoxc12	Agrp	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:001066:036fae2d0e47	tflink:mouse:001066:036fae2d0e47	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q8K5B8_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000748	20B	20B_target_interaction;23B_target_interaction	HOXC12	Hoxc12	Angptl4	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:001066:036fae2d0e47	tflink:mouse:001066:036fae2d0e47	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q8K5B8_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000749	20B	20B_target_interaction	HOXC12	Hoxc12	Ccl25	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:001066:036fae2d0e47	tflink:mouse:001066:036fae2d0e47	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q8K5B8_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000750	20B	20B_target_interaction	HOXC12	Hoxc12	Cd22	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:001066:036fae2d0e47	tflink:mouse:001066:036fae2d0e47	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q8K5B8_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000816	20B	20B_target_interaction	ISX	Isx	A2m	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000875:4b8eed79bf36	tflink:mouse:000875:4b8eed79bf36	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_A1A546_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000817	20B	20B_target_interaction	ISX	Isx	Abca1	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000875:4b8eed79bf36	tflink:mouse:000875:4b8eed79bf36	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_A1A546_targets.tsv	L0_no_context_evidence	indirect_sci_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000818	20B	20B_target_interaction	ISX	Isx	Ackr3	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000875:4b8eed79bf36	tflink:mouse:000875:4b8eed79bf36	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_A1A546_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-000819	20B	20B_target_interaction	ISX	Isx	Ackr4	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000875:4b8eed79bf36	tflink:mouse:000875:4b8eed79bf36	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_A1A546_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-001147	20B	20B_target_interaction	MYT1L	Myt1l	Abca1	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000961:f706c20f5ab7	tflink:mouse:000961:f706c20f5ab7	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P97500_targets.tsv	L0_no_context_evidence	indirect_sci_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-001148	20B	20B_target_interaction	MYT1L	Myt1l	Ackr3	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000961:f706c20f5ab7	tflink:mouse:000961:f706c20f5ab7	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P97500_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-001149	20B	20B_target_interaction	MYT1L	Myt1l	Actr2	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000961:f706c20f5ab7	tflink:mouse:000961:f706c20f5ab7	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_P97500_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-001192	20B	20B_target_interaction	NEUROD2	Neurod2	Actr2	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000958:4c84a5dc2814	tflink:mouse:000958:4c84a5dc2814	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q62414_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-001194	20B	20B_target_interaction	NEUROD2	Neurod2	Acvr1	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000958:4c84a5dc2814	tflink:mouse:000958:4c84a5dc2814	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q62414_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-001193	20B	20B_target_interaction	NEUROD2	Neurod2	Acvr1c	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000958:4c84a5dc2814	tflink:mouse:000958:4c84a5dc2814	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q62414_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-001217	20B	20B_target_interaction	NPAS4	Npas4	Acvr1	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000902:0067a7f884a7	tflink:mouse:000902:0067a7f884a7	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q8BGD7_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-001218	20B	20B_target_interaction;23B_target_interaction	NPAS4	Npas4	Adam12	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000902:0067a7f884a7	tflink:mouse:000902:0067a7f884a7	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q8BGD7_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-001219	20B	20B_target_interaction	NPAS4	Npas4	Adam17	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000902:0067a7f884a7	tflink:mouse:000902:0067a7f884a7	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q8BGD7_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-001220	20B	20B_target_interaction;23B_target_interaction	NPAS4	Npas4	Adam22	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000902:0067a7f884a7	tflink:mouse:000902:0067a7f884a7	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_Q8BGD7_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-001386	20B	20B_target_interaction	PRDM15	Prdm15	Acvr1	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000921:232b6c1fc922	tflink:mouse:000921:232b6c1fc922	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_E9Q8T2_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-001387	20B	20B_target_interaction	PRDM15	Prdm15	Adgrb3	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000921:232b6c1fc922	tflink:mouse:000921:232b6c1fc922	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_E9Q8T2_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-001388	20B	20B_target_interaction;23B_target_interaction	PRDM15	Prdm15	Adgrl1	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000921:232b6c1fc922	tflink:mouse:000921:232b6c1fc922	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_E9Q8T2_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
PTF-SCREEN-PTF-MODULE-20B-001389	20B	20B_target_interaction;23B_target_interaction	PRDM15	Prdm15	Adgrl2	mouse	candidate_only	not_traversable	C_tflink_source_table_only	tflink_source_table_exact_pair	Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	chromatin immunoprecipitation assay	GTRD	27924024	https://pubmed.ncbi.nlm.nih.gov/27924024/	tflink:mouse:000921:232b6c1fc922	tflink:mouse:000921:232b6c1fc922	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/mouse_E9Q8T2_targets.tsv	L0_no_context_evidence	non_sci_transferable_context	unknown	underlying primary exact-pair citation; functional perturbation or target-expression response; supported effect direction; neural/SCI context if required	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.
