pair_key	pair_label_canonical	final_verdict	source_locators	species_support	support_kind	evidence_summary	limitations	audit_notes
cd40lg itga2b_itgb3	Cd40lg Itga2b_Itgb3	no_evidence	PMID:37482272 https://pubmed.ncbi.nlm.nih.gov/37482272/; PMID:36005389 https://pubmed.ncbi.nlm.nih.gov/36005389/; PMID:34813505 https://pubmed.ncbi.nlm.nih.gov/34813505/	human Sjogren proteomics, human metal-allergy TCR assays, human peanut-allergy T-cell transcriptomics	none	The cited records measure CD40LG/CD154 expression in disease or antigen-activated T cells; none tests CD40LG binding to integrin alphaIIb-beta3 or platelet adhesion through that integrin.	Expression of CD40LG in T cells is not evidence for an ITGA2B-ITGB3 receptor interaction.	No evidence for this noncanonical receptor edge in the cited set.
cd70 cd27	Cd70 Cd27	retain_low	PMID:42485767 https://pubmed.ncbi.nlm.nih.gov/42485767/; PMID:42358982 https://pubmed.ncbi.nlm.nih.gov/42358982/	human lymphoma/Treg studies and mouse xenograft context	contextual/engineered_receptor_function	The lymphoma study uses a CD27-based anti-CD70 CAR and the Treg study reports CD27/CD70 phenotypes, consistent with the known pair but not a physiological ligand-receptor assay.	The CAR construct is an engineered recognition reagent, and the cited Treg study does not manipulate CD70-CD27 binding or signaling.	Retain low pending an exact CD70-CD27 primary binding or receptor-function citation.
csf3 csf3r	Csf3 Csf3r	retain_low	PMID:42482462 https://pubmed.ncbi.nlm.nih.gov/42482462/; PMID:41950547 https://pubmed.ncbi.nlm.nih.gov/41950547/; PMID:41853894 https://pubmed.ncbi.nlm.nih.gov/41853894/	human sickle-cell/Crohn disease and review/transcriptomic contexts	contextual_receptor_expression	The cited review identifies CSF3R as the G-CSF receptor and the other studies report CSF3R variants or expression, but no cited record provides an exact CSF3 binding or activation assay.	Species and assay details for the submitted ligand-receptor edge are not established by disease expression or receptor-variant studies.	Real canonical pair but retain low because the cited set is contextual rather than exact primary receptor evidence.
cx3cl1 cx3cr1	Cx3cl1 Cx3cr1	needs_manual_review	PMID:42575419 https://pubmed.ncbi.nlm.nih.gov/42575419/; PMID:42570240 https://pubmed.ncbi.nlm.nih.gov/42570240/; PMID:42556863 https://pubmed.ncbi.nlm.nih.gov/42556863/	recent human/mouse systems reported by the candidate	unresolved_recent_citations	The three cited recent records were not available for reliable assay-level verification in this audit.	The canonical CX3CL1-CX3CR1 pair is not enough to infer the species, membrane-versus-soluble ligand form, or assay from unverified citations.	Manual retrieval is required before approval.
cxcl1 cxcr1	Cxcl1 Cxcr1	needs_manual_review	PMID:42367809 https://pubmed.ncbi.nlm.nih.gov/42367809/; PMID:42292374 https://pubmed.ncbi.nlm.nih.gov/42292374/; PMID:42222593 https://pubmed.ncbi.nlm.nih.gov/42222593/	recent human/mouse systems reported by the candidate	unresolved_recent_citations	The cited records were not available for reliable source-level verification in this audit.	CXCL1-CXCR1 is a known chemokine relationship, but the submitted citations must still be opened to confirm ligand specificity and assay.	Manual retrieval required before approval.
cxcl1 cxcr2	Cxcl1 Cxcr2	needs_manual_review	PMID:42567964 https://pubmed.ncbi.nlm.nih.gov/42567964/; PMID:42538204 https://pubmed.ncbi.nlm.nih.gov/42538204/; PMID:42517511 https://pubmed.ncbi.nlm.nih.gov/42517511/	recent human/mouse systems reported by the candidate	unresolved_recent_citations	The cited records were not available for reliable source-level verification in this audit.	The canonical CXCL1-CXCR2 relationship cannot replace exact review of the submitted papers and their assays.	Manual retrieval required before approval.
cxcl10 cxcr3	Cxcl10 Cxcr3	needs_manual_review	PMID:42587795 https://pubmed.ncbi.nlm.nih.gov/42587795/; PMID:42571982 https://pubmed.ncbi.nlm.nih.gov/42571982/; PMID:42550366 https://pubmed.ncbi.nlm.nih.gov/42550366/	recent human/mouse systems reported by the candidate	unresolved_recent_citations	The cited records were not available for reliable source-level verification in this audit.	Species, assay, and direct-versus-contextual support remain unknown.	Manual retrieval required before approval.
cxcl12 ackr3	Cxcl12 Ackr3	needs_manual_review	PMID:42588455 https://pubmed.ncbi.nlm.nih.gov/42588455/; PMID:42458598 https://pubmed.ncbi.nlm.nih.gov/42458598/; PMID:42422081 https://pubmed.ncbi.nlm.nih.gov/42422081/	recent human/mouse systems reported by the candidate	unresolved_recent_citations	The cited records were not available for reliable source-level verification in this audit.	ACKR3 is a scavenging/signaling receptor with context-dependent CXCL12 handling; exact assay and receptor function must be checked in the cited sources.	Manual retrieval required before approval.
cxcl12 cxcr4	Cxcl12 Cxcr4	needs_manual_review	PMID:42585000 https://pubmed.ncbi.nlm.nih.gov/42585000/; PMID:42583760 https://pubmed.ncbi.nlm.nih.gov/42583760/; PMID:42550609 https://pubmed.ncbi.nlm.nih.gov/42550609/	recent human/mouse systems reported by the candidate	unresolved_recent_citations	The cited records were not available for reliable source-level verification in this audit.	Canonical CXCL12-CXCR4 biology does not establish the submitted papers' species or assay details.	Manual retrieval required before approval.
cxcl13 cxcr5	Cxcl13 Cxcr5	needs_manual_review	PMID:42589645 https://pubmed.ncbi.nlm.nih.gov/42589645/; PMID:42575388 https://pubmed.ncbi.nlm.nih.gov/42575388/; PMID:42566543 https://pubmed.ncbi.nlm.nih.gov/42566543/	recent human/mouse systems reported by the candidate	unresolved_recent_citations	The cited records were not available for reliable source-level verification in this audit.	Species, assay, and whether the evidence is direct chemotaxis or inferred cell-cell communication remain unresolved.	Manual retrieval required before approval.
cxcl16 cxcr6	Cxcl16 Cxcr6	needs_manual_review	PMID:42548611 https://pubmed.ncbi.nlm.nih.gov/42548611/; PMID:42390544 https://pubmed.ncbi.nlm.nih.gov/42390544/; PMID:42377256 https://pubmed.ncbi.nlm.nih.gov/42377256/	recent human/mouse systems reported by the candidate	unresolved_recent_citations	The cited records were not available for reliable source-level verification in this audit.	The canonical pair is not sufficient to confirm membrane-bound versus soluble CXCL16 or exact CXCR6 assay scope.	Manual retrieval required before approval.
cxcl2 cxcr2	Cxcl2 Cxcr2	needs_manual_review	PMID:42547081 https://pubmed.ncbi.nlm.nih.gov/42547081/; PMID:42486363 https://pubmed.ncbi.nlm.nih.gov/42486363/; PMID:42469250 https://pubmed.ncbi.nlm.nih.gov/42469250/	recent human/mouse systems reported by the candidate	unresolved_recent_citations	The cited records were not available for reliable source-level verification in this audit.	Exact ligand specificity and receptor assay remain unresolved.	Manual retrieval required before approval.
cxcl5 cxcr2	Cxcl5 Cxcr2	needs_manual_review	PMID:42580139 https://pubmed.ncbi.nlm.nih.gov/42580139/; PMID:42579274 https://pubmed.ncbi.nlm.nih.gov/42579274/; PMID:42450242 https://pubmed.ncbi.nlm.nih.gov/42450242/	recent human/mouse systems reported by the candidate	unresolved_recent_citations	The cited records were not available for reliable source-level verification in this audit.	Canonical CXCL5-CXCR2 biology does not establish the submitted papers' assay or species.	Manual retrieval required before approval.
dcn tlr2	Dcn Tlr2	retain_low	PMID:42281345 https://pubmed.ncbi.nlm.nih.gov/42281345/; PMID:42123438 https://pubmed.ncbi.nlm.nih.gov/42123438/; PMID:40726182 https://pubmed.ncbi.nlm.nih.gov/40726182/	human degenerative-disc samples and mixed reported contexts	contextual_TLR2_association	The cited disc study detects decorin fragments alongside TLR2-mediated inflammation and uses TLR2 agonist/antagonist conditions, but it does not apply decorin as a TLR2 ligand; the other recent citations require further checking.	Association of decorin fragments with TLR2 expression or signaling is not direct binding or decorin-specific receptor activation.	Retain low pending primary source confirmation of an exact decorin-TLR2 assay.
